"S0718-22952016000100002-chl","La manifestación de lo general en la comedia según Aristóteles","Cifuentes Acuña, Luis","Revista chilena de literatura; (92); 33-51","Revista chilena de literatura","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22952016000100002&lang=pt" 
"S1519-99402016000100001-scl","Produtividade e valor nutricional da parte aérea e de raízes tuberosas de oito genótipos de mandioca de indústria","FERNANDES, Francisco Duarte, GUIMARÃES JÚNIOR, Roberto, VIEIRA, Eduardo Alano, FIALHO, Josefino de Freitas, MALAQUIAS, Juaci Vitória","Revista Brasileira de Saúde e Produção Animal; 17(1); 1-12","Revista Brasileira de Saúde e Produção Animal","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402016000100001&lang=pt" 
"S0187-84332016000100006-mex","Delta de CO2 como factor de riesgo de muerte en choque séptico","Ocelotl Pérez, Rafaelita, Valle Ramírez, Judith, De Jesús Balcazar, Deisy, Cortés Munguía, José Alfredo, Herrera Morales, Blanca E, Mendoza Rodríguez, Martín","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 30(1); 30-42","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332016000100006&lang=pt" 
"S0187-84332016000100004-mex","Protección ocular en los enfermos internados en la Unidad de Terapia Intensiva: Una propuesta de mejora de calidad y seguridad","Carrillo Esper, Raúl, Flores Rivera, Oscar Iván, Díaz Ponce Medrano, Juan Alberto, Peña Pérez, Carlos Alberto, Neri Maldonado, Rosalinda, Palacios Castañeda, Andrés, Barragán Hernández, Iván de Jesús, Ramírez Zarazúa, Leticia, Piña Díaz, Marcelina","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 30(1); 17-24","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332016000100004&lang=pt" 
"S1516-14392016000200389-scl","Mechanosynthesis, Crystal Structure and Magnetic Characterization of Neodymium Orthoferrite","Vera Serna, Pedro, García Campos, Cecilio, Sánchez De Jesús, Felix, Bolarín Miró, Ana María, Juanico Lorán, José Antonio, Longwell, Jeffrey","Materials Research; 19(2); 389-393","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000200389&lang=pt" 
"S1516-14392016000200333-scl","Corrosion resistance of AISI 304 and 444 stainless steel pipes in sanitizing solutions of clean-in-place process","Lins, Vanessa de Freitas Cunha, Gonçalves, Giselle Aline dos Santos, Leão, Tiago Paschoalin, Soares, Renata Braga, Costa, Cíntia Gonçalves Fonseca, Viana, Adolfo Kalergis do Nascimento","Materials Research; 19(2); 333-338","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000200333&lang=pt" 
"S2358-04292016000200002-scl","Working memory dysfunction in insomniac adults: a systematic metanalytical review","Monteiro, Bárbara, Candida, Maristela, Monteiro, Suzana, Paes, Flávia, Yuan, Ti-Fei, Li, Ang, Sun, Xin, Rocha, Nuno Barbosa F., Campos, Carlos, Nardi, Antonio Egidio, Machado, Sergio","MedicalExpress; 3(2); -","MedicalExpress","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292016000200002&lang=pt" 
"S0034-75902016000200182-scl","ESTUDOS ORGANIZACIONAIS E FILOSOFIA: A CONTRIBUIÇÃO DE DELEUZE","CAVALCANTI, MARIA FERNANDA RIOS","Revista de Administração de Empresas; 56(2); 182-191","Revista de Administração de Empresas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902016000200182&lang=pt" 
"S1516-18462016000200555-scl","ERRATA","","Revista CEFAC; 18(2); 555-555","Revista CEFAC","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462016000200555&lang=pt" 
"S0103-49792016000100183-scl","PEUGNY, Camille. O destino vem do berço?: desigualdades e reprodução social. Campinas: Papirus. 2014. 127p.","Queiroz, José Benevides, Lima, Mariana Mont’Alverne Barreto","Caderno CRH; 29(76); 183-186","Caderno CRH","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792016000100183&lang=pt" 
"S0011-85162016000300001-sza","Advance Intelligence","Evans, WG","South African Dental Journal; 71(3); 98-98","South African Dental Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162016000300001&lang=pt" 
"S0011-85162016000300010-sza","Maxillo-facial radiology case 139","Nortjé, CJ","South African Dental Journal; 71(3); 131-131","South African Dental Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162016000300010&lang=pt" 
"S0011-85162016000300012-sza","Vicarious liability - it&#039;s a risky business","Naidoo, S","South African Dental Journal; 71(3); 135-135","South African Dental Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162016000300012&lang=pt" 
"S0011-85162016000300013-sza","What&#039;s new for the clinician? Summaries of and excerpts from recently published papers","Yengopal, V","South African Dental Journal; 71(3); 136-138","South African Dental Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162016000300013&lang=pt" 
"S0011-85162016000300002-sza","SADA Communique","","South African Dental Journal; 71(3); 99-99","South African Dental Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162016000300002&lang=pt" 
"S0011-85162016000300008-sza","Previously undiagnosed MVA trauma to TMJ","Yakoob, Z, Uys, A","South African Dental Journal; 71(3); 125-125","South African Dental Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162016000300008&lang=pt" 
"S0103-49792016000100101-scl","ESPAÇO METROPOLITANO NO BRASIL: nova ordem espacial?","Andrade, Luciana Teixeira de","Caderno CRH; 29(76); 101-118","Caderno CRH","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792016000100101&lang=pt" 
"S0103-49792016000100033-scl","A COOPERAÇÃO SUL-SUL BRASILEIRA COM A ÁFRICA NO CAMPO DA ALIMENTAÇÃO: uma política coerente com o desenvolvimento?","Muñoz, Enara Echart, Carvalho, Tássia Camila de Oliveira","Caderno CRH; 29(76); 33-52","Caderno CRH","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792016000100033&lang=pt" 
"S0103-49792016000100069-scl","POLÍTICAS PÚBLICAS E INTERESSES PRIVADOS: uma análise a partir do Corredor de Nacala em Moçambique","Garcia, Ana, Kato, Karina","Caderno CRH; 29(76); 69-86","Caderno CRH","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792016000100069&lang=pt" 
"S0011-85162016000300003-sza","An in-vitro comparison of microleakage between three calcium silicate cements and amalgam","Seedat, HC, van der Vyver, PJ","South African Dental Journal; 71(3); 100-105","South African Dental Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162016000300003&lang=pt" 
"S0034-71672016000200404-scl","Intervenções que favorecem a adesão ao exame de colpocitologia oncótica: revisão integrativa","Soares, Maurícia Brochado Oliveira, Silva, Sueli Riul da","Revista Brasileira de Enfermagem; 69(2); 404-414","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200404&lang=pt" 
"S0122-82852016000200001-col","El cambio mediático de la televisión: Netflix y la televisión en teléfonos inteligentes","Uribe-Jongbloed, Enrique","Palabra Clave; 19(2); 358-364","Palabra Clave","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200001&lang=pt" 
"S0122-82852016000200004-col","El dolor: las narrativas de la in-visibilidad y del olvido","Bernal-Maz, Patricia, García-Corredor, Claudia Pilar","Palabra Clave; 19(2); 422-449","Palabra Clave","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200004&lang=pt" 
"S0122-82852016000200010-col","María, de Grau, en el contexto cinematográfico colombiano: &quot;María está rara&quot;","Arias-Osorio, María Fernanda","Palabra Clave; 19(2); 581-606","Palabra Clave","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200010&lang=pt" 
"S0122-82852016000200006-col","Oralidad terciaria: mirada ecológica a la radio digital","Ángel-Botero, Adriana, Alvarado-Duque, Carlos Fernando","Palabra Clave; 19(2); 473-500","Palabra Clave","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200006&lang=pt" 
"S0122-82852016000200003-col","De la oposición política en el discurso: la reformulación polémica en la retórica guerrillera colombiana","Olave, Giohanny","Palabra Clave; 19(2); 398-421","Palabra Clave","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200003&lang=pt" 
"S0122-82852016000200005-col","Um novo ambiente para as produções narrativas: a influência dos sujeitos em (re)ação","Goncalves, Elizabeth, Santos, Marli","Palabra Clave; 19(2); 450-472","Palabra Clave","Português","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200005&lang=pt" 
"S0122-82852016000200007-col","Del view al share: el papel de la comunicación viral en la transformación del ecosistema mediático","Dafonte-Gómez, Alberto, Martínez-Rolán, Xabier","Palabra Clave; 19(2); 501-525","Palabra Clave","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200007&lang=pt" 
"S0122-82852016000200011-col","Consumo televisivo de padres y niños y recepción de las representaciones de autoridad agenciadas por la televisión","Duarte-Duarte, Jakeline, Jurado-Jurado, Juan Carlos","Palabra Clave; 19(2); 607-629","Palabra Clave","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200011&lang=pt" 
"S0122-82852016000200012-col","Los dilemas éticos del periodismo digital desde la perspectiva de los artículos del defensor del lector de El País","Santín, Marina","Palabra Clave; 19(2); 630-659","Palabra Clave","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200012&lang=pt" 
"S0122-82852016000200009-col","El audiovisual como medio sociocomunicativo: hacia una antropología audiovisual performativa","Vidal-Gálvez, José Manuel, Téllez-Infantes, Anastasia","Palabra Clave; 19(2); 556-580","Palabra Clave","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000200009&lang=pt" 
"S0120-33472016000200013-col","Transfusion therapy evidence-based recommendations for the pediatric cancer patient","Pardo-González, Carlos Alberto, Linares, Adriana, Torres, Marcela","Revista Colombiana de Anestesiología; 44(2); 151-160","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200013&lang=pt" 
"S0120-33472016000200011-col","Restoring microcirculation in anesthesia: Impact, usefulness and controversies","Ñáñez-Varona, Diana Patricia, Tróchez-Zuleta, Adolfo León, Vargas-Garzón, William Andrés","Revista Colombiana de Anestesiología; 44(2); 140-145","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200011&lang=pt" 
"S0120-33472016000200005-col","Design and performance evaluation of the &quot;iTIVA&quot; algorithm for manual infusion of intravenous anesthetics based on effect-site target","","Revista Colombiana de Anestesiología; 44(2); 105-113","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200005&lang=pt" 
"S0120-33472016000200004-col","Levobupivacaine or ropivacaine: A randomised double blind controlled trial using equipotent doses in spinal anaesthesia","Athar, Manazir, Moied Ahmed, Syed, Ali, Shahna, Doley, Kashmiri, Varshney, Ankur, Hussain Siddiqi, Mohd. Masood","Revista Colombiana de Anestesiología; 44(2); 97-104","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200004&lang=pt" 
"S0120-33472016000200006-col","Multicenter study on effectiveness of controlling postoperative pain in Colombian patients","Machado-Alba, Jorge Enrique, Ramírez-Sarmiento, Javier Orlando, Salazar-Ocampo, Diego Fernando","Revista Colombiana de Anestesiología; 44(2); 114-120","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200006&lang=pt" 
"S0120-33472016000200003-col","Etilefrine vs. phenylephrine for hypotension during spinal anesthesia for cesarean section: Multicenter, randomized, double blind controlled clinical trial","Bolaños-Arboleda, Diana, Fonseca-Ruiz, Nelson Javier, Socha-García, Nury Isabel, García-Peñuela, Edward, Monsalve-Mejía, Germán","Revista Colombiana de Anestesiología; 44(2); 89-96","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200003&lang=pt" 
"S0120-33472016000200001-col","Zika virus: Growing guilt from association","Acosta, Orlando","Revista Colombiana de Anestesiología; 44(2); 83-85","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200001&lang=pt" 
"S0100-72032016000400196-scl","Nonprimary Cytomegalovirus Fetal Infection","Rodrigues, Sofia, Gonçalves, Daniela, Taipa, Ricardo, Rodrigues, Maria do Céu","Revista Brasileira de Ginecologia e Obstetrícia; 38(4); 196-200","Revista Brasileira de Ginecologia e Obstetrícia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032016000400196&lang=pt" 
"S0100-72032016000400177-scl","The Association between N-terminal Pro-Brain Natriuretic Peptide Levels in the Umbilical Vein and Amniotic Fluid Volume Abnormalities","Ersoy, Ali Ozgur, Ozler, Sibel, Oztas, Efser, Ersoy, Ebru, Ergin, Merve, Erkaya, Salim, Uygur, Dilek","Revista Brasileira de Ginecologia e Obstetrícia; 38(4); 177-182","Revista Brasileira de Ginecologia e Obstetrícia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032016000400177&lang=pt" 
"S0100-72032016000400170-scl","Cysts within Otherwise Probably Benign Solid Breast Masses and the Risk of Malignancy","Jales, Rodrigo Menezes, Araujo, Karla Galvão, Sarian, Luis Otávio Zanata, Serra, Kátia Piton, Keppke, Helena, Francisco, Juliana, Derchain, Sophie Françoise Mauricette","Revista Brasileira de Ginecologia e Obstetrícia; 38(4); 170-176","Revista Brasileira de Ginecologia e Obstetrícia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032016000400170&lang=pt" 
"S0100-72032016000400164-scl","Association between the Functionality of Pelvic Floor Muscles and Sexual Satisfaction in Young Women","Darski, Caroline, Barbosa, Lia Janaina Ferla, Paiva, Luciana Laureano, Vieira, Adriane","Revista Brasileira de Ginecologia e Obstetrícia; 38(4); 164-169","Revista Brasileira de Ginecologia e Obstetrícia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032016000400164&lang=pt" 
"S0100-72032016000400201-scl","Prenatal Diagnosis of Lissencephaly Type 2 using Three-dimensional Ultrasound and Fetal MRI: Case Report and Review of the Literature","Tonni, Gabriele, Pattacini, Pierpaolo, Bonasoni, Maria Paola, Araujo Júnior, Edward","Revista Brasileira de Ginecologia e Obstetrícia; 38(4); 201-206","Revista Brasileira de Ginecologia e Obstetrícia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032016000400201&lang=pt" 
"S0120-33472016000200002-col","Zika. A pandemic in progress and an epidemiological challenge","Pardo-Turriago, Rodrigo","Revista Colombiana de Anestesiología; 44(2); 86-88","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200002&lang=pt" 
"S0120-33472016000200019-col","Farewell pioneer","Lema Flórez, Eduardo","Revista Colombiana de Anestesiología; 44(2); 183-183","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200019&lang=pt" 
"S0120-33472016000200020-col","Question and answers","Raffán-Sanabria, Fernando","Revista Colombiana de Anestesiología; 44(2); 184-185","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200020&lang=pt" 
"S0120-33472016000200008-col","Anaesthesia and the elderly patient, seeking better neurological outcomes","Benavides-Caro, Cristina Alexandra","Revista Colombiana de Anestesiología; 44(2); 128-133","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000200008&lang=pt" 
"S1989-38092016000100003-esp","Beneficios psicológicos de un programa proactivo de ejercicio físico para personas mayores","Silva Piñeiro, Roberto, Mayán Santos, José Manuel","Escritos de Psicología (Internet); 9(1); 24-32","Escritos de Psicología (Internet)","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1989-38092016000100003&lang=pt" 
"S1989-38092016000100001-esp","The effects of emotional awareness training on teachers&#039; ability to manage the emotions of preschool children: an experimental study","Ulloa, Maria, Evans, Ian, Jones, Linda","Escritos de Psicología (Internet); 9(1); 1-14","Escritos de Psicología (Internet)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1989-38092016000100001&lang=pt" 
"S1413-78522016000200090-scl","ASSESSMENT OF REPRODUCIBILITY OF SANDERS CLASSIFICATION FOR CALCANEAL FRACTURES","Piovesana, Lucas Gonzaga, Lopes, Hériston Cristovam, Pacca, Daniel Moreira, Ninomiya, André Felipe, Dinato, Mauro César Mattos e, Pagnano, Rodrigo Gonçalves","Acta Ortopédica Brasileira; 24(2); 90-93","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000200090&lang=pt" 
"S1413-78522016000200094-scl","INTRAMUSCULAR MARTIN-GRUBER ANASTOMOSIS","Caetano, Edie Benedito, Vieira, Luiz Ângelo, Caetano, Mauricio Ferreira, Cavalheiro, Cristina Schmitt, Razuk Filho, Mauro, Sabongi Neto, João José","Acta Ortopédica Brasileira; 24(2); 94-97","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000200094&lang=pt" 
"S1413-78522016000200102-scl","CADAVERIC STUDY ON THE LEARNING CURVE OF THE TWO-APPROACH GANZ PERIACETABULAR OSTEOTOMY","Ferro, Fernando Portilho, Ejnisman, Leandro, Miyahara, Helder Souza, Trindade, Christiano Augusto de Castro, Faga, Antônio, Vicente, José Ricardo Negreiros","Acta Ortopédica Brasileira; 24(2); 102-106","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000200102&lang=pt" 
"S1413-78522016000200077-scl","CLINICAL AND RADIOGRAPHIC EVALUATION OF ELBOWS FROM SPINAL CORD INJURIED PATIENTS","Casimiro, Fabiana de Godoy, Oliveira, Gabriel Faria de, Tenório, Pedro Henrique de Magalhães, Gagliardi, Isabella da Costa, Zoppi Filho, Américo, Cliquet Junior, Alberto","Acta Ortopédica Brasileira; 24(2); 77-80","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000200077&lang=pt" 
"S1413-78522016000200081-scl","EVALUATION OF CHILDREN WITH RADIAL NECK FRACTURES TREATED WITH FLEXIBLE INTRAMEDULLARY NAIL","Gagliardi, Isabella da Costa, Mouraria, Guilherme Grisi, Funayama, Bruno, Kikuta, Fernando Kenji, Cruz, Márcio Alves, Zoppi Filho, Américo","Acta Ortopédica Brasileira; 24(2); 81-84","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000200081&lang=pt" 
"S1413-78522016000200107-scl","PERPENDICULAR DOUBLE-PLATE FIXATION WITH LOCKING SYSTEM FOR ACROMION PEDICLE FRACTURE","Zhu, Junkun, Pan, Zhijun, Zheng, Rongzong, Lan, Shuhua","Acta Ortopédica Brasileira; 24(2); 107-110","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000200107&lang=pt" 
"S0034-71672016000200213-scl","Enfermeiros do Serviço de Atendimento Móvel de Urgência: perfil e atividades desenvolvidas","Luchtemberg, Marilene Nonnemacher, Pires, Denise Elvira Pires de","Revista Brasileira de Enfermagem; 69(2); 213-220","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200213&lang=pt" 
"S0034-71672016000200397-scl","Ansiedade no período pré-operatório de cirurgia cardíaca","Gonçalves, Karyne Kirley Negromonte, Silva, Jadiane Ingrid da, Gomes, Eduardo Tavares, Pinheiro, Liane Lopes de Souza, Figueiredo, Thaisa Remigio, Bezerra, Simone Maria Muniz da Silva","Revista Brasileira de Enfermagem; 69(2); 397-403","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200397&lang=pt" 
"S0034-71672016000200335-scl","Prevalência de adesão à terapêutica medicamentosa em idosos e fatores relacionados","Gautério-Abreu, Daiane Porto, Santos, Silvana Sidney Costa, Silva, Bárbara Tarouco da, Gomes, Giovana Calcagno, Cruz, Vânia Dias, Tier, Cenir Gonçalves","Revista Brasileira de Enfermagem; 69(2); 335-342","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200335&lang=pt" 
"S0034-71672016000200307-scl","Diagnósticos de enfermagem em terapia intensiva: mapeamento cruzado e Taxonomia da NANDA-I","Ferreira, Anali Martegani, Rocha, Elisiane do Nascimento da, Lopes, Camila Takáo, Bachion, Maria Márcia, Lopes, Juliana de Lima, Barros, Alba Lúcia Bottura Leite de","Revista Brasileira de Enfermagem; 69(2); 307-315","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200307&lang=pt" 
"S0034-71672016000200235-scl","Adaptação transcultural e validação da versão brasileira da Treatment Spirituality / Religiosity Scale","Gonçalves, Angélica Martins de Souza, Santos, Manoel Antônio dos, Chaves, Erika de Cássia Lopes, Pillon, Sandra Cristina","Revista Brasileira de Enfermagem; 69(2); 235-241","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200235&lang=pt" 
"S0034-71672016000200298-scl","Rede social de adolescentes em liberdade assistida na perspectiva da saúde pública","Nunes, Marilene Rivany, Ferriani, Maria das Graças Carvalho, Malta, Deborah Carvalho, Oliveira, Wanderlei Abadio de, Silva, Marta Angélica Iossi","Revista Brasileira de Enfermagem; 69(2); 298-306","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200298&lang=pt" 
"S0034-71672016000200290-scl","Custo direto dos curativos de úlceras por pressão em pacientes hospitalizados","Lima, Antônio Fernandes Costa, Castilho, Valéria, Baptista, Cleide Maria Caetano, Rogenski, Noemi Marisa Brunet, Rogenski, Karin Emília","Revista Brasileira de Enfermagem; 69(2); 290-297","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200290&lang=pt" 
"S0034-71672016000200229-scl","Características epidemiológicas e causas de óbitos em pacientes internados em terapia intensiva","Rodriguez, Anita Hernández, Bub, Maria Bettina Camargo, Perão, Odisséia Fátima, Zandonadi, Giseli, Rodriguez, Maria de Jesús Hernández","Revista Brasileira de Enfermagem; 69(2); 229-234","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200229&lang=pt" 
"S0034-71672016000200221-scl","Alta hospitalar do recém-nascido prematuro: experiência do pai","Marski, Bruna de Souza Lima, Custodio, Natália, Abreu, Flávia Corrêa Porto de, Melo, Débora Falleiros de, Wernet, Monika","Revista Brasileira de Enfermagem; 69(2); 221-228","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200221&lang=pt" 
"S0034-71672016000200282-scl","Saberes de estudantes de enfermagem sobre a humanização","Freitas, Fernanda Duarte da Silva de, Ferreira, Márcia de Assunção","Revista Brasileira de Enfermagem; 69(2); 282-289","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200282&lang=pt" 
"S0034-71672016000200258-scl","Excesso ponderal em adultos jovens escolares: a vulnerabilidade da autopercepção corporal distorcida","Florêncio, Raquel Sampaio, Moreira, Thereza Maria Magalhães, Silva, Maria Rocineide Ferreira da, Almeida, Ítalo Lennon Sales de","Revista Brasileira de Enfermagem; 69(2); 258-265","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200258&lang=pt" 
"S0034-71672016000200250-scl","Cicatrização de úlceras por pressão com extrato Plenusdermax® de Calendula officinalis L.","Buzzi, Marcelo, Freitas, Franciele de, Winter, Marcos de Barros","Revista Brasileira de Enfermagem; 69(2); 250-257","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200250&lang=pt" 
"S0034-71672016000200242-scl","Qualidade de vida para avaliação de grupos de promoção da saúde","Paula, Gabriella Ribeiro de, Souza, Brenda Nogueira de, Santos, Leidiene Ferreira, Barbosa, Maria Alves, Brasil, Virginia Visconde, Oliveira, Lizete Malagoni de Almeida Cavalcante","Revista Brasileira de Enfermagem; 69(2); 242-249","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200242&lang=pt" 
"S0034-71672016000200275-scl","Profilaxia da transmissão vertical do HIV: cuidado e adesão desvelados por casais","Langendorf, Tassiane Ferreira, Padoin, Stela Maris de Mello, Paula, Cristiane Cardoso de, Souza, Ivis Emília de Oliveira, Aldrighi, Juliane Dias","Revista Brasileira de Enfermagem; 69(2); 275-281","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200275&lang=pt" 
"S0034-71672016000200375-scl","Caracterização das graduações em enfermagem segundo Exame Nacional de Desempenho de Estudantes","Dias, Maria Socorro de Araújo, Silva, Lucilane Maria Sales da, Silva, Liélma Carla Chagas da, Silva, Alexandro do Vale, Torres, Raimundo Augusto Martins, Brito, Maria da Conceição Coelho","Revista Brasileira de Enfermagem; 69(2); 375-381","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200375&lang=pt" 
"S0034-71672016000200368-scl","Ensino do manejo da via aérea com máscara laríngea: estudo randomizado controlado","Pedersoli, Cesar Eduardo, Pedersoli, Tatiane Aparecida Martins, Faro, Ana Cristina Mancussi e, Dalri, Maria Célia Barcellos","Revista Brasileira de Enfermagem; 69(2); 368-374","Revista Brasileira de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672016000200368&lang=pt" 
