"S1516-73132016000401097-scl","Aprendizagem do professor: uma leitura possível","Boas, Jamille Vilas, Barbosa, Jonei Cerqueira","Ciência &amp; Educação (Bauru); 22(4); 1097-1107","Ciência &amp; Educação (Bauru)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132016000401097&lang=pt" 
"S0034-75902016000600626-scl","OS EFEITOS NEGATIVOS DA EXPERIÊNCIA E DO CONTROLE NO DESEMPENHO DO VENDEDOR","SILVA, JULIANO DOMINGUES DA, FAIA, Valter da Silva, VIEIRA, VALTER AFONSO","Revista de Administração de Empresas; 56(6); 626-640","Revista de Administração de Empresas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902016000600626&lang=pt" 
"S0104-59702016000400965-scl","Culture: by the brain and in the brain?","Ortega, Francisco, Vidal, Fernando","História, Ciências, Saúde-Manguinhos; 23(4); 965-983","História, Ciências, Saúde-Manguinhos","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000400965&lang=pt" 
"S0104-59702016000401003-scl","Los simuladores: verdad y poder en la psiquiatría de José Ingenieros","Caponi, Sandra","História, Ciências, Saúde-Manguinhos; 23(4); 1003-1022","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000401003&lang=pt" 
"S1413-86702016000600599-scl","Aging, neurocognitive impairment and adherence to antiretroviral therapy in human immunodeficiency virus-infected individuals","Pinheiro, Cezar Arthur Tavares, Souza, Luciano Dias de Mattos, Motta, Janaína Vieira dos Santos, Kelbert, Evelin Franco, Martins, Clarissa de Souza Ribeiro, Souza, Marília Silva de, Pinheiro, Karen Amaral Tavares, Coelho, Fábio Monteiro da Cunha, Pinheiro, Ricardo Tavares","Brazilian Journal of Infectious Diseases; 20(6); 599-604","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000600599&lang=pt" 
"S0104-59702016000401023-scl","Viajes y redes profesionales en los orígenes del alienismo español","Novella, Enric J.","História, Ciências, Saúde-Manguinhos; 23(4); 1023-1040","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000401023&lang=pt" 
"S0104-59702016000401077-scl","La evaluación del desarrollo psicológico en los dispensarios de lactantes de Buenos Aires: medicina y psicología en la Argentina, 1935-1942","Briolotti, Ana","História, Ciências, Saúde-Manguinhos; 23(4); 1077-1093","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000401077&lang=pt" 
"S0021-75572016000700549-scl","Sialorrhea in children with cerebral palsy,","Dias, Bruno Leonardo Scofano, Fernandes, Alexandre Ribeiro, Maia Filho, Heber de Souza","Jornal de Pediatria; 92(6); 549-558","Jornal de Pediatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572016000700549&lang=pt" 
"S1516-84842016000400331-scl","Structural diversity and biological importance of ABO, H, Lewis and secretor histo-blood group carbohydrates","Mattos, Luiz Carlos de","Revista Brasileira de Hematologia e Hemoterapia; 38(4); 331-340","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000400331&lang=pt" 
"S0104-59702016000401059-scl","Un enigma llamado Agostino Gemelli: catolicismo, fascismo y psicoanálisis en la Italia de entreguerras","Pasqualini, Mauro","História, Ciências, Saúde-Manguinhos; 23(4); 1059-1075","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000401059&lang=pt" 
"S1413-86702016000600525-scl","Local circulating clones of Staphylococcus aureus in Ecuador","Zurita, Jeannete, Barba, Pedro, Ortega-Paredes, David, Mora, Marcelo, Rivadeneira, Sebastián","Brazilian Journal of Infectious Diseases; 20(6); 525-533","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000600525&lang=pt" 
"S0034-75902016000600611-scl","ANTECEDENTES DA INTENÇÃO DE COMPRA DE MARCAS PRÓPRIAS: UM ESTUDO NO MERCADO EMERGENTE","BORGES, LÚCIA APARECIDA DA SILVA, CARVALHO, DIRCEU TORNAVOI DE, MIRANDA, CLÁUDIO DE SOUZA","Revista de Administração de Empresas; 56(6); 611-625","Revista de Administração de Empresas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902016000600611&lang=pt" 
"S0104-59702016000400985-scl","El tratamiento de la locura entre los siglos XIX y XX: los discursos sobre la cura en la medicina mental española, 1890-1917","Domingo, José Javier Plumed, Moreno, Luis Miguel Rojo","História, Ciências, Saúde-Manguinhos; 23(4); 985-1002","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000400985&lang=pt" 
"S0021-75572016000700559-scl","The influence of antineoplastic treatment on the weight of survivors of childhood cancer","Teixeira, Julia Ferrari Carneiro, Maia-Lemos, Priscila dos Santos, Cypriano, Mônica dos Santos, Pisani, Luciana Pellegrini","Jornal de Pediatria; 92(6); 559-566","Jornal de Pediatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572016000700559&lang=pt" 
"S1516-84842016000400346-scl","Diagnosis and treatment of chronic lymphocytic leukemia: recommendations from the Brazilian Group of Chronic Lymphocytic Leukemia","Rodrigues, Celso Arrais, Gonçalves, Matheus Vescovi, Ikoma, Maura Rosane Valério, Lorand-Metze, Irene, Pereira, André Domingues, Farias, Danielle Leão Cordeiro de, Chauffaille, Maria de Lourdes Lopes Ferrari, Schaffel, Rony, Ribeiro, Eduardo Flávio Oliveira, Rocha, Talita Silveira da, Buccheri, Valeria, Vasconcelos, Yuri, Figueiredo, Vera Lúcia de Piratininga, Chiattone, Carlos Sérgio, Yamamoto, Mihoko","Revista Brasileira de Hematologia e Hemoterapia; 38(4); 346-357","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000400346&lang=pt" 
"S1984-63982016000400679-scl","Performance narrativa multimodal de Agrado em Tudo sobre minha mãe: desarticulando a autenticidade de gênero","Gonzalez, Clarissa Rodrigues, Lopes, Luiz Paulo da Moita","Revista Brasileira de Linguística Aplicada; 16(4); 679-708","Revista Brasileira de Linguística Aplicada","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-63982016000400679&lang=pt" 
"S1517-97022016000401015-scl","Da fabricação das escolhas escolares aos recursos informativos de suporte: o discurso adolescente em análise","Vieira, Maria Manuel, Melo, Maria Benedita Portugal e, Pappámikail, Lia","Educação e Pesquisa; 42(4); 1015-1029","Educação e Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022016000401015&lang=pt" 
"S0034-75902016000600668-scl","CREATIVE MARKETING STRATEGY AND EFFECTIVE EXECUTION ON PERFORMANCE IN PAKISTAN","ISHAQ, MUHAMMAD ISHTIAQ, HUSSAIN, NAZIA MUNAZER","Revista de Administração de Empresas; 56(6); 668-679","Revista de Administração de Empresas","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902016000600668&lang=pt" 
"S0104-59702016000401113-scl","As investigações dos fenômenos psíquicos/espirituais no século XIX: sonambulismo e espiritualismo, 1811-1860","Pimentel, Marcelo Gulão, Alberto, Klaus Chaves, Moreira-Almeida, Alexander","História, Ciências, Saúde-Manguinhos; 23(4); 1113-1131","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000401113&lang=pt" 
"S0104-59702016000401041-scl","La subnormalidad a debate: discursos y prácticas sobre la discapacidad intelectual en el segundo franquismo","Del Cura, Mercedes","História, Ciências, Saúde-Manguinhos; 23(4); 1041-1057","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000401041&lang=pt" 
"S0104-14282016000400304-scl","α-Tocopherol loaded thermosensitive polymer nanoparticles: preparation, in vitro release and antioxidant properties","Quintero, Cirley, Vera, Ricardo, Perez, Leon Dario","Polímeros; 26(4); 304-312","Polímeros","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282016000400304&lang=pt" 
"S1984-29612016000400511-scl","Risk factors for Toxoplasma gondii infection in sheep and cattle from Fernando de Noronha Island, Brazil","Magalhães, Fernando Jorge Rodrigues, Ribeiro-Andrade, Müller, Alcântara, Adrianne Mota de, Pinheiro Júnior, José Wilton, Sena, Maria José de, Porto, Wagnner José Nascimento, Vieira, Rafael Felipe da Costa, Mota, Rinaldo Aparecido","Revista Brasileira de Parasitologia Veterinária; 25(4); 511-515","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400511&lang=pt" 
"S0101-20612016000400616-scl","Use of whey powder and skim milk powder for the production of fermented cream","AKAL, Ceren, YETİŞEMİYEN, Atila","Food Science and Technology (Campinas); 36(4); 616-621","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400616&lang=pt" 
"S1984-29612016000400450-scl","Hepatozoon canis and Leishmania spp. coinfection in dogs diagnosed with visceral leishmaniasis","Morgado, Fernanda Nazaré, Cavalcanti, Amanda dos Santos, Miranda, Luisa Helena de, O’Dwyer, Lúcia Helena, Silva, Maria Regina Lucas da, Menezes, Rodrigo Caldas, Andrade da Silva, Aurea Virgínia, Boité, Mariana Côrtes, Cupolillo, Elisa, Porrozzi, Renato","Revista Brasileira de Parasitologia Veterinária; 25(4); 450-458","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400450&lang=pt" 
"S0101-31572016000400684-scl","Notas críticas sobre O Capital no século XXI de Thomas Piketty","MARQUES, ROSA MARIA, LEITE, MARCEL GUEDES","Revista de Economia Política; 36(4); 684-703","Revista de Economia Política","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572016000400684&lang=pt" 
"S2237-93632016000400240-scl","Submucosal lipoma simulating a malignant tumor of the left colon: a case report","Campos, Victor Minari, Figueiredo, Sergio Mazzola Poli de, Aguiar, Rodrigo Salmeron de Toledo, Gonçalves, Augusto Canton, Manzione, Thiago, Bin, Fang Chia","Journal of Coloproctology (Rio de Janeiro); 36(4); 240-243","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400240&lang=pt" 
"S1808-24322016000300632-scl","O modelo de ensino participativo no Direito Internacional: relato de uma experiência","Amaral Júnior, Alberto do, Brito, Adriane Sanctis de, Melo, Déborah de Sousa e Castro, Rodrigues, Guilherme Bonácul, Kamiyama, Marcel, Martins, Mariana Boer, Nogueira, Thiago Rodrigues São Marcos","Revista Direito GV; 12(3); 632-647","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300632&lang=pt" 
"S1808-24322016000300610-scl","Reflexões sobre as possíveis razões para não ocorrer uma reforma tributária no Brasil","Zugman, Daniel Leib","Revista Direito GV; 12(3); 610-631","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300610&lang=pt" 
"S0101-20612016000400606-scl","Intervention strategies for the reduction of microbiological contamination on the hands of food handlers","JESUS, Naína Lopes de, SERAFIM, Ana Lúcia, MEDEIROS, Laissa Benites, PEIXOTO, Caroline dos Santos, STANGARLIN-FIORI, Lize","Food Science and Technology (Campinas); 36(4); 606-611","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400606&lang=pt" 
"S1984-29612016000400465-scl","Natural canine infection by Leishmania infantum and Leishmania amazonensis and their implications for disease control","Sanches, Letícia da Cruz, Martini, Cleber Costa de, Nakamura, Alex Akira, Santiago, Maria Emília Bodini, Dolabela de Lima, Beatriz, Lima, Valéria Marçal Felix de","Revista Brasileira de Parasitologia Veterinária; 25(4); 465-469","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400465&lang=pt" 
"S0104-14282016000400352-scl","Avaliação das propriedades da blenda de poli(3-hidroxibutirato)/quitosana após esterilização térmica ou radiolítica","Souza, Grasielly, Santos, Andrelina, Vinhas, Glória","Polímeros; 26(4); 352-359","Polímeros","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282016000400352&lang=pt" 
"S0101-20612016000400730-scl","Prevalence and identification by multiplex polymerase chain reaction patterns of Cronobacter spp. isolated from plant-based foods","AKSU, Filiz, SANDIKÇI ALTUNATMAZ, Sema, ISSA, Ghassan, ÖZMEN TOGAY, Sine, AKSU, Harun","Food Science and Technology (Campinas); 36(4); 730-736","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400730&lang=pt" 
"S0101-31572016000400769-scl","The role of transnational corporations in the international insertion of Brazilian manufactures in the context of productive restructuring","Pereira, Adriano José, Dathein, Ricardo","Revista de Economia Política; 36(4); 769-787","Revista de Economia Política","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572016000400769&lang=pt" 
"S1983-21172016000300031-scl","CARACTERIZAÇÃO DAS INDICAÇÕES CIRCUNSTANCIAIS EMITIDAS DURANTE ATIVIDADE DISCURSIVA POR UM PROFESSOR DE CIÊNCIAS: UMA LEITURA SEMIÓTICA","Laburú, Carlos Eduardo, Godoy, Marcela Teixeira, Zômpero, Andreia de Freitas","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(3); 31-50","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000300031&lang=pt" 
"S0101-20612016000400638-scl","Drying kinetics of barley grains and effects on the germination index","SOARES, Maiara Aparecida Bomfim, JORGE, Luiz Mario de Matos, MONTANUCI, Flávia Daiana","Food Science and Technology (Campinas); 36(4); 638-645","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400638&lang=pt" 
"S1984-29612016000400531-scl","Seroprevalence of Toxoplasma gondii in dogs of riverside communities of Mato Grosso Pantanal, Brazil","Rodrigues, Juliana Yuki, Almeida, Arleana do Bom Parto Ferreira de, Boa Sorte, Eveline da Cruz, Gasparetto, Naiani Domingos, Cruz, Felipe Augusto Constantino Seabra da, Sousa, Valéria Régia Franco","Revista Brasileira de Parasitologia Veterinária; 25(4); 531-535","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400531&lang=pt" 
"S1981-81222016000300563-scl","Segregação racial na orla de Belém: os portos públicos da Estrada Nova e o Ver-o-Peso","Peixoto, Rodrigo Corrêa Diniz, Silva, Jakson Silva da","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 11(3); 563-579","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222016000300563&lang=pt" 
"S0101-31572016000400827-scl","Local multiplier of industrial employment: Brazilian mesoregions (2000-2010)","MACEDO, GUILHERME, MONASTERIO, LEONARDO","Revista de Economia Política; 36(4); 827-839","Revista de Economia Política","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572016000400827&lang=pt" 
"S0101-20612016000400570-scl","Physicochemical and functional characteristics of residual pulp of potato","CARVALHO, Webber Tavares de, SOARES JÚNIOR, Manoel Soares, CALIARI, Márcio, SILVA, Flávio Alves da, RIBEIRO, Keyla de Oliveira","Food Science and Technology (Campinas); 36(4); 570-576","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400570&lang=pt" 
"S0482-50042016000600509-scl","Poor muscle strength and function in physically inactive childhood-onset systemic lupus erythematosus despite very mild disease","Pinto, Ana Jéssica, Benatti, Fabiana Braga, Roschel, Hamilton, Pinto, Ana Lúcia de Sá, Silva, Clovis Artur, Sallum, Adriana Maluf Elias, Gualano, Bruno","Revista Brasileira de Reumatologia; 56(6); 509-514","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600509&lang=pt" 
"S1984-29612016000400414-scl","High occurrence of Mycoplasma suis infection in swine herds from non-technified farms in Mossoró, state of Rio Grande do Norte, Northeastern Brazil","Toledo, Mariana Aparecida, Leite, Alexandro Iris, Gonçalves, Luiz Ricardo, Sousa, Keyla Carstens Marques de, Amaral, Renan Bressianini do, Silva, Glaucenyra Cecília Pinheiro da, Machado, Rosangela Zacarias, André, Marcos Rogério","Revista Brasileira de Parasitologia Veterinária; 25(4); 414-417","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400414&lang=pt" 
"S0482-50042016000600504-scl","Mean platelet volume is decreased in adults with active lupus disease","Delgado-García, Guillermo, Galarza-Delgado, Dionicio Ángel, Colunga-Pedraza, Iris, Borjas-Almaguer, Omar David, Mandujano-Cruz, Ilse, Benavides-Salgado, Daniel, Martínez-Granados, Rolando Jacob, Atilano-Díaz, Alexandro","Revista Brasileira de Reumatologia; 56(6); 504-508","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600504&lang=pt" 
"S0482-50042016000600543-scl","Severe infection in patients with rheumatoid arthritis taking anakinra, rituximab, or abatacept: a systematic review of observational studies","Cabral, Vanderlea Poeys, Andrade, Carlos Augusto Ferreira de, Passos, Sonia Regina Lambert, Martins, Maria de Fátima Moreira, Hökerberg, Yara Hahr Marques","Revista Brasileira de Reumatologia; 56(6); 543-550","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600543&lang=pt" 
"S1983-21172016000300097-scl","SELEÇÃO E USO DO LIVRO DIDÁTICO: UM ESTUDO COM PROFESSORES DE CIÊNCIAS NA REDE DE ENSINO MUNICIPAL DE FLORIANÓPOLIS","Rosa, Marcelo D&#039;Aquino, Mohr, Adriana","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(3); 97-115","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000300097&lang=pt" 
"S2237-93632016000400203-scl","Rectal cancer survival in a Brazilian Cancer Reference Unit","Corrêa, Romualdo da Silva, Pinto Junior, Francisco Edílson Leite, Santos, Lucas Vinícius Silva dos, Góis, Mariana Carlos de, Silva, Rumenick Pereira da, Silva, Hylarina Montenegro Diniz","Journal of Coloproctology (Rio de Janeiro); 36(4); 203-207","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400203&lang=pt" 
"S0104-14282016000400291-scl","Kinetic behavior of the reaction between silica and epoxidized liquid rubber","Braum, Marcus Vinícius, Jacobi, Marly Antônia Maldaner","Polímeros; 26(4); 291-296","Polímeros","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282016000400291&lang=pt" 
"S1808-24322016000300718-scl","Resiliência da progressividade, da capacidade contributiva e da redistribuição de renda na tributação das pessoas físicas em época de crise – um estudo objetivado na crise financeira portuguesa","Catarino, João Ricardo, Teixeira, Maria Adosinda","Revista Direito GV; 12(3); 718-747","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300718&lang=pt" 
"S0101-20612016000400672-scl","Physical-chemical and antimicrobial properties of Egg White Protein Powder films incorporated with orange essential oil on Kashar Cheese","KAVAS, Nazan, KAVAS, Gökhan","Food Science and Technology (Campinas); 36(4); 672-678","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400672&lang=pt" 
"S0482-50042016000600515-scl","Fc gamma receptor IIIa polymorphism is not associated with susceptibility to systemic lupus erythematosus in Brazilian patients","Grecco, Marcelle, Santos, Viviane Cardoso dos, Pereira, Kaline Medeiros Costa, Andrade, Luís Eduardo Coelho, Silva, Neusa Pereira da","Revista Brasileira de Reumatologia; 56(6); 515-520","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600515&lang=pt" 
"S2237-93632016000400220-scl","Number of lymph nodes dissected in colorectal cancer and probability of positive nodes, angiolymphatic/perineural invasion, and intracellular mucin in a referral service","Frasson, Murilo Zomer, Kock, Kaiser S., Monteiro, Letícia F., Romagna, Jonas V.","Journal of Coloproctology (Rio de Janeiro); 36(4); 220-226","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400220&lang=pt" 
"S1981-81222016000300581-scl","Pedra do Peixe: redes sociais na circulação do pescado do Ver-o-Peso para a cidade de Belém do Pará","Silva, Luiz de Jesus Dias da, Rodrigues, Carmem Izabel","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 11(3); 581-599","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222016000300581&lang=pt" 
"S0101-20612016000400612-scl","Evaluation of the microbiological quality of ricotta cheese commercialized in Santa Catarina, Brazil","GUATEMIM, Edailson Luís Xavier, SILVEIRA, Sheila Mello da, MILLEZI, Alessandra Farias, FERENZ, Mariane, COSTA, Karine Dalla, ROSSI, Paula, BAMPI, Gabriel Bonetto","Food Science and Technology (Campinas); 36(4); 612-615","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400612&lang=pt" 
"S0482-50042016000600469-scl","Direct oral anticoagulants in antiphospholipid syndrome","Carvalho, Jozélio Freire de, Andrade, Daniele Castro Oliveira de, Levy, Roger A.","Revista Brasileira de Reumatologia; 56(6); 469-470","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600469&lang=pt" 
"S0101-20612016000400583-scl","The impact of convective drying on the color, phenolic content and antioxidant capacity of noni (Morinda citrifolia L.)","MIRELES-ARRIAGA, Ana Isabel, RUIZ-LÓPEZ, Irving Israel, HERNÁNDEZ-GARCÍA, Pedro Abel, ESPINOSA-AYALA, Enrique, LÓPEZ-MARTÍNEZ, Leticia Xóchitl, MÁRQUEZ-MOLINA, Ofelia","Food Science and Technology (Campinas); 36(4); 583-590","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400583&lang=pt" 
"S1808-24322016000300748-scl","Democracia e transconstitucionalismo: “direito ao esquecimento”, extraterritorialidade e conflito entre ordens jurídicas","Acunha, Fernando José Gonçalves","Revista Direito GV; 12(3); 748-775","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300748&lang=pt" 
"S0482-50042016000600497-scl","Characterization of inflammatory markers associated with systemic lupus erythematosus patients undergoing treatment","Timóteo, Rodolfo Pessato, Micheli, Douglas Cobo, Teodoro, Reginaldo Botelho, Freire, Marlene, Bertoncello, Dernival, Murta, Eddie Fernando Candido, Tavares-Murta, Beatriz Martins","Revista Brasileira de Reumatologia; 56(6); 497-503","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600497&lang=pt" 
"S0104-14282016000400277-scl","Influence of sorbitol on mechanical and physico-chemical properties of soy protein-based bioplastics processed by injection molding","Felix, Manuel, Carpintero, Valme, Romero, Alberto, Guerrero, Antonio","Polímeros; 26(4); 277-281","Polímeros","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282016000400277&lang=pt" 
"S2237-93632016000400227-scl","Long-term results of ligation of intersphincteric fistula tract (LIFT) for management of anal fistula","Anaraki, Fakhrosadat, Bagherzade, Gholamreza, Behboo, Roubik, Etemad, Omid","Journal of Coloproctology (Rio de Janeiro); 36(4); 227-230","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400227&lang=pt" 
"S1984-29612016000400523-scl","Infection with Toxoplasma gondii in a red kangaroo (Macropus rufus) and a Patagonian mara (Dolichotis patagonum) in captivity","Díaz-Ayala, Nataly, Hidalgo-Hermoso, Ezequiel, Cabello-Araya, Constanza, Carvallo-Chaigneau, Francisco","Revista Brasileira de Parasitologia Veterinária; 25(4); 523-526","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400523&lang=pt" 
"S1981-81222016000300715-scl","Kiju Sakai: o antropólogo japonês que dedicou sua vida a estudar o Brasil na primeira metade do século XX","Hattori, Marcia Lika, Strauss, André","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 11(3); 715-726","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222016000300715&lang=pt" 
"S1983-21172016000300117-scl","IMAGENS E O ENSINO DE FÍSICA: IMPLICAÇÕES DA TEORIA DA DUPLA CODIFICAÇÃO","Frederico, Fernando Temporini, Gianotto, Dulcinéia Ester Pagani","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(3); 117-140","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000300117&lang=pt" 
"S1984-29612016000400501-scl","New records of three hippoboscid species on newly captured birds from nature in Paraná, Brazil","Vaz, Frederico Fontanelli, Teixeira, Valéria Natascha","Revista Brasileira de Parasitologia Veterinária; 25(4); 501-503","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400501&lang=pt" 
"S0482-50042016000600551-scl","Childhood-onset systemic polyarteritis nodosa and systemic lupus erythematosus: an overlap syndrome?","Marques, Victor L.S., Guariento, Andressa, Simões, Marlise S.M., Blay, Gabriela, Lotito, Ana Paola N., Silva, Clovis A.","Revista Brasileira de Reumatologia; 56(6); 551-553","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600551&lang=pt" 
"S0101-31572016000400748-scl","National Innovation System and external constraint on growth","Resende, Marco Flávio da Cunha, Torres, Daniela Almeida Raposo","Revista de Economia Política; 36(4); 748-768","Revista de Economia Política","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572016000400748&lang=pt" 
"S0101-20612016000400679-scl","Correlating physical and sensory texture measurements of hearts of palm in conserve","ORMENESE, Rita de Cássia Salvucci Celeste, BERBARI, Shirley Aparecida Garcia, REIS, Michele Gomes dos","Food Science and Technology (Campinas); 36(4); 679-685","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400679&lang=pt" 
