"S1728-59172008000100012-per","Breves notas sobre el Dr. Hugo Lumbreras Cruz (1924 - 1985)","Guerra Allison, Humberto","Acta Médica Peruana; 25(1); 52-55","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100012&lang=pt" 
"S0036-36342008000800009-mex","The WHO atlas on global resources for persons with intellectual disabilities: a right to health perspective","Lecomte, Jocelin, Mercier, Céline","Salud Pública de México; 50(); s160-s166","Salud Pública de México","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000800009&lang=pt" 
"S0036-36342008000700007-mex","Prevalencia de accidentes de tránsito no fatales en México: resultados de la ENSANUT 2006","Ávila-Burgos, Leticia, Medina-Solís, Carlo E, Pérez-Núñez, Ricardo, Híjar-Medina, Martha, Aracena-Genao, Belkis, Hidalgo-Solórzano, Elisa, Palma-Coca, Oswaldo","Salud Pública de México; 50(); s38-s47","Salud Pública de México","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000700007&lang=pt" 
"S0036-36342008000800013-mex","A best practice in education and support services for independent living of intellectually disabled youth and adults in Mexico","Katz, Gregorio, Rangel-Eudave, Guillermina, Allen-Leigh, Betania, Lazcano-Ponce, Eduardo","Salud Pública de México; 50(); s194-s204","Salud Pública de México","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000800013&lang=pt" 
"S0036-36342008001000009-mex","Uso de antibióticos en México: revisión de problemas y políticas","Dreser, Anahí, Wirtz, Veronika J, Corbett, Kitty K, Echániz, Gabriela","Salud Pública de México; 50(); S480-S487","Salud Pública de México","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008001000009&lang=pt" 
"S0036-36342008000800017-mex","Sexual life in subjects with intellectual disability","Conod, Loïse, Servais, Laurent","Salud Pública de México; 50(); s230-s238","Salud Pública de México","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000800017&lang=pt" 
"S0036-36342008000900015-mex","Ley General para el Control del Tabaco en México","Ramírez-Barba, Éctor Jaime, Saro-Boardman, Ernesto, Vázquez-Guerrero, Arturo, Vázquez-Guerrero, Miguel Ángel","Salud Pública de México; 50(); 372-383","Salud Pública de México","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000900015&lang=pt" 
"S0036-36342008000800010-mex","Health promotion for Latin Americans with intellectual disabilities","Frey, Georgia C, Temple, Viviene A","Salud Pública de México; 50(); s167-s177","Salud Pública de México","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000800010&lang=pt" 
"S0036-36342008000800020-mex","The feasibility of vocational rehabilitation in subjects with severe mental illness","Watzke, Stefan, Galvao, Anja","Salud Pública de México; 50(); s260-s272","Salud Pública de México","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000800020&lang=pt" 
"S0036-36342008000800005-mex","Intellectual disability: definition, etiological factors, classification, diagnosis, treatment and prognosis","Katz, Gregorio, Lazcano-Ponce, Eduardo","Salud Pública de México; 50(); s132-s141","Salud Pública de México","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000800005&lang=pt" 
"S0036-36342008001000008-mex","Medicines in Mexico, 1990-2004: systematic review of research on access and use","Wirtz, Veronika J, Reich, Michael R, Leyva Flores, René, Dreser, Anahí","Salud Pública de México; 50(); S470-S479","Salud Pública de México","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008001000008&lang=pt" 
"S0036-36342008000900010-mex","Leyes que prohíben fumar en espacios cerrados en México","Valdés-Salgado, Raydel, Ávila-Tang, Érika, Stillman, Frances A, Wipfli, Heather, Samet, Jonathan M","Salud Pública de México; 50(); 334-342","Salud Pública de México","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000900010&lang=pt" 
"S0036-36342008000800012-mex","Physical activity and persons with intellectual disability: some considerations for Latin America","Temple, Viviene A, Stanish, Heidi I","Salud Pública de México; 50(); s185-s193","Salud Pública de México","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000800012&lang=pt" 
"S0036-36342008000900013-mex","La función de la Oficina Nacional para el Control del Tabaco en México","Regalado-Pineda, Justino, Rodríguez-Ajenjo, Carlos José","Salud Pública de México; 50(); 355-365","Salud Pública de México","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342008000900013&lang=pt" 
"S1605-25282008000100003-bol","Crecimiento exponencial y supervivencia del cardón (Echinopsis atacamensis subsp. pasacana) en su límite altitudinal (Tucumán, Argentina)","Halloy, Stephan","Ecología en Bolivia; 43(1); 6-15","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100003&lang=pt" 
"S1605-25282008000100004-bol","Variaciones fenológicas de especies de Podocarpaceae en estación seca de los Yungas (Cochabamba, Bolivia)","Ayma-Romay, Ariel I, Sanzetenea, E. S.","Ecología en Bolivia; 43(1); 16-28","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100004&lang=pt" 
"S1605-25282008000100007-bol","Una diglosa carbonosa albina (Diglossa carbonaria) en los altos Andes de Bolivia","Jennifer, R, Cahill, A.","Ecología en Bolivia; 43(1); 53-57","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100007&lang=pt" 
"S1605-25282008000100010-bol","Noticias","","Ecología en Bolivia; 43(1); 71-74","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100010&lang=pt" 
"S1605-25282008000100005-bol","Estudio del oso andino (Tremarctos ornatus) como dispersor legítimo de semillas y elementos de su dieta en la región de Apolobamba-Bolivia","Rivadeneira-Canedo, Catalina","Ecología en Bolivia; 43(1); 29-40","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100005&lang=pt" 
"S1605-25282008000100006-bol","Biología y morfología de Morpho menelaus godartii (Lepidoptera: Nymphalidae: Morphinae) en el Parque Nacional Cotapata (Bolivia)","Guerra-Serrudo, Juan Fernando, Ledezma-Arias, Julieta","Ecología en Bolivia; 43(1); 16-28","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100006&lang=pt" 
"S1605-25282008000100009-bol","El guanaco (Lama guanicoe) aún no está extinto en la regi ón altoandina de Bolivia","Nuñez, Angela M.","Ecología en Bolivia; 43(1); 65-70","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100009&lang=pt" 
"S1605-25282008000100001-bol","Ignacio Huareco: Naturalista innato","Simonetti, Javier A., Moraes R, Mónica","Ecología en Bolivia; 43(1); 1-2","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100001&lang=pt" 
"S1605-25282008000100008-bol","Conocimiento nativo de las papas silvestres (Solanum seccion Petota Solanaceae) en Bolivia","Coca Morante, Mario","Ecología en Bolivia; 43(1); 58-64","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100008&lang=pt" 
"S1605-25282008000100002-bol","Información en el dominio público","Killeen, Timothy J.","Ecología en Bolivia; 43(1); 3-5","Ecología en Bolivia","Espanhol","2008","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282008000100002&lang=pt" 
"S1645-64322008000200007-prt","","Hernandez, Santiago Martínez","e-Journal of Portuguese History; 6(2); 76-79","e-Journal of Portuguese History","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-64322008000200007&lang=pt" 
"S1645-64322008000200006-prt","Militarium Ordinum Analecta: Sources for the Study of the Religious-Military Orders New approaches based on the written memory","Costa, Paula Maria de Carvalho Pinto","e-Journal of Portuguese History; 6(2); 71-75","e-Journal of Portuguese History","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-64322008000200006&lang=pt" 
"S1645-64322008000200005-prt","Interuniversity Centre for the History of Spirituality at the University of Porto","Santos, Zulmira","e-Journal of Portuguese History; 6(2); 69-70","e-Journal of Portuguese History","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-64322008000200005&lang=pt" 
"S1645-64322008000200004-prt","The Franco-Salazar Meetings: Foreign policy and Iberian relations during the dictatorships (1942-1963)","Rezola, Maria Inácia","e-Journal of Portuguese History; 6(2); 58-68","e-Journal of Portuguese History","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-64322008000200004&lang=pt" 
"S1645-64322008000200003-prt","Army size, military recruitment and financing in Portugal during the period of the Peninsula War - 1808-1811","Costa, Fernando Dores","e-Journal of Portuguese History; 6(2); 31-57","e-Journal of Portuguese History","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-64322008000200003&lang=pt" 
"S1645-64322008000200002-prt","Consecrating dominions and generating conflict - the sesmariaTN1 grants, 1795-1822 Brazil","Motta, Márcia Maria Menendes","e-Journal of Portuguese History; 6(2); 16-30","e-Journal of Portuguese History","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-64322008000200002&lang=pt" 
"S1645-64322008000200001-prt","The Municipal Administration in Elvas During the Portuguese Restoration War (1640-1668)","Fonseca, Teresa","e-Journal of Portuguese History; 6(2); 1-15","e-Journal of Portuguese History","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-64322008000200001&lang=pt" 
"S0100-40422008000200002-scl","Caracterização das cinzas de incineração de resíduos industriais e de serviços de saúde","Silva, Maristela Lopes, Lange, Liséte Celina","Química Nova; 31(2); 199-203","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200002&lang=pt" 
"S0100-40422008000200003-scl","Heavy atom enhanced room-temperature phosphorimetry for ultratrace determination of harmane","Marques, Flávia F. de Carvalho, Figueiredo, Flávia da Silva, Aucelio, Ricardo Queiroz","Química Nova; 31(2); 204-208","Química Nova","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200003&lang=pt" 
"S0100-40422008000200004-scl","Influence of the temperature and type of salt on the phase equilibrium of peg 1500 + potassium phosphate and peg 1500 + sodium citrate aqueous two-phase systems","Carvalho, Carolina P., Coimbra, Jane Sélia R., Costa, Isabele Andressa F., Minim, Luis Antonio, Maffia, Maria Cristina, Silva, Luis Henrique M.","Química Nova; 31(2); 209-213","Química Nova","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200004&lang=pt" 
"S0100-40422008000200005-scl","Organochlorine pesticides in Piracicaba river basin (São Paulo/Brazil): a survey of sediment, bivalve and fish","Silva, Daniela Mariano Lopes da, Camargo, Plínio Barbosa de, Martinelli, Luiz Antonio, Lanças, Fernando Mauro, Pinto, Jair S. S., Avelar, Wagner E. Paiva","Química Nova; 31(2); 214-219","Química Nova","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200005&lang=pt" 
"S0100-40422008000200006-scl","Electrooxidación de glifosato sobre electrodos de níquel y cobre","Sierra, Edgar Virgilio, Méndez, Manuel Alejandro, Sarria, Víctor Manuel, Cortés, María Teresa","Química Nova; 31(2); 220-226","Química Nova","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200006&lang=pt" 
"S0100-40422008000200008-scl","Lipídios estruturados obtidos a partir da mistura de gordura de frango, sua estearina e triacilgliceróis de cadeia média: I- Composição em ácidos graxos e em triacilgliceróis","Chiu, Ming Chih, Gioielli, Luiz Antonio, Grimaldi, Renato","Química Nova; 31(2); 232-237","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200008&lang=pt" 
"S0100-40422008000200009-scl","Lipídios estruturados obtidos a partir da mistura de gordura de frango, sua estearina e triacilgliceróis de cadeia média: II- pontos de amolecimento e fusão","Chiu, Ming Chih, Gioielli, Luiz Antonio, Grimaldi, Renato","Química Nova; 31(2); 238-243","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200009&lang=pt" 
"S0100-40422008000200012-scl","Determinação de misturas de sulfametoxazol e trimetoprima por espectroscopia eletrônica multivariada","Cordeiro, Gilcélia A., Peralta-Zamora, Patricio, Nagata, Noemi, Pontarollo, Roberto","Química Nova; 31(2); 254-260","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200012&lang=pt" 
"S0100-40422008000200013-scl","Síntese, avaliação biológica e modelagem molecular de arilfuranos como inibidores da enzima tripanotiona redutase","Oliveira, Renata B. de, Zani, Carlos L., Ferreira, Rafaela S., Leite, Rodrigo S., Alves, Tânia M. A., Silva, Thaís H. A. da, Romanha, Alvaro J.","Química Nova; 31(2); 261-267","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200013&lang=pt" 
"S0100-40422008000200015-scl","Otimização de metodologia para derivação de desoxinivalenol através de planejamento experimental","Garda, Jaqueline, Badiale-Furlong, Eliana","Química Nova; 31(2); 270-274","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200015&lang=pt" 
"S0100-40422008000200016-scl","Avaliação da estabilidade do marcador plasmático do estresse oxidativo: malondialdeído","Grotto, Denise, Valentini, Juliana, Boeira, Silvana, Paniz, Clóvis, Maria, Lucas Santa, Vicentini, Juliana, Moro, Angela, Charão, Mariele, Garcia, Solange Cristina, Cardoso, Simone Gonçalves","Química Nova; 31(2); 275-279","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200016&lang=pt" 
"S0100-40422008000200017-scl","Determinação teórica das conformações mais estáveis da trealose em solução aquosa","Soares, Cinthia S., Silva, Clarissa O. da","Química Nova; 31(2); 280-284","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200017&lang=pt" 
"S0100-40422008000200018-scl","Sílica quimicamente modificada com os grupos p-anisidina, p-fenitidina e p-fenilenodiamina usada como adsorvente para Pb2+, Cu2+, Cd2+ e Ni2+ em soluções aquosa e etanólica","Vilar, Rossana B. C., Jesus, Alexandre de, Benvenutti, Edilson V., Silva, Márcia M.","Química Nova; 31(2); 285-289","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200018&lang=pt" 
"S0100-40422008000200019-scl","Caracterização físico-química de complexo de inclusão entre hidroximetilnitrofurazona e hidroxipropil-beta-ciclodextrina","Grillo, Renato, Melo, Nathalie F. S. de, Fraceto, Leonardo Fernandes, Brito, Charles L., Trossini, Gustavo H. G., Menezes, Carla M. S., Ferreira, Elizabeth Igne, Moraes, Carolina Morales","Química Nova; 31(2); 290-295","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200019&lang=pt" 
"S0100-40422008000200020-scl","Análise multivariada de parâmetros físico-químicos em amostras de vinhos tintos comercializados na região metropolitana do Recife","Andrade, Marcelo Farias de, Souza, Dayvson José Palmeira de, Silva, João Bosco Paraíso da, Paim, Ana Paula Silveira","Química Nova; 31(2); 296-300","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200020&lang=pt" 
"S0100-40422008000200022-scl","Efeito do triacilglicerídeo de cadeia média, da fibra e do cálcio na disponibilidade de magnésio e de zinco pelo método in vitro e metodologia de superfície de resposta","Bueno, Luciana","Química Nova; 31(2); 306-311","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200022&lang=pt" 
"S0100-40422008000200024-scl","Teor de fluoretos em infusões de chá verde (Camellia sinensis)","Reto, Márcia, Figueira, Maria Eduardo, Filipe, Helder Mota, Almeida, Cristina M. M.","Química Nova; 31(2); 317-320","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200024&lang=pt" 
"S0100-40422008000200026-scl","Síntese de beta-N-acetilglicosaminídeos de arila modificados em C-6 como potenciais agentes antimicrobianos","Manfrini, Rozângela Magalhães, Souza Filho, José Dias de, Figueiredo, Rute Cunha, D&#039;Angelis, Allison Fabiano, Prado, Maria Auxiliadora Fontes, Nunan, Elzíria de Aguiar, Martins, Gabriela Aires, Alves, Ricardo José","Química Nova; 31(2); 326-329","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200026&lang=pt" 
"S0100-40422008000200027-scl","Comportamento de cristalização de lipídios estruturados por interesterificação química de banha e óleo de soja","Silva, Roberta Claro da, Escobedo, Jonas Peixoto, Gioielli, Luiz Antonio","Química Nova; 31(2); 330-335","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200027&lang=pt" 
"S0100-40422008000200029-scl","Efeitos da poluição atmosférica (litorânea e industrial) em isoladores da rede elétrica da região metropolitana de Salvador","Portella, Kleber Franke, Piazza, Fernando, Inone, Paulo Cesar, Ribeiro Jr, Sebastião, Cabussú, Mário Seixas, Cerqueira, Dailton Pedreira, Chaves, Cleuber Sobreira da Silva","Química Nova; 31(2); 340-348","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200029&lang=pt" 
"S0100-40422008000200031-scl","Aplicação de Zr/Ti-PILC no processo de adsorção de Cu(II), Co(II) e Ni(II) utilizando modelos físico-químicos de adsorção e termodinâmica do processo","Guerra, Denis Lima, Airoldi, Claudio, Lemos, Vanda Porpino, Angélica, Rômulo Simões, Viana, Rúbia Ribeiro","Química Nova; 31(2); 353-359","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200031&lang=pt" 
"S0100-40422008000200032-scl","Propriedades e aplicações recentes das ciclodextrinas","Venturini, Cristina de Garcia, Nicolini, Jaqueline, Machado, Clodoaldo, Machado, Vanderlei Gageiro","Química Nova; 31(2); 360-368","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200032&lang=pt" 
"S0100-40422008000200036-scl","Ensaios para determinar a (Bio)disponibilidade de chumbo em solos contaminados: revisão","Bosso, Sergio Tagliaferri, Enzweiler, Jacinta","Química Nova; 31(2); 394-400","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200036&lang=pt" 
"S0100-40422008000200041-scl","Metodologia analítica para quantificar o teor de biodiesel na mistura biodiesel: diesel utilizando espectroscopia na região do infravermelho","Guarieiro, Lílian Lefol Nani, Pinto, Angelo C., Aguiar, Paula Fernandes de, Ribeiro, Núbia Moura","Química Nova; 31(2); 421-426","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200041&lang=pt" 
"S0100-40422008000200044-scl","Uma abordagem simplificada do método Monte Carlo Quântico: da solução de integrais ao problema da distribuição eletrônica","Angelotti, Wagner Fernando Delfino, Fonseca, André Luiz da, Torres, Guilherme Barreto, Custodio, Rogério","Química Nova; 31(2); 433-444","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200044&lang=pt" 
"S0100-40422008000200046-scl","Desafios da escola atual: a educação pelo trabalho","Silva, Roberto Ribeiro da, Razuck, Renata Cardoso de Sá Ribeiro, Tunes, Elizabeth","Química Nova; 31(2); 452-461","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200046&lang=pt" 
"S0100-40422008000200007-scl","Titulações potenciométricas de cátions metálicos tendo como eletrodo indicador o sistema Cu/Cu(II)-EDTA","Silva, Paulo H. Pereira da, Oliveira, Andrea, Neves, Eduardo Almeida, Faria, Ronaldo Censi","Química Nova; 31(2); 227-231","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200007&lang=pt" 
"S0100-40422008000200001-scl","Ética nas publicações científicas","Torresi, Susana I. Córdoba de, Pardini, Vera L., Ferreira, Vitor F.","Química Nova; 31(2); 197-197","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200001&lang=pt" 
"S0100-40422008000200011-scl","Principais carbonilas no ar de locais públicos no Rio de Janeiro","Sodré, Eduardo Delfino, Corrêa, Sérgio Machado, Arbilla, Graciela, Marques, Márcia","Química Nova; 31(2); 249-253","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200011&lang=pt" 
"S0100-40422008000200010-scl","Estudo das emissões de fontes móveis na região metropolitana de Porto Alegre, Rio Grande do Sul","Teixeira, Elba Calesso, Feltes, Sabrina, Santana, Eduardo Rodrigo Ramos de","Química Nova; 31(2); 244-248","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200010&lang=pt" 
"S0100-40422008000200014-scl","Avaliação da concentração de retinol em leite UHT (&quot;Ultra High Temperature&quot;) comercializado em Natal, Rio Grande do Norte","Soares, Fernanda Barros, Sousa, Juliana Morais de, Dimenstein, Roberto","Química Nova; 31(2); 268-269","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200014&lang=pt" 
"S0100-40422008000200043-scl","Uma estratégia adaptada para síntese de magnetita","Santana, Genilson Pereira, Ramos, Alex Martins, Fabris, José Domingos","Química Nova; 31(2); 430-432","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200043&lang=pt" 
"S0100-40422008000200042-scl","Construção de uma cela de fluxo de longo caminho óptico para medidas espectrofotométricas","Melchert, Wanessa Roberto, Rocha, Fábio R. P., Raimundo Jr., Ivo M., Reis, Boaventura F.","Química Nova; 31(2); 427-429","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200042&lang=pt" 
"S0100-40422008000200021-scl","Estudo da decomposição térmica de propelente sólido compósito de baixa emissão de fumaça","Andrade, Jony, Frutuoso, Antonio Gonçalves, Iha, Koshun, Rocco, José Atílio Fritz Fidel, Bezerra, Eduardo M., Matos, Jivaldo do Rosário, Suárez-Iha, Maria Encarnación Vázquez","Química Nova; 31(2); 301-305","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200021&lang=pt" 
"S0100-40422008000200023-scl","Avaliação da filtração e ozonização de efluente sanitário primário: aspectos de inativação microbiana e variáveis de ozonização","Lage Filho, Frederico de Almeida","Química Nova; 31(2); 312-316","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200023&lang=pt" 
"S0100-40422008000200025-scl","Uptake of Hg2+ from aqueous solutions by microporous titano- and zircono-silicates","Lopes, Cláudia B., Coimbra, Joana, Otero, Marta, Pereira, Eduarda, Duarte, Armando C., Lin, Zhi, Rocha, João","Química Nova; 31(2); 321-325","Química Nova","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200025&lang=pt" 
"S0100-40422008000200030-scl","Determinação condutométrica de captopril em formulações farmacêuticas utilizando sulfato de cobre(II) como titulante","Lourenção, Bruna Cláudia, Marcolino-Junior, Luiz Humberto, Fatibello-Filho, Orlando","Química Nova; 31(2); 349-352","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200030&lang=pt" 
"S0100-40422008000200028-scl","Ondas ultrassônicas e pérolas de vidro: um novo método de extração de beta-galactosidase para uso em laboratório","Medeiros, Fabiana Oliveira de, Alves, Fernanda Germano, Lisboa, Cristiane Reinaldo, Martins, Daniela de Souza, Burkert, Carlos André Veiga, Kalil, Susana Juliano","Química Nova; 31(2); 336-339","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200028&lang=pt" 
"S0100-40422008000200040-scl","Determinação da espessura da camada polimérica de fases estacionárias imobilizadas para cromatografia líquida de alta eficiência por termogravimetria","Faria, Anizio M., Marcos, Cristien A., Vigna, Camila R. M., Collins, Carol H.","Química Nova; 31(2); 417-420","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200040&lang=pt" 
"S0100-40422008000200033-scl","Métodos de obtenção, reatividade e importância biológica de 4-tiazolidinonas","Liesen, André P., Aquino, Thiago M. de, Góes, Alexandre J. S., Lima, José G. de, Faria, Antônio R. de, Alves, Antonio J.","Química Nova; 31(2); 369-376","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200033&lang=pt" 
"S0100-40422008000200034-scl","Uma perspectiva computacional sobre catálise enzimática","Arantes, Guilherme M.","Química Nova; 31(2); 377-383","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200034&lang=pt" 
"S0100-40422008000200039-scl","Purificação e caracterização da beta-lapachona e estudo de estabilidade dos cristais em diferentes condições de armazenamento","Alves, Geisiane Maria Cavalcante, Rolim, Larissa Araújo, Rolim Neto, Pedro José, Leite, Ana Cristina Lima, Brondani, Dalci José, Medeiros, Flávia Patrícia Morais de, Bieber, Lothar W., Mendonça Junior, Francisco Jaime Bezerra","Química Nova; 31(2); 413-416","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200039&lang=pt" 
"S0100-40422008000200035-scl","Análise dinâmico-mecânica: aplicações em filmes comestíveis","TaboadaI, Oscar Mendieta, Carvalho, Rosemary A. de, Sobral, Paulo José do A.","Química Nova; 31(2); 384-393","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200035&lang=pt" 
"S0100-40422008000200037-scl","2-fenilbenzotriazóis (PBTA): uma nova classe de contaminantes ambientais","Kummrow, Fábio, Umbuzeiro, Gisela de Aragão","Química Nova; 31(2); 401-406","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200037&lang=pt" 
"S0100-40422008000200038-scl","Síntese de padrões cromatográficos e estabelecimento de método para dosagem da composição de ésteres de ácidos graxos presentes no biodiesel a partir do óleo de babaçu","Urioste, Daniele, Castro, Matheus B. A., Biaggio, Francisco C., Castro, Heizir F. de","Química Nova; 31(2); 407-412","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200038&lang=pt" 
"S0100-40422008000200047-scl","Recomendações para calibração em Química Analítica parte 2: calibração multianalito","Pimentel, Maria Fernanda, Galvão, Roberto Kawakami Harrop, Araújo, Mário César Ugulino de","Química Nova; 31(2); 462-467","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200047&lang=pt" 
"S0100-40422008000200048-scl","Errata","","Química Nova; 31(2); 468-468","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200048&lang=pt" 
