"S0042-96862002000900008-spa","Rating maternal and neonatal health services in developing countries","Bulatao, Rodolfo A., Ross, John A.","Bulletin of the World Health Organization; 80(9); 721-727","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900008&lang=pt" 
"S0100-879X2002000900003-scl","Chronic converting enzyme inhibition normalizes QT interval in aging rats","Silva, V.J. Dias da, Ferreira Neto, E., Salgado, H.C., Fazan Júnior, R.","Brazilian Journal of Medical and Biological Research; 35(9); 1025-1031","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900003&lang=pt" 
"S0100-879X2002000900008-scl","Myocardial antioxidant and oxidative stress changes due to sex hormones","Barp, J., Araújo, A.S.R., Fernandes, T.R.G., Rigatto, K.V., Llesuy, S., Belló-Klein, A., Singal, P.","Brazilian Journal of Medical and Biological Research; 35(9); 1075-1081","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900008&lang=pt" 
"S0100-879X2002000900006-scl","Gender differences in vascular expression of endothelin and ET A/ET B receptors, but not in calcium handling mechanisms, in deoxycorticosterone acetate-salt hypertension","David, F.L., Montezano, A.C.I., Rebouças, N.A., Nigro, D., Fortes, Z.B., Carvalho, M.H.C., Tostes, R.C.A.","Brazilian Journal of Medical and Biological Research; 35(9); 1061-1068","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900006&lang=pt" 
"S0100-879X2002000900007-scl","Dissociation between the circulating renin-angiotensin system and angiotensin II receptors in central losartan-induced hypertension","Sugawara, A.M., Vendramini, R.C., Barbosa, S.P., Brunetti, I.L., Menani, J.V., De Luca Jr., L.A.","Brazilian Journal of Medical and Biological Research; 35(9); 1069-1074","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900007&lang=pt" 
"S0100-879X2002000900009-scl","Angiotensin-(1-7) improves the post-ischemic function in isolated perfused rat hearts","Ferreira, A.J., Santos, R.A.S., Almeida, A.P.","Brazilian Journal of Medical and Biological Research; 35(9); 1083-1090","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900009&lang=pt" 
"S0100-879X2002000900002-scl","Interaction between paraventricular nucleus and septal area in the control of physiological responses induced by angiotensin II","Camargo, L.A.A., Saad, W.A., Simões, S., Santos, T.A.B., Saad, W. Abrão","Brazilian Journal of Medical and Biological Research; 35(9); 1017-1023","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900002&lang=pt" 
"S0100-879X2002000900005-scl","Angiotensin and baroreflex control of the circulation","Head, G.A., Saigusa, T., Mayorov, D.N.","Brazilian Journal of Medical and Biological Research; 35(9); 1047-1059","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900005&lang=pt" 
"S0100-879X2002000900001-scl","Recent advances in angiotensin II signaling","Touyz, R.M., Berry, C.","Brazilian Journal of Medical and Biological Research; 35(9); 1001-1015","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900001&lang=pt" 
"S0004-282X2002000400002-scl","Movement disorders in 28 HIV-infected patients","Mattos, James Pitágoras de, Rosso, Ana Lúcia Zuma de, Corrêa, Rosalie Branco, Novis, Sérgio A.P.","Arquivos de Neuro-Psiquiatria; 60(3A); 525-530","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400002&lang=pt" 
"S0004-282X2002000400001-scl","Myasthenic crisis: report of 24 cases","Werneck, Lineu Cesar, Scola, Rosana Herminia, Germiniani, Francisco Manoel Branco, Comerlato, Enio A., Cunha, Francisco Marcos Bezerra","Arquivos de Neuro-Psiquiatria; 60(3A); 519-526","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400001&lang=pt" 
"S0004-282X2002000400003-scl","Neuropathology of two Brazilian autopsied cases of tropical spastic paraparesis / HTLV-I associated myelopathy (TSP/HAM) of long evolution","Castro-Costa, Carlos Maurício de, Dom, René, Carton, Herwig, Goubau, Patrick, Santos, Terezinha de Jesus Teixeira, Ferreira, Márcia Valéria Pitombeira, Silva Neto, Francisco Ursino da","Arquivos de Neuro-Psiquiatria; 60(3A); 531-536","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400003&lang=pt" 
"S0004-282X2002000400004-scl","Intravenous chlorpromazine in the acute treatment of episodic tension-type headache: a randomized, placebo controlled, double-blind study","Bigal, Marcelo Eduardo, Bordini, Carlos Alberto, Speciali, José Geraldo","Arquivos de Neuro-Psiquiatria; 60(3A); 537-541","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400004&lang=pt" 
"S0004-282X2002000400010-scl","Occipital lobe morphological anatomy: anatomical and surgical aspects","Flores, Leandro Pretto","Arquivos de Neuro-Psiquiatria; 60(3A); 566-571","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400010&lang=pt" 
"S0004-282X2002000400009-scl","Blink reflex: comparison of latency measurements in different human races","Kimaid, Paulo Andre Teixeira, Resende, Luiz Antonio Lima, Castro, Heloisa Amélia de Lima, Bérzin, Fausto, Barreira, Amilton Antunes","Arquivos de Neuro-Psiquiatria; 60(3A); 563-565","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400009&lang=pt" 
"S0004-282X2002000400011-scl","The contribution of the lateral posterior and anteroventral thalamic nuclei on spontaneous recurrent seizures in the pilocarpine model of epilepsy","Scorza, Fulvio Alexandre, Arida, Ricardo Mario, Priel, Margareth, Calderazzo, Lineu, Cavalheiro, Esper Abrão","Arquivos de Neuro-Psiquiatria; 60(3A); 572-575","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400011&lang=pt" 
"S0004-282X2002000400024-scl","Late metastasis of breast adenocarcinoma into internal auditory canal and cerebellopontine angle: case report","Marques, Edilson, Brandis, Almuth, Samii, Madjid, Tatagiba, Marcos","Arquivos de Neuro-Psiquiatria; 60(3A); 639-642","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400024&lang=pt" 
"S0004-282X2002000400022-scl","Epilepsy and ring chromosome 20: case report","Gomes, Marleide da Mota, Lucca, Irene, Bezerra, Sonia Alonso Monteiro, Llerena Jr, Juan, Moreira, Denise Madeira","Arquivos de Neuro-Psiquiatria; 60(3A); 631-635","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400022&lang=pt" 
"S0004-282X2002000400021-scl","Recurrent abdominal pain: when an epileptic seizure should be suspected?","Franzon, Renata C., Lopes, Camila F., Schmutzler, Kátia M.R., Morais, Maria Isabel R., Guerreiro, Marilisa M.","Arquivos de Neuro-Psiquiatria; 60(3A); 628-630","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400021&lang=pt" 
"S0004-282X2002000400019-scl","Avaliação fonoaudiológica na atrofia de múltiplos sistemas: estudo com cinco pacientes","Knopp, Denise Botelho, Barsottini, Orlando G. Povoas, Ferraz, Henrique Ballalai","Arquivos de Neuro-Psiquiatria; 60(3A); 619-623","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400019&lang=pt" 
"S0004-282X2002000400017-scl","Fatores desencadeantes de crises de migrânea em pacientes com migrânea sem aura","Ierusalimschy, Ricardo, Moreira Filho, Pedro Ferreira","Arquivos de Neuro-Psiquiatria; 60(3A); 609-613","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400017&lang=pt" 
"S0004-282X2002000400018-scl","Cefaléia relacionada à hemodiálise: análise dos possíveis fatores desencadeantes e do tratamento empregado","Antoniazzi, Ana L., Bigal, Marcelo E., Bordini, Carlos A., Speciali, José G.","Arquivos de Neuro-Psiquiatria; 60(3A); 614-618","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400018&lang=pt" 
"S0004-282X2002000400020-scl","Polymyositis: clinical investigation in two sisters","Karnikowski, Margô Gomes de Oliveira, Costa, Bruno Rodrigues Veloso, Osella, Oscar Francisco Sanchez, Nóbrega, Otávio de Tolêdo","Arquivos de Neuro-Psiquiatria; 60(3A); 624-627","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400020&lang=pt" 
"S0004-282X2002000400023-scl","Bilateral internuclear ophthalmoplegia and clivus fracture following head injury: case report","Bonilha, Leonardo, Fernandes, Yvens Barbosa, Mattos, João Paulo de Vasconcelos, Borges, Wilson Adriano Abraão, Borges, Guilherme","Arquivos de Neuro-Psiquiatria; 60(3A); 636-638","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400023&lang=pt" 
"S0004-282X2002000400026-scl","Insuficiências respiratória e renal desencadeadas por miopatia metabólica por acúmulo de lipídios: relato de caso","Campos Filho, Walther de Oliveira, Nicolini, Edson, Martins, Maria Auxiliadora, Zucoloto, Sérgio, Basile Filho, Aníbal","Arquivos de Neuro-Psiquiatria; 60(3A); 647-650","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400026&lang=pt" 
"S0004-282X2002000400030-scl","Ruptura aneurismática intraoperatória junto ao colo: sugestão de manuseio cirúrgico","Andrade, Guilherme Cabral de, Braga, Fernando Menezes","Arquivos de Neuro-Psiquiatria; 60(3A); 666-669","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400030&lang=pt" 
"S0004-282X2002000400028-scl","Sonolência diurna excessiva pós-traumatismo de crânio: associação com movimentos periódicos de pernas e distúrbio de comportamento do sono REM: relato de caso","Rodrigues, Raimundo Nonato D., Silva, Aída A.A. Abreu e","Arquivos de Neuro-Psiquiatria; 60(3A); 656-660","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400028&lang=pt" 
"S0004-282X2002000400029-scl","Minicraniotomia supraorbital para abordagem da região selar e parasselar","Pondé, José Marcos, Prandini, Mirto N","Arquivos de Neuro-Psiquiatria; 60(3A); 661-665","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400029&lang=pt" 
"S0004-282X2002000400033-scl","Coleta do líquido cefalorraquidiano, termo de consentimento livre e esclarecido e aspectos éticos em pesquisa: recomendações do Departamento Científico de LCR da Academia Brasileira de Neurologia","Puccioni-Sohler, Marzia, Machado, Luís dos Ramos, Canuto, Ricardo, Takayanagui, Oswaldo Massaiti, Almeida, Sérgio Monteiro de, Livramento, José Antonio","Arquivos de Neuro-Psiquiatria; 60(3A); 681-684","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400033&lang=pt" 
"S0004-282X2002000400038-scl","Carlos da Silva Lacaz","Spina-França, Antonio","Arquivos de Neuro-Psiquiatria; 60(3A); 689-690","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400038&lang=pt" 
"S0004-282X2002000400037-scl","Comparative study of Cysticercus longicollis and Cysticercus cellulosae antigens in neurocysticercosis immunodiagnosis of human","GUSSO, RUBENS LUIZ FERREIRA","Arquivos de Neuro-Psiquiatria; 60(3A); 687-688","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400037&lang=pt" 
"S0004-282X2002000400036-scl","Leprosy neuropathy: administration of intravenous methylprednisolone pulsotherapy","PIMENTEL, MARIA LÚCIA VELLUTINI","Arquivos de Neuro-Psiquiatria; 60(3A); 687-687","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400036&lang=pt" 
"S0004-282X2002000400035-scl","Pituitary morphology in the GH deficiency for mutation in the growth hormone-releasing hormone receptor gene","OLIVEIRA, HÉLIO ARAÚJO","Arquivos de Neuro-Psiquiatria; 60(3A); 686-686","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400035&lang=pt" 
"S0004-282X2002000400034-scl","Apert syndrome: skull abnormalities, brain malformations, neuropsychological evaluation and timing for surgery","YACUBIAN-FERNANDES, A","Arquivos de Neuro-Psiquiatria; 60(3A); 685-685","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400034&lang=pt" 
"S0004-282X2002000400005-scl","Computed tomography scan of the head in patients with migraine or tension-type headache","Valença, Marcelo Moraes, Valença, Luciana Patrízia A. Andrade, Menezes, Terce Liana","Arquivos de Neuro-Psiquiatria; 60(3A); 542-547","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400005&lang=pt" 
"S0004-282X2002000400006-scl","Clinical and demographic features of patients with dementia attended in a tertiary outpatient clinic","Vale, Francisco A.C., Miranda, Stênio J.C.","Arquivos de Neuro-Psiquiatria; 60(3A); 548-552","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400006&lang=pt" 
"S0004-282X2002000400007-scl","Psychological features in panic disorder: a comparison with major depression","Almeida, Yasmin A., Nardi, Antonio E.","Arquivos de Neuro-Psiquiatria; 60(3A); 553-557","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400007&lang=pt" 
"S0004-282X2002000400008-scl","Excessive daytime sleepiness in Campo Grande general population, Brazil","Souza, José Carlos, Magna, Luiz Alberto, Reimão, Rubens","Arquivos de Neuro-Psiquiatria; 60(3A); 558-562","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400008&lang=pt" 
"S0004-282X2002000400012-scl","Morphoquantitative effects of acute diabetes on the myenteric neurons of the proximal colon of adult rats","Furlan, Maria Montserrat D.P., Molinari, Sônia L., Miranda Neto, Marcílio H. de","Arquivos de Neuro-Psiquiatria; 60(3A); 576-581","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400012&lang=pt" 
"S0004-282X2002000400013-scl","Ruptura da barreira hematoencefálica após injeção de droga gliotóxica no tronco encefálico de ratos wistar","Bondan, Eduardo Fernandes, Lallo, Maria Anete, Dagli, Maria Lúcia Zaidan, Pereira, Luís Antonio Violin Dias, Graça, Dominguita Luhers","Arquivos de Neuro-Psiquiatria; 60(3A); 582-589","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400013&lang=pt" 
"S0004-282X2002000400014-scl","Influência dos níveis de prolactina e tamanho tumoral na função hipofisária pós-operatória em macroadenomas hipofisários clinicamente não-funcionantes","Fonseca, Ana Luiza Vidal, Chimelli, Leila, Santos, Mario José C. Felippe, Santos, Alair Augusto S.M. Damas dos, Violante, Alice Helena Dutra","Arquivos de Neuro-Psiquiatria; 60(3A); 590-602","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400014&lang=pt" 
"S0004-282X2002000400015-scl","Diagnóstico da esquistossomose medular: contribuição da ressonância magnética e eletroneuromiografia","Peregrino, Alberto Jorge Pereira, Puglia, Paula Marzorat Kuntz, Bacheschi, Luiz Alberto, Hirata, Maria Tereza Alves, Brotto, Mario Wilson Iervolino, Nóbrega, José Paulo Smith, Scaff, Milberto","Arquivos de Neuro-Psiquiatria; 60(3A); 597-602","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400015&lang=pt" 
"S0004-282X2002000400016-scl","Esquistossomose medular: análise de 80 casos","Peregrino, Alberto Jorge Pereira, Puglia, Paula Marzorat Kuntz, Nóbrega, José Paulo Smith, Livramento, José Antonio, Marques-Dias, Maria Joaquina, Scaff, Milberto","Arquivos de Neuro-Psiquiatria; 60(3A); 603-608","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400016&lang=pt" 
"S0004-282X2002000400025-scl","Metástases intrarraquidianas de glioblastoma multiforme supratentorial da infância: relato de caso","Rondinelli, Patricia Imperatriz Porto, Martinez, Carlos Alberto Osório","Arquivos de Neuro-Psiquiatria; 60(3A); 643-646","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400025&lang=pt" 
"S0004-282X2002000400027-scl","Sindrome de encefalopatia posterior reversível: relato de caso","Fernandes, Francine Judith Freitas, Machado Júnior, Marcos Alberto da Costa, Pedreira, Adriana Vieira, Silva, Cleonice Isabela S., Tavares, Heleno Cabral, Barbosa, Verônica Aline","Arquivos de Neuro-Psiquiatria; 60(3A); 561-655","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400027&lang=pt" 
"S0004-282X2002000400031-scl","Practical and comprehensive guidelines for bedside cerebral hemometabolic multitherapeutic optimization","Cruz, Julio","Arquivos de Neuro-Psiquiatria; 60(3A); 670-674","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400031&lang=pt" 
"S0004-282X2002000400032-scl","Primeiro consenso brasileiro para trombólise no acidente vascular cerebral isquêmico agudo","","Arquivos de Neuro-Psiquiatria; 60(3A); 675-680","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000400032&lang=pt" 
"S1516-44462002000300002-scl","Perspectives on the pharmacological treatment of bipolar disorder","Soares, Jair C.","Revista Brasileira de Psiquiatria; 24(3); 109-110","Revista Brasileira de Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300002&lang=pt" 
"S1516-44462002000300003-scl","The current &quot;next step&quot; in neuropsychiatric disorders studies","Lombroso, Paul J., Mercadante, Marcos T.","Revista Brasileira de Psiquiatria; 24(3); 111-112","Revista Brasileira de Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300003&lang=pt" 
"S1516-44462002000300001-scl","Nossa revista, nossa missão","Mercadante, Marcos T., Bordin, Isabel Altenfelder Santos, Mari, Jair de Jesus, Miguel, Eurípedes C.","Revista Brasileira de Psiquiatria; 24(3); 107-108","Revista Brasileira de Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300001&lang=pt" 
"S1516-44462002000300008-scl","Tratamento do transtorno dismórfico corporal com venlafaxina: relato de caso","Amâncio, Edson José, Magalhães, Catulo César P, Santos, Antônio Carlos G, Peluso, Cássio M, Pires, Mara Fernanda C, Peña-Dias, Ana Paula","Revista Brasileira de Psiquiatria; 24(3); 141-143","Revista Brasileira de Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300008&lang=pt" 
"S1516-44462002000300004-scl","Cognitive-behavioral group therapy in obsessive-compulsive disorder: a clinical trial","Cordioli, Aristides V, Heldt, Elizeth, Bochi, Daniela B, Margis, Regina, Sousa, Marcelo B de, Tonello, Juliano F, Teruchkin, Betina, Kapczinski, Flavio","Revista Brasileira de Psiquiatria; 24(3); 113-120","Revista Brasileira de Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300004&lang=pt" 
"S1516-44462002000300005-scl","Alcoholic women and men: a comparative study of social and familial aspects and outcome","Simão, Maria Odete, Kerr-Corrêa, Florence, Dalben, Ivete, Smaira, Sumaia Inaty","Revista Brasileira de Psiquiatria; 24(3); 121-129","Revista Brasileira de Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300005&lang=pt" 
"S1516-44462002000300007-scl","Age and gender as risk factors for the transmission of HIV in a sample of drug users of Porto Alegre, Brazil","De Boni, Raquel, Pechansky, Flavio","Revista Brasileira de Psiquiatria; 24(3); 137-140","Revista Brasileira de Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300007&lang=pt" 
"S1516-44462002000300012-scl","Psicanálise em nova chave","Santos, Ruth Borges Garcia dos","Revista Brasileira de Psiquiatria; 24(3); 159-159","Revista Brasileira de Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300012&lang=pt" 
"S1516-44462002000300013-scl","Condutas em psiquiatria","Andreatini, Roberto, Zorzetto Filho, Dirceu","Revista Brasileira de Psiquiatria; 24(3); 160-160","Revista Brasileira de Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300013&lang=pt" 
"S1516-44462002000300011-scl","Santas anoréxicas na história do Ocidente: o caso de Santa Maria Madalena de Pazzi","Cordás, Táki Athanássios, Weinberg, Cybelle","Revista Brasileira de Psiquiatria; 24(3); 157-158","Revista Brasileira de Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300011&lang=pt" 
"S1516-44462002000300009-scl","Sobre o transtorno de pânico e a hipocondria: uma revisão","Torres, Albina Rodrigues, Crepaldi, André Luiz","Revista Brasileira de Psiquiatria; 24(3); 144-151","Revista Brasileira de Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300009&lang=pt" 
"S1516-44462002000300010-scl","Demência com corpúsculos de Lewy: uma entidade distinta com tratamento específico?","Tatsch, Mariana Franciosi, Nitrini, Ricardo, Louzã Neto, Mario Rodrigues","Revista Brasileira de Psiquiatria; 24(3); 152-156","Revista Brasileira de Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300010&lang=pt" 
"S1516-44462002000300006-scl","Adaptation and validation of a questionnaire about risk behaviors for AIDS among drug users","Pechansky, Flavio, Hirakata, Vânia, Metzger, David","Revista Brasileira de Psiquiatria; 24(3); 130-136","Revista Brasileira de Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462002000300006&lang=pt" 
"S0100-879X2002000900004-scl","Role of sensory nervous system vasoactive peptides in hypertension","Watson, R.E., Supowit, S.C., Zhao, H., Katki, K.A., DiPette, D.J.","Brazilian Journal of Medical and Biological Research; 35(9); 1033-1045","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900004&lang=pt" 
"S0100-879X2002000900010-scl","Cardiovascular control in experimental diabetes","De Angelis, K., Schaan, B.D., Maeda, C.Y., Dall&#039;Ago, P., Wichi, R.B., Irigoyen, M.C.","Brazilian Journal of Medical and Biological Research; 35(9); 1091-1100","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900010&lang=pt" 
"S0100-879X2002000900011-scl","Nitrergic modulation of vasopressin, oxytocin and atrial natriuretic peptide secretion in response to sodium intake and hypertonic blood volume expansion","Ventura, R.R., Gomes, D.A., Reis, W.L., Elias, L.L.K., Castro, M., Valença, M.M., Carnio, E.C., Rettori, V., McCann, S.M., Antunes-Rodrigues, J.","Brazilian Journal of Medical and Biological Research; 35(9); 1101-1109","Brazilian Journal of Medical and Biological Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2002000900011&lang=pt" 
"S0100-84042002000300006-scl","Effect of abscisic acid on the mobilisation of galactomannan and embryo development of Sesbania virgata (Cav.) Pers. (Leguminosae - Faboideae)","POTOMATI, ADRIANA, BUCKERIDGE, MARCOS S.","Brazilian Journal of Botany; 25(3); 303-310","Brazilian Journal of Botany","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000300006&lang=pt" 
"S0366-69132002000300011-scl","Phase transitions and their effects on the thermal diffusivity behaviour of some SiO2 polymorphs","Baldo, J. B., Santos, W. N. dos","Cerâmica; 48(307); 172-177","Cerâmica","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132002000300011&lang=pt" 
"S0366-69132002000300010-scl","Nanopartículas catalisadoras suportadas por materiais cerâmicos","Carreño, N. L. V., Valentini, A., Maciel, A. P., Weber, I. T., Leite, E. R., Probst, L. F. D., Longo, E.","Cerâmica; 48(307); 163-171","Cerâmica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132002000300010&lang=pt" 
"S0366-69132002000300008-scl","Retention of chromium by modified Al-Bentonite","Volzone, C., Garrido, L. B.","Cerâmica; 48(307); 153-156","Cerâmica","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132002000300008&lang=pt" 
"S0366-69132002000300007-scl","Montagem, calibração e testes de um sistema de medidas elétricas em função da temperatura e da pressão parcial de oxigênio","Steil, M. C., Fonseca, F. C., França, Y. V., Rey, J. F. Q., Muccillo, E. N. S., Muccillo, R.","Cerâmica; 48(307); 146-152","Cerâmica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132002000300007&lang=pt" 
"S0366-69132002000300009-scl","Parâmetros de rede em condutores de íons oxigênio com estrutura fluorita: estudo da solução sólida céria-ítria","Rey, J. F. Q., Muccillo, E. N. S.","Cerâmica; 48(307); 157-162","Cerâmica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132002000300009&lang=pt" 
"S0366-69132002000300001-scl","Editorial","","Cerâmica; 48(307); 114-114","Cerâmica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132002000300001&lang=pt" 
"S0366-69132002000300005-scl","Relação entre permeabilidade e a velocidade de secagem em concretos refratários de alta alumina","Innocentini, M. D. M., Pileggi, R. G., Ramal Jr., F. T., Pardo, A. R. F., Pandolfelli, V. C., Bittencourt, L. R.","Cerâmica; 48(307); 131-136","Cerâmica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132002000300005&lang=pt" 
