"S0103-90162009000400008-scl","Minas-type fresh cheese developed from buffalo milk with addition of L. acidophilus","Marcatti, Bruna, Habitante, Ana Mônica Quinta Barbosa, Sobral, Paulo José do Amaral, Favaro-Trindade, Carmen Sílvia","Scientia Agricola; 66(4); 481-485","Scientia Agricola","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162009000400008&lang=pt" 
"S0718-48162009000200001-chl","ANTONIO DE LA CRUZ, M.D.","Caro Letelier, Jorge","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 85-86","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200001&lang=pt" 
"S0718-48162009000200002-chl","Distribución relativa de genotipos de virus papiloma humano en muestras de carcinoma escamoso de laringe","Torrente A, Mariela, Yeomans A, Loreto, Abud P, Maritza, Ojeda F, José Manuel","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 87-92","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200002&lang=pt" 
"S0718-48162009000200003-chl","Evaluación auditiva neonatal universal: Revisión de 10.000 pacientes estudiados","Nazar M, Gonzalo, Goycoolea V, Marcos, Godoy S, José Miguel, Ried G, Ernesto, Sierra G, Monica","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 93-102","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200003&lang=pt" 
"S0718-48162009000200004-chl","Diferencias en la sensibilización a aeroalergenos en pacientes con poliposis nasosinusal","Olavarría L, Christian, Salinas L, Jessica, Royer F, Michel, Valdés P, Constanza, Sanhueza L, Consuelo","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 103-108","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200004&lang=pt" 
"S0718-48162009000200005-chl","Rol de la rinometría acústica en la evaluación de los pacientes candidatos a rinoseptoplastía","Finkelstein K, Andrés, Lara M, Cristian, Faba C, Gabriel, Caro L, Jorge","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 109-116","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200005&lang=pt" 
"S0718-48162009000200006-chl","Utilidad y costo-efectividad de los exámenes preoperatorios en cirugía otorrinolaringológica","Namoncura P, Carlos, Breinbauer K, Hayo","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 117-124","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200006&lang=pt" 
"S0718-48162009000200007-chl","Utilidad clínica de los tests de Rinne y Weber en el diagnóstico de hipoacusia","Badía V, Pedro, Callejas C, Claudio, González G, Claudia, Gajardo O, Pilar, Anabalón B, José Luis, Correa G, Claudio","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 125-130","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200007&lang=pt" 
"S0718-48162009000200008-chl","Hemangioma cavernoso gigante de seno maxilar: Reporte de un caso y revisión de la literatura","Naser G, Alfredo, Samith M, Arturo, Ríos D, Carlos","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 131-136","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200008&lang=pt" 
"S0718-48162009000200009-chl","Estenosis subglótica secundaria a granulomatosis de Wegener: Reporte de un caso y revisión de la literatura","Olavarría L, Christian, Muñoz S, Daniel","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 137-144","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200009&lang=pt" 
"S0718-48162009000200010-chl","Absceso subperióstico y síndrome del vértice orbitario: Complicación posterior a la extracción del tercer molar mandibular","Salado R, Lupe, Alvarez S, Lupe, Brunetto M, Beatriz","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 145-152","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200010&lang=pt" 
"S0718-48162009000200011-chl","Pilomatrixoma nasal: Nasal pilomatricoma","Inzunza P, Fernando, Hormazábal R, Waldo, Valenzuela G, Alvaro, Schalper P, José, Pérez G, Tamara","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 153-156","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200011&lang=pt" 
"S0718-48162009000200012-chl","Intolerancia a la aspirina en pacientes con poliposis nasal y asma bronquial","Gajardo O, Pilar, Fonseca A, Ximena","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 157-168","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200012&lang=pt" 
"S0718-48162009000200013-chl","Tratamiento médico de la rinosinusitis crónica","Jofré P, David, Pardo J, Javiera, Finkelstein K, Andrés","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 169-184","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200013&lang=pt" 
"S0718-48162009000200014-chl","Mecanismos de resistencia antimicrobiana en patógenos respiratorios","Moreno M, Claudia, González E, Rubén, Beltrán, Constanza","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 185-192","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200014&lang=pt" 
"S0718-48162009000200015-chl","REVISTA DE REVISTAS","","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 193-200","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200015&lang=pt" 
"S0718-48162009000200016-chl","NOTICIERO","","Revista de otorrinolaringología y cirugía de cabeza y cuello; 69(2); 201-202","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162009000200016&lang=pt" 
"S0034-98872009000800001-chl","Factores predictores de inicio y cesación de tabaquismo en una cohorte de mujeres chilenas con 5,5 años de seguimiento","Puschel, Klaus, Thompson, Beti, Olcay, Fabiola, Ferreccio, Catterina","Revista médica de Chile; 137(8); 1001-1009","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800001&lang=pt" 
"S0034-98872009000800002-chl","Enfermedad de Still del adulto: Una gran simuladora. Experiencia clínica basada en 20 casos","Carreño, M Ángela, Carvallo, Aurelio, Trejo, Cecilia, Ballestero, Francisco, Martínez, Carola","Revista médica de Chile; 137(8); 1010-1016","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800002&lang=pt" 
"S0034-98872009000800003-chl","Carcinoma subseroso de la vesícula biliar (pT2): Valor pronóstico de la expresión de los genes supresores de tumores p53 y p27 en matrices de tejidos","Roa E, Iván, Lantadilla H, Soledad, Ibacache S, Gilda, de Aretxabala U, Xabier","Revista médica de Chile; 137(8); 1017-1022","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800003&lang=pt" 
"S0034-98872009000800004-chl","Utilidad de la tomografía computarizada de emisión de fotón único sincronizada con el electrocardiograma para la detección de isquemia miocárdica silente en diabéticos tipo 2","Peña Q, Yamilé, Coca P, Marco Antonio, Batista C, Juan Felipe, Fernández-Britto R, José, Quesada P, Rodobaldo, Peña C, Andria","Revista médica de Chile; 137(8); 1023-1030","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800004&lang=pt" 
"S0034-98872009000800005-chl","Diseño de una escala ecográfica predictora de malignidad en nódulos tiroideos: Comunicación preliminar","Domínguez, José Miguel, Baudrand, René, Arteaga, Eugenio, Campusano, Claudia, González, Gilberto, Mosso, Lorena, Cavada, Gabriel, Cruz, Francisco, Torres, Javiera, Solar, Antonieta, Arias, Tatiana, Pizarro, Alejandra, Gómez, Marcelo, Fardella, Carlos","Revista médica de Chile; 137(8); 1031-1036","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800005&lang=pt" 
"S0034-98872009000800006-chl","Efectos clínicos a largo plazo en niños intoxicados con plomo en una región del sur de Chile","Coria, Carolina, Cabello, Aurora, Tassara, Enzo, López, Eduardo, Rosales, Hugo, Pérez, Marcelo, Zavala, Claudia, Muñoz, Patricio, Orellana, Gabriel, lnostroza, María Isabel, Contreras, Lorena, Kirsten, Lilian","Revista médica de Chile; 137(8); 1037-1044","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800006&lang=pt" 
"S0034-98872009000800007-chl","Neumomediastino espontáneo (síndrome de Hamman): Una enfermedad benigna mal diagnosticada","Álvarez Z, Carlos, Jadue T, Andrés, Rojas R, Francisco, Cerda C, César, Ramírez V, Miguel, Cornejo S, Carlos","Revista médica de Chile; 137(8); 1045-1050","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800007&lang=pt" 
"S0034-98872009000800008-chl","Fiebre de origen desconocido como forma de presentación atípica de mieloma múltiple: Caso clínico","Ernst, Daniel, Sanhueza A, Luis, Rojas, Luis, Aizman, Andrés","Revista médica de Chile; 137(8); 1051-1053","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800008&lang=pt" 
"S0034-98872009000800009-chl","Trasplante con precursores hematopoyéticos de cordón umbilical en adultos con neoplasias hematológicas en Chile: Serie clínica","Burotto P, Mauricio, Bertín C-M, Pablo, Galindo A, Héctor, Garrido S, Marcelo, Melgoza P, Geraldine, Nervi N, Bruno, Ramírez V, Pablo, Ocqueteau T, Mauricio, Besa de C, Pelayo, García V, Verónica, Jara A, Verónica, Álvarez J, Elvira, Betancur B, Maritsa, Rivera L, Mirtza, Álvarez Z, Manuel","Revista médica de Chile; 137(8); 1054-1060","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800009&lang=pt" 
"S0034-98872009000800010-chl","Fenómeno de acomodación inmunológica: Trasplante hepático ABO incompatible. Caso clínico","Castro, Lorena, Yarur, Andrés, Segovia, Roberto, Ponce, Rodrigo, Uribe, Mario, Ferrario, Mario, Buckel, Erwin, Iturriaga, Hernán","Revista médica de Chile; 137(8); 1061-1065","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800010&lang=pt" 
"S0034-98872009000800011-chl","Síndrome moyamoya en paciente con síndrome de Down y déficit de antitrombina III","Hernández Ch, Marta, Huete L, Isidro, Concha G, María-José, Méndez C, José I, Sánchez D, Nicolás, Cuéllar G, María-Carolina, Retamal R, Eva, Mesa L, Tomás","Revista médica de Chile; 137(8); 1066-1070","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800011&lang=pt" 
"S0034-98872009000800012-chl","Diagnóstico del Síndrome de Ovario Poliquístico: nuevos fenotipos, nuevas incógnitas","Merino, Paulina, Schulin-Zeuthen, Carolina, Codner, Ethel","Revista médica de Chile; 137(8); 1071-1080","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800012&lang=pt" 
"S0034-98872009000800013-chl","Manejo del aneurisma de la aorta abdominal: Estado actual, evidencias y perspectivas para el desarrollo de un programa nacional","Mariné M, Leopoldo, Valdés E, Francisco, Mertens M, Renato, Krämer Sch, Albrecht, Bergoeing R, Michel, Rivera D, Dixiana, Vergara G, Jeanette, Carvajal N, Claudia","Revista médica de Chile; 137(8); 1081-1088","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800013&lang=pt" 
"S0034-98872009000800014-chl","La Revista Médica de Chile en el año 2009","Reyes B, Humberto, Andresen H, Max, Palma H, Joaquín","Revista médica de Chile; 137(8); 1089-1094","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800014&lang=pt" 
"S0034-98872009000800015-chl","Medicina Interna y Salud Pública: Claves para una relación virtuosa","Jiménez de la Jara, Jorge, Albala, Cecilia, Bambs, Claudia, Cruz Mena, Edgardo, Espinoza, Manuel, Margozzini, Paula, Rada, Gabriel, Marín, Pedro Paulo","Revista médica de Chile; 137(8); 1095-1098","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800015&lang=pt" 
"S0034-98872009000800016-chl","Las nuevas escuelas de medicina en el panorama médico actual","Román A, Oscar","Revista médica de Chile; 137(8); 1099-1104","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800016&lang=pt" 
"S0034-98872009000800017-chl","Docencia de pregrado en medicina interna en un hospital privado: Diez años de experiencia","Vukusich C, Antonio, Larrea G, Ricardo, Álamo T, Mauricio, Ponce M, Juan Carlos, Valls G, Gonzalo, González T, Claudio, Bidegain G, Francisco, Gutiérrez M, Marcos, Rivera K, Mario, Vargas D, Ángel, Navarrete M, Carlos, Góngora R, Jonás, Goldin G, Luis, Varela U, Cristian, Bozzo S, Pamela, Altuzarra H, Rogelio","Revista médica de Chile; 137(8); 1105-1112","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800017&lang=pt" 
"S0034-98872009000800018-chl","La carrera académica del Profesor Clínico de Medicina","Sánchez D, Ignacio","Revista médica de Chile; 137(8); 1113-1116","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800018&lang=pt" 
"S0034-98872009000800019-chl","Declaración de Estambul en relación al tráfico de órganos y turismo en trasplante","Uribe, Mario","Revista médica de Chile; 137(8); 1117-1121","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800019&lang=pt" 
"S0034-98872009000800020-chl","PCR universal o de amplio espectro: Un aporte a la detección e identificación de bacterias y hongos en la práctica clínica","Poggi M, Helena, Guzmán D, Ana María, García C, Patricia, Lagos L, Marcela","Revista médica de Chile; 137(8); 1122-1125","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800020&lang=pt" 
"S0034-98872009000800021-chl","Estado actual e implicancias de la acreditación de Escuelas de Medicina en Chile","Salazar Z, Cristián, Cardemil M, Felipe, Peña H, Jaime","Revista médica de Chile; 137(8); 1126-1127","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800021&lang=pt" 
"S0034-98872009000800022-chl","Diagnóstico genético disponible para la enfermedad de huntington en chile","Pérez P, Carolina, Miranda C, Marcelo, Segura-Aguilar, Juan","Revista médica de Chile; 137(8); 1128-1129","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800022&lang=pt" 
"S0034-98872009000800023-chl","XVI Congreso Panamericano de Reumatología PANLAR 2010","","Revista médica de Chile; 137(8); 1130-1130","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800023&lang=pt" 
"S0034-98872009000800024-chl","VI Curso de Medicina Interna Avanzada","Gómez Gómez, Patricia, Galdames Ibáñez, Katia","Revista médica de Chile; 137(8); 1130-1130","Revista médica de Chile","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872009000800024&lang=pt" 
"S0100-69912009000400002-scl","Análise dos fatores relacionados à suspensão de operações em um serviço de cirurgia geral de média complexidade","Landim, Fábio Machado, Paiva, Francisco Diego Silva de, Fiuza, Maria Luciana Teles, Oliveira, Emanoelle Pinheiro de, Pereira, Jonathan Guimarães, Siqueira, Iana de Almeida","Revista do Colégio Brasileiro de Cirurgiões; 36(4); 283-287","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000400002&lang=pt" 
"S0100-69912009000400003-scl","Cultura autóloga de células-tronco mesenquimais de tecido adiposo para o tratamento de rítides faciais","Claudio-da-Silva, César, Baptista, Leandra Santos, Carias, Rosana Bizon Vieira, Menezes Neto, Hélio da Cunha, Borojevic, Radovan","Revista do Colégio Brasileiro de Cirurgiões; 36(4); 288-291","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000400003&lang=pt" 
"S0100-69912009000400004-scl","Complexo miointimal das carótidas comum e interna em portadores de esquistossomose mansônica hepatoesplênica","Guimarães, André Valença, Brandt, Carlos Teixeira, Ferraz, Adriana","Revista do Colégio Brasileiro de Cirurgiões; 36(4); 292-299","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000400004&lang=pt" 
"S0034-72802009000400010-scl","Importância do exame oftalmológico na doença de von Hippel-Lindau","Aragão, Ricardo Evangelista Marrocos de, Barreira, Iêda Maria Alexandre, Bezerra, Andreya Ferreira Rodrigues, Ramos, Régia Maria Gondim, Pereira, Felipe Bezerra Alves","Revista Brasileira de Oftalmologia; 68(4); 241-244","Revista Brasileira de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802009000400010&lang=pt" 
"S0102-85292009000200001-scl","Participação do setor privado na governança ambiental global: Evolução, contribuições e obstáculos","Andrade, Jose Célio Silveira","Contexto Internacional; 31(2); 215-250","Contexto Internacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292009000200001&lang=pt" 
"S0102-85292009000200002-scl","Meio ambiente e comércio internacional: Relação sustentável ou opostos inconciliáveis? Argumentos ambientalistas e pró-comércio do debate","Queiroz, Fábio Albergaria de","Contexto Internacional; 31(2); 251-283","Contexto Internacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292009000200002&lang=pt" 
"S0102-85292009000200003-scl","Nation-building e segurança internacional: Um debate em construção","Gomes, Aureo de Toledo","Contexto Internacional; 31(2); 285-318","Contexto Internacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292009000200003&lang=pt" 
"S0102-85292009000200004-scl","Política, emancipação e humanitarismo: Uma leitura crítica da escola inglesa sobre a questão da intervenção humanitária","Valença, Marcelo Mello","Contexto Internacional; 31(2); 319-351","Contexto Internacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292009000200004&lang=pt" 
"S0102-85292009000200005-scl","A pós-graduação em relações internacionais no Brasil","Santos, Norma Breda dos, Fonseca, Fúlvio Eduardo","Contexto Internacional; 31(2); 353-380","Contexto Internacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292009000200005&lang=pt" 
"S0185-33252009000400001-mex","La Reforma Psiquiátrica Brasileña: perspectivas y problemas","Tosta Berlinck, Manoel","Salud mental; 32(4); 265-267","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400001&lang=pt" 
"S0185-33252009000400010-mex","Cervantes, Alonso-Fernández y los delirios de autometamorfosis","Ramírez-Bermúdez, Jesús","Salud mental; 32(4); 347-349","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400010&lang=pt" 
"S0185-33252009000400011-mex","Autoevaluación","Heinze, Gerhard","Salud mental; 32(4); 355-357","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400011&lang=pt" 
"S0185-33252009000400002-mex","Adolescentes consumidores de marihuana: implicaciones para la familia y la escuela","Dörr, Anneliese, Gorostegui, M. Elena, Viani, Sandra, Dörr B, M. Paz","Salud mental; 32(4); 269-278","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400002&lang=pt" 
"S0185-33252009000400003-mex","Funcionamiento neuropsicológico de adolescentes con trastorno bipolar","Castañeda Franco, Marisol, Tirado Durán, Elsa, Feria, Miriam, Palacios Cruz, Lino","Salud mental; 32(4); 279-285","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400003&lang=pt" 
"S0185-33252009000400004-mex","Encuesta de estudiantes de la Ciudad de México 2006: Prevalencias y evolución del consumo de drogas","Villatoro Velásquez, Jorge Ameth, Gutiérrez López, María de Lourdes, Quiroz del Valle, Nieves, Moreno López, Midiam, Gaytán López, Lianed, Gaytán Flores, Filiberto Itzcóatl, Amador Buenabad, Nancy, Medina-Mora Icaza, María Elena","Salud mental; 32(4); 287-297","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400004&lang=pt" 
"S0185-33252009000400005-mex","Características psicométricas de la Escala Center for Epidemiological Studies-depression (CES-D), versiones de 20 y 10 reactivos, en mujeres de una zona rural mexicana","Bojorquez Chapela, Ietza, Salgado de Snyder, Nelly","Salud mental; 32(4); 299-307","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400005&lang=pt" 
"S0185-33252009000400006-mex","Dimensiones de temperamento y carácter en pacientes con primer episodio de depresión mayor","Minaya, Omar, Fresán, Ana, Loyzaga, Cristina","Salud mental; 32(4); 309-315","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400006&lang=pt" 
"S0185-33252009000400007-mex","Riesgo y letalidad suicida en pacientes con trastorno límite de la personalidad (TLP), en un hospital de psiquiatría","Espinosa, Javier Jaime, Blum Grynberg, Bertha, Romero Mendoza, Martha Patricia","Salud mental; 32(4); 317-325","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400007&lang=pt" 
"S0185-33252009000400008-mex","Unmet needs for treatment of alcohol and drug use in four cities in Mexico","Borges, Guilherme, Medina-Mora, María Elena, Orozco, Ricardo, Fleiz, Clara, Villatoro, Jorge, Rojas, Estela, Zemore, Sarah","Salud mental; 32(4); 327-333","Salud mental","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400008&lang=pt" 
"S0185-33252009000400009-mex","Los contaminantes ambientales bifenilos policlorinados (PCB) y sus efectos sobre el Sistema Nervioso y la salud","Miller-Pérez, Carolina, Sánchez-Islas, Eduardo, Mucio-Ramírez, Samuel, Mendoza-Sotelo, José, León-Olea, Martha","Salud mental; 32(4); 335-346","Salud mental","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252009000400009&lang=pt" 
"S1870-39252009000200001-mex","La calidad de las condiciones de trabajo y su relación con la educación, género, región y exposición a la globalización en México","Casanueva Reguart, Cristina, Rodríguez Pérez, Cid-Alonso","Región y sociedad; 21(45); 3-44","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200001&lang=pt" 
"S1870-39252009000200010-mex","Nacionalismo y revolución: los acontecimientos de 1911 en Baja California","Magaña Mancillas, Mario Alberto","Región y sociedad; 21(45); 231-251","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200010&lang=pt" 
"S1870-39252009000200002-mex","La participación política de los estudiantes universitarios en el primer gobierno de alternancia en México","Murga Frassinetti, Antonio","Región y sociedad; 21(45); 45-63","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200002&lang=pt" 
"S1870-39252009000200003-mex","Vinculación y transferencia de conocimiento de los investigadores de Sonora: un enfoque basado en la importancia de los factores individuales","León Balderrama, Jorge Inés, Sandoval Godoy, Sergio A., López Leyva, Santos","Región y sociedad; 21(45); 65-96","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200003&lang=pt" 
"S1870-39252009000200004-mex","Desarrollo humano en el noroeste de México: un análisis comparativo de los estados de Sonora, Baja California y Baja California Sur, 1995-2005","Zamudio Sánchez, Francisco José, Romo Lozano, José Luis, Santiago Santiago, Florencio C.","Región y sociedad; 21(45); 97-125","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200004&lang=pt" 
"S1870-39252009000200005-mex","Rendimiento académico de alumnos de secundaria beneficiarios del Programa Oportunidades en comunidades rurales y semiurbanas de Chiapas y Nuevo León","Villarreal Guevara, María Guadalupe, López Camacho, Eunice, Bernal, Pedro, Escobedo, Julio, Valadez, Laura","Región y sociedad; 21(45); 127-164","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200005&lang=pt" 
"S1870-39252009000200006-mex","Opinión de los docentes sobre el programa de capacitación y su relación con el desempeño escolar en Sonora, 2004-2009","Borja Lira, Blanca Esthela, Vera Noriega, José Ángel, García, David","Región y sociedad; 21(45); 165-189","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200006&lang=pt" 
"S1870-39252009000200007-mex","Acceso oportuno y permanencia escolar de alumnos de 6 a 14 años en Sonora, 2003-2005","Flores Valdez, José Alfredo","Región y sociedad; 21(45); 191-204","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200007&lang=pt" 
"S1870-39252009000200008-mex","El impacto de la reestructuración económica en los procesos migratorios en Sinaloa, 1985-2005","Granados Alcantar, José Aurelio","Región y sociedad; 21(45); 205-226","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200008&lang=pt" 
"S1870-39252009000200009-mex","Mujeres, maquila y embarazo. Prácticas de atención de madres-trabajadoras en Nogales, Sonora, México","de la O Martínez, María Eugenia","Región y sociedad; 21(45); 227-229","Región y sociedad","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252009000200009&lang=pt" 
"S1726-67182009000200001-cub","Ser anestesiólogo","Cordero Escobar, Idoris","Revista Cubana de Anestesiología y Reanimación; 8(2); -","Revista Cubana de Anestesiología y Reanimación","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1726-67182009000200001&lang=pt" 
