"S1517-97022006000200012-scl","As figuras de ligação nos relatos de formação: ligações formadoras, deformadoras e transformadoras","Josso, Marie Christine","Educação e Pesquisa; 32(2); 373-383","Educação e Pesquisa","Francês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022006000200012&lang=pt" 
"S0717-75182006000200008-chl","CONCENTRACIÓN SÉRICA DE COBRE «LIBRE» Y CERULOPLASMINA EN NIÑOS CON DESNUTRICIÓN AGUDA GRAVE ANTES DE INICIAR LA TERAPIA NUTRICIONAL Y AL MOMENTO DE RECUPERAR EL APETITO EN TURBO, ANTIOQUIA, COLOMBIA","Agudelo O, Gloria Maria, Cardona H, Olga Lucia, Velásquez R, Claudia María, Parra S, Beatriz Elena, Acosta B, Mireya, Morales M, Gladis E, Bernal P, Carlos A, Burgos H, Luís Carlos","Revista chilena de nutrición; 33(2); 188-197","Revista chilena de nutrición","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182006000200008&lang=pt" 
"S0717-75182006000200009-chl","REGULACIÓN DE LA MICROBIOTA INTESTINAL EN VOLUNTARIOS SANOS MEDIANTE EL CONSUMO DE UN PRODUCTO CON EL PROBIÓTICO Lactobacillus johnsonii La1","Gotteland R, Martin, Garrido C, Daniel, Cruchet M, Sylvia","Revista chilena de nutrición; 33(2); 198-203","Revista chilena de nutrición","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182006000200009&lang=pt" 
"S0717-75182006000200010-chl","EVOLUCIÓN DE LA NUTRICIÓN DE YODO EN LA POBLACIÓN CHILENA","López-Rodríguez, Guadalupe, Muzzo B, Santiago","Revista chilena de nutrición; 33(2); 204-206","Revista chilena de nutrición","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182006000200010&lang=pt" 
"S0102-86502006000400003-scl","Use of the histopathology in the differential diagnosis of drowning in fresh and salty water: an experimental model establishment in rats","Locali, Rafael Fagionato, Almeida, Marcos de, Oliveira-Júnior, Itamar Souza de","Acta Cirurgica Brasileira; 21(4); 203-206","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400003&lang=pt" 
"S0102-86502006000400005-scl","Biomechanical properties of the biceps-labral complex submitted to mechanical stress","Costa, Adson do Socorro Sá, Leite, José Alberto Dias, Melo, Francisco Erivan Abreu, Guimarães, Sérgio Botelho","Acta Cirurgica Brasileira; 21(4); 214-218","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400005&lang=pt" 
"S0102-86502006000400006-scl","Is subdiaphragmatic aortic cross-clamping a suitable model for spinal cord ischemia/reperfusion injury study in rats?","Carrillo, Sonia Elizabeth Lopez, Guimarães, Sérgio Botelho, Vasconcelos, Paulo Roberto Cavalcante de, Vasconcelos, Paulo Roberto Leitão de","Acta Cirurgica Brasileira; 21(4); 219-222","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400006&lang=pt" 
"S0102-86502006000400009-scl","Intra-abdominal pressure measurement during ultrasound assessment of women with stress urinary incontinence: a novel model","Brandt, Frederico Teixeira, Lorenzato, Felipe Rinald Barbosa, Nóbrega, Leonor Viana, Albuquerque, Carla Daisy Costa, Falcão, Rosângela, Araújo Júnior, Abelardo Alves de","Acta Cirurgica Brasileira; 21(4); 237-241","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400009&lang=pt" 
"S0102-86502006000400010-scl","Influence of S(+)-ketamine analgesia in renal intraoperative ischemia: histological study in rats","Rusafa Neto, Eloy, Vianna, Pedro Thadeu Galvão, Viero, Rosa Marlene, Módolo, Norma Sueli Pinheiro, Ganem, Eliana Marisa, Braz, Reinaldo Cerqueira, Castiglia, Yara Marcondes Machado","Acta Cirurgica Brasileira; 21(4); 242-246","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400010&lang=pt" 
"S0102-86502006000400013-scl","Experimental model for low level laser therapy on ischemic random skin flap in rats","Prado, Rodrigo Paschoal, Liebano, Richard Eloin, Hochman, Bernardo, Pinfildi, Carlos Eduardo, Ferreira, Lydia Masako","Acta Cirurgica Brasileira; 21(4); 258-262","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400013&lang=pt" 
"S0102-86502006000400001-scl","Effects of L-arginine oral supplements in pregnant spontaneously hypertensive rats","Moura, José Ricardo Sousa Ayres de, Sass, Nelson, Guimarães, Sérgio Botelho, Vasconcelos, Paulo Roberto Leitão de, Mattar, Rosiane, Kulay Jr, Luis","Acta Cirurgica Brasileira; 21(4); 192-196","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400001&lang=pt" 
"S0102-86502006000400002-scl","Effect of aging on liver regeneration in rats","Biondo-Simões, Maria de Lourdes Pessole, Matias, Jorge Eduardo Fouto, Montibeller, Guilherme Ramina, Siqueira, Letícia Cristina Dalledone, Nunes, Eduardo da Silva, Grassi, Cristiano Antonio","Acta Cirurgica Brasileira; 21(4); 197-202","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400002&lang=pt" 
"S0102-86502006000400004-scl","Gastric proliferative lesions induced by duodenogastric reflux in rats","Monteiro, Rosângela Lucinda Rocha, Andreollo, Nelson Adami, Rodrigues, Maria Aparecida Marchesan, Araujo, Marina Raquel","Acta Cirurgica Brasileira; 21(4); 207-213","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400004&lang=pt" 
"S0102-86502006000400007-scl","Liver glutathione depletion after preservation and reperfusion in human liver transplantation","Grezzana Filho, Tomaz de Jesus Maria, Corso, Carlos Otávio, Zanotelli, Maria Lúcia, Marroni, Cláudio Augusto, Brandão, Ajácio Bandeira Mello, Schlindwein, Eduardo, Leipnitz, Ian, Meine, Mário Henrique Mattos, Fleck Jr., Alfeu, Hoppen, Ricardo, Kiss, Guillermo, Cantisani, Guido Pio Cracco","Acta Cirurgica Brasileira; 21(4); 223-229","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400007&lang=pt" 
"S0102-86502006000400008-scl","Manometric and radiographic evaluation of transduodenal sphincteroplasty (papillary dilation) in dogs","Zavadinack Netto, Martin, Fagundes, Djalma José, Bandeira, César Orlando Peralta","Acta Cirurgica Brasileira; 21(4); 230-236","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400008&lang=pt" 
"S0102-86502006000400011-scl","Effects of enoxaparin on the healing of abdominal wall in rats: study on breaking strength and histopatology","Oliveira, Paulo Gonçalves de, Sousa, João Batista de, Reys, Luiz Guilherme C. V., Magalhães, Albino Verçosa de, Rabelo, Francieli de Sousa, Muniz, Karla Cardoso","Acta Cirurgica Brasileira; 21(4); 247-251","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400011&lang=pt" 
"S0102-86502006000400012-scl","Surgical reduction of the renal mass in rats: morphologic and functional analysis on the remnant kidney","Santos, Luiz Sérgio, Chin, Eduardo Wei Kin, Ioshii, Sérgio Ossamu, Tambara Filho, Renato","Acta Cirurgica Brasileira; 21(4); 252-257","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400012&lang=pt" 
"S0102-86502006000400014-scl","Structured abstracts: narrative review","Guimarães, Carlos Alberto","Acta Cirurgica Brasileira; 21(4); 263-268","Acta Cirurgica Brasileira","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502006000400014&lang=pt" 
"S0101-73302006000200004-scl","Caminos cruzados: género en las políticas educativas en el Perú en los últimos diez años","Muñoz Cabrejo, Fanni","Educação &amp; Sociedade; 27(95); 385-406","Educação &amp; Sociedade","Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200004&lang=pt" 
"S0101-73302006000200006-scl","Articulando raça e classe: efeitos para a construção da identidade afrodescendente","Backes, José Licínio","Educação &amp; Sociedade; 27(95); 429-443","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200006&lang=pt" 
"S0036-46652006000400006-scl","Clinical and epidemiological aspects of HTLV-II infection in São Paulo, Brazil: presence of Tropical Spastic Paraparesis/HTLV-Associated Myelopathy (TSP/HAM) simile diagnosis in HIV-1-co-infected subjects","Posada-Vergara, Maria Paulina, Montanheiro, Patrícia, Fukumori, Ligia M.I., Bonasser, Francisco, Duarte, Alberto José da Silva, Oliveira, Augusto Cesar Penalva de, Casseb, Jorge","Revista do Instituto de Medicina Tropical de São Paulo; 48(4); 207-210","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652006000400006&lang=pt" 
"S0036-46652006000400002-scl","Virulence factors of uropathogenic Escherichia coli from a University Hospital in Ribeirão Preto, São Paulo, Brazil","Santo, Edilene, Macedo, Claudia, Marin, José Moacir","Revista do Instituto de Medicina Tropical de São Paulo; 48(4); 185-188","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652006000400002&lang=pt" 
"S0036-46652006000400001-scl","Salmonella serovars isolated from humans in São Paulo State, Brazil, 1996-2003","Fernandes, Sueli A., Tavechio, Ana T., Ghilardi, Ângela C.R., Dias, Ângela M.G., Almeida, Ivete A.Z.C. de, Melo, Leyva C.V. de","Revista do Instituto de Medicina Tropical de São Paulo; 48(4); 179-184","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652006000400001&lang=pt" 
"S0036-46652006000400003-scl","Mass treatment for intestinal helminthisis control in an Amazonian endemic area in Brazil","Bóia, Márcio Neves, Carvalho- Costa, Filipe Anibal, Sodré, Fernando Campos, Eyer-Silva, Walter A., Lamas, Cristiane Cruz, Lyra, Marcelo Rosadinski, Pinto Júnior, Vitor Laerte, Cantalice Filho, João Paulo, Oliveira, Ana Lucia L., Carvalho, Liège M. Abreu, Gross, Julise B., Sousa, Ana Lucia S., Moraes, Teruo Ito de, Bermudez-Aza, Elkin Hernán, Martins, Ezequias Baptista, Coura, José Rodrigues","Revista do Instituto de Medicina Tropical de São Paulo; 48(4); 189-195","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652006000400003&lang=pt" 
"S0036-46652006000400010-scl","Does Cleome droserifolia have anti-schistosomiasis mansoni activity?","El-Shenawy, Nahla S., Soliman, Maha F.M., Abdel-Nabi, Ismail M.","Revista do Instituto de Medicina Tropical de São Paulo; 48(4); 223-228","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652006000400010&lang=pt" 
"S0021-75572006000500008-scl","Avaliação prospectiva de 11 pacientes brasileiros com mucopolissacaridose II","Pinto, Louise L. C., Schwartz, Ida V. D., Puga, Ana C. S., Vieira, Taiane A., Munoz, Maria Verônica R., Giugliani, Roberto","Jornal de Pediatria; 82(4); 273-278","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000500008&lang=pt" 
"S0101-73302006000200001-scl","","","Educação &amp; Sociedade; 27(95); 335-338","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200001&lang=pt" 
"S0101-73302006000200005-scl","Gênero na educação básica: quem se importa? Uma análise de documentos de políticas públicas no Brasil","Vianna, Claudia, Unbehaum, Sandra","Educação &amp; Sociedade; 27(95); 407-428","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200005&lang=pt" 
"S0101-73302006000200016-scl","Tempos pós-modernos","Leclerc, Gesuína de Fátima Elias","Educação &amp; Sociedade; 27(95); 612-615","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200016&lang=pt" 
"S0101-73302006000200011-scl","Sobre brinquedos e infância: aspectos da experiência e da cultura do brincar","Almeida, Danielle Barbosa Lins de","Educação &amp; Sociedade; 27(95); 541-551","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200011&lang=pt" 
"S0101-73302006000200010-scl","Platão contra as pretensões educativas da poesia homérica","Rodrigo, Lidia Maria","Educação &amp; Sociedade; 27(95); 523-539","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200010&lang=pt" 
"S0101-73302006000200015-scl","Mercantilismo na educação superior brasileira","Souza, Maria Luiza de Mello e","Educação &amp; Sociedade; 27(95); 607-611","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200015&lang=pt" 
"S0101-73302006000200014-scl","O professor da educação básica e seus saberes profissionais","Gariglio, José Ângelo","Educação &amp; Sociedade; 27(95); 603-606","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200014&lang=pt" 
"S0101-73302006000200002-scl","A razão ilustrada e a diversidade humana","Miranda, Luiz Francisco Albuquerque de","Educação &amp; Sociedade; 27(95); 341-360","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200002&lang=pt" 
"S0101-73302006000200003-scl","Una cartografía social del género en educación","Stromquist, Nelly P.","Educação &amp; Sociedade; 27(95); 361-383","Educação &amp; Sociedade","Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200003&lang=pt" 
"S0101-73302006000200007-scl","O eu e o outro no médio indígena: alto Rio Negro (AM)","Camargo, Dulce Maria Pompêo de, Albuquerque, Judite Gonçalves de","Educação &amp; Sociedade; 27(95); 445-469","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200007&lang=pt" 
"S0101-73302006000200008-scl","Conversas com... sobre a didática e a perspectiva multi/intercultural","Candau, Vera Maria, Koff, Adélia Maria Nehme Simão e","Educação &amp; Sociedade; 27(95); 471-493","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200008&lang=pt" 
"S0101-73302006000200009-scl","Políticas da diferença: para além dos estereótipos na prática educacional","Fleuri, Reinaldo Matias","Educação &amp; Sociedade; 27(95); 495-520","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200009&lang=pt" 
"S0101-73302006000200012-scl","Infâncias nas vozes das crianças: culturas infantis, trabalho e resistência","Müller, Fernanda","Educação &amp; Sociedade; 27(95); 553-573","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200012&lang=pt" 
"S0101-73302006000200013-scl","A pesquisa e a criação de conhecimentos na pós-graduação em educação no Brasil: conversas com Maria Célia Moraes e Acácia Kuenzer","Oliveira, Inês Barbosa de, Alves, Nilda","Educação &amp; Sociedade; 27(95); 577-599","Educação &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302006000200013&lang=pt" 
"S0036-46652006000400011-scl","Primary liver AIDS-related lympoma","Villafañe, María Florencia, Trione, Norberto, Corti, Marcelo, Mendez, Nora, Gancedo, Elisa, Zamora, Norberto, Levin, Marta","Revista do Instituto de Medicina Tropical de São Paulo; 48(4); 229-231","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652006000400011&lang=pt" 
"S0036-46652006000400013-scl","Unpredicted HTLV-1 infection in female sex worker from Imbituba, Santa Catarina, Brazil","Caterino-de-Araujo, Adele, Santos-Fortuna, Elizabeth, Magri, Mariana Cavalheiro, Schuelter-Trevisol, Fabiana, Silva, Marcos Vinicius da","Revista do Instituto de Medicina Tropical de São Paulo; 48(4); 237-238","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652006000400013&lang=pt" 
"S0036-46652006000400014-scl","WHO Expert Committe On Specifications for Pharnaceutical Preparations: fortieth report","","Revista do Instituto de Medicina Tropical de São Paulo; 48(4); 200-200","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652006000400014&lang=pt" 
"S0036-36342006000400011-spa","Salud infantil y medio ambiente en América del Norte: Un primer informe de indicadores y mediciones disponibles","Vargas, Alvaro R. Osornio, Buka, Irena","Salud Pública de México; 48(4); 358-359","Salud Pública de México","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400011&lang=pt" 
"S0036-36342006000400001-spa","Polimorfismo -116C-G del gen &lt;FONT FACE=Symbol&gt;a&lt;/font&gt;-sinucleína en pacientes con enfermedad de Parkinson","Ramírez-Jirano, Luis Javier, Ruiz-Sandoval, José Luis, Jiménez-Gil, Francisco Javier, Ramírez-Vega, Jorge, Vargas-Frutos, Elizabeth, Gallegos-Arreola, Martha Patricia","Salud Pública de México; 48(4); 289-290","Salud Pública de México","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400001&lang=pt" 
"S0036-36342006000400002-spa","La certificación, garantía de excelencia en el contexto internacional","Magaña, Laura","Salud Pública de México; 48(4); 291-292","Salud Pública de México","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400002&lang=pt" 
"S0036-36342006000400010-spa","Uso de la variabilidad de la frecuencia cardiaca como marcador de los efectos cardiovasculares asociados con la contaminación del aire","Riojas-Rodríguez, Horacio, Holguin, Fernando, González-Hermosillo, Antonio, Romieu, Isabelle","Salud Pública de México; 48(4); 348-357","Salud Pública de México","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400010&lang=pt" 
"S0036-36342006000400009-spa","Tratamiento estadístico de la falta de respuesta en estudios epidemiológicos transversales","Carracedo-Martínez, Eduardo, Figueiras, Adolfo","Salud Pública de México; 48(4); 341-347","Salud Pública de México","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400009&lang=pt" 
"S0036-36342006000400008-spa","Aplicación de la perspectiva de género en artículos publicados en cuatro revistas nacionales de salud, México, 2000-2003","Cerón-Mireles, Prudencia, Sánchez-Carrillo, Constanza I., Robledo-Vera, Cecilia, Zolezzi, Aurora del Río, Pedrosa-Islas, Laura, Reyes-Zapata, Hilda, Cerón-Mireles, Berta, Ordaz-Hernández, Guadalupe, Olaiz-Fernández, Gustavo Adolfo","Salud Pública de México; 48(4); 332-340","Salud Pública de México","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400008&lang=pt" 
"S0036-36342006000400007-spa","Aceptabilidad de los suplementos alimenticios del programa Oportunidades","Zarco, Angel, Mora, Gerardo, Pelcastre, Blanca, Flores, Mario, Bronfman, Mario","Salud Pública de México; 48(4); 325-331","Salud Pública de México","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400007&lang=pt" 
"S0036-36342006000400006-spa","Acceptability and perceived side effects of insecticide indoor residual spraying under different resistance management strategies","Rodríguez, Américo David, Penilla, Rosa Patricia, Rodríguez, Mario Henry, Hemingway, Janet, Trejo, Antonio, Hernández-Avila, Juan Eugenio","Salud Pública de México; 48(4); 317-324","Salud Pública de México","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400006&lang=pt" 
"S0036-36342006000400005-spa","Estrategias novedosas de prevención de embarazo e ITS/VIH/sida entre adolescentes escolarizados mexicanos","Torres, Pilar, Walker, Dilys M., Gutiérrez, Juan Pablo, Bertozzi, Stefano M.","Salud Pública de México; 48(4); 308-316","Salud Pública de México","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400005&lang=pt" 
"S0036-36342006000400003-spa","Triglycerides and high-density lipoprotein cholesterol are associated with insulinemia in adolescents","Ramírez-López, Guadalupe, González-Villalpando, Clicerio, Salmerón, Jorge, González-Ortiz, Manuel, Valles-Sánchez, Victoria","Salud Pública de México; 48(4); 293-299","Salud Pública de México","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400003&lang=pt" 
"S0036-36342006000400004-spa","Reproductive and lifestyle factors associated with early menopause in Mexican women","Ortega-Ceballos, Paola A., Morán, Carlos, Blanco-Muñoz, Julia, Yunes-Díaz, Elsa, Castañeda-Iñiguez, Maura S., Salmerón, Jorge","Salud Pública de México; 48(4); 300-307","Salud Pública de México","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342006000400004&lang=pt" 
"S0717-69962006000200001-chl","Editorial","Palmer, Montserrat","ARQ (Santiago); (63); 9-9","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200001&lang=pt" 
"S0717-69962006000200002-chl","Arquitectura y virtualidad: Hacia una nueva condición material","Picon, Antoine","ARQ (Santiago); (63); 10-15","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200002&lang=pt" 
"S0717-69962006000200003-chl","Materia generativa: Dinámica material y comportamiento colectivo","Godoy, Jorge, Aisenson, Daniel","ARQ (Santiago); (63); 16-19","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200003&lang=pt" 
"S0717-69962006000200004-chl","Diseño y manufactura digital: Horizontes en la práctica y enseñanza de la arquitectura","Labarca, Claudio, Lyon, Arturo","ARQ (Santiago); (63); 20-21","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200004&lang=pt" 
"S0717-69962006000200005-chl","Translation and/or representation","Rykwert, Joseph","ARQ (Santiago); (63); 22-25","ARQ (Santiago)","Inglês","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200005&lang=pt" 
"S0717-69962006000200006-chl","Los bajos de los edificios altos: Un itinerario construido con 4 visitas puntuales","Faiden, Marcelo","ARQ (Santiago); (63); 26-29","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200006&lang=pt" 
"S0717-69962006000200007-chl","Sobre cáscaras y blobs: Superficies estructurales de la era digital","Bechthold, Martin","ARQ (Santiago); (63); 30-35","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200007&lang=pt" 
"S0717-69962006000200008-chl","Materialidad digital: Tres acercamientos entre el diseño digital y la construcción material","Rosenberg, Daniel","ARQ (Santiago); (63); 36-38","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200008&lang=pt" 
"S0717-69962006000200009-chl","Atracción de lo virtual, voluntad de lo real","Baixas, Juan Ignacio","ARQ (Santiago); (63); 39-41","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200009&lang=pt" 
"S0717-69962006000200010-chl","Insoportable","Corrada, Manuel","ARQ (Santiago); (63); 42-43","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200010&lang=pt" 
"S0717-69962006000200011-chl","Torres siamesas: Macul, Chile","Aravena, Alejandro","ARQ (Santiago); (63); 44-49","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200011&lang=pt" 
"S0717-69962006000200012-chl","","Tisi, Rodrigo","ARQ (Santiago); (63); 50-53","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200012&lang=pt" 
"S0717-69962006000200013-chl","Pabellón Philips: Bruselas, Bélgica","Corbusier, Le, Pérez, Fernando","ARQ (Santiago); (63); 54-59","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200013&lang=pt" 
"S0717-69962006000200014-chl","Fundación Ibere Camargo: Porto Alegre, Brasil","Siza, Álvaro, Rihl, Fernando","ARQ (Santiago); (63); 60-67","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200014&lang=pt" 
"S0717-69962006000200015-chl","Hotel Remota: Puerto Natales, Chile","Del Sol, Germán","ARQ (Santiago); (63); 68-73","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200015&lang=pt" 
"S0717-69962006000200016-chl","Noticias de la Facultad","","ARQ (Santiago); (63); 74-75","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200016&lang=pt" 
"S0717-69962006000200017-chl","Noticias e-mail cartas","","ARQ (Santiago); (63); 76-77","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200017&lang=pt" 
"S0717-69962006000200018-chl","Libros y Revistas Recibidos","","ARQ (Santiago); (63); 78-78","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200018&lang=pt" 
"S0717-69962006000200019-chl","Reseña de libros","","ARQ (Santiago); (63); 79-79","ARQ (Santiago)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962006000200019&lang=pt" 
"S0042-96862006000800009-spa","The knowledge-value chain: a conceptual framework for knowledge translation in health","Landry, Réjean, Amara, Nabil, Pablos-Mendes, Ariel, Shademani, Ramesh, Gold, Irving","Bulletin of the World Health Organization; 84(8); 597-602","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000800009&lang=pt" 
"S0042-96862006000800013-spa","Assessing country-level efforts to link research to action","Lavis, John N, Lomas, Jonathan, Hamid, Maimunah, Sewankambo, Nelson K","Bulletin of the World Health Organization; 84(8); 620-628","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000800013&lang=pt" 
"S0042-96862006000800014-spa","Linking local knowledge with global action: examining the Global Fund to Fight AIDS, Tuberculosis and Malaria through a knowledge system lens","van Kerkhoff, Lorrae, Szlezák, Nicole","Bulletin of the World Health Organization; 84(8); 629-635","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000800014&lang=pt" 
