"S0718-560X2014000400011-chl","Fishing in Easter Island, a recent history (1950-2010)","Zylich, Kyrstn, Harper, Sarah, Lidandeo, Roberto, Vega, Rodrigo, Zeller, Dirk","Latin american journal of aquatic research; 42(4); 845-856","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000400011&lang=pt" 
"S1677-55382014000500676-scl","Epididymitis in Patients with Anorectal Malformations: A Cause for Urologic Concern","VanderBrink, Brian A., Sivan, Bezalel, Levitt, Marc A., Peña, Alberto, Sheldon, Curtis A., Alam, Shumyle","International braz j urol; 40(5); 676-682","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500676&lang=pt" 
"S1677-55382014000500650-scl","Comparison of Pneumatic, Ultrasonic and Combination Lithotripters in Percutaneous Nephrolithotripsy","Zengin, Kursad, Sener, Nevzat Can, Bas, Okan, Nalbant, Ismail, Alisir, Inan","International braz j urol; 40(5); 650-655","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500650&lang=pt" 
"S1677-55382014000500637-scl","Identifying unrecognized collecting system entry and the integrity of repair during open partial nephrectomy: comparison of two techniques","Rao, Sandhya R., Moussly, Sammy, Pacheco, Michelle, Spiess, Philippe E., Sexton, Wade J.","International braz j urol; 40(5); 637-643","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500637&lang=pt" 
"S0034-71672014000500673-scl","Promoting the Advanced Nursing Practice role in Latin America","Cassiani, Silvia Helena De Bortoli, Zug, Keri Elizabeth","Revista Brasileira de Enfermagem; 67(5); 673-674","Revista Brasileira de Enfermagem","Inglês, Português, Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500673&lang=pt" 
"S0103-64402014000500391-scl","Effect of a Denture Adhesive on the Satisfaction and Kinesiographic Parameters of Complete Denture Wearers: A Cross-Over Randomized Clinical Trial","Marin, Danny Omar Mendoza, Leite, Andressa Rosa Perin, Paleari, André Gustavo, Rodriguez, Larissa Santana, Oliveira Junior, Norberto Martins de, Pero, Ana Carolina, Compagnoni, Marco Antonio","Brazilian Dental Journal; 25(5); 391-398","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500391&lang=pt" 
"S0034-71672014000500803-scl","Qualidade de vida em mulheres no climatério atendidas na Atenção Primária","Miranda, Jéssica Steffany, Ferreira, Maria de Lourdes da Silva Marques, Corrente, José Eduardo","Revista Brasileira de Enfermagem; 67(5); 803-809","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500803&lang=pt" 
"S0103-64402014000500399-scl","Effects of Green Tea Application Time on Bond Strength after Enamel Bleaching","Ozelin, Andrezza Astafief, Guiraldo, Ricardo Danil, Carvalho, Rodrigo Varella de, Lopes, Murilo Baena, Berger, Sandrine Bittencourt","Brazilian Dental Journal; 25(5); 399-403","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500399&lang=pt" 
"S0034-71672014000500759-scl","Idosos vítimas de trauma: doenças preexistentes, medicamentos em uso no domicílio e índices de trauma","Degani, Gláucia Costa, Pereira Júnior, Gerson Alves, Rodrigues, Rosalina Aparecida Partezani, Luchesi, Bruna Moretti, Marques, Sueli","Revista Brasileira de Enfermagem; 67(5); 759-765","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500759&lang=pt" 
"S1677-55382014000500585-scl","Beyond the frontiers","","International braz j urol; 40(5); 585-587","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500585&lang=pt" 
"S1677-55382014000500588-scl","Tubularized incised plate urethroplasty for hypospadias reoperation: a review and meta-analysis","Mousavi, Seyed A., Aarabi, Mohsen","International braz j urol; 40(5); 588-595","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500588&lang=pt" 
"S0034-71672014000500825-scl","Efeitos da sondagem nasogástrica em pacientes com acidente cerebrovascular e disfagia","Cavalcante, Tahissa Frota, Araújo, Thelma Leite de, Oliveira, Ana Railka de Souza","Revista Brasileira de Enfermagem; 67(5); 825-831","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500825&lang=pt" 
"S1677-55382014000500708-scl","Optimizing Penile Length in Patients Undergoing Partial Penectomy for Penile Cancer: Novel Application of the Ventral Phalloplasty Oncoplastic Technique","Wallen, Jared J., Baumgarten, Adam S., Kim, Tim, Hakky, Tariq S., Carrion, Rafael E., Spiess, Philippe E.","International braz j urol; 40(5); 708-709","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500708&lang=pt" 
"S1677-55382014000500702-scl","Urological surgery in epidermolysis bullosa: tactical planning for surgery and anesthesia","Jesus, Lisieux Eyer de, Rangel, Maira, Moura Filho, Ronaldo S., Novaes, Glória, Quattrino, Ada, Aguas, Angelica F.","International braz j urol; 40(5); 702-707","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500702&lang=pt" 
"S0034-71672014000500715-scl","Validação das diretrizes gerais de comunicação do enfermeiro com o cego","Pagliuca, Lorita Marlena Freitag, Macêdo-Costa, Kátia Nêyla de Freitas, Rebouças, Cristiana Brasil de Almeida, Almeida, Paulo César de, Sampaio, Antonia Ferreira Alves","Revista Brasileira de Enfermagem; 67(5); 715-721","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500715&lang=pt" 
"S0034-71672014000500730-scl","Avaliação do risco coronariano e sua relação com as ações de saúde em hipertensos","Silva, Viviane Rassele, Molina, Maria del Carmen Bisi, Cade, Nagela Valadão","Revista Brasileira de Enfermagem; 67(5); 730-736","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500730&lang=pt" 
"S0103-64402014000500372-scl","Expression of Glucose Transporters 1 and 3 in Metastatic and Non-Metastatic Lower Lip Squamous Cell Carcinoma","Demeda, Clarissa Favero, Carvalho, Cyntia Helena Pereira de, Aquino, Ana Rafaela Luz de, Nonaka, Cassiano Francisco Weege, Souza, Lélia Batista de, Pinto, Leão Pereira","Brazilian Dental Journal; 25(5); 372-378","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500372&lang=pt" 
"S0103-64402014000500379-scl","Assessment of Bone Healing in Rabbit Calvaria Grafted with Three Different Biomaterials","Takauti, Carlos Alberto Yoshihiro, Futema, Fabio, Brito Junior, Rui Barbosa de, Abrahão, Aline Corrêa, Costa, Claudio, Queiroz, Celso Silva","Brazilian Dental Journal; 25(5); 379-384","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500379&lang=pt" 
"S0103-64402014000500425-scl","Antimicrobial Effect and Transdentinal Diffusion of New Intracanal Formulations Containing Nitrofurantoin or Doxycycline","Silva, Ana Rita, Santos, Elizabete Brasil, Pinto, Shelon Cristina Souza, Gomes, João Carlos, Vaz, Irene Pina, Carvalho, Manuel Fontes","Brazilian Dental Journal; 25(5); 425-429","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500425&lang=pt" 
"S0103-64402014000500420-scl","Effect of Super-Oxidized Water, Sodium Hypochlorite and EDTA on Dentin Microhardness","Ghisi, Alexandre Corrêa, Kopper, Patrícia Maria Poli, Baldasso, Flávia E. R., Stürmer, Caroline P., Rossi-Fedele, Giampiero, Steier, Liviu, Figueiredo, José Antonio Poli de, Morgental, Renata Dornelles, Vier-Pelisser, Fabiana Vieira","Brazilian Dental Journal; 25(5); 420-424","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500420&lang=pt" 
"S1677-55382014000500683-scl","Alpha adrenergic receptors in renal pelvis and calyces: can rat models be used?","Karabacakb, Osman Raif, Sener, Nevzat Can, Yilmazer, Demet, Karabacak, Yurdum, Goktug, Hasan Nedim Goksel, Yigitbasi, Orhan, Alper, Murat","International braz j urol; 40(5); 683-689","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500683&lang=pt" 
"S0103-64402014000500409-scl","Quantitative Assessment of Root Canal Roughness with Calcium-Based Hypochlorite Irrigants by 3D CLSM","Oliveira, Juliana Santos, Raucci Neto, Walter, Faria, Natália Spadine de, Fernandes, Fernanda Silva, Miranda, Carlos Eduardo Saraiva, Rached-Junior, Fuad Jacob Abi","Brazilian Dental Journal; 25(5); 409-415","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500409&lang=pt" 
"S0103-64402014000500404-scl","Detection of Apical Inflammatory Root Resorption Associated with Periapical Lesion Using Different Methods","Estrela, Carlos, Guedes, Orlando Aguirre, Rabelo, Luiz Eduardo G., Decurcio, Daniel Almeida, Alencar, Ana Helena G, Estrela, Cyntia R.A., Figueiredo, José Antônio Poli de","Brazilian Dental Journal; 25(5); 404-408","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500404&lang=pt" 
"S0103-64402014000500442-scl","Temporomandibular Disorders in a Sample Population of the Brazilian Northeast","Mello, Victor Villaça Cardoso de, Barbosa, André Cavalcante da Silva, Morais, Mariana Pacheco Lima de Assis, Gomes, Simone Guimarães Farias, Vasconcelos, Márcia Maria Vendiciano Barbosa, Caldas Júnior, Arnaldo de França","Brazilian Dental Journal; 25(5); 442-446","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500442&lang=pt" 
"S1677-55382014000500605-scl","How many cores should be taken in a repeat biopsy on patients in whom atypical small acinar proliferation has been identified in an initial transrectal prostate biopsy?","Aglamis, Erdogan, Kocaarslan, Ramazan, Yucetas, Ugur, Toktas, Gokhan, Ceylan, Cavit, Doluoglu, Omer Gokhan, Unluer, Erdinc","International braz j urol; 40(5); 605-612","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500605&lang=pt" 
"S1677-55382014000500656-scl","Surgical management of adrenal cysts: a single-institution experience","Lyu, Xiao, Liu, Liangren, Yang, Lu, Gao, Liang, Wei, Qiang","International braz j urol; 40(5); 656-665","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500656&lang=pt" 
"S0034-71672014000500722-scl","Fatores ambientais associados ao tempo de decisão para procura de atendimento no infarto do miocárdio","Mussi, Fernanda Carneiro, Mendes, Andreia Santos, Damasceno, Carla Almeida, Gibaut, Mariana de Almeida Moraes, Guimarães, Armênio Costa, Teles, Carlos Antônio de Souza","Revista Brasileira de Enfermagem; 67(5); 722-729","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500722&lang=pt" 
"S1516-14392014000500014-scl","Plasma-spray synthesis and characterization of ti-based nitride and oxide nanogranules","Antipas, Georgios S. E.","Materials Research; 17(5); 1213-1218","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500014&lang=pt" 
"S1516-14392014000500010-scl","Mechanical and microstructural characterization of Nodular Cast Iron (NCI) with Niobium Additions","Souza, Tânia Nogueira Fonseca, Nogueira, Rogéria Alves Perilo Sousa, Franco, Francis José Saldanha, Aguilar, Maria Teresa Paulino, Cetlin, Paulo Roberto","Materials Research; 17(5); 1167-1172","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500010&lang=pt" 
"S0121-50512014000400015-col","Building Chinese Cars in Mexico: The Grupo Salinas-FAW Alliance","Cuervo-Cazurra, Álvaro, Montoya, Miguel A","Innovar; 24(54); 219-230","Innovar","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512014000400015&lang=pt" 
"S0121-50512014000400007-col","La responsabilidad social corporativa en los gobiernos locales: el caso de Reino Unido e Irlanda","Navarro-Galera, Andrés, Ruiz-Lozano, Mercedes, de los Ríos-Berjillos, Araceli, Tirado-Valencia, Pilar","Innovar; 24(54); 89-105","Innovar","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512014000400007&lang=pt" 
"S1409-469X2014000300079-cri","Aproximaciones al Estudio de la Pobreza en La Región de Occidente: Los Cantones de Naranjo, Palmares y San Ramón","Arroyo Navarro, Illiana, Rodríguez Rodríguez, Melba","Diálogos Revista Electrónica de Historia; 15(); 79-89","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300079&lang=pt" 
"S1409-469X2014000300066-cri","Los Datos Censales Como Fuente Para La Caracterización De La Producción Agropecuaria Del Cantón De Palmares (1950-1984)","Badilla Vargas, Maynor, Solórzano Vargas, William","Diálogos Revista Electrónica de Historia; 15(); 66-78","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300066&lang=pt" 
"S1409-469X2014000300175-cri","Acercamiento crítico al holismo en la educación inicial: una discusión metodológica","Orozco Castro, Cynthia, Durán Rodríguez, Maricel, Fernández Orozco, Evelyn, Hidalgo Arias, Sarita, Quintanilla Segura, Annia, Ramírez Moya, Eva","Diálogos Revista Electrónica de Historia; 15(); 175-195","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300175&lang=pt" 
"S1409-469X2014000300138-cri","Condición económica e institucional de las poblaciones adyacentes a la Reserva Biológica Alberto Manuel Brenes","Guido Granados, Ismael G.","Diálogos Revista Electrónica de Historia; 15(); 138-153","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300138&lang=pt" 
"S1409-469X2014000300003-cri","Los Caminos de la Historia Local en San Ramón","Castro Sánchez, Silvia","Diálogos Revista Electrónica de Historia; 15(); 3-18","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300003&lang=pt" 
"S1409-469X2014000300154-cri","Procesos de enseñanza y aprendizaje del inglés en la región de occidente: fortalezas y limitaciones en didáctica, estrategias de evaluación y destrezas lingüísticas y comunicativas","Navarro Ramírez, Dunnia, Piñeiro Ruiz, Milagro","Diálogos Revista Electrónica de Historia; 15(); 154-174","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300154&lang=pt" 
"S1409-469X2014000300039-cri","El Neoclasicismo Llega A La Ruralidad Nacional En El Siglo XIX: El Palacio Municipal De San Ramón","Villalobos Cubero, Lissy Marcela","Diálogos Revista Electrónica de Historia; 15(); 39-65","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300039&lang=pt" 
"S1409-469X2014000300090-cri","Denuncia y delito en el mundo rural Costarricense: el caso de Naranjo (1880-1924)","González Ayala, Eduardo","Diálogos Revista Electrónica de Historia; 15(); 90-118","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300090&lang=pt" 
"S1409-469X2014000300019-cri","Los Boyeros en el Noroccidente del Valle Central de Costa Rica entre los Siglos XIX Y XX","Sancho, Javier Rodríguez","Diálogos Revista Electrónica de Historia; 15(); 19-38","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300019&lang=pt" 
"S1409-469X2014000300119-cri","Educación continua en promoción de la salud, desde una acción interinstitucional","Quesada Monge, Ana Cristina, Picado Herrera, Lidia Isabel","Diálogos Revista Electrónica de Historia; 15(); 119-137","Diálogos Revista Electrónica de Historia","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-469X2014000300119&lang=pt" 
"S2014-98322014000600001-esp","Editorial","Gual, Arcadi, Rodríguez de Castro, Felipe","FEM: Revista de la Fundación Educación Médica; 17(); s1-s1","FEM: Revista de la Fundación Educación Médica","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322014000600001&lang=pt" 
"S2014-98322014000600002-esp","Recopilatorio","","FEM: Revista de la Fundación Educación Médica; 17(); 1-82","FEM: Revista de la Fundación Educación Médica","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322014000600002&lang=pt" 
"S2225-62532014001000009-sza","Management of the Nkomati Mine crusher slope failure","Armstrong, R., Moletsane, K.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 811-814","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000009&lang=pt" 
"S2225-62532014001000013-sza","Estimation of future ground vibration levels in Malmberget town due to mining-induced seismic activity","Wettainen, T., Martinsson, J.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 835-843","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000013&lang=pt" 
"S2225-62532014001000006-sza","Unique fall-of-ground prevention strategy implemented at Two Rivers Platinum Mine","Esterhuizen, A.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 785-790","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000006&lang=pt" 
"S2225-62532014001000003-sza","Extending empirical evidence through numerical modelling in rock engineering design","Esterhuizen, G.S.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 755-764","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000003&lang=pt" 
"S2225-62532014001000004-sza","Time-dependent tensile strengths of Bushveld Complex rocks and implications for rock failure around mining excavations","Nyungu, D., Stacey, T.R.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 765-772","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000004&lang=pt" 
"S2225-62532014001000007-sza","In situ monitoring of primary roofbolts at underground coal mines in the USA","Spearing, A.J.S., Hyett, A.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 791-800","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000007&lang=pt" 
"S2225-62532014001000001-sza","Journal Comment","Joughin, W.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); iv-iv","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000001&lang=pt" 
"S2225-62532014001000016-sza","Design and positive financial impact of crush pillars on mechanized deep-level mining at South Deep Gold Mine","Watson, B.P., Pretorius, W., Mpunzi, P., du Plooy, M., Matthysen, K., Kuijpers, J.S.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 863-873","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000016&lang=pt" 
"S2225-62532014001000015-sza","Focal depths of South African earthquakes and mine events","Brandt, M.B.C.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 855-862","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000015&lang=pt" 
"S2225-62532014001000011-sza","Evaluation of the spatial variation of b-value","Wesseloo, J.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 823-828","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000011&lang=pt" 
"S2225-62532014001000017-sza","The application of geophysics in South African coal mining and exploration","van Schoor, M., Fourie, C.J.S.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 875-879","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000017&lang=pt" 
"S2225-62532014001000010-sza","Grid-based analysis of seismic data","Wesseloo, J., Woodward, K., Pereira, J.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 815-822","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000010&lang=pt" 
"S2225-62532014001000014-sza","Outsourcing in the mining industry: decision-making framework and critical success factors","Steenkamp, C.J.H., van der Lingen, E.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 846-854","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000014&lang=pt" 
"S2225-62532014001000008-sza","Pillar behaviour and seismicity in platinum mines","Spottiswoode, S.M., Drummond, M.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 801-809","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000008&lang=pt" 
"S2225-62532014001000005-sza","Fan-structure shear rupture mechanism as a source of shear rupture rockbursts","Tarasov, B.G.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 773-784","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000005&lang=pt" 
"S2225-62532014001000002-sza","President&#039;s Corner","Porter, J.L.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); v-v","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000002&lang=pt" 
"S2225-62532014001000012-sza","Testing tendon support units under a combination loading scenario","Ayres, N.L., Gardner, L.J.","Journal of the Southern African Institute of Mining and Metallurgy; 114(10); 829-834","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532014001000012&lang=pt" 
"S1316-00872014000200004-ven","El potencial de la educación artística en la participación e inclusión: una aproximación crítica a la conformación de sujeto pedagógico","Gómez de la Errechea Cohas, Maricel","Investigación y Postgrado; 29(2); 61-81","Investigación y Postgrado","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-00872014000200004&lang=pt" 
"S1316-00872014000200007-ven","La accesibilidad educativa en las aulas inclusivas: una mirada didáctica","Grzona, María Alejandra","Investigación y Postgrado; 29(2); 137-149","Investigación y Postgrado","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-00872014000200007&lang=pt" 
"S1316-00872014000200001-ven","","Esteves, Moraima","Investigación y Postgrado; 29(2); 9-10","Investigación y Postgrado","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-00872014000200001&lang=pt" 
"S1316-00872014000200002-ven","Formación inicial de profesores como espacio de re-significación: el desafío de la interculturalidad","Soto Veloso, Elba Guillermina","Investigación y Postgrado; 29(2); 11-34","Investigación y Postgrado","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-00872014000200002&lang=pt" 
"S1316-00872014000200006-ven","Currículo en educación infantil y diversidad: un tema pendiente","Manhey Moreno, Mónica","Investigación y Postgrado; 29(2); 113-135","Investigación y Postgrado","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-00872014000200006&lang=pt" 
"S1316-00872014000200008-ven","La construcción del saber pedagógico y la formación de profesores","Díaz Arce, Tatiana","Investigación y Postgrado; 29(2); 151-165","Investigación y Postgrado","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-00872014000200008&lang=pt" 
"S1316-00872014000200003-ven","Hacia una posible epistemología de las diferencias en contextos educativos","Godoy Peña, Lorena","Investigación y Postgrado; 29(2); 35-59","Investigación y Postgrado","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-00872014000200003&lang=pt" 
"S1316-00872014000200005-ven","Consideraciones epistemológicas para una educación inclusiva","Ocampo González, Aldo","Investigación y Postgrado; 29(2); 83-111","Investigación y Postgrado","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-00872014000200005&lang=pt" 
"S0121-50512014000400009-col","From Governmental Accounting into National Accounts: Adjustments Diversity and Materiality with Evidence from the Iberian Countries&#039; Central Governments","Jorge de Jesus, Maria Antónia, Jorge, Susana Margarida","Innovar; 24(54); 121-138","Innovar","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512014000400009&lang=pt" 
"S0103-50532014001000012-scl","ThermoFMN - a thermofluor assay developed for ligand-screening as an alternative strategy for drug discovery","Pádua, Ricardo A. P., Tomaleri, Giovani P., Reis, Renata A. G., David, Juliana S., Silva, Valeria C., Pinheiro, Matheus P., Nonato, Maria Cristina","Journal of the Brazilian Chemical Society; 25(10); 1864-1871","Journal of the Brazilian Chemical Society","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532014001000012&lang=pt" 
"S0103-50532014001000013-scl","Synthesis and in vitro evaluation of novel galactosyl-triazolo-benzenesulfonamides against Trypanosoma cruzi","Junqueira, Getúlio G., Carvalho, Marcelo R., Andrade, Peterson de, Lopes, Carla D., Carneiro, Zumira A., Sesti-Costa, Renata, Silva, João S., Carvalho, Ivone","Journal of the Brazilian Chemical Society; 25(10); 1872-1884","Journal of the Brazilian Chemical Society","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532014001000013&lang=pt" 
"S0121-50512014000400002-col","La construcción de sentido de los investigadores en gestión en Colombia acerca de su campo de conocimiento","Sanabria, Mauricio, Saavedra Mayorga, Juan Javier, Smida, Ali","Innovar; 24(54); 3-4","Innovar","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512014000400002&lang=pt" 
"S0121-50512014000400003-col","Cambio institucional y organizacional en el sector financiero colombiano: 1990-2010","González-Campo, Carlos Hernán, García Solarte, Mónica, Murillo Vargas, Guillermo","Innovar; 24(54); 27-42","Innovar","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512014000400003&lang=pt" 
"S0121-50512014000400001-col","Editorial","GÓMEZ VILLEGAS, MAURICIO","Innovar; 24(54); 3-4","Innovar","Inglês, Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512014000400001&lang=pt" 
