"S0717-73482012000300011-chl","PANORAMA","Cruz M, Edgardo, Astorga F, Luis","Revista chilena de enfermedades respiratorias; 28(3); 255-259","Revista chilena de enfermedades respiratorias","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482012000300011&lang=pt" 
"S0124-00642012000400006-col","Incomodidad y rendimiento laboral en el trabajo expuesto al frio extremo","Duque-Vera, Iván L, Morales-Chacón, Cesar A","Revista de Salud Pública; 14(4); 607-619","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400006&lang=pt" 
"S0124-00642012000400009-col","Seroprevalencia y factores de riesgo para brucelosis canina en perros domésticos de once comunas de la ciudad de Medellín-Colombia","Agudelo-Flórez, Piedad, Castro, Bibiana, Rojo-Ospina, Raúl, Henao-Villegas, Santiago","Revista de Salud Pública; 14(4); 644-656","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400009&lang=pt" 
"S0124-00642012000400001-col","Coeficiente intelectual y factores asociados en niños escolarizados en la ciudad de Medellín, Colombia","ZapataZabala, Maryoris E, ÁlvarezUribe, Martha C, AguirreAcevedo, Daniel C, CadavidCastro, Martha A","Revista de Salud Pública; 14(4); 543-557","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400001&lang=pt" 
"S0124-00642012000400007-col","Prevalencia de desórdenes mentales comunes en individuos de tercera edad, residentes en un municipio del Noreste de Brasil","Vasconcelos-Rocha, Saulo, Guimarães de Almeida, Maura M, de Araújo, Tânia M, Medeiros-Rodrigues, Wisla K, Barreto-Santos, Loiamara, Virtuoso-Júnior, Jair S","Revista de Salud Pública; 14(4); 620-629","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400007&lang=pt" 
"S0124-00642012000400013-col","Estudio biofarmacéutico comparativo de marcas comerciales de tabletas de ciprofloxacino disponibles en el mercado colombiano","Franco-Ospina, Luis A, Matiz-Melo, Germán E, Pájaro-Bolívar, Indira B","Revista de Salud Pública; 14(4); 695-709","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400013&lang=pt" 
"S0124-00642012000400003-col","Should they play outside? Cardiorespiratory fitness and air pollution among schoolchildren in Bogotá","Ramírez, Andrea, Sarmiento, Olga L, Duperly, John, Wai Wong, Tze, Rojas, Nestor, Arango, Carlos M, Maldonado, Andrea, Aristizabal, Gustavo, Pérez, Ligia, Lobelo, Felipe","Revista de Salud Pública; 14(4); 570-583","Revista de Salud Pública","Inglês","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400003&lang=pt" 
"S0124-00642012000400012-col","Impacto de la ivermectina sobre las geohelmintiasis en el foco de oncocercosis en Colombia","Knudson, Angélica, Ariza, Yoseth, López, Myriam C, Fajardo, Oscar S, Reyes, Patricia, Moncada, Ligia I, Duque, Sofía, Álvarez, Carlos A, Nicholls, Rubén S","Revista de Salud Pública; 14(4); 681-694","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400012&lang=pt" 
"S0124-00642012000400005-col","Servicios de medicina del trabajo en Colombia","Torres-Rey, Carlos H, Conde-Sierra, Juan V, Checa-Guerrero, Diana M, Díaz-Criollo, Sonia M, Palma-Parra, Ruth M, Varona-Uribe, Marcela E","Revista de Salud Pública; 14(4); 598-606","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400005&lang=pt" 
"S0124-00642012000400004-col","Mortalidad de adultos mayores por deficiencias nutricionales en los Departamentos de Colombia","Cardona-Arango, Doris, Segura-Cardona, Ángela, Espinosa-López, Adriana M","Revista de Salud Pública; 14(4); 584-597","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400004&lang=pt" 
"S0124-00642012000400011-col","Dor musculoesquelética e qualidade de vida em agentes comunitários de saúde&gt;","Meira-Mascarenhas, Claudio H, Ornellas-Prado, Fabio, Henrique-Fernandes, Marcos","Revista de Salud Pública; 14(4); 668-680","Revista de Salud Pública","Português","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400011&lang=pt" 
"S0124-00642012000400010-col","Características del síndrome coronario agudo en pacientes ancianos españoles","Cabrerizo-García, José L, Zalba-Etayo, Begoña","Revista de Salud Pública; 14(4); 657-667","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400010&lang=pt" 
"S0124-00642012000400008-col","Sistema médico tradicional de comunidades indígenas Emberá-Chamí del Departamento de Caldas-Colombia","Cardona-Arias, Jaiberth A","Revista de Salud Pública; 14(4); 630-643","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400008&lang=pt" 
"S0124-00642012000400014-col","Evaluación de sensibilidad antibiótica en urocultivos de pacientes en primer nivel de atención en salud de Pereira","Machado-Alba, Jorge E, Murillo-Muñoz, María M","Revista de Salud Pública; 14(4); 710-719","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400014&lang=pt" 
"S0375-07602012000200001-cub","Sociedad Cubana de Microbiología y Parasitología","Guzmán Tirado, María G","Revista Cubana de Medicina Tropical; 64(2); 106-107","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200001&lang=pt" 
"S0375-07602012000200002-cub","Diagnóstico de la leishmaniasis: de la observación microscópica del parásito a la detección del ADN","Montalvo, Ana M, Fraga, Jorge, Monzote, Lianet, García, Marley, Fonseca, Lisset","Revista Cubana de Medicina Tropical; 64(2); 108-131","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200002&lang=pt" 
"S0375-07602012000200003-cub","Susceptibilidad antimicrobiana de aislamientos de Escherichia coli procedentes de ecosistemas dulceacuícolas","Romeu Álvarez, Beatriz, Salazar Jiménez, Paloma, Lugo Moya, Daysi, Rojas Hernández, Nidia M, Eslava Campos, Carlos A","Revista Cubana de Medicina Tropical; 64(2); 132-141","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200003&lang=pt" 
"S0375-07602012000200004-cub","Evaluación del medio cromogénico CromoCen® ENT para el diagnóstico clínico de Enterococcus","Díaz Pérez, Marilyn, Iglesias Torrens, Yaidelys, Zhurbenko, Raisa, Quiñones Pérez, Dianelys","Revista Cubana de Medicina Tropical; 64(2); 142-152","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200004&lang=pt" 
"S0375-07602012000200005-cub","Respuesta terapéutica en enfermos con tuberculosis multidrogorresistente","de la Paz García de la Osa, Mercedes, García Silvera, Eberto, Solano Leal, Mercedes, Milanés Virelles, María Teresa","Revista Cubana de Medicina Tropical; 64(2); 153-162","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200005&lang=pt" 
"S0375-07602012000200006-cub","Tendencias y pronósticos de la tuberculosis, desafíos en etapa de eliminación en La Habana","González Díaz, Alexander, Sánchez Valdés, Lizet, Armas Pérez, Luisa, Rodríguez Vargas, Liana, Salgado Villavicencio, Armando, Borrero Pérez, Herminia, González-Ochoa, Edilberto","Revista Cubana de Medicina Tropical; 64(2); 163-175","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200006&lang=pt" 
"S0375-07602012000200007-cub","Efectividad residual de temefos en una ciudad del sureste mexicano prevalente al dengue","Antonio-Arreola, Gloria-Elsa, Sánchez, Daniel","Revista Cubana de Medicina Tropical; 64(2); 176-186","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200007&lang=pt" 
"S0375-07602012000200008-cub","Propiedades biológicas de cepas de dengue virus-3 aisladas durante la epidemia ocurrida en La Habana, 2001-2002","Rodríguez-Roche, Rosmari, López Matilla, Liudmila, Álvarez Vera, Mayling, Morier Díaz, Luis, Guzmán Tirado, María G","Revista Cubana de Medicina Tropical; 64(2); 187-198","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200008&lang=pt" 
"S0375-07602012000200009-cub","Culícidos de relevancia médico-veterinaria presentes en criaderos naturales de tres áreas de Camagüey, Cuba","Diéguez Fernández, Lorenzo, Vásquez Capote, Raisa, Mentor Sarría, Vivian Engracia, Díaz Martínez, Ireté, Fimia Duarte, Rigoberto","Revista Cubana de Medicina Tropical; 64(2); 199-205","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200009&lang=pt" 
"S0375-07602012000200010-cub","Segregación de nicho de Aedes aegypti y Culex quinquefasciatus (Diptera: Culicidae) en condiciones de laboratorio","Leyva, Maureen, Marquetti, María del Carmen, Montada, Domingo","Revista Cubana de Medicina Tropical; 64(2); 206-211","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200010&lang=pt" 
"S0375-07602012000200011-cub","Oración Gustavo Kourí Flores In Memoriam","Ramos Guadalupe, Luis Enrique","Revista Cubana de Medicina Tropical; 64(2); 212-215","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000200011&lang=pt" 
"S0121-40042012000200002-col","PHYSICOCHEMICAL CHARACTERIZATION OF THE LULO (Solanum quitoense Lam.) CASTILLA VARIETY IN SIX RIPENING STAGES","MEJÍA D., Clara María, GAVIRIA A., Duverney, DUQUE C., Alba Lucía, RENGIFO R., Lucero, AGUILAR F., Enrique, ALEGRÍA S., Alvaro Hernán","Vitae; 19(2); 157-165","Vitae","Inglês","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-40042012000200002&lang=pt" 
"S0121-40042012000200003-col","SELECCIÓN Y EVALUACIÓN DE UN ESTABILIZANTE INTEGRADO DE GOMAS SOBRE LAS PROPIEDADES DE CALIDAD EN MEZCLAS PARA HELADO DURO","POSADA DAVID M, Liliana Rigey, SEPULVEDA VALENCIA, Jose Uriel, RESTREPO MOLINA, Diego Alonso","Vitae; 19(2); 166-177","Vitae","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-40042012000200003&lang=pt" 
"S0121-40042012000200001-col","EL SECTOR FARMACÉUTICO COMO PIEZA CLAVE EN LA REORGANIZACIÓN DE LOS SISTEMAS DE SALUD","Amariles, Pedro, Restrepo, Luis Guillermo, Rossi, Francisco","Vitae; 19(2); 153-155","Vitae","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-40042012000200001&lang=pt" 
"S0121-40042012000200006-col","EVALUATION OF NON FAT SOLIDS SUBSTITUTES (NSL) IN A HARD DAIRY ICE CREAM MIX WITH VEGETABLE FAT","LÓPEZ B., Francy N., SEPÚLVEDA V., José U.","Vitae; 19(2); 197-206","Vitae","Inglês","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-40042012000200006&lang=pt" 
"S0121-40042012000200007-col","COMPARATIVE DIGITAL ANALYSIS OF DIFFERENT PHENYTOIN CRYSTAL HABITS","FLÓREZ A., Oscar A., TOBÓN Z., Gloria E., VALENCIA V., Jaime A.","Vitae; 19(2); 207-218","Vitae","Inglês","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-40042012000200007&lang=pt" 
"S0121-40042012000200004-col","CHARACTERIZATION OF COLOMBIAN QUESILLO CHEESE BY SPECTROCOLORIMETRY","RAMÍREZ-NAVAS, Juan S., RODRÍGUEZ DE STOUVENEL, Aida","Vitae; 19(2); 178-185","Vitae","Inglês","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-40042012000200004&lang=pt" 
"S0121-40042012000200005-col","MODIFIED ARRACACHA STARCH FILMS CHARACTERIZATION AND ITS POTENTIAL UTILIZATION AS FOOD PACKAGING","MEDINA V., Oscar J., PARDO C., Oscar H., ORTIZ M., Cesar A.","Vitae; 19(2); 186-196","Vitae","Inglês","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-40042012000200005&lang=pt" 
"S0212-16112012000400026-esp","Del miedo a la obesidad a la obsesión por la delgadez: actitudes y dieta","Hernández, N., Alves, D., Arroyo, M., Basabe, N.","Nutrición Hospitalaria; 27(4); 1148-1155","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400026&lang=pt" 
"S0212-16112012000400040-esp","Estudio comparativo del cálculo del gasto energético total mediante Sense Wear Armband y la ecuación de Harris-Benedict en población sana ambulatoria: utilidad en la práctica clínica","Calleja Fernández, A., Vidal Casariego, A., Ballesteros Pomar, M.ª D.","Nutrición Hospitalaria; 27(4); 1244-1247","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400040&lang=pt" 
"S0212-16112012000400057-esp","Overweight, obesity and weight gain up to three years after liver transplantation","Rezende Anastácio, L., García Ferreira, L., Costa Liboredo, J., de Sena Ribeiro, H., Soares Lima, A., García Vilela, E., Correia, M.ª I. T. D.","Nutrición Hospitalaria; 27(4); 1351-1356","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400057&lang=pt" 
"S0212-16112012000400023-esp","Comparison of the biochemical, anthropometric and body composition variables between adolescents from 10 to 13 years old and their parents","Cardoso Chaves, O., do Carmo Castro Franceschini, S., Machado Rocha Ribeiro, S., Ferreira Rocha Sant&#039;Ana, L., Garçon de Faria, C., Eloiza Priore, S.","Nutrición Hospitalaria; 27(4); 1127-1133","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400023&lang=pt" 
"S0212-16112012000400049-esp","Cambios en la viscosidad del agua con espesantes por la adición de fármacos altamente prescritos en geriatría","Garin, N., de Pourcq, J. T., Cardona, D., Martín-Venegas, R., Gich, I., Cardenete, J., Mangues, M. A.","Nutrición Hospitalaria; 27(4); 1298-1303","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400049&lang=pt" 
"S0212-16112012000400061-esp","Publicaciones científicas y evaluación de la vida profesional de un científico","Reverter Masià, J.","Nutrición Hospitalaria; 27(4); 1368-1369","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400061&lang=pt" 
"S0212-16112012000400036-esp","Respuesta al soporte nutricional de una población de pacientes críticos: diferencias entre pacientes médicos y quirúrgicos","Zamora Elson, M., Serón Arbeloa, C., Labarta Monzón, L., Garrido Ramírez de Arellano, I., Lander Azcona, A., Marquina Lacueva, M.ª I., López Claver, J. C., Escós Orta, J.","Nutrición Hospitalaria; 27(4); 1213-1218","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400036&lang=pt" 
"S0212-16112012000400059-esp","Gastrostomía percutánea complicada con hematoma de pared abdominal: anemización severa secundaria a gastrostomía endoscópica percutánea","Chu, D., Chamorro, S., Arrieta, F., Cobo, M.ª E., Calañas, A., Botella, J. I., Balsa, J., Zamarrón, I., Vázquez, C.","Nutrición Hospitalaria; 27(4); 1361-1363","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400059&lang=pt" 
"S0212-16112012000400032-esp","Relación del polimorfismo rs9939609 del gen FTO con factores de riesgo cardiovascular y niveles de adipocitoquinas en pacientes con obesidad mórbida","de Luis, D. A., Aller, R., Conde, R., Izaola, O., de la Fuente, B., González Sagrado, M., Primo, D., Ruiz Mambrilla, M.","Nutrición Hospitalaria; 27(4); 1184-1189","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400032&lang=pt" 
"S0212-16112012000400050-esp","Comparación entre dos tipos de gastrostomías quirúrgicas, abierta y laparoscópica, en nutrición enteral domiciliaria","Tous Romero, M. C., Alarcón del Agua, I., Parejo Campos, J., Oliva Rodríguez, R., Serrano Aguayo, P., Hisnard Cadet Dussort, J. M., Pereira Cunill, J. L., Morales-Conde, S., García-Luna, P. P.","Nutrición Hospitalaria; 27(4); 1304-1308","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400050&lang=pt" 
"S0212-16112012000400031-esp","The consumption of low glycemic meals reduces abdominal obesity in subjects with excess body weight","de Assis Costa, J., de Cássia Gonçalves Alfenas, R.","Nutrición Hospitalaria; 27(4); 1178-1183","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400031&lang=pt" 
"S0212-16112012000400037-esp","Impacto de un proceso de mejora de la calidad en el estado del soporte nutricional en una unidad de cuidados intensivos","Martinuzzi, A., Ferraresi, E., Orsati, M., Palaoro, A., Chaparro, J., Alcántara, S., Amin, C., Feller, C., Di Leo, M.ª E., Guillot, A., García, V.","Nutrición Hospitalaria; 27(4); 1219-1227","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400037&lang=pt" 
"S0212-16112012000400014-esp","Adecuación nutricional de la ingesta de los estudiantes de secundaria de Badajoz","Córdoba-Caro, L. G., Luego Pérez, L. M., García Preciado, V.","Nutrición Hospitalaria; 27(4); 1065-1071","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400014&lang=pt" 
"S0212-16112012000400007-esp","Chemical composition, antioxidant capacity and content of phenolic compounds in meals collected in hospitals in Bolivia and Sweden","Tejeda, L., Debiec, M., Nilsson, L., Peñarrieta, J. M., Alvarado, J. A.","Nutrición Hospitalaria; 27(4); 1009-1016","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400007&lang=pt" 
"S0212-16112012000400012-esp","Prevalence and costs of malnutrition in hospitalized patients: the PREDyCES®Study","Álvarez-Hernández, J., Planas Vila, M., León-Sanz, M., García de Lorenzo, A., Celaya-Pérez, S., García-Lorda, P., Araujo, K., Sarto Guerri, B.","Nutrición Hospitalaria; 27(4); 1049-1059","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400012&lang=pt" 
"S0212-16112012000400028-esp","Bypass gástrico en Y de Roux para el tratamiento de pacientes con diabetes mellitus tipo II con IMC de 30 a 35 kg/m²","Navarrete Aulestia, S., Leyba, J., Navarrete LL., S., García Caballero, M., Sánchez, N., Pulgar, V., Vivas, A.","Nutrición Hospitalaria; 27(4); 1160-1165","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400028&lang=pt" 
"S0212-16112012000400003-esp","Relación entre los niveles séricos de la proteína C reactiva y medidas antropométricas: una revisión sistemática de los estudios realizados en Suramérica","Ramírez Alvarado, M.ª M, Sánchez Roitz, C","Nutrición Hospitalaria; 27(4); 971-977","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400003&lang=pt" 
"S0212-16112012000400033-esp","Relación del polimorfismo -55CT del gen UCP3 con la pérdida de peso y los cambios metabólicos tras una dieta hipocalórica rica en ácidos grasos poliinsaturados en pacientes obesos","de Luis, D. A., Aller, R., Izaola, O., González Sagrado, M., Conde, R., Ruiz Mambrilla, M.","Nutrición Hospitalaria; 27(4); 190-1195","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400033&lang=pt" 
"S0212-16112012000400025-esp","Group dialectical behavior therapy adapted for obese emotional eaters: a pilot study","Roosen, M. A., Safer, D., Adler, S., Cebolla, A., van Strien, T.","Nutrición Hospitalaria; 27(4); 1141-1147","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400025&lang=pt" 
"S0212-16112012000400030-esp","Qualifying instrument for evaluation of food and nutritional care in hospital","Díez García, R. W., Souza, A. A., Proença, R. P. C.","Nutrición Hospitalaria; 27(4); 1170-1177","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400030&lang=pt" 
"S0212-16112012000400020-esp","Estudio antropométrico y valoración del estado nutricional de una población de escolares de Granada: comparación con los estándares nacionales e internacionales de referencia","González Jiménez, E., Aguilar Cordero, M.ª J., Álvarez Ferre, J., Padilla López, C., Valenza, M. C.","Nutrición Hospitalaria; 27(4); 1106-1113","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400020&lang=pt" 
"S0212-16112012000400016-esp","Métodos de composición corporal y modelo de cuatro compartimentos en escolares obesos chilenos","Vásquez, F., Diaz, E., Lera, L., Vásquez, L., Anziani, A., Burrows, Raquel","Nutrición Hospitalaria; 27(4); 1079-1085","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400016&lang=pt" 
"S0212-16112012000400017-esp","Nutritional risk and status of surgical patients: the relevance of nutrition training of medical students","Ferreira, C., Lavinhas, C., Fernandes, L., Camilo, M.ª, Ravasco, P.","Nutrición Hospitalaria; 27(4); 1086-1091","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400017&lang=pt" 
"S0212-16112012000400052-esp","Randomised, double-blind and placebo-controlled study of the effect of a synbiotic dairy product on orocecal transit time in healthy adult women","Malpeli, A., González, S., Vicentin, D., Apás, A., González, H. F.","Nutrición Hospitalaria; 27(4); 1314-1319","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400052&lang=pt" 
"S0212-16112012000400055-esp","Base de datos de carotenoides para valoración de la ingesta dietética de carotenos, xantofilas y de vitamina A: utilización en un estudio comparativo del estado nutricional en vitamina A de adultos jóvenes","Beltrán, Beatriz, Estévez, Rocío, Cuadrado, Carmen, Jiménez, Susana, Olmedilla Alonso, Begoña","Nutrición Hospitalaria; 27(4); 1334-1343","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400055&lang=pt" 
"S0212-16112012000400022-esp","Retraso de la adquisición de la succión-deglución-respiración en el pretérmino: efectos de una estimulación precoz","La Orden Izquierdo, E., Salcedo Lobato, E., Cuadrado Pérez, I., Herráez Sánchez, M. S., Cabanillas Vilaplana, L.","Nutrición Hospitalaria; 27(4); 1120-1126","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400022&lang=pt" 
"S0212-16112012000400015-esp","Eating style, television viewing and snacking in pre-adolescent children","Ouwens, M. A., Cebolla, A., van Strien, T.","Nutrición Hospitalaria; 27(4); 1072-1078","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400015&lang=pt" 
"S0212-16112012000400001-esp","El Programa de Educación en Alimentación y Nutrición (1961-1982) y la capacitación de las amas de casa como responsables del bienestar familiar","Trescastro López, E. M.ª, Galiana Sánchez, M.ª E., Bernabeu-Mestre, J.","Nutrición Hospitalaria; 27(4); 955-963","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400001&lang=pt" 
"S0212-16112012000400051-esp","Drug administration through feeding tubes: an integrated qualification program","Gonzaga do Nascimento, M. Martins, Moreira Reis, A. Max, Yeznach Wick, J., Queiroz Ribeiro, A.","Nutrición Hospitalaria; 27(4); 1309-1313","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400051&lang=pt" 
"S0212-16112012000400002-esp","Efecto del consumo de nueces, semillas y aceites sobre marcadores bioquímicos y el peso corporal: revisión sistemática","de Lira-García, C., Bacardí-Gascón, M., Jiménez-Cruz, A.","Nutrición Hospitalaria; 27(4); 964-970","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400002&lang=pt" 
"S0212-16112012000400046-esp","Liver function test alterations associated with parenteral nutrition in hospitalized adult patients: incidence and risk factors","Badia-Tahull, M.ª B., Leiva-Badosa, E., Llop-Talaverón, J., Figueras-Suriol, A., Quirante-Cremades, A., Tubau-Molas, M.ª, Jódar-Masanés, R.","Nutrición Hospitalaria; 27(4); 1279-1285","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400046&lang=pt" 
"S0212-16112012000400027-esp","Obesidad y niveles séricos de estrógenos: importancia en el desarrollo precoz del cáncer de mama","Aguilar Cordero, M.ª J., González Jiménez, E., García López, P., Álvarez Ferre, J., Padilla López, C. A.","Nutrición Hospitalaria; 27(4); 1156-1159","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400027&lang=pt" 
"S0212-16112012000400043-esp","Hypoglycemic effect of cooked lupinus mutabilis and its purified alkaloids in subjects with type-2 diabetes","Baldeón, M. E., Castro, J., Villacrés, E., Narváez, L., Fornasini, M.","Nutrición Hospitalaria; 27(4); 1261-1266","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400043&lang=pt" 
"S0212-16112012000400038-esp","Anthropometric indices: predictors of dyslipidemia in children and adolescents from north of Brazil","Ribas, S. A., Santana da Silva, L. C.","Nutrición Hospitalaria; 27(4); 1228-1235","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400038&lang=pt" 
"S0212-16112012000400039-esp","Composición corporal relacionada con la salud en atletas veteranos","Latorre Román, P. A., Salas Sánchez, J., Soto Hermoso, V. M.","Nutrición Hospitalaria; 27(4); 1236-1243","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400039&lang=pt" 
"S0212-16112012000400019-esp","Nutritional status and adequacy of enteral nutrition in pediatric cancer patients at a reference center in northeastern Brazil","Maciel Barbosa, J., Pedrosa, F., Coelho Cabral, P.","Nutrición Hospitalaria; 27(4); 1099-1105","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000400019&lang=pt" 
