"S0103-50532005000600029-scl","Solid state oxidation of phenols to quinones with sodium perborate on wet montmorillonite K10","Hashemi, Mohammed M., Eftekhari-Sis, Bagher, Khalili, Behzad, Karimi-Jaberi, Zahed","Journal of the Brazilian Chemical Society; 16(5); 1082-1084","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600029&lang=pt" 
"S0103-50532005000600010-scl","Determination of accessible chloromethyl groups in chloromethylated styrene-divinylbenzene copolymers","Teixeira, Viviane G., Coutinho, Fernanda M. B., Petrocínio, Fernanda R. M., Gomes, Ailton S.","Journal of the Brazilian Chemical Society; 16(5); 951-956","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600010&lang=pt" 
"S0103-50532005000600003-scl","Improved stability of PtOx sol-gel-modified diamond electrodes covered with a Nafion® film","Salazar-Banda, G.R., Suffredini, H.B., Avaca, L.A.","Journal of the Brazilian Chemical Society; 16(5); 903-906","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600003&lang=pt" 
"S0103-50532005000600002-scl","High surface area functionalized carbon briquettes: a novel adsorbent for contaminants from water","Costa, Luiz C.M., Araujo, Maria Helena, Sapag, Karim, Sardella, Maria F., Silva, Hugo, Deiana, Ana C., Lago, Rochel M.","Journal of the Brazilian Chemical Society; 16(5); 899-902","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600002&lang=pt" 
"S0103-50532005000600001-scl","Peer Review","Andrade, Jailson B. de","Journal of the Brazilian Chemical Society; 16(5); -","Journal of the Brazilian Chemical Society","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600001&lang=pt" 
"S0103-50532005000600011-scl","Flame atomic absorption determination of cobalt in water after extraction of its morpholinedithiocarbamate complex","Cadore, Solange, Goi, Rosemary Dias, Baccan, Nivaldo","Journal of the Brazilian Chemical Society; 16(5); 957-962","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600011&lang=pt" 
"S0103-50532005000600006-scl","Electrochemical reduction and voltammetric determination of diloxanide furoate in non-aqueous medium","Santos, André L., Takeuchi, Regina M., Stradiotto, Nelson R.","Journal of the Brazilian Chemical Society; 16(5); 922-927","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600006&lang=pt" 
"S0103-50532005000600009-scl","Estimation of rosuvastatin in human plasma by HLPC tandem mass spectroscopic method and its application to bioequivalence study","Singh, Sonu Sundd, Sharma, Kuldeep, Patel, Harshvardhan, Jain, Manish, Shah, Hiten, Gupta, Sapna, Thakkar, Purav, Patel, Nimesh, Singh, Shri Prakash, Lohray, B. B.","Journal of the Brazilian Chemical Society; 16(5); 944-950","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600009&lang=pt" 
"S0103-50532005000600017-scl","An easy access to two epimeric N-substituted (2S)-2-(2&#039;-hydroxypropyl)pyrrolidines","Silva, Maria Joselice e, Cottier, Louis, Srivastava, Rajendra M., Sinou, Denis","Journal of the Brazilian Chemical Society; 16(5); 995-1000","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600017&lang=pt" 
"S0103-50532005000600014-scl","A facile spectrophotometric method for the determination of periodate using azure B","Narayana, B., Cherian, Tom","Journal of the Brazilian Chemical Society; 16(5); 978-981","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600014&lang=pt" 
"S0103-50532005000600021-scl","Intercalation and thermochemistry of amines in lamellar titanium phenylarsonate","Ruiz, V. S. O., Airoldi, C.","Journal of the Brazilian Chemical Society; 16(5); 1030-1037","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600021&lang=pt" 
"S0103-50532005000600023-scl","A study of the sequential Michael addition-ring closure reaction of ethyl acetoacetate with chalcone: influence of quaternary ammonium cations as phase transfer catalysts","Lopes, Regina C. V., Oliveira, Maria da Conceição F. de, Lemos, Telma L. G. de, Mattos, Marcos C. de","Journal of the Brazilian Chemical Society; 16(5); 1048-1053","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600023&lang=pt" 
"S0103-50532005000600030-scl","Calorimetric study of the antibacterial activity of sodium n-alkylsulfates on the metabolism of Chromobacterium violaceum","Perles, C.E., Volpe, P.L.O.","Journal of the Brazilian Chemical Society; 16(5); 1085-1088","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600030&lang=pt" 
"S0103-50532005000600028-scl","Additional flavonoids from Lonchocarpus yucatanensis and L. xuul","Borges-Argáez, Rocío, Díaz, Maria Esther Poot, Waterman, Peter G., Peña-Rodríguez, Luis M.","Journal of the Brazilian Chemical Society; 16(5); 1078-1081","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600028&lang=pt" 
"S0066-782X2005001700002-scl","Estudo cardiológico longitudinal em crianças expostas ao vírus da imunodeficiência humana tipo 1 por via perinatal","Diógenes, Maria Suely Bezerra, Succi, Regina Célia de Menezes, Machado, Daisy M., Moisés, Valdir Ambrósio, Novo, Neil Ferreira, Carvalho, Antonio Carlos","Arquivos Brasileiros de Cardiologia; 85(4); 233-240","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700002&lang=pt" 
"S0066-782X2005001700004-scl","Terapia da insuficiência cardíaca avançada ajustada por objetivos hemodinâmicos obtidos pela monitorização invasiva","Almeida Júnior, Gustavo Luiz Gouvêa de, Esporcatte, Roberto, Rangel, Fernando Oswaldo Dias, Rocha, Ricardo Mourilhe, Gouvêa e Silva, Gustavo de Miranda, Tura, Bernardo Rangel, Jorge, José Kezen Camilo, Drumond, Luiz Eduardo Fonseca, Albanesi Filho, Francisco Manes","Arquivos Brasileiros de Cardiologia; 85(4); 247-253","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700004&lang=pt" 
"S0066-782X2005001700005-scl","Análise prospectiva de risco em pacientes submetidos à cirurgia de revascularização miocárdica","Bianco, Antonio Carlos Mugayar, Timerman, Ari, Paes, Ângela Tavares, Gun, Carlos, Ramos, Rui Fernando, Freire, Ronald Brewer Pereira, Vela, César Nicolas Conde, Fagundes Junior, Antonio Aurélio de Paiva, Martins, Luís Cláudio Behrmann, Piegas, Leopoldo Soares","Arquivos Brasileiros de Cardiologia; 85(4); 254-261","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700005&lang=pt" 
"S0066-782X2005001700006-scl","Fatores prognósticos de sobrevida pós-reanimação cardiorrespiratória cerebral em hospital geral","Gomes, André Mansur de Carvalho Guanaes, Timerman, Ari, Souza, Carlos Alfredo Marcílio de, Mendes, Carlos Maurício Cardeal, Póvoas Filho, Heitor Portella, Oliveira, Adriano Martins de, Souza, José Antonio de Almeida","Arquivos Brasileiros de Cardiologia; 85(4); 262-271","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700006&lang=pt" 
"S0103-50532005000600027-scl","The preparation of a 10-membered ring macrolactone by selective ozonolysis and the role of the dihydropyran-substituent on the MCPBA-oxidation reaction profile of beta-lapachone phenazines","Silva, Raphael S. F., Guimarães, Tiago T., Teixeira, Daniel V., Lobato, Ana Paula G., Pinto, Maria do Carmo F. R., Simone, Carlos Alberto de, Soares, Janaína G., Cioletti, Alessandra G., Goulart, Marilia O. F., Pinto, Antonio V.","Journal of the Brazilian Chemical Society; 16(5); 1074-1077","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600027&lang=pt" 
"S0378-18442005001000011-ven","Vegetación pionera sobre rocas, un potencial biológico para la revegetación de áreas degradadas por la minería de hierro","Guevara, Rosa, Rosales, Judith, Sanoja, Elio","Interciencia; 30(10); 644-651","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000011&lang=pt" 
"S0378-18442005001000010-ven","Aplicación de un diseño rotable en el modelado empírico de la deshidratación osmótica en frutas","Millán Trujillo, Félix Rafael, Ostojich Cuevas, Zoitza","Interciencia; 30(10); 638-643","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000010&lang=pt" 
"S0378-18442005001000004-ven","Los árboles que la selva dejó átras","Guevara, Sergio, Laborde, Javier, Sánchez-Ríos, Graciela","Interciencia; 30(10); 595-601","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000004&lang=pt" 
"S0378-18442005001000005-ven","Química atmosférica en la Gran Sabana I: Composición y fotoquímica de gases inorgánicos y orgánicos","Sanhueza, Eugenio, Fernández, Enmanuel, Donoso, Loreto, Garaboto, Mayantino A., Alfonzo, Yarima","Interciencia; 30(10); 602-610","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000005&lang=pt" 
"S0378-18442005001000006-ven","Química atmosférica en la Gran Sabana II: Distribución de tamaño y composición de los aerosoles solubles en agua","Pacheco, Milexi, Sanhueza, Eugenio, Romero, Johnny","Interciencia; 30(10); 611-617","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000006&lang=pt" 
"S0378-18442005001000007-ven","Química atmosférica en la Gran Sabana III: Composición iónica y características ácido-básicas de las lluvias","Sanhueza, Eugenio, Santana, Magaly, Donoso, Loreto, Pacheco, Milexi","Interciencia; 30(10); 618-622","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000007&lang=pt" 
"S0378-18442005001000001-ven","Ciencia, tecnología e innovación pueden hacer más en nuestra economía basada en el conocimiento","Bergeron, Michel","Interciencia; 30(10); 589-594","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000001&lang=pt" 
"S0378-18442005001000002-ven","Science, technology and innovation can do more in our knowledge-based economy","Bergeron, Michel","Interciencia; 30(10); 589-594","Interciencia","Inglês","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000002&lang=pt" 
"S0378-18442005001000003-ven","Ciencia, tecnologia e inovaçao podem fazer mais na nossa economia baseada no conhecimiento","Bergeron, Michel","Interciencia; 30(10); 589-594","Interciencia","Português","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000003&lang=pt" 
"S0378-18442005001000008-ven","Historia del uso reciente de tierras de las sabanas de américa del sur. Estudios de casos en sabanas del orinoco","López-Hernández, Danilo, Hernández-Hernández, Rosa Mary, Brossard, Michel","Interciencia; 30(10); 623-630","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000008&lang=pt" 
"S0378-18442005001000009-ven","Seed germination and viability of wyoming sagebrush in northern nevada","Busso, Carlos A., Mazzola, Mónica, Perryman, Barry L.","Interciencia; 30(10); 631-637","Interciencia","Inglês","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005001000009&lang=pt" 
"S0100-879X2005001000005-scl","Regulation of pituitary hormones and cell proliferation by components of the extracellular matrix","Paez-Pereda, M., Kuchenbauer, F., Arzt, E., Stalla, G.K.","Brazilian Journal of Medical and Biological Research; 38(10); 1487-1494","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000005&lang=pt" 
"S0100-879X2005001000001-scl","The role of osteoblasts in regulating hematopoietic stem cell activity and tumor metastasis","Neiva, K., Sun, Y.-X., Taichman, R.S.","Brazilian Journal of Medical and Biological Research; 38(10); 1449-1454","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000001&lang=pt" 
"S0100-879X2005001000007-scl","Alternagin-C, a disintegrin-like protein from the venom of Bothrops alternatus, modulates alpha2ß1 integrin-mediated cell adhesion, migration and proliferation","Selistre-de-Araujo, H.S., Cominetti, M.R., Terruggi, C.H.B., Mariano-Oliveira, A., De Freitas, M.S., Crepin, M., Figueiredo, C.C., Morandi, V.","Brazilian Journal of Medical and Biological Research; 38(10); 1505-1511","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000007&lang=pt" 
"S0100-879X2005001000002-scl","Multicellular spheroids of bone marrow stromal cells: a three-dimensional in vitro culture system for the study of hematopoietic cell migration","Rossi, M.I.D., Barros, A.P.D.N., Baptista, L.S., Garzoni, L.R., Meirelles, M.N., Takiya, C.M., Pascarelli, B.M.O., Dutra, H.S., Borojevic, R.","Brazilian Journal of Medical and Biological Research; 38(10); 1455-1462","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000002&lang=pt" 
"S0100-879X2005001000012-scl","Regulation and function of neurogenesis in the adult vertebrate brain","Mendez-Otero, R., Zaverucha-do-Valle, C., Gubert, F., Freitas, G.R. de, Santiago, M.F.","Brazilian Journal of Medical and Biological Research; 38(10); 1553-1559","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000012&lang=pt" 
"S0100-879X2005001000011-scl","A conceptual and practical overview of cDNA microarray technology: implications for basic and clinical sciences","Mello-Coelho, V. de, Hess, K.L.","Brazilian Journal of Medical and Biological Research; 38(10); 1543-1552","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000011&lang=pt" 
"S0104-11692005000700002-scl","Factores protectores frente al consumo de alcohol: concepción de maestros de nivel inicial","Sigampa, Juana Beatriz, Ferriani, Maria das Graças Carvalho, Nakano, Ana Márcia Spanó","Revista Latino-Americana de Enfermagem; 13(spe); 771-777","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700002&lang=pt" 
"S0104-11692005000700004-scl","La escuela básica en la prevención del consumo de alcohol y tabaco: retrato de una realidad","Chávez, Luz María Carvajal, Andrade, Denise de","Revista Latino-Americana de Enfermagem; 13(spe); 784-789","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700004&lang=pt" 
"S0104-11692005000700007-scl","El sufrimiento de la esposa en la convivencia con el consumidor de bebidas alcohólicas","Vargas, Nohora Isabel Tobo, Zago, Márcia Maria Fontão","Revista Latino-Americana de Enfermagem; 13(spe); 806-812","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700007&lang=pt" 
"S0104-11692005000700013-scl","Análisis prospectivo de la enseñanza de prevención de consumo de alcohol y salud reproductiva en facultades/escuelas de educación de Lima-Perú. 2003-2004","Díaz, Elvira Sánchez, Luis, Margarita Antonia Villar, Rassol, Goolan Hussein, Pillon, Sandra Cristina","Revista Latino-Americana de Enfermagem; 13(spe); 854-862","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700013&lang=pt" 
"S0104-11692005000700018-scl","Uso indevido de benzodiazepínicos: um estudo com informantes-chave no município de São Paulo","Orlandi, Paula, Noto, Ana Regina","Revista Latino-Americana de Enfermagem; 13(spe); 896-902","Revista Latino-Americana de Enfermagem","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700018&lang=pt" 
"S0104-11692005000700001-scl","A integração da enfermagem na América Latina e os desafios no preparo de lideranças para o desenvolvimento de pesquisas na área de drogas","Mendes, Isabel Amélia Costa","Revista Latino-Americana de Enfermagem; 13(spe); 765-770","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700001&lang=pt" 
"S0100-69912005000500002-scl","Estudo da prevalência das doenças tireoidianas em pacientes tireoidectomizados no Hospital da Santa Casa de Goiânia","Roberti, Alexandre, Rapoport, Abrão","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 226-228","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500002&lang=pt" 
"S0100-69912005000500001-scl","A responsabilidade do cirurgião geral nas equipes que atendem emergência","Cunha, Guilherme Eurico Bastos da","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 225-225","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500001&lang=pt" 
"S0100-69912005000500015-scl","Torção do grande omento","Valentim, Leonardo Fernandes, Nunes, Luiz Fernando, Mendes, Zenilde Fernandes","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 287-288","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500015&lang=pt" 
"S0100-69912005000500010-scl","Transplante de fígado a partir de doadores em assistolia: resultados iniciais do grupo de transplante de fígado do Hospital Oswaldo Cruz, Universidade de Pernambuco","Lucena, Olival, Amorim, Américo Gusmão, Sabat, Bernardo, Adeodato, Luiz Carlos L., Miranda, Luiz Eduardo Correia, Lacerda, Cláudio Moura","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 270-272","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500010&lang=pt" 
"S0100-69912005000500006-scl","Estudo da morbimortalidade cirúrgica, da sobrevida e dos fatores prognósticos dos pacientes portadores de sarcomas primários do retroperitônio","Santos, Carlos Eduardo R., Vieira, Orlando Marques, Correa, Mauro Monteiro, Carvalho, Gustavo Santos Stoduto de, Manzani, Felipe, Dias, Jurandir de Almeida","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 251-255","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500006&lang=pt" 
"S0100-69912005000500009-scl","Sobrevida após recidiva intratável do carcinoma epidermóide de cabeça e pescoço","Amar, Ali, Ortellado, Daniel K., Franzi, Sergio A., Curioni, Otávio A., Rapoport, Abrão","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 267-269","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500009&lang=pt" 
"S0100-69912005000500008-scl","O papel do pneumoperitônio na avaliação de parâmetros respiratórios e hemodinâmicos de ratos anestesiados, com ou sem intubação intratraqueal","Botter, Flávia Coelho de Souza, Taha, Murched Omar, Fagundes, Djalma José, Fagundes, Anna Tereza Negrini","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 261-266","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500008&lang=pt" 
"S0100-69912005000500014-scl","Hepatectomia para metástases hepáticas de câncer de mama","Kalil, Antonio Nocchi, Severa, Camila","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 285-286","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500014&lang=pt" 
"S0100-69912005000500013-scl","Timoma gigante assintomático","Cuba, Ricardo Mauricio Batista Feitosa, Amorim, Elias","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 283-284","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500013&lang=pt" 
"S0100-69912005000500012-scl","O estado da arte da cirurgia do baço, no início do século XXI","Christo, Marcelo Campos","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 279-282","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500012&lang=pt" 
"S0104-11692005000700009-scl","Consumo de alcohol en trabajadores de una industria en Monterrey, México","Magallón, Teresita de Jesús Campa, Robazzi, Maria Lúcia do Carmo Cruz","Revista Latino-Americana de Enfermagem; 13(spe); 819-826","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700009&lang=pt" 
"S0104-11692005000700005-scl","Percepción de tentaciones de uso de drogas en personas que reciben tratamiento","Aguilar, Lucio Rodríguez, Pillon, Sandra Cristina","Revista Latino-Americana de Enfermagem; 13(spe); 790-797","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700005&lang=pt" 
"S0104-11692005000700008-scl","La familia y los factores de riesgo relacionados con el consumo de alcohol y tabaco en los niños y adolescentes (Guayaquil-Ecuador)","Ruiz, Martha Ramírez, Andrade, Denise de","Revista Latino-Americana de Enfermagem; 13(spe); 813-818","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700008&lang=pt" 
"S0104-11692005000700010-scl","Maltrato infantil por agresores bajo efecto del alcohol","Salcedo, Lucia Julieta Abuná, Carvalho, Ana Maria Pimenta","Revista Latino-Americana de Enfermagem; 13(spe); 827-835","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700010&lang=pt" 
"S0104-11692005000700011-scl","Satisfacción personal del adolescente adicto a drogas en el ambiente familiar durante la fase de tratamiento en un instituto de salud mental","Carranza, Doris Violeta Velásquez, Pedrão, Luiz Jorge","Revista Latino-Americana de Enfermagem; 13(spe); 836-844","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700011&lang=pt" 
"S0104-11692005000700012-scl","La formación de enfermeras y el fenómeno de las drogas en Colombia: conocimientos, actitudes y creencias","Mendoza, Evelyn Vásquez, Pillon, Sandra Cristina","Revista Latino-Americana de Enfermagem; 13(spe); 845-853","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700012&lang=pt" 
"S0104-11692005000700015-scl","A formação do enfermeiro e o fenômeno das drogas no estado do Rio de Janeiro - Brasil: atitudes e crenças","Lopes, Gertrudes Teixeira, Luis, Margarita Antonia Villar","Revista Latino-Americana de Enfermagem; 13(spe); 872-879","Revista Latino-Americana de Enfermagem","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700015&lang=pt" 
"S0104-11692005000700016-scl","Factores de riesgo para el consumo de alcohol en escolares de 10 a 18 años, de establecimientos educativos fiscales en la ciudad de La Paz - Bolivia (2003 - 2004)","Oliveira, Magdalena Ribera, Luis, Margarita Antonia Villar","Revista Latino-Americana de Enfermagem; 13(spe); 880-887","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700016&lang=pt" 
"S0104-11692005000700019-scl","Significados y contradicciones del fenómeno de las drogas: drogas lícitas e ilícitas en Chile","Rebolledo, Néstor Ortiz, Costa, Maria Cristina Silva","Revista Latino-Americana de Enfermagem; 13(spe); 903-911","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700019&lang=pt" 
"S0104-11692005000700006-scl","Influencia del consumo de sustancias psicoactivas en el ámbito familiar sobre la autoestima de escolares","Pereira, Náyade B. Riquelme, Duvicq, Carmen Gloria Fraile, Carvalho, Ana Maria Pimenta","Revista Latino-Americana de Enfermagem; 13(spe); 798-805","Revista Latino-Americana de Enfermagem","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700006&lang=pt" 
"S0104-11692005000700014-scl","A formação do enfermeiro e o fenômeno das drogas no Sul do Brasil: atitudes e crenças dos estudantes de enfermagem sobre o cuidado","Carraro, Telma Elisa, Rassool, Goolan Hussein, Luis, Margarita Antonia Villar","Revista Latino-Americana de Enfermagem; 13(spe); 863-871","Revista Latino-Americana de Enfermagem","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700014&lang=pt" 
"S0104-11692005000700017-scl","Uso de drogas psicotrópicas no Brasil: pesquisa domiciliar envolvendo as 107 maiores cidades do país - 2001","Galduróz, José Carlos F., Noto, Ana Regina, Nappo, Solange A., Carlini, E.A.","Revista Latino-Americana de Enfermagem; 13(spe); 888-895","Revista Latino-Americana de Enfermagem","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692005000700017&lang=pt" 
"S0100-69912005000500004-scl","Estenose arterial nos transplantes renais","Mendes, Warley Dias Siqueira, Silva, Luís Felipe da, Espinosa, Gaudencio, Fernandes, André Luiz, Furtado, Roberto, Gonçalves, Renato","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 237-243","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500004&lang=pt" 
"S0100-69912005000500005-scl","Traumatismos de veia cava inferior","Costa, Cleinaldo de Almeida, Baptista-Silva, José Carlos Costa, Rodrigues, Lana Márcia Esteves, Mendonça, Fabiana Lo Presti, Paiva, Thiago Silveira, Burihan, Emil","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 244-250","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500005&lang=pt" 
"S0100-69912005000500007-scl","Peritônio bovino conservado na correção de hérnia ventral em ratos: uma alternativa para tela cirúrgica biológica","Bastos, Eduardo Lemos de Souza, Fagundes, Djalma José, Taha, Murched Omar, Novo, Neil Ferreira, Silvado, Rubens Augusto Brazil","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 256-260","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500007&lang=pt" 
"S0100-69912005000500011-scl","Criação do pneumoperitônio mediante punção com agulha de Veress no hipocôndrio esquerdo: ensaio clínico, prospectivo e randomizado","Azevedo, Otávio Cansanção de, Azevedo, João Luiz Moreira Coutinho, Sorbello, Albino Augusto, Godoy, Antônio Cláudio de, Menezes, Francisco Julimar Correia de, Aguiar, Gilmara da Silva","Revista do Colégio Brasileiro de Cirurgiões; 32(5); 273-278","Revista do Colégio Brasileiro de Cirurgiões","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912005000500011&lang=pt" 
