"S0120-62302010000200013-col","Técnica robusta de marca de agua basada en normalización de imágenes","Hernández, Manuel Cedillo, Nakano Miyatake, Mariko, Pérez Meana, Héctor","Revista Facultad de Ingeniería Universidad de Antioquia; (52); 147-160","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302010000200013&lang=pt" 
"S0102-76382010000100017-scl","Impacto da cirurgia de revascularização do miocárdio na cessação do tabagismo","Pietrobon, Rosa Cecília, Barbisan, Juarez Neuhaus","Brazilian Journal of Cardiovascular Surgery; 25(1); 79-84","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100017&lang=pt" 
"S0102-76382010000100018-scl","Avaliação da aprotinina na redução da resposta inflamatória sistêmica em crianças operadas com circulação extracorpórea","Ferreira, Cesar Augusto, Vicente, Walter Villela de Andrade, Evora, Paulo Roberto Barbosa, Rodrigues, Alfredo José, Klamt, Jyrson Guilherme, Carlotti, Ana Paula de Carvalho Panzeli, Carmona, Fábio, Manso, Paulo Henrique","Brazilian Journal of Cardiovascular Surgery; 25(1); 85-98","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100018&lang=pt" 
"S0102-76382010000100028-scl","Cartas ao editor","","Brazilian Journal of Cardiovascular Surgery; 25(1); 127-131","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100028&lang=pt" 
"S0365-66912010000300004-esp","Desprendimiento hemorrágico de la membrana de Descemet tras viscocanalostomía","Gallego-Pinazo, R., López-Sánchez, E., Marín-Montiel, J.","Archivos de la Sociedad Española de Oftalmología; 85(3); 110-113","Archivos de la Sociedad Española de Oftalmología","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912010000300004&lang=pt" 
"S0365-66912010000300008-esp","Los ojos del cacao","Rodríguez Marco, N.A., Solanas Álava, S.","Archivos de la Sociedad Española de Oftalmología; 85(3); 123-124","Archivos de la Sociedad Española de Oftalmología","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912010000300008&lang=pt" 
"S0365-66912010000300007-esp","La oftalmología en el Tratado de operaciones chyrurgicas de Martín Martínez","Barbón, J.J., Sampedro, A.","Archivos de la Sociedad Española de Oftalmología; 85(3); 120-122","Archivos de la Sociedad Española de Oftalmología","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912010000300007&lang=pt" 
"S0365-66912010000300003-esp","Detección automática de vasos en retinografías","Jiménez, S., Alemany, P., Fondón, I., Foncubierta, A., Acha, B., Serrano, C.","Archivos de la Sociedad Española de Oftalmología; 85(3); 103-109","Archivos de la Sociedad Española de Oftalmología","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912010000300003&lang=pt" 
"S0365-66912010000300005-esp","Tratamiento de una hemorragia subretiniana con r-TPA, SF6 y ranibizumab","Gros-Otero, J., Benítez-Herreros, J., Beckford-Torngren, C., Cámara-González, C., Castro-Rebollo, M.","Archivos de la Sociedad Española de Oftalmología; 85(3); 114-117","Archivos de la Sociedad Española de Oftalmología","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912010000300005&lang=pt" 
"S0365-66912010000300002-esp","Vitrectomía vía pars plana e implante simultáneo de dispositivo de drenaje para glaucoma","Suárez-Fernández, M.J., Gutiérrez-Díaz, E., Julve San Martín, A., Fernández-Reyes, M.F., Mencía-Gutiérrez, E.","Archivos de la Sociedad Española de Oftalmología; 85(3); 97-102","Archivos de la Sociedad Española de Oftalmología","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912010000300002&lang=pt" 
"S0102-05362010000100001-scl","Carta do editor","Melo, Paulo","Horticultura Brasileira; 28(1); 5-5","Horticultura Brasileira","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362010000100001&lang=pt" 
"S0102-05362010000100022-scl","Desempenho de híbridos de couve-flor de verão em Jaboticabal","Monteiro, Beatriz Cristina B de Almeida, Charlo, Hamilton César de O, Braz, Leila T","Horticultura Brasileira; 28(1); 115-119","Horticultura Brasileira","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362010000100022&lang=pt" 
"S0100-29452010000100024-scl","Uso da poda seca e da poda verde para obtenção de duas safras por ciclo vegetativo em três cultivares de videira","Anzanello, Rafael, Souza, Paulo Vitor Dutra de, Coelho, Pedro Ferreira","Revista Brasileira de Fruticultura; 32(1); 196-203","Revista Brasileira de Fruticultura","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452010000100024&lang=pt" 
"S0100-29452010000100002-scl","Busca pela qualidade","Ruggiero, Carlos","Revista Brasileira de Fruticultura; 32(1); -","Revista Brasileira de Fruticultura","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452010000100002&lang=pt" 
"S0100-29452010000100001-scl","A cultura da pereira no Brasil","Faoro, Ivan Dagoberto, Orth, Afonso Inácio","Revista Brasileira de Fruticultura; 32(1); -","Revista Brasileira de Fruticultura","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452010000100001&lang=pt" 
"S0100-29452010000100039-scl","Enxertia da cajazeira","Souza, Eliziete Pereira de, Mendonça, Rejane Maria Nunes, Silva, Silvanda de Melo, Estrela, Maria Alexandra, Souza, Adailson Pereira de, Silva, Gerciane Cabral da","Revista Brasileira de Fruticultura; 32(1); 316-320","Revista Brasileira de Fruticultura","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452010000100039&lang=pt" 
"S0100-29452010000100034-scl","Comunicação científica eficiência de inseticidas à base de nim no controle de Grapholita molesta (Busck, 1916) (Lepidoptera: Tortricidae)","Bernardi, Oderlei, Bernardi, Daniel, Trecha, Calisc de Oliveira, Jardim, Edson de Oliveira, Cunha, Uemerson Silva da, Garcia, Mauro Silveira","Revista Brasileira de Fruticultura; 32(1); 286-290","Revista Brasileira de Fruticultura","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452010000100034&lang=pt" 
"S0100-29452010000100035-scl","Fenologia da floração e frutificação de mirtáceas nativas da floresta com araucária","Danner, Moeses Andrigo, Citadin, Idemir, Sasso, Simone Aparecida Zolet, Sachet, Marcos Robson, Ambrósio, Rodrigo","Revista Brasileira de Fruticultura; 32(1); 291-295","Revista Brasileira de Fruticultura","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452010000100035&lang=pt" 
"S0100-29452010000100029-scl","Variabilidade genética em populações de pitangueira oriundas de autopolinização e polinização livre, acessada por AFLP","Franzon, Rodrigo Cezar, Castro, Caroline Marques, Raseira, Maria do Carmo Bassols","Revista Brasileira de Fruticultura; 32(1); 240-250","Revista Brasileira de Fruticultura","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452010000100029&lang=pt" 
"S0100-29452010000100041-scl","Extração de nutrientes pelos ramos frutíferos de caquizeiro cultivar giombo durante um ciclo de produção","Takahashi, Hideaki Wilson, Fonseca, Inês Cristina de Batista, Takahashi, Alexandre","Revista Brasileira de Fruticultura; 32(1); 326-334","Revista Brasileira de Fruticultura","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452010000100041&lang=pt" 
"S0100-29452010000100004-scl","Coloração do fruto, distúrbios fisiológicos e doenças em maçãs &#039;Gala&#039; e &#039;Fuji&#039; pulverizadas com aminoetoxivinilglicina","Amarante, Cassandro Vidal Talamini do, Steffens, Cristiano André, Blum, Luiz Eduardo Bassay","Revista Brasileira de Fruticultura; 32(1); 009-018","Revista Brasileira de Fruticultura","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452010000100004&lang=pt" 
"S1676-06032010000100009-scl","Relação peso-comprimento e fator de condição de Oligosarcus hepsetus (Cuvier, 1829) no Parque Estadual da Serra do Mar - Núcleo Santa Virgínia, Mata Atlântica, estado de São Paulo, Brasil","Gomiero, Leandro Muller, Villares Junior, Gilberto Aparecido, Braga, Francisco Manoel de Souza","Biota Neotropica; 10(1); 101-105","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100009&lang=pt" 
"S1676-06032010000100001-scl","Pelagic and littoral cladocerans (Crustacea, Anomopoda and Ctenopoda) from reservoirs of the Northwest of São Paulo State, Brazil","Castilho-Noll, Maria Stela Maioli, Câmara, Carolina Figueira, Chicone, Maira Favaron, Shibata, Érico Hissashi","Biota Neotropica; 10(1); 21-30","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100001&lang=pt" 
"S1676-06032010000100002-scl","Variação espacial e influência do habitat na estrutura de comunidades de pequenos mamíferos em áreas de campo rupestre no Distrito Federal","Santos, Rodrigo Augusto Lima, Henriques, Raimundo Paulo Barros","Biota Neotropica; 10(1); 31-38","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100002&lang=pt" 
"S1676-06032010000100027-scl","Coleoptera associated with pig carcass exposed in a forest reserve, Manaus, Amazonas, Brazil","Mise, Kleber Makoto, Souza, Alex Sandro Barros de, Campos, Claudimir de Menezes, Keppler, Ruth Leila Ferreira, Almeida, Lúcia Massutti de","Biota Neotropica; 10(1); 321-324","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100027&lang=pt" 
"S1676-06032010000100004-scl","Efeito do tamanho do fragmento na dispersão de sementes de Copaíba (Copaifera langsdorffii Delf.)","Rabello, Ananza, Ramos, Flávio Nunes, Hasui, Érica","Biota Neotropica; 10(1); 47-54","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100004&lang=pt" 
"S1676-06032010000100008-scl","Duas novas espécies de Lopesia Rübsaamen (Diptera, Cecidomyiidae) do Brasil, com chave para as espécies","Rodrigues, Alene Ramos, Maia, Valéria Cid","Biota Neotropica; 10(1); 85-99","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100008&lang=pt" 
"S1676-06032010000100007-scl","Ecologic salience and agreement on the identification of tree species from Brazilian Atlantic Forest","Hanazaki, Natalia, Mazzeo, Rogério, Duarte, Alexandre Romariz, Souza, Vinícius Castro, Rodrigues, Ricardo Ribeiro","Biota Neotropica; 10(1); 77-84","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100007&lang=pt" 
"S1676-06032010000100011-scl","The germination of seeds of Epiphyllum phyllanthus (L.) Haw. (Cactaceae) is controlled by phytochrome and by nonphytochrome related process","Simão, Edson, Nakamura, Adriana Tiemi, Takaki, Massanori","Biota Neotropica; 10(1); 115-119","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100011&lang=pt" 
"S1676-06032010000100016-scl","Gall midges (Diptera, Cecidomyiidae) associated with Aldina heterophylla Spr. ex Benth. (Fabaceae) from Brazil","Fernandes, Sheila Patricia Carvalho, Maia, Valéria Cid, Rafael, José Albertino","Biota Neotropica; 10(1); 161-166","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100016&lang=pt" 
"S1676-06032010000100012-scl","Taxocenose de aves em um remanescente da Floresta com Araucária no Sudeste do Paraná, Brasil","Bispo, Arthur Ângelo, Scherer-Neto, Pedro","Biota Neotropica; 10(1); 121-130","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100012&lang=pt" 
"S1676-06032010000100017-scl","Hábitos alimentares de serpentes em Espigão do Oeste, Rondônia, Brasil","Bernarde, Paulo Sérgio, Abe, Augusto Shinya","Biota Neotropica; 10(1); 167-173","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100017&lang=pt" 
"S1676-06032010000100019-scl","Sophora tomentosa e Crotalaria vitellina (Fabaceae): biologia reprodutiva e interações com abelhas na restinga de Ubatuba, São Paulo","Brito, Vinícius Lourenço Garcia de, Pinheiro, Mardiore, Sazima, Marlies","Biota Neotropica; 10(1); 185-192","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100019&lang=pt" 
"S1676-06032010000100029-scl","Microestrutura de pêlos-guarda de felídeos Brasileiros: considerações para a identificação de espécies","Vanstreels, Ralph Eric Thijl, Ramalho, Fernanda do Passo, Adania, Cristina Harumi","Biota Neotropica; 10(1); 333-337","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100029&lang=pt" 
"S1676-06032010000100025-scl","Primeiro levantamento da fauna de Ephemeroptera (Insecta) do Espírito Santo, Sudeste do Brasil","Salles, Frederico Falcão, Nascimento, Jeane Marcelle Cavalcante do, Massariol, Fabiana Criste, Angeli, Kamila Batista, Silva, Patrik Barcelos e, Rúdio, Jéssika Ana, Boldrini, Rafael","Biota Neotropica; 10(1); 293-307","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100025&lang=pt" 
"S1676-06032010000100015-scl","Morfologia de frutos, sementes e plântulas de Guettarda platypoda DC. (Rubiaceae)","Lima, Liliane Ferreira, Lima, Patrícia Barbosa, Almeida Jr., Eduardo Bezerra de, Zickel, Carmen Silvia","Biota Neotropica; 10(1); 155-160","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100015&lang=pt" 
"S1676-06032010000100006-scl","Espécies novas de Leuropeltis Hebard, 1921 (Blattellidae, Pseudophyllodromiinae) do estado do Amazonas, Brasil","Lopes, Sonia Maria, Oliveira, Edivar Heeren de","Biota Neotropica; 10(1); 73-75","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100006&lang=pt" 
"S1676-06032010000100028-scl","Brazilian cleaner birds: update and brief reappraisal","Sazima, Ivan, Sazima, Cristina","Biota Neotropica; 10(1); 327-331","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100028&lang=pt" 
"S1676-06032010000100030-scl","Limb amputation by male Neotropical longhorn beetles during competition for females","Larsson, Folke Kustvall","Biota Neotropica; 10(1); 339-341","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100030&lang=pt" 
"S1676-06032010000100031-scl","The identity of Apostolepis pymi and placement of A. quinquelineata in the synonymy of A. nigrolineata (Serpentes, Xenodontinae)","Lema, Thales de, Albuquerque, Nelson Rufino de","Biota Neotropica; 10(1); 343-346","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100031&lang=pt" 
"S1676-06032010000100032-scl","Ticks (Acari: Ixodidae) on domestic dogs in Serra de Caldas Novas State Park, Goiás: epidemiological aspects","Queirogas, Vera Lúcia de, Oliveira, Liliane Martins de, Marques, Renata Leal, Oliveira, Diego Silva Freitas, Szabó, Matias Pablo Juan","Biota Neotropica; 10(1); 347-349","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100032&lang=pt" 
"S1676-06032010000100023-scl","Galhas de insetos do Parque Estadual Paulo César Vinha (Guarapari, ES, Brasil)","Bregonci, Juliana de Menezes, Polycarpo, Polyanna Vieira, Maia, Valéria Cid","Biota Neotropica; 10(1); 265-274","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100023&lang=pt" 
"S1676-06032010000100005-scl","Caracterização florística e fitofisionômica da Serra do Condado, Minas Gerais, Brasil","Pifano, Daniel Salgado, Valente, Arthur Sérgio Mouco, Almeida, Hisaias de Souza, Melo, Pablo Hendrigo Alves de, Castro, Ricardo Montianeli de, van den Berg, Eduardo","Biota Neotropica; 10(1); 55-71","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100005&lang=pt" 
"S1676-06032010000100010-scl","Ichthyofauna of Rio Jurubatuba, Santos, São Paulo: a high diversity refuge in impacted lands","Mattox, George Mendes Taliaferro, Iglesias, José Manoel Pires","Biota Neotropica; 10(1); 107-114","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100010&lang=pt" 
"S1676-06032010000100013-scl","Biologia reprodutiva de Cercosaura schreibersii (Squamata, Gymnophthalmidae) e Cnemidophorus lacertoides (Squamata, Teiidae) no escudo Sul-Riograndense, Brasil","Balestrin, Rafael Lucchesi, Cappellari, Lize Helena, Outeiral, Arlete Ballestrin","Biota Neotropica; 10(1); 131-139","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100013&lang=pt" 
"S1676-06032010000100014-scl","Planting coconuts in Indian villages: ethnoecological aspects and evaluation of a &quot;sustainable development&quot; project","Salm, Rodolfo, Feder, Lisa, Jalles-Filho, Euphly, Jardim, Mario Augusto Gonçalves","Biota Neotropica; 10(1); 141-154","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100014&lang=pt" 
"S1676-06032010000100018-scl","Conhecimentos e usos da fauna cinegética pelos caçadores indígenas &quot;Tupinambá de Olivença&quot; (Bahia)","Pereira, Jussara Paula Rezende, Schiavetti, Alexandre","Biota Neotropica; 10(1); 175-183","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100018&lang=pt" 
"S1676-06032010000100020-scl","Fitossociologia de um Cerrado denso em área de influência de torre de fluxo de carbono, Pé-de-Gigante, Parque Estadual de Vassununga, SP","Latansio-Aidar, Sabrina Ribeiro, Oliveira, Ana Claudia Pereira de, Rocha, Humberto Ribeiro da, Aidar, Marcos Pereira Marinho","Biota Neotropica; 10(1); 195-207","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100020&lang=pt" 
"S1676-06032010000100021-scl","Inventory of ascidians (Tunicata, Ascidiacea) from the National Park La Restinga, Isla Margarita, Venezuela","Rocha, Rosana Moreira, Guerra-Castro, Edlin, Lira, Carlos, Pauls, Sheila Marquez, Hernández, Ivan, Pérez, Adriana, Sardi, Adriana, Pérez, Jeannette, Herrera, César, Carbonini, Ana Karinna, Caraballo, Virginia, Salazar, Dioceline, Diaz, Maria Cristina, Cruz-Motta, Juan José","Biota Neotropica; 10(1); 209-218","Biota Neotropica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100021&lang=pt" 
"S1676-06032010000100022-scl","Araçá: biodiversidade, impactos e ameaças","Amaral, Antonia Cecília Zacagnini, Migotto, Alvaro Esteves, Turra, Alexander, Schaeffer-Novelli, Yara","Biota Neotropica; 10(1); 219-264","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100022&lang=pt" 
"S1676-06032010000100024-scl","Anurofauna da Floresta Estacional Semidecidual da Estação Ecológica dos Caetetus, Sudeste do Brasil","Brassaloti, Ricardo Augusto, Rossa-Feres, Denise de Cerqueira, Bertoluci, Jaime","Biota Neotropica; 10(1); 275-291","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100024&lang=pt" 
"S1676-06032010000100003-scl","Taxocenose de anuros (Amphibia: Anura) em uma área de Floresta Ombrófila Densa no Sul do Brasil","Armstrong, Camila Graziela, Conte, Carlos Eduardo","Biota Neotropica; 10(1); 39-46","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100003&lang=pt" 
"S1676-06032010000100026-scl","Borboletas (Lepidoptera: Papilionoidea e Hesperioidea) ocorrentes em diferentes ambientes na Floresta Ombrófila Mista e nos Campos de Cima da Serra do Rio Grande do Sul, Brasil","Iserhard, Cristiano Agra, Quadros, Marina Todeschini de, Romanowski, Helena Piccoli, Mendonça Jr., Milton de Souza","Biota Neotropica; 10(1); 309-320","Biota Neotropica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032010000100026&lang=pt" 
"S0034-75902010000100002-scl","A tradição e a autonomia dos Estudos Organizacionais Críticos no Brasil","Paula, Ana Paula Paes de, Maranhão, Carolina Machado Saraiva de Albuquerque, Barreto, Raquel de Oliveira, Klechen, Cleiton Fabiano","Revista de Administração de Empresas; 50(1); 10-23","Revista de Administração de Empresas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100002&lang=pt" 
"S0034-75902010000100003-scl","Em direção a uma tipologia de processos de internacionalização","Rezende, Sérgio Fernando, Versiani, Ângela França","Revista de Administração de Empresas; 50(1); 24-36","Revista de Administração de Empresas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100003&lang=pt" 
"S0034-75902010000100007-scl","Dinâmica da acumulação de capacidades inovadoras: evidências de empresas de software no Rio de janeiro e em São Paulo","Miranda, Eduardo C., Figueiredo, Paulo N.","Revista de Administração de Empresas; 50(1); 75-93","Revista de Administração de Empresas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100007&lang=pt" 
"S0034-75902010000100008-scl","Privatização: bom ou ruim? Lições do setor de distribuição de energia elétrica do nordeste brasileiro","Silvestre, Bruno dos Santos, Hall, Jeremy, Matos, Stelvia, Figueira, Luiz Augusto Pereira de Andrade","Revista de Administração de Empresas; 50(1); 94-111","Revista de Administração de Empresas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100008&lang=pt" 
"S0034-75902010000100001-scl","Editorial","Diniz, Eduardo Henrique","Revista de Administração de Empresas; 50(1); 5-5","Revista de Administração de Empresas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100001&lang=pt" 
"S0034-75902010000100006-scl","Teste do CAPM condicional dos retornos de carteiras dos mercados brasileiro, argentino e chileno, comparando-os com o mercado norte-americano","Tambosi Filho, Elmo, Garcia, Fábio Gallo, Imoniana, Joshua Onome, Moreiras, Luiz Maurício Franco","Revista de Administração de Empresas; 50(1); 60-74","Revista de Administração de Empresas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100006&lang=pt" 
"S0034-75902010000100005-scl","Subjetividade e segurança do trabalho: a experiência de um grupo de mútua ajuda","Bouyer, Gilbert Cardoso, Barbosa, Eduardo","Revista de Administração de Empresas; 50(1); 48-59","Revista de Administração de Empresas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100005&lang=pt" 
"S0034-75902010000100004-scl","Potencialidades da análise histórica nos Estudos Organizacionais brasileiros","Ferreira, Fábio Vizeu","Revista de Administração de Empresas; 50(1); 37-47","Revista de Administração de Empresas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100004&lang=pt" 
"S0034-75902010000100009-scl","Democracia, estado social e reforma gerencial","Bresser-Pereira, Luiz Carlos","Revista de Administração de Empresas; 50(1); 112-116","Revista de Administração de Empresas","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100009&lang=pt" 
"S0034-75902010000100010-scl","Entre a mão e a cabeça, o fazer e o pensar: eis o artífice","Batista-Dos-Santos, Ana Cristina, Añez, Miguel Eduardo Moreno","Revista de Administração de Empresas; 50(1); 117-118","Revista de Administração de Empresas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902010000100010&lang=pt" 
"S0798-22592010000200001-ven","Importancia de la investigación","","Revista Científica; 20(2); 125-125","Revista Científica","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-22592010000200001&lang=pt" 
"S0798-22592010000200002-ven","Concentración de proteínas totales en el suero sanguíneo de cabras de la raza canaria en el pre parto e inicio de la lactancia","Zabaleta, Jhonny, Pérez, María Lourdes, Riera, Mario, Nieves, Luis, Vila, Vicente","Revista Científica; 20(2); 127-131","Revista Científica","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-22592010000200002&lang=pt" 
"S0798-22592010000200003-ven","Eficacia de un herpesvirus de pavo recombinante expresando la proteína VP2 del virus de la enfermedad de Gumboro ante un desafío experimental","Perozo, Francisco, Villegas, Pedro, Mavárez, Yaneth, Fernández, Rafael, Cruz, Julio","Revista Científica; 20(2); 132-137","Revista Científica","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-22592010000200003&lang=pt" 
"S0798-22592010000200014-ven","Residuos de insecticidas organoclorados en yogurt firme de tres marcas comerciales, elaborado en Venezuela","Medina, Carlos, Allara, María, Izquierdo, Pedro, Sánchez, Egar, Piñero, María Y, Torres, Gabriel","Revista Científica; 20(2); 203-211","Revista Científica","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-22592010000200014&lang=pt" 
"S0798-22592010000200012-ven","Evaluación de las pérdidas económicas por eventos de falla reproductiva asociadas a brucelosis bovina en hembras y explotaciones de la cuenca lechera de Tizayuca, Hidalgo, México","Xolalpa Campos, Víctor Manuel, Pérez Ruano, Miguel, Córdova Izquierdo, Alejandro","Revista Científica; 20(2); 190-195","Revista Científica","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-22592010000200012&lang=pt" 
"S0798-22592010000200010-ven","Efecto de la dosis de eCG sobre la inducción del celo en cabras mestizas luego de un tratamiento corto con Medroxiprogesterona","Nava-Trujillo, Héctor, Chango-Villasmil, José, Finol-Parra, Geovanny, Torres-Rodríguez, Paola, Carrillo-Fernández, Freygelinne, Maldonado-Suárez, Juan, Gil-Huerta, Lydia, Akourki, Adamou","Revista Científica; 20(2); 181-183","Revista Científica","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-22592010000200010&lang=pt" 
"S0798-22592010000200008-ven","Comportamiento reproductivo de cabras alimentadas con distintos concentrados y sistemas de amamantamiento de las crías","Sánchez, Cecilia, Garmendia, Julio, García, Mercedes, Colmenares, Omar","Revista Científica; 20(2); 170-175","Revista Científica","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-22592010000200008&lang=pt" 
"S0798-22592010000200009-ven","Frecuencias Alélicas de Beta-lactoglobulina en ganado criollo Limonero","Rojas, Inioska, Aranguren-Méndez, José, Portillo, María, Villasmil-Ontiveros, Yenen, Rincón, Xomaira, Contreras, Gloria","Revista Científica; 20(2); 176-180","Revista Científica","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-22592010000200009&lang=pt" 
"S0798-22592010000200004-ven","Analgesia preventiva en hembras Caninas sometidas a Ovariohisterectomía: comparación del efecto analgésico de Morfina y Tramadol asociados a Xilazina","Sandoval, Osvaldo, Herzberg, Daniel, Galecio, Sebastián, Cardona, Leonel, Bustamante, Hedie","Revista Científica; 20(2); 138-143","Revista Científica","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-22592010000200004&lang=pt" 
