"S0042-96862008000800030-spa","Integrating cervical cancer prevention in HIV/AIDS treatment and care programmes","Mwanahamuntu, Mulindi H, Sahasrabuddhe, Vikrant V, Stringer, Jeffrey SA, Parham, Groesbeck P","Bulletin of the World Health Organization; 86(8); D-E","Bulletin of the World Health Organization","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862008000800030&lang=pt" 
"S1806-37132008000800014-scl","Doença de Castleman associada a derrame pleural","Pinheiro, Valéria Góes Ferreira, Fernandes, Geórgea Hermógenes, Cezar, Lia Cavalcante, Alves, Newton de Albuquerque, Menezes, Dalgimar Beserra de","Jornal Brasileiro de Pneumologia; 34(8); 626-630","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800014&lang=pt" 
"S0074-02762008000500015-scl","Polymorphism in the Plasmodium vivax msp 3: gene in field samples from Tierralta, Colombia","Cristiano, Fabio Aníbal, Pérez, Manuel Alberto, Nicholls, Rubén Santiago, Guerra, Angela Patricia","Memórias do Instituto Oswaldo Cruz; 103(5); 493-496","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000500015&lang=pt" 
"S0034-71672008000400001-scl","O currículo e a formação do enfermeiro","Martini, Jussara Gue","Revista Brasileira de Enfermagem; 61(4); 407-407","Revista Brasileira de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400001&lang=pt" 
"S1519-70772008000200001-scl","Editorial: sobre a necessidade de se estudar Contabilidade e (e não ou) Finanças","Lopes, Alexsandro Broedel, Iudicibus, Sérgio de, Martins, Eliseu","Revista Contabilidade &amp; Finanças; 19(47); 5-5","Revista Contabilidade &amp; Finanças","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772008000200001&lang=pt" 
"S1806-37132008000800007-scl","Pré-condicionamento isquêmico por oclusão seletiva da artéria pulmonar em ratos","Pilla, Eduardo Sperb, Vendrame, Giovani Schirmer, Sánchez, Pablo Gerardo, Grun, Gustavo, Fontena, Eduardo, Forgiarini Júnior, Luiz Alberto, Marroni, Norma Anair Possa, Andrade, Cristiano Feijó, Cardoso, Paulo Francisco Guerreiro","Jornal Brasileiro de Pneumologia; 34(8); 583-589","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800007&lang=pt" 
"S1806-37132008000800008-scl","Estudo descritivo da freqüência de micobactérias não tuberculosas na Baixada Santista (SP)","Zamarioli, Liliana Aparecida, Coelho, Andréa Gobetti Vieira, Pereira, Clemira Martins, Nascimento, Ana Carolina Chiou, Ueki, Suely Yoko Mizuka, Chimara, Erica","Jornal Brasileiro de Pneumologia; 34(8); 590-594","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800008&lang=pt" 
"S1806-37132008000800009-scl","Câncer de pulmão: histologia, estádio, tratamento e sobrevida","Novaes, Fabiola Trocoli, Cataneo, Daniele Cristina, Ruiz Junior, Raul Lopes, Defaveri, Júlio, Michelin, Odair Carlito, Cataneo, Antonio José Maria","Jornal Brasileiro de Pneumologia; 34(8); 595-600","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800009&lang=pt" 
"S1806-37132008000800010-scl","Mortalidade específica por tuberculose no estado do Espírito Santo, no período de 1985 a 2004","Moreira, Cláudia Maria Marques, Zandonade, Eliana, Reynaldo, Dietze, Maciel, Ethel Leonor Noia","Jornal Brasileiro de Pneumologia; 34(8); 601-606","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800010&lang=pt" 
"S1806-37132008000800012-scl","Métodos empregados na verificação da adesão à corticoterapia inalatória em crianças e adolescentes: taxas encontradas e suas implicações para a prática clínica","Jentzsch, Nulma Souto, Camargos, Paulo Augusto Moreira","Jornal Brasileiro de Pneumologia; 34(8); 614-621","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800012&lang=pt" 
"S1806-37132008000800015-scl","Teratoma de mediastino com degeneração maligna","Squeff, Fabiano Alves, Gerace, Eduardo Salvador, Saad Júnior, Roberto, Botter, Márcio, Gonçalves, Roberto, Paes, Juliana Fracalossi","Jornal Brasileiro de Pneumologia; 34(8); 631-634","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800015&lang=pt" 
"S0034-71672008000400006-scl","Obstáculos didáticos no cotidiano da prática pedagógica do enfermeiro professor","Rodrigues, Malvina Thaís Pacheco, Mendes Sobrinho, José Augusto de Carvalho","Revista Brasileira de Enfermagem; 61(4); 435-440","Revista Brasileira de Enfermagem","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400006&lang=pt" 
"S0034-71672008000400017-scl","As representações sociais de mulheres portadoras de Hipertensão Arterial","Silva, Maria Enoia Dantas Costa e, Barbosa, Liana Dantas da Costa e Silva, Oliveira, Adélia Dalva da Silva, Gouveia, Márcia Teles de Oliveira, Nunes, Benevina Maria Vilar Teixeira, Alves, Eucário Leite Monteiro","Revista Brasileira de Enfermagem; 61(4); 500-507","Revista Brasileira de Enfermagem","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400017&lang=pt" 
"S1519-70772008000200006-scl","Orçamento empresarial: levantamento da produção científica no período de 1995 a 2006","Leite, Rita Mara, Cherobim, Ana Paula Mussi Szabo, Silva, Helena de Fátima Nunes, Bufrem, Leilah Santiago","Revista Contabilidade &amp; Finanças; 19(47); 56-72","Revista Contabilidade &amp; Finanças","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772008000200006&lang=pt" 
"S1806-37132008000800011-scl","Perfil epidemiológico dos casos notificados de tuberculose entre os profissionais de saúde no Hospital Universitário em Vitória (ES) Brasil","Prado, Thiago Nascimento do, Galavote, Heleticia Scabelo, Brioshi, Ana Paula, Lacerda, Thamy, Fregona, Geisa, Detoni, Valdério do Valle, Lima, Rita de Cássia Duarte, Dietze, Reynaldo, Maciel, Ethel Leonor Noia","Jornal Brasileiro de Pneumologia; 34(8); 607-613","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800011&lang=pt" 
"S1806-37132008000800001-scl","Entendendo e previnindo as mortes relacionadas à asma","Pérez-Padilla, Rogelio, Torre-Bouscoulet, Luis","Jornal Brasileiro de Pneumologia; 34(8); 545-545","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800001&lang=pt" 
"S1806-37132008000800016-scl","O sertão de Vicente Forte e sua vivente obra dedicada à medicina brasileira","Normando Júnior, Geraldo Roger","Jornal Brasileiro de Pneumologia; 34(8); 635-636","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000800016&lang=pt" 
"S1516-89132008000400023-scl","Land reclamation recovery with the sewage sludge use","Tamanini, Cristina Rincon, Motta, Antônio Carlos Vargas, Andreoli, Cleverson Vitório, Doetzer, Benno Henrique","Brazilian Archives of Biology and Technology; 51(4); 643-655","Brazilian Archives of Biology and Technology","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132008000400023&lang=pt" 
"S0021-75572008000400006-scl","Adesão à antibioticoterapia profilática em crianças com anemia falciforme: um estudo prospectivo","Bitarães, Enio Latini, Oliveira, Benigna Maria de, Viana, Marcos Borato","Jornal de Pediatria; 84(4); 316-322","Jornal de Pediatria","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572008000400006&lang=pt" 
"S0074-02762008000500019-scl","Antimicrobial resistance among Brazilian Corynebacterium diphtheriae strains","Pereira, Gabriela Andrade, Pimenta, Fabrícia Pires, Santos, Fátima Rejane Wink dos, Damasco, Paulo Vieira, Hirata Júnior, Raphael, Mattos-Guaraldi, Ana Luíza","Memórias do Instituto Oswaldo Cruz; 103(5); 507-510","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000500019&lang=pt" 
"S0074-02762008000500002-scl","Prevalence and clinical aspects of respiratory syncytial virus A and B groups in children seen at Hospital de Clínicas of Uberlândia, MG, Brazil","Oliveira, TFM, Freitas, GRO, Ribeiro, LZG, Yokosawa, J, Siqueira, MM, Portes, SAR, Silveira, HL, Calegari, T, Costa, LF, Mantese, OC, Queiróz, DAO","Memórias do Instituto Oswaldo Cruz; 103(5); 417-422","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000500002&lang=pt" 
"S0074-02762008000500016-scl","Genetic relationships between sympatric populations of Bacillus cereus and Bacillus thuringiensis, as revealed by rep-PCR genomic fingerprinting","Peruca, Ana Paula S, Vilas-Bôas, Gislayne T, Arantes, OMN","Memórias do Instituto Oswaldo Cruz; 103(5); 497-500","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000500016&lang=pt" 
"S0074-02762008000500007-scl","Oxamniquine, praziquantel and lovastatin association in the experimental Schistosomiasis mansoni","Araújo, Neusa, Mattos, Ana Carolina Alves de, Sarvel, Ana Karine, Coelho, Paulo Marcos Zech, Katz, Naftale","Memórias do Instituto Oswaldo Cruz; 103(5); 450-454","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000500007&lang=pt" 
"S0074-02762008000500020-scl","IgA1 levels in milk and serum samples from intestinal parasite-infected or normal puerperae","Manhani, Marianna Nascimento, Cruz, Julia Maria Costa, Ferreira, Daniela Marques de Lima Mota, Abdallah, Vânia Olivetti Steffen, Souza, Maria Aparecida de","Memórias do Instituto Oswaldo Cruz; 103(5); 511-513","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000500020&lang=pt" 
"S0074-02762008000500001-scl","Emmanuel Dias and Trypanosoma cruzi discovery: two centenaries to celebrate - Editorial","Dias, João Carlos Pinto, Coura, José Rodrigues","Memórias do Instituto Oswaldo Cruz; 103(5); 415-416","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000500001&lang=pt" 
"S0074-02762008000500021-scl","Pre-Columbian Chagas disease in Brazil: Trypanosoma cruzi I in the archaeological remains of a human in Peruaçu Valley, Minas Gerais, Brazil","Fernandes, Alexandre, Iñiguez, Alena M, Lima, Valdirene S, Souza, Sheila MF Mendonça de, Ferreira, Luiz Fernando, Vicente, Ana Carolina P, Jansen, Ana M","Memórias do Instituto Oswaldo Cruz; 103(5); 514-516","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000500021&lang=pt" 
"S0074-02762008000500017-scl","Cheap, rapid and efficient DNA extraction method to perform multilocus microsatellite genotyping on all Schistosoma mansoni stages","Beltran, S, Galinier, R, Allienne, JF, Boissier, J","Memórias do Instituto Oswaldo Cruz; 103(5); 501-503","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000500017&lang=pt" 
"S0100-39842008000400002-scl","Qual o seu diagnóstico?","Nacif, Marcelo Souto, Oliveira Junior, Amarino Carvalho de, Oliveira, Lucia Brandão de, Martins, Wolney de Andrade, Moreira, Denise Madeira, Rochitte, Carlos Eduardo","Radiologia Brasileira; 41(4); VII-IX","Radiologia Brasileira","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400002&lang=pt" 
"S0100-39842008000400001-scl","Novos paradigmas na avaliação por imagem dos tumores parenquimatosos renais","Baroni, Ronaldo Hueb","Radiologia Brasileira; 41(4); V-VI","Radiologia Brasileira","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400001&lang=pt" 
"S0100-39842008000400011-scl","Curvas de isodose no ar em uma sala de mamografia","Adad, Maria Cecília Baptista Todeschini, Hoff, Gabriela, Streck, Elaine Evaní, Lykawka, Rochele","Radiologia Brasileira; 41(4); 255-258","Radiologia Brasileira","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400011&lang=pt" 
"S0100-39842008000400010-scl","Ressonância magnética das vias lacrimais: estudo comparativo entre bobinas de superfície convencionais e microscópicas","Abreu Junior, Luiz de, Wolosker, Angela Maria Borri, Borri, Maria Lucia, Galvão Filho, Mário de Melo, D&#039;Ippolito, Giuseppe, Hartmann, Luiz Guilherme de Carvalho, Castro, Cláudio Campi de","Radiologia Brasileira; 41(4); 251-254","Radiologia Brasileira","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400010&lang=pt" 
"S0100-39842008000400023-scl","Impacto das ações de vigilância sanitária no programa de controle de qualidade nos serviços de mamografia no Estado da Paraíba, no período de 1999 a 2003","Ramos, Maria Magdala de Brito","Radiologia Brasileira; 41(4); 280-280","Radiologia Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400023&lang=pt" 
"S0100-39842008000400016-scl","Degeneração cística maciça de leiomioma uterino em gestante simulando neoplasia ovariana: relato de caso","Teixeira, Arildo Corrêa, Urban, Linei A. B. D., Zapparoli, Mauricio, Pereira, Caroline, Millani, Thaís Cristina Cleto, Passos, Ana Paula","Radiologia Brasileira; 41(4); 277-279","Radiologia Brasileira","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400016&lang=pt" 
"S0100-39842008000400015-scl","Mastopatia diabética: um inusitado diagnóstico diferencial: relato de caso","Elias, Simone, Francisco, Marina Celli, Kemp, Cláudio, Verenhitach, Beatriz Daou, Francisco, Fabiano Celli, Wolgien, Maria del Carmen M.","Radiologia Brasileira; 41(4); 275-276","Radiologia Brasileira","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400015&lang=pt" 
"S0100-39842008000400021-scl","Avaliação da ressonância magnética da mão dominante na artrite reumatóide precoce: correlação com a radiologia convencional","Vitule, Luiz Fernando","Radiologia Brasileira; 41(4); 268-268","Radiologia Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400021&lang=pt" 
"S0100-39842008000400022-scl","Estudo cefalométrico comparativo dos padrões dento-esqueléticos faciais em indivíduos com oclusão normal e má-oclusão dentária","Pereira, Julio Cesar Mota","Radiologia Brasileira; 41(4); 274-274","Radiologia Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400022&lang=pt" 
"S0100-39842008000400019-scl","Avaliação dos fatores de risco e dos resultados do tratamento percutâneo da estenose da anastomose bílio-entérica em crianças submetidas a transplante de fígado","Moreira, Airton Mota","Radiologia Brasileira; 41(4); 240-240","Radiologia Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400019&lang=pt" 
"S0100-39842008000400020-scl","Contribuição da ressonância magnética na arterite de Takayasu","Baptista, Luciana de Pádua Silva","Radiologia Brasileira; 41(4); 250-250","Radiologia Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400020&lang=pt" 
"S0100-39842008000400017-scl","As diversas causas de dor no ombro do nadador","Aguiar, Rodrigo","Radiologia Brasileira; 41(4); X-X","Radiologia Brasileira","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400017&lang=pt" 
"S0100-39842008000400018-scl","Tomografia computadorizada multidetectores na avaliação do tromboembolismo pulmonar: uso de reformatações em projeção de intensidade máxima","Genu, Ana Maria","Radiologia Brasileira; 41(4); 218-218","Radiologia Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842008000400018&lang=pt" 
"S0034-71672008000400012-scl","Natureza, classificação e intervenções de enfermagem para pacientes com mediastinite","Almeida, Amélia Rodrigues de, Guedes, Maria Vilani Cavalcante","Revista Brasileira de Enfermagem; 61(4); 470-475","Revista Brasileira de Enfermagem","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400012&lang=pt" 
"S0034-71672008000400010-scl","Violência sexual contra criança no meio intrafamiliar atendidos no SAMVVIS, Teresina, PI","Monteiro, Claudete Ferreira de Souza, Teles, Delma Castelo Branco Soares, Castro, Karoline Lopes, Vasconcelos, Nayane Sieglyne Veras de, Magalhães, Rosilane de Lima Brito, Deus, Maria Castelo Branco Rocha de","Revista Brasileira de Enfermagem; 61(4); 459-463","Revista Brasileira de Enfermagem","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400010&lang=pt" 
"S0034-71672008000400009-scl","Conhecimento dos enfermeiros sobre o Serviço de Atenção às Mulheres Vítimas de Violência Sexual","Monteiro, Claudete Ferreira de Souza, Morais, Sheila Coelho Ramalho Vasconcelos, Ferreira, Maria Tamires Alves, Carvalho, Rodolfo Xavier da Costa, Canuto, Mary Ângela de Oliveira, Moreira, Isabel Cristina Cavalcante Carvalho","Revista Brasileira de Enfermagem; 61(4); 454-458","Revista Brasileira de Enfermagem","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400009&lang=pt" 
"S0034-71672008000400004-scl","Tabaco e saúde no olhar de estudantes universitários","Silva, Antonia Oliveira, Sousa, Cristina Maria Miranda de, Gaspar, Maria Filomena Mendes, Paredes, Maria Adelaide Silva, Tura, Luiz Fernando Rangel, Jesuíno, Jorge Correia","Revista Brasileira de Enfermagem; 61(4); 423-427","Revista Brasileira de Enfermagem","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400004&lang=pt" 
"S0034-71672008000400015-scl","Aleitamento materno: fatores que levam ao desmame precoce","Araújo, Olívia Dias de, Cunha, Adélia Leana da, Lustosa, Lidiana Rocha, Nery, Inez Sampaio, Mendonça, Rita de Cássia Magalhães, Campelo, Sônia Maria de Araújo","Revista Brasileira de Enfermagem; 61(4); 488-492","Revista Brasileira de Enfermagem","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400015&lang=pt" 
"S0034-71672008000400020-scl","Análise da produção científica sobre Hepatite B na pós-graduação de enfermagem","Carvalho, Ayla Maria Calixto de, Araújo, Telma Maria Evangelista de","Revista Brasileira de Enfermagem; 61(4); 518-522","Revista Brasileira de Enfermagem","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400020&lang=pt" 
"S0034-71672008000400019-scl","Cuidador de idosos: conhecimento disponível na base de dados LILACS","Nascimento, Leidimar Cardoso, Moraes, Eronice Ribeiro de, Silva, Jaqueline Carvalho e, Veloso, Laurimary Caminha, Vale, Andréia Rodrigues Moura da Costa","Revista Brasileira de Enfermagem; 61(4); 514-517","Revista Brasileira de Enfermagem","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672008000400019&lang=pt" 
"S0034-72802008000400005-scl","Intravenous sodium fluorescein enhances the visibility of vitreous during vitrectomy surgery for diabetic retinopathy","Siqueira, Rubens Camargo, Jorge, Rodrigo, Canamary, Fabio","Revista Brasileira de Oftalmologia; 67(4); 184-187","Revista Brasileira de Oftalmologia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802008000400005&lang=pt" 
"S0034-72802008000400008-scl","Aspectos oftalmológicos da síndrome da hipertensão intracraniana idiopática (pseudotumor cerebral)","Monteiro, Mário Luiz Ribeiro, Moura, Frederico Castelo","Revista Brasileira de Oftalmologia; 67(4); 196-203","Revista Brasileira de Oftalmologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802008000400008&lang=pt" 
"S1415-54192008000400004-scl","Marco Rosa","Rosa, Marco","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 26-35","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400004&lang=pt" 
"S1415-54192008000400002-scl","Formação do esmalte dentário, novas descobertas, novos horizontes","Nishio, Clarice","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 17-18","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400002&lang=pt" 
"S1415-54192008000400001-scl","Fortalecimento do sistema de revisão por pares","Faber, Jorge","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 5-5","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400001&lang=pt" 
"S1415-54192008000400003-scl","Os bisfosfonatos e o tratamento ortodôntico: análise criteriosa e conhecimento prévio são necessários","Consolaro, Alberto, Consolaro, Maria Fernanda M-O","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 19-25","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400003&lang=pt" 
"S1415-54192008000400007-scl","Esterilização em Ortodontia: eficácia do esterilizador com esferas de vidro","Dutra, Sônia Rodrigues, Santos, Vagner Rodrigues, Menezes, Leonardo Foresti Soares de, Drummond, Alexandre Fortes, Vilaça, Ênio Lacerda, Couto, Paulo Henrique Amêndola","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 60-66","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400007&lang=pt" 
"S1415-54192008000400010-scl","Prevalência de agenesia do osso sesamóide da articulação metacarpofalangeana, em brasileiros adultos","Almeida-Pedrin, Renata Rodrigues de, Tavano, Orivaldo, Almeida, Renato Rodrigues de, Ramos, Adilson Luiz, Musegante, José Carlos Negrelli","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 86-91","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400010&lang=pt" 
"S1415-54192008000400009-scl","Análise correlativa entre medidas esqueléticas verticais em indivíduos com oclusão excelente e má oclusão","Damico, Maridélia Machado Mateus, Franco, Fernanda Catharino Meneses, Brandão Filho, Rivail Almeida, Habib, Fernando Antônio Lima","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 77-85","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400009&lang=pt" 
"S0036-36342008000400001-spa","Convivencia con animales y rotavirus","González-Losa, María del R, Rodríguez-Angulo, Elsa, Puerto-Solís, Marylin, Noguchi, Hideyo","Salud Pública de México; 50(4); 271-271","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400001&lang=pt" 
"S0036-36342008000400013-spa","Los hantavirus causantes de la fiebre hemorrágica con síndrome renal y del síndrome pulmonar","Ramos, Celso","Salud Pública de México; 50(4); 334-340","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400013&lang=pt" 
"S0036-36342008000400011-spa","Frecuencia de la hemoglobina S en cinco poblaciones mexicanas y su importancia en la salud pública","Peñaloza-Espinosa, Rosenda I, Buentello-Malo, Leonor, Hernández-Maya, Arcelia, Nieva-García, Beatriz, Lisker-Yurkowitzki, Rubén, Salamanca-Gómez, Fabio","Salud Pública de México; 50(4); 325-329","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400011&lang=pt" 
"S0036-36342008000400010-spa","Facilitadores y barreras para el consumo del complemento alimenticio del Programa Oportunidades","Escalante-Izeta, Ericka, Bonvecchio, Anabelle, Théodore, Florence, Nava, Fernanda, Villanueva, María Ángeles, Rivera-Dommarco, Juan Ángel","Salud Pública de México; 50(4); 316-324","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400010&lang=pt" 
"S0036-36342008000400008-spa","Problemas relacionados con el consumo de alcohol en jóvenes de la provincia de Jujuy, Argentina","Alderete, Ethel, Kaplan, Celia P, Nah, Gregory, Pérez-Stable, Eliseo J","Salud Pública de México; 50(4); 300-307","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400008&lang=pt" 
"S0036-36342008000400007-spa","Aplicación de la Escala de Depresión del Center of Epidemiological Studies en adolescentes de la Ciudad de México","González-Forteza, Catalina, Jiménez-Tapia, José Alberto, Ramos-Lira, Luciana, Wagner, Fernando A","Salud Pública de México; 50(4); 292-299","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400007&lang=pt" 
"S0036-36342008000400006-spa","Epidemiología molecular de las tuberculosis bovina y humana en una zona endémica de Querétaro, México","Pérez-Guerrero, Laura, Milián-Suazo, Feliciano, Arriaga-Díaz, Camila, Romero-Torres, Cecilia, Escartín-Chávez, Minerva","Salud Pública de México; 50(4); 286-291","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400006&lang=pt" 
"S1415-43662008000400015-scl","Viabilidade do aproveitamento agrícola de percolados de resíduos sólidos urbanos","Matos, Antonio T. de, Carvalho, André L. de, Azevedo, Izabel C. D. d&#039;A.","Revista Brasileira de Engenharia Agrícola e Ambiental; 12(4); 435-440","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662008000400015&lang=pt" 
"S1415-43662008000400014-scl","SECAFÉ Parte II: recomendaciones para el manejo eficiente de los secadores mecánicos de café pergamino","Parra-Coronado, Alfonso, Roa-Mejía, Gonzalo, Oliveros-Tascón, Carlos E.","Revista Brasileira de Engenharia Agrícola e Ambiental; 12(4); 428-434","Revista Brasileira de Engenharia Agrícola e Ambiental","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662008000400014&lang=pt" 
"S1415-54192008000400005-scl","Efetividade do aparelho ortopédico Bionator de Balters no tratamento do ronco e apnéia do sono","Nabarro, Paulo Alberto Donadelli, Höfling, Roberta Tarkany Basting","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 36-44","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400005&lang=pt" 
"S1415-54192008000400006-scl","Padrão facial na dentadura decídua: estudo epidemiológico","Silva Filho, Omar Gabriel da, Herkrath, Fernando José, Queiroz, Ana Paula Corrêa de, Aiello, Carlos Alberto","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 45-59","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400006&lang=pt" 
