"S1028-47962007000100002-cub","Revista Cubana de Plantas Medicinales (1998-2006)","Rodríguez Luis, Yraida","Revista Cubana de Plantas Medicinales; 12(1); -","Revista Cubana de Plantas Medicinales","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962007000100002&lang=pt" 
"S1413-81232007000100020-scl","Lixões inativos na região carbonífera de Santa Catarina: análise dos riscos à saúde pública e ao meio ambiente","Possamai, Fernando Pagani, Viana, Ednilson, Schulz, Harry Edmar, Costa, Marcel Madeira de, Casagrande, Everson","Ciência &amp; Saúde Coletiva; 12(1); 171-179","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100020&lang=pt" 
"S1413-81232007000100023-scl","Sistemas de indicadores de saúde e ambiente em instituições de saúde","Kligerman, Débora Cynamon, Vilela, Heliana, Cardoso, Telma Abdalla de Oliveira, Cohen, Simone Cynamon, Sousa, Denise, La Rovere, Emilio","Ciência &amp; Saúde Coletiva; 12(1); 199-211","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100023&lang=pt" 
"S1413-81232007000100027-scl","O processo qualitativo de pesquisa mediando a transformação da realidade: uma contribuição para o trabalho de equipe em educação em saúde","Silvério, Maria Regina, Patrício, Zuleica Maria","Ciência &amp; Saúde Coletiva; 12(1); 239-246","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100027&lang=pt" 
"S1413-81232007000100030-scl","A trajetória silenciosa de pessoas portadoras do HIV contada pela história oral","Almeida, Maria Rita de Cassia Barreto de, Labronici, Liliana Maria","Ciência &amp; Saúde Coletiva; 12(1); 263-274","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100030&lang=pt" 
"S1413-81232007000100026-scl","Levantamento de registros dos acidentes com cnidários em algumas praias do litoral de Pernambuco (Brasil)","Neves, Ricardo F., Amaral, Fernanda D., Steiner, Andrea Q.","Ciência &amp; Saúde Coletiva; 12(1); 231-237","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100026&lang=pt" 
"S1413-81232007000100015-scl","Exposição múltipla a agrotóxicos e efeitos à saúde: estudo transversal em amostra de 102 trabalhadores rurais, Nova Friburgo, RJ","Araújo, Alberto José de, Lima, Jaime Silva de, Moreira, Josino Costa, Jacob, Silvana do Couto, Soares, Mônica de Oliveira, Monteiro, Marcos César Monassa, Amaral, Alexandre Muza do, Kubota, Alexandre, Meyer, Armando, Cosenza, Carlos Alberto Nunes, Neves, Cesar das, Markowitz, Steven","Ciência &amp; Saúde Coletiva; 12(1); 115-130","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100015&lang=pt" 
"S0034-75072007000100001-cub","Distribución de condiciones y lesiones de la mucosa bucal en pacientes adultos mexicanos","Donohué Cornejo, Alejandro, Leyva Huerta, Elba Rosa, Ponce Bravo, Santa, Aldape Barrios, Beatriz, Quezada Rivera, Daniel, Borges Yánez, Aída, Aguirre Montes de Oca, Alfredo","Revista Cubana de Estomatología; 44(1); -","Revista Cubana de Estomatología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072007000100001&lang=pt" 
"S0034-75072007000100002-cub","Uso indiscriminado de tetraciclinas en afecciones bucales de origen odontógenas","Rodríguez Chala, Hilda, Solar Carballo, Odalys","Revista Cubana de Estomatología; 44(1); -","Revista Cubana de Estomatología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072007000100002&lang=pt" 
"S0034-75072007000100004-cub","Prevalencia de maloclusión en la dentición primaria en el municipio de Cáceres, Brasil","Isper Garbin, Artênio José, Saliba Garbin, Cléa Adas, Pantaleão dos Santos, Maria Rita, Elaine Gonçalves, Patrícia","Revista Cubana de Estomatología; 44(1); -","Revista Cubana de Estomatología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072007000100004&lang=pt" 
"S0034-75072007000100005-cub","Tabaquismo, higiene bucal y periodontopatías inmunoinflamatorias crónicas en adultos del municipio Guanajay","Traviesas Herrera, Eladio Miguel, Rodríguez Llanes, Ricardo","Revista Cubana de Estomatología; 44(1); -","Revista Cubana de Estomatología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072007000100005&lang=pt" 
"S0034-75072007000100006-cub","Sobredentadura inmediata y con carga tardía: revisión de la literatura","Wanderley de Abreu, Celina, Mollo Junior, Francisco de Assis, Munõz Chávez, Alejandro","Revista Cubana de Estomatología; 44(1); -","Revista Cubana de Estomatología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072007000100006&lang=pt" 
"S0034-75072007000100007-cub","Instalación inmediata de prótesis provisionales en la reapertura de implantes","Munõz Chávez, Alejandro, Mollo Junior, Francisco de Assis, Belloto Corrêa, Cássia, Munõz Chávez, Oscar Fernando","Revista Cubana de Estomatología; 44(1); -","Revista Cubana de Estomatología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072007000100007&lang=pt" 
"S0034-75072007000100008-cub","La familia y su papel en los problemas de promoción y prevención de salud bucal","Alemán Sánchez, Pedro Carlos, González Valdés, Damaris, Delgado Díaz, Yaíma, Acosta Acosta, Estela","Revista Cubana de Estomatología; 44(1); -","Revista Cubana de Estomatología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072007000100008&lang=pt" 
"S0034-75072007000100009-cub","Linfangioma bucal del tipo capilar: Reporte de un caso en un paciente adulto","Gonzaga Rodrigues, Fabiano, Lemos Coelho Rodrigues, Tânia, Batista Martins Barbosa, Danilo, Leite Vieira de Figuereido, Cláudia Roberta, Ferreire-Rocha, Julierme","Revista Cubana de Estomatología; 44(1); -","Revista Cubana de Estomatología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072007000100009&lang=pt" 
"S0034-75072007000100003-cub","Higiene bucal: su repercusión en pacientes con tratamientos ortodóncicos","Pacho Saavedra, José A., Rodríguez Patterson, María C., Pichardo Pico, M.","Revista Cubana de Estomatología; 44(1); -","Revista Cubana de Estomatología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072007000100003&lang=pt" 
"S0066-782X2007000300024-scl","Acesso trans-hepático para atriosseptostomia em neonato","Neves, Juliana Rodrigues, Ferreiro, Carlos R., Fontes, Valmir F., Pedra, Carlos A. C.","Arquivos Brasileiros de Cardiologia; 88(3); e59-e61","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007000300024&lang=pt" 
"S0066-782X2007000300023-scl","Cor triatriatum em paciente adulta acompanhada durante a gestação","Tasca, Rogério, Tasca, Manuela Gonçalves, Amorim, Paulo Artur, Nascimento, Isabel Cristina do, Veloso, Orlando Carlos Glória, Scherr, Carlos","Arquivos Brasileiros de Cardiologia; 88(3); e56-e58","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007000300023&lang=pt" 
"S0066-782X2007000300022-scl","Intervenção coronariana percutânea em artéria coronariana única em paciente com angina instável de alto risco","Yokoyama, Hugo Alexandre Ross, Pessoa, Caio Mário de Almeida, Carvalho, Fábio Cardoso de, Campos, Ricardo Fernando de, Franco, Roberto Jorge da Silva, Bregagnollo, Edson Antonio","Arquivos Brasileiros de Cardiologia; 88(3); e53-e55","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007000300022&lang=pt" 
"S0066-782X2007000300026-scl","Fístula traumática entre coronária direita e câmara atrial direita","Lemos, Alessandra Edna Teófilo, Araújo, Antonio Luiz Júnior, Belém, Lucia de Souza, Mejia, Juan Alberto Cosquilo, Cruz Júnior, Aluisio, Evangelista, Nelson Lopes, Oliveira, Luciana Santos","Arquivos Brasileiros de Cardiologia; 88(3); e66-e67","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007000300026&lang=pt" 
"S0366-69132007000100013-scl","Influência da temperatura e do método de mistura na formação do ZrSiO4 via reação em estado sólido","Cabrelon, M. D., Zauberas, R. T., Boschi, A. O.","Cerâmica; 53(325); 83-88","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100013&lang=pt" 
"S0366-69132007000100012-scl","Synthesis and characterization of lanthanum- and yttrium-doped Fe2O3 pigments","Melo, D. M. A., Melo, M. A .F., Martinelli, A. E., Silva, Z. R., Cunha, J. D., Lima, A. C.","Cerâmica; 53(325); 79-82","Cerâmica","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100012&lang=pt" 
"S0366-69132007000100011-scl","Influência da temperatura de infiltração de alumínio gasoso em ligninocelulósicos nas propriedades de Al2O3 biomórfica","Andrade Jr., T. E., Rambo, C. R., Sieber, H., Martinelli, A. E., Melo, D. M. A.","Cerâmica; 53(325); 74-78","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100011&lang=pt" 
"S0366-69132007000100010-scl","Utilização do planejamento experimental no estudo do efeito da composição de misturas de bentonitas na reologia de fluidos de perfuração. Parte II: composições ternárias","Campos, L. F. A., Amorim, L. V., Ferreira, H. C.","Cerâmica; 53(325); 68-73","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100010&lang=pt" 
"S0366-69132007000100009-scl","&quot;Spark plasma sintering&quot; (SPS) de nanocompósitos de Al2O3-ZrO2","Trombini, V., Pallone, E. M. J. A., Munir, Z. A., Tomasi, R.","Cerâmica; 53(325); 62-67","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100009&lang=pt" 
"S0366-69132007000100006-scl","Análise química de pigmentos minerais naturais de Itabirito (MG)","Pereira, A. R. P., Silva, M. J. de S. F. da, Oliveira, J. A. dos S.","Cerâmica; 53(325); 35-41","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100006&lang=pt" 
"S0366-69132007000100004-scl","Cinética de hidratação de ligantes à base de alumina hidratável ou aluminato de cálcio","Oliveira, I. R., Garcia, J. R., Pandolfelli, V. C.","Cerâmica; 53(325); 20-28","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100004&lang=pt" 
"S0366-69132007000100005-scl","Colagem de barbotina de aluminas submicrométricas comerciais","Catafesta, J., Andreola, R., Perottoni, C. A., Zorzi, J. E.","Cerâmica; 53(325); 29-34","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100005&lang=pt" 
"S0366-69132007000100014-scl","Microestrutura e condutividade elétrica em Ce0,85Y0,15-xRxO2-delta (R=Pr, Tb)","Tadokoro, S. K., Muccillo, E. N. S.","Cerâmica; 53(325); 89-98","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100014&lang=pt" 
"S0366-69132007000100015-scl","Photoluminescence in ZrO2 doped with Y and La","Sousa, W. S. C. de, Melo, D. M. A., Silva, J. E. C. da, Nasar, R. S., Nasar, M. C., Varela, J. A.","Cerâmica; 53(325); 99-103","Cerâmica","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100015&lang=pt" 
"S1415-790X2007000100008-scl","Condições de trabalho e automedicação em profissionais da rede básica de saúde da zona urbana de Pelotas, RS","Tomasi, Elaine, Sant&#039;Anna, Graciela Castro, Oppelt, Ana Maria, Petrini, Raquel Magalhães, Pereira, Inês Vianna, Sassi, Bárbara Tomasi","Revista Brasileira de Epidemiologia; 10(1); 66-74","Revista Brasileira de Epidemiologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2007000100008&lang=pt" 
"S1415-790X2007000100008-spa","Condições de trabalho e automedicação em profissionais da rede básica de saúde da zona urbana de Pelotas, RS","Tomasi, Elaine, Sant&#039;Anna, Graciela Castro, Oppelt, Ana Maria, Petrini, Raquel Magalhães, Pereira, Inês Vianna, Sassi, Bárbara Tomasi","Revista Brasileira de Epidemiologia; 10(1); 66-74","Revista Brasileira de Epidemiologia","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2007000100008&lang=pt" 
"S0066-782X2007000300021-scl","Implante de endoprótese na via de entrada do átrio direito monitorado por ultra-som intracardíaco","Tumelero, Rogério Tadeu, Duda, Norberto Toazza, Tognon, Alexandre Pereira, Coccio Filho, Saulo Martins","Arquivos Brasileiros de Cardiologia; 88(3); e48-e52","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007000300021&lang=pt" 
"S0066-782X2007000300025-scl","Valvoplastia mitral percutânea em paciente gestante guiada apenas pelo ecocardiograma transesofágico","Mangione, José A., Cristovão, Salvador André Bavaresco, Maior, Gustavo Ithamar Souto, Abensur, Henry","Arquivos Brasileiros de Cardiologia; 88(3); e62-e65","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007000300025&lang=pt" 
"S0366-69132007000100002-scl","Sinterização de cerâmicas em microondas. Parte I: aspectos fundamentais","Menezes, R. R., Souto, P. M., Kiminami, R. H. G. A.","Cerâmica; 53(325); 1-10","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100002&lang=pt" 
"S0366-69132007000100016-scl","Avaliação do comportamento eletrocinético de suspensões cerâmicas não-aquosas contendo PVB como aditivo","Brito, S. L. M., Marcos, P. J. B., Henrique, M. M., Gouvêa, D.","Cerâmica; 53(325); 104-110","Cerâmica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132007000100016&lang=pt" 
"S1516-93322007000100008-scl","Determinação da glibenclamida por espectrofotometria derivada no ultravioleta para avaliação do teste ou perfil de dissolução de comprimidos","Martins, Janaina Diniz, Nery, Christiane Gino Colu, Pianetti, Gerson Antônio, Viana-Júnior, Nilton de Souza, Vianna-Soares, Cristina Duarte","Revista Brasileira de Ciências Farmacêuticas; 43(1); 63-70","Revista Brasileira de Ciências Farmacêuticas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-93322007000100008&lang=pt" 
"S0102-695X2007000100003-scl","Hypoglycemic activity of two Brazilian Bauhinia species: Bauhinia forficata L. and Bauhinia monandra Kurz.","Menezes, Fábio de Sousa, Minto, Andréa Barreto Mattos, Ruela, Halliny Siqueira, Kuster, Ricardo Machado, Sheridan, Helen, Frankish, Neil","Revista Brasileira de Farmacognosia; 17(1); 8-13","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100003&lang=pt" 
"S0102-695X2007000100004-scl","Antimicrobial activity of methyl australate from Ganoderma australe","Smania, Elza de Fatima Albino, Delle Monache, Franco, Yunes, Rosendo Augusto, Paulert, Roberta, Smania Junior, Artur","Revista Brasileira de Farmacognosia; 17(1); 14-16","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100004&lang=pt" 
"S0102-695X2007000100012-scl","Sesquiterpenos e hidrocarbonetos dos frutos de Xylopia emarginata (Annonaceae)","Moreira, Isabel C., Roque, Nídia F., Contini, Karla, Lago, João Henrique G.","Revista Brasileira de Farmacognosia; 17(1); 55-58","Revista Brasileira de Farmacognosia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100012&lang=pt" 
"S0102-695X2007000100011-scl","Efeito anti-proliferativo das infusões de Achyrocline satureioides DC (Asteraceae) sobre o ciclo celular de Allium cepa","Fachinetto, Juliana M., Bagatini, Margarete D., Durigon, Jaqueline, Silva, Antonio C.F. da, Tedesco, Solange B.","Revista Brasileira de Farmacognosia; 17(1); 49-54","Revista Brasileira de Farmacognosia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100011&lang=pt" 
"S0102-695X2007000100001-scl","Editorial","","Revista Brasileira de Farmacognosia; 17(1); -","Revista Brasileira de Farmacognosia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100001&lang=pt" 
"S0102-695X2007000100013-scl","Efeito leishmanicida in vitro de Stachytarpheta cayennensis (Rich.) Vahl (Verbenaceae)","Moreira, Rosilene C.R., Costa, Graciomar C., Lopes, Thaiana C., Bezerra, Jeamile L., Guerra, Rosane N.M., Rebêlo, José Manuel M., Ribeiro, Maria Nilce S., Nascimento, Flávia R.F., Costa, Jackson M.L.","Revista Brasileira de Farmacognosia; 17(1); 59-63","Revista Brasileira de Farmacognosia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100013&lang=pt" 
"S0102-695X2007000100015-scl","Avaliação da atividade anti-séptica de extrato seco de Stryphnodendron adstringens (Mart.) Coville e de preparação cosmética contendo este extrato","Souza, Tatiana M., Moreira, Raquel R.D., Pietro, Rosemeire C.L.R., Isaac, Vera L.B.","Revista Brasileira de Farmacognosia; 17(1); 71-75","Revista Brasileira de Farmacognosia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100015&lang=pt" 
"S0102-695X2007000100019-scl","Método para avaliação e pesquisa da atividade antimicrobiana de produtos de origem natural","Packer, Janaina F., Luz, Marisa M.S. da","Revista Brasileira de Farmacognosia; 17(1); 102-107","Revista Brasileira de Farmacognosia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100019&lang=pt" 
"S0102-695X2007000100005-scl","Antimicrobial activity of Trembleya laniflora , Xyris platystachia and Xyris pterygoblephara","Ventura, Claiton Pires, Oliveira, Alaíde Braga de, Braga, Fernão Castro","Revista Brasileira de Farmacognosia; 17(1); 17-22","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100005&lang=pt" 
"S0102-695X2007000100022-scl","Natural products with antileprotic activity","Barbosa-Filho, José M., Nascimento Júnior, Francisco A. do, Tomaz, Anna Cláudia de Andrade, Athayde-Filho, Petrônio F. de, Silva, Marcelo S. da, Cunha, Emídio V. Leitão da, Souza, Maria de F. Vanderlei de, Batista, Leônia M., Diniz, Margareth F.F. Melo","Revista Brasileira de Farmacognosia; 17(1); 141-148","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100022&lang=pt" 
"S0370-44672007000100003-scl","New method of semi-automatic modal analyses for phenocrysts of porphyritic rocks based on quantitative digital colour specification technique","Motoki, Akihisa, Petrakis, Giannis Hans, Soares, Rodrigo, Sichel, Susanna Eleonora, Aires, José Ribeiro","Rem: Revista Escola de Minas; 60(1); 13-20","Rem: Revista Escola de Minas","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672007000100003&lang=pt" 
"S0370-44672007000100004-scl","Tecnologia limpa para redução de impacto ambiental do cianeto na mineração de ouro","Riani, Josiani Costa, Pina, Pablo dos Santos, Leão, Versiane Albis","Rem: Revista Escola de Minas; 60(1); 21-28","Rem: Revista Escola de Minas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672007000100004&lang=pt" 
"S0370-44672007000100005-scl","Considerações sobre prova de carga em estruturas de concreto","Oliveira, Clayton Reis de, Moreno Junior, Armando Lopes","Rem: Revista Escola de Minas; 60(1); 29-36","Rem: Revista Escola de Minas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672007000100005&lang=pt" 
"S0370-44672007000100012-scl","Efeito do nitrogênio na usinabilidade do aço inoxidável austenítico: uma avaliação utilizando a técnica da esclerometria pendular instrumentada","Tschiptschin, André Paulo, Garzón, Carlos Mario, Lopez, Diana Maria","Rem: Revista Escola de Minas; 60(1); 75-82","Rem: Revista Escola de Minas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672007000100012&lang=pt" 
"S0370-44672007000100020-scl","O efeito do tamanho de grão austenítico no número de orientações das variantes de martensita em ligas inoxidáveis com efeito de memória de forma","Otubo, Jorge, Mei, Paulo Roberto, Lima, Nelson Batista de, Serna, Marilene Morelli, Gallego, Eguiberto","Rem: Revista Escola de Minas; 60(1); 129-134","Rem: Revista Escola de Minas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672007000100020&lang=pt" 
"S0370-44672007000100021-scl","Análise dos modelos utilizados para a previsão dos parâmetros microestruturais obtidos durante a solidificação direcional do aço inoxidável austenítico AISI 304","Melo, Mirian de Lourdes Noronha Motta, Pereira, Nilton Henrique Alves, Penhalber, Carlos Antônio de Lima, Lima, Carmo Roberto Pelliciari de, Santos, Carlos Alexandre dos","Rem: Revista Escola de Minas; 60(1); 135-140","Rem: Revista Escola de Minas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672007000100021&lang=pt" 
"S1516-93322007000100002-scl","Agentes antitumorais inibidores da angiogênese: modelos farmacofóricos para inibidores da integrina &lt;FONT FACE=Symbol&gt;anb&lt;/FONT&gt;3","Silva, Thais Horta Álvares da, Butera, Anna Paola, Leal, Daniel Henriques Soares, Alves, Ricardo José","Revista Brasileira de Ciências Farmacêuticas; 43(1); 1-17","Revista Brasileira de Ciências Farmacêuticas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-93322007000100002&lang=pt" 
"S1516-93322007000100010-scl","Comparação de perfis de dissolução da cefalexina através de estudos de cinética e eficiência de dissolução (ED%)","Serra, Cristina Helena dos Reis, Storpirtis, Sílvia","Revista Brasileira de Ciências Farmacêuticas; 43(1); 79-88","Revista Brasileira de Ciências Farmacêuticas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-93322007000100010&lang=pt" 
"S0102-695X2007000100006-scl","Effect of the activity of the Brazilian polyherbal formulation: Eucalyptus globulus Labill, Peltodon radicans Pohl and Schinus terebinthifolius Radd in inflammatory models","Medeiros, Karina C.P., Monteiro, Juliana C., Diniz, Margareth F.F.M., Medeiros, Isac A., Silva, Bagnólia A., Piuvezam, Márcia R.","Revista Brasileira de Farmacognosia; 17(1); 23-28","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100006&lang=pt" 
"S0102-695X2007000100007-scl","Plant extracts for topic therapy of Bothrops alternatus envenomation","Melo, Marilia Martins, Lúcia, Maria, Habermehl, Gerhard G.","Revista Brasileira de Farmacognosia; 17(1); 29-34","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100007&lang=pt" 
"S0102-695X2007000100014-scl","Avaliação in vivo do efeito hipoglicemiante de extratos obtidos da raiz e folha de bardana Arctium minus (Hill.) Bernh.","Cavalli, Vera Lúcia de Liz Oliveira, Sordi, Crissiane, Tonini, Karlúcio, Grando, Adriana, Muneron, Tânia, Guigi, Ariene, Roman Júnior, Walter Antônio","Revista Brasileira de Farmacognosia; 17(1); 64-70","Revista Brasileira de Farmacognosia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100014&lang=pt" 
"S0102-695X2007000100016-scl","Avaliação da toxicidade aguda, efeitos citotóxico e espasmolítico de Pomacea lineata (Spix, 1827) (Mollusca, Caenogastropoda)","Pessôa, Hilzeth L.F., Oliveira, Rita C.M., Silva, Joelmir L.V., Santos, Rosimeire F., Duarte, José C., Costa, Maria J.C., Silva, Bagnólia A.","Revista Brasileira de Farmacognosia; 17(1); 76-84","Revista Brasileira de Farmacognosia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100016&lang=pt" 
"S0102-695X2007000100017-scl","Perfis físico-químico e cromatográfico de amostras de própolis produzidas nas microrregiões de Franca (SP) e Passos (MG), Brasil","Sousa, João P.B., Furtado, Niege A.J.C., Jorge, Raquel, Soares, Ademilson E.E., Bastos, Jairo K.","Revista Brasileira de Farmacognosia; 17(1); 85-93","Revista Brasileira de Farmacognosia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100017&lang=pt" 
"S0102-695X2007000100018-scl","Controle da qualidade do fruto de Syzygium cumini (L.) Skeels","Migliato, Ketylin F., Moreira, Raquel R.D., Mello, João C.P., Sacramento, Luis V.S., Corrêa, Marcos A., Salgado, Hérida R.N.","Revista Brasileira de Farmacognosia; 17(1); 94-101","Revista Brasileira de Farmacognosia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100018&lang=pt" 
"S0102-695X2007000100009-scl","Morpho-anatomical study of the cladodes of Homalocladium platycladum (F.J. Muell.) L.H. Bailey (Polygonaceae)","Budel, Jane M., Farago, Paulo V., Duarte, Márcia do R., Takeda, Inês J.M.","Revista Brasileira de Farmacognosia; 17(1); 39-43","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100009&lang=pt" 
"S0102-695X2007000100021-scl","Synopsis of the plants known as medicinal and poisonous in Northeast of Brazil","Agra, Maria de Fátima, Freitas, Patrícia França de, Barbosa-Filho, José Maria","Revista Brasileira de Farmacognosia; 17(1); 114-140","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100021&lang=pt" 
"S0102-695X2007000100008-scl","Brine shrimp bioassay of some species of Solanum from Northestern Brazil","Silva, Tania Maria S., Nascimento, Roberto Jefferson B., Batista, Michelle M., Agra, Maria F., Camara, Celso A.","Revista Brasileira de Farmacognosia; 17(1); 35-38","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100008&lang=pt" 
"S0102-695X2007000100002-scl","Plants traditionally used against malaria: phytochemical and pharmacological investigation of Momordica foetida","Froelich, Sonja, Onegi, Bernadina, Kakooko, Adrian, Siems, Karsten, Schubert, Carola, Jenett-Siems, Kristina","Revista Brasileira de Farmacognosia; 17(1); 1-17","Revista Brasileira de Farmacognosia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2007000100002&lang=pt" 
"S0370-44672007000100009-scl","Propriedades mecânicas e de corrosão de dois aços inoxidáveis austeníticos utilizados na fabricação de implantes ortopédicos","Giordani, Enrico José, Ferreira, Itamar, Balancin, Oscar","Rem: Revista Escola de Minas; 60(1); 55-62","Rem: Revista Escola de Minas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672007000100009&lang=pt" 
"S1415-790X2007000100014-scl","Pense grande faça pequeno","Levy, Sylvain","Revista Brasileira de Epidemiologia; 10(1); 127-128","Revista Brasileira de Epidemiologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2007000100014&lang=pt" 
