"S0717-93082013000300006-chl","Malformación cavernomatosa: Revisión de una patología clásica","Aliaga Q, Adolfo, Palavecino B, Támara, Espinoza A, Rodrigo, Dellien Z, Holvis","Revista chilena de radiología; 19(3); 117-124","Revista chilena de radiología","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082013000300006&lang=pt" 
"S2254-28842013000500035-esp","Gestión de residuos en hemodiálisis","Rubio Montuenga, Mª José, Esteban Guajardo, Mª Cruz, Forcén Casado, Mª Jesús, Morte Romero, Asunción, Julvez Cabrerizo, Marta","Enfermería Nefrológica; 16(); 73-74","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500035&lang=pt" 
"S2254-28842013000500071-esp","Continuidad de cuidados de los pacientes en diálisis peritoneal","Serrato Ruiz, Francisca, Vila López, Mª José, Serrano Artesero, Laura","Enfermería Nefrológica; 16(); 141-141","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500071&lang=pt" 
"S2254-28842013000500013-esp","Percepción de la satisfacción de la función familiar que tienen los pacientes de diálisis peritoneal","Puigvert Vilalta, Carmen","Enfermería Nefrológica; 16(); 28-29","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500013&lang=pt" 
"S2254-28842013000500068-esp","Tratamiento con ultrafiltración lenta continua en la insuficiencia cardíaca resistente a diuréticos","Barrena Solaguren, Eider, Setien Barreras, Lucia, Huerga Molinuevo, Horten, Garrido Barrientos, Mónica, Cuevas Cabrera, Carmen","Enfermería Nefrológica; 16(); 135-136","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500068&lang=pt" 
"S2254-28842013000500060-esp","Whodas II: la herramienta de la organización mundial de la salud (OMS) para evaluar la discapacidad","Rebollo Rubio, Ana, González Castillo, José Antonio, Cabrera Azaña, Sandra, Pinilla Cancelo, María José, Mancilla Francisco, Juan José","Enfermería Nefrológica; 16(); 120-121","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500060&lang=pt" 
"S2254-28842013000500056-esp","Un paso más hacia la bacteriemia cero","Crehuet Rodríguez, Isabel, Bernárdez Lemus, María Albina, Ramírez Crehuet, Marta, Méndez Briso-Montiano, Pilar, Ruiz-Zorrilla López, Carlos","Enfermería Nefrológica; 16(); 112-113","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500056&lang=pt" 
"S2254-28842013000500107-esp","Paciente en diálisis con lesiones por calcifilaxis","Ferre Vargas, Jessica, Fernández Rienda, Francisco Manuel, Dal Maso, Mirco, Rodríguez García, Carmen Purificación, Pérez González, Ángela, Pulido Villa, Delia","Enfermería Nefrológica; 16(); 208-208","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500107&lang=pt" 
"S2254-28842013000500004-esp","Valoración del dolor en los pacientes en hemodiálisis","Brazález Tejerina, Mónica, Franco Valdivieso, Cristina, Merino Hernansanz, Susana","Enfermería Nefrológica; 16(); 11-12","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500004&lang=pt" 
"S2254-28842013000500009-esp","Infección del orificio de salida y anillo externo del catéter peritoneal tratada mediante técnica de Friedrich","Picó Mira, Lourdes, Picó Vicent, Luis, Blaya Ruiz, Leonor, Hernández Martínez, Mª Isabel, Serrano Borrell, Rosa Mª, Lillo Gisbert, Ángeles","Enfermería Nefrológica; 16(); 21-22","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500009&lang=pt" 
"S2254-28842013000500113-esp","Supercath vs aguja clásica: criterios de utilización. Nuestra experiencia","Pelegri de Arce, José Manuel, Pérez Boix, Mª Gabriela, Frechina Domingo, Marina, Royo Maicas, Mª Del Pilar, García Maset, Rafael","Enfermería Nefrológica; 16(); 217-217","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500113&lang=pt" 
"S2254-28842013000500015-esp","Volumen mediante percepción clínica y bioimpedancia: el hombre o la máquina","Martínez Martínez, Nemesio M., Vara Iniesta, Lourdes de la, Martínez Fernández, Gonzalo, Pérez Jiménez, Cristina, Bellón Pérez, Encarnación, Pérez Martínez, Juan","Enfermería Nefrológica; 16(); 32-33","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500015&lang=pt" 
"S2254-28842013000500053-esp","Test delta: nuestros pacientes, su dependencia","Marco Corredor, Cristina, Ruiz Giménez, Lucía, Moreno García, Ana, Pérez Ferrer, Mª Carmen","Enfermería Nefrológica; 16(); 107-107","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500053&lang=pt" 
"S2254-28842013000500112-esp","Sellado de catéteres centrales con medta versus heparina sódica al 1%","Pereira Feijoo, Mª Concepción, Pérez Blanco, Andrés, Queija Martínez, Lidia, Bretaña Vilanova, Noelia, Cidón Fernández, Sonia María","Enfermería Nefrológica; 16(); 215-216","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500112&lang=pt" 
"S2254-28842013000500018-esp","Las actividades enfermeras en la consulta de enfermedad renal crónica avanzada contribuyen a mantener la función renal","Cirera Segura, Francisco, Reina Neyra, Macarena, Pérez Baena, Álvaro, Martín Espejo, Jesús Lucas","Enfermería Nefrológica; 16(); 38-39","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500018&lang=pt" 
"S2254-28842013000500006-esp","El uso de furosemida no prolonga la función renal residual en diálisis peritoneal","Cirera Segura, Francisco, Martín Espejo, Jesús Lucas, Gómez Castilla, Antonia Concepción, Ojeda Guerrero, María de los Ángeles","Enfermería Nefrológica; 16(); 15-16","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500006&lang=pt" 
"S2254-28842013000500085-esp","Atención de enfermería en la unidad de hemodiálisis a un paciente cada vez más anciano","Rodríguez Rivas, Raquel, Sánchez García, Alicia","Enfermería Nefrológica; 16(); 168-169","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500085&lang=pt" 
"S2254-28842013000500057-esp","Validación de un método de estratificación para la aplicación de un modelo educativo conductual","Horrillo Jiménez, Francisco, Fernández Martínez, Ana Vanessa, Pérez García, Rosario, Orenes Bernabé, Francisco, Fernández-Caro Sánchez, Javier, Rúa Martínez, Inés","Enfermería Nefrológica; 16(); 114-115","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500057&lang=pt" 
"S2254-28842013000500045-esp","Paciente con síndrome de Down y diabetes mellitus en programa de hemodiálisis","Bravo Herrero, María, López-Pintor Muñoz, Lucía, López Castillo, Nieves, Parreño Alcolado, María, Fernández Ortega, Concepción","Enfermería Nefrológica; 16(); 91-92","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500045&lang=pt" 
"S2254-28842013000500011-esp","Necesidad de un protocolo de Cuidados Paliativo para pacientes en diálisis peritoneal en proceso final de la vida","Morena, Inés Carmen de la, Parada López, Isidro, Aroca, Beatriz, Grande, Antonio, Corona, Yael, Viveros, Antonia","Enfermería Nefrológica; 16(); 24-25","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500011&lang=pt" 
"S2254-28842013000500052-esp","Técnicas de mejora en la calidad asistencial en hemodiálisis","Marín Fábrega, Virginia A., Marqués Racionero, Mª José, Peña Ortega, Macarena, Molina Conde, Mª Luis","Enfermería Nefrológica; 16(); 105-106","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500052&lang=pt" 
"S2254-28842013000500034-esp","Evaluar los conocimientos sobre el testamento vital, de enfermeros y pacientes con IRCT, en los servicios de hemodiálisis del hospital Joan XXIII de Tarragona y del hospital Pius de Valls","Abejaro Rodríguez, Susana, Benito García, Yolanda, Veciana Magriña, Natàlia, Prats Valencia, Mercedes, Marca Gutiérrez, Antonio","Enfermería Nefrológica; 16(); 71-72","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500034&lang=pt" 
"S2254-28842013000500089-esp","Efectividad según diferentes pautas de administración de hierro sacarosa intravenoso en pacientes en hemodiálisis: estudio comparativo de dos pautas","Quintano Pintado, Alicia, Dorado García, Ana","Enfermería Nefrológica; 16(); 176-177","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500089&lang=pt" 
"S2254-28842013000500032-esp","Estudio sobre eficacia y carga de trabajo en hdf online post y hdf mixed","Ureta Valer, Mercedes, Herrera Martín, Elena","Enfermería Nefrológica; 16(); 67-68","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500032&lang=pt" 
"S2254-28842013000500031-esp","Estudio de la eficacia del cierre de catéteres centrales para hemodiális con diferentes productos","Vara Almonacid, José Alfonso de la, Álvarez López, María Jesús, Torres Vázquez, María Teresa, Menarguez García, Javier, Cid Elcorobarrutia, Silvia, Díaz Manjón, Raquel","Enfermería Nefrológica; 16(); 65-66","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500031&lang=pt" 
"S2254-28842013000500026-esp","Educación sanitaria e hiperfosforemia: resultados a 1 año de un programa de intervención enfermera","Fernández Martínez, Ana Vanessa, Ruiz Serna, María, Pérez García, Rosario, Arregui Arias, Yania, Rodríguez Martínez, Francisco, Pérez Díaz, Rocío","Enfermería Nefrológica; 16(); 54-55","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500026&lang=pt" 
"S2254-28842013000500059-esp","Valoración del índice tobillo/brazo mediante parámetros bioquímicos en tratamiento con calcimiméticos","García Sánchez, Laura, Martínez Serradell, Cristina, Ripoll Caparros, Encarnación, Urbiola Rel, Esther, Font Senen, Carmen","Enfermería Nefrológica; 16(); 118-119","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500059&lang=pt" 
"S2254-28842013000500003-esp","Registro de la actividad asistencial realizada vía telefónica en el hospital de día de nefrología","Bonache Tur, Débora, Blasco Cabañas, Concepción, Marquina Parra, Dolors, Gordo García, Mª José, Moya Mejía, Carmen, Ramírez Vaca, Josefa","Enfermería Nefrológica; 16(); 9-10","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500003&lang=pt" 
"S2254-28842013000500024-esp","Caso clínico: mala adherencia al tratamiento de una gestante en hemodiálisis","Ávarez López, María Jesús, Torres Vázquez, María Teresa, Botella Lorenzo, Ana, Vara Almonacid, Alfonso de la","Enfermería Nefrológica; 16(); 50-51","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500024&lang=pt" 
"S2254-28842013000500072-esp","Coordinación entre el hospital y los centros de atención primaria de los pacientes en diálisis peritoneal","Barbero Narbona, Eva, Tejeda Araez, Elisabeth, Junyent Iglesias, Ernestina, Pujolar Fulquet, Nuria, Galí Llàcer, Rosa María, Mendoza García de Paredes, Lola","Enfermería Nefrológica; 16(); 142-143","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500072&lang=pt" 
"S2254-28842013000500109-esp","Previniendo riesgos para la seguridad del enfermo renal en hemodiálisis hospitalizado: elaboración de una guía de cuidados","Bello Vilar, María, León Requeijo, Diana, García Rivela, Lucía, Rey Martínez, María Ana, Castro Castro, Marta, Novas Soutullo, María del Pilar","Enfermería Nefrológica; 16(); 211-212","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500109&lang=pt" 
"S2254-28842013000500028-esp","Estudio comparativo de dos tipos de agujas en hemodiafiltración de alta eficacia","Fernández Martínez, Ana Vanessa, Romero Willhoft, Verena, Pérez Valencia, Laura, Moreno Vallejo, Alicia, Ortega Gómez, Tania, Soto Ureñaz, Salvadora","Enfermería Nefrológica; 16(); 58-59","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500028&lang=pt" 
"S2254-28842013000500079-esp","¿Cómo incide la actividad física en la satisfacción con la vida de los pacientes renales sometidos a hemodiálisis?","Polo Muñoz, Rocío, Meseguer Hernández, Silvia, Pérez Lapuente, Mª Luisa, Molina Soriano, Mª del Rosario, López Cárceles, Marta, Moreno Murcia, Juan Antonio","Enfermería Nefrológica; 16(); 156-157","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500079&lang=pt" 
"S2254-28842013000500070-esp","Blog institucional del servicio de nefrología &quot;contigo en la enfermedad renal&quot;","Salvadores Cabezas, María del Mar, Aguirremota Corbera, Rosario, Menchaca Casin, Milagros, Rosales Monje, María Teresa, Esparza Pujana, María Juana, Parra Barajas, Begoña","Enfermería Nefrológica; 16(); 139-140","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500070&lang=pt" 
"S2254-28842013000500007-esp","Evaluación de los conocimientos prácticos de los pacientes prevalentes en diálisis peritoneal","Peláez Requejo, Beatriz, Fernández Pérez, Mónica, Núñez Moral, Miguel, González Díaz, Isabel, Méndez González, Alejandra, Quintana Fernández, Aurora","Enfermería Nefrológica; 16(); 17-18","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500007&lang=pt" 
"S2254-28842013000500063-esp","Aplicación web para la gestión de planes de desarrollo individual de enfermería en una unidad de nefrología","Medero Rubio, Francisca, Bejarano Álvarez, David, Gómez Beltrán, Piedras Alba, Pérez Márquez, Manuela, Garrido Sánchez, Esperanza","Enfermería Nefrológica; 16(); 125-126","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500063&lang=pt" 
"S2254-28842013000500046-esp","Percepción de necesidades básicas: ¿es necesaria una consulta de enfermería para pacientes en hemodiálisis?","Alba de la Torre, David, Moreda Díaz-Pavón, Marta, Fernández Camacho, Raquel, Fernández Rodríguez, Miriam, Barahona Muñoz, Maite","Enfermería Nefrológica; 16(); 93-94","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500046&lang=pt" 
"S2254-28842013000500005-esp","Valoración del estado nutricional de los pacientes con Enfermedad Renal Crónica ingresados en la unidad de nefrología","Hidalgo López, Carlota, Fernández Chamarro, Marisol, García Gallardo, Gloria, Baz Rodríguez, Mª Teresa, Collado Nieto, Silvia, Junyent Iglesias, Ernestina","Enfermería Nefrológica; 16(); 13-14","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500005&lang=pt" 
"S2254-28842013000500090-esp","Ejercicio físico, parámetros nutricionales y composición corporal en pacientes en hemodiálisis","Junqué Jiménez, Anna, Tomás Bernabeu, Ester, Iza Pinedo, Gorka, Luceño Solé, Inés, Paz López, Oscar, Lavado Santpere, Marisa","Enfermería Nefrológica; 16(); 178-179","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500090&lang=pt" 
"S2254-28842013000500027-esp","El equipo enfermero en una unidad de nefrología intervencionista: una vía de desarrollo profesional, una oportunidad para el paciente","Vallés Villagrasa, Eva, Moreno Zamora, Lydia, Labrador Salvador, Alberto, Aznar Buil, Blanca, Llorente González, Mª Carmen","Enfermería Nefrológica; 16(); 56-57","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500027&lang=pt" 
"S2254-28842013000500040-esp","Influencia de la educación para el control del fósforo sérico realizada por enfermería a pacientes y sus cuidadores principales","Hernández Moreno, Laura, Judy Perinango, Romy, Casanovas Izquierdo, Eva","Enfermería Nefrológica; 16(); 81-82","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500040&lang=pt" 
"S2254-28842013000500010-esp","Medición de volumen en pacientes en diálisis peritoneal: diferencias entre bioimpedancia espectroscópica y fórmula de Watson","Pérez Jiménez, Cristina, Martínez Martínez, Nemesio Manuel, Bellón Pérez, Encarnación, Martínez Fernández, Gonzalo, Vara Iniesta, Lourdes de la, Pérez Martínez, Juan","Enfermería Nefrológica; 16(); 23-23","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500010&lang=pt" 
"S2254-28842013000500117-esp","Inmunoadsorción: descripción de una nueva técnica","Mayordomo Sanz, Ángeles, Barranco Sos, Azucena, Sobrado Sobrado, Mª Pilar, Caamaño Lado, Carina, Montoya Echeverry, Alba Luz, Vives Bonjoch, Antonia","Enfermería Nefrológica; 16(); 223-224","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500117&lang=pt" 
"S2254-28842013000500021-esp","Análisis de la relación entre nivel de dependencia del paciente en hemodiálisis y sobrecarga del cuidador principal","Contreras Gallego, Azahara, López Soto, Pablo Jesús, Crespo Montero, Rodolfo","Enfermería Nefrológica; 16(); 44-44","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500021&lang=pt" 
"S2254-28842013000500118-esp","Criterios de valoración de trabajos científicos SEDEN","","Enfermería Nefrológica; 16(); 225-227","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500118&lang=pt" 
"S2254-28842013000500008-esp","Evolución de pacientes sin función renal residual en diálisis peritoneal","Montesinos Navarro, Isabel, Martínez Martínez, Nemesio Manuel, Pérez Jiménez, Cristina, Martínez Fernández, Gonzalo, Vara Iniesta, Lourdes de la, Pérez Martínez, Juan","Enfermería Nefrológica; 16(); 19-20","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500008&lang=pt" 
"S2254-28842013000500078-esp","Primer año y medio de una consulta de enfermedad renal crónica avanzada","Santana Díez, Mª Auxiliadora, Aguirremota Corbera, Mª Rosario, González Vélez, Marta, Lodeiro Herraiz, Mª Pilar","Enfermería Nefrológica; 16(); 154-155","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500078&lang=pt" 
"S2074-77052013000200023-sza","Fatherless in Galilee: &#039;n Outobiografiese refleksie","van Aarde, Andries","Verbum et Ecclesia; 34(2); 1-8","Verbum et Ecclesia","Africaner","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200023&lang=pt" 
"S2074-77052013000200022-sza","Deuteronomy 28 and Tell Tayinat","Steymans, Hans U.","Verbum et Ecclesia; 34(2); 1-13","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200022&lang=pt" 
"S2074-77052013000200021-sza","Reading the Old Testament in the 21st century using the Book of Jonah as reference","Spangenberg, Izak J.J.","Verbum et Ecclesia; 34(2); 1-7","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200021&lang=pt" 
"S2074-77052013000200020-sza","Some preliminary thoughts on epistemological transformation and the study of the Old Testament","Snyman, S.D. (Fanie)","Verbum et Ecclesia; 34(2); 1-5","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200020&lang=pt" 
"S2074-77052013000200025-sza","Exegesis seeking appropriation; appropriation seeking exegesis: Re-reading 2 Samuel 13:1-22 in search of redemptive masculinities","West, Gerald","Verbum et Ecclesia; 34(2); 1-6","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200025&lang=pt" 
"S2074-77052013000200024-sza","Diep snydende vrae, met antwoorde gebore uít weerloosheid: Nav Jurie le Roux se &#039;spirituele empatie&#039;","Veldsman, Daniël P.","Verbum et Ecclesia; 34(2); 1-7","Verbum et Ecclesia","Africaner","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200024&lang=pt" 
"S2074-77052013000200009-sza","&#039;Deep is the well of the past&#039;: Reconsidering the origins of the Exodus motif in its cultural context","Heckl, Raik","Verbum et Ecclesia; 34(2); 1-6","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200009&lang=pt" 
"S2074-77052013000200008-sza","An exegetical analysis of the vision of peace in the Book of Isaiah (2:1-5)","Groenewald, Alphonso","Verbum et Ecclesia; 34(2); 1-7","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200008&lang=pt" 
"S2074-77052013000200005-sza","Just emotions: Reading the Sarah and Hagar narrative (Genesis 16, 21) through the lens of human dignity","Claassens, Juliana","Verbum et Ecclesia; 34(2); 1-6","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200005&lang=pt" 
"S2074-77052013000200004-sza","Rut 4:18-22: &#039;n Venster na Israel se verlede?","de Villiers, Gerda","Verbum et Ecclesia; 34(2); 1-8","Verbum et Ecclesia","Africaner","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200004&lang=pt" 
"S2074-77052013000200007-sza","","Gericke, Jaco W.","Verbum et Ecclesia; 34(2); 1-6","Verbum et Ecclesia","Africaner","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200007&lang=pt" 
"S2074-77052013000200006-sza","Beyond monotheism? Some remarks and questions on conceptualising &#039;monotheism&#039; in Biblical Studies","Frevel, Christian","Verbum et Ecclesia; 34(2); 1-7","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200006&lang=pt" 
"S2074-77052013000200001-sza","&#039;Actualisation&#039; and &#039;re-enactment&#039;: Two categories in understanding the Old Testament","Ausloos, Hans","Verbum et Ecclesia; 34(2); 1-6","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200001&lang=pt" 
"S2074-77052013000200003-sza","The historical understanding of the Old Testament in South Africa: Colenso, Le Roux and beyond","Bosman, Hendrik L.","Verbum et Ecclesia; 34(2); 1-8","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200003&lang=pt" 
"S2074-77052013000200002-sza","","Baumann, Gerlinde","Verbum et Ecclesia; 34(2); 1-7","Verbum et Ecclesia","Alemão","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200002&lang=pt" 
"S2074-77052013000200018-sza","Hezekiah and the Assyrian tribute","Röthlin, Gail A., le Roux, Magdel","Verbum et Ecclesia; 34(2); 1-8","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200018&lang=pt" 
"S2074-77052013000200019-sza","Of poverty prevention in the Pentateuch as a continuing contemporary challenge","Scheffler, Eben","Verbum et Ecclesia; 34(2); 1-14","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200019&lang=pt" 
"S2074-77052013000200012-sza","","Lombaard, Christo","Verbum et Ecclesia; 34(2); 1-5","Verbum et Ecclesia","Africaner","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200012&lang=pt" 
"S2074-77052013000200013-sza","Moses&#039; praise and blame - Israel&#039;s honour and shame: Rhetorical devices in the ethical foundations of Deuteronomy","Markl, Dominik","Verbum et Ecclesia; 34(2); 1-4","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200013&lang=pt" 
"S2074-77052013000200010-sza","Why history matters: The place of historical consciousness in a multidimensional approach towards biblical interpretation","Jonker, Louis C.","Verbum et Ecclesia; 34(2); 1-7","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200010&lang=pt" 
"S2074-77052013000200011-sza","Confusing redaction and corruption: A house going to hell","Loader, James Alfred","Verbum et Ecclesia; 34(2); 1-5","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200011&lang=pt" 
"S2074-77052013000200016-sza","Deuteronomy in the Second Temple period: Law and its developing interpretation","Paganini, Simon","Verbum et Ecclesia; 34(2); 1-6","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200016&lang=pt" 
"S2074-77052013000200017-sza","Yhwh, the Goddess and Evil: Is &#039;monotheism&#039; an adequate concept to describe the Hebrew Bible&#039;s discourses about the God of Israel?","Römer, Thomas C.","Verbum et Ecclesia; 34(2); 1-5","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200017&lang=pt" 
"S2074-77052013000200014-sza","From cult to community: The two halves of Leviticus","Meyer, Esias E.","Verbum et Ecclesia; 34(2); 1-7","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200014&lang=pt" 
"S2074-77052013000200015-sza","Torah and prophecy: A debate of changing identities","Otto, Eckart","Verbum et Ecclesia; 34(2); 1-5","Verbum et Ecclesia","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052013000200015&lang=pt" 
"S0102-67202013000600015-scl","Exercício físico e obesidade mórbida: uma revisão sistemática","Fonseca-Junior, Sidnei Jorge, Sá, Carlos Gabriel Avelar de Bustamante, Rodrigues, Phillipe Augusto Ferreira, Oliveira, Aldair J., Fernandes-Filho, José","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(); 67-73","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000600015&lang=pt" 
