"S0102-76382015000500001-scl","Overcoming Obstacles","Braile, Domingo M.","Brazilian Journal of Cardiovascular Surgery; 30(5); I-II","Brazilian Journal of Cardiovascular Surgery","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382015000500001&lang=pt" 
"S1677-55382015000500990-scl","Acellular human glans extracellular matrix as a scaffold for tissue engineering: in vitro cell support and biocompatibility","Egydio, Fernanda M., Freitas Filho, Luiz G., Sayeg, Kleber, Laks, Marcus, Oliveira, Andréia S., Almeida, Fernando G.","International braz j urol; 41(5); 990-1001","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500990&lang=pt" 
"S0100-67622015000500801-scl","SOBREVIVÊNCIA E CRESCIMENTO DE SETE ESPÉCIES ARBÓREAS NATIVAS EM UMA ÁREA DEGRADADA DE FLORESTA ESTACIONAL DECIDUAL, NORTE DE MINAS GERAIS1","Nunes, Yule Roberta Ferreira, Fagundes, Nathalle Cristine Alencar, Veloso, Maria das Dores Magalhães, Gonzaga, Anne Priscila Dias, Domingues, Ellen Bárbara Santos, Almeida, Hisaías de Souza, Castro, Gislene Carvalho de, Santos, Rubens Manoel","Revista Árvore; 39(5); 801-810","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500801&lang=pt" 
"S1677-55382015000500849-scl","Characterization of reactive stroma in prostate cancer: involvement of growth factors, metalloproteinase matrix, sexual hormones receptors and prostatic stem cells","Silva Júnior, Maurício Moreira da, Matheus, Wagner Eduardo, Garcia, Patrick Vianna, Stopiglia, Rafael Mamprim, Billis, Athanase, Ferreira, Ubirajara, Fávaro, Wagner José","International braz j urol; 41(5); 849-858","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500849&lang=pt" 
"S1677-55382015000501030-scl","Laparoscopic repair for vesicouterine fistulae","Maioli, Rafael A., Macedo, André R. S., Garcia, André R. L., Almeida, Silvio H. M. de, Rodrigues, Marco Aurélio Freitas","International braz j urol; 41(5); 1030-1031","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000501030&lang=pt" 
"S1677-55382015000501032-scl","Re: Bilateral isolated epididymal agenesis in a 32 year old man","Badr, Yadollah Ahmadi Asr, Motlagh, Reza Sari, Sepehran, Ehsan","International braz j urol; 41(5); 1032-1032","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000501032&lang=pt" 
"S1677-55382015000500832-scl","Is There a Space to Improve the Treatment of Erectile Dysfunction in the Next Years? Opinion: No. Ten reasons that there will be no new pharmacologic therapies for erectile dysfunctionin the foreseeable future","Sharlip, Ira D.","International braz j urol; 41(5); 832-834","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500832&lang=pt" 
"S1677-55382015000500830-scl","Is There a Space to Improve the Treatment of Erectile Dysfunction in the Next Years? Opinion: Yes","Althof, Stanley E.","International braz j urol; 41(5); 830-831","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500830&lang=pt" 
"S1677-55382015000500982-scl","Are the urology operating room personnel aware about the ionizing radiation?","Tok, Adem, Akbas, Alparslan, Aytan, Nimet, Aliskan, Tamer, Cicekbilek, Izzet, Kaba, Mehmet, Tepeler, Abdulkadir","International braz j urol; 41(5); 982-989","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500982&lang=pt" 
"S0012-73532015000500024-col","Agile human centered methodologies to develop educational software","González-González, Carina S., Toledo-Delgado, Pedro, Muñoz-Cruz, Vanesa","DYNA; 82(193); 187-194","DYNA","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000500024&lang=pt" 
"S0012-73532015000500020-col","Efectos de la incertidumbre en la programación de proyectos de construcción de carreteras","Gómez, Hernán Darío, Orobio, Armando","DYNA; 82(193); 155-164","DYNA","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000500020&lang=pt" 
"S0012-73532015000500002-col","Methodological design for the prevention of risk in production processes","Pulido-Rojano, Alexander De Jesús","DYNA; 82(193); 16-22","DYNA","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000500002&lang=pt" 
"S0012-73532015000500018-col","Resistencia de las conexiones tipo canal a elevadas temperaturas","Larrúa-Pardo, Yisel, Larrúa-Quevedo, Rafael, Silva, Valdir Pignatta","DYNA; 82(193); 137-144","DYNA","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000500018&lang=pt" 
"S0012-73532015000500017-col","Development of a digital TV receivers test suite","Flores-Guridi, Pablo, Guimerans, Gustavo, Garella, Juan Pablo, Baliosian, Javier, Grampín, Eduardo, Sotelo, Rafael, Simon, María","DYNA; 82(193); 127-136","DYNA","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000500017&lang=pt" 
"S0012-73532015000500003-col","Gestor de aprendizaje para la experimentación remota con dispositivos optoelectrónicos","García-Cedeño, Duván Fernando, Bernal-Noreña, Álvaro","DYNA; 82(193); 23-31","DYNA","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000500003&lang=pt" 
"S0012-73532015000500001-col","Estudio del efecto del plano de masa en filtros pasa banda usando celdas OSRR","Díaz-Pardo, Iván, Suárez-Fajardo, Carlos Arturo, Puerto-Leguizamón, Gustavo Adolfo","DYNA; 82(193); 9-15","DYNA","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000500001&lang=pt" 
"S0100-69912015000600295-scl","Aplication of videothoracoscopy in trauma - experience of a service","Melo, Bruno Vaz de, Siqueira, Felipe Guedes, Tano, Thales Siqueira Di, Silveira, Paulo Oliveira, Lima, Mariama Barroso de","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 295-298","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600295&lang=pt" 
"S0100-69912015000600352-scl","Agenesis or pseudoagenesis of the dorsal pancreas","Guimarães, Alberto Brunning, Guimarães, Carlos Alberto, Manso, José Eduardo Ferreira","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 352-355","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600352&lang=pt" 
"S0100-69912015000600337-scl","Single access laparoscopic cholecystectomy: technique without the need for special materials and with better ergonomics","Pinto, Marco Aurélio Lameirão, Andrade, Raphael Fernando Costa Gomes de, Silva, Luiz Gustavo de Oliveira e, Pinto, Marco Aurélio de Lacerda, Muharre, Roberto Jamil, Leal, Ricardo Ary","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 337-340","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600337&lang=pt" 
"S0100-69912015000600341-scl","Basic skills for outpatient surgery in medical graduation","Purim, Kátia Sheylla Malta, Skinovsky, James, Fernandes, Júlio Wilson","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 341-344","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600341&lang=pt" 
"S0011-85162015000900006-sza","Dental Caries status in six-year-old children at Health Promoting Schools in KwaZulu-Natal, South Africa","Reddy, M, Singh, S","South African Dental Journal; 70(9); 396-401","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900006&lang=pt" 
"S0011-85162015000900007-sza","Comparison of colour differences in visual versus spectrophotometric shade matching","Moodley, DS, Patel, N, Moodley, T, Ranchod, H","South African Dental Journal; 70(9); 402-407","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900007&lang=pt" 
"S0011-85162015000900004-sza","An investigation into the incidence and distribution of fractures of the coronoid process in patients presenting at the Sefako Makgatho Health Sciences University, Oral Health Centre","Singh, AS, Bouckaert, MMR, Mchenga, JM, Perumal, CJ","South African Dental Journal; 70(9); 384-387","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900004&lang=pt" 
"S0100-69912015000600329-scl","Use of surgical mesh of different compositions in the correction of the abdominal wall defect in rats","Isa, Ana Cristina, Matias, Jorge Eduardo Fouto, Yamamoto, Celia Toshie, Isa, Rosana Hapsi, Campos, Antônio Carlos Ligocki, Coelho, Júlio Cezar Uili","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 329-335","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600329&lang=pt" 
"S0100-69912015000600289-scl","Correlation between the oropharyngo-laryngoscopic findings and the severity of obstructive sleep apnea","Dias, Priscila Sequeira, Araujo-Melo, Maria Helena de, Neves, Denise Duprat, Lemes, Lucas Neves de Andrade, Mosciaro, Manuela Salvador, Bedoya, Sandro","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 289-294","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600289&lang=pt" 
"S0100-69912015000600325-scl","Severity assessment of acute pancreatitis: applying Marshall scoring system","Carioca, André Lanza, Jozala, Debora Rodrigues, Bem, Lucas Oliveira de, Rodrigues, Jose Mauro da Silva","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 325-327","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600325&lang=pt" 
"S0100-69912015000600311-scl","Predictors of &quot;occult&quot; intra-abdominal injuries in blunt trauma patients","Parreira, José Gustavo, Malpaga, Juliano Mangini Dias, Olliari, Camilla Bilac, Perlingeiro, Jacqueline A. G., Soldá, Silvia C., Assef, José Cesar","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 311-317","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600311&lang=pt" 
"S0100-69912015000600318-scl","Video assisted resections. Increasing access to minimally invasive liver surgery?","Coelho, Fabricio Ferreira, Perini, Marcos Vinícius, Kruger, Jaime Arthur Pirola, Lupinacci, Renato Micelli, Makdissi, Fábio Ferrari, D&#039;Albuquerque, Luiz Augusto Carneiro, Cecconello, Ivan, Herman, Paulo","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 318-324","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600318&lang=pt" 
"S0100-69912015000600305-scl","Impact of Roux-en-Y gastric bypass on lipid and inflammatory profiles","Oliveira, Cleiton da Silva, Beserra, Bruna Teles Soares, Cunha, Raphael Salles Granato, Brito, Ana Gabriela Estevam, Miranda, Rafaella Cristina Dimbarre de, Zeni, Lúcia Andréia Zanette Ramos, Nunes, Everson Araújo, Trindade, Erasmo Benicio Santos de Moraes","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 305-310","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600305&lang=pt" 
"S0100-69912015000600299-scl","Esophagectomy with gastroplasty in advanced megaesophagus: late results of omeprazole use","Pochini, Celso de Castro, Gagliardi, Danilo, Saad Júnior, Roberto, Almeida, Ruy França de, Corsi, Paulo Roberto","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 299-304","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600299&lang=pt" 
"S0011-85162015000900005-sza","Fracture behaviour patterns of cusp-replacing fibre strengthened composite restorations","Visser, HJ, Brandt, PD, de Wet, FA","South African Dental Journal; 70(9); 390-395","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900005&lang=pt" 
"S0011-85162015000900010-sza","Forensic dentistry case book 5: Protective mother leads to miscarriage of justice","Bernitz, H","South African Dental Journal; 70(9); 416-416","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900010&lang=pt" 
"S0011-85162015000900008-sza","The longevity of restorations -A literature review","Fernandes, NA, Vally, Zi, Sykes, LM","South African Dental Journal; 70(9); 410-413","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900008&lang=pt" 
"S0011-85162015000900012-sza","What&#039;s new for the clinician? Summaries of and excerpts from recently published papers","Yengopal, V","South African Dental Journal; 70(9); 418-421","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900012&lang=pt" 
"S0011-85162015000900001-sza","Orbits of interest","Evans, WG","South African Dental Journal; 70(9); 378-378","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900001&lang=pt" 
"S0100-69912015000600281-scl","Robotic surgery. A reality among us","MADUREIRA FILHO, DELTA","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 281-282","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600281&lang=pt" 
"S0100-69912015000600283-scl","Chronic subdural hematoma: epidemiological and prognostic analysis of 176 cases","FARHAT NETO, JAMIL, Araujo, João Luiz Vitorino, Ferraz, Vinícius Ricieri, Haddad, Luciano, Veiga, José Carlos Esteves","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 283-287","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600283&lang=pt" 
"S0011-85162015000900009-sza","Radiographic exposure during pregnancy","Naidoo, S","South African Dental Journal; 70(9); 414-415","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900009&lang=pt" 
"S0100-69912015000600345-scl","Laparoscopy in uterine cervical cancer. Current state and literature review","Tsunoda, Audrey Tieko, Andrade, Carlos Eduardo Mattos da Cunha, Vieira, Marcelo Andrade, Reis, Ricardo dos","Revista do Colégio Brasileiro de Cirurgiões; 42(5); 345-351","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000600345&lang=pt" 
"S0716-10182015000600014-chl","Notas sobre otras epidemias en el Chile colonial","Laval, Enrique","Revista chilena de infectología; 32(5); 577-579","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600014&lang=pt" 
"S0716-10182015000600012-chl","Candida parapsilosis complex","Tapia, Cecilia, Correa, Néstor","Revista chilena de infectología; 32(5); 569-570","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600012&lang=pt" 
"S0034-98872015001000016-chl","Plan de especialistas, objetivos sanitarios y envejecimiento poblacional, ¿todos alineados?","Browne, Jorge","Revista médica de Chile; 143(10); 1356-1357","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000016&lang=pt" 
"S0122-82852015000400001-col","Técnica y sensibilidad: Una mirada a la ecología de los medios","Roncallo-Dow, Sergio","Palabra Clave; 18(4); 967-975","Palabra Clave","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852015000400001&lang=pt" 
"S0716-10182015000600020-chl","Transgresiones a la voluntariedad de la prueba de VIH en Perú: el caso del requisito para contraer matrimonio civil","Fiestas, Elmer, García-Fernández, Lisset, Benites, Carlos","Revista chilena de infectología; 32(5); 596-596","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600020&lang=pt" 
"S0034-98872015001000019-chl","Obesos pero malnutridos: un grave problema en Latinoamérica","Baile, José I","Revista médica de Chile; 143(10); 1361-1362","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000019&lang=pt" 
"S0034-98872015001000018-chl","¿Cuánto investigan los estudiantes de medicina en pregrado? Réplica","Clouet-Huerta, Diego E, Correa U, Katherine","Revista médica de Chile; 143(10); 1359-1360","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000018&lang=pt" 
"S0103-64402015000500547-scl","Efficacy of Electronic Foramen Locators in Controlling Root Canal Working Length during Rotary Instrumentation","Parente, Lorena Arruda, Levin, Martin D., Vivan, Rodrigo Ricci, Bernardes, Ricardo Affonso, Duarte, Marco Antonio Hungaro, Vasconcelos, Bruno Carvalho de","Brazilian Dental Journal; 26(5); 547-551","Brazilian Dental Journal","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402015000500547&lang=pt" 
"S0034-98872015001000017-chl","¿Cuánto investigan los estudiantes de medicina en pregrado?","Araos-Baeriswyl, Esteban, Moll-Manzur, Catherina","Revista médica de Chile; 143(10); 1358-1359","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000017&lang=pt" 
"S0716-10182015000600015-chl","Tuberculosis de la cadera: Presentación de un caso y revisión de la literatura","Villafañe, María F, Corti, Marcelo, Palmieri, Omar, Castro, Maximiliano","Revista chilena de infectología; 32(5); 580-583","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600015&lang=pt" 
"S0716-10182015000600004-chl","Brote de infección nosocomial por Serratia marcescens asociado a contaminación intrínseca de clorhexidina acuosa","Hervé, Beatrice, Chomali, May, Gutiérrez, Cecilia, Luna, Mariana, Rivas, Jeannette, Blamey, Rodrigo, Espinoza, Ricardo, izquierdo, Giannina, Cabezas, Catalina, Alvarez, Claudia, de la Fuente, Sebastián","Revista chilena de infectología; 32(5); 517-522","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600004&lang=pt" 
"S0716-10182015000600007-chl","Actividad antibacteriana in vitro de propóleos chilenos sobre Helicobacter pylori","Villanueva, María, González, Mario, Fernández, Heriberto, Wilson, Myra, Manquián, Nimia, Otth, Carola, Otth, Laura","Revista chilena de infectología; 32(5); 530-535","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600007&lang=pt" 
"S0716-10182015000600001-chl","Hetero-resistencia en Staphylococcus aureus con resistencia intermedia a vancomicina, ¿susceptible o resistente?","Labarca, Jaime","Revista chilena de infectología; 32(5); 497-498","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600001&lang=pt" 
"S0716-10182015000600017-chl","Aislamiento de Staphylococcus aureus hetero-resistente a vancomicina en Hospital Clínico Regional de Concepción, Chile","Vega, Félix, Alarcón, Pedro, Domínguez, Mariana, Bello, Helia, Riedel, Gisela, Mella, Sergio, Aguayo, Alejandro, González-Rocha, Gerardo","Revista chilena de infectología; 32(5); 588-590","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600017&lang=pt" 
"S0122-82852015000400011-col","El texto digital y la disyuntiva de las humanidades digitales","Priani, Ernesto","Palabra Clave; 18(4); 1215-1234","Palabra Clave","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852015000400011&lang=pt" 
"S0103-64402015000500445-scl","A Randomized Comparative Study of Two Techniques to Optimize the Root Coverage Using a Porcine Collagen Matrix","Reino, Danilo Maeda, Maia, Luciana Prado, Fernandes, Patrícia Garani, Souza, Sergio Luis Scombatti de, Taba Junior, Mario, Palioto, Daniela Bazan, Grisi, Marcio Fermandes de Moraes, Jr., Arthur Belém Novaes","Brazilian Dental Journal; 26(5); 445-450","Brazilian Dental Journal","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402015000500445&lang=pt" 
"S0034-98872015001000015-chl","Linfoma anaplástico de células grandes CD30 positivo cutáneo primario: reporte de un caso","Navarrete-Dechent, Cristián, Molgó, Montserrat, Sandoval-Osses, Mauricio, González, Sergio","Revista médica de Chile; 143(10); 1351-1355","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000015&lang=pt" 
"S0122-82852015000400002-col","La teoría de la comunicación de Marshall McLuhan: el butronero","McLuhan, Eric","Palabra Clave; 18(4); 979-1007","Palabra Clave","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852015000400002&lang=pt" 
"S0122-82852015000400006-col","La perspectiva ecológica y la hipermediatización social","Vizer, Eduardo Andrés, Carvalho, Helenice","Palabra Clave; 18(4); 1087-1110","Palabra Clave","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852015000400006&lang=pt" 
"S2317-17822015000500472-scl","Estudo da correlação entre as medidas lineares de crânio e face e as medidas de largura e comprimento palatino","Cordeiro, Brenda Alves, Stefani, Fabiane Miron, Goldfeder, Eliane Maria","CoDAS; 27(5); 472-477","CoDAS","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822015000500472&lang=pt" 
"S0034-98872015001000010-chl","Traducción y adaptación cultural del cuestionario de independencia física Composite Physical Function para su uso en Chile","Merellano-Navarro, Eugenio, Lapierre, Michelle, García-Rubio, Javier, Gusi, Narcís, Collado-Mateo, Daniel, Olivares, Pedro R","Revista médica de Chile; 143(10); 1314-1319","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000010&lang=pt" 
"S0034-98872015001000005-chl","Resultados en el tratamiento de pacientes con leucemia mieloide aguda no promielocítica en el Hospital Clínico de la Pontificia Universidad Católica entre los años 2010-2014","Fuentes, Mónica, Rojas, Patricio, Ernst, Daniel, Ocqueteau, Mauricio, Bertin, Pablo, Sarmiento, Mauricio, Ramírez, Pablo","Revista médica de Chile; 143(10); 1269-1276","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000005&lang=pt" 
"S2317-17822015000500498-scl","Clínica fonoaudiológica bilíngue, uma proposta terapêutica para surdos com a língua escrita: estudo de caso","Guarinello, Ana Cristina, Massi, Giselle, Berberian, Ana Paula, Tonocchi, Rita, Lustosa, Sandra Silva","CoDAS; 27(5); 498-504","CoDAS","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822015000500498&lang=pt" 
"S0034-98872015001000009-chl","Caracterización de las exposiciones a plaguicidas entre los años 2006 y 2013 reportadas al Centro de Información Toxicológica de la Pontificia Universidad Católica de Chile","Gutiérrez, Waldo, Cerda, Patricia, Plaza-Plaza, José Cristian, Mieres, Juan José, Paris, Enrique, Ríos, Juan Carlos","Revista médica de Chile; 143(10); 1269-1276","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000009&lang=pt" 
"S0034-98872015001000001-chl","Reparación valvular mitral en insuficiencia mitral degenerativa: reparabilidad, resultados inmediatos y seguimiento hasta 20 años","Latorre S, Gonzalo, Almeida Z, Josefina, Besa B, Santiago, Córdova A, Samuel, Zalaquett S, Ricardo","Revista médica de Chile; 143(10); 1351-1355","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000001&lang=pt" 
"S0122-82852015000400010-col","A contribuição de Milton Santos para os estudos de ecossistemas das mídias","Josgrilberg, Fabio B.","Palabra Clave; 18(4); 1196-1214","Palabra Clave","Português","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852015000400010&lang=pt" 
"S0122-82852015000400008-col","Mediatización: hacia una ecología performática de los restos y la deriva","Valdettaro, Sandra","Palabra Clave; 18(4); 1137-1163","Palabra Clave","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852015000400008&lang=pt" 
"S0034-98872015001000007-chl","Actividad laboral de médicos egresados de la Universidad de Chile generaciones 2007 a 2010: análisis según sede y año de egreso","Vargas, Patricia, López, Nancy, Urrutia, Leonardo, Acevedo, Jhonny, Sandoval, Daniela, Cortés, Belén","Revista médica de Chile; 143(10); 1286-1294","Revista médica de Chile","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015001000007&lang=pt" 
"S2317-17822015000500505-scl","Alerta à comunidade fonoaudiológica brasileira sobre a importância da atuação científica e clínica na afasia progressiva primária","Beber, Bárbara Costa, Brandão, Lenisa, Chaves, Márcia Lorena Fagundes","CoDAS; 27(5); 505-508","CoDAS","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822015000500505&lang=pt" 
"S0103-64402015000500474-scl","Silanated Surface Treatment: Effects on the Bond Strength to Lithium Disilicate Glass-Ceramic","Baratto, Samantha Schaffer Pugsley, Spina, Denis Roberto Falcão, Gonzaga, Carla Castiglia, Cunha, Leonardo Fernandes da, Furuse, Adilson Yoshio, Baratto Filho, Flares, Correr, Gisele Maria","Brazilian Dental Journal; 26(5); 474-477","Brazilian Dental Journal","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402015000500474&lang=pt" 
"S2317-17822015000500452-scl","Depressive signs and cognitive performance in patients with a right hemisphere stroke","Oliveira, Camila Rosa de, Pagliarin, Karina Carlesso, Calvette, Luara de Freitas, Gindri, Gigiane, Argimon, Irani Iracema de Lima, Fonseca, Rochele Paz","CoDAS; 27(5); 452-457","CoDAS","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822015000500452&lang=pt" 
"S0716-10182015000600005-chl","Descripción clínica y epidemiológica de la infección por Clostridium difficile en población pediátrica","Maccioni, Andrea, Cerda, Jaime, Terrazas, Claudia, Abarca, Katia","Revista chilena de infectología; 32(5); 523-529","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600005&lang=pt" 
"S0716-10182015000600006-chl","Frecuencia de leptospirosis y características socio-demográficas en pacientes febriles del norte del Perú","Silva-Díaz, Heber, Llatas-Cancino, Dunalia N, Campos-Sánchez, Marcos J, Aguilar-Gamboa, Franklin R, Mera-Villasis, Katya M, Valderrama-Ayén, Mayra Y","Revista chilena de infectología; 32(5); 530-535","Revista chilena de infectología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182015000600006&lang=pt" 
