"S0120-35842014000200005-col","¿Edificar o educar?: Impacto de los megacolegios en pruebas estandarizadas Saber 11°","Velasco Rodríguez, Tatiana","Desarrollo y Sociedad; (74); 181-223","Desarrollo y Sociedad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-35842014000200005&lang=pt" 
"S1984-82502014000400799-scl","Use of hydrophilic and hydrophobic polymers for the development of controlled release tizanidine matrix tablets","Ali, Tariq, Shoaib, Muhammad Harris, Yousuf, Rabia Ismail, Jabeen, Sabahat, Muhammad, Iyad Naeem, Tariq, Asfia","Brazilian Journal of Pharmaceutical Sciences; 50(4); 799-818","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400799&lang=pt" 
"S1984-82502014000400749-scl","Gastric-resistant isoniazid pellets reduced degradation of rifampicin in acidic medium","Freire, Fátima Duarte, Câmara, Manuela Bernardo, Dantas, Monique Gomes, Aragão, Cícero Flávio Soares, Lima e Moura, Túlio Flávio Accioly de, Rafﬁn, Fernanda Nervo","Brazilian Journal of Pharmaceutical Sciences; 50(4); 749-755","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400749&lang=pt" 
"S1984-82502014000400677-scl","Obesity, inflammation, and insulin resistance","Martins, Luana Mota, Oliveira, Ana Raquel Soares, Cruz, Kyria Jayanne Clímaco, Torres-Leal, Francisco Leonardo, Marreiro, Dilina do Nascimento","Brazilian Journal of Pharmaceutical Sciences; 50(4); 677-692","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400677&lang=pt" 
"S0870-82312014000400001-prt","Counterfactual thinking: Study of the focus effect of scenarios and blame ascriptions to victim and perpetrator","Marques, João, Quelhas, Ana Cristina, Juhos, Csongor, Couto, Marta, Rasga, Célia","Análise Psicológica; 32(4); 355-385","Análise Psicológica","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312014000400001&lang=pt" 
"S0870-82312014000400002-prt","Os estilos educativos parentais e a regulação emocional: Estratégias de regulação e elaboração emocional das crianças em idade escolar","Pinto, Hugo Miguel, Carvalho, Ana Rita, Sá, Eduardo Nunes","Análise Psicológica; 32(4); 387-400","Análise Psicológica","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312014000400002&lang=pt" 
"S0870-82312014000400003-prt","O domínio SRPB (Spirituality, Religiousness and Personal Beliefs) do WHOQOL: O estudo com grupos focais para validação da versão em Português europeu do WHOQOL-SRPB","Catré, Maria Nazarete Costa, Ferreira, Joaquim Armando, Pessoa, Teresa, Pereira, Marco, Canavarro, Maria Cristina, Catré, Acácio","Análise Psicológica; 32(4); 401-417","Análise Psicológica","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312014000400003&lang=pt" 
"S0870-82312014000400004-prt","Pais e mães protegem, acarinham e brincam de formas diferentes","Faria, Anabela, Santos, Pedro Lopes dos, Fuertes, Marina","Análise Psicológica; 32(4); 419-437","Análise Psicológica","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312014000400004&lang=pt" 
"S0870-82312014000400005-prt","Funcionamento familiar e delinquência juvenil: A mediação do autocontrolo","Gomes, Hugo Miguel dos Santos, Pereira, Maria Gouveia","Análise Psicológica; 32(4); 439-451","Análise Psicológica","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312014000400005&lang=pt" 
"S0870-82312014000400006-prt","Padrões de consumo de álcool em estudantes da Universidade de Aveiro: Relação com comportamentos de risco e stress","Rodrigues, Pedro F. S., Salvador, Ana C. F., Lourenço, Inês C., Santos, Luísa R.","Análise Psicológica; 32(4); 453-466","Análise Psicológica","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312014000400006&lang=pt" 
"S0870-82312014000400007-prt","As relações entre pares de adolescentes socialmente retraídos","Correia, João, Santos, António J., Freitas, Miguel, Ribeiro, Olívia, Rubin, Kenneth","Análise Psicológica; 32(4); 467-479","Análise Psicológica","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312014000400007&lang=pt" 
"S1516-89132014000600927-scl","Isolation and Identification of Cellulolytic Bacteria from the Gut of Three Phytophagus Insect Species","Shil, Rajib Kumar, Mojumder, Suman, Sadida, Faozia Faleha, Uddin, Myn, Sikdar, Dwaipayan","Brazilian Archives of Biology and Technology; 57(6); 927-932","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600927&lang=pt" 
"S1516-89132014000600831-scl","Commercial Biological Control Agents Targeted Against Plant-Parasitic Root-knot Nematodes","Tranier, Marie-Stéphane, Pognant-Gros, Johan, Quiroz, Reynaldo De la Cruz, González, Cristóbal Noé Aguilar, Mateille, Thierry, Roussos, Sevastianos","Brazilian Archives of Biology and Technology; 57(6); 831-841","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600831&lang=pt" 
"S1516-89132014000600933-scl","Role of Light and Dark Cycle and Different Temperatures in the Regulation of Growth and Protein Expression in Oscillatoria agardhii Strain","Dautania, Gajendra Kumar, Singh, Gajendra Pal","Brazilian Archives of Biology and Technology; 57(6); 933-940","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600933&lang=pt" 
"S1516-89132014000600821-scl","Characterisation of Cassava Bagasse and Composites Prepared by Blending with Low-Density Polyethylene","Farias, Fabiane Oliveira, Jasko, Ariana Crasnhak, Colman, Tiago André Denck, Pinheiro, Luís Antônio, Schnitzler, Egon, Barana, Ana Cláudia, Demiate, Ivo Mottin","Brazilian Archives of Biology and Technology; 57(6); 821-830","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600821&lang=pt" 
"S1516-89132014000600851-scl","Induction and Morpho-Ultrastructural Analysis of Organogenic Calli of a Wild Passionfruit","Carvalho, Milene Alves de Figueiredo, Paiva, Renato, Stein, Vanessa Cristina, Herrera, Raírys Cravo, Porto, Jorge Marcelo Padovani, Vargas, Daiane Peixoto, Alves, Eduardo","Brazilian Archives of Biology and Technology; 57(6); 851-859","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600851&lang=pt" 
"S1516-89132014000600842-scl","Immobilization of Beauveria bassiana Lipase on Silica Gel by Physical Adsorption","Sugahara, Vanessa Hitomi, Varéa, Geni da Silva","Brazilian Archives of Biology and Technology; 57(6); 842-850","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600842&lang=pt" 
"S1516-89132014000600867-scl","Anatomical Characters of Leave and Stem of Calea serrata Less., Asteraceae","Camilotti, Júlia Gabriela, Biu, Ciane Costa, Farago, Paulo Vitor, Santos, Vera Lúcia Pereira dos, Franco, Celia Regina Cavichiolo, Budel, Jane Manfron","Brazilian Archives of Biology and Technology; 57(6); 867-873","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600867&lang=pt" 
"S1516-89132014000600947-scl","Sub-lethal Effects of Diazinon on Hematological Indices and Blood Biochemical Parameters in Indian Carp, Cirrhinus mrigala (Hamilton)","Haider, Muhammad Jamal, Rauf, Abdul","Brazilian Archives of Biology and Technology; 57(6); 947-953","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600947&lang=pt" 
"S1516-89132014000600941-scl","Size-associated Variation and Factors Affecting the Morphology of Brown Bodies in Glycera tridactyla (Polychaeta:Glyceridae)","Can, Elif","Brazilian Archives of Biology and Technology; 57(6); 941-946","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600941&lang=pt" 
"S1516-89132014000600900-scl","Testicular Histomorphometric Evaluation of Zebu Bull Breeds","Andreussi, Paulo Antônio Terrabuio, Costa, Deiler Sampaio, Faria, Fábio José Carvalho, Fernandes, Carlos Antônio Carvalho, Santos, Marcelo Diniz, Silva, Juliana Correa Borges","Brazilian Archives of Biology and Technology; 57(6); 900-907","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600900&lang=pt" 
"S1516-89132014000600916-scl","Genetic Diversity of Some Capparis L. Species Growing in Syria","Al- Safadi, Bassam, Faouri, Hussam, Elias, Rana","Brazilian Archives of Biology and Technology; 57(6); 916-926","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600916&lang=pt" 
"S1516-89132014000600882-scl","Ovopel and Carp Pituitary Extract as Spawning Inducers in Males of the Amazon Catfish Leiarius marmoratus (Gill, 1970)","Araújo, João Ênio Xavier Souza, Streit Jr, Danilo Pedro, Ribeiro, Janessa Sampaio de Abreu, Martins, Edenilce de Fátima Ferreira, Souza, Francielle Novaes, Oliveira, Carlos Antonio Lopes de, Ribeiro, Ricardo Pereira, Lopera-Barrero, Nelson Mauricio, Povh, Jayme Aparecido","Brazilian Archives of Biology and Technology; 57(6); 882-886","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600882&lang=pt" 
"S1516-89132014000600887-scl","Pharmacodynamic and Pharmacokinetic Studies of β-Cyclodextrin:Dexamethasone Acetate Complexes in Mice","Rodrigues, Patrik Oening, Becker, Ana Cláudia, Dellagnelo, Viviane Aparecida, Benetti, Cibele Nabhan, Pereira, Eduardo Manoel, Wagner, Theodoro Marcel, Silva, Marcos Antonio Segatto","Brazilian Archives of Biology and Technology; 57(6); 887-894","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600887&lang=pt" 
"S0101-32892014000400723-scl","Revistas iberoamericanas de Educación Física/Ciencias del Deporte presentes en Web of Science: evaluación y desafíos","Devís-Devís, José, Villamón, Miguel, Valenciano Valcárcel, Javier","Revista Brasileira de Ciências do Esporte; 36(4); 723-732","Revista Brasileira de Ciências do Esporte","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400723&lang=pt" 
"S0101-32892014000400715-scl","Editoração de periódicos em Educação Física/Ciências do Esporte: dificuldades e desafios","Tani, Go","Revista Brasileira de Ciências do Esporte; 36(4); 715-722","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400715&lang=pt" 
"S0101-32892014000400733-scl","Desafios e perspectivas para a divulgação da pesquisa em Educação Física: um processo de construção","Sampaio, Tânia Mara Vieira","Revista Brasileira de Ciências do Esporte; 36(4); 733-739","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400733&lang=pt" 
"S0101-32892014000400752-scl","Revista Brasileira de Ciências do Esporte: dificuldades, desafios e dilemas da editoração científica","Vaz, Alexandre Fernandez, Almeida, Felipe Quintão de, Bassani, Jaison José","Revista Brasileira de Ciências do Esporte; 36(4); 752-758","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400752&lang=pt" 
"S0101-32892014000400759-scl","A busca continuada pela qualidade, visibilidade, interatividade e popularização do conhecimento: o caso da Revista Brasileira de Educação Física e Esporte","Moreira, Alexandre","Revista Brasileira de Ciências do Esporte; 36(4); 759-764","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400759&lang=pt" 
"S0101-32892014000400773-scl","Licere: uma revista brasileira de lazer","Isayama, Helder Ferreira, Melo, Victor Andrade de","Revista Brasileira de Ciências do Esporte; 36(4); 773-779","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400773&lang=pt" 
"S0101-32892014000400707-scl","Desafios e perspectivas da editoração de revistas do campo da Educação Física/Ciências do Esporte","Vaz, Alexandre Fernandez, Almeida, Felipe Quintão de, Bassani, Jaison José","Revista Brasileira de Ciências do Esporte; 36(4); 707-707","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400707&lang=pt" 
"S0101-32892014000400708-scl","Gestão de revistas: algumas considerações e sugestões para o debate","Lovisolo, Hugo Rodolfo","Revista Brasileira de Ciências do Esporte; 36(4); 708-714","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400708&lang=pt" 
"S0101-32892014000400740-scl","Writing for publication in Physical education and sport pedagogy: reflections and advice from an editorial team","Kirk, David, Hastie, Peter, Macphail, Ann, O&#039;Donovan, Toni, Quennerstedt, Mikael","Revista Brasileira de Ciências do Esporte; 36(4); 740-745","Revista Brasileira de Ciências do Esporte","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400740&lang=pt" 
"S0101-32892014000400746-scl","Revista Brasileira de Atividade Física &amp; Saúde: experiências e processos editoriais","Barros, Mauro Virgilio Gomes de, Rombaldi, Airton José, Borges, Thiago Terra, Florindo, Alex Antonio","Revista Brasileira de Ciências do Esporte; 36(4); 746-751","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400746&lang=pt" 
"S0101-32892014000400765-scl","Dossiê Revista da Educação Física/UEM: contextualização histórica, desenvolvimento e perspectivas","Vieira, José Luiz Lopes, Oliveira, Amauri Aparecido Bássoli de, Souza, Celso, Pirolo, Alda Lúcia, Fiorese Vieira, Lenamar","Revista Brasileira de Ciências do Esporte; 36(4); 765-772","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000400765&lang=pt" 
"S1516-89132014000600997-scl","Total Phenolic Contents and Antioxidant Activity in Oxidized Leaves of Mate (Ilex paraguariensis St. Hil)","Molin, Rochele Fernanda, Dartora, Nessana, Borges, Ana Cláudia Piovezan, Gonçalves, Itamar Luís, Di Luccio, Marco, Valduga, Alice Teresa","Brazilian Archives of Biology and Technology; 57(6); 997-1003","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600997&lang=pt" 
"S1516-89132014000600991-scl","Histopathological Alterations in Common Carp (Cyprinus carpio L.) Gills Caused by Thiamethoxam","Georgieva, Elenka, Stoyanova, Stela, Velcheva, Iliana, Yancheva, Vesela","Brazilian Archives of Biology and Technology; 57(6); 991-996","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600991&lang=pt" 
"S1516-89132014000601004-scl","Trends in Mean Annual Streamflows in Serra da Mantiqueira Environmental Protection Area","Vilanova, Mateus Ricardo Nogueira","Brazilian Archives of Biology and Technology; 57(6); 1004-1112","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000601004&lang=pt" 
"S1516-89132014000600811-scl","Bioremediation of PCP by Trichoderma and Cunninghamella Strains Isolated from Sawdust","Sing, Ngieng Ngui, Zulkharnain, Azham, Roslan, Hairul Azman, Assim, Zani, Husaini, Ahmad","Brazilian Archives of Biology and Technology; 57(6); 811-820","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600811&lang=pt" 
"S1516-89132014000600874-scl","Fabrication and Characterization of Gliclazide Loaded Microcapsules","Asad, Muhammad, Bashir, Sajid, Mahmood, Tariq, Nazir, Imran, Imran, Muhammad, Karim, Sabiha, ul Hassnain, Fakhar","Brazilian Archives of Biology and Technology; 57(6); 874-881","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600874&lang=pt" 
"S1516-89132014000600860-scl","In vitro Callus Induction and Plant Regeneration of Celosia argentea- An Important Medicinal Plant","Bakar, Dalilah Abu, Ahmed, Bakrudeen Ali, Taha, Rosna Mat","Brazilian Archives of Biology and Technology; 57(6); 860-866","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600860&lang=pt" 
"S1516-89132014000600962-scl","Growth Characteristics Modeling of Mixed Culture of Bifidobacterium bifidum and Lactobacillus acidophilus using Response Surface Methodology and Artificial Neural Network","Meena, Ganga Sahay, Majumdar, Gautam Chandra, Banerjee, Rintu, Kumar, Nitin, Meena, Pankaj Kumar","Brazilian Archives of Biology and Technology; 57(6); 962-970","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600962&lang=pt" 
"S1516-89132014000600979-scl","An Innovative Vessel for Research Studies at Amazon as a Potential Support for Sustainable Development and Conservation of the Region","Meliande, Luís Otávio Vieira, Soares Filho, Afrânio de Amorim Francisco, Fonseca, Marcus Vinícius de Araújo, Miranda, Fernando Pellon de","Brazilian Archives of Biology and Technology; 57(6); 979-990","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600979&lang=pt" 
"S1516-89132014000600971-scl","Modeling the Growth of Byssochlamys fulva on Solidified Apple Juice at Different Temperatures","Longhi, Daniel Angelo, Tremarin, Andréia, Carciofi, Bruno Augusto Mattar, Laurindo, João Borges, Aragão, Gláucia Maria Falcão de","Brazilian Archives of Biology and Technology; 57(6); 971-978","Brazilian Archives of Biology and Technology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132014000600971&lang=pt" 
"S0066-782X2014002400012-scl","Focused Cardiac Ultrasound Using a Pocket-Size Device in the Emergency Room","Mancuso, Frederico José Neves, Siqueira, Vicente Nicoliello, Moisés, Valdir Ambrósio, Gois, Aécio Flavio Teixeira, Paola, Angelo Amato Vincenzo de, Carvalho, Antonio Carlos Camargo, Campos, Orlando","Arquivos Brasileiros de Cardiologia; 103(6); 530-537","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014002400012&lang=pt" 
"S0066-782X2014002400011-scl","Autologous Transplantation of Bone Marrow Adult Stem Cells for the Treatment of Idiopathic Dilated Cardiomyopathy","Westphal, Ricardo João, Bueno, Ronaldo Rocha Loures, Galvão, Paulo Bezerra de Araújo, Zanis Neto, José, Souza, Juliano Mendes, Guérios, Ênio Eduardo, Senegaglia, Alexandra Cristina, Brofman, Paulo Roberto, Pasquini, Ricardo, Cunha, Claudio Leinig Pereira da","Arquivos Brasileiros de Cardiologia; 103(6); 521-529","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014002400011&lang=pt" 
"S0066-782X2014002400010-scl","Association between Angiotensin-Converting Enzyme Inhibitors and Troponin in Acute Coronary Syndrome","Minuzzo, Luiz, Santos, Elizabete Silva dos, Timerman, Ari","Arquivos Brasileiros de Cardiologia; 103(6); 513-520","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014002400010&lang=pt" 
"S0120-35842014000200006-col","Are Public Libraries Improving Quality of Education?: When the Provision of Public Goods is not Enough","Rodríguez-Lesmes, Paul, Trujillo, José D, Valderrama, Daniel","Desarrollo y Sociedad; (74); 225-274","Desarrollo y Sociedad","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-35842014000200006&lang=pt" 
"S0120-35842014000200003-col","Who Benefits from the Elimination of School Enrolment Fees? Evidence from Ecuador","Hermida, Priscila","Desarrollo y Sociedad; (74); 69-132","Desarrollo y Sociedad","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-35842014000200003&lang=pt" 
"S2237-96222014000400645-scl","Seleção e capacitação para o tratamento do tabagismo no Sistema Único de Saúde: perspectivas de gestores e profissionais de saúde no estado do Paraná, Brasil","Bittencourt, Lorna, Cruz, Regina Celina, Scarinci, Isabel Cristina","Epidemiologia e Serviços de Saúde; 23(4); 645-654","Epidemiologia e Serviços de Saúde","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222014000400645&lang=pt" 
"S2237-96222014000400655-scl","Hospitalizações por diabetes em adultos e idosos no Ceará, 2001-2012","Santos, Francisca Alana de Lima, Lima, Wenderson Pinheiro de, Santos, Aliny de Lima, Teston, Elen Ferraz, Marcon, Sonia Silva","Epidemiologia e Serviços de Saúde; 23(4); 655-663","Epidemiologia e Serviços de Saúde","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222014000400655&lang=pt" 
"S2237-96222014000400741-scl","Perfil dos agravos relacionados ao trabalho notificados no Rio Grande do Norte, 2007 a 2009","Cavalcante, Cleonice Andréa Alves, Santos, Renata Silva, Cavalcante, Elisângela Franco de Oliveira, Martins, Rogéria Lima, Silveira, Erika Aparecida da, Silva, Erica Tatiane da","Epidemiologia e Serviços de Saúde; 23(4); 741-752","Epidemiologia e Serviços de Saúde","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222014000400741&lang=pt" 
"S2237-96222014000400691-scl","Método para estimação de prevalência de hepatites B e C crônicas e cirrose hepática - Brasil, 2008","Carvalho, Juliana Ribeiro de, Portugal, Flávia Batista, Flor, Luísa Sório, Campos, Mônica Rodrigues, Schramm, Joyce Mendes de Andrade","Epidemiologia e Serviços de Saúde; 23(4); 691-700","Epidemiologia e Serviços de Saúde","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222014000400691&lang=pt" 
"S2237-96222014000400599-scl","Mortalidade por doenças crônicas não transmissíveis no Brasil e suas regiões, 2000 a 2011","Malta, Deborah Carvalho, Moura, Lenildo de, Prado, Rogério Ruscitto do, Escalante, Juan Cortez, Schmidt, Maria Inês, Duncan, Bruce Bartholow","Epidemiologia e Serviços de Saúde; 23(4); 599-608","Epidemiologia e Serviços de Saúde","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222014000400599&lang=pt" 
"S2237-96222014000400711-scl","Estimativa de taxa de mortalidade e taxa de incidência de sequelas cardíacas e digestivas por doença de Chagas no Brasil, 2008","Mota, Jurema Corrêa da, Campos, Mônica Rodrigues, Schramm, Joyce Mendes de Andrade, Costa, Maria de Fatima dos Santos","Epidemiologia e Serviços de Saúde; 23(4); 711-720","Epidemiologia e Serviços de Saúde","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222014000400711&lang=pt" 
"S2237-96222014000400623-scl","Nível de inatividade física em diferentes domínios e fatores associados em adultos: Inquérito de Saúde no Município de Campinas (ISACamp, 2008/2009), São Paulo, Brasil","Souza, Izabel Lopes de, Francisco, Priscila Maria Stolses Bergamo, Lima, Margareth Guimarães, Barros, Marilisa Berti de Azevedo","Epidemiologia e Serviços de Saúde; 23(4); 623-634","Epidemiologia e Serviços de Saúde","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222014000400623&lang=pt" 
"S1130-01082014000800007-esp","Necrotic left colitis due to hot water enema","Jiménez-Ballester, Miguel Ángel, Bebia-Conesa, Paloma, Mengual-Ballester, Mónica, Carrillo-García, María, Miguel-Perelló, Joana, Pérez-Cuadrado-Martínez, Enrique, Aguayo-Albasini, José Luis","Revista Española de Enfermedades Digestivas; 106(8); 542-543","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000800007&lang=pt" 
"S1130-01082014000800008-esp","LPAC syndrome associated with deletion of the full exon 4 in a ABCB4 genetic mutation in a patient with hepatitis C","Fombuena, Blanca, Ampuero, Javier, Álvarez, Luis, Aparcero, Reyes, Llorca, Rocío, Millán, Raquel, Pastor-Ramírez, Helena, Andueza, Sara, Barbu, Veronique, Romero-Gómez, Manuel","Revista Española de Enfermedades Digestivas; 106(8); 544-547","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000800008&lang=pt" 
"S1130-01082014000800017-esp","Tetany and convulsions: onset symptoms in Crohn&#039;s disease","Millán-Lorenzo, Marina, Ferrero-León, Paula, Castro-Fernández, Manuel, Ampuero-Herrojo, Javier, Rojas-Feria, María, Romero-Gómez, Manuel","Revista Española de Enfermedades Digestivas; 106(8); 564-566","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000800017&lang=pt" 
"S1130-01082014000800012-esp","Ectopic pancreas as a rare cause of obstructive jaundice","Carvalho, Rita, Freire, Paulo, Portela, Francisco, Gomes, Dário, Andrade, Paulo, Bento, Ana, Batista, Hamilton, Cipriano, M. Augusta, Sofia, Carlos","Revista Española de Enfermedades Digestivas; 106(8); 557-558","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000800012&lang=pt" 
"S1130-01082014000800004-esp","Insulin resistance and metabolic syndrome are related to non-alcoholic fatty liver disease, but not visceral adiposity index, in severely obese patients","Díez-Rodríguez, Rubén, Ballesteros-Pomar, María Dolores, Calleja-Fernández, Alicia, González-De-Francisco, Tomás, González-Herráez, Luis, Calleja-Antolín, Sara, Cano-Rodríguez, Isidoro, Olcoz-Goñi, José Luis","Revista Española de Enfermedades Digestivas; 106(8); 522-528","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000800004&lang=pt" 
"S1130-01082014000800014-esp","Carcinoid tumor of the common bile duct","Ayllón-Terán, M.ª Dolores, Valverde-Martínez, Amparo, Díaz-Nieto, Rafael, Ciria-Bru, Rubén, Luque-Molina, Antonio, López-Cillero, Pedro, Briceño-Delgado, Javier","Revista Española de Enfermedades Digestivas; 106(8); 560-561","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000800014&lang=pt" 
"S1130-01082014000800015-esp","Absence of HLA-DQ2 and HLA-DQ8 does not exclude celiac disease in Brazilian patients","Silva Kotze, Lorete Maria da, Nisihara, Renato, Rosa Utiyama, Shirley Ramos da, Roberto Kotze, Luiz","Revista Española de Enfermedades Digestivas; 106(8); 561-562","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000800015&lang=pt" 
"S1130-01082014000800010-esp","Three cases of liver toxicity with a dietary supplement intendedto stop hair loss","Fernández, Julieta, Navascués, Carmen, Albines, Gino, Franco, Lissa, Pipa, María, Rodríguez, Manuel","Revista Española de Enfermedades Digestivas; 106(8); 552-555","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000800010&lang=pt" 
