"S1519-69842014000200501-scl","Loss of desiccation tolerance in Copaifera langsdorffii Desf. seeds during germination","Pereira, WVS., Faria, JMR., Tonetti, OAO, Silva, EAA.","Brazilian Journal of Biology; 74(2); 501-508","Brazilian Journal of Biology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842014000200501&lang=pt" 
"S0212-16112014000700004-esp","","","Nutrición Hospitalaria; 29(); 45-48","Nutrición Hospitalaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112014000700004&lang=pt" 
"S0212-16112014000700009-esp","","","Nutrición Hospitalaria; 29(); 81-89","Nutrición Hospitalaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112014000700009&lang=pt" 
"S0104-06182014000200535-scl","Crise financeira internacional e economia brasileira sob um olhar pós-keynesiano","Borghi, Roberto Alexandre Zanchetta","Economia e Sociedade; 23(2); 535-538","Economia e Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-06182014000200535&lang=pt" 
"S1130-01082014000500006-esp","Innate lymphoid cells and natural killer T cells in the gastrointestinal tract immune system","Montalvillo, Enrique, Garrote, José Antonio, Bernardo, David, Arranz, Eduardo","Revista Española de Enfermedades Digestivas; 106(5); 334-345","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500006&lang=pt" 
"S1130-01082014000500005-esp","MicroRNAs: an epigenetic tool to study celiac disease","Bascuñán-Gamboa, Karla A., Araya-Quezada, Magdalena, Pérez-Bravo, Francisco","Revista Española de Enfermedades Digestivas; 106(5); 325-333","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500005&lang=pt" 
"S1130-01082014000500008-esp","Acute cholangitis and hemobilia in a patient with liver cirrhosis and portal vein cavernomatous transformation","León-Brito, Helena, Fraile-González, María, Aresté-Anduaga, Irene, Úriz-Otano, Juan Isidro, Ruiz-Clavijo-García, David, Súbtil-Íñigo, José Carlos, Albéniz-Arbizu, Eduardo, Eguaras-Ros, Javier, Jiménez-López, Carlos","Revista Española de Enfermedades Digestivas; 106(5); 348-349","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500008&lang=pt" 
"S1130-01082014000500002-esp","Effectiveness of entecavir treatment and predictive factors for virologic response","Preda, Carmen Monica, Baicus, Cristian, Negreanu, Lucian, Tugui, Letitia, Olariu, Sandra Viviana, Andrei, Adriana, Zambatu, Ileana, Mihai Diculescu, Mircea","Revista Española de Enfermedades Digestivas; 106(5); 305-311","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500002&lang=pt" 
"S1130-01082014000500016-esp","Metastasis of lobular breast carcinoma in the sigmoid colon","Motos-Micó, Jacob, Ferrer-Márquez, Manuel, Belda-Lozano, Ricardo, Reina-Duarte, Ángel, Rosado-Cobián, Rafael","Revista Española de Enfermedades Digestivas; 106(5); 366-367","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500016&lang=pt" 
"S1130-01082014000500011-esp","Abscesos hepáticos","Cosme, Ángel, Julyssa Cobián, Carol","Revista Española de Enfermedades Digestivas; 106(5); 359-359","Revista Española de Enfermedades Digestivas","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500011&lang=pt" 
"S1130-01082014000500014-esp","Derivative anastomotic gastrojejunostomic stenosis resolved with a yo-yo type stent","Huergo-Fernández, Adrián, Fernández-Cadenas, Fernando, Amor-Martín, Pedro, Álvarez-Posadilla, Marta, Hevia-Lorenzo, Ignacio, Milla-Crespo, Ana Isabel, Sánchez-Fernández, Ramón, Pozo-Fidalgo, Faustino","Revista Española de Enfermedades Digestivas; 106(5); 363-364","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500014&lang=pt" 
"S1130-01082014000500013-esp","Severe colonic stricture related to acute pancreatitis","Ortega-Alonso, Aida, Ferreiro-Argüelles, Blanca, Jiménez-Moreno, Manuel, Calle-Calle, Josefa, Andrade-Bellido, Raúl J.","Revista Española de Enfermedades Digestivas; 106(5); 361-362","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500013&lang=pt" 
"S1130-01082014000500007-esp","Gastric and duodenal pseudomelanosis: a propos of two cases","Ochoa-Palominos, Alejandra, Díaz-Fontenla, Fernando, González-Asanza, Cecilia, Merino-Rodríguez, Beatriz, Nogales-Rincón, Óscar, Menchén Fernández-Pacheco, Pedro","Revista Española de Enfermedades Digestivas; 106(5); 346-347","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500007&lang=pt" 
"S1130-01082014000500012-esp","Aceruloplasminemia: an entity to consider in patients with anemia","Lozano-Varela, María, Carrera-Alonso, Elisa, Plaza-Palacios, Gema","Revista Española de Enfermedades Digestivas; 106(5); 360-361","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500012&lang=pt" 
"S1130-01082014000500015-esp","Retroperitoneal hematoma in Crohn&#039;s disease patient with warfarin therapy","Duarte-Chang, Calixto, Castro-Laria, Luisa, Arguelles-Arias, Federico, Caunedo-Álvarez, Ángel, Herrerías-Gutiérrez, Juan Manuel","Revista Española de Enfermedades Digestivas; 106(5); 364-366","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500015&lang=pt" 
"S1130-01082014000500001-esp","Low-volume cleansing regimens for colon capsule endoscopy: the answer to the million-dollar question?","Fernández-Urien, Ignacio, Valdivielso, Eduardo","Revista Española de Enfermedades Digestivas; 106(5); 301-304","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500001&lang=pt" 
"S1130-01082014000500010-esp","Bowel ischaemia and cocaine consumption: case study and review of the literature","Martínez-Vieira, Almudena, Camacho-Ramírez, Alonso, Díaz-Godoy, Antonio, Calvo-Durán, Antonio, Pérez-Alberca, Carmen María, Vega-Olías, Coral de-la, Muñoz-Arias, Gloria, Balbuena-García, Manuel, Najeb, Assad, Vega-Ruiz, Vicente","Revista Española de Enfermedades Digestivas; 106(5); 354-358","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500010&lang=pt" 
"S1130-01082014000500003-esp","Preparations for colon capsule endoscopy: prospective and randomized comparative study between two preparations for colon capsule endoscopy: PEG 2 liters + ascorbic acid versus PEG 4 liters","Argüelles-Arias, Federico, San-Juan-Acosta, Mileidis, Belda, Alba, García-Montes, Josefa María, Pellicer, Francisco, Polo, Juan, Caunedo-Álvarez, Ángel, Herrerías-Gutiérrez, Juan Manuel","Revista Española de Enfermedades Digestivas; 106(5); 312-317","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500003&lang=pt" 
"S1130-01082014000500004-esp","Prevalence and persistence of nausea and vomiting along the pregnancy","Coronado, Pluvio J., Fasero, María, Álvarez-Sánchez, Ángel, Rey, Enrique","Revista Española de Enfermedades Digestivas; 106(5); 318-324","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500004&lang=pt" 
"S1130-01082014000500009-esp","Can the vicious cycle of obscure or intractable gastrointestinal bleeding be broken in patients with atrial fibrillation subject to anticoagulant therapy?: the role of percutaneous left atrial appendage closure","Fernández-Rodríguez, Diego, Martín-Yuste, Victoria, Feu, Faust, Brugaletta, Salvatore, Freixa, Xavier, Regueiro, Ander, Sabaté, Manel","Revista Española de Enfermedades Digestivas; 106(5); 350-353","Revista Española de Enfermedades Digestivas","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082014000500009&lang=pt" 
"S0120-05342014000200002-col","Motivos de los ciudadanos para realizar ejercicio físico: un estudio desde la teoría de la autodeterminación","Sicilia, Álvaro, González-Cutre, David, Artés, Eva M, Orta, Antonio, Casimiro, Antonio J, Ferriz, Roberto","Revista Latinoamericana de Psicología; 46(2); 83-91","Revista Latinoamericana de Psicología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342014000200002&lang=pt" 
"S0120-05342014000200003-col","Validación transcultural de una escala de clima emocional para ámbitos organizacionales penitenciarios","Ruiz Pérez, José Ignacio, Bringas Molleda, Carolina, Rodríguez Díaz, Francisco Javier, García Cueto, Eduardo","Revista Latinoamericana de Psicología; 46(2); 92-101","Revista Latinoamericana de Psicología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342014000200003&lang=pt" 
"S0120-05342014000200001-col","Análisis factorial confirmatorio de la Escala de habilidades sociales en universitarios chilenos","Miranda-Zapata, Edgardo, Riquelme-Mella, Enrique, Cifuentes-Cid, Hilda, Riquelme-Bravo, Paula","Revista Latinoamericana de Psicología; 46(2); 73-82","Revista Latinoamericana de Psicología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342014000200001&lang=pt" 
"S0120-05342014000200006-col","Procedimientos analítico-racionales en la adaptación de tests. Adaptación al español de la batería de pruebas de razonamiento: Adaptation to Spanish of the Reasoning Tests Battery","Elosua, Paula, Mujika, Josu, Almeida, Leandro S, Hermosilla, Daniel","Revista Latinoamericana de Psicología; 46(2); 117-126","Revista Latinoamericana de Psicología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342014000200006&lang=pt" 
"S0120-05342014000200007-col","Satisfacción sexual y actitudes hacia el uso del preservativo en adolescentes: evaluación y análisis de su relación con el uso del preservativo","Teva, Inmaculada, Bermúdez, María Paz, Ramiro, María Teresa","Revista Latinoamericana de Psicología; 46(2); 127-136","Revista Latinoamericana de Psicología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342014000200007&lang=pt" 
"S0120-05342014000200004-col","Apoyo social en universitarios españoles de primer año: propiedades psicométricas del Social Support Questionnaire-Short Form y el Social Provisions Scale","Martínez-López, Zeltia, Páramo Fernández, María Fernanda, Guisande Couñago, María Adelina, Tinajero Vacas, Carolina, da Silva Almeida, Leandro, Rodríguez González, María Soledad","Revista Latinoamericana de Psicología; 46(2); 102-110","Revista Latinoamericana de Psicología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342014000200004&lang=pt" 
"S0120-05342014000200005-col","Eficacia de tácticas de influencia en la intención de conducta proambiental","Barreto, Idaly, Neme Chaves, Samir Ricardo","Revista Latinoamericana de Psicología; 46(2); 111-116","Revista Latinoamericana de Psicología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342014000200005&lang=pt" 
"S0120-00622014000200003-col","EL DISENSO HERMENÉUTICO UNA INTERPRETACIÓN POLÍTICA DE LA FUSIÓN DE HORIZONTES EN H. G. GADAMER","PARRA AYALA, ANDRÉS FELIPE","Ideas y Valores; 63(155); 59-84","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200003&lang=pt" 
"S0120-00622014000200010-col","CUERPO Y CARNE EN DESCARTES","PAVESI, PABLO E.","Ideas y Valores; 63(155); 219-234","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200010&lang=pt" 
"S0120-00622014000200002-col","IS ARISTOTLE&#039;S RESPONSE TO THE ARGUMENT FOR FATALISM IN DE INTERPRETATIONE 9 SUCCESSFUL?","Istvan Jr, M. A.","Ideas y Valores; 63(155); 31-58","Ideas y Valores","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200002&lang=pt" 
"S0120-00622014000200001-col","CUERPO Y MÉTODO EL PLANEAMIENTO HEIDEGGERIANO DEL PROBLEMA DE LA CORPORALIDAD EN ZOLLIKONER SEMINARE","JOHNSON, FELIPE","Ideas y Valores; 63(155); 7-30","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200001&lang=pt" 
"S0120-00622014000200006-col","LA VINCULACIÓN DE JUAN ESCOTO ERIÚGENA CON LA TRADICIÓN EN LAS OBRAS DE BRUCKER, TENNEMANN Y RIXNER","STROK, NATALIA","Ideas y Valores; 63(155); 123-143","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200006&lang=pt" 
"S0120-00622014000200007-col","INGENIERÍA INVERSA Y COGNICIÓN ¿ALGUNAS REMEMBRANZAS PANGLOSSIANAS?*","ECHEVERRI ÁLVAREZ, JONATHAN, CHAVES CASTAñO, LILIANA","Ideas y Valores; 63(155); 145-170","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200007&lang=pt" 
"S0120-00622014000200004-col","LA INMORTALIDAD DEL ALMA: HISTORIA DE UN ARGUMENTO POLÍTICO","SARALEGUI, MIGUEL","Ideas y Valores; 63(155); 85-106","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200004&lang=pt" 
"S0120-00622014000200005-col","EL CUERPO Y LA SALIDA DEL SER BREVE APUNTE SOBRE EL PROBLEMA DE LA SUBJETIVIDAD Y LA RESPONSABILIDAD EN LEVINAS","ESCOBAR DÍAZ, FERNANDO","Ideas y Valores; 63(155); 107-121","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200005&lang=pt" 
"S0120-00622014000200008-col","REFLEXIONES EN TORNO AL VALOR PEDAGÓGICO DEL CONSTRUCTIVISMO","DURÁN PALACIOS, PABLO","Ideas y Valores; 63(155); 171-190","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200008&lang=pt" 
"S0120-00622014000200009-col","EL SUJETO DE DERECHO DE LAS MINORÍAS NUEVAS CATEGORÍAS Y UNA CRÍTICA A LA CONCEPCIÓN DE LOS DERECHOS DIFERENCIADOS EN FUNCIÓN DE GRUPO DE WILL KYMLICKA","DANTE, PALMA","Ideas y Valores; 63(155); 191-217","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200009&lang=pt" 
"S0120-00622014000200011-col","EL FISICALISMO NO REDUCCIONISTA Y SU PROBLEMA CON LA CAUSALIDAD MENTAL","KIM, JAEGWON","Ideas y Valores; 63(155); 235-259","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200011&lang=pt" 
"S0120-00622014000200013-col","Padilla, Jesús. &quot;Reflexionando acerca de la gramática filosófica&quot;, Areté [Pontificia Universidad Católica del Perú] 24.2 (2012): 323-349","PIEDRAHITA, ÓSCAR ANDRÉS","Ideas y Valores; 63(155); 265-268","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200013&lang=pt" 
"S0120-00622014000200012-col","Agamben, Giorgio. El misterio del mal. Benedicto XVI y el fin de los tiempos. D&#039; Meza, María Teresa (trad.). Buenos Aires: Adriana Hidalgo, 2013. 83 pp","ESPINOSA, MARíA LUCIANA","Ideas y Valores; 63(155); 261-263","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000200012&lang=pt" 
"S1988-348X2014000100009-esp","Fractura de cadera en el anciano: a propósito de un caso","Airam Pareja-Ríos, Pablo","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100009&lang=pt" 
"S1988-348X2014000100006-esp","Cuidados paliativos, la perspectiva de la muerte como parte del proceso de vida","Llauradó Sanz, Gemma","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100006&lang=pt" 
"S1988-348X2014000100008-esp","Prácticas culturales de cuidado de las mujeres otomíes durante su embarazo","Lira González, Berenice, Álvarez Aguirre, Alicia, García Falconi, Sulima del Carmen","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100008&lang=pt" 
"S1988-348X2014000100001-esp","La ciencia del cuidado","","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100001&lang=pt" 
"S1988-348X2014000100002-esp","Reflexiones sobre la responsabilidad penal en la administración de medicamentos por la enfermera: a propósito de un caso","Antequera Vinagre, José María","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100002&lang=pt" 
"S1988-348X2014000100011-esp","Paciente con esquizofrenia: proceso de enfermería","Aragón Moyano, Francisco","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100011&lang=pt" 
"S1988-348X2014000100004-esp","Cuidados enfermeros y coherencia cultural","Muñíz Toyos, Natalia","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100004&lang=pt" 
"S1988-348X2014000100010-esp","Terapia cognitivo-conductual y enfermería: a propósito de un caso","González-Suárez, Miriam, Duarte-Clíments, Gonzalo","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100010&lang=pt" 
"S1988-348X2014000100005-esp","La dominación del cuerpo femenino: análisis feminista del climaterio y las prácticas de cuidado profesional","Leyva Moral, Juan Manuel","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100005&lang=pt" 
"S1988-348X2014000100007-esp","Contención mecánica: definición conceptual","Sastre Rus, Meritxell, Campaña Castillo, Fernando","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100007&lang=pt" 
"S1988-348X2014000100012-esp","El diagnóstico psicosocial desde una perspectiva enfermera, de Ruymán Brito","","Ene; 8(1); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000100012&lang=pt" 
"S1794-31082014000200010-col","Desafíos y estado futuro de la convivencia en Colombia al 2025","Bello Montes, Catalina","Revista Criminalidad; 56(2); 319-332","Revista Criminalidad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200010&lang=pt" 
"S1794-31082014000200006-col","Sexting or pedophilia?","Kaur, Prit","Revista Criminalidad; 56(2); 263-272","Revista Criminalidad","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200006&lang=pt" 
"S1794-31082014000200009-col","Examen químico-metalográfico con ácido nítrico en carrocerías y chasis en acero de vehículos","Cerón Rincón, Laura Emilia, Vélez Ossa, Henry Osbaldo, Lasso Cardona, Óscar, Ríos Rodríguez, Víctor Hugo, Álvarez Camargo, Rodrigo Hernando, Zapata Pareja, Jhon Fredy","Revista Criminalidad; 56(2); 309-317","Revista Criminalidad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200009&lang=pt" 
"S1794-31082014000200005-col","La criminalidad juvenil en España (2007-2012)","Montero Hernanz, Tomás","Revista Criminalidad; 56(2); 247-261","Revista Criminalidad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200005&lang=pt" 
"S1794-31082014000200004-col","Psicopatía y delincuencia: comparaciones y diferencias entre ofensores sexuales y delincuentes comunes en una cárcel chilena","Cabrera Sánchez, José, Gallardo Vergara, René, González Moraga, Fernando Renee, Navarrete Castro, Rayén","Revista Criminalidad; 56(2); 229-245","Revista Criminalidad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200004&lang=pt" 
"S1794-31082014000200008-col","Representaciones sociales de normas de tránsito, agresividad, facilidad percibida en la conducción, accidentes y multas en conductores de Bogotá, D. C.","Ruiz Pérez, José Ignacio, Gómez, Iván Andrés, Beltrán, Ingrid Tatiana, Lamus, Dyan Andrea, Leal Salazar, Liz Jeysy","Revista Criminalidad; 56(2); 291-307","Revista Criminalidad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200008&lang=pt" 
"S1794-31082014000200007-col","La riqueza del narcotráfico y la desigualdad en Colombia, 1976-2012*","Rocha García, Ricardo","Revista Criminalidad; 56(2); 273-290","Revista Criminalidad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200007&lang=pt" 
"S1794-31082014000200001-col","Editorial","Palomino López, Rodolfo","Revista Criminalidad; 56(2); -1","Revista Criminalidad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200001&lang=pt" 
"S1794-31082014000200002-col","Comportamiento de la criminalidad en Colombia, 2013","Barco Pérez, Jorge Nilson Harvey, Arana Cosme, Jhon Edinson","Revista Criminalidad; 56(2); 11-33","Revista Criminalidad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200002&lang=pt" 
"S1794-31082014000200003-col","Resultados operativos de la Policía Nacional, 2013","Barco Pérez, Jorge Nilson Harvey, Arana Cosme, Jhon Edinson","Revista Criminalidad; 56(2); 141-145","Revista Criminalidad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082014000200003&lang=pt" 
"S0718-71062014000200005-chl","Reconstrucción de la vegetación posglacial y su relación con el ascenso relativo del nivel del mar en el extremo este del canal Beagle, Tierra del Fuego, Argentina","Borromei, Ana María, Ponce, Juan Federico, Coronato, Andrea, Candel, María Soledad, Olivera, Daniela, Okuda, Masaaki","Andean geology; 41(2); 362-379","Andean geology","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71062014000200005&lang=pt" 
"S0718-71062014000200002-chl","Basement geometry and sediment thickness of Lago Fagnano (Tierra del Fuego)","Damián Esteban, Federico, Tassone, Alejandro, Lodolo, Emanuele, Menichetti, Marco, Lippai, Horacio, Waldmann, Nicolas, Darbo, Alexia, Baradello, Luca, Vilas, Juan F","Andean geology; 41(2); 293-313","Andean geology","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71062014000200002&lang=pt" 
"S0718-71062014000200006-chl","Geoquímica de las rocas metasedimentarias del Cámbrico medio al Ordovícico temprano de la Sierra de Los Llanos (Sierras Pampeanas, Argentina): Fuente de sedimentos, correlación y ambiente geotectónico","Verdecchia, Sebastián O, Murra, Juan A, Baldo, Edgardo G, Casquet, Cesar, Pascua, Inmaculada, Saavedra, Julio","Andean geology; 41(2); 380-400","Andean geology","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71062014000200006&lang=pt" 
"S0718-71062014000200001-chl","Geochemistry, U-Pb SHRIMP zircon dating and Hf isotopes of the Gondwanan magmatism in NW Argentina: petrogenesis and geodynamic implications","Poma, Stella, Zappettini, Eduardo O, Quenardelle, Sonia, Santos, João O, Koukharsky, Magdalena, Belousova, Elena, McNaughton, Neil","Andean geology; 41(2); 267-292","Andean geology","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71062014000200001&lang=pt" 
"S0718-71062014000200003-chl","Origen de las aguas de pequeños manantiales de la costa del norte de Chile, en las cercanías de Antofagasta","Herrera, Christian, Custodio, Emilio","Andean geology; 41(2); 314-341","Andean geology","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71062014000200003&lang=pt" 
"S0718-71062014000200004-chl","El frente orogénico activo de Los Andes centrales a la latitud de la ciudad de Mendoza (32°50&#039;-33°S)","Moreiras, Stella M, Giambiagi, Laura B, Spagnotto, Silvana, Nacif, Silvina, Mescua, José, Toural, Rafael","Andean geology; 41(2); 342-361","Andean geology","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71062014000200004&lang=pt" 
"S0718-71062014000200007-chl","Geoquímica inorgánica como indicador de procedencia y ambiente sedimentario en sucesiones de lutitas negras: Los depósitos transgresivos titonianos (Formación Vaca Muerta) de la Cuenca Neuquina, Argentina","Spalletti, Luis A, Schwarz, Ernesto, Veiga, Gonzalo D","Andean geology; 41(2); 401-435","Andean geology","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71062014000200007&lang=pt" 
"S0718-71062014000200008-chl","First radiometric age (U-Pb, LA-ICP-MS, on detrital zircons) from the Punta Topocalma Formation: insights on Late Cretaceous marine deposition in central Chile","Encinas, Alfonso, Stinnesbeck, Wolfgang, Valencia, Víctor A","Andean geology; 41(2); 436-445","Andean geology","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71062014000200008&lang=pt" 
"S0120-28042014000200005-col","Preliminary study of the enzyme ubiquitin carboxylterminal hydrolase 14 (UBP6) in Giardia intestinalis: structural bioinformatic analysis and transcriptional profile during encystation","Alvarado, Magda E, González, Camila A, Wasserman, Moisés, Rubiano, Claudia C","Revista Colombiana de Química; 43(2); 32-40","Revista Colombiana de Química","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28042014000200005&lang=pt" 
"S0120-28042014000200002-col","Efecto del aceite esencial de Eucalyptus citriodora sobre el metabolismo energético mitocondrial","Vesga, Luis Carlos, Bueno, Yenny, Stashenko, Elena E, Mendez-Sanchez, Stelia C","Revista Colombiana de Química; 43(2); 10-17","Revista Colombiana de Química","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28042014000200002&lang=pt" 
"S0120-28042014000200006-col","Fenoles totales y actividad antioxidante en hojas de dos especies colombianas del género Meriania (melastomataceae)","Ocampo, Diana M, Valverde, Claudia L, Colmenares, Ana J, Isaza, José H","Revista Colombiana de Química; 43(2); 41-46","Revista Colombiana de Química","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28042014000200006&lang=pt" 
"S0120-28042014000200004-col","Efecto de la melaza de caña tratada con ácido sulfúrico en la producción de celulosa por Gluconacetobacter xylinus IFO 13693","Jaramillo, Rubén D, Perna, Olga, Ríos, Linda E, Escobar, Jeindy","Revista Colombiana de Química; 43(2); 25-31","Revista Colombiana de Química","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28042014000200004&lang=pt" 
