"S0104-11692007000100026-scl","Nursing history: reflections on teaching and research at undergraduate level","Oguisso, Taka, Freitas, Genival Fernandes de","Revista Latino-Americana de Enfermagem; 15(1); 174-176","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692007000100026&lang=pt" 
"S0034-70942007000100005-scl","Analgesia de parto: estudo comparativo entre anestesia combinada raquiperidural versus anestesia peridural contínua","Côrtes, Carlos Alberto de Figueiredo, Sanchez, Cândido Amaral, Oliveira, Amaury Sanchez, Sanchez, Fernando Martinez","Revista Brasileira de Anestesiologia; 57(1); 39-51","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100005&lang=pt" 
"S0034-70942007000100007-scl","Efeitos hemodinâmicos da intoxicação aguda com bupivacaína, levobupivacaína e mistura com excesso enantiomérico de 50%: estudo experimental em suínos","Udelsmann, Artur, Lorena, Sílvia Elaine Rodolfo de Sá, Girioli, Samira Ubaid, Silva, William Adalberto, Moraes, Ana Cristina de","Revista Brasileira de Anestesiologia; 57(1); 63-73","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100007&lang=pt" 
"S0034-70942007000100008-scl","Influência da procainamida sobre o bloqueio neuromuscular produzido pelo rocurônio e investigação sobre o mecanismo de ação da procainamida na junção neuromuscular","Martins, Thalita Duque, Loyola, Yolanda Christina S., Braga, Angélica de Fátima de Assunção","Revista Brasileira de Anestesiologia; 57(1); 74-82","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100008&lang=pt" 
"S0034-70942007000100009-scl","Anestesia para ventriculostomia por via endoscópica para tratamento de hidrocefalia: relato de casos","Valadares, Friederike Wolff, Lorentz, Michelle Nacur, Heyden, Eliana G., Val Filho, José Aloysio Costa","Revista Brasileira de Anestesiologia; 57(1); 83-89","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100009&lang=pt" 
"S0034-70942007000100010-scl","Anestesia para implante de marca-passo em paciente adulto com ventrículo único não-operado: relato de caso","Hobaika, Adriano Bechara de Souza, Procópio, André Luís Pontes, Pereira, Marcelo Luiz Souza, Coimbra, Aristóteles Pereira, Fernandes, Magda Lourenço, Pires, Kleber Costa de Castro","Revista Brasileira de Anestesiologia; 57(1); 90-93","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100010&lang=pt" 
"S0034-70942007000100011-scl","Dor: aspectos atuais da sensibilização periférica e central","Rocha, Anita Perpétua Carvalho, Kraychete, Durval Campos, Lemonica, Lino, Carvalho, Lídia Raquel de, Barros, Guilherme Antônio Moreira de, Garcia, João Batista dos Santos, Sakata, Rioko Kimiko","Revista Brasileira de Anestesiologia; 57(1); 94-105","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100011&lang=pt" 
"S0034-70942007000100012-scl","Bloqueios nervosos guiados por ultra-som","Helayel, Pablo Escovedo, Conceição, Diogo Brüggemann da, Oliveira Filho, Getúlio Rodrigues de","Revista Brasileira de Anestesiologia; 57(1); 106-123","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100012&lang=pt" 
"S0034-70942007000100003-scl","Avaliação da S(+) cetamina por via oral associada à morfina no tratamento da dor oncológica","Ishizuka, Pedro, Garcia, João Batista Santos, Sakata, Rioko Kimiko, Issy, Adriana Machado, Mülich, Sílvia Letícia","Revista Brasileira de Anestesiologia; 57(1); 19-31","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100003&lang=pt" 
"S0042-96862007000200016-spa","Corrigenda","","Bulletin of the World Health Organization; 85(2); 160-160","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200016&lang=pt" 
"S0042-96862007000200005-spa","Recent news from WHO","","Bulletin of the World Health Organization; 85(2); 90-90","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200005&lang=pt" 
"S0042-96862007000200004-spa","Vaccinating against cervical cancer","Parry, Jane","Bulletin of the World Health Organization; 85(2); 89-90","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200004&lang=pt" 
"S0042-96862007000200003-spa","What will become of the polio network?","Garwood, Paul","Bulletin of the World Health Organization; 85(2); 87-88","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200003&lang=pt" 
"S0042-96862007000200002-spa","Inequity and unwanted fertility in developing countries","Shah, Iqbal H., Chandra-Mouli, Venkatraman","Bulletin of the World Health Organization; 85(2); 86-86","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200002&lang=pt" 
"S0042-96862007000200006-spa","Impact of a national helminth control programme on infection and morbidity in Ugandan schoolchildren","Kabatereine, Narcis B, Brooker, Simon, Koukounari, Artemis, Kazibwe, Francis, Tukahebwa, Edridah M, Fleming, Fiona M, Zhang, Yaobi, Webster, Joanne P, Stothard, J Russell, Fenwick, Alan","Bulletin of the World Health Organization; 85(2); 91-99","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200006&lang=pt" 
"S0042-96862007000200011-spa","The prevalence of HIV, HBV and HCV among Filipino blood donors and overseas work visa applicants","Yanase, Yumiko, Ohida, Takashi, Kaneita, Yoshitaka, Agdamag, Dorothy May D, Leaño, Prisca Susan A, Gill, Christopher J","Bulletin of the World Health Organization; 85(2); 131-137","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200011&lang=pt" 
"S0042-96862007000200010-spa","Flows of financial resources for health research and development in Brazil, 2000-2002","Vianna, Cid Manso de Mello, Caetano, Rosângela, Ortega, José Antonio, Façanha, Luiz Otávio de Figueiredo, Mosegui, Gabriela Bittencourt Gonzalez, Siqueira, Marien, Costa, Tiago Barros","Bulletin of the World Health Organization; 85(2); 124-130","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200010&lang=pt" 
"S0042-96862007000200007-spa","Unwanted fertility among the poor: an inequity?","Gillespie, Duff, Ahmed, Saifuddin, Tsui, Amy, Radloff, Scott","Bulletin of the World Health Organization; 85(2); 100-107","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200007&lang=pt" 
"S0042-96862007000200008-spa","Output-based payment to boost staff productivity in public health centres: contracting in Kabutare district, Rwanda","Meessen, Bruno, Kashala, Jean-Pierre I, Musango, Laurent","Bulletin of the World Health Organization; 85(2); 108-115","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200008&lang=pt" 
"S0042-96862007000200012-spa","Vector control complements mass drug administration against bancroftian filariasis in Tirukoilur, India","Sunish, IP, Rajendran, R, Mani, TR, Munirathinam, A, Dash, AP, Tyagi, BK","Bulletin of the World Health Organization; 85(2); 138-145","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200012&lang=pt" 
"S0042-96862007000200001-spa","In this month&#039;s Bulletin","","Bulletin of the World Health Organization; 85(2); 85-85","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200001&lang=pt" 
"S0042-96862007000200009-spa","Progression to WHO criteria for antiretroviral therapy in a 7-year cohort of adult HIV-1 seroconverters in Abidjan, Côte d&#039;Ivoire","Minga, Albert, Danel, Christine, Abo, Yao, Dohoun, Lambert, Bonard, Dominique, Coulibaly, Ali, Duvignac, Julien, Dabis, François, Salamon, Roger, Anglaret, Xavier","Bulletin of the World Health Organization; 85(2); 116-123","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200009&lang=pt" 
"S0042-96862007000200015-spa","Malawi&#039;s contribution to &quot;3 by 5&quot;: achievements and challenges","Libamba, Edwin, Makombe, Simon D, Harries, Anthony D, Schouten, Erik J, Yu, Joseph Kwong-Leung, Pasulani, Olesi, Mhango, Eustice, Aberle-Grasse, John, Hochgesang, Mindy, Limbambala, Eddie, Lungu, Douglas","Bulletin of the World Health Organization; 85(2); 156-160","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200015&lang=pt" 
"S0042-96862007000200013-spa","A balanced scorecard for health services in Afghanistan","Peters, David H, Noor, Ayan Ahmed, Singh, Lakhwinder P, Kakar, Faizullah K, Hansen, Peter M, Burnham, Gilbert","Bulletin of the World Health Organization; 85(2); 146-151","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200013&lang=pt" 
"S0042-96862007000200014-spa","Ensuring uninterrupted supplies of antiretroviral drugs in resource-poor settings: an example from Malawi","Harries, Anthony D, Schouten, Erik J, Makombe, Simon D, Libamba, Edwin, Neufville, Henry N, Some, Eliab, Kadewere, Godfrey, Lungu, Douglas","Bulletin of the World Health Organization; 85(2); 152-155","Bulletin of the World Health Organization","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862007000200014&lang=pt" 
"S1413-86702007000100001-scl","Immunological synapses in infectious diseases","Siqueira-Batista, Rodrigo, Geller, Mauro, Gomes, Andréia Patrícia","Brazilian Journal of Infectious Diseases; 11(1); 1-1","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100001&lang=pt" 
"S1413-86702007000100002-scl","I Consensus for the Management and Treatment of Hepatitis B Carried Out by the Brazilian Society of Infectious Diseases","","Brazilian Journal of Infectious Diseases; 11(1); 2-5","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100002&lang=pt" 
"S1413-86702007000100003-scl","Causes of hospitalization among extra-European Union children in a large hospital of Northern Italy, in a five-year observation period","Sabbatani, Sergio, Baldi, Elena, Manfredi, Roberto","Brazilian Journal of Infectious Diseases; 11(1); 6-8","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100003&lang=pt" 
"S1413-86702007000100040-scl","Transverse myelitis caused by varicella zoster: case reports","Yýlmaz, Sema, Köseoðlu, Hamide Kart, Yücel, Eftal","Brazilian Journal of Infectious Diseases; 11(1); 179-181","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100040&lang=pt" 
"S1413-86702007000100004-scl","Latent human herpesvirus - 8 (HHV-8) infection in female commercial sex workers from Imbituba, Santa Catarina, Brazil","Caterino-de-Araujo, Adele, Santos-Fortuna, Elizabeth, Magri, Mariana Cavalheiro, Schuelter-Trevisol, Fabiana, Silva, Marcos Vinicius","Brazilian Journal of Infectious Diseases; 11(1); 9-11","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100004&lang=pt" 
"S1413-86702007000100006-scl","Factors associated with clinical, immunological and virological responses in protease-inhibitor-experienced brazilian children receiving highly active antiretroviral therapy containing Lopinavir-Ritonavir","Machado, Daisy Maria, Gouvêa, Aída de Fátima Barbosa, Cardoso, Maria Regina, Beltrão, Suênia Vasconcelos, Cunegundes, Kelly Simone, Bononi, Fabiana, Almeida, Fernanda, Cavalheiro, Kaline, Angelis, Daniela Souza Araújo de, Succi, Regina Célia de Menezes","Brazilian Journal of Infectious Diseases; 11(1); 16-19","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100006&lang=pt" 
"S1413-86702007000100008-scl","Identification and characterization of previously described epitopes in HIV-1 subtypes B, C, F and BF in Brazil","Queiroz, Artur Trancoso Lopo de, Santos, Luciane Amorim, Moreau, Domingos Ramon, Oliveira, Tulio de, Watkins, David I., Galvão-Castro, Bernardo, Alcantara, Luiz Carlos Junior","Brazilian Journal of Infectious Diseases; 11(1); 27-30","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100008&lang=pt" 
"S1413-86702007000100011-scl","Evaluation of the Susceptibility profiles, genetic similarity and presence of qnr gene in Escherichia coli resistant to ciprofloxacin isolated in Brazilian hospitals","Pereira, Andrea S., Andrade, Soraya S., Monteiro, Jussimara, Sader, Helio S., Pignatari, Antonio C.C., Gales, Ana C.","Brazilian Journal of Infectious Diseases; 11(1); 40-43","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100011&lang=pt" 
"S1413-86702007000100013-scl","beta-lactamase production Haemophilus spp. and resistance to ampicillin in a general hospital in Porto Alegre city, RS, Brazil (2001-2005)","Ferreira, Jorge A. S., Castro, Andréa Cauduro de, Rocha, Marion P., Riboldi, Gustavo, d&#039;Azevedo, Pedro Alves","Brazilian Journal of Infectious Diseases; 11(1); 50-52","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100013&lang=pt" 
"S1413-86702007000100014-scl","Vancomycin use in a hospital with high prevalence of Methicillin-Resistant Staphylococcus aureus: comparison with Hospital Infection Control Practices Advisory Committe Guidelines (HICPAC)","Melo, Daniela Oliveira de, Sasaki, Marli, Grinbaum, Renato Satovschi","Brazilian Journal of Infectious Diseases; 11(1); 53-56","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100014&lang=pt" 
"S1413-86702007000100034-scl","Respiratory syncytial virus rhinosinusitis in intensive care unit patients","Silva, Alexandre Rodrigues da, Park, Marcelo, Boas, Lucy S. Vilas, Machado, Clarisse Martins","Brazilian Journal of Infectious Diseases; 11(1); 163-165","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100034&lang=pt" 
"S1413-86702007000100033-scl","Bilateral afrenal nodules due to histoplasmosis in an elderly","Carvalho, Flávio Pedreira de Freitas de, Curiati, José Antônio Esper, Mauad, Thaís, Incerti, Milena Mendes, Jacob Filho, Wilson","Brazilian Journal of Infectious Diseases; 11(1); 160-162","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100033&lang=pt" 
"S1413-86702007000100038-scl","The use of monoclonal antibody (Rituximab) in the treatment of type II mixed cryoglobulinemia","Rego, Thiago Carlos Gonçalves, Massumoto, Celso Mitsushi, Batista, Rodrigo Siqueira, Moura, Larissa Hanauer de, Soares, Lygia Maria Costa, Gomes, Andréia Patrícia","Brazilian Journal of Infectious Diseases; 11(1); 174-175","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100038&lang=pt" 
"S1413-86702007000100031-scl","Paragonimiasis: first case reported in Brazil","Lemos, Antônio Carlos Moreira, Coelho, João Carlos, Matos, Eliana Dias, Montal, Guilherme, Aguiar, Fernanda, Badaró, Roberto","Brazilian Journal of Infectious Diseases; 11(1); 153-156","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100031&lang=pt" 
"S1413-86702007000100021-scl","Etiology and pathogenesis of bloodstream infections associated with the use of long-term central vascular catheter (CVC) in patients who undergone gastrointestinal surgery","Brito, Cristiane Silveira, Gondim, Bruna Amâncio, Diogo Filho, Augusto, Gontijo Filho, Paulo P.","Brazilian Journal of Infectious Diseases; 11(1); 96-99","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100021&lang=pt" 
"S1413-86702007000100023-scl","Comparison of conventional methods for diagnosis of visceral leishmaniasis in children of the Center-West Region of Brazil","Brustoloni, Yvone M., Cunha, Rivaldo V., Dorval, Maria Elizabeth, Oshiro, Elisa T., Pontes, Elenir R.J.C., Oliveira, Ana Lúcia L., Hillebrand, Lilian, Ribeiro, Luis Felipe","Brazilian Journal of Infectious Diseases; 11(1); 106-109","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100023&lang=pt" 
"S1413-86702007000100024-scl","Angioinvasive pulmonary aspergillosis after allogeneic bone marrow transplantation: clinical and high-resolution computed tomography findings in 12 cases","Gasparetto, Emerson L., Souza, Carolina A., Tazoniero, Priscilla, Davaus, Taisa, Escuissato, Dante L., Marchiori, Edson","Brazilian Journal of Infectious Diseases; 11(1); 110-113","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100024&lang=pt" 
"S1413-86702007000100025-scl","Clinical tomographic correlations of 220 patients with neurocisticercosis, Bahia, Brazil","Andrade-Filho, Antônio de Souza, Figuerôa, Luiz Frederico da Silva, Andrade-Souza, Victor Mascarenhas","Brazilian Journal of Infectious Diseases; 11(1); 114-117","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100025&lang=pt" 
"S1413-86702007000100005-scl","Hepatitis C risk factor for patients submitted to dialysis","Baldessar, Maria Zélia, Bettiol, Jane, Foppa, Fabrício, Oliveira, Lúcia Helena das Chagas","Brazilian Journal of Infectious Diseases; 11(1); 12-15","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100005&lang=pt" 
"S1413-86702007000100007-scl","Self-reported adverse reactions among patients initiating antiretroviral therapy in Brazil","Pádua, Cristiane A. Menezes de, César, Cibele C., Bonolo, Palmira F., Acurcio, Francisco A., Guimarães, Mark Drew C.","Brazilian Journal of Infectious Diseases; 11(1); 20-26","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100007&lang=pt" 
"S1413-86702007000100030-scl","Leishmania mexicana infection of the eyelid in a traveler to Belize","Vinetz, Joseph M., Soong, Lynn","Brazilian Journal of Infectious Diseases; 11(1); 149-152","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100030&lang=pt" 
"S1413-86702007000100037-scl","Primary isolated gingival tuberculosis","Rodrigues, Gabriel, Carnelio, Sunitha, Valliathan, Maanna","Brazilian Journal of Infectious Diseases; 11(1); 172-178","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100037&lang=pt" 
"S1413-86702007000100035-scl","Peritonitis due to Penicillium and Enterobacter in a patient receiving continuous ambulatory peritoneal dialysis","Böhlke, Maristela, Souza, Person Antunes de, Menezes, Adriane Maria Delgado, Roth, Juliana Martino, Kramer, Luiz Roberto","Brazilian Journal of Infectious Diseases; 11(1); 166-168","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100035&lang=pt" 
"S1413-86702007000100041-scl","José Borges Sales (1911-2006)","Sousa, Anastácio de Queiroz, Menezes, Dalgimar Beserra de","Brazilian Journal of Infectious Diseases; 11(1); 182-182","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100041&lang=pt" 
"S1413-86702007000100039-scl","Multiorgan involvement due to cytomegalovirus infection in AIDS","Majumder, Shounak, Mandal, Sanjay K., Bandyopadhyay, Dipanjan, Chowdhury, Subhasis Roy, Chakraborty, Partha P., K., Mitra","Brazilian Journal of Infectious Diseases; 11(1); 176-178","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100039&lang=pt" 
"S1413-86702007000100009-scl","Avascular necrosis of the femoral head in HIV infected patients","Matos, Marcos Almeida, Alencar, Rafael Watt de, Matos, Simone Souza da Rocha","Brazilian Journal of Infectious Diseases; 11(1); 31-34","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100009&lang=pt" 
"S1413-86702007000100036-scl","End-stage renal disease due to delayed diagnosis of renal tuberculosis: a fatal case report","Daher, Elizabeth De Francesco, Silva Júnior, Geraldo Bezerra da, Damasceno, Renata Trindade, Santos, Gustavo Martins dos, Corsino, Germana Alves, Silva, Sônia Leite da, Gutiérrez-Adrianzén, Oswaldo Augusto","Brazilian Journal of Infectious Diseases; 11(1); 169-171","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100036&lang=pt" 
"S1413-86702007000100032-scl","Thoracic actinomycosis: report of a patient with advanced-stage disease","Santos, José Wellington Alves dos, Zambenedetti, Ricardo Morgental, Mann, Keli Cristina, Cibin, Luiz Fenando Ximenes","Brazilian Journal of Infectious Diseases; 11(1); 157-159","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100032&lang=pt" 
"S0034-89102007000100011-spa","Confiabilidade da informação sobre mortalidade por violência em Belo Horizonte, MG","Matos, Sonia Gesteira e, Proietti, Fernando A, Barata, Rita de Cássia Barradas","Revista de Saúde Pública; 41(1); 76-84","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000100011&lang=pt" 
"S0034-89102007000100012-spa","Correção de sub-registros de óbitos e proporção de internações por causas mal definidas","Cavalini, Luciana Tricai, Ponce de Leon, Antonio Carlos Monteiro","Revista de Saúde Pública; 41(1); 85-93","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000100012&lang=pt" 
"S0034-89102007000100016-spa","Hospitais filantrópicos e a operação de planos de saúde próprios no Brasil","Lima, Sheyla Maria Lemos, Portela, Margareth C, Ugá, Maria Alicia Dominguez, Barbosa, Pedro Ribeiro, Gerschman, Silvia, Vasconcellos, Miguel Murat","Revista de Saúde Pública; 41(1); 116-123","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000100016&lang=pt" 
"S0034-89102007000100019-spa","Capital social y promoción de la salud en América Latina","Sapag, Jaime C, Kawachi, Ichiro","Revista de Saúde Pública; 41(1); 139-149","Revista de Saúde Pública","Inglês, Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000100019&lang=pt" 
"S1413-86702007000100010-scl","Molecular characterization of group A rotavirus isolates obtained from hospitalized children in Salvador, Bahia, Brazil","Serravalle, Karina, Santos, Norma, Sardi, Silvia Inês, Silva, Sarah Peregrino Santos, Ribeiro Junior, Hugo da Costa, Mattos, Ângela Peixoto de, Campos, Gúbio Soares","Brazilian Journal of Infectious Diseases; 11(1); 35-39","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100010&lang=pt" 
"S1413-86702007000100016-scl","Associated risk factors and pulsed field gel electrophoresis of nasal isolates of Staphylococcus aureus from medical students in a tertiary hospital in Lagos, Nigeria","Adesida, Solayide A., Abioye, Olusegun A., Bamiro, Babajide S., Brai, Bartholomew I.C., Smith, Stella I., Amisu, Kehinde O., Ehichioya, Deborah U., Ogunsola, Folasade T., Coker, Akitoye O.","Brazilian Journal of Infectious Diseases; 11(1); 63-69","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100016&lang=pt" 
"S1413-86702007000100017-scl","Evaluation of reagent strips for ascitic fluid leukocyte determination: is it a possible alternative for spontaneous bacterial peritonitis rapid diagnosis?","Ribeiro, Tarsila C.R., Kondo, Mario, Amaral, Ana Cristina C., Parise, Edson Roberto, Bragagnolo Júnior, Maurício A., Souza, Aécio Flávio Meirelles de","Brazilian Journal of Infectious Diseases; 11(1); 70-74l","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100017&lang=pt" 
"S1413-86702007000100020-scl","Correlation between Helicobacter pylori infection, gastric diseases and life habits among patients treated at a university hospital in Southeast Brazil","Módena, José Luiz Proença, Acrani, Gustavo Olszanski, Micas, André Fernando Ditondo, Castro, Marly de, Silveira, Wanderley Dias da, Módena, José Luiz Pimenta, Oliveira, Ricardo Brandt de, Brocchi, Marcelo","Brazilian Journal of Infectious Diseases; 11(1); 89-95","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100020&lang=pt" 
"S1413-86702007000100028-scl","Applicability of the national nosocomial infections surveillance system risk index for the prediction of surgical site infections: a review","Ercole, Flávia Falci, Starling, Carlos Ernesto Ferreira, Chianca, Tânia Couto Machado, Carneiro, Mariângela","Brazilian Journal of Infectious Diseases; 11(1); 134-141","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100028&lang=pt" 
"S1413-86702007000100012-scl","Association of IL-8-inducing strains of diffusely adherent Escherichia coli with sporadic diarrheal patients with less than 5 years of age","Meraz, Ismail Mustafa, Arikawa, Kentaro, Nakamura, Hiromi, Ogasawara, Jun, Hase, Atsushi, Nishikawa, Yoshikazu","Brazilian Journal of Infectious Diseases; 11(1); 44-49","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100012&lang=pt" 
"S1413-86702007000100015-scl","Efficacy of a program of prevention and control for methicillin-resistant Staphylococcus aureus infections in an intensive-care unit","Moreira, Marina, Freitas, Marise R., Martins, Sinaida T., Castelo, Adauto, Medeiros, Eduardo Alexandrino Servolo","Brazilian Journal of Infectious Diseases; 11(1); 57-62","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100015&lang=pt" 
"S1413-86702007000100018-scl","Community-acquired pneumonia by Chlamydophila pneumoniae: a clinical and incidence study in Brazil","Chedid, Maria Bernadete, Chedid, Márcio Fernandes, Ilha, Darcy Oliveira, Bozzetti, Mary Clarisse, Chaves, Letícia, Griza, Daniela, Dalcin, Paulo Roth","Brazilian Journal of Infectious Diseases; 11(1); 75-82","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000100018&lang=pt" 
