"S0100-879X2016001000607-scl","Impact of acute undernutrition on growth, ileal morphology and nutrient transport in a murine model","Sampaio, I.C., Medeiros, P.H.Q.S., Rodrigues, F.A.P., Cavalcante, P.A., Ribeiro, S.A., Oliveira, J.S., Prata, M.M.G., Costa, D.V.S., Fonseca, S.G.C., Guedes, M.M., Soares, A.M., Brito, G.A.C., Havt, A., Moore, S.R., Lima, A.A.M.","Brazilian Journal of Medical and Biological Research; 49(10); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016001000607&lang=pt" 
"S0100-879X2016000700703-scl","Brain caspase-3 and intestinal FABP responses in preterm and term rats submitted to birth asphyxia","Figueira, R.L., Gonçalves, F.L., Simões, A.L., Bernardino, C.A., Lopes, L.S., Castro e Silva, O., Sbragia, L.","Brazilian Journal of Medical and Biological Research; 49(7); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016000700703&lang=pt" 
"S1679-62252016000200206-scl","Morphological and morphometric analysis of skeletal muscle between male and female young adult Colossoma macropomum (Characiformes: Serrasalmidae)","Mello, Fernanda De, Felippe, Daruzi, Godoy, Leandro C., Lothhammer, Nívia, Guerreiro, Luis R. J., Streit Jr., Danilo P.","Neotropical Ichthyology; 14(2); -","Neotropical Ichthyology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252016000200206&lang=pt" 
"S1984-46702016000303001-scl","A review of the Neotropical species of the shore-fly genera Orasiopa and Pectinifer (Diptera: Ephydridae)","Mathis, Wayne N., Costa, Daniel N.R., Marinoni, Luciane","Zoologia (Curitiba); 33(3); -","Zoologia (Curitiba)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702016000303001&lang=pt" 
"S1679-62252016000200203-scl","Fishers&#039; ecological knowledge of smalleye hammerhead, Sphyrna tudes , in a tropical estuary","Giglio, Vinicius J., Bornatowski, Hugo","Neotropical Ichthyology; 14(2); -","Neotropical Ichthyology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252016000200203&lang=pt" 
"S1679-62252016000200201-scl","Reproductive biology of Poecilia sphenops Valenciennes, 1846 (Cyprinidontiformes: Poeciliidae) at the Emiliano Zapata Reservoir in Morelos, Mexico","Gómez-Márquez, José L., Peña-Mendoza, Bertha, Guzmán-Santiago, José L.","Neotropical Ichthyology; 14(2); -","Neotropical Ichthyology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252016000200201&lang=pt" 
"S1679-62252016000200205-scl","Allopatric chromosomal variation in Nematocharax venustus Weitzman, Menezes &amp; Britski, 1986 (Actinopterygii: Characiformes) based on mapping of repetitive sequences","Barreto, Silvia B., Cioffi, Marcelo B., Medrado, Aline S., Silva, André T., Affonso, Paulo R. A. M., Diniz, Débora","Neotropical Ichthyology; 14(2); -","Neotropical Ichthyology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252016000200205&lang=pt" 
"S1679-62252016000200208-scl","Fish functional groups in a tropical wetland of the Yucatan Peninsula, Mexico","Córdova-Tapia, Fernando, Zambrano, Luis","Neotropical Ichthyology; 14(2); -","Neotropical Ichthyology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252016000200208&lang=pt" 
"S1679-62252016000200210-scl","Phenotypic plasticity associated to environmental hypoxia in the neotropical serrasalmid Piaractus mesopotamicus (Holmberg, 1887) (Characiformes: Serrasalmidae)","Fernández-Osuna, María Alejandra, Scarabotti, Pablo Augusto","Neotropical Ichthyology; 14(2); -","Neotropical Ichthyology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252016000200210&lang=pt" 
"S2222-34362016000200010-sza","Fair pricing, and pricing paradoxes","Swart, Barbara","South African Journal of Economic and Management Sciences; 19(2); 321-329","South African Journal of Economic and Management Sciences","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2222-34362016000200010&lang=pt" 
"S0185-11012016000100083-mex","New galerkin operational matrices for solving lane-Emden type equations","Abd-Elhameed, W.M., Doha, E.H., Saad, A.S., Bassuony, M.A.","Revista mexicana de astronomía y astrofísica; 52(1); 83-92","Revista mexicana de astronomía y astrofísica","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-11012016000100083&lang=pt" 
"S1808-16572016000100210-scl","Sensibilidade de isolados de fungos entomopatogênicos às radiações solar, ultravioleta e à temperatura","Oliveira, Manuela Teodoro de, Monteiro, Antonio Carlos, Scala Júnior, Newton La, Barbosa, José Carlos, Mochi, Dinalva Alves","Arquivos do Instituto Biológico; 83(); -","Arquivos do Instituto Biológico","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-16572016000100210&lang=pt" 
"S1808-16572016000100304-scl","Tipo de estaca e substrato na propagação vegetativa de Lippia gracilis Schauer","Santos, Ricardo Gonçalves, Sousa, Iasmin Matias de, Albuquerque, Cynthia Cavalcanti de, Silva, Kathia Maria Barbosa e","Arquivos do Instituto Biológico; 83(); -","Arquivos do Instituto Biológico","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-16572016000100304&lang=pt" 
"S1808-16572016000100211-scl","Efeito do ensacamento sobre a incidência de moscas-das-frutas e na qualidade das goiabas","Azevedo, Francisco Roberto de, Nere, Daniel Rodrigues, Santos, Cícero Antônio Mariano dos, Moura, Eridiane da Silva, Azevedo, Raul","Arquivos do Instituto Biológico; 83(); -","Arquivos do Instituto Biológico","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-16572016000100211&lang=pt" 
"S0185-11012016000100093-mex","Standard stars for the high-velocity and metal-poor project at San Pedro Mártir","Schuster, W. J., Parrao, L., Contreras, M. E.","Revista mexicana de astronomía y astrofísica; 52(1); 93-111","Revista mexicana de astronomía y astrofísica","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-11012016000100093&lang=pt" 
"S0185-11012016000100069-mex","3D modeling of spectra and light curves of hot Jupiters with PHOENIX; a first approach","Jiménez-Torres, Juan J.","Revista mexicana de astronomía y astrofísica; 52(1); 69-82","Revista mexicana de astronomía y astrofísica","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-11012016000100069&lang=pt" 
"S2222-34362016000200009-sza","An estimation of the impact of the 2012 platinum-sector strike on the South African economy","Jordaan, Johannes C.","South African Journal of Economic and Management Sciences; 19(2); 302-320","South African Journal of Economic and Management Sciences","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2222-34362016000200009&lang=pt" 
"S2222-34362016000200002-sza","&quot;I would rather have a decent job&quot;: Potential barriers preventing street-waste pickers from improving their socio-economic conditions","Viljoen, Kotie, Blaauw, Phillip, Schenck, Rinie","South African Journal of Economic and Management Sciences; 19(2); 175-191","South African Journal of Economic and Management Sciences","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2222-34362016000200002&lang=pt" 
"S2222-34362016000200003-sza","A proposed quantitative credit-rating methodology for South African provincial departments","Fourie, Erika, Verster, Tanja, van Vuuren, Gary Wayne","South African Journal of Economic and Management Sciences; 19(2); 192-214","South African Journal of Economic and Management Sciences","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2222-34362016000200003&lang=pt" 
"S0185-11012016000100113-mex","Tidal shear and the V1309 SCO merger","Koenigsberger, Gloria, Moreno, Edmundo","Revista mexicana de astronomía y astrofísica; 52(1); 113-124","Revista mexicana de astronomía y astrofísica","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-11012016000100113&lang=pt" 
"S2222-34362016000200006-sza","Can South Africa sustain and diversify its exports?","Matthee, Marianne, Idsardi, Ernst, Krugell, Waldo","South African Journal of Economic and Management Sciences; 19(2); 249-263","South African Journal of Economic and Management Sciences","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2222-34362016000200006&lang=pt" 
"S0185-11012016000100125-mex","Cosmological bounds on open FLRW solutions of massive gravity","Pereira, S. H., Mendonҫa, E. L., Pinho S. S., A., Jesus, J. F.","Revista mexicana de astronomía y astrofísica; 52(1); 125-131","Revista mexicana de astronomía y astrofísica","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-11012016000100125&lang=pt" 
"S2222-34362016000200005-sza","The expected well-being of urban refugees and asylum-seekers in Johannesburg","Greyling, Talita","South African Journal of Economic and Management Sciences; 19(2); 232-248","South African Journal of Economic and Management Sciences","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2222-34362016000200005&lang=pt" 
"S2222-34362016000200001-sza","The income and price elasticity of demand for housing in Ghana: Empirical evidence from household level data","Tandoh, Francis, Tewari, Devi Datt","South African Journal of Economic and Management Sciences; 19(2); 160-174","South African Journal of Economic and Management Sciences","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2222-34362016000200001&lang=pt" 
"S0185-11012016000100155-mex","The formation mass of a binary system via fragmentation of a rotating parent core with increasing total mass","Arreaga-García, Guillermo","Revista mexicana de astronomía y astrofísica; 52(1); 155-169","Revista mexicana de astronomía y astrofísica","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-11012016000100155&lang=pt" 
"S0185-11012016000100055-mex","Unveiling new associations in puppis","Orsatti, Ana María, Vega, E. Irene, Martínez, Rubén E.","Revista mexicana de astronomía y astrofísica; 52(1); 55-67","Revista mexicana de astronomía y astrofísica","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-11012016000100055&lang=pt" 
"S2179-975X2016000100301-scl","Limnology of an integrated cage-pond aquaculture farm","Sipaúba-Tavares, Lúcia Helena, Millan, Rodrigo Ney, Milstein, Ana","Acta Limnologica Brasiliensia; 28(); -","Acta Limnologica Brasiliensia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2016000100301&lang=pt" 
"S0185-11012016000100133-mex","Testing the isotropy of the Hubble expansion","Migkas, K., Plionis, M.","Revista mexicana de astronomía y astrofísica; 52(1); 133-141","Revista mexicana de astronomía y astrofísica","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-11012016000100133&lang=pt" 
"S2179-975X2016000100305-scl","Inter-annual variability on the water quality in the Lower São Francisco River (NE-Brazil)","Medeiros, Paulo Ricardo Petter, Cavalcante, Geórgenes Hilário, Brandini, Nilva, Knoppers, Bastiaan Adriaan","Acta Limnologica Brasiliensia; 28(); -","Acta Limnologica Brasiliensia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2016000100305&lang=pt" 
"S2179-975X2016000100304-scl","Environmental drivers of the benthic macroinvertebrates community in a hypersaline estuary (Northeastern Brazil)","Medeiros, Carlinda Railly Ferreira, Costa, Annyelle Kelly da Silva, Lima, Caroline Stefani da Silva, Oliveira, Jacicleide Macedo, Cavalcanti Júnior, Marcos Medeiros, Silva, Maxciell Ricardo Azevedo da, Gouveia, Rafaela Santos Dias, Melo, José Iranildo Miranda de, Dias, Thelma Lúcia Pereira, Molozzi, Joseline","Acta Limnologica Brasiliensia; 28(); -","Acta Limnologica Brasiliensia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2016000100304&lang=pt" 
"S0187-71512016000200043-mex","Nota sobre los primeros registros históricos de dos plantas invasoras en la península de Baja California: crónica del misionero jesuita Miguel del Barco","Garcillán, Pedro P., Rebman, Jon P.","Acta botánica mexicana; (115); 43-49","Acta botánica mexicana","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512016000200043&lang=pt" 
"S0187-71512016000200065-mex","Nota sobre la estructura poblacional de Echinocactus platyacanthus (Cactaceae) en la Reserva de la Biósfera &quot;Barranca de Metztitlán&quot;, Hidalgo, México","Castañeda-Romero, Malinali, Luna-Contreras, Monserrat, Vela-Godinez, Daniel, Montoya-Santiago, Gessel, González-Bermúdez, Alejandro, Martínez Peña, Rodrigo, Esperón-Rodríguez, Manuel","Acta botánica mexicana; (115); 65-73","Acta botánica mexicana","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512016000200065&lang=pt" 
"S0187-71512016000200027-mex","El complejo Lonicera pilosa (Kunth) Spreng. (Caprifoliaceae)","Villarreal-Quintanilla, José Á., Ruiz-Acevedo, Alma D., Estrada-Castillón, A. Eduardo, Jasso de Rodríguez, Diana","Acta botánica mexicana; (115); 27-42","Acta botánica mexicana","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512016000200027&lang=pt" 
"S0187-71512016000200005-mex","Gastón Guzmán (1932-2016)","Guzmán Dávalos, Laura","Acta botánica mexicana; (115); 5-8","Acta botánica mexicana","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512016000200005&lang=pt" 
"S0187-71512016000200001-mex","Francisco Javier Santana Michel (1958-2015)","Cuevas Guzmán, Ramón, Guzmán Hernández, Luis","Acta botánica mexicana; (115); 1-4","Acta botánica mexicana","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512016000200001&lang=pt" 
"S0187-71512016000200051-mex","Tres especies nuevas de Myrtaceae de la Sierra Madre Oriental, México","Sánchez-Chávez, Erandi, Zamudio, Sergio","Acta botánica mexicana; (115); 51-64","Acta botánica mexicana","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512016000200051&lang=pt" 
"S0100-879X2016000700606-scl","Quercetin alleviates pulmonary angiogenesis in a rat model of hepatopulmonary syndrome","Li, X., Chen, Y., Wang, L., Shang, G., Zhang, C., Zhao, Z., Zhang, H., Liu, A.","Brazilian Journal of Medical and Biological Research; 49(7); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016000700606&lang=pt" 
"S0187-71512016000200009-mex","Primera cita del endemismo mexicano Agave difformis A. Berger (Agavaceae) fuera de su área de distribución nativa","López-Pujol, Jordi, Guillot Ortiz, Daniel, Nájera Quezada, Pedro, Nualart, Neus, Meer, Piet van der","Acta botánica mexicana; (115); 9-25","Acta botánica mexicana","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512016000200009&lang=pt" 
"S0187-71512016000200075-mex","La selva inundable de canacoite en Tabasco, México, una comunidad vegetal amenazada","Maldonado-Sánchez, Emerson A., Ochoa-Gaona, Susana, Ramos-Reyes, Rodimiro, Guadarrama-Olivera, María de los Ángeles, González-Valdivia, Noel, Jong, Bernardus H. J. de","Acta botánica mexicana; (115); 75-101","Acta botánica mexicana","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512016000200075&lang=pt" 
"S0102-311X2016000607001-scl","The challenging nature of gathering evidence and analyzing the judicialization of health in Brazil","Biehl, João, Amon, Joseph J., Socal, Mariana P., Petryna, Adriana","Cadernos de Saúde Pública; 32(6); -","Cadernos de Saúde Pública","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2016000607001&lang=pt" 
"S1983-14472016000200418-scl","Oxigenoterapia hiperbárica para tratamento de feridas","Andrade, Sabrina Meireles de, Santos, Isabel Cristina Ramos Vieira","Revista Gaúcha de Enfermagem; 37(2); -","Revista Gaúcha de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472016000200418&lang=pt" 
"S1983-14472016000200415-scl","Enfrentamento da violência doméstica contra crianças e adolescentes na perspectiva de enfermeiros da atenção básica","Leite, Jéssica Totti, Beserra, Maria Aparecida, Scatena, Liliana, Silva, Lygia Maria Pereira da, Ferriani, Maria das Graças Carvalho","Revista Gaúcha de Enfermagem; 37(2); -","Revista Gaúcha de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472016000200415&lang=pt" 
"S1983-14472016000200417-scl","Características clínico y sociodemográficas de los pacientes de un centro de rehabilitación para las adicciones","Díaz, José Eduardo Cruz, Gaino, Loraine Vivian, Souza, Jacqueline de","Revista Gaúcha de Enfermagem; 37(2); -","Revista Gaúcha de Enfermagem","Inglês, Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472016000200417&lang=pt" 
"S0717-93082016000100009-chl","Hipermetabolismo temporal izquierdo en síndrome de Landau-Kleffner demostrado con PET F18-FDG: Reporte de un caso con remisión metabólico-clínica postratamiento","","Revista chilena de radiología; 22(1); 35-38","Revista chilena de radiología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082016000100009&lang=pt" 
"S0717-93082016000100011-chl","Diagnóstico en tomografía computarizada de tumores endobronquiales de estirpe lipomatosa: Computed tomography diagnosis of lipomatous endobronchial tumors lineage","Palominos Pose, Diego, Luburich Hernáiz, Patricio, Penín Mosquera, Rosa María, Correa Soto, Roberto, Quispe Bravo, Jaqueline","Revista chilena de radiología; 22(1); 47-50","Revista chilena de radiología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082016000100011&lang=pt" 
"S0717-93082016000100010-chl","Tumores que invaden la vena cava inferior: Revisión pictográfica de los principales hallazgos imagenológicos en tomografía computarizada y resonancia magnética","Molina, Matías, Schiappacasse, Giancarlo, Labra, Andrés","Revista chilena de radiología; 22(1); 39-46","Revista chilena de radiología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082016000100010&lang=pt" 
"S0717-93082016000100005-chl","Solución Caso radiológico 2","Araya Rojas, Rodrigo, de Grazia Kunstmann, José, Sanhueza Zegers, Andrés, Díaz Jara, Jorge, Miranda González, Gonzalo, Gallegos Méndez, Iván","Revista chilena de radiología; 22(1); 9-12","Revista chilena de radiología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082016000100005&lang=pt" 
"S0717-93082016000100008-chl","Osteodistrofia renal y trastornos del metabolismo y la mineralización ósea asociados a enfermedad renal crónica: Manifestaciones en radiología","Astudillo, Jaime, Cocio, Rolando, Ríos, Daniel","Revista chilena de radiología; 22(1); 27-34","Revista chilena de radiología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082016000100008&lang=pt" 
"S0717-93082016000100006-chl","Angioplastía con stent en la estenosis de la arteria renal: Nuestra experiencia","Vásquez Veloza, Johanna Marcela, Abades Vázquez, José Luis, Cordero Castro, José Luis","Revista chilena de radiología; 22(1); 13-19","Revista chilena de radiología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082016000100006&lang=pt" 
"S1516-89132016000100602-scl","Nanofibrous Scaffolds for Tissue Engineering Applications","Jaiswal, Amit","Brazilian Archives of Biology and Technology; 59(); -","Brazilian Archives of Biology and Technology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132016000100602&lang=pt" 
"S1516-89132016000100505-scl","Development of an L-Lysine Enriched Bran for Animal Nutrition via Submerged Fermentation by Corynebacterium glutamicum using Agroindustrial Substrates","Letti Junior, Luiz Alberto, Letti, Gilberto Vinícius Melo, Soccol, Carlos Ricardo","Brazilian Archives of Biology and Technology; 59(); -","Brazilian Archives of Biology and Technology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132016000100505&lang=pt" 
"S1983-14472016000200419-scl","Aplicabilidade dos resultados de enfermagem em pacientes com insuficiência cardíaca e volume de líquidos excessivo","Linhares, Joelza Celesilvia Chisté, Orlandin, Letícia, Aliti, Graziella Badin, Rabelo-Silva, Eneida Rejane","Revista Gaúcha de Enfermagem; 37(2); -","Revista Gaúcha de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472016000200419&lang=pt" 
"S0100-879X2016000800602-scl","Sida tuberculata (Malvaceae): a study based on development of extractive system and in silico and in vitro properties","da Rosa, H.S., Salgueiro, A.C.F., Colpo, A.Z.C., Paula, F.R., Mendez, A.S.L., Folmer, V.","Brazilian Journal of Medical and Biological Research; 49(8); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016000800602&lang=pt" 
"S0036-46652016005000235-scl","In situ CUTANEOUS CELLULAR IMMUNE RESPONSE IN DOGS NATURALLY AFFECTED BY VISCERAL LEISHMANIASIS","ROSSI, Claudio Nazaretian, TOMOKANE, Thaise Yumie, BATISTA, Luis Fábio da Silva, MARCONDES, Mary, LARSSON, Carlos Eduardo, LAURENTI, Márcia Dalastra","Revista do Instituto de Medicina Tropical de São Paulo; 58(); -","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652016005000235&lang=pt" 
"S0036-46652016005000239-scl","CLINICAL CHARACTERISTICS, OUTCOMES AND RISK FACTORS FOR DEATH AMONG CRITICALLY ILL PATIENTS WITH HIV-RELATED ACUTE KIDNEY INJURY","LUNA, Leonardo Duarte Sobreira, SOARES, Douglas de Sousa, JUNIOR, Geraldo Bezerra da SILVA, CAVALCANTE, Malena Gadelha, MALVEIRA, Lara Raissa Cavalcante, MENESES, Gdayllon Cavalcante, PEREIRA, Eanes Delgado Barros, DAHER, Elizabeth De Francesco","Revista do Instituto de Medicina Tropical de São Paulo; 58(); -","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652016005000239&lang=pt" 
"S0100-879X2016000800701-scl","Sentinel node biopsy using blue dye and technetium99 in advanced gastric cancer: anatomical drainage and clinical application","Santos, F.A.V., Drummond-Lage, A.P., Rodrigues, M.A., Cabral, M.A., Pedrosa, M.S., Braga, H., Wainstein, A.J.A.","Brazilian Journal of Medical and Biological Research; 49(8); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016000800701&lang=pt" 
"S0100-879X2016000800702-scl","Blood levels of pro-inflammatory and anti-inflammatory cytokines during an oral glucose tolerance test in patients with symptoms suggesting reactive hypoglycemia","Eik Filho, W., Marcon, S.S., Krupek, T., Previdelli, I.T.S., Pereira, O.C.N., Silva, M.A.R.C.P., Bazotte, R.B.","Brazilian Journal of Medical and Biological Research; 49(8); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016000800702&lang=pt" 
"S0036-46652016005000238-scl","DETECTION OF INTESTINAL PARASITES IN THE ENVIRONMENTS OF A PUBLIC SCHOOL IN THE TOWN OF DIAMANTINA , MINAS GERAIS STATE, BRAZIL","PEREIRA, Edvânia Beatriz dos Santos, RODRIGUES, Sâmara Lauren Cunha, BAHIA-DE-OLIVEIRA, Gustavo Henrique, COELHO, Suedali Villas Bôas, BARATA, Ricardo Andrade","Revista do Instituto de Medicina Tropical de São Paulo; 58(); -","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652016005000238&lang=pt" 
"S0100-879X2016000800704-scl","Obesity inversely correlates with prostate-specific antigen levels in a population with normal screening results of prostate cancer in northwestern China","Zhang, J., Ma, M., Nan, X., Sheng, B.","Brazilian Journal of Medical and Biological Research; 49(8); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016000800704&lang=pt" 
"S0100-879X2016000800703-scl","Does the incremental shuttle walk test require maximal effort in young obese women?","Jürgensen, S.P., Trimer, R., Di Thommazo-Luporini, L., Dourado, V.Z., Bonjorno-Junior, J.C., Oliveira, C.R., Arena, R., Borghi-Silva, A.","Brazilian Journal of Medical and Biological Research; 49(8); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016000800703&lang=pt" 
"S0036-46652016005000242-scl","EXPERIMENTAL SUBCUTANEOUS CYSTICERCOSIS BY Taenia crassiceps IN BALB/c AND C57BL/6 MICE","PEREIRA, Íria Márcia, LIMA, Sarah Buzaim, FREITAS, Aline de Araújo, VINAUD, Marina Clare, JUNIOR, Ruy de Souza LINO","Revista do Instituto de Medicina Tropical de São Paulo; 58(); -","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652016005000242&lang=pt" 
"S0036-46652016005000240-scl","CIPROFLOXACIN RESISTANCE PATTERN AMONG BACTERIA ISOLATED FROM PATIENTS WITH COMMUNITY-ACQUIRED URINARY TRACT INFECTION","REIS, Ana Carolina Costa, SANTOS, Susana Regia da Silva, SOUZA, Siane Campos de, SALDANHA, Milena Góes, PITANGA, Thassila Nogueira, OLIVEIRA, Ricardo Riccio","Revista do Instituto de Medicina Tropical de São Paulo; 58(); -","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652016005000240&lang=pt" 
"S0036-46652016005000236-scl","CUTANEOUS TUBERCULOSIS: A 26-YEAR RETROSPECTIVE STUDY IN AN ENDEMIC AREA OF TUBERCULOSIS, VITÓRIA, ESPÍRITO SANTO, BRAZIL","SPELTA, Karla, DINIZ, Lucia M.","Revista do Instituto de Medicina Tropical de São Paulo; 58(); -","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652016005000236&lang=pt" 
"S0036-46652016005000241-scl","PREVALENCE AND RISK FACTORS OF SCHISTOSOMIASIS AMONG HAUSA COMMUNITIES IN KANO STATE, NIGERIA","DAWAKI, Salwa, AL-MEKHLAFI, Hesham Mahyoub, ITHOI, Init, IBRAHIM, Jamaiah, ABDULSALAM, Awatif Mohammed, AHMED, Abdulhamid, SADY, Hany, ATROOSH, Wahib Mohammed, AL-AREEQI, Mona Abdullah, ELYANA, Fatin Nur, NASR, Nabil Ahmed, SURIN, Johari","Revista do Instituto de Medicina Tropical de São Paulo; 58(); -","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652016005000241&lang=pt" 
"S0716-58112016000100016-chl","Cognición: denominador común para los estudios del lenguaje en las ciencias cognitivas","Rimassa, Carla","Literatura y lingüística; (33); 325-348","Literatura y lingüística","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-58112016000100016&lang=pt" 
"S0718-68942016000100007-chl","Imágenes en pugna: Reflexiones en torno a las producciones visuales indígenas en el ámbito de la minería colonial","Cruz, Pablo","Boletín del Museo Chileno de Arte Precolombino; 21(1); 95-113","Boletín del Museo Chileno de Arte Precolombino","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-68942016000100007&lang=pt" 
"S0718-68942016000100005-chl","Despliegues visuales en instalaciones religiosas de los andes del sur: Una reflexión desde el arte rupestre colonial y la etnohistoria","Arenas, Marco, Odone, María Carolina","Boletín del Museo Chileno de Arte Precolombino; 21(1); 63-78","Boletín del Museo Chileno de Arte Precolombino","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-68942016000100005&lang=pt" 
