"S1676-06032008000300002-scl","Cirripedia Balanomorpha del estuario del Río Paripe (Isla de Itamaracá, Pernambuco, Brasil)","Farrapeira, Cristiane Maria Rocha","Biota Neotropica; 8(3); 31-39","Biota Neotropica","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032008000300002&lang=pt" 
"S1516-14392008000300001-scl","Materials Research - Ibero-american Journal of Materials: judicious, fair and educative!","Zanotto, Edgar Dutra","Materials Research; 11(3); -","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300001&lang=pt" 
"S1516-14392008000300002-scl","Surface properties of dental polymers: measurements of contact angles, roughness and fluoride release","Namen, Fátima, Galan Jr., João, Oliveira, José Farias de, Cabreira, Rodrigo Derossi, Costa e Silva Filho, Fernando, Souza, Alex Balduino, Deus, Gustavo de","Materials Research; 11(3); 239-243","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300002&lang=pt" 
"S1516-14392008000300007-scl","Analysis of wear in organic and sintered friction materials used in small wind energy converters","Esswein Junior, Jorge Alberto Lewis, Arrieche, Fabiano Edovirges, Schaeffer, Lírio","Materials Research; 11(3); 269-273","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300007&lang=pt" 
"S1516-14392008000300010-scl","Kinetic study of α-BZN crystallization obtained from chemical method","Pelá, Ronaldo Rodrigues, Cividanes, Luciana Simone, Brunelli, Deborah Dibbern, Zanetti, Sonia Maria, Thim, Gilmar Patrocinio","Materials Research; 11(3); 289-293","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300010&lang=pt" 
"S1516-14392008000300015-scl","Performance of radar absorbing nanocomposites by waveguide measurements","Capitaneo, Jefferson Leixas, Caffarena, Valeska da Rocha, Ogasawara, Tsuneharu, Pinho, Magali Silveira","Materials Research; 11(3); 319-324","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300015&lang=pt" 
"S1516-14392008000300017-scl","Microwave absorption properties of Co, Cu, Zn: substituted hexaferrite polychloroprene nanocomposites","Caffarena, Valeska da Rocha, Capitaneo, Jefferson Leixas, Ogasawara, Tsuneharu, Pinho, Magali Silveira","Materials Research; 11(3); 335-339","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300017&lang=pt" 
"S1516-14392008000300018-scl","Glass Difractive Optical Elements (DOEs) with complex modulation DLC thin film coated","Sparvoli, Marina, Mansano, Ronaldo Domingues","Materials Research; 11(3); 341-345","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300018&lang=pt" 
"S1516-14392008000300022-scl","Dynamic isotherms of dye in activated carbon","Matta, Gleisy Kelly Lopes, Barros, Maria Angélica Simões Dornelas, Lambrecht, Rafael, Silva, Edison Antonio da, Lima, Oswaldo Curty da Motta","Materials Research; 11(3); 365-369","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300022&lang=pt" 
"S1516-14392008000300021-scl","Effect of operating conditions on scrap tire pyrolysis","Rombaldo, Carla Fabiana Scatolim, Lisbôa, Antonio Carlos Luz, Méndez, Manoel Orlando Alvarez, Coutinho, Aparecido dos Reis","Materials Research; 11(3); 359-363","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300021&lang=pt" 
"S1516-14392008000300025-scl","Influence of the sodium content on the reactivity of carbon anodes","Batista, Jefferson dos Santos, Silveira, Benedito Inácio da","Materials Research; 11(3); 387-390","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300025&lang=pt" 
"S0102-695X2008000300001-scl","Editorial","","Revista Brasileira de Farmacognosia; 18(3); -","Revista Brasileira de Farmacognosia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300001&lang=pt" 
"S0102-695X2008000300004-scl","Antidiabetic and antiradical activities of plants from Venezuelan Amazon","Rodríguez, María, Hasegawa, Masahisa, González-Mújica, Freddy, Motta, Norma, Castillo, Anibal, Castillo, Jimmy, Zea, Elsa, Mora, Kiby, Sousa, Luis, González, Alejandro, Camejo, David","Revista Brasileira de Farmacognosia; 18(3); 331-338","Revista Brasileira de Farmacognosia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300004&lang=pt" 
"S0102-695X2008000300006-scl","Evaluation of antinociceptive and antiinflammatory effects of Croton pullei var. glabrior Lanj. (Euphorbiaceae)","Rocha, Fábio F., Neves, Evandro M. N., Costa, Elson A., Matos, Lécia G., Müller, Adolfo H., Guilhon, Giselle M. S. P., Cortes, Wellington S., Vanderlinde, Frederico A.","Revista Brasileira de Farmacognosia; 18(3); 344-349","Revista Brasileira de Farmacognosia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300006&lang=pt" 
"S0102-695X2008000300008-scl","Effect of the decontamination using gamma irradiation on the essential oil of Turnera diffusa Wild.","Camargo, Ely Eduardo Saranz, Telascrea, Marcelo, Vilegas, Wagner","Revista Brasileira de Farmacognosia; 18(3); 356-359","Revista Brasileira de Farmacognosia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300008&lang=pt" 
"S0102-695X2008000300018-scl","Atividade antimicrobiana de Lippia alba (Mill.) N. E. Brown (Verbenaceae)","Aguiar, Jaciana S., Costa, Maria C. C. D., Nascimento, Silene C., Sena, Kêsia X. F. R.","Revista Brasileira de Farmacognosia; 18(3); 436-440","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300018&lang=pt" 
"S0102-695X2008000300019-scl","Evaluation of the toxicity and antiulcerogenic activity of the ethanol extract of Maytenus obtusifolia Mart. leaves","Mota, Kelly Samara de Lira, Pita, João Carlos Lima Rodrigues, Estevam, Ethiene Castellucci, Medeiros, Viviane Marcelino, Tavares, Josean Fechine, Agra, Maria de Fátima, Diniz, Margareth de Fátima Formiga Melo, Silva, Marcelo Sobral da, Batista, Leônia Maria","Revista Brasileira de Farmacognosia; 18(3); 441-446","Revista Brasileira de Farmacognosia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300019&lang=pt" 
"S0102-695X2008000300021-scl","Potenciais interações entre fármacos e produtos à base de valeriana ou alho","Alexandre, Rodrigo F., Bagatini, Fabíola, Simões, Cláudia M. O.","Revista Brasileira de Farmacognosia; 18(3); 455-463","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300021&lang=pt" 
"S0102-695X2008000300022-scl","As monografias sobre plantas medicinais","Veiga Junior, Valdir F., Mello, João Carlos P.","Revista Brasileira de Farmacognosia; 18(3); 464-471","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300022&lang=pt" 
"S0103-17592008000300001-scl","Redução de ordem no domínio da freqüência baseada na minimização da norma dos coeficientes polinomiais do erro","Araújo, José M., Castro, Alexandre C., Santos, Eduardo T. F.","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 19(3); 235-241","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592008000300001&lang=pt" 
"S0103-17592008000300006-scl","Algoritmos genéticos e variantes na solução de problemas de configuração de redes de distribuição","Bento, E. P., Kagan, N.","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 19(3); 302-315","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592008000300006&lang=pt" 
"S0102-695X2008000300017-scl","Propriedades farmacológicas do extrato etanólico de Eremanthus erythropappus (DC.) McLeisch (Asteraceae)","Silvério, Marcelo S., Sousa, Orlando V., Del-Vechio-Vieira, Glauciemar, Miranda, Mariza A., Matheus, Filipe C., Kaplan, Maria A. C.","Revista Brasileira de Farmacognosia; 18(3); 430-435","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300017&lang=pt" 
"S0103-166X2008000300002-scl","Percepções sociais de pacientes sobre profissionais de saúde e outros estressores no ambiente de unidade de terapia intensiva","Sousa, Leonardo Mello de, Souza Filho, Edson Alves de","Estudos de Psicologia (Campinas); 25(3); 333-342","Estudos de Psicologia (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2008000300002&lang=pt" 
"S0103-166X2008000300003-scl","Localização da lesão e níveis de stress em pacientes dermatológicos","Ludgwig, Martha Wallig Brusius, Oliveira, Margareth da Silva, Müller, Marisa Campio, Gonçalves, Ângela Maria Barbosa Ferreira","Estudos de Psicologia (Campinas); 25(3); 343-352","Estudos de Psicologia (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2008000300003&lang=pt" 
"S0103-166X2008000300011-scl","Interdisciplinaridade na história e na psicologia: do &quot;tribunal da impotência&quot; à impotência como conflito interno","Campos, Alzira Lobo de Arruda, Coelho Filho, Joaquim Gonçalves, Corrêa, Ligia Caran Costa","Estudos de Psicologia (Campinas); 25(3); 431-438","Estudos de Psicologia (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2008000300011&lang=pt" 
"S0103-166X2008000300006-scl","A vivência de prazer e sofrimento no trabalho de líderes protestantes","Silva, Rogério Rodrigues da, Holanda, Adriano Furtado","Estudos de Psicologia (Campinas); 25(3); 375-383","Estudos de Psicologia (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2008000300006&lang=pt" 
"S0103-166X2008000300007-scl","Efeito da associação de sabor e música sobre o estado de ânimo de crianças","Bueno, Viviane Freire, Bergamasco, Niélsy Helena Puglia","Estudos de Psicologia (Campinas); 25(3); 385-393","Estudos de Psicologia (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2008000300007&lang=pt" 
"S0103-166X2008000300009-scl","Contextos ecológicos: promotores de resiliência, fatores de risco e de proteção","Poletto, Michele, Koller, Sílvia Helena","Estudos de Psicologia (Campinas); 25(3); 405-416","Estudos de Psicologia (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2008000300009&lang=pt" 
"S0103-166X2008000300010-scl","Estratégias de enfrentamento de pais de crianças em tratamento de câncer","Kohlsdorf, Marina, Costa Junior, Áderson Luiz da","Estudos de Psicologia (Campinas); 25(3); 417-429","Estudos de Psicologia (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2008000300010&lang=pt" 
"S1516-14392008000300004-scl","Oxidation behavior of FeCr and FeCrY alloys coated with an aluminium based paint","Pillis, Marina Fuser, Correa, Olandir Vercino, Araújo, Edval Gonçalves de, Ramanathan, Lalgudi Venkataraman","Materials Research; 11(3); 251-256","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300004&lang=pt" 
"S1516-14392008000300005-scl","Evaluation of surface physical properties of acrylic resins for provisional prosthesis","Hilgenberg, Sérgio Paulo, Orellana-Jimenez, Emigdio Enrique, Sepúlveda-Navarro, Wilmer Fabian, Arana-Correa, Beatriz Elena, Alves, Dario César Teixeira, Campanha, Nara Hellen","Materials Research; 11(3); 257-260","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300005&lang=pt" 
"S1516-14392008000300006-scl","Two-dimensional control volume modeling of the resin infiltration of a porous medium with a heterogeneous permeability tensor","Souza, Jeferson Avila, Nava, Marcelo José Anghinoni, Rocha, Luiz Alberto Oliveira, Amico, Sandro Campos","Materials Research; 11(3); 261-268","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300006&lang=pt" 
"S1516-14392008000300008-scl","Porous titanium scaffolds produced by powder metallurgy for biomedical applications","Vasconcellos, Luana Marotta Reis de, Oliveira, Marize Varella de, Graça, Mário Lima de Alencastro, Vasconcellos, Luis Gustavo Oliveira de, Carvalho, Yasmin Rodarte, Cairo, Carlos Alberto Alves","Materials Research; 11(3); 275-280","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300008&lang=pt" 
"S1516-14392008000300009-scl","Study of the dimensions of double-torsion test specimens","Albuquerque, Maria da Consolação Fonseca de, Rodrigues, José de Anchieta","Materials Research; 11(3); 281-288","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300009&lang=pt" 
"S1516-14392008000300011-scl","Chemical functionalization of ceramic tile surfaces by silane coupling agents: polymer modified mortar adhesion mechanism implications","Mansur, Alexandra Ancelmo Piscitelli, Nascimento, Otávio Luiz do, Vasconcelos, Wander Luiz, Mansur, Herman Sander","Materials Research; 11(3); 293-302","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300011&lang=pt" 
"S1516-14392008000300012-scl","Mechanical properties and porosity of dental glass-ceramics hot-pressed at different temperatures","Gonzaga, Carla Castiglia, Cesar, Paulo Francisco, Okada, Cristina Yuri, Fredericci, Catia, Beneduce Neto, Flávio, Yoshimura, Humberto Naoyuki","Materials Research; 11(3); 301-306","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300012&lang=pt" 
"S1516-14392008000300013-scl","LaMn1-xFe xO3 and LaMn0.1-xFe0.90Mo x O3 perovskites: synthesis, characterization and catalytic activity in H2O2 reactions","Magalhães, Fabiano, Moura, Flavia Cristina Camilo, Ardisson, José Domingos, Lago, Rochel Montero","Materials Research; 11(3); 307-312","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300013&lang=pt" 
"S1516-14392008000300016-scl","Molecular mechanics applied to single-walled carbon nanotubes","Ávila, Antonio Ferreira, Lacerda, Guilherme Silveira Rachid","Materials Research; 11(3); 325-333","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300016&lang=pt" 
"S1516-14392008000300019-scl","Effect of carbon nanotubes addition on the mechanical and thermal properties of epoxy matrices","Loos, Marcio Rodrigo, Coelho, Luiz Antonio Ferreira, Pezzin, Sérgio Henrique, Amico, Sandro Campos","Materials Research; 11(3); 347-352","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300019&lang=pt" 
"S1516-14392008000300020-scl","Carbon nanofibers: a versatile catalytic support","Coelho, Nelize Maria de Almeida, Furtado, Jomar Livramento Barros, Pham-Huu, Cuong, Vieira, Ricardo","Materials Research; 11(3); 353-357","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300020&lang=pt" 
"S1516-14392008000300023-scl","Removal of cyanobacteria toxins from drinking water by adsorption on activated carbon fibers","Albuquerque Júnior, Eden Cavalcanti de, Méndez, Manoel Orlando Alvarez, Coutinho, Aparecido dos Reis, Franco, Telma Teixeira","Materials Research; 11(3); 371-380","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300023&lang=pt" 
"S1516-14392008000300024-scl","Rheological evaluation of polymer-modified asphalt binders","Fernandes, Mônica Romero Santos, Forte, Maria Madalena Camargo, Leite, Leni Figueiredo Mathias","Materials Research; 11(3); 381-386","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300024&lang=pt" 
"S1516-14392008000300014-scl","Effect of therapeutic dose X rays on mechanical and chemical properties of esthetic dental materials","Cruz, Adriana Dibo da, Sinhoreti, Mário Alexandre Coelho, Ambrosano, Gláucia Maria, Rastelli, Alessandra Nara de Souza, Bagnato, Vanderlei Salvador, Bóscolo, Frab Norberto","Materials Research; 11(3); 313-318","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300014&lang=pt" 
"S1516-14392008000300003-scl","Multilayer radar absorbing material processing by using polymeric nonwoven and conducting polymer","Folgueras, Luiza de Castro, Rezende, Mirabel Cerqueira","Materials Research; 11(3); 245-249","Materials Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392008000300003&lang=pt" 
"S0102-695X2008000300002-scl","Anti-inflammatory and analgesic activities of Hypericum brasiliense (Willd) standardized extract","Perazzo, Fábio F., Lima, Leonardo M., Padilha, Marina de Mesquita, Rocha, Leandro M., Sousa, Pergentino J. C., Carvalho, José Carlos T.","Revista Brasileira de Farmacognosia; 18(3); 320-325","Revista Brasileira de Farmacognosia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300002&lang=pt" 
"S0102-695X2008000300005-scl","Hypoglycemic effect of the hydroalcoholic extract of leaves of Averrhoa carambola L. (Oxalidaceae)","Ferreira, Edilene B., Fernandes, Luiz Claudio, Galende, Sharize B., Cortez, Diogenes A. G., Bazotte, Roberto B.","Revista Brasileira de Farmacognosia; 18(3); 339-343","Revista Brasileira de Farmacognosia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300005&lang=pt" 
"S0102-695X2008000300007-scl","Actividad in vitro de la mezcla de alcaloides de Ervatamia coronaria (Jacq) Staff. Apocynaceae sobre amastigotes de Leishmania braziliensis","Moreno Rodríguez, Amanda, Robles Camargo, Jorge, Bello García, Felio J.","Revista Brasileira de Farmacognosia; 18(3); 350-355","Revista Brasileira de Farmacognosia","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300007&lang=pt" 
"S0102-695X2008000300009-scl","A proposal for the quality control of Tanacetum parthenium (feverfew) and its hydroalcoholic extract","Chaves, Juliana Siqueira, Da Costa, Fernando Batista","Revista Brasileira de Farmacognosia; 18(3); 360-366","Revista Brasileira de Farmacognosia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300009&lang=pt" 
"S0102-695X2008000300011-scl","Variação química no óleo essencial das folhas de seis indivíduos de Duguetia furfuracea (Annonaceae)","Valter, Janaina L., Alencar, Karina M. C., Sartori, Ângela L. B., Nascimento, Evandro A., Chang, Roberto, Morais, Sérgio A. L. de, Laura, Valdemir A., Yoshida, Nídia C., Carollo, Carlos A., Silva, Denise B. da, Grassi, Rafaela F., Fabri, João R., Siqueira, João M. de","Revista Brasileira de Farmacognosia; 18(3); 373-378","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300011&lang=pt" 
"S0102-695X2008000300012-scl","Um marcador químico de fácil detecção para a própolis de Alecrim-do-Campo (Baccharis dracunculifolia)","Nascimento, Evandro A., Chang, Roberto, Morais, Sérgio A. L., Piló-Veloso, Dorila, Reis, Débora Costa","Revista Brasileira de Farmacognosia; 18(3); 379-386","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300012&lang=pt" 
"S0102-695X2008000300013-scl","Estudo fitoquímico de goiaba (Psidium guajava L.) com potencial antioxidante para o desenvolvimento de formulação fitocosmética","Iha, Silvia M., Migliato, Ketylin F., Vellosa, José C. R., Sacramento, Luis Vitor S., Pietro, Rosemeire C. L. R., Isaac, Vera L. B., Brunetti, Iguatemy L., Corrêa, Marcos A., Salgado, Hérida R. N.","Revista Brasileira de Farmacognosia; 18(3); 387-393","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300013&lang=pt" 
"S0102-695X2008000300014-scl","Investigação da presença de efedrinas em Ephedra tweediana Fisch &amp; C.A. Meyer e em E. triandra Tul. (Ephedraceae) coletadas em Porto Alegre/RS","Boff, Bruna de S., Sebben, Viviane C., Paliosa, Patrícia K., Azambuja, Ingrid, Singer, Rodrigo B., Limberger, Renata P.","Revista Brasileira de Farmacognosia; 18(3); 394-401","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300014&lang=pt" 
"S0102-695X2008000300016-scl","Considerações anatômicas e análise de óleo essencial do hipanto e do fruto de Hennecartia omphalandra J. Poisson (Monimiaceae)","Marques, Carlos A., Leitão, Gilda G., Bizzo, Humberto R., Kranz, Walter M., Peixoto, Ariane L., Vieira, Ricardo C.","Revista Brasileira de Farmacognosia; 18(3); 415-429","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300016&lang=pt" 
"S0102-695X2008000300023-scl","Survey of medicinal plants used in the region Northeast of Brazil","Agra, Maria de Fátima, Silva, Kiriaki Nurit, Basílio, Ionaldo José Lima Diniz, Freitas, Patrícia França de, Barbosa-Filho, José Maria","Revista Brasileira de Farmacognosia; 18(3); 472-508","Revista Brasileira de Farmacognosia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300023&lang=pt" 
"S0102-695X2008000300020-scl","Própolis: atualizações sobre a química e a farmacologia","Lustosa, Sarah R., Galindo, Alexandre B., Nunes, Lívio C. C., Randau, Karina P., Rolim Neto, Pedro J.","Revista Brasileira de Farmacognosia; 18(3); 447-454","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300020&lang=pt" 
"S0103-17592008000300002-scl","Síntese convexa para sistemas incertos discretos no tempo com atrasos variantes","Miranda, Márcio F., Leite, Valter J. S.","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 19(3); 242-255","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592008000300002&lang=pt" 
"S0103-17592008000300004-scl","Estabilidade robusta de sistemas lineares em tempo discreto sujeitos a atraso no estado","Oliveira, Maurício Zardo, Coutinho, Daniel Ferreira","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 19(3); 270-280","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592008000300004&lang=pt" 
"S0103-17592008000300005-scl","Esquema de controle adaptativo de tráfego de redes baseado em um algoritmo de predição fuzzy","Vieira, Flávio Henrique Teles, Sousa, Lígia Maria Carvalho, Ling, Lee Luan","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 19(3); 281-301","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592008000300005&lang=pt" 
"S0066-782X2008001500011-scl","Caso 5/2008: Homem de 44 anos falecido em decorrência de choque cardiogênico, no sexto dia pós-operatório de transplante cardíaco ortotópico","Pedrosa, Rodrigo Pinto, Ferreira, Mariane Venturoli, Gutierrez, Paulo Sampaio","Arquivos Brasileiros de Cardiologia; 91(3); 205-214","Arquivos Brasileiros de Cardiologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2008001500011&lang=pt" 
"S1517-83822008000300032-scl","Isolation of Pseudomonas aeruginosa strains from dental office environments and units in Barretos, state of São Paulo, Brazil, and analysis of their susceptibility to antimicrobial drugs","Oliveira, Ana Claudia de, Maluta, Renato Pariz, Stella, Ariel Eurides, Rigobelo, Everlon Cid, Marin, José Moacir, Ávila, Fernando Antonio de","Brazilian Journal of Microbiology; 39(3); 579-584","Brazilian Journal of Microbiology","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822008000300032&lang=pt" 
"S1517-83822008000300034-scl","Yield of four Agaricus bisporus strains in three compost formulations and chemical composition analyses of the mushrooms","Andrade, Meire Cristina Nogueira de, Zied, Diego Cunha, Minhoni, Marli Teixeira de Almeida, Kopytowski Filho, João","Brazilian Journal of Microbiology; 39(3); 593-598","Brazilian Journal of Microbiology","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822008000300034&lang=pt" 
"S1517-83822008000300017-scl","Isolation and characterization of Leptospira interrogans from pigs slaughtered in São Paulo State, Brazil","Miraglia, Fabiana, Moreno, Andréa Mike, Gomes, Cleise Ribeiro, Paixão, Renata, Liuson, Esequiel, Morais, Zenaide Maria, Maiorka, Paulo, Seixas, Fabiana Kömmling, Dellagostin, Odir Antonio, Vasconcellos, Silvio Arruda","Brazilian Journal of Microbiology; 39(3); 501-507","Brazilian Journal of Microbiology","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822008000300017&lang=pt" 
"S0378-18442008000900012-ven","Aislamiento y caracterización estructural de un nuevo triterpeno del octocoral Plexaura Flexuosa Lamoroux.","D´Armas, Haydelba, Bermúdez, Douglas, Méndez, Bernardo","Interciencia; 33(9); 680-686","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900012&lang=pt" 
"S0378-18442008000900010-ven","Caracterización física según granulometría de dos vermicompost derivados de estiércol bovino puro y mezclado con residuos de fruto de la palma aceitera","Hernández A, Jacqueline A, Guerrero L, Francisca, Mármol C, Luís E, Bárcenas B, Juan M, Salas, Ender","Interciencia; 33(9); 668-671","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900010&lang=pt" 
"S0378-18442008000900011-ven","Efectos de gases agrios sobre cementos petroleros.","Bolívar C, Rafael A, Campos S, Mersha E, Ramírez, Carmen","Interciencia; 33(9); 672-679","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900011&lang=pt" 
"S0378-18442008000900013-ven","Producción secundaria de una población de perna perna (Bivalvia: Mytilidae) en condiciones de cultivo suspendido.","Acosta, Vanessa, Prieto, Antulio","Interciencia; 33(9); 687-692","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900013&lang=pt" 
"S0378-18442008000900014-ven","Evaluación de variables agronómicas en el cultivo de limonaria (Cymbopogon Citratus Stapf) para la producción de aceite esencial.","Antolinez González, Juan Carlos, de Colmenares, Nélida G, Usubillaga, Alfredo, Darghan, Enrique, Linares, Sonia","Interciencia; 33(9); 693-699","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900014&lang=pt" 
"S0378-18442008000900001-ven","¿Panacea biotecnológica?","Laufer, Miguel","Interciencia; 33(9); 625-625","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900001&lang=pt" 
"S0378-18442008000900003-ven","¿Panacéia biotecnológica?","Laufer, Miguel","Interciencia; 33(9); 627-627","Interciencia","Português","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900003&lang=pt" 
"S0378-18442008000900002-ven","Biotechnological panacea?","Laufer, Miguel","Interciencia; 33(9); 626-626","Interciencia","Inglês","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900002&lang=pt" 
