"S0104-42302015000500452-scl","Knowledge and attitudes of nurses regarding patient rights: a Corum/Turkey sample","Akca, Selen Ozakar, Akpinar, Yeliz Yelen, Habbani, Turgay","Revista da Associação Médica Brasileira; 61(5); 452-457","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000500452&lang=pt" 
"S0034-70942015000500326-scl","Effect of low dose dexmedetomidine premedication on propofol consumption in geriatric end stage renal disease patients","Ergenoglu, Pinar, Akin, Sule, Bali, Cagla, Eker, Hatice Evren, Cok, Oya Yalcin, Aribogan, Anis","Revista Brasileira de Anestesiologia; 65(5); 326-332","Revista Brasileira de Anestesiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000500326&lang=pt" 
"S0034-70942015000500338-scl","Lidocaine alleviates propofol related pain much better than metoprolol and nitroglycerin","Goktug, Asutay, Gulec, Handan, Takmaz, Suna Akin, Turkyilmaz, Esra, Basar, Hulya","Revista Brasileira de Anestesiologia; 65(5); 338-342","Revista Brasileira de Anestesiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000500338&lang=pt" 
"S0034-70942015000500353-scl","Changes in the distance between carina and orotracheal tube during open or videolaparoscopic bariatric surgery","Locks, Giovani de Figueiredo, Almeida, Maria Cristina Simões de, Ceccon, Maurício Sperotto, Pastório, Karen Adriana Campos","Revista Brasileira de Anestesiologia; 65(5); 353-358","Revista Brasileira de Anestesiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000500353&lang=pt" 
"S0034-70942015000500349-scl","Effectiveness of sub-Tenon&#039;s block in pediatric strabismus surgery","Tuzcu, Kasim, Coskun, Mesut, Tuzcu, Esra Ayhan, Karcioglu, Murat, Davarci, Isil, Hakimoglu, Sedat, Aydin, Suzan, Turhanoglu, Selim","Revista Brasileira de Anestesiologia; 65(5); 349-352","Revista Brasileira de Anestesiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000500349&lang=pt" 
"S0034-70942015000500343-scl","Comparison of the i-gelTM and the Laryngeal Mask Airway ClassicTM in terms of clinical performance","Polat, Reyhan, Aydin, Gözde Bumin, Ergil, Jülide, Sayin, Murat, Kokulu, Tuğba, Öztürk, Ibrahim","Revista Brasileira de Anestesiologia; 65(5); 343-348","Revista Brasileira de Anestesiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000500343&lang=pt" 
"S0034-70942015000500359-scl","Adverse respiratory events after general anesthesia in patients at high risk of obstructive sleep apnea syndrome","Xará, Daniela, Mendonça, Júlia, Pereira, Helder, Santos, Alice, Abelha, Fernando José","Revista Brasileira de Anestesiologia; 65(5); 359-366","Revista Brasileira de Anestesiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000500359&lang=pt" 
"S1516-14392015000501097-scl","Fresh-state Properties of Self-compacting Mortar and Concrete with Combined Use of Limestone Filler and Fly Ash","Silva, Pedro Raposeiro da, Brito, Jorge de","Materials Research; 18(5); 1097-1108","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000501097&lang=pt" 
"S1516-14392015000501082-scl","Analysis of Stress and Fracture Strength of Zirconia Implants after Cyclic Loading","Cruvinel, Diogo Rodrigues, Silveira, Renata Espíndola, Galo, Rodrigo, Alandia-Román, Carla Cecilia, Pires-de-Souza, Fernanda de Carvalho Panzeri, Panzeri, Heitor","Materials Research; 18(5); 1082-1088","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000501082&lang=pt" 
"S1516-14392015000501089-scl","Electroless Plating of Ni-P-W Coatings Containing Scattered Nb2O5 on Sintered NdFeB Substrate","Chen, Huanming, Wang, Qin, Dong, Hongbiao, Xi, Liying, Lin, Xuelin, Pan, Fengchun, Ma, Zhi","Materials Research; 18(5); 1089-1096","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000501089&lang=pt" 
"S1516-14392015000500978-scl","Stibnite Nanoparticles as a New Stabilizer for Poly (Methyl Methacrylate) Exposed to Gamma Irradiation","Albuquerque, Marília Cordeiro Carneiro de, Garcia, Olga Pinheiro, Aquino, Kátia Aparecida da Silva, Araujo, Patricia Lopes Barros de, Araujo, Elmo Silvano","Materials Research; 18(5); 978-983","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000500978&lang=pt" 
"S1516-14392015000500897-scl","Influence of the Addition of Montmorillonite in an Epoxy Powder Coating Applied on Carbon Steel","Piazza, Diego, Baldissera, Alessandra Fiorini, Kunst, Sandra Raquel, Rieder, Ester Schmidt, Scienza, Lisete Cristine, Ferreira, Carlos Arthur, Zattera, Ademir José","Materials Research; 18(5); 897-903","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000500897&lang=pt" 
"S1516-14392015000500918-scl","Mechanical Characterization and FE Modelling of a Hyperelastic Material","Shahzad, Majid, Kamran, Ali, Siddiqui, Muhammad Zeeshan, Farhan, Muhammad","Materials Research; 18(5); 918-924","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000500918&lang=pt" 
"S1808-86942015000500554-scl","Prevalence of oral and oropharyngeal human papillomavirus infection in Brazilian population studies: a systematic review","Matos, Leandro Luongo de, Miranda, Giuliana Angelucci, Cernea, Claudio Roberto","Brazilian Journal of Otorhinolaryngology; 81(5); 554-567","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500554&lang=pt" 
"S1808-86942015000500505-scl","Neonatal hearing screening in a low-risk maternity hospital in São Paulo state","Kemp, Adriana Aparecida Tahara, Delecrode, Camila Ribas, Silva, Giovannna César da, Martins, Fabiana, Frizzo, Ana Cláudia Figueiredo, Cardoso, Ana Cláudia Vieira","Brazilian Journal of Otorhinolaryngology; 81(5); 505-513","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500505&lang=pt" 
"S0042-96862015001000015-spa","Counterterrorism policies and practices: health and values at stake","Eckenwiler, Lisa, Hunt, Matthew, Ahmad, Ayesha, Calain, Philippe, Dawson, Angus, Goodin, Robert, Messelken, Daniel, Rubenstein, Leonard, Wild, Verina","Bulletin of the World Health Organization; 93(10); 737-738","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000015&lang=pt" 
"S0042-96862015001000018-spa","Alcohol policy scores: data and analysis","Duffy, John","Bulletin of the World Health Organization; 93(10); 740A-740B","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000018&lang=pt" 
"S0042-96862015001000001-spa","In this month&#039;s Bulletin","","Bulletin of the World Health Organization; 93(10); 665-665","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000001&lang=pt" 
"S0042-96862015001000006-spa","The science of violence prevention","","Bulletin of the World Health Organization; 93(10); 672-673","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000006&lang=pt" 
"S0212-97282015000300023-esp","Condicionantes de género y embarazo no planificado, en adolescentes y mujeres jóvenes","Yago-Simón, Teresa, Tomás-Aznar, Concepción","Anales de Psicología; 31(3); 972-978","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300023&lang=pt" 
"S1130-01082015001000010-esp","Solitary fibrous tumor of the liver: case report and review of the literature","Bejarano-González, Natalia, García-Borobia, Francisco Javier, Romaguera-Monzonís, Andreu, García-Monforte, Neus, Falcó-Fagés, Joan, Bella-Cueto, M. Rosa, Navarro-Soto, Salvador","Revista Española de Enfermedades Digestivas; 107(10); 633-639","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000010&lang=pt" 
"S1130-01082015001000013-esp","Synchronic gastric and pancreatic ductal adenocarcinoma: a case report","Santos-Fernández, Javier, Arenal-Vera, Juan José, Cítores-Pascual, Miguel Ángel, Fernández-Orcajo, Pilar, Benito-Sanz, Marina de, Benito-Fernández, Cesar, Tinoco-Carrasco, Claudia","Revista Española de Enfermedades Digestivas; 107(10); 642-643","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000013&lang=pt" 
"S0212-97282015000300024-esp","Los estilos educativos paternos y maternos en la adolescencia y su relación con la resiliencia, el apego y la implicación en acoso escolar","Gómez-Ortiz, Olga, Rey, Rosario Del, Romera, Eva-María, Ortega-Ruiz, Rosario","Anales de Psicología; 31(3); 979-989","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300024&lang=pt" 
"S0212-97282015000300006-esp","Examining the predictive role of self-compassion on flourishing in Turkish university students","Ahmet, Akın, Umran, Akın","Anales de Psicología; 31(3); 802-807","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300006&lang=pt" 
"S0212-97282015000300022-esp","Efectos de la actividad física sobre las funciones ejecutivas en una muestra de adolescentes","Martín-Martínez, Inmaculada, Chirosa-Ríos, Luis J., Reigal-Garrido, Rafael E., Hernández-Mendo, Antonio, Juárez-Ruiz-de-Mier, Rocío, Guisado-Barrilao, Rafael","Anales de Psicología; 31(3); 962-971","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300022&lang=pt" 
"S0042-96862015001000019-spa","Methodological and statistical considerations in alcohol policy evaluation","Carragher, Natacha, Byrnes, Joshua, Doran, Christopher M, Shakeshaft, Anthony","Bulletin of the World Health Organization; 93(10); 740C-740C","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000019&lang=pt" 
"S1130-01082015001000005-esp","Fully covered metal stents for the treatment of leaks after gastric and esophageal surgery","Fernández, Alberto, González-Carrera, Víctor, González-Portela, Carlos, Carmona, Amalia, Iglesia, Manuel de-la, Vázquez, Santiago","Revista Española de Enfermedades Digestivas; 107(10); 608-613","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000005&lang=pt" 
"S1130-01082015001000015-esp","Leiomyoma of the round ligament of the liver: report of one case","Matito-Díaz, M.ª José, Blanco-Fernández, Gerardo, Fernández-Pérez, Juana, López-Guerra, Diego","Revista Española de Enfermedades Digestivas; 107(10); 644-646","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000015&lang=pt" 
"S1130-01082015001000001-esp","Prevention of post-operative recurrence in Crohn&#039;s disease: are we ready for a treat-to-target strategy?","Hernández-Ramírez, Vicent","Revista Española de Enfermedades Digestivas; 107(10); 583-585","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000001&lang=pt" 
"S1130-01082015001000016-esp","Sprue-like enteropathy due to olmesartan","Muñoz-Muñoz, Cándido, López-Vivancos, Josefa, Huaman, Walter, García-Cors, Montserrat","Revista Española de Enfermedades Digestivas; 107(10); 647-647","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000016&lang=pt" 
"S1130-01082015001000002-esp","Impact of endoscopic monitoring in postoperative Crohn&#039;s disease patients already receiving pharmacological prevention of recurrence","González-Lama, Yago, Blázquez, Isabel, Suárez, Cristina J., Oliva, Borja, Matallana, Virginia, Calvo, Marta, Vera, Isabel, Abreu, Luis","Revista Española de Enfermedades Digestivas; 107(10); 586-590","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000002&lang=pt" 
"S0212-97282015000300019-esp","Schematic representations of ethnic minorities in young university students","Alvídrez, Salvador, Igartua, Juan-José, Martínez-Rosón, Mar","Anales de Psicología; 31(3); 930-940","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300019&lang=pt" 
"S1130-01082015001000006-esp","Impact of the age of diagnosis on the natural history of ulcerative colitis","Cúrdia Gonçalves, Tiago, Dias de Castro, Francisca, Machado, Joao Firmino, Moreira, Maria Joao, Rosa, Bruno, Cotter, José","Revista Española de Enfermedades Digestivas; 107(10); 614-621","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000006&lang=pt" 
"S0212-97282015000300008-esp","Neurobehavioral conditions and effects of gender, weight and severity in preterm infants according to the Neonatal Behavioral Assessment Scale","Álvarez-García, Alicia, Fornieles-Deu, Albert, Costas-Moragas, Carme, Botet-Mussons, Francesc","Anales de Psicología; 31(3); 818-824","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300008&lang=pt" 
"S1130-01082015001000012-esp","Spanish in international bibliography","Culebras, Jesus M.","Revista Española de Enfermedades Digestivas; 107(10); 641-642","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000012&lang=pt" 
"S1130-01082015001000011-esp","Duodenal involvement by seminomatous tumors","Rodriguez-Lopez, Mario, Velasco, Rosalía, Mambrilla, Sara, Bailon, Martin, Plua, Katherine T., Diez, Luis M., Blanco, José I., Asensio, Enrique, Gonzalo, Marta, Pérez-Saborido, Baltasar, Marcos, José L.","Revista Española de Enfermedades Digestivas; 107(10); 640-641","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000011&lang=pt" 
"S0212-97282015000300018-esp","What distinguish teams from social aggregates?: a tool to assess the group development","Navarro, José, Meneses, Rocío, Miralles, Cibeles, Moreno, Diana I., Loureiro, Vania","Anales de Psicología; 31(3); 921-929","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300018&lang=pt" 
"S0212-97282015000300029-esp","Psychometric properties and Factor structure of the BRCS in an elderly Spanish sample","Moret-Tatay, Carmen, Fernández Muñoz, Juan José, Civera Mollá, Cristina, Navarro-Pardo, Esperanza, Alcover de la Hera, Carlos Mª","Anales de Psicología; 31(3); 1030-1034","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300029&lang=pt" 
"S1130-01082015001000003-esp","Efficacy and safety of simeprevir in combination with peginterferon and ribavirin for patients with hepatitis C genotype 1 infection: a meta-analysis of randomized trials","Xianghua, Cui, Yuanyuan, Kong, Jidong, Jia","Revista Española de Enfermedades Digestivas; 107(10); 591-597","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000003&lang=pt" 
"S1130-01082015001000014-esp","Mucinous hepatic cystic neoplasm: an uncommon cystic lesion in the liver","Manuel-Vázquez, Alba, Fuerte-Ruiz, Sagrario","Revista Española de Enfermedades Digestivas; 107(10); 643-644","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000014&lang=pt" 
"S0212-97282015000300034-esp","Ciberbullying en adolescentes y jóvenes del País Vasco: cambios con la edad","Garaigordobil, Maite","Anales de Psicología; 31(3); 1069-1076","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300034&lang=pt" 
"S0212-97282015000300033-esp","Influencia de perfiles de personalidad lógicos y no estructurados en la elaboración de diseños creativos","Chulvi, Vicente, González-Cruz, Mª Carmen, Mulet, Elena","Anales de Psicología; 31(3); 1062-1068","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300033&lang=pt" 
"S0212-97282015000300020-esp","Imagen exogrupal de adolescentes autóctonos e inmigrantes latinos: influencia del contacto intergrupal y la edad","Calderón-López, Sonsoles, Navas, Marisol","Anales de Psicología; 31(3); 941-951","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300020&lang=pt" 
"S0212-97282015000300017-esp","Efectos psicológicos de la práctica del Método Pilates en una muestra universitaria","Herrera-Gutiérrez, Eva, Olmos-Soria, Marina, Brocal-Pérez, David","Anales de Psicología; 31(3); 916-920","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300017&lang=pt" 
"S0042-96862015001000002-spa","Improving mental health care in humanitarian emergencies","Ventevogel, Peter, Ommeren, Mark van, Schilperoord, Marian, Saxena, Shekhar","Bulletin of the World Health Organization; 93(10); 666-666","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000002&lang=pt" 
"S0042-96862015001000016-spa","Improving antenatal care in prisons","Skerker, Molly, Dickey, Nathaniel, Schonberg, Dana, MacDonald, Ross, Venters, Homer","Bulletin of the World Health Organization; 93(10); 739-740","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000016&lang=pt" 
"S0042-96862015001000014-spa","Improving paediatric asthma care in Zambia","Wa Somwe, Somwe, Jumbe-Marsden, Emilia, Mateyo, Kondwelani, Senkwe, Mutale Nsakashalo, Sotomayor-Ruiz, Maria, Musuku, John, Soriano, Joan B, Ancochea, Julio, Fishman, Mark C","Bulletin of the World Health Organization; 93(10); 732-736","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000014&lang=pt" 
"S0042-96862015001000003-spa","Towards better estimates of uncorrected presbyopia","Holden, Brien A, Tahhan, Nina, Jong, Monica, Wilson, David A, Fricke, Timothy R, Bourne, Rupert, Resnikoff, Serge","Bulletin of the World Health Organization; 93(10); 667-667","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000003&lang=pt" 
"S0212-97282015000300026-esp","Consumo de alcohol, tabaco, cannabis y otras drogas en la adolescencia: efectos de la familia y peligro del barrio","Fuentes, María C., Alarcón, Antonio, García, Fernando, Gracia, Enrique","Anales de Psicología; 31(3); 1000-1007","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300026&lang=pt" 
"S0212-97282015000300001-esp","Un análisis crítico del concepto de resiliencia en psicología","Piña López, Julio Alfonso","Anales de Psicología; 31(3); 751-758","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300001&lang=pt" 
"S1130-01082015001000018-esp","In memoriam: José María Segura Cabral","Mora Sanz, Pedro","Revista Española de Enfermedades Digestivas; 107(10); 649-649","Revista Española de Enfermedades Digestivas","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000018&lang=pt" 
"S0034-72802015000500329-scl","Nível de conhecimento sobre glaucoma primário de ângulo aberto entre os estudantes de medicina","Martins, Thiago Gonçalves dos Santos, Costa, Ana Luiza Fontes de Azevedo, Helene, Otaviano, Schor, Paulo","Revista Brasileira de Oftalmologia; 74(5); 329-329","Revista Brasileira de Oftalmologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500329&lang=pt" 
"S0034-72802015000500312-scl","Adie-Holmes Syndrome","Germano, Renato Antunes Schiave, Souza, Barbara Leite de, Germano, Flavio Augusto Schiave, Kawai, Rogerio Masahiro, Germano, Caroline Schiave, Chibana, Milena Naomi, Germano, Jorge Estefano","Revista Brasileira de Oftalmologia; 74(5); 312-314","Revista Brasileira de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500312&lang=pt" 
"S0034-72802015000500309-scl","Catarata em árvore de Natal","Stival, Larissa Rossana Souza, Bittar, Ricardo Henrique Goulart, Lago, Anelise Medeiros, Nassaralla Junior, João Jorge","Revista Brasileira de Oftalmologia; 74(5); 309-311","Revista Brasileira de Oftalmologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500309&lang=pt" 
"S0042-96862015001000009-spa","Evaluating the quality and use of economic data in decisions about essential medicines","Moucheraud, Corrina, Wirtz, Veronika J, Reich, Michael R","Bulletin of the World Health Organization; 93(10); 693-699","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000009&lang=pt" 
"S0034-72802015000500303-scl","Distância interpupilar e convergência na população présbita","Cunha, Celso Marcelo da, Correia, Renato José Bett","Revista Brasileira de Oftalmologia; 74(5); 303-305","Revista Brasileira de Oftalmologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500303&lang=pt" 
"S0042-96862015001000007-spa","Availability and affordability of new medicines in Latin American countries where pivotal clinical trials were conducted","Homedes, Núria, Ugalde, Antonio","Bulletin of the World Health Organization; 93(10); 674-683","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000007&lang=pt" 
"S0042-96862015001000013-spa","Improving mortality data in Jordan: a 10 year review","Dababneh, Faris, Nichols, Erin K, Asad, Majed, Haddad, Yousef, Notzon, Francis, Anderson, Robert","Bulletin of the World Health Organization; 93(10); 727-731","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000013&lang=pt" 
"S0042-96862015001000017-spa","Corrigendum: Estimating the burden of foodborne diseases in Japan","","Bulletin of the World Health Organization; 93(10); 740-740","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000017&lang=pt" 
"S0034-72802015000500288-scl","Avaliação oftalmológica de crianças de escolas públicas de Belo Horizonte/MG: um panorama acerca da baixa acuidade visual","Ribeiro, Geraldo de Barros, Coelho, Amanda Lopes Dias, Chaves, Pedro Henrique Pinheiro, Macedo, Rafhael de Lima, Silva, Thiago Augustus Blasco e","Revista Brasileira de Oftalmologia; 74(5); 288-291","Revista Brasileira de Oftalmologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500288&lang=pt" 
"S0034-72802015000500275-scl","Tomografia de coerência óptica na avaliação do retinoblastoma macular","Palazzi, Maristela Amaral, Abreu, Hélio Fernando Heitmann de, Freitas, Ana Cristina L Holanda de, Quagliato, Lucas B., Freitas, João Alberto Holanda de","Revista Brasileira de Oftalmologia; 74(5); 275-278","Revista Brasileira de Oftalmologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500275&lang=pt" 
"S0034-72802015000500279-scl","Morphological, comparative and qualitative tissue reaction analysis due to the implantation of alloplant™ to the eyelid and subcutaneous of rabbits","Gonçalves, Carmen Silvia Bongiovanni de Miranda, Rigueiro, Moacyr Pezati, Scarpi, Marinho Jorge","Revista Brasileira de Oftalmologia; 74(5); 279-283","Revista Brasileira de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500279&lang=pt" 
"S1130-01082015001000008-esp","Image of acute bowel ischemia secondary to internal pelvic hernia","García-Mayor-Fernández, Ricardo Lucas, Fernández-González, María, Martínez-Almeida-Fernández, Rafael","Revista Española de Enfermedades Digestivas; 107(10); 630-630","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000008&lang=pt" 
"S0034-72802015000500273-scl","A importância da tomografia de coerência óptica no papiledema","Cunha, Leonardo Provetti","Revista Brasileira de Oftalmologia; 74(5); 273-274","Revista Brasileira de Oftalmologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500273&lang=pt" 
"S0212-97282015000300031-esp","Aggression predicts Cortisol Awakening Response in healthy young adults","Sariñana-González, Patricia, Romero-Martínez, Ángel, Moya-Albiol, Luis","Anales de Psicología; 31(3); 1044-1051","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000300031&lang=pt" 
"S0034-72802015000500284-scl","Análise epidemiológica dos acidentes com material biológicos em um hospital oftalmológico","Camilo, Eduardo Nery Rossi, Arantes, Tiago Eugênio Faria e, Hinrichsen, Sylvia Lemos","Revista Brasileira de Oftalmologia; 74(5); 284-287","Revista Brasileira de Oftalmologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500284&lang=pt" 
"S0042-96862015001000004-spa","Public health round-up","","Bulletin of the World Health Organization; 93(10); 668-669","Bulletin of the World Health Organization","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862015001000004&lang=pt" 
"S1130-01082015001000009-esp","Direct peroral cholangioscopy with a conventional videogastroscope in a transplanted patient with anastomotic stricture and choledocholithiasis","Rodrigues-Pinto, Eduardo, Pereira, Pedro, Lopes, Susana, Macedo, Guilherme","Revista Española de Enfermedades Digestivas; 107(10); 631-632","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015001000009&lang=pt" 
"S0034-72802015000500292-scl","Clinical experience with the first 40 cases with femtosecond laser cataract surgery technology: safety of the learning curve","Crispim, Joao, Nose, Ricardo, Garcia, Ana Claudia Medeiros A., Yogi, Milton, Nose, Walton","Revista Brasileira de Oftalmologia; 74(5); 292-296","Revista Brasileira de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500292&lang=pt" 
"S0034-72802015000500306-scl","Sínquise cintilante ou colesterolosis bulbi de câmara anterior em paciente lactente","Chaves, Michelle Rodrigues Gonçalves Dias, Queiroga, Isabella Bezerra Wanderley de, Chaves, Mario Augusto Pereira Dias, Leite, Edivânia Pereira, Oliveira, Débora Pires Sá de","Revista Brasileira de Oftalmologia; 74(5); 306-308","Revista Brasileira de Oftalmologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500306&lang=pt" 
"S0034-72802015000500315-scl","Abordagem cirúrgica de abscesso orbitário subperiosteal associado à fratura de órbita","Albuquerque Neto, Antonio Dionízio de, Sampaio, Thaisa Reis de Carvalho, Cavalcante, Darlan Kelton Ferreira, Nogueira Filho, Luciano Leocádio Teixeira, Nogueira, Pedro Thalles Bernardo de Carvalho, Laureano Filho, José Rodrigues","Revista Brasileira de Oftalmologia; 74(5); 315-318","Revista Brasileira de Oftalmologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802015000500315&lang=pt" 
