"S0102-311X2007001200026-spa","Entre fetichismo e sobrevivência: o artigo científico é uma mercadoria acadêmica?","Castiel, Luis David, Sanz-Valero, Javier","Cadernos de Saúde Pública; 23(12); 3041-3050","Cadernos de Saúde Pública","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2007001200026&lang=pt" 
"S0034-72802007000600008-scl","Extrusão do anel intra-estromal corneano e vascularização do túnel","Casteluber, Larissa, Silva, Jaquison Furtado da, Medeiros, Hilton Arcoverde Gonçalves de","Revista Brasileira de Oftalmologia; 66(6); 403-405","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600008&lang=pt" 
"S0034-72802007000600006-scl","Doença de Coats: perfil de casos encaminhados para serviço referência em oncologia ocular","Marback, Eduardo Ferrari, Andrade, Iluska Fagundes de, Oliveira, Helena Maria Costa, Gazineu Junior, Aristóteles, Marback, Roberto Lorens","Revista Brasileira de Oftalmologia; 66(6); 394-398","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600006&lang=pt" 
"S0034-72802007000600005-scl","Espessura central da córnea e a medida da pressão intra-ocular com diferentes tonômetros","Kitice, Priscila Yumi, Nunes, Thiago Henrique Carvalho, Della Giustina, Eduardo, Barros, Rodrigo Andrade de, Amorin Filho, Walter Gomes, Rehder, José Ricardo Carvalho Lima","Revista Brasileira de Oftalmologia; 66(6); 389-393","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600005&lang=pt" 
"S0034-72802007000600002-scl","Prevalência do astigmatismo e distribuição de seu eixo em pacientes de um serviço oftalmológico privado","Rayes, Tatiana Rocha, Rayes, Guilherme Rocha, Eing, Felipe, Guimarães Neto, Heriberto Pinto, Marquardt, Francisco Azevedo, Rayes, Assad","Revista Brasileira de Oftalmologia; 66(6); 369-375","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600002&lang=pt" 
"S0034-72802007000600004-scl","Lente intra-ocular multifocal difrativa apodizada: resultados","Centurion, Virgilio, Lacava, Augusto Cézar, Caballero, Juan Carlos","Revista Brasileira de Oftalmologia; 66(6); 383-387","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600004&lang=pt" 
"S0034-72802007000600007-scl","Luxação traumática do bulbo ocular causada por acidente doméstico","Tárcia, Rogério de Almeida","Revista Brasileira de Oftalmologia; 66(6); 399-402","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600007&lang=pt" 
"S0034-72802007000600009-scl","Glioma de nervo óptico: achados neuro-oftalmológicos em paciente com neurofibromatose tipo I","Viegas, Marco Túlio Chater, Murata, Valquise Yumi, Valim, Fabiana Richa, Pizarro, Thiago Pardo","Revista Brasileira de Oftalmologia; 66(6); 406-410","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600009&lang=pt" 
"S0034-72802007000600003-scl","Considerações sobre eficiência administrativa relacionado aos exames de ultra-sonografia, tomografia computadorizada e ressonância magnética nas afecções orbitárias","Watanabe, Magno, Morais, Carlos Augusto de, Couto Júnior, Abelardo de Souza","Revista Brasileira de Oftalmologia; 66(6); 376-382","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600003&lang=pt" 
"S0034-72802007000600010-scl","Nova modalidade no tratamento do carcinoma basocelular periocular: imiquimode","Macedo, Erick Marcet Santiago de, Carneiro, Rachel Camargo, Matayoshi, Suzana","Revista Brasileira de Oftalmologia; 66(6); 411-417","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600010&lang=pt" 
"S1561-29532007000300001-cub","Factores metabólicos asociados con la progresión hacia la diabetes mellitus en sujetos con tolerancia a la glucosa alterada","González Suárez, Roberto M., Perich Amador, Pedro, Valdés Ramos, Eduardo, Arranz Calzado, Celeste","Revista Cubana de Endocrinología; 18(3); -","Revista Cubana de Endocrinología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532007000300001&lang=pt" 
"S1561-29532007000300002-cub","Evaluación de la retinopatía diabética proliferativa después del tratamiento con láser","Maciques Rodríguez, Juana Elvira, García Ferrer, Laine, Santana Pérez, Felipe, Licea Puig, Manuel E.","Revista Cubana de Endocrinología; 18(3); -","Revista Cubana de Endocrinología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532007000300002&lang=pt" 
"S1561-29532007000300003-cub","Hormonas del eje hipotálamo-hipófisis gonadal y síndrome climatérico","Navarro Despaigne, Daysi, Santana Pérez, Felipe, Padrón Durán, Rubén, Cabrera Gámez, Maité","Revista Cubana de Endocrinología; 18(3); -","Revista Cubana de Endocrinología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532007000300003&lang=pt" 
"S1561-29532007000300004-cub","Metilación del receptor de la hormona estimulante del tiroides: marcador diagnóstico de malignidad en cáncer de tiroides","Marrero Rodríguez, María Teresa","Revista Cubana de Endocrinología; 18(3); -","Revista Cubana de Endocrinología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532007000300004&lang=pt" 
"S1561-29532007000300005-cub","Valor del pesquisaje de la enfermedad celíaca en niños con baja talla. Métodos serológicos: una opción eficaz","Espinosa Reyes, Tania, Araña Rosainz, . Manuel de Jesús, Galván Cabrera, José Antonio, Carvajal Martínez, Francisco","Revista Cubana de Endocrinología; 18(3); -","Revista Cubana de Endocrinología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532007000300005&lang=pt" 
"S1561-29532007000300006-cub","Factores de riesgo asociados con la aparición de la retinopatía diabética","Licea Puig, Manuel E., Maciquez Rodríguez, Elvira, Cruz Hernández, Jeddú","Revista Cubana de Endocrinología; 18(3); -","Revista Cubana de Endocrinología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532007000300006&lang=pt" 
"S1561-29532007000300007-cub","Tumores funcionales del ovario","Cruz Hernández, Jeddú, Yanes Quesada, Marelis, Hernández García, Pilar, Isla Valdés, Ariana, Turcios Tristá, Silvia Elena","Revista Cubana de Endocrinología; 18(3); -","Revista Cubana de Endocrinología","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-29532007000300007&lang=pt" 
"S1575-18132007000500006-esp","Conocimientos usuales de los pacientes diabéticos en los estudiantes de medicina del occidente de México","Bustos Saldaña, Rafael, Florean Aguayo, Lizet Yuridia, López Hernández, Gilberto, Sánchez Novoa, Evaristo, Palomera Palacios, Maria del Roció, Barajas Martínez, Alfonso, Bustos Mora, Rafael, Bustos Mora, Alejandro","Educación Médica; 10(4); 31-38","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500006&lang=pt" 
"S1575-18132007000500001-esp","La responsabilidad del continuum educativo en la formación de los médicos","Gual, Arcadi","Educación Médica; 10(4); 05-05","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500001&lang=pt" 
"S1575-18132007000500002-esp","El XVIII Congreso de la Sociedad Española de Educación Médica","","Educación Médica; 10(4); 06-07","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500002&lang=pt" 
"S1575-18132007000500009-esp","Programa de Atención Psicológica para los alumnos de la Facultad de Medicina de la Universidad de Barcelona","Sender Romeo, Rosa, Salamero Baró, Manel","Educación Médica; 10(4); 58-63","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500009&lang=pt" 
"S1575-18132007000500003-esp","La experiencia del Hospital Clínic de Barcelona: integración Facultad de Medicina - IDIBAPS - Hospital Universitario","Rodés, Juan","Educación Médica; 10(4); 08-14","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500003&lang=pt" 
"S1413-86702007000600015-scl","Meningitis caused by Alcaligenes xylosoxidans in a patient with HIV/AIDS","Espinoza-Gómez, F., Newton-Sánchez, O.A., Melnikov, V., Virgen-González, O., Unrau, J.","Brazilian Journal of Infectious Diseases; 11(6); 603-604","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000600015&lang=pt" 
"S1575-18132007000500008-esp","Introducción de un portafolio para fomentar competencias transversales de los estudiantes universitarios","Valero, Mireia, Aramburu, José, Baños, Josep-Eladi, Sentí, Mariano, Pérez, Jorge","Educación Médica; 10(4); 50-57","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500008&lang=pt" 
"S1575-18132007000500004-esp","El desaprendizaje: propuesta para profesionales de la salud críticos","Medina, J.L., Clèries, X., Nolla, M.","Educación Médica; 10(4); 15-22","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500004&lang=pt" 
"S1676-24442007000600002-scl","Avaliação de diferentes métodos imunoturbidimétricos para determinação de albumina urinária: impacto na classificação dos estágios da nefropatia diabética","Wendland, Andrea Elisabet, Azevedo, Mirela Jobim de, Gross, Jorge Luiz, Camargo, Joíza Lins","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 393-398","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600002&lang=pt" 
"S1676-24442007000600003-scl","Diagnóstico laboratorial da resistência à oxacilina em Staphylococcus aureus","Mimica, Marcelo J., Mendes, Caio M. F.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 399-406","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600003&lang=pt" 
"S1676-24442007000600007-scl","Hiperplasia epitelial focal (doença de Heck) em descendente de índios brasileiros: relato de caso","Santos, Pedro Paulo de Andrade, Vasconcelos, Marcelo Gadelha, Pereira, Karuza Maria Alves, Souza, Lélia Batista de, Freitas, Roseana de Almeida, Costa, Antônio de Lisboa Lopes, Medeiros, Ana Myriam Costa de","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 431-434","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600007&lang=pt" 
"S1676-24442007000600005-scl","Staphylococcus aureus: visitando uma cepa de importância hospitalar","Santos, André Luis dos, Santos, Dilvani Oliveira, Freitas, Cícero Carlos de, Ferreira, Bruno Leal Alves, Afonso, Ilídio F., Rodrigues, Carlos Rangel, Castro, Helena C.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 413-423","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600005&lang=pt" 
"S1676-24442007000600010-scl","Coexistência de pênfigo vulgar e infecção pelo vírus herpes simples na mucosa oral","Milagres, Adrianna, Leite, Ana Flávia Schueler de Assumpção, Estrella, Elisa, Soares, Flávia Dantas, Dias, Eliane Pedra, Lourenço, Simone de Queiroz Chaves","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 451-454","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600010&lang=pt" 
"S1676-24442007000600011-scl","Sarcoma indiferenciado (embrionário) do fígado: relato de caso e revisão da literatura","Segatelli, Vanderlei, Oliveira, Ebe Christie de, Melo, Syomara Pereira da Costa, Neves, Gustavo, Bacchi, Carlos Eduardo, Escanhoela, Cecília Amélia Fazzio","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 455-457","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600011&lang=pt" 
"S1517-70762007000400006-scl","Electrodeposition of nickel plates on copper substrates using PC y PRC","Aperador Chaparro, William Arnulfo, Lopez, Enrique Vera","Matéria (Rio de Janeiro); 12(4); 583-588","Matéria (Rio de Janeiro)","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762007000400006&lang=pt" 
"S1516-84842007000400001-scl","Aloimunização após transfusão de concentrado de hemácias em pacientes atendidos em um serviço de emergência","Bordin, José Orlando","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 339-340","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400001&lang=pt" 
"S1516-84842007000400004-scl","Conjugação de controle isotípico para citometria de fluxo","Pereira, Juliana","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 342-343","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400004&lang=pt" 
"S1516-84842007000400006-scl","Polimorfismo do gene tp53 no códon 72 em pacientes com suspeita de LMC","Hamú, Camila S., Oliveira, Marcus Vinícius P., Silva, Antonio Márcio T. C., Silva, Cláudio Carlos, Cruz, Aparecido Divino","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 346-350","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400006&lang=pt" 
"S1516-84842007000400003-scl","Aumento de ferro, hemocromatose hereditária e defeitos no gene HFE: o que conhecemos na população brasileira?","Bonini-Domingos, Claudia R.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 341-342","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400003&lang=pt" 
"S1516-84842007000400002-scl","Polimorfismo genético da glutationa S-transferase mu1 e theta 1 em pacientes com anemia aplástica adquirida: uma experiência brasileira","Funke, Vaneuza A. M.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 340-341","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400002&lang=pt" 
"S1516-84842007000400005-scl","Genetic polymorphisms of glutathione s-transferase mu1 and theta1 in patients with acquired aplastic anemia: a Brazilian experience","Vicari, Perla, Duch, Cibele R., Shimmoto, Marily M. A., Noguti, Maria Aparecida E., Figueiredo, Maria Stella","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 344-345","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400005&lang=pt" 
"S1516-84842007000400021-scl","Gemcitabina e ifosfamida no tratamento do linfoma de Hodgkin refratário ou recidivado após múltiplas terapias","Pracchia, Luís Fernando, Linardi, Camila C.G., Buccheri, Valeria","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 422-424","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400021&lang=pt" 
"S1516-84842007000400008-scl","Conjugação e validação de controle isotípico IgG1-FITC para uso em citometria de fluxo","Golim, Márjorie A., Deffune, Elenice, Rossi-Ferreira, Rosana, Oliveira, Ana Paula E., Padovani, Carlos Roberto, Machado, Paulo Eduardo A.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 361-368","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400008&lang=pt" 
"S1516-84842007000400019-scl","O fator estimulador de colônias granulocitárias (G-CSF) para isquemia cerebral: uma nova aplicação terapêutica?","Maset, Angelo Luiz, Duarte, Kleber P., Greco, Oswaldo Tadeu","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 419-420","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400019&lang=pt" 
"S1516-84842007000400009-scl","Post-transfusion red cell alloimmunisation in patients with acute disorders and medical emergencies","Santos, Francisco W. R., Magalhães, Silvia Maria M., Mota, Rosa Maria S., Pitombeira, Maria Helena","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 369-372","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400009&lang=pt" 
"S1516-84842007000400016-scl","Síndrome de Plummer-Vinson: uma rara associação na talassemia","Crema, Eduardo, Fonseca, Ana Marcela R., Ribeiro, Lara Beatriz P., Bello, Cecília Aparecida D., Martins, Paulo Roberto J., Silva, Alex Augusto","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 412-415","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400016&lang=pt" 
"S1516-84842007000400015-scl","Tratamento de hemangioma gigante com interferon alfa: relato de dois casos","Balau, Ana Julia, De Nadai, Livia C., Bressan, Mônica S., Simão, Josiane L.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 406-411","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400015&lang=pt" 
"S1516-84842007000400018-scl","Trombose arterial em leucemia promielocítica aguda","Iantas, Sonia Regina, Fock, Ricardo A.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 418-419","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400018&lang=pt" 
"S1516-84842007000400017-scl","Transferrin saturation as a possible marker of hematological recovery after hematopoietic stem cell transplantation","Naoum, Flávio Augusto, Naoum, Paulo Cesar","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 416-417","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400017&lang=pt" 
"S1516-84842007000400020-scl","Uso de células-tronco no tratamento de pacientes com miocardiopatia dilatada de diferentes etiologias, associada à ressincronização cardíaca artificial","Greco, Oswaldo Tadeu, Greco, Rafael Lois, Abreu, Ana Carolina de","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 421-422","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400020&lang=pt" 
"S1516-84842007000400023-scl","Sinais de proliferação via regulação de histona H3 em modelo in vitro de linfoproliferação","Menditi, Karla B.C.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 427-428","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400023&lang=pt" 
"S1516-84842007000400022-scl","Prevalência da contaminação bacteriana em concentrados de plaquetas do serviço de hemoterapia de um hospital universitário em Goiânia-GO","Cunha Junior, Geraldo S.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 425-426","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400022&lang=pt" 
"S1575-18132007000500010-esp","Comunicaciones recibidas con posterioridad a la impresión del volumen 10-3 de Educación Médica","","Educación Médica; 10(4); 64-66","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500010&lang=pt" 
"S1575-18132007000500007-esp","Valoración de la formación recibida usando un perfil de referencia basado en competencias profesionales","Maldonado Rojas, Mónica","Educación Médica; 10(4); 39-49","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500007&lang=pt" 
"S1575-18132007000500005-esp","Integración curricular","Escanero Marcén, Jesús F.","Educación Médica; 10(4); 23-30","Educación Médica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132007000500005&lang=pt" 
"S1676-24442007000600001-scl","Em memória de Ana Margarida Miguel Ferreira Nogueira","Cabral, Mônica Maria Demas Álvares, Gobbi, Helenice","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); -","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600001&lang=pt" 
"S0004-28032007000400004-scl","Viscosities reproductive patterns for use in videofluoroscopy and rehabilitation therapy of dysphagic patients","Costa, Milton M. B., Almeida, Juliana T. de, Sant&#039;Anna, Eliane, Pinheiro, Gláucia M.","Arquivos de Gastroenterologia; 44(4); 297-303","Arquivos de Gastroenterologia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000400004&lang=pt" 
"S0004-28032007000400005-scl","p53 and Ki-67 in Barrett&#039;s carcinoma: is there any value to predict recurrence after circumferential endoscopic mucosal resection?","Lopes, César Vivian, Mnif, Hela, Pesenti, Christian, Bories, Erwan, Monges, Genevieve, Giovannini, Marc","Arquivos de Gastroenterologia; 44(4); 304-308","Arquivos de Gastroenterologia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000400005&lang=pt" 
"S0104-530X2007000300010-scl","Um algoritmo branch-and-bound para o problema de programação de projetos com custo de disponibilidade de recursos e múltiplos modos","Yamashita, Denise Sato, Morabito, Reinaldo","Gestão &amp; Produção; 14(3); 545-555","Gestão &amp; Produção","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2007000300010&lang=pt" 
"S1676-24442007000600004-scl","Colonização e espécies de Candida em pacientes submetidos à radioterapia cervicofacial","Bonan, Paulo Rogério Ferreti, Pires, Fábio Ramoa, Lopes, Márcio Ajudarte, Di Hipólito Júnior, Osvaldo","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 407-412","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600004&lang=pt" 
"S1676-24442007000600008-scl","A comparison between the novel rabbit monoclonal antibodies (SP1 and B644) and mouse antibodies for evaluating estrogen receptor in breast tumors","Rocha, Rafael Malagoli, Nunes, Cristiana Buzelin, Rocha, Gislene Fátima Silva, Oliveira, Flávio Nepomuceno, Sanches, Fernanda Squárcio Fernandes, Gobbi, Helenice","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 435-440","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600008&lang=pt" 
"S1676-24442007000600009-scl","Angiogenesis, haemostasis and cancer: new paradigms and old concerns","Duarte, Maria, Longatto Filho, Adhemar, Schmitt, Fernando C.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 441-449","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600009&lang=pt" 
"S0103-65132007000300005-scl","Uma nova abordagem para a modelagem das relações entre os determinantes da satisfação dos clientes de serviços","Tinoco, Maria Auxiliadora Cannarozzo, Ribeiro, José Luis Duarte","Production; 17(3); 454-470","Production","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132007000300005&lang=pt" 
"S1516-84842007000400007-scl","Estudo das mutações C282Y, H63D e S65C do gene HFE em doentes brasileiros com sobrecarga de ferro","Cançado, Rodolfo D., Guglielmi, Aline C. O., Vergueiro, Carmen S. V., Rolim, Ernani G., Figueiredo, Maria Stella, Chiattone, Carlos S.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 351-360","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400007&lang=pt" 
"S1516-84842007000400012-scl","Monitoramento de doença residual mínima em leucemia mielóide crônica por PCR em tempo real","Almeida, Priscilla S. R., Saddi, Vera Aparecida","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 382-386","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400012&lang=pt" 
"S1516-84842007000400013-scl","Análise morfológica, imunofenotípica e molecular na identificação da leucemia megacariocítica aguda (LMA-M7)","Farias, Mariela G., Biermann, Maristela B.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 387-393","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400013&lang=pt" 
"S1516-84842007000400014-scl","Importância dos carreadores de oxigênio livre de células","Novaretti, Marcia Cristina Z.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 394-405","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400014&lang=pt" 
"S1516-84842007000400010-scl","Importância da presença de granulações tóxicas para o diagnóstico hematológico de septicemia","Salgado, Danielle Nazaré S., Carvalho, Raimundo Gladson, Oliveira, Maria de Fátima P., Santos, Eduardo José M., Brito Junior, Lacy C.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 373-377","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400010&lang=pt" 
"S1516-84842007000400011-scl","Determinação da acurácia do método qualitativo da medida da atividade da glicose-6-fosfato desidrogenase","Giovelli, Letícia L., Dal Bó, Suzane, Weber, Raquel, Santin, Ana Paula, Castro, Simone M.","Revista Brasileira de Hematologia e Hemoterapia; 29(4); 378-381","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000400011&lang=pt" 
"S1413-86702007000600007-scl","Assessing risk behaviors and prevalence of sexually transmitted and blood-borne infections among female crack cocaine users in salvador - Bahia, Brazil","Nunes, Ceuci L.X., Andrade, Tarcisio, Galvão-Castro, Bernardo, Bastos, Francisco I., Reingold, Arthur","Brazilian Journal of Infectious Diseases; 11(6); 561-566","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000600007&lang=pt" 
"S1676-24442007000600006-scl","Comparative study of abnormalities of central nervous system in children and adults autopsied after bone marrow transplantation","Benites Filho, Paulo R., Almeida, Luis G. M. Pinto de, Zanis Neto, José, Pasquini, Ricardo, Bleggi-Torres, Luiz F.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(6); 425-429","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000600006&lang=pt" 
"S0718-16202007000300001-chl","Parasitoides de minadores de hojas y manejo de plagas","Salvo, Adriana, Valladares, Graciela R","Ciencia e investigación agraria; 34(3); 167-185","Ciencia e investigación agraria","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202007000300001&lang=pt" 
"S0718-16202007000300009-chl","Viticultura, Fundamentos para Optimizar Producción y Calidad Gonzalo F. Gil y Philippo Pszczólkowski","","Ciencia e investigación agraria; 34(3); 243-243","Ciencia e investigación agraria","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202007000300009&lang=pt" 
