"S0100-879X2000000200003-scl","Insect juvenile hormone: from &quot;status quo&quot; to high society","Hartfelder, K.","Brazilian Journal of Medical and Biological Research; 33(2); 157-177","Brazilian Journal of Medical and Biological Research","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2000000200003&lang=pt" 
"S0004-27302000000100011-scl","Obesidade, hipertensão arterial e suas influências sobre a massa e função do ventrículo esquerdo","Ribeiro Filho, Fernando S.F., Rosa, Eduardo C., Faria, Alessandra N., Lerário, Daniel D.G., Ferreira, Sandra R.G., Kohlmann, Oswaldo, Zanella, Maria-Teresa","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 44(1); 64-71","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302000000100011&lang=pt" 
"S0004-27302000000100012-scl","Associação entre polimorfismo Gln27Glu do receptor beta2-adrenérgico e hipertensão arterial sistêmica em obesos mórbidos","Villares, Sandra M., Mancini, Marcio C., Gomez, Sérgio, Charf, Ana M., Frazzatto, Eliana, Halpern, Alfredo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 44(1); 72-80","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302000000100012&lang=pt" 
"S0004-27302000000100013-scl","Apnéia do sono em obesos","Mancini, Marcio C., Aloe, Flavio, Tavares, Stella","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 44(1); 81-90","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302000000100013&lang=pt" 
"S0004-27302000000100007-scl","Composição corpórea, distribuição de gordura e metabolismo de repouso em mulheres histerectomizadas no climatério: há diferenças de acordo com a forma da administração do estrogênio?","Reis, Cristiana Maria R.F. dos, Melo, Nilson R. de, Vezzozo, Denise P., Meirelles, Eduardo de S., Halpern, Alfredo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 44(1); 38-44","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302000000100007&lang=pt" 
"S0004-27302000000100010-scl","","Barbato, Alfonso, Herszkowicz, Nathan, Salvi, Waldir, Pinheiro, Daniel, Pantaleão, Denise, Sakamoto, Katia, Miola, Luciano, Cerri, Giovanni, Costa, Ana Paula, Leite, Claudia Cozer, Halpern, Alfredo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 44(1); 57-63","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302000000100010&lang=pt" 
"S1516-35982000000100003-scl","Substituição parcial e total da proteína do farelo de soja pela proteína do farelo de canola na alimentação de alevinos de piavuçu (Leporinus macrocephalus, L.)","Soares, Claudemir Martins, Hayashi, Carmino, Furuya, Valéria Rossetto Barriviera, Furuya, Wilson Massamitu, Galdioli, Eliana Maria","Revista Brasileira de Zootecnia; 29(1); 15-22","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100003&lang=pt" 
"S1516-35982000000100008-scl","Avaliação da folha e do colmo de topo e base de perfilhos de três gramíneas forrageiras: 1. Digestibilidade in vitro e composição química","Queiroz, Domingos Sávio, Gomide, José Alberto, Maria, José","Revista Brasileira de Zootecnia; 29(1); 53-60","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100008&lang=pt" 
"S1516-35982000000100009-scl","Avaliação da folha e do colmo de topo e base de perfilhos de três gramíneas forrageiras: 2. Anatomia","Queiroz, Domingos Sávio, Gomide, José Alberto, Maria, José","Revista Brasileira de Zootecnia; 29(1); 61-68","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100009&lang=pt" 
"S1516-35982000000100011-scl","Aveia preta, triticale e centeio em mistura com azevém: 1. Dinâmica, produção e qualidade de forragem","Roso, Cledson, Restle, João, Soares, André Brugnara, Andreatta, Evelise","Revista Brasileira de Zootecnia; 29(1); 75-84","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100011&lang=pt" 
"S1516-35982000000100016-scl","Características quantitativas da carcaça de bovinos Charolês, Caracu e cruzamentos recíprocos terminados em confinamento","Perotto, Daniel, Moletta, José Luiz, Cubas, Antonio Carlos","Revista Brasileira de Zootecnia; 29(1); 117-124","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100016&lang=pt" 
"S1516-35982000000100021-scl","Estimação de parâmetros genéticos de medidas de conformação, produção de leite e idade ao primeiro parto em vacas da raça Gir Leiteiro","Wenceslau, Amauri Arias, Lopes, Paulo Sávio, Teodoro, Roberto Luiz, Verneque, Rui da Silva, Euclydes, Ricardo Frederico, Ferreira, William José, Silva, Martinho de Almeida e","Revista Brasileira de Zootecnia; 29(1); 153-158","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100021&lang=pt" 
"S1516-35982000000100027-scl","Influência da temperatura ambiente sobre o desempenho e os parâmetros fisiológicos de suínos machos castrados dos 30 aos 60 kg","Tavares, Sandra Lúcia da Silva, Donzele, Juarez Lopes, Oliveira, Rita Flávia Miranda de, Ferreira, Aloízio Soares","Revista Brasileira de Zootecnia; 29(1); 199-205","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100027&lang=pt" 
"S1516-35982000000100028-scl","Consumo e digestibilidade aparente total e parcial em bezerros holandeses alimentados com dietas contendo diferentes níveis de concentrado","Bürger, Peter Johann, Pereira, José Carlos, Coelho da Silva, José Fernando, Valadares Filho, Sebastião de Campos, Queiroz, Augusto César de, Cecon, Paulo Roberto, Monteiro, Hélida Christhine de Freitas","Revista Brasileira de Zootecnia; 29(1); 206-214","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100028&lang=pt" 
"S1516-35982000000100031-scl","Comportamento ingestivo em bezerros holandeses alimentados com dietas contendo diferentes níveis de concentrado","Bürger, Peter Johann, Pereira, José Carlos, Queiroz, Augusto César de, Coelho da Silva, José Fernando, Valadares Filho, Sebastião de Campos, Cecon, Paulo Roberto, Casali, Alex Dias Poeta","Revista Brasileira de Zootecnia; 29(1); 236-242","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100031&lang=pt" 
"S1516-35982000000100032-scl","Utilização de carneiros de raças de corte para obtenção de cordeiros precoces para abate em plantéis produtores de lã","Cunha, Eduardo Antonio da, Santos, Luiz Eduardo dos, Bueno, Mauro Sartori, Roda, Domingos Sanchez, Leinz, Frederico Fontoura, Rodrigues, Carlos Frederico de Carvalho","Revista Brasileira de Zootecnia; 29(1); 243-252","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100032&lang=pt" 
"S1516-35982000000100033-scl","Características de carcaça de cordeiros Texel x Bergamácia, Texel x Santa Inês e Santa Inês puros, terminados em confinamento, com casca de café como parte da dieta","Garcia, Iraides Ferreira Furusho, Olalquiaga Perez, Juan Ramón, Oliveira, Marcus Vinícius de","Revista Brasileira de Zootecnia; 29(1); 253-260","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100033&lang=pt" 
"S1516-35982000000100034-scl","Composição corporal e exigências nutricionais em cálcio e fósforo para ganho e mantença de cordeiros Santa Inês dos 15 kg aos 25 kg de peso vivo","Geraseev, Luciana Castro, Olalquiaga Perez, Juan Ramón, Resende, Kleber Tomás de, Silva Filho, José Cleto da, Bonagurio, Sarita","Revista Brasileira de Zootecnia; 29(1); 261-268","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100034&lang=pt" 
"S1516-35982000000100035-scl","Digestibilidade aparente de dietas contendo milho ou casca de mandioca como fonte energética e farelo de algodão ou levedura como fonte protéica em novilhas","Martins, Adriana de Souza, Prado, Ivanor Nunes do, Zeoula, Lúcia Maria, Branco, Antônio Ferriani, Nascimento, Willian Gonçalves do","Revista Brasileira de Zootecnia; 29(1); 269-277","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100035&lang=pt" 
"S1516-35982000000100036-scl","Desempenho de novilhas alimentadas com rações contendo milho ou casca de mandioca como fonte energética e farelo de algodão ou levedura como fonte protéica","Prado, Ivanor Nunes do, Martins, Adriana de Souza, Alcalde, Claudete Regina, Zeoula, Lúcia Maria, Marques, Jair de Araújo","Revista Brasileira de Zootecnia; 29(1); 278-287","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100036&lang=pt" 
"S1516-35982000000100029-scl","Fermentação ruminal e eficiência microbiana em bezerros holandeses alimentados com dietas contendo diferentes níveis de concentrado","Bürger, Peter Johann, Pereira, José Carlos, Valadares Filho, Sebastião de Campos, Coelho da Silva, José Fernando, Queiroz, Augusto César de, Cecon, Paulo Roberto, Magiero, Doriedson","Revista Brasileira de Zootecnia; 29(1); 215-224","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100029&lang=pt" 
"S1516-35982000000100019-scl","Características biométricas testiculares para avaliação de touros zebuínos da raça Nelore","Unanian, Maria Marina, Silva, Antonio Emidio Dias Feliciano, McManus, Concepta, Cardoso, Eduardo Penteado","Revista Brasileira de Zootecnia; 29(1); 136-144","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100019&lang=pt" 
"S1516-35982000000100015-scl","Consumo e conversão alimentar de machos bovinos inteiros Charolês, Caracu e cruzamentos recíprocos em confinamento","Perotto, Daniel, Moletta, José Luiz, Oliveira, João Everaldo Prestes de, Lesskiu, Carlos","Revista Brasileira de Zootecnia; 29(1); 108-116","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100015&lang=pt" 
"S1516-35982000000100012-scl","Aveia preta, triticale e centeio em mistura com azevém: 2. Produtividade animal e retorno econômico","Roso, Cledson, Restle, João","Revista Brasileira de Zootecnia; 29(1); 85-93","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100012&lang=pt" 
"S1516-35982000000100005-scl","Correção da acidez do solo e controle do capim-sapé","Carvalho, Margarida Mesquita, Xavier, Deise Ferreira, Freitas, Vicente de Paula, Verneque, Rui da Silva","Revista Brasileira de Zootecnia; 29(1); 33-39","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100005&lang=pt" 
"S1516-35982000000100017-scl","Terminação em confinamento de novilhos de diferentes genótipos de Hereford x Nelore","Restle, João, Quadros, Arlei Rodrigues Bonnet de, Vaz, Fabiano Nunes","Revista Brasileira de Zootecnia; 29(1); 125-130","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100017&lang=pt" 
"S1516-35982000000100022-scl","Desempenho produtivo e bioeconômico de frangos de corte criados em diferentes sistemas de aquecimento","Abreu, Paulo Giovanni de, Baêta, Fernando da Costa, Abreu, Valéria Maria Nascimento, Soares, Paulo Rubens, Perdomo, Carlos Cláudio, Silva, Martinho de Almeida e","Revista Brasileira de Zootecnia; 29(1); 159-167","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100022&lang=pt" 
"S1516-35982000000100037-scl","Relação entre a composição química e a degradabilidade in situ da matéria seca e da fibra em detergente neutro da fração volumosa de híbridos de milho","Prada e Silva, Luís Felipe, Machado, Paulo Fernando, Francisco Junior, José Carlos de, Donizetti, Melchiades, Pereira, Alfredo Ribeiro","Revista Brasileira de Zootecnia; 29(1); 288-294","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100037&lang=pt" 
"S1516-35982000000100010-scl","Produção de matéria seca e qualidade do capim-elefante (Pennisetum purpureum Schum.) cultivar Roxo em diferentes idades de corte","Queiroz Filho, José Leite de, Silva, Divan Soares da, Nascimento, Inaldete Soares do","Revista Brasileira de Zootecnia; 29(1); 69-74","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100010&lang=pt" 
"S1516-35982000000100020-scl","Pesos econômicos para seleção de gado de leite","Vercesi Filho, Anibal Eugênio, Madalena, Fernando Enrique, Ferreira, José Joaquim, Penna, Vânia Maldini","Revista Brasileira de Zootecnia; 29(1); 145-152","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100020&lang=pt" 
"S1516-35982000000100024-scl","Ação da fitase sobre a disponibilidade biológica do fósforo, por intermédio da técnica de diluição isotópica, em dietas com farelo de arroz integral para suínos","Figueirêdo, Agustinho Valente de, Fialho, Elias Tadeu, Vitti, Dorinha Miriam S.S., Lopes, João Batista, Silva Filho, José Cleto da, Teixeira, Antonio Soares, Lima, José Augusto de Freitas","Revista Brasileira de Zootecnia; 29(1); 177-182","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100024&lang=pt" 
"S1516-35982000000100025-scl","Efeito da temperatura ambiente sobre o desempenho e características de carcaça de frangos de corte alimentados com dieta controlada e dois níveis de energia metabolizável","Oliveira Neto, Adhemar Rodrigues de, Oliveira, Rita Flávia Miranda de, Donzele, Juarez Lopes, Rostagno, Horacio Santiago, Ferreira, Rony Antonio, Maximiano, Humberto do Carmo, Gasparino, Eliane","Revista Brasileira de Zootecnia; 29(1); 183-190","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100025&lang=pt" 
"S1516-35982000000100039-scl","Uso do bagaço de mandioca em substituição ao milho no concentrado para bovinos em crescimento. 2. Digestibilidade aparente, consumo de nutrientes digestíveis, ganho de peso e conversão alimentar","Ramos, Paulo Roberto, Prates, Ênio Rosa, Fontanelli, Roberto Serena, Barcellos, Júlio Otávio Jardim, Langwinski, Diego, Bonelli, Itamar Bressan","Revista Brasileira de Zootecnia; 29(1); 300-305","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100039&lang=pt" 
"S1516-35982000000100002-scl","Atividade de lipase em quimo de três espécies tropicais de peixes Teleostei de água doce","Seixas Filho, José Teixeira, Oliveira, Maria Gorethi A., Donzele, Juarez Lopes, Gomide, Andréa T. M., Menin, Eliane","Revista Brasileira de Zootecnia; 29(1); 6-14","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100002&lang=pt" 
"S1516-35982000000100030-scl","Taxas de passagem e cinética da degradação ruminal em bezerros holandeses alimentados com dietas contendo diferentes níveis de concentrado","Bürger, Peter Johann, Pereira, José Carlos, Coelho da Silva, José Fernando, Valadares Filho, Sebastião de Campos, Cecon, Paulo Roberto, Jordão, Cláudio Pereira, Braz, Sérgio Pereira","Revista Brasileira de Zootecnia; 29(1); 225-235","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100030&lang=pt" 
"S1516-35982000000100040-scl","Efeito do genótipo sobre as medidas objetivas e subjetivas da carcaça de cordeiros terminados em confinamento","Siqueira, Edson Ramos de, Fernandes, Simone","Revista Brasileira de Zootecnia; 29(1); 306-311","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100040&lang=pt" 
"S1516-35982000000100038-scl","Uso do bagaço de mandioca em substituição ao milho no concentrado para bovinos em crescimento: 1. Consumo de matéria seca, matéria orgânica e proteína bruta","Ramos, Paulo Roberto, Prates, Ênio Rosa, Fontanelli, Roberto Serena, Barcellos, Júlio Otávio Jardim, Bonelli, Itamar Bressan","Revista Brasileira de Zootecnia; 29(1); 295-299","Revista Brasileira de Zootecnia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982000000100038&lang=pt" 
"S1516-31802000000100008-scl","Competing manuscripts based on the same study","","Sao Paulo Medical Journal; 118(1); 31-31","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000100008&lang=pt" 
"S1516-31802000000100005-scl","Cystic struma ovarii: a rare presentation of an infrequent tumor","Carvalho, Rita Barbosa de, Cintra, Maria Letícia, Matos, Patrícia Sabino de, Campos, Paulo Sérgio Bueno de","Sao Paulo Medical Journal; 118(1); 17-20","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000100005&lang=pt" 
"S1516-31802000000100003-scl","Prognostic factors in non-Hodgkin lymphomas","Cecyn, Karin Zattar, Oliveira, José Salvador Rodrigues de, Alves, Antônio Correia, Silva, Maria Regina Regis, Kerbauy, José","Sao Paulo Medical Journal; 118(1); 7-12","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000100003&lang=pt" 
"S1516-31802000000100004-scl","Bilateral carotid body paraganglioma: case report","Silva, Erasmo Simão da, Tozzi, Fábio Lambertini, Paiva, Flávia Helena Matta de, Sukys, Graziela de Almeida","Sao Paulo Medical Journal; 118(1); 13-16","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000100004&lang=pt" 
"S1516-31802000000100007-scl","Advertising, supplements and the role of the correspondence column","","Sao Paulo Medical Journal; 118(1); 30-30","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000100007&lang=pt" 
"S1516-31802000000100006-scl","The gut at war: the consequences of enteropathogenic Escherichia coli infection as a factor of diarrhea and malnutrition","Fagundes-Neto, Ulysses, Scaletsky, Isabel Cristina Affonso","Sao Paulo Medical Journal; 118(1); 21-29","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000100006&lang=pt" 
"S1516-31802000000100001-scl","Evidence-based art of the clinical examination","Castro, Aldemar Araujo","Sao Paulo Medical Journal; 118(1); 1-2","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000100001&lang=pt" 
"S1516-31802000000100002-scl","Effect of hormone replacement therapy on the bone mass and urinary excretion of pyridinium cross-links","Pardini, Dolores Perovano, Sabino, Anibal Tagliaferri, Meneses, Ana Maria, Kasamatsu, Teresa, Vieira, José Gilberto Henriques","Sao Paulo Medical Journal; 118(1); 3-6","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000100002&lang=pt" 
"S0122-53832000000100008-col","MODELS TO PREDICT CREEP BEHAVIOR OF HK-40 STEEL","LATORRE, G","CT&amp;F - Ciencia, Tecnología y Futuro; 2(1); 95-109","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832000000100008&lang=pt" 
"S0122-53832000000100009-col","FENÓMENO DE INMISCIBILIDAD EN PELÍCULAS DE POLIETILENO RAMIFICADO DE BAJA DENSIDAD, PEED, EN PROCESOS DE EXTRUSIÓN DE PELÍCULA SOPLADA","MORALES, P.C, SALAZAR, R.A","CT&amp;F - Ciencia, Tecnología y Futuro; 2(1); 111-128","CT&amp;F - Ciencia, Tecnología y Futuro","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832000000100009&lang=pt" 
"S0122-53832000000100002-col","IMPACTO DE LOS ESTUDIOS REOLÓGICOS EN EL TRANSPORTE POR OLEODUCTO DE CRUDOS PARAFÍNICOS","RODRÍGUEZ, L, VIDALES, H, CASTAÑEDA, M, LEAL, G, BARRERO, R, GARZÓN, J","CT&amp;F - Ciencia, Tecnología y Futuro; 2(1); 19-29","CT&amp;F - Ciencia, Tecnología y Futuro","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832000000100002&lang=pt" 
"S0122-53832000000100003-col","THE EFFECT OF DIESEL PROPERTIES ON THE EMISSIONS OF PARTICULATE MATTER","BELLO, A, TORRES, J, HERRERA, J, SARMIENTO, J","CT&amp;F - Ciencia, Tecnología y Futuro; 2(1); 31-46","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832000000100003&lang=pt" 
"S0122-53832000000100001-col","A NEW METHOD FOR CALCULATING VOLUMETRIC SWEEP EFFICIENCY USING STREAMLINE SIMULATION CONCEPTS","IDROBO, E. A","CT&amp;F - Ciencia, Tecnología y Futuro; 2(1); 7-18","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832000000100001&lang=pt" 
"S0122-53832000000100006-col","A STUDY OF IMAGE AUTOCORRELATION AS A METHOD TO CHARACTERIZE POROSITY AND ESTIMATE PERMEABILITY","COBALEDA, G. E","CT&amp;F - Ciencia, Tecnología y Futuro; 2(1); 69-81","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832000000100006&lang=pt" 
"S0122-53832000000100007-col","INTERPRETACIÓN ESTRUCTURAL DEL ÁREA ALREDEDOR DE LOS CAYOS QUITASUEÑO Y SERRANA, EN EL CARIBE, COSTA AFUERA DE COLOMBIA","MUNAR, F","CT&amp;F - Ciencia, Tecnología y Futuro; 2(1); 83-93","CT&amp;F - Ciencia, Tecnología y Futuro","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832000000100007&lang=pt" 
"S0122-53832000000100004-col","","VARELA, A, SAAVEDRA, N","CT&amp;F - Ciencia, Tecnología y Futuro; 2(1); 47-56","CT&amp;F - Ciencia, Tecnología y Futuro","Inglês","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832000000100004&lang=pt" 
"S0122-53832000000100005-col","RETENCIÓN DE CLORUROS, BARIO Y CROMO EN DOS ESPECIES DE MANGLE AVICENNIA GERMINANS Y RHIZOPHORA MANGLE DESARROLLADAS EN AGUAS DE PRODUCCIÓN DE LA INDUSTRIA PETROLERA MEDIANTE LA TÉCNICA DE CULTIVO HIDROPÓNICO","GROSSO, J. L, SÁNCHEZ, L. E, AVENDAÑO, D, RESTREPO, R","CT&amp;F - Ciencia, Tecnología y Futuro; 2(1); 57-67","CT&amp;F - Ciencia, Tecnología y Futuro","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-53832000000100005&lang=pt" 
"S0034-74502000000100004-col","COMPORTAMIENTO ALIMENTARIO DESARROLLO, VALIDEZ Y FIABILIDAD DE UNA ENCUESTA","ANGEL, LUIS ALBERTO, VASQUEZ R., RAFAEL, MARTINEZ, LUZ MARINA, CHAVARRO, KATERINE, GARCÍA, JENNY","Revista Colombiana de Psiquiatría; 29(1); 29-48","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000100004&lang=pt" 
"S0034-74502000000100006-col","LA NORADRENALINA SU ROL EN LA DEPRESIÓN","TELLEZ VARGAS, JORGE","Revista Colombiana de Psiquiatría; 29(1); 50-73","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000100006&lang=pt" 
"S0034-74502000000100003-col","LA PSIQUIATRÍA EN EL NUEVO MILENIO ATAVISMOS, REALIDADES Y DESAFÍOS","ALARCÓN, RENATO D","Revista Colombiana de Psiquiatría; 29(1); 9-28","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000100003&lang=pt" 
"S0034-74502000000100005-col","SÍNDROME MANIACO DETERMINACIÓN DE SU ESTRUCTURA FACTORIAL","ROSERO, NORA, SANCHEZ, RICARDO, MARTÍN, ELENA","Revista Colombiana de Psiquiatría; 29(1); 49-58","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000100005&lang=pt" 
"S0034-74502000000100001-col","UNA REALIDAD QUE NO ES DEVENIR","González, Pepe","Revista Colombiana de Psiquiatría; 29(1); 4-5","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000100001&lang=pt" 
"S0034-74502000000100002-col","POR UNA PSIQUIATRÍA INDECLINABLEMENTE HUMANA","ARTEAGA PALLARES, CARLOS","Revista Colombiana de Psiquiatría; 29(1); 6-8","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000100002&lang=pt" 
"S0042-96862000000100012-spa","Efficient equity-oriented strategies for health","Dahlgren, Göran","Bulletin of the World Health Organization; 78(1); 79-81","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100012&lang=pt" 
"S0042-96862000000100011-spa","Combining forces against inequity and poverty rather than splitting hairs","Braveman, Paula","Bulletin of the World Health Organization; 78(1); 78-79","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100011&lang=pt" 
"S0042-96862000000100009-spa","Equality, equity: why bother?","Alleyne, George A.O, Casas, Juan Antonio, Castillo-Salgado, Carlos","Bulletin of the World Health Organization; 78(1); 76-77","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100009&lang=pt" 
"S0042-96862000000100022-spa","Potential new drug treatment for osteoporosis","","Bulletin of the World Health Organization; 78(1); 144-144","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100022&lang=pt" 
"S0042-96862000000100013-spa","Equity and gender","Gupta, Geeta Rao","Bulletin of the World Health Organization; 78(1); 81-82","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100013&lang=pt" 
"S0042-96862000000100021-spa","Immunization &quot;is a key step toward overcoming poverty&quot;","","Bulletin of the World Health Organization; 78(1); 144-144","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100021&lang=pt" 
"S0042-96862000000100018-spa","Detection of trypanosomes in suspected sleeping sickness patients in Uganda using the polymerase chain reaction","Kyambadde, J.W, Enyaru, J.C.K, Matovu, E, Odiit, M, Carasco, J.F","Bulletin of the World Health Organization; 78(1); 119-124","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100018&lang=pt" 
