"S1517-83822016000300658-scl","Production of mycelial biomass by the Amazonian edible mushroom Pleurotus albidus","Kirsch, Larissa de Souza, Macedo, Ana Júlia Porto de, Teixeira, Maria Francisca Simas","Brazilian Journal of Microbiology; 47(3); 658-664","Brazilian Journal of Microbiology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822016000300658&lang=pt" 
"S1808-18512016000300238-scl","GUIDELINES FOR TREATMENT OF DEGENERATIVE LUMBAR SPONDYLOLISTHESIS","BRICEÑO-GONZÁLEZ, CARMEN YOSSALETH, GARCÍA-SUAREZ, ADRIÁN, ELIZALDE-MARTÍNEZ, EULALIO, DOMÍNGUEZ-DE LA PEÑA, MARIO ANTONIO, TORRES-GONZÁLEZ, RUBÉN, PÉREZ-ATANASIO, JOSÉ MANUEL","Coluna/Columna; 15(3); 238-240","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300238&lang=pt" 
"S1808-18512016000300235-scl","TRUNK MOBILITY AFTER MINIMALLY INVASIVE ONE-LEVEL LUMBAR INSTRUMENTATION","SIMÕES, MARCELO SIMONI, ABREU, ERNANI VIANNA DE, KAIPER, MARCIA BALLE, SILVA, ALESSANDRO MACHADO DA, ALEXANDRINO, THIANE","Coluna/Columna; 15(3); 235-237","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300235&lang=pt" 
"S1808-18512016000300175-scl","EVALUATION OF PROGNOSTIC FACTORS IN QUALITY OF LIFE OF PATIENTS WITH ADOLESCENT IDIOPATHIC SCOLIOSIS UNDERGOING SPINAL FUSION BY THE POSTERIOR APPROACH","POMAR, FELIPE DE MORAES, SOUSA, DAPHINE DE CARVALHO, GOTFRYD, ALBERTO OFENHEJM, CARNEIRO, NICOLA JORGE","Coluna/Columna; 15(3); 175-180","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300175&lang=pt" 
"S1808-18512016000300244-scl","GUILLAIN-BARRE SYNDROME AS A DIFFERENTIAL DIAGNOSIS OF LOW BACK PAIN SYNDROME","JIMÉNEZ AVILA, JOSÉ MARÍA, ACEVES PÉREZ, ALBERTO, GONZÁLEZ CISNEROS, ARELHI CATALINA, GUZMÁN GUZMÁN, JOSÉ LUIS","Coluna/Columna; 15(3); 244-247","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300244&lang=pt" 
"S1808-18512016000300230-scl","PATIENTS WITH SPINAL METASTASIS SUBMITTED TO NEUROLOGICAL DECOMPRESSION AND STABILIZATION","ANDRADE NETO, JADER DE, FONTES, BRUNO PINTO COELHO, MACEDO, RODRIGO D&#039;ALESSANDRO, SIMÕES, CHRISTIANO ESTEVES","Coluna/Columna; 15(3); 230-234","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300230&lang=pt" 
"S1808-18512016000300181-scl","EVALUATION OF THE RESULTS OF THE USE OF VEPTR IN PATIENTS WITH SCOLIOSIS","ARAÚJO, JOÃO PAULO SILVA, FERREIRA, MARCOS ANDRÉ COSTA, PEREIRA, ANDRÉ FLAVIO FREIRE, RANGEL, TULIO ALBUQUERQUE DE MOURA, MEDEIROS, RODRIGO CASTRO DE, CABRAL, LUCIANO TEMPORAL BORGES","Coluna/Columna; 15(3); 181-185","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300181&lang=pt" 
"S1808-18512016000300219-scl","TRANSFORAMINAL CERVICAL NERVE ROOT BLOCK: OUTCOMES AND COMPLICATIONS","VIALLE, EMILIANO NEVES, VIALLE, LUIZ ROBERTO GOMES, GUASQUE, JOANA BRETAS CABRAL RONDON","Coluna/Columna; 15(3); 219-221","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300219&lang=pt" 
"S2236-89062016000300401-scl","Upper montane grassland structure within six subranges of Serra do Mar, Southern Brazil","Scheer, Maurício Bergamini, Mocochinski, Alan Yukio","Hoehnea; 43(3); 401-435","Hoehnea","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000300401&lang=pt" 
"S1806-00132016000300205-scl","Pain and associated symptoms: comparison between fibromyalgia and temporomandibular disorder","Andrade, Sandra Cristina, Souza, Renata Cavalcanti de, Silva, Euclécia Lopes Queiroz, Freitas, Rodrigo Pegado de Abreu, Lisboa, Lilian Lira, Dantas, Hárrison de Almeida","Revista Dor; 17(3); 205-209","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300205&lang=pt" 
"S0004-28032016000300192-scl","ENDOSCOPIC GASTRIC SUBMUCOSAL DISSECTION: experimental comparative protocol between standard technique and Hybrid-Knife(r)","MENDONÇA, Ernesto Quaresma, ZURETTI, Lucas Snioka, PANZANI, Thiago, SULBARAN, Marianny, SAKAI, Christiano Makoto, SAKAI, Paulo","Arquivos de Gastroenterologia; 53(3); 192-195","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300192&lang=pt" 
"S0004-28032016000300141-scl","RELIABILITY OF BARR, LEECH, AND BLETHYN SCORE IN USING OF PLAIN RADIOGRAPHY IN DETERMINING FECAL IMPACTION IN CHILDREN WITH AND WITHOUT CONSTIPATION","REZAZADEH, Afshin, JAVAHERIZADEH, Hazhir, CHAHARDAHCHERIK, Farzaneh, YAVARAHMADI, Mohammad Hossein, SADJADEI, Nooshin, TAHMASEBI, Morteza","Arquivos de Gastroenterologia; 53(3); 141-145","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300141&lang=pt" 
"S1679-87592016000300309-scl","Coastal Vulnerability Assessment using geoindicators: case study of Rio Grande do Sul coastline","Souza, Priscila Emerich, Nicolodi, João Luiz","Brazilian Journal of Oceanography; 64(3); 309-322","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000300309&lang=pt" 
"S1679-87592016000300217-scl","Distribution of the species of Lucifer Thompson, 1829 in the subtropical South Atlantic between parallels 20º and 30ºs","Marafon-Almeida, André, Pereira, Juliano Bicalho, Fernandes, Luiz Fernando Loureiro","Brazilian Journal of Oceanography; 64(3); 217-226","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000300217&lang=pt" 
"S1679-87592016000300239-scl","Macrobenthos of the coastal Budi Lagoon, southern Chile: Changes associated with seasonal environmental variation","Bertrán, Carlos, Fierro, Pablo, Encalada, Elizabeth, Peña-Cortés, Fernando, Tapia, Jaime, Hauenstein, Enrique, Vargas-Chacoff, Luis","Brazilian Journal of Oceanography; 64(3); 239-248","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000300239&lang=pt" 
"S0004-28032016000300196-scl","SAFETY OF MANNITOL USE IN BOWEL PREPARATION: a prospective assessment of intestinal methane (CH4) levels during colonoscopy after mannitol and sodium phosphate (NaP) bowel cleansing","PAULO, Gustavo Andrade de, MARTINS, Fernanda Prata Borges, MACEDO, Erika Pereira de, GONÇALVES, Manoel Ernesto Peçanha, FERRARI, Angelo Paulo","Arquivos de Gastroenterologia; 53(3); 196-202","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300196&lang=pt" 
"S0004-28032016000300180-scl","HIV AND HEPATITIS C VIRUS COINFECTION. WHO IS THIS PATIENT TODAY?","ANTONELLO, Vicente Sperb, ANTONELLO, Ivan Carlos Ferreira, ZALTRON, Rosana Ferrazza, TOVO, Cristiane Valle","Arquivos de Gastroenterologia; 53(3); 180-184","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300180&lang=pt" 
"S0004-28032016000300129-scl","MULTICHANNEL INTRALUMINAL IMPEDANCE AND pH","DOMINGUES, Gerson","Arquivos de Gastroenterologia; 53(3); 129-129","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300129&lang=pt" 
"S0004-28032016000300185-scl","SEQUENCE SIMILARITY BETWEEN THYROID SELF-PROTEIN AND HEPATITIS C VIRUS POLYPROTEIN: possible triggering mechanism of autoimmune thyroiditis","SOUSA, Maristella de Araújo Carvalho, PARANÁ, Raymundo, ANDRADE, Luís Jesuíno de Oliveira","Arquivos de Gastroenterologia; 53(3); 185-191","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300185&lang=pt" 
"S1679-87592016010500001-scl","Corais de águas turvas e o desafio das mudanças climáticas globais","Winter, Ana Paula Martins","Brazilian Journal of Oceanography; 64(3); 1-1","Brazilian Journal of Oceanography","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016010500001&lang=pt" 
"S1806-00132016000300157-scl","Nocebo and pain: adverse effects of excessive information","Fagundes, Felipe Ribeiro Cabral, Reis, Felipe J. J., Cabral, Cristina Maria Nunes","Revista Dor; 17(3); 157-158","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300157&lang=pt" 
"S1806-00132016000300215-scl","Will you give birth in pain? Integrative review of obstetric violence in Brazilian public units","Martins, Aline de Carvalho, Barros, Geiza Martins","Revista Dor; 17(3); 215-218","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300215&lang=pt" 
"S0004-28032016000300212-scl","IS ARFI A USEFUL TOOL FOR NON-INVASIVE EVALUATION OF LIVER STIFFNESS IN NONALCOHOLIC FATTY LIVER DISEASE AND HEPATITIS C?","OZTURKER, Coskun, KARAGOZ, Ergenekon, SILDIROGLU, Huseyin Onur","Arquivos de Gastroenterologia; 53(3); 212-212","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300212&lang=pt" 
"S0004-28032016000300203-scl","RELIABILITY OF THE FATIGUE SEVERITY SCALE IN CIRRHOTIC AND CORRELATION WITH DEPRESSION AND QUALITY OF LIFE: preliminary assessment","ROSSI, Danusa, GALANT, Lucas Homercher, MARRONI, Claudio Augusto","Arquivos de Gastroenterologia; 53(3); 203-205","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300203&lang=pt" 
"S1806-00132016000300223-scl","Effectiveness of acupuncture for temporomandibular disorders and associated symptoms","Garbelotti, Thânia Orlando, Turci, Andressa Mendonça, Serigato, Julia Maria V. do Amaral, Pizzol, Karina Eiras Dela Coleta, Franco-Micheloni, Ana Lúcia","Revista Dor; 17(3); 223-227","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300223&lang=pt" 
"S1806-00132016000300159-scl","Acute chest pain intensity in a cardiopulmonary emergency unit","Leite, Ana Cláudia de Souza, Farias, Luis Gustavo Oliveira, Nogueira, Amaurilio Oliveira, Chaves, Edna Maria Camelo","Revista Dor; 17(3); 159-163","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300159&lang=pt" 
"S1806-00132016000300232-scl","Infrared thermography to evaluate pain in a multiple sclerosis patient. Case report","Papaléo, Rosa Maria, Teixeira, Manoel Jacobsen, Brioschi, Marcos Leal","Revista Dor; 17(3); 232-235","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300232&lang=pt" 
"S1806-00132016000300164-scl","Psychosocial job factors and chronic pain: analysis in two municipal schools in Serrana/SP","Silva, Keyla Neves da, Dutra, Fabiana Caetano Martins Silva e","Revista Dor; 17(3); 164-170","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300164&lang=pt" 
"S1806-00132016000300236-scl","Ear acupuncture associated to home self-care in the treatment of chronic temporomandibular disorders in women. Case reports","Bontempo, Giovanna Gorgatti, Melo, Priscila Borges Gobbo de, Pizzol, Karina Eiras Dela Coleta, Franco-Micheloni, Ana Lúcia","Revista Dor; 17(3); 236-240","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300236&lang=pt" 
"S1806-00132016000300188-scl","Kinesiophobia and associated factors in elderly females with chronic musculoskeletal pain: pilot study","Silva, Natalia Santos da, Abreu, Sandra Souza Ehms de, Suassuna, Patricia Diógenes","Revista Dor; 17(3); 188-191","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300188&lang=pt" 
"S1806-00132016000300171-scl","Relationship between temporomandibular disorder symptoms signs and Burnout syndrome among dentistry students","Magri, Laís Valencise, Melchior, Melissa Oliveira, Jarina, Larissa, Simonaggio, Flávia Fanchiotti, Bataglion, César","Revista Dor; 17(3); 171-177","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300171&lang=pt" 
"S1806-00132016000300183-scl","Physical activity level and self-reported musculoskeletal pain perception among older males","Corrêa, Leandro Quadro, Rombaldi, Airton José, Silva, Marcelo Cozzensa da","Revista Dor; 17(3); 183-187","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300183&lang=pt" 
"S1806-00132016000300210-scl","Evaluation of nociception and edema in experimental sciatic nerve compression model in Wistar rats treated with cryotherapy","Karvat, Jhenifer, Kakihata, Camila Mayumi Martin, Vieira, Lizyana, Antunes, Juliana Sobral, Ribeiro, Lucinéia de Fátima Chasko, Bertolini, Gladson Ricardo Flor","Revista Dor; 17(3); 210-214","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300210&lang=pt" 
"S1806-00132016000300178-scl","Pain in onco-hematologic patients and its association with analgesia","Barbosa, Isadora Marques, Sales, Diane Sousa, Oliveira, Lidiane Marha de Souza, Sampaio, Damiana Vieira, Milhome, Anny Giselly","Revista Dor; 17(3); 178-182","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300178&lang=pt" 
"S1806-00132016000300192-scl","Physiotherapeutic treatment Schedule for chronic low back pain: influence on pain, quality of life and functional capacity","Arins, Mariana Regina, Murara, Nicole, Bottamedi, Xayani, Ramos, Juliano dos Santos, Woellner, Simone Suzuki, Soares, Antonio Vinicius","Revista Dor; 17(3); 192-196","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300192&lang=pt" 
"S1806-00132016000300201-scl","Prevalence of chronic pain among elderly living in a city of Northern Rio Grande do Sul","Rodrigues, Daniel, Lini, Ezequiel Vitório, Mascarelo, Andréia, Portella, Marilene Rodrigues, Doring, Marlene","Revista Dor; 17(3); 201-204","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000300201&lang=pt" 
"S0004-28032016000300156-scl","MICROBIOLOGICAL ANALYSIS OF BILE IN PATIENTS WITH BENIGN AND MALIGNANT BILIOPANCREATIC DISEASES AND ITS CONSEQUENCES","ALVES, José Roberto, SILVA, Rodrigo do Carmo, GUERRA, Sâmea Costa Pinheiro, FREITAS, Tiago Tavares de, SOUZA, Dyego Leandro Bezerra de, AMICO, Enio Campos","Arquivos de Gastroenterologia; 53(3); 156-162","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300156&lang=pt" 
"S0004-28032016000300169-scl","IS RESECTION OF HEPATOCELLULAR CARCINOMA IN THE ERA OF LIVER TRANSPLANTATION WORTHWILE? A single center experience","HERMAN, Paulo, LOPES, Felipe de Lucena Moreira, KRUGER, Jaime Arthur Pirola, FONSECA, Gilton Marques, JEISMANN, Vagner Birk, COELHO, Fabricio Ferreira","Arquivos de Gastroenterologia; 53(3); 169-174","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300169&lang=pt" 
"S0004-28032016000300206-scl","THERAPIES FOR CROHN&#039;S DISEASE: a clinical update","SOBRADO, Carlos Walter, LEAL, Raquel Franco, SOBRADO, Lucas Faraco","Arquivos de Gastroenterologia; 53(3); 206-211","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000300206&lang=pt" 
"S1679-87592016000300249-scl","Comparative performance of the mussels Perna perna and Perna viridis, cultivated at four different depths","García, Marielyn, Seijo, César Lodeiros, Freites, Luis, Córdova, Henry, Suástegui, José Manuel Mazón, Babarro, José","Brazilian Journal of Oceanography; 64(3); 249-262","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000300249&lang=pt" 
"S1679-87592016000300227-scl","Spatiotemporal distribution of the benthic macrofauna in an urbanized subtropical estuary: environmental variations and anthropogenic impacts","Mattos, Pedro Rocha, Almeida, Tito César Marques de","Brazilian Journal of Oceanography; 64(3); 227-238","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000300227&lang=pt" 
"S1679-87592016000300295-scl","Fish assemblages in a coastal bay adjacent to a network of marine protected areas in southern Brazil","Cattani, André Pereira, Jorge, Fábio Gonçalves Daura, Ribeiro, Gisela Costa, Wedekin, Leonardo Liberali, Lopes, Paulo César de Azevedo Simões, Rupil, Gabriel Martín, Spach, Henry Louis","Brazilian Journal of Oceanography; 64(3); 295-308","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000300295&lang=pt" 
"S1679-87592016000300203-scl","Photosynthetic responses of corals Mussismilia harttii (Verrill, 1867) from turbid waters to changes in temperature and presence/absence of light","Winter, Ana Paula Martins, Chaloub, Ricardo Moreira, Duarte, Gustavo Adolpho Santos, Castro, Clovis Barreira e","Brazilian Journal of Oceanography; 64(3); 203-216","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000300203&lang=pt" 
"S1679-87592016000300263-scl","The circulation of the lower Capibaribe Estuary (Brazil) and its implications for the transport of scalars","Schettini, Carlos Augusto França, Miranda, Josineide B. de, Valle-Levinson, Arnoldo, Truccolo, Eliane C., Domingues, Ernesto C.","Brazilian Journal of Oceanography; 64(3); 263-276","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000300263&lang=pt" 
"S0004-282X2016000900723-scl","Effects of crocin on brain oxidative damage and aversive memory in a 6-OHDA model of Parkinson’s disease","Rajaei, Z, Hosseini, M, Alaei, H","Arquivos de Neuro-Psiquiatria; 74(9); 723-729","Arquivos de Neuro-Psiquiatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2016000900723&lang=pt" 
"S0256-95742016000900026-sza","Human brucellosis in South Africa: Public health and diagnostic pitfalls","Wojno, J M, Moodley, C, Pienaar, J, Beylis, N, Jacobsz, L, Nicol, M P, Rossouw, J, Bamford, C","SAMJ: South African Medical Journal; 106(9); 883-885","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900026&lang=pt" 
"S0256-95742016000900033-sza","The histological significance of atypical glandular cells on cervical cytology: Experience at Groote Schuur Hospital, Cape Town, South Africa","Hoffman, L D, Wu, H-T","SAMJ: South African Medical Journal; 106(9); 907-911","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900033&lang=pt" 
"S0004-282X2016000900775-scl","Kraepelin’s description of chronic mania: a clinical picture that meets the behavioral variant frontotemporal dementia phenotype","Gambogi, Leandro Boson, Guimarães, Henrique Cerqueira, Daker, Maurício Viotti, Souza, Leonardo Cruz de, Caramelli, Paulo","Arquivos de Neuro-Psiquiatria; 74(9); 775-777","Arquivos de Neuro-Psiquiatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2016000900775&lang=pt" 
"S0004-282X2016000900713-scl","Elastomers three-dimensional biomodels proven to be a trustworthy representation of the angiotomographic images","Leal, André Giacomelli, Pagnan, Leonardo Brancia, Kondo, Raphael Teruaki, Foggiatto, José Aguiomar, Agnoletto, Guilherme José, Ramina, Ricardo","Arquivos de Neuro-Psiquiatria; 74(9); 713-717","Arquivos de Neuro-Psiquiatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2016000900713&lang=pt" 
"S0004-282X2016000900761-scl","Abnormal eye movements in three types of chorea","Attoni, Tiago, Beato, Rogério, Pinto, Serge, Cardoso, Francisco","Arquivos de Neuro-Psiquiatria; 74(9); 761-766","Arquivos de Neuro-Psiquiatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2016000900761&lang=pt" 
"S0256-95742016000900035-sza","Effects of diabetes mellitus on health-related quality of life at a tertiary hospital in South Africa: A cross-sectional study","Daya, R, Bayat, Z, Raal, F J","SAMJ: South African Medical Journal; 106(9); 918-928","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900035&lang=pt" 
"S0004-282X2016000900701-scl","Sleep disorder investigation might be considered to be mandatory in attention deficit/hyperactivity disorder guideline","Henriques Filho, Paulo Sérgio Azeredo","Arquivos de Neuro-Psiquiatria; 74(9); 701-707","Arquivos de Neuro-Psiquiatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2016000900701&lang=pt" 
"S0004-282X2016000900693-scl","Olfactory dysfunction as a marker of multiple sclerosis progression","Pimentel, Maria Lucia Vellutini","Arquivos de Neuro-Psiquiatria; 74(9); 693-694","Arquivos de Neuro-Psiquiatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2016000900693&lang=pt" 
"S0256-95742016000900020-sza","&#039;Getting under our skin&#039;: Introducing banked allograft skin to burn surgery in South Africa","Allorto, N L, Rogers, A D, Rode, H","SAMJ: South African Medical Journal; 106(9); 865-866","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900020&lang=pt" 
"S0256-95742016000900010-sza","&#039;50 for 50&#039;: A celebration of 50 years of cancer research at the International Agency for Research on Cancer global conference in Lyon, France","Taljaard, Christine, Wright, Caradee Y","SAMJ: South African Medical Journal; 106(9); 844-846","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900010&lang=pt" 
"S0256-95742016000900029-sza","Three cases of intentional isoniazid overdose - a life-threatening condition","Stead, D F, Mason, C R","SAMJ: South African Medical Journal; 106(9); 891-892","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900029&lang=pt" 
"S0256-95742016000900013-sza","Two fatalities in Durban&#039;s multiple hospital strikes","Bateman, Chris","SAMJ: South African Medical Journal; 106(9); 849-849","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900013&lang=pt" 
"S0256-95742016000900028-sza","Neonatal tetanus associated with skin infection","Maharaj, M, Dungwa, N","SAMJ: South African Medical Journal; 106(9); 888-890","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900028&lang=pt" 
"S0256-95742016000900024-sza","Postoperative care: From a legal point of view, whose responsibility is it?","McQuoid-Mason, D J","SAMJ: South African Medical Journal; 106(9); 874-876","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900024&lang=pt" 
"S0256-95742016000900001-sza","The cannabis debate: Let&#039;s do the research","Farham, Bridget","SAMJ: South African Medical Journal; 106(9); 833-833","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900001&lang=pt" 
"S0256-95742016000900007-sza","Social justice and research using human biological material: A right to respond","Mahomed, S, Nöthling Slabbert, M, Pepper, M S","SAMJ: South African Medical Journal; 106(9); 841-841","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900007&lang=pt" 
"S0256-95742016000900006-sza","Clarifying the position statements of the Central Drug Authority Executive Committee","Stein, Dan J, Manyedi, Eva","SAMJ: South African Medical Journal; 106(9); 840-840","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900006&lang=pt" 
"S0256-95742016000900005-sza","Adding to the cannabis debate: Comment on various Central Drug Authority papers","Scott, Keith","SAMJ: South African Medical Journal; 106(9); 838-839","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900005&lang=pt" 
"S0256-95742016000900022-sza","CRISPR-Cas: Revolutionising genome engineering","Nicholson, S A, Pepper, M S","SAMJ: South African Medical Journal; 106(9); 870-871","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900022&lang=pt" 
"S0256-95742016000900004-sza","Position statement on cannabis: A step forwards","Stein, Dan J, Manyedi, Eva","SAMJ: South African Medical Journal; 106(9); 837-837","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900004&lang=pt" 
"S0256-95742016000900002-sza","Recognising and mitigating the risk of altitude-related illness","Hofmeyr, Ross, Meyer, Walther, James, Mike, De Decker, Rik","SAMJ: South African Medical Journal; 106(9); 834-835","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900002&lang=pt" 
"S0256-95742016000900011-sza","Cutting-edge ZAR120 million boost for SA&#039;s surgical skills","Bateman, Chris","SAMJ: South African Medical Journal; 106(9); 847-847","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900011&lang=pt" 
"S0256-95742016000900012-sza","&#039;Shamed&#039; Durban doctor claims ZAR20 million","Bateman, Chris","SAMJ: South African Medical Journal; 106(9); 848-848","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900012&lang=pt" 
"S0256-95742016000900009-sza","Effects of oestrogen on prepubescent children","Daubenton, François","SAMJ: South African Medical Journal; 106(9); 843-843","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900009&lang=pt" 
"S0256-95742016000900030-sza","Primary ethmoid sinus squamous cell carcinoma in a young adult man","Goncalves, N, Burnell, L A, Motakef, S, Modi, P C","SAMJ: South African Medical Journal; 106(9); 893-894","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000900030&lang=pt" 
