"S0100-40422011000200013-scl","Derivados citotóxicos de vitanolidos isolados das folhas de Acnistus arborescens","Minguzzi, Sandro, Barata, Lauro E. S., Cordell, Geoffrey A.","Química Nova; 34(2); 237-241","Química Nova","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000200013&lang=pt" 
"S0037-86822011000800009-scl","O controle da transmissão vetorial","Silveira, Antônio Carlos, Dias, João Carlos Pinto","Revista da Sociedade Brasileira de Medicina Tropical; 44(); 52-63","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000800009&lang=pt" 
"S0037-86822011000800010-scl","O controle da transmissão transfusional","Moraes-Souza, Helio, Ferreira-Silva, Márcia Maria","Revista da Sociedade Brasileira de Medicina Tropical; 44(); 64-67","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000800010&lang=pt" 
"S0037-86822011000800011-scl","Prevenção referente às modalidades alternativas de transmissão do trypanosoma cruzi no Brasil","Dias, João Carlos Pinto, Amato Neto, Vicente","Revista da Sociedade Brasileira de Medicina Tropical; 44(); 68-72","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000800011&lang=pt" 
"S0037-86822011000800012-scl","Programa de Controle da Doença de Chagas no estado de São Paulo, Brasil: o controle e a vigilância da transmissão vetorial","Silva, Eduardo Olavo da Rocha e, Rodrigues, Vera Lúcia Cortiço Corrêa, Silva, Rubens Antonio da, Wanderley, Dalva Marli Valério","Revista da Sociedade Brasileira de Medicina Tropical; 44(); 74-84","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000800012&lang=pt" 
"S0037-86822011000800013-scl","Programa de Controle da Doença de Chagas no Estado de São Paulo: aspectos soroepidemiológicos em microrregiões geográficas homogêneas","Carvalho, Maria Esther de, Silva, Rubens Antonio da, Wanderley, Dalva Marli Valério, Barata, José Maria Soares","Revista da Sociedade Brasileira de Medicina Tropical; 44(); 85-94","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000800013&lang=pt" 
"S0037-86822011000800014-scl","Programa de Controle da Doença de Chagas no Estado de São Paulo: aspectos sorológicos e entomológicos de inquéritos entre escolares de ensino fundamental","Carvalho, Maria Esther de, Silva, Rubens Antonio da, Wanderley, Dalva Marli Valério, Barata, José Maria Soares","Revista da Sociedade Brasileira de Medicina Tropical; 44(); 95-106","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000800014&lang=pt" 
"S0104-14282011000100001-scl","Mensagem do Presidente da ABPol","Álvares, Dellyo Ricardo S.","Polímeros; 21(1); E1-E1","Polímeros","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282011000100001&lang=pt" 
"S0104-14282011000100002-scl","Revista Polímeros: Ciência e Tecnologia","","Polímeros; 21(1); E4-E6","Polímeros","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282011000100002&lang=pt" 
"S0104-14282011000100006-scl","Estudo da polimerização do 2-metil, 1,3-butadieno via catalisadores lantanídicos: influência do tipo de alquilalumínio, da temperatura reacional e da concentração do catalisador","Simões, André L. C., Pires, Neusa M. T., Dolinsky, Mauro de C. B., Dias, Marco A. P., Coutinho, Fernanda M. B.","Polímeros; 21(1); 19-22","Polímeros","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282011000100006&lang=pt" 
"S0104-14282011000100007-scl","Comportamento das forças de aderência do adesivo selante de silicone e do mastic butílico","Costa, Wanderley da, Silva, Leonardo G. A., Wiebeck, Hélio","Polímeros; 21(1); 23-26","Polímeros","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282011000100007&lang=pt" 
"S0104-14282011000100015-scl","Estudo da reação entre polietileno glicol e resina epoxídica na presença de N,N-dimetilbenzilamina","Zacharuk, Mario, Becker, Daniela, Coelho, Luiz A. F., Pezzin, Sergio H.","Polímeros; 21(1); 73-77","Polímeros","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282011000100015&lang=pt" 
"S0100-40422011000300012-scl","Leaf and root volatiles produced by tissue cultures of Alpinia zerumbet (pers.) Burtt &amp; Smith under the influence of different plant growth regulators","Victório, Cristiane Pimentel, Kuster, Ricardo Machado, Lage, Celso Luiz Salgueiro","Química Nova; 34(3); 430-433","Química Nova","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000300012&lang=pt" 
"S0037-86822011000800008-scl","Síntese dos resultados dos inquéritos nacionais","Passos, Afonso Dinis Costa, Silveira, Antônio Carlos","Revista da Sociedade Brasileira de Medicina Tropical; 44(); 47-50","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000800008&lang=pt" 
"S0037-86822011000800016-scl","Os novos desafios e perspectivas futuras do controle","Silveira, Antônio Carlos","Revista da Sociedade Brasileira de Medicina Tropical; 44(); 122-124","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000800016&lang=pt" 
"S1665-20372011000100001-mex","Aprendiendo a competir: Alianzas electorales y margen de victoria en los estados mexicanos, 1988-2006","Reynoso, Diego","Política y gobierno; 18(1); 3-38","Política y gobierno","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-20372011000100001&lang=pt" 
"S1665-20372011000100002-mex","La política como profesión: Cambio partidario y transformación social de la élite política en Chile, 1961-2006","Cordero Vega, Rodrigo, Funk, Robert L.","Política y gobierno; 18(1); 39-71","Política y gobierno","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-20372011000100002&lang=pt" 
"S1665-20372011000100003-mex","El estado de la ciencia política en México: Un retrato empírico","Rivera, Mauricio, Salazar-Elena, Rodrigo","Política y gobierno; 18(1); 73-108","Política y gobierno","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-20372011000100003&lang=pt" 
"S1665-20372011000100004-mex","¿Cómo se formulan las políticas públicas en Chile?: Evidencia desde un estudio de caso","Olavarría Gambi, Mauricio, Navarrete Yáñez, Bernardo, Figueroa Huencho, Verónica","Política y gobierno; 18(1); 109-154","Política y gobierno","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-20372011000100004&lang=pt" 
"S1665-20372011000100005-mex","Entre lo posible y lo probable: La experiencia de la transición en México","Reveles Vázquez, Francisco","Política y gobierno; 18(1); 155-158","Política y gobierno","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-20372011000100005&lang=pt" 
"S1665-20372011000100006-mex","Presidentes y parlamentos: ¿Quién controla la actividad legislativa en América Latina?","González Tule, Luis A.","Política y gobierno; 18(1); 158-159","Política y gobierno","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-20372011000100006&lang=pt" 
"S1665-20372011000100008-mex","","Toyoda, Shin","Política y gobierno; 18(1); 163-165","Política y gobierno","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-20372011000100008&lang=pt" 
"S1807-59322011000300024-scl","Surgically-challenging chondrosarcomas of the chest wall: five-year follow-up at a single institution","Waisberg, Daniel Reis, Abrão, Fernando Conrado, Fernandez, Angelo, Terra, Ricardo Mingarini, Pêgo-Fernandes, Paulo Manuel, Jatene, Fabio Biscegli","Clinics; 66(3); 501-503","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300024&lang=pt" 
"S1807-59322011000300026-scl","Central mechanisms in burning mouth syndrome involving the olfactory nerve: a preliminary study","Siviero, Mariana, Teixeira, Manoel Jacobsen, Siqueira, José Tadeu Tesseroli de, Siqueira, Sílvia Regina Dowgan Tesseroli de","Clinics; 66(3); 509-512","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300026&lang=pt" 
"S1807-59322011000300025-scl","Attention and memory of medical residents after a night on call: a cross-sectional study","Suozzo, Aida Cristina, Malta, Stella Maria, Gil, Gislaine, Tintori, Fabiana, Lacerda, Shirley Silva, Nogueira-Martins, Luiz Antonio","Clinics; 66(3); 505-508","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300025&lang=pt" 
"S1807-59322011000300027-scl","Alopecia areata incognita","Molina, Luciana, Donati, Aline, Valente, Neusa S. Y, Romiti, Ricardo","Clinics; 66(3); 513-515","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300027&lang=pt" 
"S1807-59322011000300029-scl","Thiocolchicoside-induced liver injury","Efe, Cumali, Purnak, Tugrul, Ozaslan, Ersan, Milanlioglu, Aysel","Clinics; 66(3); 521-522","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300029&lang=pt" 
"S1807-59322011000300002-scl","Work-related injuries among physiotherapists in public hospitals: a Southeast Asian picture","Nordin, Nor Azlin M, Leonard, Joseph H, Thye, Ng Chuen","Clinics; 66(3); 373-378","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300002&lang=pt" 
"S1807-59322011000300004-scl","Risk factors for early treatment discontinuation in patients with obsessive-compulsive disorder","Diniz, Juliana Belo, Malavazzi, Dante Marino, Fossaluza, Victor, Belotto-Silva, Cristina, Borcato, Sonia, Pimentel, Izabel, Miguel, Euripedes Constantino, Shavitt, Roseli Gedanke","Clinics; 66(3); 387-393","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300004&lang=pt" 
"S1807-59322011000300006-scl","Neuromuscular electrical stimulation improves exercise tolerance in chronic obstructive pulmonary disease patients with better preserved fat-free mass","Nápolis, Lara Maris, Dal Corso, Simone, Neder, José Alberto, Malaguti, Carla, Gimenes, Ana Cristina Oliveira, Nery, Luiz Eduardo","Clinics; 66(3); 401-406","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300006&lang=pt" 
"S1807-59322011000300011-scl","Respiratory outcomes and atopy in school-age children who were preterm at birth, with and without bronchopulmonary dysplasia","Guimarães, Hercília, Rocha, Gustavo, Pissarra, Susana, Guedes, Maria Beatriz, Nunes, Teresa, Vitor, Bonito","Clinics; 66(3); 425-430","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300011&lang=pt" 
"S1807-59322011000300015-scl","An analysis of 214 cases of rib fractures","Karadayi, Sule, Nadir, Aydin, Sahin, Ekber, Celik, Burcin, Arslan, Sulhattin, Kaptanoglu, Melih","Clinics; 66(3); 449-451","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300015&lang=pt" 
"S1807-59322011000300009-scl","What necessitates the conversion to open cholecystectomy? A retrospective analysis of 5164 consecutive laparoscopic operations","Genc, Volkan, Sulaimanov, Marlen, Cipe, Gokhan, Basceken, Salim Ilksen, Erverdi, Nezih, Gurel, Mehmet, Aras, Nusret, Hazinedaroglu, Selcuk M","Clinics; 66(3); 417-420","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300009&lang=pt" 
"S1807-59322011000300020-scl","Effects of spironolactone in spontaneously hypertensive adult rats subjected to high salt intake","Baldo, Marcelo Perim, Zaniqueli, Divanei, Forechi, Ludimila, Machado, Rebeca Caldeira, Rodrigues, Sérgio Lamêgo, Mill, José Geraldo","Clinics; 66(3); 477-482","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300020&lang=pt" 
"S1807-59322011000300022-scl","Periosteum as a source of mesenchymal stem cells: the effects of TGF-β3 on chondrogenesis","Mara, Cristiane Sampaio de, Sartori, Angélica Rossi, Duarte, Adriana Silva, Andrade, Andre Luis Lugani, Pedro, Marcio Amaral Camargo, Coimbra, Ibsen Bellini","Clinics; 66(3); 487-492","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300022&lang=pt" 
"S0211-69952011000100001-esp","World Kidney Day 2011: Protect Your Kidneys, Save Your Heart","Coucer, W.G., Riella, M.C.","Nefrología (Madrid); 31(1); 1-4","Nefrología (Madrid)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952011000100001&lang=pt" 
"S1807-59322011000300010-scl","Leakage tests reduce the frequency of biliary fistulas following hydatid liver cyst surgery","Kayaalp, Cuneyt, Aydin, Cemalettin, Olmez, Aydemir, Isik, Sevil, Yilmaz, Sezai","Clinics; 66(3); 421-424","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300010&lang=pt" 
"S0211-69952011000100002-esp","Proyecto NEFRONA: banco de datos de libre utilización","Fernández, E., Martínez Castelao, A.","Nefrología (Madrid); 31(1); 5-8","Nefrología (Madrid)","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952011000100002&lang=pt" 
"S1665-20372011000100007-mex","","McCruden, Cory","Política y gobierno; 18(1); 159-163","Política y gobierno","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-20372011000100007&lang=pt" 
"S1807-59322011000300005-scl","Incidence and recurrence of acute otitis media in Taiwan&#039;s pediatric population","Wang, Pa-Chun, Chang, Ya-Hui, Chuang, Li-Ju, Su, Hui-Fang, Li, Chung-Yi","Clinics; 66(3); 395-399","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300005&lang=pt" 
"S1681-150X2011000100001-sza","Change","van Niekerk, J","SA Orthopaedic Journal; 10(1); 4-4","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100001&lang=pt" 
"S1681-150X2011000100002-sza","Blood transfusion in orthopaedic surgery","Walters, J","SA Orthopaedic Journal; 10(1); 6-8","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100002&lang=pt" 
"S1681-150X2011000100003-sza","11th International Federation of Societies for Surgery of the Hand Congress, Seoul, South Korea: 31 october - 4 november 2010","Mennen, U","SA Orthopaedic Journal; 10(1); 10-11","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100003&lang=pt" 
"S1681-150X2011000100004-sza","Cervical PEEK cage standalone fusion: the issue of subsidence","Dunn, RN, Pretorius, C","SA Orthopaedic Journal; 10(1); 25-29","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100004&lang=pt" 
"S1681-150X2011000100005-sza","Surgery for myelopathy in spinal deformity","Garrett, BR, Dunn, RN","SA Orthopaedic Journal; 10(1); 30-34","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100005&lang=pt" 
"S1681-150X2011000100006-sza","Acute traumatic cervical spinal cord injuries: correlating MRI findings with neurological outcome","ter Haar, M, Naidoo, SM, Govender, S, Parag, P, Esterhuizen, TM","SA Orthopaedic Journal; 10(1); 35-41","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100006&lang=pt" 
"S1681-150X2011000100007-sza","Thirty three years of clinical experience with crosslinking of polyethylene in cemented total hip replacement","Grobbelaar, CJ, Weber, FA, du Plessis, TA","SA Orthopaedic Journal; 10(1); 42-48","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100007&lang=pt" 
"S1681-150X2011000100008-sza","Longterm evaluation of polyethylene wear in total hip replacement: a statistical analysis of the association between the degree of wear versus pain, interface change, osteolysis and implant failure","Grobbelaar, CJ, du Plessis, TA, Steffens, FE, van der Linde, MJ","SA Orthopaedic Journal; 10(1); 49-56","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100008&lang=pt" 
"S1681-150X2011000100009-sza","Analysis of wear-related failures in long-term follow-up of crosslinked polyethylene hip sockets","Grobbelaar, CJ, du Plessis, TA, Steffens, FE, van der Linde, MJ","SA Orthopaedic Journal; 10(1); 58-65","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100009&lang=pt" 
"S1681-150X2011000100010-sza","Ultrasound and the shoulder surgeon","de Beer, J, van Rooyen, K, van der Bracht, H","SA Orthopaedic Journal; 10(1); 66-70","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100010&lang=pt" 
"S1681-150X2011000100011-sza","What about the right to a good name?","van den Bout, AH","SA Orthopaedic Journal; 10(1); 71-72","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100011&lang=pt" 
"S1681-150X2011000100012-sza","Do some of the newer COX-2 inhibitors cross-react with sulfonamide antibiotics? An overview","Muntingh, GL","SA Orthopaedic Journal; 10(1); 73-76","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100012&lang=pt" 
"S1681-150X2011000100013-sza","","","SA Orthopaedic Journal; 10(1); 77-79","SA Orthopaedic Journal","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2011000100013&lang=pt" 
"S0211-69952011000100009-esp","Oral nicotinamide reduces serum phosphorus, increases HDL, and induces thrombocytopenia in hemodialysis patients: a double-blind randomized clinical trial","Shahbazian, H., Zafar Mohtashami, A., Ghorbani, A., Abbaspour, M.R., Belladi Musavi, S.S., Hayati, F., Lashkarara, G. R.","Nefrología (Madrid); 31(1); 58-65","Nefrología (Madrid)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952011000100009&lang=pt" 
"S1807-59322011000300028-scl","Psychological Treatment for Sleepwalking: two case reports","Conway, Silvia G, Castro, Laura, Lopes-Conceição, Maria Cecília, Hachul, Helena, Tufik, Sergio","Clinics; 66(3); 517-520","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300028&lang=pt" 
"S1807-59322011000300001-scl","Influence of patellofemoral pain syndrome on plantar pressure in the foot rollover process during gait","Aliberti, Sandra, Costa, Mariana de S.X, Passaro, Anice de Campos, Arnone, Antônio Carlos, Hirata, Rogério, Sacco, Isabel C. N","Clinics; 66(3); 367-372","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300001&lang=pt" 
"S1807-59322011000300003-scl","Ocular findings in patients with systemic sclerosis","Gomes, Beatriz de A. F, Santhiago, Marcony R, Magalhães, Priscilla, Kara-Junior, Newton, Azevedo, Mário N. L. de, Moraes Jr, Haroldo V","Clinics; 66(3); 379-385","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300003&lang=pt" 
"S1807-59322011000300007-scl","Nutritional and metabolic status of HIV-positive patients with lipodystrophy during one year of follow-up","Anjos, Eloísa Marchi dos, Pfrimer, Karina, Machado, Alcyone Artioli, Cunha, Selma Freire de Carvalho, Salomão, Roberta Garcia, Monteiro, Jacqueline Pontes","Clinics; 66(3); 407-410","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300007&lang=pt" 
"S1807-59322011000300008-scl","Wilson&#039;s disease in southern Brazil: a 40-year follow-up study","Bem, Ricardo Schmitt de, Muzzillo, Dominique Araujo, Deguti, Marta Mitiko, Barbosa, Egberto Reis, Werneck, Lineu César, Teive, Hélio Afonso Ghizoni","Clinics; 66(3); 411-416","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300008&lang=pt" 
"S1807-59322011000300012-scl","Parathyroidectomy after kidney transplantation: short-and long-term impact on renal function","Ferreira, Gustavo Fernandes, Montenegro, Fabio Luiz de Menezes, Machado, David Jose, Ianhez, Luiz Estevam, Nahas, William Carlos, David-Neto, Elias","Clinics; 66(3); 431-435","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300012&lang=pt" 
"S1807-59322011000300013-scl","B-type natriuretic peptide as a predictor of anterior wall location in patients with non-ST-elevation myocardial infarction","Ramos, Rogério Bicudo, Strunz, Célia M, Avakian, Solange Desirée, Ramires, José Antonio, Mansur, Antonio de Padua","Clinics; 66(3); 437-441","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300013&lang=pt" 
"S1807-59322011000300014-scl","Breast ultrasound diagnostic performance and outcomes for mass lesions using Breast Imaging Reporting and Data System category 0 mammogram","Zanello, Paulo Almazy, Robim, Andre Felipe Cica, Oliveira, Tatiane Mendes Gonçalves de, Elias Junior, Jorge, Andrade, Jurandyr Moreira de, Monteiro, Carlos Ribeiro, Sarmento Filho, Joaquim Moraes, Carrara, Helio Humberto Angotti, Muglia, Valdair Francisco","Clinics; 66(3); 443-448","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300014&lang=pt" 
"S1807-59322011000300016-scl","Cardiovascular and autonomic responses after exercise sessions with different intensities and durations","Casonatto, Juliano, Tinucci, Taís, Dourado, Antônio Carlos, Polito, Marcos","Clinics; 66(3); 453-458","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300016&lang=pt" 
"S1807-59322011000300017-scl","Cardiovascular responses to passive static flexibility exercises are influenced by the stretched muscle mass and the Valsalva maneuver","Farinatti, Paulo T. V, Soares, Pedro P. S, Monteiro, Walace D, Duarte, Antonio F. A, Castro, Luis A. Viveiros de","Clinics; 66(3); 459-464","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300017&lang=pt" 
"S1807-59322011000300018-scl","Angiogenesis in the progression of cutaneous squamous cell carcinoma: an immunohistochemical study of endothelial markers","Florence, Michelle Etienne Baptistella, Massuda, Juliana Yumi, Bröcker, Eva-Bettina, Metze, Konradin, Cintra, Maria Letícia, Souza, Elemir Macedo de","Clinics; 66(3); 465-468","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300018&lang=pt" 
"S1807-59322011000300021-scl","An experimental model to study the effects of a senna extract on the blood constituent labeling and biodistribution of a radiopharmaceutical in rats","Souza, Deise Elizabeth, Pereira, Marcia Oliveira, Bernardo, Luciana Camargo, Carmo, Fernanda Santos, Fonseca, Adenilson de Souza da, Bernardo-Filho, Mario","Clinics; 66(3); 483-486","Clinics","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322011000300021&lang=pt" 
"S0031-10492011000400001-scl","Nuevos registros de squamata (reptilia) para el pleistoceno superior del norte de la provincia de Buenos Aires, Argentina","Agnolin, Federico, Jofré, Guillermo","Papéis Avulsos de Zoologia (São Paulo); 51(4); 49-58","Papéis Avulsos de Zoologia (São Paulo)","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492011000400001&lang=pt" 
"S0031-10492011000500001-scl","A systematic review of diapoma (teleostei: characiformes: characidae: stevardiinae: diapomini) with descriptions of two new species from southern Brazil","Menezes, Naércio A., Weitzman, Stanley H.","Papéis Avulsos de Zoologia (São Paulo); 51(5); 59-82","Papéis Avulsos de Zoologia (São Paulo)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492011000500001&lang=pt" 
"S1413-81232011000700052-scl","Criação de banco de dados para sustentação da pós-eliminação em hanseníase","Paschoal, Vânia Del Arco, Nardi, Susilene Maria Tonelli, Cury, Maria Rita de Cássia Oliveira, Lombardi, Clovis, Virmond, Marcos da Cunha Lopes, Silva, Renée Matar Dourado Neta da, Paschoal, José Antonio Armani, Magalhais, Lílian Carla, Conte, Ellen Carolina Marques, Kubota, Rosina Maria Martins, Soubhia, Rosa Maria Cordeiro","Ciência &amp; Saúde Coletiva; 16(); 1201-1210","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700052&lang=pt" 
"S1413-81232011000700053-scl","Sistema de informações sobre nascidos vivos: um estudo de revisão","Paiva, Natália Santana, Coeli, Claudia Medina, Moreno, Arlinda Barbosa, Guimarães, Raphael Mendonça, Camargo Júnior, Kenneth Rochel de","Ciência &amp; Saúde Coletiva; 16(); 1211-1220","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700053&lang=pt" 
"S1413-81232011000700056-scl","Avaliação da qualidade da informação: linkage entre SIM e SINASC em Jaboatão dos Guararapes (PE)","Ferreira, Jacyra Salucy Antunes, Vilela, Mirella Bezerra Rodrigues, Aragão, Paula Silva, Oliveira, Renata Almeida de, Tiné, Renata Ferreira","Ciência &amp; Saúde Coletiva; 16(); 1241-1246","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700056&lang=pt" 
"S1413-81232011000700070-scl","Adaptação transcultural do questionário HIV/AIDS-Target Quality of Life para avaliação da qualidade de vida em pacientes com HIV/aids","Moser, Ana Maria Martins, Traebert, Jefferson","Ciência &amp; Saúde Coletiva; 16(); 1357-1362","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700070&lang=pt" 
"S1413-81232011000700072-scl","A esquistossomose mansoni no contexto da política de saúde brasileira","Tibiriçá, Sandra Helena Cerrato, Guimarães, Frederico Baêta, Teixeira, Maria Teresa Bustamente","Ciência &amp; Saúde Coletiva; 16(); 1375-1381","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700072&lang=pt" 
"S1413-81232011000700076-scl","Estudo comparativo da concepção de saúde e doença entre estudantes de odontologia e ciências sociais de uma universidade pública no Estado do Rio de Janeiro","Torres, Myrna de Faria Magalhães, Carvalho, Fernanda Ribeiro, Martins, Marisa Drumond","Ciência &amp; Saúde Coletiva; 16(); 1409-1415","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700076&lang=pt" 
"S1413-81232011000700078-scl","Conhecimento dos clientes com tuberculose pulmonar e seus familiares sobre adesão ao tratamento e fatores associados, no município do Rio Grande (RS)","Costa, Silvana Monteiro, Mendoza-Sassi, Raúl Andrés, Teixeira, Tarso Pereira, Leivas, Vânia do Amaral, Cézar-Vaz, Marta Regina","Ciência &amp; Saúde Coletiva; 16(); 1427-1435","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700078&lang=pt" 
