"S0717-97072011000400016-chl","REACTION KINETICS OF METHANE COMBUSTION OVER La1-x Ca FeO3 PEROVSKITES","PECCHI, GINA, JILIBERTO, M. GRACIELA, DELGADO, EDUARDO J","Journal of the Chilean Chemical Society; 56(4); 895-900","Journal of the Chilean Chemical Society","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072011000400016&lang=pt" 
"S1132-12962011000300007-esp","Modalidad integral de atención de parto y su relación con el bienestar materno","Valenzuela Mujica, María Teresa, Uribe Torres, Claudia, Contreras Mejías, Aixa","Index de Enfermería; 20(4); 243-247","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300007&lang=pt" 
"S1132-12962011000300012-esp","Guía de buenas prácticas en Atención Primaria con perspectiva de género","Piqué Prado, Eva","Index de Enfermería; 20(4); 267-271","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300012&lang=pt" 
"S1135-57272011000600001-esp","La formación en España de médicos especialistas en Medicina Preventiva y Salud Pública","Villalbí, Joan R., Pérez-Albarracín, Gloria, Delgado-Rodríguez, Miguel","Revista Española de Salud Pública; 85(6); 507-512","Revista Española de Salud Pública","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272011000600001&lang=pt" 
"S1135-57272011000600006-esp","Autonomía clínica y de gestión: Percepción de los coordinadores de los centros de salud de Mallorca","Tamborero Cao, Gaspar, Gómez Nadal, Amalia, García Pineda, Atanasio, Miguélez Chamorro, Angélica, Canet Martorell, Rosa, Esteva Cantó, Magdalena","Revista Española de Salud Pública; 85(6); 569-581","Revista Española de Salud Pública","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272011000600006&lang=pt" 
"S1132-12962011000300003-esp","La relación entre las mujeres inmigrantes ecuatorianas climatéricas y los profesionales de la salud: una asignatura pendiente","Leyva-Moral, Juan M.","Index de Enfermería; 20(4); 224-228","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300003&lang=pt" 
"S1135-57272011000600007-esp","Comunicación de los resultados de la investigación observacional: análisis mediante la guía Strobe","Galera Llorca, Jordi, Lahoz Grillo, Raquel, Roig Loscertales, Francesc","Revista Española de Salud Pública; 85(6); 583-591","Revista Española de Salud Pública","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272011000600007&lang=pt" 
"S0102-71822011000300001-scl","Editorial","Maheirie, Kátia, Zanella, Andréa V., Toneli, Maria Juracy F.","Psicologia &amp; Sociedade; 23(3); 451-453","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300001&lang=pt" 
"S0102-71822011000300003-scl","Para uma arqueologia da psicologia social","Prado Filho, Kleber","Psicologia &amp; Sociedade; 23(3); 464-468","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300003&lang=pt" 
"S0102-71822011000300017-scl","Percepções do sofrimento psíquico na obra de Patativa do Assaré","Carneiro, Henrique Figueiredo, Martins, Jose Clerton de Oliveira, Rocha, Henrique Pereira","Psicologia &amp; Sociedade; 23(3); 592-597","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300017&lang=pt" 
"S0102-71822011000300022-scl","Territórios em comum nas políticas públicas: psicologia e assistência social","Bastos, Christina Pinto da Silva, Rocha, Marisa Lopes da","Psicologia &amp; Sociedade; 23(3); 634-636","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300022&lang=pt" 
"S1135-57272011000600004-esp","La satisfacción de las necesidades de las personas dependientes de 60 años y más según proveedor de cuidado: España, 2008","Rogero-García, Jesús, Ahmed-Mohamed, Karim","Revista Española de Salud Pública; 85(6); 541-553","Revista Española de Salud Pública","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272011000600004&lang=pt" 
"S1135-57272011000600009-esp","Determinación de zonas isotérmicas y selección de estaciones meteorológicas representativas en Aragón como base para la estimación del impacto del cambio climático sobre la posible relación entre mortalidad y temperatura","Roldán García, Esther, Gómez Barrera, Manuel, Pino Otín, Mª Rosa, Esteban Pradas, Mariano, Díaz Jiménez, Julio","Revista Española de Salud Pública; 85(6); 603-610","Revista Española de Salud Pública","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272011000600009&lang=pt" 
"S1135-57272011000600003-esp","La diversificación y consolidación de los servicios sociales para las personas mayores en España y Suecia","Puga González, María Dolores, Sancho Castiello, Mayte, Tortosa Chuliá, María Ángeles, Malmberg, Bo, Sundström, Gerdt","Revista Española de Salud Pública; 85(6); 525-539","Revista Española de Salud Pública","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272011000600003&lang=pt" 
"S1135-57272011000600008-esp","Evaluación de dos estrategias de cribado de cáncer colorrectal: test inmunológico versus test bioquímico. Cataluña, 2008-2010","García Martínez, Montse, Binefa Rodríguez, Gemma, Milà Díaz, Núria, Rodríguez Moranta, Francisco, Gonzalo Diego, Núria, Muñoz Sánchez, Carmen, Espinàs Piñol, Josep Alfons, Borràs Andrés, Josep Maria, Moreno Aguado, Víctor","Revista Española de Salud Pública; 85(6); 593-602","Revista Española de Salud Pública","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272011000600008&lang=pt" 
"S1132-12962011000300002-esp","Factores contextuales en la percepción de la enfermedad mental severa en México, pautas para el cambio","Cruz Ortiz, Maribel, Pérez Rodríguez, Mª del Carmen, Jenaro Río, Cristina, Hernández Blanco, María Lourdes, Flores Robaina, Noelia","Index de Enfermería; 20(4); 219-223","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300002&lang=pt" 
"S1132-12962011000300014-esp","La soledad del periodista sanitario","Fernández Olleros, Susana","Index de Enfermería; 20(4); 276-277","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300014&lang=pt" 
"S1132-12962011000300017-esp","","","Index de Enfermería; 20(4); 287-288","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300017&lang=pt" 
"S0100-15742011000300003-scl","Educación secundaria Argentina: dinámicas de selección y diferenciación","Tiramonti, Guillermina","Cadernos de Pesquisa; 41(144); 692-709","Cadernos de Pesquisa","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300003&lang=pt" 
"S0100-15742011000300004-scl","La educación secundaria en la España democrática: antecedentes, problemas y perspectivas","Benítez, Manuel De Puelles","Cadernos de Pesquisa; 41(144); 710-731","Cadernos de Pesquisa","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300004&lang=pt" 
"S0100-15742011000300006-scl","Reflexão sobre alguns desafios do ensino médio no Brasil hoje","Krawczyk, Nora","Cadernos de Pesquisa; 41(144); 752-769","Cadernos de Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300006&lang=pt" 
"S0100-15742011000300007-scl","Permanência e evasão na educação técnica de nível médio em Minas Gerais","Dore, Rosemary, Lüscher, Ana Zuleima","Cadernos de Pesquisa; 41(144); 770-789","Cadernos de Pesquisa","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300007&lang=pt" 
"S0100-15742011000300009-scl","O conselho técnico-científico da educação básica da capes e a formação docente","Scheibe, Leda","Cadernos de Pesquisa; 41(144); 812-825","Cadernos de Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300009&lang=pt" 
"S0100-15742011000300010-scl","Formação continuada de professores em alguns estados e municípios do Brasil","Davis, Claudia Leme Ferreira, Nunes, Marina Muniz Rossa, Almeida, Patrícia C. Albieri de, Silva, Ana Paula Ferreira da, Souza, Juliana Cedro de","Cadernos de Pesquisa; 41(144); 826-849","Cadernos de Pesquisa","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300010&lang=pt" 
"S0100-15742011000300011-scl","Cecília Meireles e o temário da escola nova","Cunha, Marcus Vinicius da, Souza, Aline Vieira de","Cadernos de Pesquisa; 41(144); 850-865","Cadernos de Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300011&lang=pt" 
"S0100-15742011000300013-scl","Carreiras de engenheiras em pesquisa científica e tecnológica: conquistas e desafios","Lombardi, Maria Rosa","Cadernos de Pesquisa; 41(144); 886-903","Cadernos de Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300013&lang=pt" 
"S0100-15742011000300014-scl","Pesquisa em Modelagem Matemática no Brasil: a caminho de uma metacompreensão","Bicudo, Maria Aparecida Viggiani, Klüber, Tiago Emanuel","Cadernos de Pesquisa; 41(144); 904-927","Cadernos de Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300014&lang=pt" 
"S0100-15742011000300015-scl","Famílias e alunos de origem africana no Maranhão do século XIX","Cruz, Mariléia dos Santos","Cadernos de Pesquisa; 41(144); 928-947","Cadernos de Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300015&lang=pt" 
"S0100-15742011000300016-scl","Diferença e desigualdade: dilemas docentes no ensino fundamental","Candau, Vera Maria, Leite, Miriam Soares","Cadernos de Pesquisa; 41(144); 948-967","Cadernos de Pesquisa","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300016&lang=pt" 
"S0100-15742011000300012-scl","Estado e educação em Martinho Lutero: a origem do direito à educação","Barbosa, Luciane Muniz Ribeiro","Cadernos de Pesquisa; 41(144); 866-885","Cadernos de Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300012&lang=pt" 
"S1517-86922011000600012-scl","Análise do modelo de avaliação física aplicado aos árbitros de futebol pela FIFA","Cerqueira, Matheus Santos, Silva, Alberto Inácio da, Marins, João Carlos Bouzas","Revista Brasileira de Medicina do Esporte; 17(6); 425-430","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000600012&lang=pt" 
"S1517-86922011000600013-scl","Reposição hormonal e exercício físico no tratamento da insuficiência cardíaca: revisão sistemática","Carvalho, Tales de, Mara, Lourenço Sampaio de, Ulbrich, Anderson","Revista Brasileira de Medicina do Esporte; 17(6); 431-434","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000600013&lang=pt" 
"S0080-62342011000800002-scl","Recursos humanos na atenção básica: investimento e força propulsora de produção","Maeda, Sayuri Tanaka, Moleiro, Priscilla Francescucci, Egry, Emiko Yoshikawa, Ciosak, Suely Itsuko","Revista da Escola de Enfermagem da USP; 45(spe2); 1651-1655","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800002&lang=pt" 
"S0080-62342011000800003-scl","As necessidades de saúde e vulnerabilidades de pessoas com tuberculose segundo as dimensões acesso, vínculo e adesão","Hino, Paula, Takahashi, Renata Ferreira, Bertolozzi, Maria Rita, Egry, Emiko Yoshikawa","Revista da Escola de Enfermagem da USP; 45(spe2); 1656-1660","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800003&lang=pt" 
"S0080-62342011000800004-scl","O panorama das internações por condições sensíveis à atenção primária em um distrito de São Paulo","Torres, Renata Laszlo, Rehem, Tania Cristina Morais Santa Bárbara, Egry, Emiko Yoshikawa, Ciosak, Suely Itsuko","Revista da Escola de Enfermagem da USP; 45(spe2); 1661-1666","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800004&lang=pt" 
"S0080-62342011000800005-scl","Excesso de peso e obesidade abdominal em mulheres atendidas em Unidade da Estratégia Saúde da Família","Cristóvão, Maria Fernanda, Sato, Ana Paula Sayuri, Fujimori, Elizabeth","Revista da Escola de Enfermagem da USP; 45(spe2); 1667-1672","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800005&lang=pt" 
"S0080-62342011000800006-scl","A saúde no cotidiano de jovens residentes em um bairro popular de Belo Horizonte, MG, Brasil","Horta, Natália de Cássia, Sena, Roseni Rosângela de","Revista da Escola de Enfermagem da USP; 45(spe2); 1673-1678","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800006&lang=pt" 
"S0080-62342011000800007-scl","Planejamento da gravidez: prevalência e aspectos associados","Borges, Ana Luiza Vilela, Cavalhieri, Fernanda Bigio, Hoga, Luiza Akiko Komura, Fujimori, Elizabeth, Barbosa, Luís Ricardo","Revista da Escola de Enfermagem da USP; 45(spe2); 1679-1684","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800007&lang=pt" 
"S0080-62342011000800008-scl","Portadores de tuberculose multirresistente em um centro de referência: perfil sócio-demográfico e clínico-epidemiológico","Ferreira, Kuitéria Ribeiro, Cavalcante, Edilma Gomes Rocha, De-La-Torre-Ugarte-Guanilo, Mónica Cecilia, Berti, Rosalinda Asenjo Lopez, Bertolozzi, Maria Rita","Revista da Escola de Enfermagem da USP; 45(spe2); 1685-1689","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800008&lang=pt" 
"S0080-62342011000800010-scl","A pesquisa e a articulação ensino-serviço na consolidação do Sistema Único de Saúde","Fortuna, Cinira Magali, Mishima, Silvana Martins, Matumoto, Silvia, Pereira, Maria José Bistafa, Ogata, Marcia Niituma","Revista da Escola de Enfermagem da USP; 45(spe2); 1696-1700","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800010&lang=pt" 
"S0080-62342011000800011-scl","Enfermagem em saúde coletiva: a construção do conhecimento crítico sobre a realidade de saúde","Chaves, Maria Marta Nolasco, Larocca, Liliana Müller, Peres, Aida Maris","Revista da Escola de Enfermagem da USP; 45(spe2); 1701-1704","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800011&lang=pt" 
"S0080-62342011000800012-scl","Prática alimentar nos dois primeiros anos de vida","Lima, Daniela Braga, Fujimori, Elizabeth, Borges, Ana Luiza Vilela, Silva, Margarida Maria Santana da","Revista da Escola de Enfermagem da USP; 45(spe2); 1705-1709","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800012&lang=pt" 
"S0080-62342011000800013-scl","Limites e possibilidades do trabalho do enfermeiro na estratégia saúde da família: em busca da autonomia","Pires, Maria Raquel Gomes Maia","Revista da Escola de Enfermagem da USP; 45(spe2); 1710-1715","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800013&lang=pt" 
"S0080-62342011000800014-scl","Adolescentes em cena: uma proposta educativa no campo da saúde sexual e reprodutiva","Souza, Vânia de","Revista da Escola de Enfermagem da USP; 45(spe2); 1716-1721","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800014&lang=pt" 
"S0080-62342011000800015-scl","Atención primaria en España y Cataluña: una perspectiva desde la enfermería","López, Carmen Caja","Revista da Escola de Enfermagem da USP; 45(spe2); 1722-1730","Revista da Escola de Enfermagem da USP","Inglês, Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800015&lang=pt" 
"S0080-62342011000800016-scl","A autonomia como necessidade estruturante para o enfrentamento da violência de gênero","Guedes, Rebeca Nunes, Fonseca, Rosa Maria Godoy Serpa da","Revista da Escola de Enfermagem da USP; 45(spe2); 1731-1735","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800016&lang=pt" 
"S0080-62342011000800017-scl","Validade aparente de um índice de vulnerabilidade das famílias a incapacidade e dependência","Amendola, Fernanda, Alvarenga, Márcia Regina Martins, Gaspar, Jaqueline Correia, Yamashita, Cintia Hitomi, Oliveira, Maria Amélia de Campos","Revista da Escola de Enfermagem da USP; 45(spe2); 1736-1742","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800017&lang=pt" 
"S0080-62342011000800018-scl","Possibilidades do WHOQOL-bref para a promoção da saúde na estratégia saúde da família","Chiesa, Anna Maria, Fracolli, Lislaine Aparecida, Zoboli, Elma Lourdes Pavone Campos, Maeda, Sayuri Tanaka, Castro, Danielle Freitas Alvim de, Barros, Débora Gomes, Ermel, Regina Célia, Chang, Katherine","Revista da Escola de Enfermagem da USP; 45(spe2); 1743-1747","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800018&lang=pt" 
"S0080-62342011000800019-scl","Avaliação cognitiva de pessoas idosas cadastradas na estratégia saúde da família: município do Sul de Minas","Faria, Elaine Cristina, Silva, Simone Aparecida da, Farias, Kleinne Rian Alves de, Cintra, Adriana","Revista da Escola de Enfermagem da USP; 45(spe2); 1748-1752","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800019&lang=pt" 
"S0080-62342011000800020-scl","Representações cotidianas: uma proposta de apreensão de valores sociais na vertente marxista de produção do conhecimento","Soares, Cássia Baldini, Santos, Vilmar Ezequiel dos, Campos, Célia Maria Sivalli, Lachtim, Sheila Aparecida Ferreira, Campos, Fernanda Cristina","Revista da Escola de Enfermagem da USP; 45(spe2); 1753-1757","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800020&lang=pt" 
"S0080-62342011000800021-scl","Desafios para a enfermagem no alcance das metas da atenção primária","Cubas, Marcia Regina","Revista da Escola de Enfermagem da USP; 45(spe2); 1758-1762","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800021&lang=pt" 
"S0080-62342011000800022-scl","Senescência e senilidade: novo paradigma na atenção básica de saúde","Ciosak, Suely Itsuko, Braz, Elizabeth, Costa, Maria Fernanda Baeta Neves A., Nakano, Nelize Gonçalves Rosa, Rodrigues, Juliana, Alencar, Rubia Aguiar, Rocha, Ana Carolina A. Leandro da","Revista da Escola de Enfermagem da USP; 45(spe2); 1763-1768","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800022&lang=pt" 
"S0080-62342011000800023-scl","Potencialidade do conceito de vulnerabilidade para a compreensão das doenças transmissíveis","Nichiata, Lúcia Yasuko Izumi, Bertolozzi, Maria Rita, Gryschek, Anna Luiza Pinho Lins, Araújo, Núbia Virginia DÁvila L. de, Padoveze, Maria Clara, Ciosak, Suely Itsuko, Takahashi, Renata Ferreira","Revista da Escola de Enfermagem da USP; 45(spe2); 1769-1773","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800023&lang=pt" 
"S0080-62342011000800024-scl","A formação superior de Enfermagem no Brasil: uma visão histórica","Leonello, Valéria Marli, Miranda Neto, Manoel Vieira de, Oliveira, Maria Amélia de Campos","Revista da Escola de Enfermagem da USP; 45(spe2); 1774-1779","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800024&lang=pt" 
"S0080-62342011000800025-scl","Gestão da atenção à saúde mental no Sistema Único de Saúde","Barros, Sônia, Salles, Mariana","Revista da Escola de Enfermagem da USP; 45(spe2); 1780-1785","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800025&lang=pt" 
"S0080-62342011000800026-scl","A perspectiva da enfermagem comunitária na atenção básica em Portugal","Henriques, Maria Adriana, Garcia, Elisa, Bacelar, Madalena","Revista da Escola de Enfermagem da USP; 45(spe2); 1786-1791","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800026&lang=pt" 
"S0080-62342011000800027-scl","A enfermagem como parceira solidária do Sistema Único de Saúde","Sena, Roseni Rosângela de, Silva, Kênia Lara da","Revista da Escola de Enfermagem da USP; 45(spe2); 1792-1796","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800027&lang=pt" 
"S0080-62342011000800028-scl","Ética e valores na prática profissional em saúde: considerações filosóficas, pedagógicas e políticas","Carvalho, Vilma de","Revista da Escola de Enfermagem da USP; 45(spe2); 1797-1802","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800028&lang=pt" 
"S0080-62342011000800029-scl","A enfermagem e a política nacional de formação dos profissionais de saúde para o SUS","Haddad, Ana Estela","Revista da Escola de Enfermagem da USP; 45(spe2); 1803-1809","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800029&lang=pt" 
"S0080-62342011000800030-scl","Home visitors and child health in England: advances and challenges","Cowley, Sarah","Revista da Escola de Enfermagem da USP; 45(spe2); 1810-1816","Revista da Escola de Enfermagem da USP","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800030&lang=pt" 
"S0100-15742011000300005-scl","Del desapego al desenganche y de este al fracaso escolar","Enguita, Mariano Fernández","Cadernos de Pesquisa; 41(144); 732-751","Cadernos de Pesquisa","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742011000300005&lang=pt" 
"S0080-62342011000800009-scl","Pesquisa de gênero na produção de enfermagem: contribuição do Grupo de Pesquisa Gênero, Saúde e Enfermagem da EEUSP","Fonseca, Rosa Maria Godoy Serpa da, Guedes, Rebeca Nunes, Zalaf, Marília Rita Ribeiro, Venâncio, Kelly Cristina Máxima Pereira","Revista da Escola de Enfermagem da USP; 45(spe2); 1690-1695","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000800009&lang=pt" 
"S0124-00642011000600013-col","Perfil epidemiológico de la oclusión dental en escolares de Envigado, Colombia","Urrego-Burbano, Paola A., Jiménez-Arroyave, Lina P., Londoño-Bolívar, Miguel Á., Zapata- Tamayo, Mario, Botero-Mariaca, Paola","Revista de Salud Pública; 13(6); 1010-1021","Revista de Salud Pública","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642011000600013&lang=pt" 
"S0124-00642011000600001-col","NECOBELAC apoya el acceso abierto, un camino para la ciencia abierta","","Revista de Salud Pública; 13(6); 881-882","Revista de Salud Pública","Inglês, Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642011000600001&lang=pt" 
"S0124-00642011000600002-col","Experiencia de implementación de un modelo de Atención Primaria","Ruiz-Rodríguez, Myriam, Acosta-Ramírez, Naydú, Rodríguez Villamizar, Laura A., Uribe, Luz M., León-Franco, Martha","Revista de Salud Pública; 13(6); 885-896","Revista de Salud Pública","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642011000600002&lang=pt" 
"S0124-00642011000600011-col","Prevalencia de infección por Demodex folliculorum en pacientes que acuden a consulta general de oftalmología","Galvis-Ramírez, Virgilio, Tello-Hernández, Alejandro, Álvarez-Osorio, Leonardo, Rey-Serrano, Juan J.","Revista de Salud Pública; 13(6); 990-997","Revista de Salud Pública","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642011000600011&lang=pt" 
"S2237-93632011000400004-scl","Evaluation of response to neoadjuvant treatment, by nuclear magnetic resonance, as a predictor of oncologic results and survival of patients with rectal cancer","Rêgo, Rodrigo Soares Napoleão do, Queiroz, Fábio Lopes de, Costa, Breno Xaia Martins da, Rabelo, Fernanda Elias Ferreira, Lamounier, Paulo Cesar de Carvalho, Silva, Luciana Costa, Alves Filho, Valdivino, Carmona, Maria Zuleime","Journal of Coloproctology (Rio de Janeiro); 31(4); 334-338","Journal of Coloproctology (Rio de Janeiro)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632011000400004&lang=pt" 
"S2237-93632011000400001-scl","Prognostic impact of the lymph node metastatic ratio on 5-year survival of patients with rectal cancer not submitted to preoperative chemoradiation","Jacomo, Alfredo Luiz, Martinez, Carlos Augusto Real, Serra, Marcia Milena Pivatto, Akamatsu, Flávia Emi, Pereira, José Aires, Andrade, Mauro Figueiredo Carvalho de, Margarido, Nelson Fontana","Journal of Coloproctology (Rio de Janeiro); 31(4); 311-324","Journal of Coloproctology (Rio de Janeiro)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632011000400001&lang=pt" 
"S2237-93632011000400003-scl","Body mass index as a predictor of complications and conversion in patients undergoing laparoscopic colectomy","Costa, Breno Xaia Martins da, Queiroz, Fábio Lopes de, Lamounier, Paulo César de Carvalho, Lacerda Filho, Antônio, Paiva, Rodrigo de Almeida, França, Paulo Rocha, Rego, Rodrigo Soares Napoleão do, Rabelo, Fernanda Elias Ferreira","Journal of Coloproctology (Rio de Janeiro); 31(4); 330-333","Journal of Coloproctology (Rio de Janeiro)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632011000400003&lang=pt" 
"S2237-93632011000400005-scl","Questionnaire assessment based on signs, symptoms and history in the prevention of colorectal cancer","Sousa, Walysson Alves Tocantins de, Fé, Leonardo Carvalho Moura, Monte, Lory Noronha de Castro","Journal of Coloproctology (Rio de Janeiro); 31(4); 339-345","Journal of Coloproctology (Rio de Janeiro)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632011000400005&lang=pt" 
"S2237-93632011000400010-scl","Non-Hodgkin lymphoma as a cause of acute intestinal obstruction/perforation in patients with adenocarcinoma of the sigmoidcolon: a case report","Basso, Marcelo Pandolfi, Christiano, Adriana Borgonovi, Guerrer, Letícia Vieira, Gonçalves-Filho, Francisco De Assis, Netinho, João Gomes","Journal of Coloproctology (Rio de Janeiro); 31(4); 378-381","Journal of Coloproctology (Rio de Janeiro)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632011000400010&lang=pt" 
