"S1851-31232013000300003-arg","Aimé Césaire ensayista: una lectura de toussaint louverture","Aiello, Francisco","Revista Pilquen; 16(2); -","Revista Pilquen","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-31232013000300003&lang=pt" 
"S1130-05582013000400006-esp","Malformación venosa intraósea primaria en hueso cigomático: actualización en criterios diagnósticos","Guijarro-Martínez, Raquel, Morales-Navarro, Juan Diego, Solís-García, Ignacio, Ventura-Martínez, Natalia, Marqués-Mateo, Mariano, Puche-Torres, Miguel","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 170-174","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400006&lang=pt" 
"S1130-05582013000400004-esp","Parálisis de Bell: reporte de un caso","León-Arcila, Miguel Evelio, Benzur-Alalus, David, Álvarez-Jaramillo, Jaime","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 162-166","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400004&lang=pt" 
"S1130-05582013000400003-esp","Efectividad del tratamiento profiláctico con dexametasona de 8 y 4 mg para controlar el edema poscirugía de terceros molares incluidos: ensayo clínico aleatorizado de grupos en paralelo","Olmedo de la Cruz Carranza, Holger, Asmat Abanto, Ángel Steven, Guerrero Guevara, Rember","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 157-161","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400003&lang=pt" 
"S1130-05582013000400009-esp","¿Cuál es su diagnóstico?","Encinas Bascones, Alejandro, González Corchón, Arantzazu, Núñez-Pozuelo, Blanca, Fernández Martin, M.E., Millón Cruz, Alejandrina, Calatayud Gastardi, Joaquín, Martín-Granizo, Rafael","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 186-187","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400009&lang=pt" 
"S1130-05582013000400008-esp","Temporomandibular joint prostheses: an alternative for impacted mandibular condyle in middle cranial fossa","Garcia-Guevara, Henry, Gavranich, Joao, Araujo-Moreira, Thais, Vasconcellos, Valquiria, Leandro, Luiz L.","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 181-185","Revista Española de Cirugía Oral y Maxilofacial","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400008&lang=pt" 
"S1870-54722013000400001-mex","Análisis de rentabilidad de la producción de maíz en la región de Tulancingo, Hidalgo, México","Ayala-Garay, Alma V., Schwentesius-Rindermann, Rita, de la O-Olán, Micaela, Preciado-Rangel, Pablo, Almaguer-Vargas, Gustavo, Rivas-Valencia, Patricia","Agricultura, sociedad y desarrollo; 10(4); 381-395","Agricultura, sociedad y desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-54722013000400001&lang=pt" 
"S1870-54722013000400002-mex","Caracterización y análisis de los sistemas de terrazas agrícolas en el Valle de Toluca, México","Pérez-Sánchez, José M., Juan-Pérez, José I.","Agricultura, sociedad y desarrollo; 10(4); 397-418","Agricultura, sociedad y desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-54722013000400002&lang=pt" 
"S1870-54722013000400004-mex","Distribución de la infraestructura para la pequeña irrigación en el campo poblano","Hernández-Rodríguez, María de Lourdes, Castellón Gómez, Juan J.","Agricultura, sociedad y desarrollo; 10(4); 433-441","Agricultura, sociedad y desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-54722013000400004&lang=pt" 
"S1870-54722013000400006-mex","El papel de la agricultura familiar en regiones agrarias frágiles y en el desarrollo rural: La cordillera del Tentzo, Puebla, México","Ramírez-Juárez, Javier","Agricultura, sociedad y desarrollo; 10(4); 459-477","Agricultura, sociedad y desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-54722013000400006&lang=pt" 
"S1870-54722013000400008-mex","Fauna silvestre de México: Aspectos históricos de su gestión y conservación","Medina-Torres, Salvador M.","Agricultura, sociedad y desarrollo; 10(4); 485-490","Agricultura, sociedad y desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-54722013000400008&lang=pt" 
"S1870-54722013000400007-mex","Las regiones naturales, étnicas y culturales de Puebla","Juárez-Sánchez, José P.","Agricultura, sociedad y desarrollo; 10(4); 479-483","Agricultura, sociedad y desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-54722013000400007&lang=pt" 
"S1870-54722013000400003-mex","Análisis microbiológico de leche de origen orgánico: atributos deseables para su transformación","Fuentes-Coto, Gerardo, Ruiz-Romero, Rocío A., Sánchez-Gómez, José I., Ávila-Ramírez, Dolores N., Escutia-Sánchez, Jorge","Agricultura, sociedad y desarrollo; 10(4); 419-432","Agricultura, sociedad y desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-54722013000400003&lang=pt" 
"S1870-54722013000400005-mex","Red de articulación institucional y organizacional para gestionar innovaciones en la región de Los Tuxtlas, Veracruz, México","Zambada-Martínez, Andrés, Cadena-Iñiguez, Pedro, Ayala-Sánchez, Alejandro, Sedas-Larios, Laura E. I., Pérez-Guel, Roque O., Francisco-Nicolás, Néstor, Meneses-Márquez, Isaac, Jacomé-Maldonado, Sergio M., Berdugo-Rejón, José G., Morales-Guerra, Mariano, Rodríguez-Hernández, Filemón R., Rendón-Medel, Roberto","Agricultura, sociedad y desarrollo; 10(4); 443-458","Agricultura, sociedad y desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-54722013000400005&lang=pt" 
"S1519-99402013000400014-scl","Evaluation of phosphorus sources on performance, organ weight and blood parameters of pigs","Teixeira, Alexandre de Oliveira, Nogueira, Eduardo Terra, Corassa, Anderson, Ferreira, Vanusa Patrícia de Araújo, Rocha Júnior, Carlos Magno, Lopes, Darci Clementino","Revista Brasileira de Saúde e Produção Animal; 14(4); 808-819","Revista Brasileira de Saúde e Produção Animal","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400014&lang=pt" 
"S1519-99402013000400015-scl","Mineral deposition in tissues of cattle fed with different phosphates and relationships phosphorus: fluorine","Teixeira, Alexandre de Oliveira, Leonel, Fernando de Paula, Knoop, Rainer, Ferreira, Vanusa Patrícia de Araújo, Ribeiro, Everton Teixeira, Moreira, Leonardo Marmo, Pereira, José Carlos","Revista Brasileira de Saúde e Produção Animal; 14(4); 831-847","Revista Brasileira de Saúde e Produção Animal","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400015&lang=pt" 
"S1519-99402013000400016-scl","Prevalência e histopatologia de lesões sugestivas de tuberculose em carcaça de bovinos abatidos no Sudoeste da Bahia","França, Leonardo Rosa da, Cruz, Jurandir Ferreira da, Neves, Vanêssa Brito Fernandes, Cerqueira, Robson Bahia","Revista Brasileira de Saúde e Produção Animal; 14(4); 721-733","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400016&lang=pt" 
"S1519-99402013000400017-scl","Viabilidade econômica da utilização dos resíduos da bananicultura na alimentação de cordeiros confinados","Gerassev, Luciana Castro, Moreira, Sóstenes de Jesus Magalhães, Alves, Dorismar David, Aguiar, Ana Cássia Rodrigues, Monção, Flávio Pinto, Dos Santos, Antonio Carlos Ramos, Santana, Claudia Juliane Lopes, Viegas, Carlos Renato","Revista Brasileira de Saúde e Produção Animal; 14(4); 734-744","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400017&lang=pt" 
"S1519-99402013000400010-scl","Desempenho de frangos de corte alimentados com dietas contendo grão integral e coprodutos da soja em ambiente com calor cíclico","Costa, Elvania Maria da Silva, Figueiredo, Agustinho Valente de, Lopes, João Batista, Ribeiro, Felipe Barbosa, Silva, Sandra Regina Gomes da, Almendra, Snaylla Natyelle de Oliveira, Carvalho Filho, Domingos Urquiza de, Lima, Daniela Cristina Pereira","Revista Brasileira de Saúde e Produção Animal; 14(4); 710-720","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400010&lang=pt" 
"S1519-99402013000400012-scl","Comportamento de frangos de corte criados em condições de estresse térmico alimentados com dietas contendo diferentes níveis de selênio","Carvalho, Genilson Bezerra de, Lopes, João Batista, Santos, Natanael Pereira da Silva, Reis, Nayron Bruno do Nascimento, Carvalho, Wanderson Fiares de, Silva, Shirlenne Ferreira, Carvalho, Débora Araújo de, Silva, Edson Mendes da, Silva, Sillas Mayron da","Revista Brasileira de Saúde e Produção Animal; 14(4); 785-797","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400012&lang=pt" 
"S1519-99402013000400013-scl","Efeitos do plasma sanguíneo sobre o crescimento, desenvolvimento bacteriano e estrutura intestinais de leitões desmamados aos 28 dias de idade","Barbosa, Fellipe Freitas, Ferreira, Aloízio Soares, Silva, Francisco Carlos de Oliveira, Campos, Priscila Furtado, Rodrigues, Valéria Vânia, Oliveira Júnior, Gregório Murilo de, Scottá, Bruno Andreatta","Revista Brasileira de Saúde e Produção Animal; 14(4); 798-807","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400013&lang=pt" 
"S1519-99402013000400018-scl","Desenvolvimento ponderal e biométrico de cabritos lactentes com acesso ao creep feeding em diferentes idades","Borges, Gisele Daiane Silveira, Macedo, Vicente de Paulo, Baiffus, Franciele Silveira Borges, Atoji, Katia, Hill, João Ari Gualberto, Batista, Rafael, Bianchi, Anderson Elias, Ortiz, Sidney","Revista Brasileira de Saúde e Produção Animal; 14(4); 745-754","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400018&lang=pt" 
"S1519-99402013000400007-scl","Variação das massas de gordura e proteína corporal e dos órgãos viscerais de cabras Alpinas nos 60 dias de lactação","Oliveira, Tadeu Silva de, Rodrigues, Marcelo Teixeira, Lima, Magna Coroa, Vieira, Ricardo Augusto Mendonça, Oliveira, Vinicio Sanches de, Alves, Tiago Martins Oliveira","Revista Brasileira de Saúde e Produção Animal; 14(4); 672-683","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400007&lang=pt" 
"S1519-99402013000400006-scl","Características físico-químicas e composição centesimal de cortes cárneos de borregas confinadas e alimentadas com diferentes proporções volumoso: concentrado","Coutinho, Marcelo Aranda da Silva, Morais, Maria da Graça, Alves, Fabiana Villa, Fernandes, Henrique Jorge, Feijó, Gelson Luís Dias, Ítavo, Camila Celeste Brandão Ferreira, Comparini, Marco Aurélio Scarton, Coelho, Roberta Gomes","Revista Brasileira de Saúde e Produção Animal; 14(4); 660-671","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400006&lang=pt" 
"S1519-99402013000400005-scl","Diferentes fontes de fibra em dietas a base de palma forrageira na alimentação de ovinos","Ramos, Alenice Ozino, Ferreira, Marcelo de Andrade, Véras, Antonia Sherlânea Chaves, Costa, Suellen Brandão de Miranda, Conceição, Maria Gabriela da, Silva, Emmanuelle Cordeiro da, Salla, Luciane Elisete, Souza, Andréa Roberto Duarte Lopes","Revista Brasileira de Saúde e Produção Animal; 14(4); 648-659","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400005&lang=pt" 
"S1519-99402013000400004-scl","Morfometria de oocistos de Eimeria em bezerras segundo a faixa etária e a intensidade de infecção, Município de Piraí, RJ","Vidal, Letícia Gabriela Poblete, Fagundes, Thais Ferreira, Pantoja, Camila Santos, Menezes, Rita de Cássia Alves Alcantara de","Revista Brasileira de Saúde e Produção Animal; 14(4); 765-777","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400004&lang=pt" 
"S1519-99402013000400003-scl","Recuperação de pasto de capim-braquiária com correção e adubação de solo e estabelecimento de leguminosas","Gama, Tatiana da Costa Moreno, Volpe, Edimilson, Lempp, Beatriz, Galdeia, Elaine Costa","Revista Brasileira de Saúde e Produção Animal; 14(4); 635-647","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400003&lang=pt" 
"S1519-99402013000400002-scl","Produção e composição química de híbridos de sorgo e de milho para silagem","Moraes, Sheilla Davoglio de, Jobim, Clóves Cabreira, Silva, Michele Simili da, Marquardt, Fabiany Izabel","Revista Brasileira de Saúde e Produção Animal; 14(4); 624-634","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400002&lang=pt" 
"S1519-99402013000400001-scl","Características morfológicas e produtivas da maniçoba cultivada sob lâminas hídricas e doses de nitrogênio","Araújo Filho, José Teodorico de, Paes, Reinaldo de Alencar, Amorim, Philipe Lima de, Comassetto, Fernanda Ferreira, Silva, Silvia Comasseto da","Revista Brasileira de Saúde e Produção Animal; 14(4); 609-623","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400001&lang=pt" 
"S1519-99402013000400009-scl","Consumo e digestibilidade dos nutrientes dietéticos em cordeiros de diferentes grupos genéticos alimentados com farelo de castanha de caju","Silva, Vandenberg Lira, Rogério, Marcos Cláudio Pinheiro, Bomfim, Marco Aurélio Delmondes, Leite, Eneas Reis, Lamdim, Aline Vieira, Alves, Arnaud Azevedo, Costa, Hélio Henrique Araújo, Freire, Ana Paula Alves","Revista Brasileira de Saúde e Produção Animal; 14(4); 695-709","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400009&lang=pt" 
"S1519-99402013000400008-scl","Substitution of Pennisetum purpureum by Opuntia ficus-indica and Mimosa tenuiflora in the diet of lambs","Cordão, Maiza Araújo, Bakke, Olaf Andreas, Pereira, Gabriella Marinho, Silva, Aderbal Marcos de Azevedo, Nóbrega, Giovanna Henriques da, Campos, Édipo Moreira, Pereira, Hélio Domingos, Pereira Filho, José Morais","Revista Brasileira de Saúde e Produção Animal; 14(4); 684-694","Revista Brasileira de Saúde e Produção Animal","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000400008&lang=pt" 
"S0104-64972013000200005-scl","Intertidal and shallow water amphipods (Amphipoda: Gammaridea and Corophiidea) from Isla Pérez, Alacranes Reef, southern Gulf of Mexico","Paz-Ríos, Carlos E., Simões, Nuno, Ardisson, Pedro-Luis","Nauplius; 21(2); 179-194","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200005&lang=pt" 
"S0104-64972013000200004-scl","Development of the male reproductive system in Callinectes ornatus Ordway, 1863 (Brachyura: Portunidae)","Nascimento, Fabiana Aparecida do, Zara, Fernando José","Nauplius; 21(2); 161-177","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200004&lang=pt" 
"S0104-64972013000200002-scl","Shell occupation by the South Atlantic endemic hermit crab Loxopagurus loxochelis (Moreira, 1901) (Anomura: Diogenidae)","Frameschi, Israel Fernandes, Andrade, Luciana Segura de, Alencar, Carlos Eduardo Rocha Duarte, Fransozo, Vívian, Teixeira, Gustavo Monteiro, Fernandes-Goés, Lissandra Corrêa","Nauplius; 21(2); 137-149","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200002&lang=pt" 
"S0104-64972013000200009-scl","New records of caridean shrimps (Decapoda: Caridea) from shallow water along the northern Yucatan peninsula coasts of México","Santana-Moreno, Luis Daniel, De Grave, Sammy, Simões, Nuno","Nauplius; 21(2); 225-238","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200009&lang=pt" 
"S0718-22012013000200012-chl","UN MODELO METODOLÓGICO PARA EL ESTUDIO DEL CUERPO EN INVESTIGACIONES BIOGRÁFICAS: LOS MAPAS CORPORALES","Silva, Jimena, Barrientos, Jaime, Espinoza-Tapia, Ricardo","Alpha (Osorno); (37); 163-182","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200012&lang=pt" 
"S1688-74682013000200003-ury","DIFICULTADES QUE PRESENTAN LAS EDUCADORAS DE PÁRVULOS PARA DESARROLLAR EL PENSAMIENTO LÓGICO MATEMÁTICO EN LOS NIVELES DE TRANSICIÓN","Ormeño Hofer, Claudia, Rodríguez Osiac, Sandra, Bustos Barahona, Verónica","Páginas de Educación; 6(2); 55-71","Páginas de Educación","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-74682013000200003&lang=pt" 
"S1688-74682013000200005-ury","EL ESTADO LAICO EN DEBATE: LAICISTAS RADICALES Y UNA PROPUESTA DE MONOPOLIO ESTATAL DE LA EDUCACIÓN","Greising, Carolina","Páginas de Educación; 6(2); 97-118","Páginas de Educación","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-74682013000200005&lang=pt" 
"S1688-74682013000200004-ury","AUTODIAGNÓSTICO DE SITUACIÓN Y NECESIDADES DE ASESORAMIENTO EDUCATIVO DE LAS ESCUELAS DE LA QUINTA REGIÓN DE VALPARAÍSO, CHILE","Leiva Guerrero, María Verónica, Goldrine Godoy, Tatiana, Moggia Münchmeyer, Patricia, Arenas Martija, Andoni","Páginas de Educación; 6(2); 73-95","Páginas de Educación","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-74682013000200004&lang=pt" 
"S1688-74682013000200006-ury","La educación y la crisis del valor de lo público: Desafiando la agresión a los docentes, los estudiantes y la educación pública, de Henry Giroux.","Silva Muñoz, Alvaro","Páginas de Educación; 6(2); 121-123","Páginas de Educación","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-74682013000200006&lang=pt" 
"S0718-22012013000200020-chl","MULTICULTURALIDAD E INTERCULTURALIDAD: DESAFÍOS EPISTEMOLÓGICOS DE LA ESCOLARIZACIÓN DESARROLLADA EN CONTEXTOS INDÍGENAS","Quilaqueo R, Daniel, Torres C, Héctor","Alpha (Osorno); (37); 285-300","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200020&lang=pt" 
"S0718-22012013000200015-chl","LA PRODUCCIÓN E INSTRUMENTALIZACIÓN POLÍTICA DEL MIEDO EN LA CONCEPCIÓN CRISTIANA Y NACIONALISMO DE LA DECLARACIÓN DE PRINCIPIOS DE LA JUNTA DE GOBIERNO: CHILE, 1974","Timmermann, Freddy","Alpha (Osorno); (37); 213-224","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200015&lang=pt" 
"S0718-22012013000200010-chl","LA RECEPCIÓN DE LOS CLÁSICOS EN LAS CONCEPCIONES DE JUAN EGAÑA ACERCA DEL ARTE (1768-1836)","Guzmán Schiappacasse, Fernando, Yáñez Rojas, Eugenio","Alpha (Osorno); (37); 135-148","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200010&lang=pt" 
"S0718-22012013000200022-chl","LA CONSTRUCCIÓN DE NARRACIONES POPULARES: UN EJEMPLO DESDE SUS ELEMENTOS SIMBÓLICOS","Cárdenas Maragaño, Bruno","Alpha (Osorno); (37); 323-334","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200022&lang=pt" 
"S0104-64972013000200010-scl","A case of malformation on the third maxilliped of Uca rapax (Smith, 1870) (Decapoda: Ocypodidae)","Lira, Carlos, Bolaños, Juan, Zabala, Yrving, López, Régulo","Nauplius; 21(2); 239-241","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200010&lang=pt" 
"S0104-64972013000200007-scl","New record of Clypeasterophilus stebbingi (Rathbun, 1918) (Decapoda: Brachyura: Pinnotheridae) from the east coast of Nicaragua","Hendrickx, Michel E., Solis, Francisco","Nauplius; 21(2); 205-209","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200007&lang=pt" 
"S0104-64972013000200006-scl","Hourstonius wakabarae sp. nov. (Amphipoda, Amphilochidae) from the southeastern coast of Brazil","Leite, Fosca Pedini Pereira, Siqueira, Silvana Gomes Leite","Nauplius; 21(2); 195-204","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200006&lang=pt" 
"S0104-64972013000200003-scl","Temporal distribution in the abundance of the fiddler crab Uca (Leptuca) uruguayensis Nobili, 1901 (Decapoda: Ocypodidae) from Garças River mangrove, Guaratuba Bay, southern Brazil","Martins, Salise Brandt, Masunari, Setuko","Nauplius; 21(2); 151-159","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200003&lang=pt" 
"S0104-64972013000200001-scl","Distribution of the cladoceran Bosmina huaronensis Delachaux, 1918 and niche differentiation among populations from different biogeographic regions","Elmoor-Loureiro, Lourdes M. A.","Nauplius; 21(2); 131-136","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200001&lang=pt" 
"S0104-64972013000200008-scl","New species and records of the genus Aegla Leach, 1820 (Crustacea, Anomura, Aeglidae) from the West-Central region of Rio Grande do Sul, Brazil","Santos, Sandro, Jara, Carlos G., Bartholomei-Santos, Marlise Ladvocat, Pérez-Losada, Marcos, Crandall, Keith A.","Nauplius; 21(2); 211-223","Nauplius","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-64972013000200008&lang=pt" 
"S0718-22012013000200023-chl","NOTAS PARA LA LECTURA DE METAMORFOSIS, POEMARIO OLVIDADO DE JOAQUÍN EDWARDS BELLO","Páez Muñoz, Dennis","Alpha (Osorno); (37); 335-343","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200023&lang=pt" 
"S0718-22012013000200021-chl","TEATRALIDAD Y CICATRICES EN LOS MUSEOS DE LA MEMORIA","Zaliasnik Schilkrut, Yael","Alpha (Osorno); (37); 301-321","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200021&lang=pt" 
"S0718-22012013000200024-chl","Espejo de Brujas","Cózar Llistó, Guillermo","Alpha (Osorno); (37); 345-349","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200024&lang=pt" 
"S0718-22012013000200025-chl","El doble veredicto de la piedra","Gavilán Muñoz, Ismael","Alpha (Osorno); (37); 349-352","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200025&lang=pt" 
"S0718-22012013000200008-chl","LA MEMORIA COMO FICCIÓN: UNA ESTÉTICA DE LA HISTORIA EN JUAN JOSÉ SAER Y GERMÁN ESPINOSA","Araújo Fontalvo, Orlando","Alpha (Osorno); (37); 105-114","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200008&lang=pt" 
"S0718-22012013000200009-chl","MODERNIDAD CONTRA NATURA: SOBRE EL ARGUMENTO ESTÉTICO COMO DEFENSA DE PAISAJES Y TERRITORIOS (A PROPÓSITO DE HIDROAYSÉN)","Mansilla Torres, Sergio","Alpha (Osorno); (37); 115-134","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200009&lang=pt" 
"S0718-22012013000200006-chl","LO ANIMAL: FIGURA DE LA FATALIDAD EN EL WOYZECK DE BÜCHNER","Cruz, Francisco","Alpha (Osorno); (37); 79-90","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200006&lang=pt" 
"S0718-22012013000200007-chl","CULTURA Y NATURALEZA: MONTAIGNE EN AMÉRICA","Raga Rosaleny, Vicente","Alpha (Osorno); (37); 91-104","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200007&lang=pt" 
"S0718-22012013000200001-chl","PRESENTACIÓN","","Alpha (Osorno); (37); 5-6","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200001&lang=pt" 
"S0718-22012013000200003-chl","POESÍA E HISTORIA EN MEZQUINA MEMORIA DE ANTONIO GIL","García, Pilar","Alpha (Osorno); (37); 27-44","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200003&lang=pt" 
"S0718-22012013000200011-chl","JOSÉ MIGUEL BLANCO: ESCRITOR DE BELLAS ARTES","Zamorano Pérez, Pedro Emilio, Madrid Letelier, Alberto, Cortés López, Claudio","Alpha (Osorno); (37); 149-162","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200011&lang=pt" 
"S0718-22012013000200017-chl","LA TESIS DE ARISTÓTELES Y LA INTERPRETACIÓN BICONDICIONAL DE LOS ENUNCIADOS CONDICIONALES","López Astorga, Miguel","Alpha (Osorno); (37); 237-248","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200017&lang=pt" 
"S0718-22012013000200016-chl","EL INFIERNO SON LOS OTROS: APROXIMACIONES A LA CUESTIÓN DEL OTRO EN SARTRE Y LEVINAS","Aguirre García, Juan Carlos","Alpha (Osorno); (37); 225-236","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200016&lang=pt" 
"S0718-22012013000200014-chl","EXPERIMENTANDO CON SUJETOS EMOCIONADOS","Rivero Obra, Mercedes","Alpha (Osorno); (37); 199-212","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200014&lang=pt" 
"S0718-22012013000200018-chl","KAMASKA, KAMARIKUN Y MÜCHULLA: PRÉSTAMOS LINGÜÍSTICOS Y ENCRUCIJADAS DE SENTIDO EN EL ESPACIO CENTRO Y SUR ANDINO","Moulian, Rodrigo, Catrileo, María","Alpha (Osorno); (37); 249-263","Alpha (Osorno)","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012013000200018&lang=pt" 
