"S0864-03942009000300003-cub","Diversidad y cuantía de la flora en un pastizal disturbado y pastoreado de forma racional","Machado, R, Milera, Milagros","Pastos y Forrajes; 32(3); 1-1","Pastos y Forrajes","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03942009000300003&lang=pt" 
"S0256-95742009000900019-sza","Monitoring the South African national antiretroviral treatment programme, 2003 - 2007: the IeDEA Southern Africa collaboration","Cornell, Morna, Technau, Karl, Fairall, Lara, Wood, Robin, Moultrie, Harry, van Cutsem, Gilles, Giddy, Janet, Mohapi, Lerato, Eleyl, Brian, MacPhail, Patrick, Prozesky, Hans, Rabie, Helena, Davies, Mary-Ann, Maxwell, Nicola, Boulle, Andrew","SAMJ: South African Medical Journal; 99(9); 653-660","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900019&lang=pt" 
"S0256-95742009000900020-sza","Estimation of adult antiretroviral treatment coverage in South Africa","Adam, Muhammad Aarif, Johnson, Leigh F","SAMJ: South African Medical Journal; 99(9); 661-667","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900020&lang=pt" 
"S0256-95742009000900021-sza","Potential for medical error: incorrectly completed request forms for thyroid function tests limit pathologists&#039; advice to clinicians","Zemlin, Annalise E, Nutt, Louise, Burgess, Lesley J, Eiman, Fredeline, Erasmus, Rajiv T","SAMJ: South African Medical Journal; 99(9); 668-671","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900021&lang=pt" 
"S0256-95742009000900022-sza","Allergenicity of latex rubber products used in South African dental schools","Mabe, Dikeledi O, Singh, Tanusha S, Bello, Braimoh, Jeebhay, Mohammed F, Lopata, Andreas L, Wadee, Ahmed","SAMJ: South African Medical Journal; 99(9); 672-674","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900022&lang=pt" 
"S0256-95742009000900005-sza","Cavernous sinus thrombosis: a possible lethal complication of facial abscess manipulation","Lange, L J de, Magazi, D S","SAMJ: South African Medical Journal; 99(9); 616-616","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900005&lang=pt" 
"S0102-261X2009000300012-scl","O processo de colapso gravitacional da seção marinha da bacia da foz do Amazonas - margem equatorial brasileira","Perovano, Rodrigo, Reis, Antonio Tadeu dos, Silva, Cleverson Guizan, Vendeville, Bruno C., Gorini, Christian, Oliveira, Valterlene de, Araújo, Érika Ferreira da Silva","Revista Brasileira de Geofísica; 27(3); 459-484","Revista Brasileira de Geofísica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2009000300012&lang=pt" 
"S0102-261X2009000300003-scl","Dose de exposição radiométrica de granitos do estado de Rondônia, Brasil","Bonotto, Daniel Marcos, Leite Júnior, Washington Barbosa, Payolla, Bruno Leonelo, Bettencourt, Jorge da Silva, Silveira, Ene Glória da","Revista Brasileira de Geofísica; 27(3); 333-348","Revista Brasileira de Geofísica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2009000300003&lang=pt" 
"S0102-261X2009000300013-scl","Movimentos de massa multiescala na bacia da foz do Amazonas - margem equatorial brasileira","Araújo, Érika Ferreira da Silva, Silva, Cleverson Guizan, Reis, Antonio Tadeu dos, Perovano, Rodrigo, Gorini, Christian, Vendeville, Bruno C., Albuquerque, Natália Caldas de","Revista Brasileira de Geofísica; 27(3); 485-508","Revista Brasileira de Geofísica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2009000300013&lang=pt" 
"S0102-05362009000300001-scl","","","Horticultura Brasileira; 27(3); 273-273","Horticultura Brasileira","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300001&lang=pt" 
"S0102-05362009000300005-scl","Repetibilidade e importância de caracteres para avaliação de coleção ativa de germoplasma de batata","Silva, Giovani O da, Pereira, Arione S, Castro, Caroline M, Souza, Velci Q, Carvalho, Fernando IF, Fritsche Neto, Roberto","Horticultura Brasileira; 27(3); 209-293","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300005&lang=pt" 
"S0102-05362009000300004-scl","Adubação nitrogenada e potássica de bromeliáceas cultivadas em fibra de coco e esterco bovino","Amaral, Tatiana L do, Jasmim, Janie M, Nahoum, Pedro Ivo, Freitas, Claudimar B de, Sales, Cintia S","Horticultura Brasileira; 27(3); 286-289","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300004&lang=pt" 
"S0102-05362009000300017-scl","Parâmetros genéticos da resistência ao complexo da queima-das-folhas em populações de cenoura","Silva, Giovani O, Vieira, Jairo V, Vilela, Michelli S, Reis, Ailton, Boiteux, Leonardo S","Horticultura Brasileira; 27(3); 354-356","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300017&lang=pt" 
"S0378-78182009000300007-ven","Evaluación de polifenoles totales en vino blanco tratado con quitina","Mármol, Z, Cardozo, J, Carrasquero, S, Páez, G, Chandler, C, Araujo, K, Rincón, M","Revista de la Facultad de Agronomía; 26(3); 423-442","Revista de la Facultad de Agronomía","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-78182009000300007&lang=pt" 
"S0378-78182009000300006-ven","Fermentación en estado sólido del desecho generado en la industria vinícola","Berradre, M, Mejías, M, Ferrer, J, Chandler, C, Páez, G, Mármol, Z, Ramones, E, Fernández, V","Revista de la Facultad de Agronomía; 26(3); 398-422","Revista de la Facultad de Agronomía","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-78182009000300006&lang=pt" 
"S0378-78182009000300005-ven","Caracterización química y contenido mineral en vinos comerciales venezolanos","Fernández, V, Berradre, M, Sulbarán, B, Ojeda de Rodríguez, G, Peña, J","Revista de la Facultad de Agronomía; 26(3); 382-397","Revista de la Facultad de Agronomía","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-78182009000300005&lang=pt" 
"S0378-78182009000300004-ven","Evaluación de once clones promisorios de papa (Solanum tuberosum L.) en el estado Trujillo. I Crecimiento, desarrollo y rendimiento","Quintero, I, Montero, F, Zambrano, J, Meza, N, Maffei, M, Valera, A, Alvarez, R","Revista de la Facultad de Agronomía; 26(3); 362-381","Revista de la Facultad de Agronomía","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-78182009000300004&lang=pt" 
"S0378-78182009000300003-ven","Selección de indicadores de calidad de suelo en tres tipos de uso de la tierra en la planicie de Coro estado Falcón","Rodríguez, N, Florentino, A, Torres, D, Yendis, H, Zamora, F","Revista de la Facultad de Agronomía; 26(3); 340-361","Revista de la Facultad de Agronomía","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-78182009000300003&lang=pt" 
"S0378-78182009000300002-ven","Efecto del intercambio gaseoso sobre el crecimiento y tuberización de vitroplantas de papa","Lugo G, J.G, Mogollón, N, Rodríguez, Z.F, Díaz, J.G","Revista de la Facultad de Agronomía; 26(3); 325-339","Revista de la Facultad de Agronomía","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-78182009000300002&lang=pt" 
"S0378-78182009000300001-ven","Identificación y fluctuación poblacional de insectos polinizadores en palma aceitera (Elaeis guineensis Jacquin) en el sur del lago de Maracaibo, estado Zulia, Venezuela","Labarca, M.V, Narváez, Z","Revista de la Facultad de Agronomía; 26(3); 305-324","Revista de la Facultad de Agronomía","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-78182009000300001&lang=pt" 
"S0102-05362009000300006-scl","Rendimento de pimentão em função da adubação orgânica e mineral","Sediyama, Maria Aparecida N, Vidigal, Sanzio M, Santos, Marlei Rosa dos, Salgado, Luís Tarcísio","Horticultura Brasileira; 27(3); 294-299","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300006&lang=pt" 
"S0102-05362009000300007-scl","Effect of plant diversification on abundance of South American tomato pinworm and predators in two cropping systems","Medeiros, Maria A, Sujii, Edison R, Morais, Helena C","Horticultura Brasileira; 27(3); 300-306","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300007&lang=pt" 
"S0102-05362009000300008-scl","Growth, nutrition and yield of eggplant as affected by doses of cattle manure and magnesium thermophosphate plus cow urine","Cardoso, Marinice O, Oliveira, Ademar P de, Pereira, Walter E, Souza, Adailson P de","Horticultura Brasileira; 27(3); 307-313","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300008&lang=pt" 
"S0102-05362009000300010-scl","Inconsistency of the biological control of Meloidogyne incognita race 2 in melon by endophytic bacteria","Medeiros, Jeane E de, Mariano, Rosa de LR, Pedrosa, Elvira MR, Silveira, Elineide B da","Horticultura Brasileira; 27(3); 319-324","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300010&lang=pt" 
"S0102-05362009000300011-scl","Variabilidade genética em progênies de meios-irmãos de coentro","Melo, Roberto de A, Menezes, Dimas, Resende, Luciane V, Wanderley Júnior, Luiz Jorge da G, Santos, Venézio Felipe dos, Mesquita, Júlio Carlos P de, Magalhães, Adriana G","Horticultura Brasileira; 27(3); 325-329","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300011&lang=pt" 
"S0102-05362009000300014-scl","Potencialidade de um actinomiceto de rizosfera de tomateiro como agente de biocontrole de doenças","Carrer Filho, Renato, Romeiro, Reginaldo S, Amaral, Livio S, Garcia, Flávio AO","Horticultura Brasileira; 27(3); 340-344","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300014&lang=pt" 
"S0102-05362009000300018-scl","Post harvest of pink ginger floral stems treated with silver thiosulphate, sucrose, and calcium","Silva, Antonio Tarciso C da, Ferreira, Vilma M, Graciano, Érika SA, Souza, Renan C de, Araújo Neto, João C de, Loges, Vivian","Horticultura Brasileira; 27(3); 357-361","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300018&lang=pt" 
"S0102-05362009000300020-scl","Resistance of squash cultivars to Aphis gossypii","Baldin, Edson LL, Marchi, Lia S, Schlick, Eunice C","Horticultura Brasileira; 27(3); 366-370","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300020&lang=pt" 
"S0102-05362009000300022-scl","Influence of lettuce as cover crop of the soil on sprinkler irrigation uniformity and parameters of efficiency","Marques, Patricia Angélica A, Fonseca, Mário Alberto L, Baldotto, Pedro V","Horticultura Brasileira; 27(3); 377-382","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300022&lang=pt" 
"S0102-05362009000300023-scl","Combinações entre cultivares, ambientes, preparo e cobertura do solo em características agronômicas de alface","Ferreira, Regina Lúcia F, Araújo Neto, Sebastião Elviro de, Silva, Sonaira S da, Abud, Éllen A, Rezende, Maria Izabel de FL, Kusdra, Jorge F","Horticultura Brasileira; 27(3); 383-388","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300023&lang=pt" 
"S0210-56912009000600002-esp","Úlceras por presión en las unidades de cuidados intensivos: ¿inevitables o prevenibles?","Manzano Manzano, Francisco, Corral Rubio, Carmen","Medicina Intensiva; 33(6); 267-268","Medicina Intensiva","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912009000600002&lang=pt" 
"S0210-56912009000600007-esp","Un nuevo ensayo clínico con descontaminación digestiva selectiva","García-Hierro, Paloma, Cal, Miguel A. de la, van Saene, Hendrick K.F., Silvestri, Luciano","Medicina Intensiva; 33(6); 297-300","Medicina Intensiva","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912009000600007&lang=pt" 
"S0210-56912009000600010-esp","Consideraciones sobre la hipnosedación en el postoperatorio de cirugía cardíaca pediátrica","Consuegra Llapur, Eduardo, García Sobrado, Concepción, Meli, Marco, Frigiola, Alessendro","Medicina Intensiva; 33(6); 307-307","Medicina Intensiva","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912009000600010&lang=pt" 
"S0210-56912009000600009-esp","Síndrome de distrés respiratorio agudo secundario a fiebre botonosa mediterránea maligna","Arméstar, Fernando, Mesalles, Eduard, Manciño, José María, Matas, Lourdes","Medicina Intensiva; 33(6); 306-306","Medicina Intensiva","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912009000600009&lang=pt" 
"S0210-56912009000600012-esp","Elongación del tronco arterial braquiocefálico sobre los primeros anillos traqueales durante una traqueostomía","Moreno Quintana, José, Aragón González, César, Herrera Gutiérrez, Manuel","Medicina Intensiva; 33(6); 309-310","Medicina Intensiva","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912009000600012&lang=pt" 
"S0210-48062009000800008-esp","Gangrena de Fournier: Análisis descriptivo de 20 casos y revisión de la bibliografía científica","Montoya Chinchilla, Raúl, Izquierdo Morejon, Emilio, Pietricicâ, Bogdan Nicolae, Pellicer Franco, Enrique, Aguayo Albasini, José Luis, Miñana López, Bernardino","Actas Urológicas Españolas; 33(8); 873-880","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000800008&lang=pt" 
"S0210-48062009000800021-esp","Carcinoma neuroendocrino gigante de próstata","Kuenkel, Markus R.F., Parra Muntaner, Luis, Martorell Mateu, M. Esperanza","Actas Urológicas Españolas; 33(8); 933-933","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000800021&lang=pt" 
"S1024-94352009000900002-cub","El paradigma cualitativo y su presencia en las investigaciones de la Bibliotecología y la Ciencia de la Información","Fernández Hernández, Sandra, Rivera, Zoia","ACIMED; 20(3); 6-30","ACIMED","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352009000900002&lang=pt" 
"S1024-94352009000900003-cub","Producción científica en salud de la provincia Camagüey en el período 1996-2007","Suárez Sorí, Boris, Torres Lebrato, Levin","ACIMED; 20(3); 31-50","ACIMED","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352009000900003&lang=pt" 
"S1024-94352009000900004-cub","Análisis métrico de la revista MEDISAN en el período 2004-2007","Cardona Sánchez, Omara Mercedes, de la Torre Vega, Gertrudis, Castañeda Amondaray, Tatiana, Cañedo Andalia, Rubén","ACIMED; 20(3); 51-65","ACIMED","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352009000900004&lang=pt" 
"S1024-94352009000900005-cub","Herramientas para el diagnóstico del ambiente individual de gestión de la información en una organización","Rodríguez Piña, Ramón Antonio, Selles Méndez, Judith, Ochoa Ávila, Migdelis","ACIMED; 20(3); 66-81","ACIMED","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352009000900005&lang=pt" 
"S1024-94352009000900007-cub","Hipertensión arterial, un enemigo peligroso","Miguel Soca, Pedro Enrique, Sarmiento Teruel, Yamilé","ACIMED; 20(3); 92-100","ACIMED","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352009000900007&lang=pt" 
"S1024-94352009000900008-cub","La Dirección General de Bibliotecas de la Universidad Nacional Autónoma de México libera el portal Biblat","","ACIMED; 20(3); 101-102","ACIMED","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352009000900008&lang=pt" 
"S1139-76322009000400005-esp","Cribado de problemas psicosociales en Atención Primaria","Fabregat Ferrer, E., Palomares Gimeno, M.J.","Pediatría Atención Primaria; 11(43); 425-437","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400005&lang=pt" 
"S1139-76322009000400011-esp","Disease mongering, el lucrativo negocio de la promoción de enfermedades","Morell Sixto, M.E., Martínez González, C., Quintana Gómez, J.L.","Pediatría Atención Primaria; 11(43); 491-512","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400011&lang=pt" 
"S1139-76322009000400001-esp","La píldora de la eterna juventud no existe, pero ya está en venta","Rodríguez-Salinas Pérez, E.","Pediatría Atención Primaria; 11(43); 379-382","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400001&lang=pt" 
"S1139-76322009000400010-esp","Informe técnico en Pediatría sobre la gripe pandémica A(H1N1): Resumen de las recomendaciones [extracto]","","Pediatría Atención Primaria; 11(43); 485-490","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400010&lang=pt" 
"S0016-71692009000300001-mex","The south America VLF NETwork (SAVNET): Development, installation status, first results","Raulin, J. P., Correia de Matos David, P., Hadano, R., Saraiva, A. C. V., Correia, E., Kaufmann, P.","Geofísica internacional; 48(3); 253-261","Geofísica internacional","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0016-71692009000300001&lang=pt" 
"S0016-71692009000300002-mex","Deep structural setting of the North American-Caribbean plate boundary in eastern Guatemala","Lodolo, E, Menichetti, M, Guzmán-Speziale, M, Giunta, G, Zanolla, C","Geofísica internacional; 48(3); 263-277","Geofísica internacional","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0016-71692009000300002&lang=pt" 
"S0016-71692009000300003-mex","A suggested reverse geomagnetic polarity event from the Panga de Abajo magnetic anomalies in Mexicali Valley, Baja California, México","García-Abdeslem, J, López Guzmán, M","Geofísica internacional; 48(3); 279-296","Geofísica internacional","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0016-71692009000300003&lang=pt" 
"S0016-71692009000300004-mex","Body-wave attenuation near the rupture of the 1887 Sonora, México, earthquake (Mw 7.5)","Castro, R. R., Huerta, C. I., Romero, O, Jacques, C, Hurtado, A, Fernández, A. I.","Geofísica internacional; 48(3); 297-304","Geofísica internacional","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0016-71692009000300004&lang=pt" 
"S0016-71692009000300005-mex","Magnetic mineral study of Holocene marine sediments from the Alfonso Basin, Gulf of California: implications for depositional environment and sediment sources","Pérez-Cruz, L, Urrutia-Fucugauchi, J","Geofísica internacional; 48(3); 305-318","Geofísica internacional","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0016-71692009000300005&lang=pt" 
"S0016-71692009000300006-mex","Paleoseismology of the southwestern Morelia-Acambay fault system, central México","Garduño-Monroy, V. H., Pérez-Lopez, R, Israde-Alcantara, I, Rodríguez-Pascua, M. A., Szynkaruk, E, Hernández-Madrigal, V. M., García-Zepeda, M. L., Corona-Chávez, P, Ostroumov, M, Medina-Vega, V. H., García-Estrada, G, Carranza, O, Lopez-Granados, E, Mora Chaparro, J. C.","Geofísica internacional; 48(3); 319-335","Geofísica internacional","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0016-71692009000300006&lang=pt" 
"S0016-71692009000300007-mex","Factors that modulate the seasonal variability of the sea surface temperature of the Eastern Tropical Pacific","Flores-Morales, A. L., Parés-Sierra, A, Marinone, S. G.","Geofísica internacional; 48(3); 337-349","Geofísica internacional","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0016-71692009000300007&lang=pt" 
"S1139-76322009000400008-esp","Ansiedad de separación: delimitación conceptual, manifestaciones clínicas y estrategias de intervención","Villanueva Suárez, C., Sanz Rodríguez, L.J.","Pediatría Atención Primaria; 11(43); 457-469","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400008&lang=pt" 
"S1139-76322009000400004-esp","Impacto del abuso de pantallas sobre el desarrollo mental","Vara Robles, E., Pons Grau, R., Lajara Latorre, F., Molina, S.M., Villarejo Romera, V., Planas Sanz, E.","Pediatría Atención Primaria; 11(43); 413-423","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400004&lang=pt" 
"S1139-76322009000400009-esp","Cribado neonatal de metabolopatías","Galbe Sánchez-Ventura, J.","Pediatría Atención Primaria; 11(43); 471-484","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400009&lang=pt" 
"S1139-76322009000400006-esp","Aspectos sociofamiliares de la población inmigrante en Cataluña","Riera Vidal, M.D., Baraza Mendoza, M.C., Masvidal Aliberch, R.M., Frutos Gallego, E. de, Estabanell Buxó, A., Cruz Rodríguez, C., Miguel Gil, B., Guzmán Molina, C.","Pediatría Atención Primaria; 11(43); 439-450","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400006&lang=pt" 
"S1139-76322009000400003-esp","Cobertura de vacuna antigripal en niños de riesgo durante 2007-2008 en un centro de Atención Primaria en España","Domínguez Cajal, M.M., Arriba Muñoz, A. de, Escosa García, L., García Íñiguez, J.P., Biosca Pàmies, M., García Sánchez, N.","Pediatría Atención Primaria; 11(43); 399-411","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400003&lang=pt" 
"S1413-73722009000300001-scl","Oswaldo Di Loreto: originalidade e avanços na pesquisa da mente humana","Lima, Edilene de, Lisboa, Noeli Sanchez, Tuleski, Silvana","Psicologia em Estudo; 14(3); 421-422","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300001&lang=pt" 
"S1413-73722009000300009-scl","Sentimentos presentes nas mulheres diante da perda fetal: uma revisão","Duarte, Claudia Aparecida Marchetti, Turato, Egberto Ribeiro","Psicologia em Estudo; 14(3); 485-490","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300009&lang=pt" 
"S1413-73722009000300003-scl","O ingresso da psicanálise no sistema de saúde pública na Argentina","Dagfal, Alejandro Antonio","Psicologia em Estudo; 14(3); 433-438","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300003&lang=pt" 
"S1413-73722009000300022-scl","Cuidando de quem cuida: estudo de caso sobre o cuidador principal de um portador de insuficiência renal crônica","Brito, Daniela Cristina Sampaio de","Psicologia em Estudo; 14(3); 603-607","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300022&lang=pt" 
"S1139-76322009000400007-esp","Eritema nodoso, a propósito de un caso","Agüero Orgaz, D., Cubero Sobrados, M.C., Martín Gordo, O.","Pediatría Atención Primaria; 11(43); 451-456","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400007&lang=pt" 
"S1139-76322009000400013-esp","Revistas","","Pediatría Atención Primaria; 11(43); 533-549","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400013&lang=pt" 
"S1139-76322009000400002-esp","Nueva gripe [A(H1N1) 2009]: definición de caso sospechoso. Revisión de la concordancia en los criterios de definición de caso utilizados en las distintas comunidades autónomas españolas","Hernández Merino, Á.","Pediatría Atención Primaria; 11(43); 383-398","Pediatría Atención Primaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322009000400002&lang=pt" 
"S1413-73722009000300002-scl","As origens da psicanálise de crianças no Brasil: entre a educação e a medicina","Abrão, Jorge Luís Ferreira","Psicologia em Estudo; 14(3); 423-432","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300002&lang=pt" 
"S1413-73722009000300004-scl","Avaliação de processo e resultado em psicoterapias: uma revisão","Peuker, Ana Carolina, Habigzang, Luísa Fernanda, Koller, Silvia Helena, Araujo, Lisiane Bizarro","Psicologia em Estudo; 14(3); 439-445","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300004&lang=pt" 
"S1413-73722009000300006-scl","Interação terapêutica em saúde mental usando a teoria da aprendizagem mediada","Cunha, Ana Cristina Barros da, Guidoreni, Bárbara Schätchter","Psicologia em Estudo; 14(3); 455-463","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300006&lang=pt" 
"S1413-73722009000300007-scl","Contribuições do pensamento sistêmico à prática do psicólogo no contexto hospitalar","More, Carmen L. O. Ocampo, Crepaldi, Maria Aparecida, Gonçalves, Jadete Rodrigues, Menezes, Marina","Psicologia em Estudo; 14(3); 465-473","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300007&lang=pt" 
"S1413-73722009000300008-scl","Programa mãe-canguru e a relação mãe-bebê: pesquisa qualitativa na rede pública de Betim","Moreira, Jacqueline de Oliveira, Romagnoli, Roberta Carvalho, Dias, Diego Alonso Soares, Moreira, Carla Borges","Psicologia em Estudo; 14(3); 475-483","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300008&lang=pt" 
"S1413-73722009000300011-scl","Variabilidade no envelhecimento ativo segundo gênero, idade e saúde","Ribeiro, Pricila Cristina Correa, Neri, Anita Liberalesso, Cupertino, Ana Paula Fabrino Bretas, Yassuda, Mônica Sanches","Psicologia em Estudo; 14(3); 501-509","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300011&lang=pt" 
"S1413-73722009000300012-scl","Qualidade de vida e envelhecimento: questões específicas sobre osteoartrose","Matos, Denise Regina, Araujo, Tereza Cristina Cavalcanti Ferreira de","Psicologia em Estudo; 14(3); 511-518","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300012&lang=pt" 
"S1413-73722009000300013-scl","Representações sociais sobre política segundo posicionamento político na campanha eleitoral de 2006","Wachelke, João Fernando Rech, Hammes, Isabel Cristina","Psicologia em Estudo; 14(3); 519-528","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300013&lang=pt" 
"S1413-73722009000300015-scl","A espera na vida urbana: uma análise psicossocial das filas","Iglesias, Fabio, Günther, Hartmut","Psicologia em Estudo; 14(3); 537-545","Psicologia em Estudo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722009000300015&lang=pt" 
