"S2317-17822015000400307-scl","Guest editorial","Silva, Hilton Justino da, Tomé, Marileda","CoDAS; 27(4); 307-308","CoDAS","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822015000400307&lang=pt" 
"S0121-07932015000300008-col","Evaluación de conocimientos con exámenes de selección múltiple: ¿tres o cuatro opciones de respuesta? Experiencia con el examen de admisión a posgrados médico-quirúrgicos en la Universidad de Antioquia","Salazar Blanco, Olga Francisca, Vélez, Claudia Marcela, Zuleta Tobón, John Jairo","Iatreia; 28(3); 300-311","Iatreia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932015000300008&lang=pt" 
"S0121-07932015000300003-col","Determinación de anticuerpos totales (IgG/IgM) y específicos (IgM) para el virus de la hepatitis E y detección molecular del virus en heces de humanos con o sin exposición ocupacional a porcinos en 10 municipios de Antioquia","Gutiérrez-Vergara, Cristian Camilo, Rodríguez, Berardo, Parra-Suescún, Jaime, Correa-Londoño, Guillermo, López-López, Lucelly, López-Herrera, Albeiro, Gutiérrez-Builes, Lina","Iatreia; 28(3); 248-258","Iatreia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932015000300003&lang=pt" 
"S0122-74832015000200004-col","Preservation of Azotobacter chroococcum vegetative cells in dry polymers","Rojas-Tapias, Daniel, Ortega Sierra, Oriana, Rivera Botia, Diego, Bonilla, Ruth","Universitas Scientiarum; 20(2); 201-207","Universitas Scientiarum","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832015000200004&lang=pt" 
"S0038-23532015000400015-sza","Towards polarisation-encoded quantum key distribution in optical fibre networks","Pillay, Sharmini, Mirza, Abdul R., Petruccione, Francesco","South African Journal of Science; 111(7-8); 1-6","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400015&lang=pt" 
"S0038-23532015000400011-sza","Using satellite data to identify and track intense thunderstorms in South and southern Africa","de Coning, Estelle, Gijben, Morne, Maseko, Bathobile, van Hemert, Louis","South African Journal of Science; 111(7-8); 1-5","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400011&lang=pt" 
"S0038-23532015000400013-sza","Long-term changes and variability in rainfall and streamflow in Luvuvhu River Catchment, South Africa","Odiyo, John O., Makungo, Rachel, Nkuna, Tinyiko R.","South African Journal of Science; 111(7-8); 1-9","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400013&lang=pt" 
"S0038-23532015000400018-sza","Climate change trends and environmental impacts in the Makonde Communal Lands, Zimbabwe","Sango, Ishumael, Godwell, Nhamo","South African Journal of Science; 111(7-8); 1-6","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400018&lang=pt" 
"S0038-23532015000400007-sza","Shakespeare, plants, and chemical analysis of early 17th century clay &#039;tobacco&#039; pipes from Europe","Thackeray, Francis","South African Journal of Science; 111(7-8); 1-2","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400007&lang=pt" 
"S0038-23532015000400002-sza","Plantation forestry and invasive pines in the Cape Floristic Region: Towards conflict resolution","van Wilgen, Brian W.","South African Journal of Science; 111(7-8); 1-2","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400002&lang=pt" 
"S0038-23532015000400019-sza","Relationships between student throughput variables and properties","Stoop, Lucas C.A.","South African Journal of Science; 111(7-8); 1-9","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400019&lang=pt" 
"S1413-82712015000200007-scl","Editorial","Noronha, Ana Paula Porto, Ambiel, Rodolfo Augusto Matteo","Psico-USF; 20(2); 7-8","Psico-USF","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200007&lang=pt" 
"S0038-23532015000400016-sza","A multiphysics simulation of a fluorine electrolysis cell","Pretorius, Ryno, Crouse, Philippus L., Hattingh, Christiaan J.","South African Journal of Science; 111(7-8); 1-5","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400016&lang=pt" 
"S0121-07932015000300001-col","Georeferencing provision of public health programs in four Colombian cities within the context of the competitive market of the health system, 2014","Molina, Gloria, Oquendo, Tatiana, Bastidas, Diego, Rodríguez, Sergio, Flórez, Merly","Iatreia; 28(3); 209-217","Iatreia","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932015000300001&lang=pt" 
"S1413-82712015000200349-scl","Análise Aparente de Tecnologia Educativa para Universitários sobre Abuso Sexual Infantil","Matos, Karla Julianne Negreiros de, Stelko-Pereira, Ana Carina","Psico-USF; 20(2); 349-352","Psico-USF","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200349&lang=pt" 
"S0038-23532015000400017-sza","Predictive modelling of wetland occurrence in KwaZulu-Natal, South Africa","Hiestermann, Jens, Rivers-Moore, Nick","South African Journal of Science; 111(7-8); 1-10","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400017&lang=pt" 
"S0038-23532015000400010-sza","Pancreatic islet regeneration: Therapeutic potential, unknowns and controversy","Cockburn, Ingrid L., Ferris, William F.","South African Journal of Science; 111(7-8); 1-5","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400010&lang=pt" 
"S0038-23532015000400012-sza","Allele frequencies of AVPR1A and MAOA in the Afrikaner population","Erasmus, J. Christoff, Klingenberg, Anton, Greeff, Jaco M.","South African Journal of Science; 111(7-8); 1-6","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400012&lang=pt" 
"S0038-23532015000400009-sza","A review of quantitative studies of South African youth resilience: Some gaps","van Rensburg, Angelique, Theron, Linda, Rothmann, Sebastiaan","South African Journal of Science; 111(7-8); 1-9","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400009&lang=pt" 
"S0038-23532015000400008-sza","Fly ash composting to improve fertiliser value - A review","Mupambwa, Hupenyu A., Dube, Ernest, Mnkeni, Pearson N.S.","South African Journal of Science; 111(7-8); 1-6","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400008&lang=pt" 
"S0038-23532015000400014-sza","Evidence for climate-induced range shift in Brachystegia (miombo) woodland","Pienaar, Brenden, Thompson, Dave I., Erasmus, Barend F.N., Hill, Trevor R., Witkowski, Ed T.F.","South African Journal of Science; 111(7-8); 1-9","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400014&lang=pt" 
"S0038-23532015000400021-sza","In-vitro effects of garlic extracts on pathogenic fungi Botrytis cinerea, Penicillium expansum and Neofabraea alba","Daniel, Chanel K., Lennox, Cheryl L., Vries, Filicity A.","South African Journal of Science; 111(7-8); 1-8","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400021&lang=pt" 
"S0038-23532015000400022-sza","Multiplexed CRISPR/Cas9 genome editing increases the efficacy of homologous-dependent repair of donor sequences in mammalian cells","Fok, Ezio T., Penny, Clement B., Mhlanga, Musa M., Weinberg, Marc S.","South African Journal of Science; 111(7-8); 1-7","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400022&lang=pt" 
"S0038-23532015000400020-sza","Directed genetic modification of African horse sickness virus by reverse genetics","Vermaak, Elaine, Paterson, Duncan J., Conradie, Andele, Theron, Jacques","South African Journal of Science; 111(7-8); 1-8","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400020&lang=pt" 
"S0122-74832015000200001-col","CARTA EDITORIAL","Salcedo Reyes, Juan Carlos","Universitas Scientiarum; 20(2); 174-174","Universitas Scientiarum","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832015000200001&lang=pt" 
"S0038-23532015000400001-sza","An investment in knowledge....producing new interest","Butler-Adam, John","South African Journal of Science; 111(7-8); 1-2","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400001&lang=pt" 
"S0038-23532015000400003-sza","Neville Alexander: History, politics and the language question","Mesthrie, Rajend","South African Journal of Science; 111(7-8); 1-2","South African Journal of Science","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532015000400003&lang=pt" 
"S1413-82712015000200275-scl","Research in Positive Psychology: a Systematic Literature Review","Reppold, Caroline Tozzi, Gurgel, Léia Gonçalves, Schiavon, Cecilia Cesa","Psico-USF; 20(2); 275-285","Psico-USF","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200275&lang=pt" 
"S1413-82712015000200249-scl","As Relações de Otimismo e Bem-Estar Subjetivo entre Pais e Filhos","Bandeira, Cláudia de Moraes, Natividade, Jean Carlos, Giacomoni, Claudia Hofheinz","Psico-USF; 20(2); 249-257","Psico-USF","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200249&lang=pt" 
"S1413-82712015000200207-scl","Adaptation and Validation of the Brazilian Version of the Utrecht Work Engagement Scale","Vazquez, Ana Claudia Souza, Magnan, Emília dos Santos, Pacico, Juliana Cerentini, Hutz, Claudio Simon, Schaufeli, Wilmar B.","Psico-USF; 20(2); 207-217","Psico-USF","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200207&lang=pt" 
"S1413-82712015000200195-scl","Intelligence and Creativity: Relationships and their Implications for Positive Psychology","Nakano, Tatiana de Cassia, Wechsler, Solange Muglia, Campos, Carolina Rosa, Milian, Queila Guise","Psico-USF; 20(2); 195-206","Psico-USF","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200195&lang=pt" 
"S1413-82712015000200219-scl","Attrition Rates in a Brazilian Longitudinal Survey on Positive Psychology: Empirical and Methodological Considerations","Damásio, Bruno Figueiredo, Golart, Jonathan Bernardes, Koller, Sílvia Helena","Psico-USF; 20(2); 219-228","Psico-USF","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200219&lang=pt" 
"S1413-82712015000200229-scl","Internal Structure of the Characters Strengths Scale in Brazil","Noronha, Ana Paula Porto, Dellazzana-Zanon, Letícia Lovato, Zanon, Cristian","Psico-USF; 20(2); 229-235","Psico-USF","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200229&lang=pt" 
"S1413-82712015000200237-scl","Do Otimismo Explicativo ao Disposicional: a Perspectiva da Psicologia Positiva","Bastianello, Micheline Roat, Hutz, Claudio Simon","Psico-USF; 20(2); 237-247","Psico-USF","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200237&lang=pt" 
"S1413-82712015000200259-scl","Positive Mental Health Scale: Validation of the &lt;italic&gt;Mental Health Continuum - Short Form&lt;/italic&gt;","Machado, Wagner de Lara, Bandeira, Denise Ruschel","Psico-USF; 20(2); 259-274","Psico-USF","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200259&lang=pt" 
"S1413-82712015000200287-scl","Instrumentos Baseados em Psicologia Positiva no Brasil: uma Revisão Sistemática","Pires, Jeferson Gervasio, Nunes, Maiana Farias Oliveira, Nunes, Carlos Henrique Sancineto da Silva","Psico-USF; 20(2); 287-295","Psico-USF","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200287&lang=pt" 
"S1413-82712015000200297-scl","Ajustamento Conjugal: Comparação entre Casais com e sem Filhos com Deficiência Intelectual","Pereira-Silva, Nara Liana, Dessen, Maria Auxiliadora, Barbosa, Altemir José Gonçalves","Psico-USF; 20(2); 297-308","Psico-USF","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200297&lang=pt" 
"S1413-82712015000200309-scl","O Impacto do Ensino de Regras Morfológicas na Escrita","Barbosa, Viviane do Rocio, Guimarães, Sandra Regina Kirchner, Rosa, João","Psico-USF; 20(2); 309-321","Psico-USF","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200309&lang=pt" 
"S1413-82712015000200323-scl","Psicodinâmica do Trabalho do Coletivo de Profissionais de Educação de Escola Pública","Duarte, Fernanda Sousa, Mendes, Ana Magnólia Bezerra","Psico-USF; 20(2); 323-332","Psico-USF","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200323&lang=pt" 
"S1413-82712015000200333-scl","Análise Psicométrica Preliminar de um Instrumento de Autorrelato para Avaliar Traços de Psicopatia","Hauck, Nelson, Salvador-Silva, Roberta, Teixeira, Marco Antônio Pereira","Psico-USF; 20(2); 333-348","Psico-USF","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712015000200333&lang=pt" 
"S0121-07932015000300002-col","Características antropométricas y funcionales de corredores colombianos de élite de larga distancia","Ramírez-Vélez, Robinson, Argothy-Bucheli, Rodrigo, Sánchez-Puccini, María Beatriz, Meneses-Echávez, José Francisco, López-Albán, Carlos Alejandro","Iatreia; 28(3); 240-247","Iatreia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932015000300002&lang=pt" 
"S0121-07932015000300005-col","Determinación de la clonalidad en tejidos humanos","Villamizar-Rivera, Nicolás, Olaya, Natalia","Iatreia; 28(3); 269-282","Iatreia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932015000300005&lang=pt" 
"S0121-07932015000300004-col","Colonización y factores de virulencia de Staphylococcus aureus resistente a meticilina en una población infantil de Montería","Ricardo-Caldera, Dina Marcela, Buelvas-Doria, Francisco Alberto, Escobar-Pérez, Javier Antonio, Tovar-Acero, Catalina","Iatreia; 28(3); 259-268","Iatreia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932015000300004&lang=pt" 
"S0121-07932015000300007-col","Desafíos educativos para el profesor de medicina: evaluación de su desempeño","Jara- Gutiérrez, Nancy Patricia, Díaz- López, Mónica María, Zapata-Castañeda, Pedro Nel","Iatreia; 28(3); 292-299","Iatreia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932015000300007&lang=pt" 
"S0121-07932015000300006-col","Un nuevo enfoque terapéutico para la disfunción eréctil: las ondas de choque de baja intensidad","García-Perdomo, Herney Andrés, Ocampo-Flórez, Ginna Marcela","Iatreia; 28(3); 283-291","Iatreia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932015000300006&lang=pt" 
"S0122-74832015000200006-col","Assessment of indicators of fecal contamination in soils treated with biosolids for growing grasses","Campos Pinilla, María Claudia, Medina Córdoba, Luz Karime, Piedad Fuentes, Nancy, García Montoya, Gustavo Ignacio","Universitas Scientiarum; 20(2); 217-227","Universitas Scientiarum","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832015000200006&lang=pt" 
"S0122-74832015000200005-col","Climbing behavior of Cordylancistrus sp. in the Colombian Andes","Carvajal-Quintero, JD, Maldonado-Ocampo, JA, Urbano-Bonilla, A","Universitas Scientiarum; 20(2); 209-215","Universitas Scientiarum","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832015000200005&lang=pt" 
"S0122-74832015000200002-col","Synthesis and in vitro Evaluation of Antifungal Properties of Some 4-Aryl-3-Methyl-1,2,3,4-Tetrahydroquinolines Derivatives","Romero Bohórquez, Arnold R, Kouznetsov, Vladimir V, Zacchino, Susana A","Universitas Scientiarum; 20(2); 177-189","Universitas Scientiarum","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832015000200002&lang=pt" 
"S0122-74832015000200003-col","Effect of light quality on Tabebuia rosea (Bignoniaceae) seed germination","Basto, Sofia, Ramirez, Claudia","Universitas Scientiarum; 20(2); 191-199","Universitas Scientiarum","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832015000200003&lang=pt" 
"S0122-74832015000200008-col","Xylanase activity and T2 (MRI) relationship during lulo la selva P32 ripening process","Dueñas, Yenny M, Agulles-Pedrós, Luis, Rojas, Carlos A, Agudelo, Adriana C, Alarcón, Diana C","Universitas Scientiarum; 20(2); 247-259","Universitas Scientiarum","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832015000200008&lang=pt" 
"S1010-27522015000200009-cub","Primer informe de Typhlocybinae como vectores potenciales de fitoplasmas en Cnidoscolus chayamansa (Miller) I.M. Johnst. (chaya) en Cuba","Sánchez Castro, Adayakni, Quiñones Pantoja, Madelaine L., Piñol Pérez, Berta E., Fernández Argudín, Basilia Miriam","Revista de Protección Vegetal; 30(2); 148-157","Revista de Protección Vegetal","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522015000200009&lang=pt" 
"S1029-30192015000800012-cub","Actualización sobre las bases fisiopatológicas de la preeclampsia","Nápoles Méndez, Danilo","MEDISAN; 19(8); 1020-1042","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015000800012&lang=pt" 
"S0365-05962015000400468-scl","The association of fractional CO2 laser 10.600nm and photodynamic therapy in the treatment of onychomycosis","Oliveira, Guilherme Bueno de, Antonio, João Roberto, Antonio, Carlos Roberto, Tomé, Fernanda Alves","Anais Brasileiros de Dermatologia; 90(4); 468-471","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400468&lang=pt" 
"S0365-05962015000400571-scl","Wells syndrome associated with chronic lymphocytic leukemia","Stuhr, Petra Maria de Oliveira Duarte, Vale, Everton Carlos Siviero do","Anais Brasileiros de Dermatologia; 90(4); 571-574","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400571&lang=pt" 
"S0365-05962015000400523-scl","Test of association: which one is the most appropriate for my study?","Gonzalez-Chica, David Alejandro, Bastos, João Luiz, Duquia, Rodrigo Pereira, Bonamigo, Renan Rangel, Martínez-Mesa, Jeovany","Anais Brasileiros de Dermatologia; 90(4); 523-528","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400523&lang=pt" 
"S0365-05962015000400567-scl","Sweet Syndrome in childhood","Santos, Talita Batalha Pires dos, Sales, Barbara Cristina Gouveia, Sigres, Marianne, Rosman, Fernando, Cerqueira, Ana Maria Mosca de","Anais Brasileiros de Dermatologia; 90(4); 567-569","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400567&lang=pt" 
"S0365-05962015000400557-scl","Acute generalized exanthematous pustulosis x Von Zumbusch’s pustular psoriasis: A diagnostic challenge in a psoriatic patient","Sousa, Aline Soares de, Lara, Osório Alves Corrêa de Castro, Papaiordanou, Francine, Marchioro, Gláucia Silva Simioni, Tebcherani, Antonio José","Anais Brasileiros de Dermatologia; 90(4); 557-560","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400557&lang=pt" 
"S0102-09352015000401183-scl","Molecular characterization of neuropathogenic Equine Herpesvirus 1 Brazilian isolates","Costa, E.A., Rosa, R., Oliveira, T.S., Assis, A.C., Paixão, T.A., Santos, R.L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1183-1187","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401183&lang=pt" 
"S0102-09352015000401033-scl","Alterações radiográficas do aparato podotroclear de equinos da Polícia Militar de Minas Gerais sem sinais clínicos de doença do osso navicular","Azevedo, D.S.D., Xavier, V.F., Ribeiro, R.M., Villela, S.B., Castro, T.C., Vieira, R.A.M., Lima, I.R., Marval, C.A., Faleiros, R.R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1033-1038","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401033&lang=pt" 
"S0100-204X2015000800730-scl","Seleção e caracterização molecular de isolados de Bacillus thuringiensis para o controle de Spodoptera spp.","Constanski, Kelly Christiane, Zorzetti, Janaina, Boas, Gislayne Trindade Vilas, Ricieto, Ana Paula Scaramal, Fazion, Fernanda Aparecida Pires, Boas, Laurival Vilas, Monnerat, Rose Gomes, Neves, Pedro Manuel Oliveira Janeiro","Pesquisa Agropecuária Brasileira; 50(8); 730-733","Pesquisa Agropecuária Brasileira","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800730&lang=pt" 
"S1029-30192015000800009-cub","Diplejía facial en adultos angolanos","Santisteban Aguilera, Francisca, García Nápoles, Heberto, Florián Santisteban, Yanet Victoria","MEDISAN; 19(8); 990-994","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015000800009&lang=pt" 
"S1029-30192015000800008-cub","Trombocitopenia por aracnidismo en un adulto joven","Valarezo Sevilla, Diego, Sarzosa Terán, Vanessa, Quinteros Vaca, Cristian","MEDISAN; 19(8); 984-989","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015000800008&lang=pt" 
"S1010-27522015000200010-cub","Ciclo de vida de Acanthoscelides obtectus (Say.) sobre frijol negro (Phaseolus vulgaris L.) en condiciones de laboratorio","Ramírez, Susana, Suris, Moraima","Revista de Protección Vegetal; 30(2); 158-160","Revista de Protección Vegetal","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522015000200010&lang=pt" 
"S1029-30192015000800006-cub","Un acercamiento de los docentes de la carrera de trabajo social a la educación en valores","Macías Menéndez, Fátima, Suárez Vélez, Henry Darío","MEDISAN; 19(8); 971-977","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015000800006&lang=pt" 
"S0103-84782015010900002-scl","Pesquisa identifica presença de fungos produtores de micotoxinas na dieta de caprinos","Gonçalez, Edlayne","Ciência Rural; 45(8); 2-2","Ciência Rural","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015010900002&lang=pt" 
"S1029-30192015000800001-cub","Educación diabetológica: una garantía de salud","González Rodríguez, Raidel, Cardentey García, Juan","MEDISAN; 19(8); 936-937","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015000800001&lang=pt" 
"S0103-84782015010900001-scl","Pesquisa identifica cultivares de soja tolerantes à ferrugem-asiática","Melo, Carlos Lásaro Pereira de, Roese, Alexandre Dinnys, Goulart, Augusto César Pereira","Ciência Rural; 45(8); 1-1","Ciência Rural","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015010900001&lang=pt" 
"S1029-30192015000800016-cub","Dr. Raúl Ramón Rizo Rodríguez: un paradigma de la Fisiología en Santiago de Cuba","Agramonte Vargas, Nilzer, Marcos Agramonte, Claudia","MEDISAN; 19(8); 1067-1072","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015000800016&lang=pt" 
"S1029-30192015000800014-cub","Algunas especificidades en torno a la conducta suicida","Hernández Soto, Pedro Antonio, Villarreal Casate, Reinaldo Enrique","MEDISAN; 19(8); 1051-1058","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015000800014&lang=pt" 
"S1029-30192015000800015-cub","Folleto de circuncisión masculina como método de prevención del virus de la inmunodeficiencia humana y otras infecciones de trasmisión sexual","Pérez Tauriaux, Olivia, Pantoja Fornés, Ida, Quintana Mayet, Ernesto, Calunga Calderón, Mercedes, Hechavarría Pérez, Eliades","MEDISAN; 19(8); 1059-1066","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015000800015&lang=pt" 
"S0021-75572015000400320-scl","Prevalence of asthenopia in children: a systematic review with meta-analysis","Vilela, Manuel A.P., Pellanda, Lucia C., Fassa, Anaclaudia G., Castagno, Victor D.","Jornal de Pediatria; 91(4); 320-325","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400320&lang=pt" 
"S0365-05962015000400561-scl","Erythema elevatum diutinum and hypothyroidism: coincidence or causal relationship?","Cirvidiu, Denise Camargo, Elias, Beatriz Lopes Ferraz, Jorge, Juliana Chaib Ferraira, Lira, Márcia Lanzoni de Alvarenga, Mandelbaum, Samuel Henrique","Anais Brasileiros de Dermatologia; 90(4); 561-563","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400561&lang=pt" 
"S0102-09352015000401201-scl","Spontaneous multi-cystic peripheral ameloblastoma in the freshwater angelfish, from the Brazilian state of Pará","Videira, M., Velasco, M., Tortelly, R., Clemente, S. C. São, Matos, P., Sanches, O., Matos, E.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1201-1204","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401201&lang=pt" 
"S0102-09352015000401105-scl","Eficiência produtiva ao desmame de vacas Nelore criadas no Pantanal","Silva, R.M., Souza, J.C., Fernandes, H.J., Abreu, U.G.P., Ferraz Filho, P.B., Rosa, A.N.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1105-1110","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401105&lang=pt" 
"S1010-27522015000200005-cub","Efecto de la pulpa de Coffea arabica L. sobre la microflora de tres unidades de suelos","Cervantes Beyra, Rafael, Castro-Lizazo, Iván, Mesa Pérez, María Aurora, Ocampo Ramírez, Arturo, Fernández Valdés, Daybelis, Fernández Valdés, Dayvis","Revista de Protección Vegetal; 30(2); 115-122","Revista de Protección Vegetal","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522015000200005&lang=pt" 
"S1010-27522015000200006-cub","Uso del microinjerto in vitro de ápices caulinares para eliminar ´Candidatus Liberibacter asiaticus´ en cultivares de cítricos en Cuba","Zamora-Rodríguez, Victoria, Luís-Pantoja, Maritza, Peña-Bárzaga, Inés, Ferriol-Marchena, Xenia, Hernández-Rodríguez, Lester","Revista de Protección Vegetal; 30(2); 123-132","Revista de Protección Vegetal","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522015000200006&lang=pt" 
