"S1688-12492015000400005-ury","Endocarditis infecciosa por Haemophilus parainfluenzae","Ambrosoni, María, Zunino, Carlos, Pandolfo, Soledad, Peluffo4, Gabriel, Giachetto, Gustavo","Archivos de Pediatría del Uruguay; 86(4); 294-299","Archivos de Pediatría del Uruguay","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-12492015000400005&lang=pt" 
"S0103-73312015000401313-scl","Entre o dito e o feito: uma análise preliminar da questão da aflição e do sofrimento nos estudos antropológicos sobre o candomblé","Portugal, Clarice Moreira, Nunes, Mônica de Oliveira","Physis: Revista de Saúde Coletiva; 25(4); 1313-1333","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401313&lang=pt" 
"S0103-73312015000401251-scl","Medicalização: uma crítica (im)pertinente? Introdução","Carvalho, Sérgio R., Rodrigues, Camila de O., Costa, Fabrício D. da, Andrade, Henrique S.","Physis: Revista de Saúde Coletiva; 25(4); 1251-1269","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401251&lang=pt" 
"S0103-73312015000401141-scl","Avaliação do desempenho estadual da vigilância em saúde de Pernambuco Abstract","Costa, Juliana Martins Barbosa da Silva, Pessoa Cesse, Eduarda Ângela, Samico, Isabella Chagas, Carvalho, Eduardo Maia Freese de","Physis: Revista de Saúde Coletiva; 25(4); 1141-1163","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401141&lang=pt" 
"S1692-35612015000200007-col","CRECIMIENTO DE L. plantarum y EFECTO SOBRE E. coli, S. typhimurium, C. perfringens, y S. aureus","JURADO-GÁMEZ, HENRY, JARRÍN-JARRÍN, VERÓNICA, PARREÑO-SALAS, JOHN","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 57-66","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200007&lang=pt" 
"S1519-70772015000300290-scl","Lucros Inesperados, Retorno das Ações e Risco no Mercado de Capitais Brasileiro","Pimentel, Renê Coppe","Revista Contabilidade &amp; Finanças; 26(69); 290-303","Revista Contabilidade &amp; Finanças","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772015000300290&lang=pt" 
"S1519-70772015000300274-scl","Escolhas Contábeis: o Caso Brasileiro das Propriedades para Investimento","Pinto, Murillo José Torello, Martins, Vinícius Aversari, Silva, Denise Mendes da","Revista Contabilidade &amp; Finanças; 26(69); 274-289","Revista Contabilidade &amp; Finanças","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772015000300274&lang=pt" 
"S1519-70772015000300345-scl","Basileia III: Impacto para os Bancos no Brasil","Pinheiro, Fernando Antonio Perrone, Savóia, José Roberto Ferreira, Securato, José Roberto","Revista Contabilidade &amp; Finanças; 26(69); 345-361","Revista Contabilidade &amp; Finanças","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772015000300345&lang=pt" 
"S1519-70772015000300331-scl","Estrutura de capital: o papel das fontes de financiamento nas quais companhias abertas brasileiras se baseiam","Tarantin Junior, Wilson, Valle, Maurício Ribeiro do","Revista Contabilidade &amp; Finanças; 26(69); 331-344","Revista Contabilidade &amp; Finanças","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772015000300331&lang=pt" 
"S1519-70772015000300247-scl","Evitar Divulgar Perdas: Um Estudo Empírico do Gerenciamento de Resultados por Meio de Decisões Operacionais","Reis, Elizio Marcos dos, Lamounier, Wagner Moura, Bressan, Valéria Gama Fully","Revista Contabilidade &amp; Finanças; 26(69); 247-260","Revista Contabilidade &amp; Finanças","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772015000300247&lang=pt" 
"S1519-70772015000300317-scl","Assimetria Informacional e o Preço das Ações: Análise da Utilização das Redes Sociais nos Mercados de Capitais Brasileiro e Norte-americano","Arruda, Marcelo Paulo de, Girão, Luiz Felipe de Araújo Pontes, Lucena, Wenner Glaucio Lopes","Revista Contabilidade &amp; Finanças; 26(69); 317-330","Revista Contabilidade &amp; Finanças","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772015000300317&lang=pt" 
"S1692-35612015000200008-col","CAMBIOS FISIOLÓGICOS, TEXTURALES Y FISICOQUÍMICOS DE DOS VARIEDADES DE CHONTADURO (Bactris gasipaes) EN POSCOSECHA","DAZA, JHON ALEXANDER, RODRÍGUEZ, JOSÉ LUÍS, MOSQUERA, SILVIO ANDRÉS","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 67-75","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200008&lang=pt" 
"S0103-73312015000401057-scl","Saúde Mental, Cidadania e o Campo Científico","Camargo Jr., Kenneth R. de","Physis: Revista de Saúde Coletiva; 25(4); 1057-1058","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401057&lang=pt" 
"S2179-84512015000300183-scl","Notas Editoriais","OLIVEIRA, AURELIO RIBEIRO LEITE DE, SOUSA, FABRÍCIO SIMEONI DE","TEMA (São Carlos); 16(3); 183-184","TEMA (São Carlos)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-84512015000300183&lang=pt" 
"S1692-35612015000200001-col","Editorial","Grass Ramírez, José Fernando","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 9-10","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200001&lang=pt" 
"S1519-70772015000300241-scl","APRESENTAÇÃO","Frezatti, Fábio","Revista Contabilidade &amp; Finanças; 26(69); 241-242","Revista Contabilidade &amp; Finanças","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772015000300241&lang=pt" 
"S1692-35612015000200002-col","VARIABLES BIOFÍSICAS DE DOCE SISTEMAS AGROSILVOPASTORILES EN LA MESETA DE POPAYÁN - CAUCA","MORALES-VELASCO, SANDRA, VIVAS-QUILA, NELSON JOSE, GOMEZ-MEDINA, VANESA","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 11-21","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200002&lang=pt" 
"S0034-74342015000400007-col","Lesión vulvar y perineal secundaria a trauma pelviperineal complejo: presentación de un caso y revisión de la literatura","Hernández-Tiria, María Camila, Navarro-Devia, Antonio José, Osorio-Ruiz, Ana María","Revista Colombiana de Obstetricia y Ginecología; 66(4); 297-305","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000400007&lang=pt" 
"S1806-37132015000600554-scl","The challenge of managing extensively drug-resistant tuberculosis at a referral hospital in the state of São Paulo, Brazil: a report of three cases","Arbex, Marcos Abdo, Siqueira, Hélio Ribeiro de, D&#039;Ambrosio, Lia, Migliori, Giovanni Battista","Jornal Brasileiro de Pneumologia; 41(6); 554-559","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600554&lang=pt" 
"S1806-37132015000600562-scl","Intracavitary nodule in active tuberculosis: differential diagnosis of aspergilloma","Marchiori, Edson, Hochhegger, Bruno, Zanetti, Gláucia","Jornal Brasileiro de Pneumologia; 41(6); 562-563","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600562&lang=pt" 
"S1806-37132015000600487-scl","Imaging and COPD","Hochhegger, Bruno","Jornal Brasileiro de Pneumologia; 41(6); 487-488","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600487&lang=pt" 
"S1806-37132015000600536-scl","Cost analysis of nucleic acid amplification for diagnosing pulmonary tuberculosis, within the context of the Brazilian Unified Health Care System","Pinto, Márcia, Entringer, Aline Piovezan, Steffen, Ricardo, Trajman, Anete","Jornal Brasileiro de Pneumologia; 41(6); 536-538","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600536&lang=pt" 
"S2182-51732015000600004-prt","Attitudes of family medicine residents towards patients with alcohol-related problems","Santos, Gui, Rosário, Frederico","Revista Portuguesa de Medicina Geral e Familiar; 31(6); 376-382","Revista Portuguesa de Medicina Geral e Familiar","Inglês","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732015000600004&lang=pt" 
"S0122-06672015000200006-col","Correlación genotipo-fenotipo cardiovascular de la dopamina β-hidroxilasa (DβH)","Isaza M, Carlos A, Valencia C, Sandra Y, Ríos G, Carlos M, López B, Andrea, Giraldo O, Beatriz, Quiceno G, Alejandra","Revista Médica de Risaralda; 21(2); 27-31","Revista Médica de Risaralda","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-06672015000200006&lang=pt" 
"S0120-28122015000400005-col","Efecto de la aplicación de un vermicompost en las propiedades químicas de un suelo salino-sódico del semiárido venezolano","Mogollón Sandoval, José Pastor, Martínez, Alicia Elena, Torres, Duilio Gilberto","Acta Agronómica; 64(4); 315-320","Acta Agronómica","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28122015000400005&lang=pt" 
"S1415-790X2015000600918-spa","Hospitalizações psiquiátricas no Rio Grande do Sul de 2000 a 2011","Horta, Rogério Lessa, Costa, Juvenal Soares Dias da, Balbinot, Alexandre Didó, Watte, Guilherme, Teixeira, Vanesa Andina, Poletto, Simone","Revista Brasileira de Epidemiologia; 18(4); 918-929","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600918&lang=pt" 
"S1415-790X2015000400858-scl","Prevalência e fatores associados ao ganho de peso gestacional excessivo em unidades de saúde do sudoeste da Bahia","Magalhães, Elma Izze da Silva, Maia, Daniela Santana, Bonfim, Carla Fabrícia Araújo, Netto, Michele Pereira, Lamounier, Joel Alves, Rocha, Daniela da Silva","Revista Brasileira de Epidemiologia; 18(4); 858-869","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400858&lang=pt" 
"S1415-790X2015000600798-spa","Dietary intake of adolescents compared with the Brazilian Food Guide and their differences according to anthropometric data and physical activity","Enes, Carla Cristina, Slater, Betzabeth","Revista Brasileira de Epidemiologia; 18(4); 798-808","Revista Brasileira de Epidemiologia","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600798&lang=pt" 
"S1415-790X2015000400771-scl","Caracterização das internações hospitalares por causas externas no sistema público de saúde, Brasil, 2011","Mascarenhas, Márcio Dênis Medeiros, Barros, Marilisa Berti de Azevedo","Revista Brasileira de Epidemiologia; 18(4); 771-784","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400771&lang=pt" 
"S1415-790X2015000400745-scl","Assessing vaccine data recording in Brazil","Novaes, Mario Lucio de Oliveira, Almeida, Renan Moritz Varnier Rodrigues de, Bastos, Ronaldo Rocha","Revista Brasileira de Epidemiologia; 18(4); 745-756","Revista Brasileira de Epidemiologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400745&lang=pt" 
"S1415-790X2015000600858-spa","Prevalência e fatores associados ao ganho de peso gestacional excessivo em unidades de saúde do sudoeste da Bahia","Magalhães, Elma Izze da Silva, Maia, Daniela Santana, Bonfim, Carla Fabrícia Araújo, Netto, Michele Pereira, Lamounier, Joel Alves, Rocha, Daniela da Silva","Revista Brasileira de Epidemiologia; 18(4); 858-869","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600858&lang=pt" 
"S1415-790X2015000400870-scl","Análise da situação vacinal de crianças pré-escolares em Teresina (PI)","Fernandes, Ana Catharina Nunes, Gomes, Keila Rejane Oliveira, Araújo, Telma Maria Evangelista de, Moreira-Araújo, Regilda Saraiva dos Reis","Revista Brasileira de Epidemiologia; 18(4); 870-882","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400870&lang=pt" 
"S1415-790X2015000400930-scl","Fatty acid intake and metabolic syndrome among overweight and obese women","Maximino, Priscila, Horta, Paula Martins, Santos, Luana Caroline dos, Oliveira, Cecília Lacroix de, Fisberg, Mauro","Revista Brasileira de Epidemiologia; 18(4); 930-942","Revista Brasileira de Epidemiologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400930&lang=pt" 
"S2236-46332015000300774-scl","Ângelo Agostini and the Cartoons at the Imperial Twilight - Preliminary Notes on the Abolition in Brazil","Liebel, Vinícius","Almanack; (11); 774-792","Almanack","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332015000300774&lang=pt" 
"S1415-790X2015000400953-scl","Prevalência e fatores associados ao diabetes em idosos no município de Viçosa, Minas Gerais","Vitoi, Nayla Cordeiro, Fogal, Aline Siqueira, Nascimento, Clarissa de Matos, Franceschini, Sylvia do Carmo Castro, Ribeiro, Andréia Queiroz","Revista Brasileira de Epidemiologia; 18(4); 953-965","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400953&lang=pt" 
"S2236-46332015000300670-scl","Naturaleza and citizenship in Modern Spain. From subject representation to the dawn of contemporary citizenship (17th-19th centuries)","Salvatto, Fabricio Gabriel, Carzolio, María Inés","Almanack; (11); 670-687","Almanack","Inglês, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332015000300670&lang=pt" 
"S1415-790X2015000400894-scl","Fatores associados ao câncer de boca: um estudo de caso-controle em uma população do Nordeste do Brasil","Andrade, Jarielle Oliveira Mascarenhas, Santos, Carlos Antonio de Souza Teles, Oliveira, Márcio Campos","Revista Brasileira de Epidemiologia; 18(4); 894-905","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400894&lang=pt" 
"S1415-790X2015000400735-scl","Afastamento do trabalho por transtornos mentais e estressores psicossociais ocupacionais","Silva-Junior, João Silvestre, Fischer, Frida Marina","Revista Brasileira de Epidemiologia; 18(4); 735-744","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400735&lang=pt" 
"S1415-790X2015000600757-spa","Avaliação do efeito independente de doenças crônicas, fatores sociodemográficos e comportamentais sobre a incapacidade funcional em idosos residentes em Ribeirão Preto, SP, 2007 - Projeto EPIDCV","Moraes, Suzana Alves de, Lopes, Daniele Almeida, Freitas, Isabel Cristina Martins de","Revista Brasileira de Epidemiologia; 18(4); 757-770","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600757&lang=pt" 
"S1415-790X2015000400824-scl","Suplementação com vitamina A em gestantes e puérperas brasileiras: uma revisão sistemática","Neves, Paulo Augusto Ribeiro, Saunders, Cláudia, Barros, Denise Cavalcante de, Ramalho, Andréa","Revista Brasileira de Epidemiologia; 18(4); 824-836","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400824&lang=pt" 
"S1415-790X2015000600809-spa","Atrasos na suspeita e no diagnóstico de tuberculose e fatores relacionados","Sasaki, Natália Sperli Geraldes Marin dos Santos, Santos, Maria de Lourdes Sperli Geraldes dos, Vendramini, Silvia Helena F., Ruffino-Netto, Antonio, Villa, Teresa Cristina Scatena, Chiaravalloti-Neto, Francisco","Revista Brasileira de Epidemiologia; 18(4); 809-823","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600809&lang=pt" 
"S1415-790X2015000600894-spa","Fatores associados ao câncer de boca: um estudo de caso-controle em uma população do Nordeste do Brasil","Andrade, Jarielle Oliveira Mascarenhas, Santos, Carlos Antonio de Souza Teles, Oliveira, Márcio Campos","Revista Brasileira de Epidemiologia; 18(4); 894-905","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600894&lang=pt" 
"S1415-790X2015000400918-scl","Hospitalizações psiquiátricas no Rio Grande do Sul de 2000 a 2011","Horta, Rogério Lessa, Costa, Juvenal Soares Dias da, Balbinot, Alexandre Didó, Watte, Guilherme, Teixeira, Vanesa Andina, Poletto, Simone","Revista Brasileira de Epidemiologia; 18(4); 918-929","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400918&lang=pt" 
"S1415-790X2015000400798-scl","Dietary intake of adolescents compared with the Brazilian Food Guide and their differences according to anthropometric data and physical activity","Enes, Carla Cristina, Slater, Betzabeth","Revista Brasileira de Epidemiologia; 18(4); 798-808","Revista Brasileira de Epidemiologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400798&lang=pt" 
"S2236-46332015000300707-scl","Luiz Gama and the racial satire as the transgression poetry: diasporic poetry as counter-narrative to the idea of race","Santos, Eduardo Antonio Estevam","Almanack; (11); 707-727","Almanack","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332015000300707&lang=pt" 
"S1415-790X2015000400906-scl","Segurança alimentar e nutricional de famílias com crianças menores de cinco anos do município de Campina Grande, Paraíba","Pedraza, Dixis Figueroa, Gama, Jacqueline Santos da Fonsêca Almeida","Revista Brasileira de Epidemiologia; 18(4); 906-917","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400906&lang=pt" 
"S1415-790X2015000400757-scl","Avaliação do efeito independente de doenças crônicas, fatores sociodemográficos e comportamentais sobre a incapacidade funcional em idosos residentes em Ribeirão Preto, SP, 2007 - Projeto EPIDCV","Moraes, Suzana Alves de, Lopes, Daniele Almeida, Freitas, Isabel Cristina Martins de","Revista Brasileira de Epidemiologia; 18(4); 757-770","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000400757&lang=pt" 
"S1415-790X2015000600785-spa","Fatores que contribuem para preocupação com a imagem corporal de estudantes universitárias","Silva, Wanderson Roberto, Dias, Juliana Chioda Ribeiro, Maroco, João, Campos, Juliana Alvares Duarte Bonini","Revista Brasileira de Epidemiologia; 18(4); 785-797","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600785&lang=pt" 
"S1415-790X2015000600824-spa","Suplementação com vitamina A em gestantes e puérperas brasileiras: uma revisão sistemática","Neves, Paulo Augusto Ribeiro, Saunders, Cláudia, Barros, Denise Cavalcante de, Ramalho, Andréa","Revista Brasileira de Epidemiologia; 18(4); 824-836","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600824&lang=pt" 
"S2236-46332015000300749-scl","Lutas políticas, abolicionismo e a desagregação da ordem escravista: Bananal, 1878-1888","Santos, Marco Aurélio","Almanack; (11); 749-773","Almanack","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332015000300749&lang=pt" 
"S1415-790X2015000600870-spa","Análise da situação vacinal de crianças pré-escolares em Teresina (PI)","Fernandes, Ana Catharina Nunes, Gomes, Keila Rejane Oliveira, Araújo, Telma Maria Evangelista de, Moreira-Araújo, Regilda Saraiva dos Reis","Revista Brasileira de Epidemiologia; 18(4); 870-882","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600870&lang=pt" 
"S1415-790X2015000600930-spa","Fatty acid intake and metabolic syndrome among overweight and obese women","Maximino, Priscila, Horta, Paula Martins, Santos, Luana Caroline dos, Oliveira, Cecília Lacroix de, Fisberg, Mauro","Revista Brasileira de Epidemiologia; 18(4); 930-942","Revista Brasileira de Epidemiologia","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600930&lang=pt" 
"S1415-790X2015000600906-spa","Segurança alimentar e nutricional de famílias com crianças menores de cinco anos do município de Campina Grande, Paraíba","Pedraza, Dixis Figueroa, Gama, Jacqueline Santos da Fonsêca Almeida","Revista Brasileira de Epidemiologia; 18(4); 906-917","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600906&lang=pt" 
"S1415-790X2015000600771-spa","Caracterização das internações hospitalares por causas externas no sistema público de saúde, Brasil, 2011","Mascarenhas, Márcio Dênis Medeiros, Barros, Marilisa Berti de Azevedo","Revista Brasileira de Epidemiologia; 18(4); 771-784","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600771&lang=pt" 
"S1415-790X2015000600953-spa","Prevalência e fatores associados ao diabetes em idosos no município de Viçosa, Minas Gerais","Vitoi, Nayla Cordeiro, Fogal, Aline Siqueira, Nascimento, Clarissa de Matos, Franceschini, Sylvia do Carmo Castro, Ribeiro, Andréia Queiroz","Revista Brasileira de Epidemiologia; 18(4); 953-965","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600953&lang=pt" 
"S1415-790X2015000600745-spa","Assessing vaccine data recording in Brazil","Novaes, Mario Lucio de Oliveira, Almeida, Renan Moritz Varnier Rodrigues de, Bastos, Ronaldo Rocha","Revista Brasileira de Epidemiologia; 18(4); 745-756","Revista Brasileira de Epidemiologia","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000600745&lang=pt" 
"S0034-74342015000400003-col","Condiciones socioculturales y experiencia del embarazo en adolescentes de Jalisco, México: estudio cualitativo","Mejía-Mendoza, Martha Leticia, Laureano-Eugenio, Jorge, Gil-Hernández, Elisa, Ortiz-Villalobos, Roberto Carlos, Blackaller-Ayala, Jorge, Benítez-Morales, Ricardo","Revista Colombiana de Obstetricia y Ginecología; 66(4); 242-252","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000400003&lang=pt" 
"S0034-74342015000400002-col","Comparación de la implementación del modelo de vigilancia de morbilidad materna extrema en doce instituciones de salud en Colombia, 2013. Estudio mixto: cualitativo y cuantitativo","Rodríguez-Hernández, Jorge Martín, Ariza-Ruiz, Katerine, Amaya-Lara, Jeannette Liliana, Matallana-Gómez, María Alexandra, Ronderos-Torres, María Margarita, Peñaloza-Quintero, Rolando Enrique","Revista Colombiana de Obstetricia y Ginecología; 66(4); 229-241","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000400002&lang=pt" 
"S0034-74342015000400004-col","Características operativas del diagnóstico clínico con y sin pruebas de consultorio (ph y pruebas de aminas) para el diagnóstico de vaginosis bacteriana, en pacientes sintomáticas en Bogotá, Colombia","Mejía-Pérez, Dauris, Ángel-Müller, Edith, Rodríguez-Hernández, Andrea E, Ruiz-Parra, Ariel I, Tolosa-Ardila, Jorge E, Gaitán-Duarte, Hernando","Revista Colombiana de Obstetricia y Ginecología; 66(4); 253-262","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000400004&lang=pt" 
"S1806-37132015000600516-scl","Sport-specific influences on respiratory patterns in elite athletes","Durmic, Tijana, Lazovic, Biljana, Djelic, Marina, Lazic, Jelena Suzic, Zikic, Dejan, Zugic, Vladimir, Dekleva, Milica, Mazic, Sanja","Jornal Brasileiro de Pneumologia; 41(6); 516-522","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600516&lang=pt" 
"S1806-37132015000600523-scl","The impact of anti-smoking laws on high school students in Ankara, Turkey","Demir, Melike, Karadeniz, Gulistan, Demir, Fikri, Karadeniz, Cem, Kaya, Halide, Yenibertiz, Derya, Taylan, Mahsuk, Yilmaz, Sureyya, Sen, Velat","Jornal Brasileiro de Pneumologia; 41(6); 523-529","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600523&lang=pt" 
"S1806-37132015000600496-scl","Factors associated with quality of life in patients with severe asthma: the impact of pharmacotherapy","Souza, Daiane Silva, Noblat, Lúcia de Araújo Costa Beisl, Santos, Pablo de Moura","Jornal Brasileiro de Pneumologia; 41(6); 496-501","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600496&lang=pt" 
"S1806-37132015000600547-scl","Lung transplantation: overall approach regarding its major aspects","Camargo, Priscila Cilene León Bueno de, Teixeira, Ricardo Henrique de Oliveira Braga, Carraro, Rafael Medeiros, Campos, Silvia Vidal, Afonso Junior, José Eduardo, Costa, André Nathan, Fernandes, Lucas Matos, Abdalla, Luis Gustavo, Samano, Marcos Naoyuki, Pêgo-Fernandes, Paulo Manuel","Jornal Brasileiro de Pneumologia; 41(6); 547-553","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600547&lang=pt" 
"S1806-37132015000600502-scl","Evaluation of quality of life according to asthma control and asthma severity in children and adolescents","Matsunaga, Natasha Yumi, Ribeiro, Maria Angela Gonçalves de Oliveira, Saad, Ivete Alonso Bredda, Morcillo, André Moreno, Ribeiro, José Dirceu, Toro, Adyléia Aparecida Dalbo Contrera","Jornal Brasileiro de Pneumologia; 41(6); 502-508","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600502&lang=pt" 
"S1806-37132015000600530-scl","The rapid shallow breathing index as a predictor of successful mechanical ventilation weaning: clinical utility when calculated from ventilator data","Souza, Leonardo Cordeiro de, Lugon, Jocemir Ronaldo","Jornal Brasileiro de Pneumologia; 41(6); 530-535","Jornal Brasileiro de Pneumologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132015000600530&lang=pt" 
