"S0213-12852014000500005-esp","Antidiabéticos orales y odontología","González Montero, C., Manso Platero, F.J., López Alba, A.J.","Avances en Odontoestomatología; 30(5); 271-281","Avances en Odontoestomatología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852014000500005&lang=pt" 
"S0212-97282014000300035-esp","El nivel de vocabulario como indicador de reserva cognitiva en la evaluación del deterioro cognitivo ligero","Lojo-Seoane, Cristina, Facal, David, Juncos-Rabadán, Onésimo, Pereiro, Arturo X.","Anales de Psicología; 30(3); 1115-1121","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300035&lang=pt" 
"S0212-97282014000300027-esp","Development and validation of a questionnaire (the IRA-AGHN) to assess teachers&#039; knowledge of Attention Deficit Hyperactivity Disorder","Soroa, Marian, Balluerka, Nekane, Gorostiaga, Arantxa","Anales de Psicología; 30(3); 1035-1043","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300027&lang=pt" 
"S0212-97282014000300032-esp","Ambiente comunitario y actitud hacia la autoridad: relaciones con la calidad de las relaciones familiares y con la agresión hacia los iguales en adolescentes","Jiménez, Teresa I., Estévez, Estefanía, Murgui, Sergio","Anales de Psicología; 30(3); 1086-1095","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300032&lang=pt" 
"S0212-97282014000300022-esp","The development of the therapeutic alliance and the emergence of alliance ruptures","Coutinho, Joana, Ribeiro, Eugenia, Fernandes, Catarina, Sousa, Inês, Safran, Jeremy D.","Anales de Psicología; 30(3); 985-994","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300022&lang=pt" 
"S0212-97282014000300020-esp","Personality differences of applicants for the gun license (proprioceptive and verbal tests)","Tous, Josep M., Muiños, Rubén, Liutsko, Liudmila","Anales de Psicología; 30(3); 964-970","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300020&lang=pt" 
"S0212-97282014000300003-esp","Developments in cooperative learning: review of research","Gillies, Robyn M.","Anales de Psicología; 30(3); 792-801","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300003&lang=pt" 
"S0212-97282014000300028-esp","Analysis of current gender stereotypes","Castillo-Mayén, Rosario, Montes-Berges, Beatriz","Anales de Psicología; 30(3); 1044-1060","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300028&lang=pt" 
"S0212-97282014000300024-esp","Relationship between early mathematical competence, gender and social background in Chilean elementary school population","Cerda, Gamal, Pérez, Carlos, Ortega-Ruiz, Rosario","Anales de Psicología; 30(3); 1006-1013","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300024&lang=pt" 
"S0212-97282014000300007-esp","Cooperative learning in mathematics: a study on the effects of the parameter of equality on academic performance","Pons, Rosa-María, Prieto, María D., Lomeli, Clotilde, Bermejo, María R., Bulut, Sefa","Anales de Psicología; 30(3); 832-840","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300007&lang=pt" 
"S0212-97282014000300031-esp","Relación del autoconcepto con la condición física y la composición corporal en una muestra de adolescentes","Reigal-Garrido, Rafael E., Becerra-Fernández, Carlos A., Hernández-Mendo, Antonio, Martín-Tamayo, Ignacio","Anales de Psicología; 30(3); 1079-1085","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300031&lang=pt" 
"S0212-97282014000300034-esp","Perfil neuropsicológico de niños con dislalias: alteraciones mnésicas y atencionales","Conde-Guzón, Pablo, Quirós-Expósito, Pilar, Conde-Guzón, María Jesús, Bartolomé-Albistegui, María Teresa","Anales de Psicología; 30(3); 1105-1114","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300034&lang=pt" 
"S0212-97282014000300030-esp","Gender as predictor of social rejection: the mediating/moderating role of effortful control and parenting","Ato, Ester, Galián, María D., Fernández-Vilar, María A.","Anales de Psicología; 30(3); 1069-1078","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300030&lang=pt" 
"S0212-97282014000300042-esp","Características familiares asociadas a violencia filio-parental en adolescentes","Calvete, Esther, Gámez-Guadix, Manuel, Orue, Izaskun","Anales de Psicología; 30(3); 1176-1182","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300042&lang=pt" 
"S0212-97282014000300040-esp","El Análisis Factorial Exploratorio de los Ítems: una guía práctica, revisada y actualizada","Lloret-Segura, Susana, Ferreres-Traver, Adoración, Hernández-Baeza, Ana, Tomás-Marco, Inés","Anales de Psicología; 30(3); 1151-1169","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300040&lang=pt" 
"S0212-97282014000300033-esp","Consequences of adolescent&#039;s evening preference on psychological functioning: a review","Díaz-Morales, Juan F., Escribano, Cristina","Anales de Psicología; 30(3); 1096-1104","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300033&lang=pt" 
"S0212-97282014000300025-esp","Application of a child abuse prevention programme in an educational context","Moreno-Manso, Juan M., García-Baamonde, Elena, Blázquez-Alonso, Macarena, Pozueco-Romero, José M.","Anales de Psicología; 30(3); 1014-1024","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300025&lang=pt" 
"S0212-97282014000300010-esp","Making sense of resilience: a review from the field of paediatric psycho-oncology and a proposal of a model for its study","Castellano-Tejedor, Carmina, Blasco-Blasco, Tomás, Pérez-Campdepadrós, Marta, Capdevila, Lluís","Anales de Psicología; 30(3); 865-877","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300010&lang=pt" 
"S0212-97282014000300023-esp","Parenting, socioeconomic status and psychosocial functioning in Peruvian families and their children","Manrique Millones, Denisse L., Ghesquière, Pol, Van Leeuwen, Karla","Anales de Psicología; 30(3); 995-1005","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300023&lang=pt" 
"S0212-97282014000300014-esp","Personality, depressive symptoms during pregnancy and their influence on postnatal depression in Spanish pregnant Spanish women","Marín-Morales, Dolores, Carmona Monge, Francisco J., Peñacoba-Puente, Cecilia","Anales de Psicología; 30(3); 908-915","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300014&lang=pt" 
"S0212-97282014000300009-esp","Psicología positiva y psicología popular de la autoayuda: un romance histórico, psicológico y cultural","Cabanas, Edgar, Huertas, Juan A.","Anales de Psicología; 30(3); 852-864","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300009&lang=pt" 
"S0212-97282014000300017-esp","Rasgos de personalidad (ZKPQ) en pacientes con fibromialgia: un estudio de casos y controles","Albiol, Silvia, Gomà-i-Freixanet, Montserrat, Valero, Sergi, Vega, Daniel, Muro, Anna","Anales de Psicología; 30(3); 937-943","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300017&lang=pt" 
"S0212-97282014000300019-esp","Prevention, assessment and treatment of suicidal behavior","Sánchez-Teruel, David, García-León, Ana, Muela-Martínez, José-Antonio","Anales de Psicología; 30(3); 952-963","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300019&lang=pt" 
"S0212-97282014000300018-esp","Social support and psychological well-being as possible predictors of complicated grief in a cross-section of people in mourning","Villacieros, Marta, Serrano, Inés, Bermejo, José-Carlos, Magaña, Marisa, Carabias, Rosa","Anales de Psicología; 30(3); 944-951","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300018&lang=pt" 
"S0212-97282014000300016-esp","Relevancia del estatus menopáusico en las diferencias en salud mental entre mujeres y hombres","Matud, María Pilar, Correa, María Concepción, Bethencourt, Juan Manuel, Pino, María José del","Anales de Psicología; 30(3); 927-936","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300016&lang=pt" 
"S0212-97282014000300021-esp","Tipología circadiana y problemas de salud mental","Antúnez, Juan M., Navarro, José F., Adan, Ana","Anales de Psicología; 30(3); 971-984","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300021&lang=pt" 
"S0212-97282014000300015-esp","Taxonomy and hierarchy of psychological abuse strategies in intimate partner relationships","Rodríguez-Carballeira, Álvaro, Porrúa-García, Clara, Escartín, Jordi, Martín-Peña, Javier, Almendros, Carmen","Anales de Psicología; 30(3); 916-926","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300015&lang=pt" 
"S0212-97282014000300029-esp","Búsqueda de sensaciones y consumo de alcohol: el papel mediador de la percepción de riesgos y beneficios","González-Iglesias, Beatriz, Gómez-Fraguela, José-Antonio, Gras, María-Eugenia, Planes, Montserrat","Anales de Psicología; 30(3); 1061-1068","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300029&lang=pt" 
"S0212-97282014000300013-esp","Validez de un modelo reducido de ítems del DSM-IV según respuesta de padres y profesores en el diagnóstico del Trastorno por Déficit de Atención con Hiperactividad Combinado","López-Villalobos, José Antonio, Andrés-de Llano, Jesús María, Sánchez-Mateos, Juan Delgado, Rodríguez-Molinero, Luis, Garrido-Redondo, Mercedes, Martínez-Rivera, María Teresa, Sacristán-Martín, Ana María, Serrano-Pintado, Isabel","Anales de Psicología; 30(3); 898-907","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300013&lang=pt" 
"S0212-97282014000300012-esp","The relationship between low levels of mindfulness skills and pathological worry: the mediating role of psychological inflexibility","Ruiz, Francisco J.","Anales de Psicología; 30(3); 887-897","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300012&lang=pt" 
"S0212-97282014000300011-esp","Effects of the frequency and satisfaction with leisure profile on dementia caregivers distress","Romero-Moreno, Rosa, Losada, Andrés, Márquez-González, María, Mausbach, Brent Thomas","Anales de Psicología; 30(3); 878-886","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300011&lang=pt" 
"S0186-23912014000500005-mex","Enfermedad de Kawasaki con tres recurrencias: Presentación de un caso clínico","Garrido-García, Luis Martín, Mata-Favela, Nadia, Yamasaki-Nakashimida, Marco Antonio","Acta pediátrica de México; 35(5); 388-392","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500005&lang=pt" 
"S0186-23912014000500002-mex","Rotavirus en la Unidad de Cuidados Intermedios Neonatales","Hernández-Orozco, Hilda G., Aparicio-Santiago, Guadalupe L., Lucas-Reséndiz, Esperanza, Castañeda-Narváez, José Luis, López-Candiani, Carlos, Díaz-Jiménez, Virginia, Rosas-Ruiz, Aurora, Sandoval-Medina, Ma. del Carmen, Arzate-Barbosa, Patricia, Domínguez-Viveros, Wendy, Sarmiento-Wilches, Patrik Eliana","Acta pediátrica de México; 35(5); 365-372","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500002&lang=pt" 
"S0186-23912014000500010-mex","Cuidados paliativos en pediatría","Vallejo-Palma, Jazmín Fátima, Garduño-Espinosa, Armando","Acta pediátrica de México; 35(5); 428-435","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500010&lang=pt" 
"S0186-23912014000500003-mex","Cuantificación sanguínea de metformina y glibenclamida para endocrinología pediátrica","Alemón-Medina, Radamés, Chávez-Pacheco, Juan Luis, Ramírez-Mendiola, Blanca, Rivera-Espinosa, Liliana, García-Álvarez, Raquel","Acta pediátrica de México; 35(5); 373-380","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500003&lang=pt" 
"S0186-23912014000500004-mex","Experiencia de diez años de la enterocolitis neutropénica en la Unidad de Terapia Intensiva Pediátrica del Instituto Nacional de Pediatría","Muñoz-Ramírez, Mireya, Márquez-González, Horacio, Zárate-Castañón, Patricia, Márquez-Aguirre, Martha Patricia","Acta pediátrica de México; 35(5); 381-387","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500004&lang=pt" 
"S0186-23912014000500006-mex","Sialolitiasis submandibular en un paciente pediátrico: Reporte de caso","Campos-Villanueva, Cindy, Téllez-Rodríguez, Jorge, López-Fernández, Rubí","Acta pediátrica de México; 35(5); 393-401","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500006&lang=pt" 
"S0186-23912014000500007-mex","Síndrome urémico hemolítico atípico fulminante asociado con neumonía por Streptococcus pneumoniae complicada","Macías-Parra, Mercedes, Rojas-Maruri, Mauricio, Ridaura-Sanz, Cecilia","Acta pediátrica de México; 35(5); 402-410","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500007&lang=pt" 
"S0186-23912014000500008-mex","Estreñimiento funcional en pediatría","De la Torre Mondragón, Luis, Hernández Vez, Gabriela","Acta pediátrica de México; 35(5); 411-422","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500008&lang=pt" 
"S0186-23912014000500009-mex","Punción lumbar: Condiciones e indicaciones en pediatría","Munive Báez, Leticia","Acta pediátrica de México; 35(5); 423-427","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500009&lang=pt" 
"S0186-23912014000500001-mex","Red Regional Mexicana del Centro Cochrane Iberoamericano","González-Garay, Alejandro Gabriel","Acta pediátrica de México; 35(5); 361-363","Acta pediátrica de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912014000500001&lang=pt" 
"S2358-04292014000500271-scl","Delayed Gastric Emptying of Semi-solid diets in Patients with Chagasic Megaesophagus","Chinzon, Decio, Navarro-Rodriguez, Tomas, Dal-Paz, Karine, Dib, Ricardo Anuar, Moraes-Filho, Joaquim Prado Pinto de","MedicalExpress; 1(5); 271-274","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500271&lang=pt" 
"S2358-04292014000500275-scl","Clinical pharmacology of dobutamine and dopamine in preterm neonates","Pacifici, Gian Maria","MedicalExpress; 1(5); 275-283","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500275&lang=pt" 
"S2358-04292014000500262-scl","Low dose of green tea catechins improves endothelial function and vascular smooth muscle cell reactivity in obese women","Bottino, Daniel Alexandre, Nogueira, Débora Cherfan Goulart, Lourenço, Ana Cláudia, Fortes, Vanessa Silveira, Berretta, Andresa A., Bouskela, Eliete","MedicalExpress; 1(5); 262-267","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500262&lang=pt" 
"S2358-04292014000500268-scl","Antinociceptive action of Light Emitting Diode in an experimental model with hyperalgesia by capsaicin","Kerppers, Ivo Ilvan, Paz, Isabel de Almeida, Pires, Juliana Aparecida Wosch, Ribeiro, Larissa Gulogurski, Rolão, Marcos Paulo Polowei, Furmann, Meiriélly, Oliveira, Thais Barbosa de, Eltchechem, Camila da Luz, Pereira, Mario César da Silva, Fréz, Andersom Ricardo","MedicalExpress; 1(5); 268-270","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500268&lang=pt" 
"S2358-04292014000500257-scl","Adding triamcinolone to viscosupplementation: one year outcome of randomized trial","Campos, Gustavo Constantino, Hissadomi, Marcelo Issao, Frucchi, Renato, Pasqualin, Thiago, Rezende, Marcia Uchôa de","MedicalExpress; 1(5); 257-261","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500257&lang=pt" 
"S2358-04292014000500219-scl","The October issue of MedicalExpress","Rocha-e-Silva, Mauricio","MedicalExpress; 1(5); 219-219","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500219&lang=pt" 
"S2358-04292014000500243-scl","Clinical Pharmacology of Caffeine Citrate in Preterm Infants","Pacifici, Gian Maria","MedicalExpress; 1(5); 243-250","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500243&lang=pt" 
"S2358-04292014000500239-scl","The prevalence of mitochondrial DNA mutations in Leigh syndrome in a Brazilian series","Marie, Suely Kazue Nagahashi, Oba-Shinjo, Sueli Mieko, Marques-Dias, Maria Joaquina, Rosemberg, Sergio, Kok, Fernando, Reed, Umbertina Conti","MedicalExpress; 1(5); 239-242","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500239&lang=pt" 
"S2358-04292014000500284-scl","Influence of resistance training on cardiac autonomic modulation: literature review","Barbosa, Marianne Penachini da Costa de Rezende, Silva, Anne Kastelianne França da, Bernardo, Aline Fernanda Barbosa, Souza, Naiara Maria de, Neto Junior, Jayme, Pastre, Carlos Marcelo, Vanderlei, Luiz Carlos Marques","MedicalExpress; 1(5); 284-288","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500284&lang=pt" 
"S2358-04292014000500221-scl","Prognostic factors in patients with breast cancer metastasis in the femur treated surgically","Mouraria, Guilherme Grisi, Matte, Silvia Raquel Frick, Hanasilo, Carlos Hideo, Carvalho, Maria Julia Rosso de, Etchebehere, Mauricio","MedicalExpress; 1(5); 221-226","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500221&lang=pt" 
"S2358-04292014000500233-scl","Yoga Relaxation (savasana) decreases cardiac sympathovagal balance in hypertensive patients","Santaella, Danilo F, Lorenzi-Filho, Geraldo, Rodrigues, Marcos R, Tinucci, Taís, Malinauskas, Ana Paula, Mion-Júnior, Décio, Montano, Nicola, Forjaz, Cláudia LM","MedicalExpress; 1(5); 233-238","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500233&lang=pt" 
"S2358-04292014000500227-scl","High intensity exercise training worsens alveolar destruction in pulmonary emphysema rats","Barnabe, Viviani, Lopes, Fernanda D.T., Saraiva-Romanholo, Beatriz M., Rosa, Clarice O., Pazetti, Rogerio, Valenti, Vitor E., Martins, Milton de Arruda","MedicalExpress; 1(5); 227-232","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500227&lang=pt" 
"S2358-04292014000500251-scl","Clinical and therapeutic controversies on subclinical hyperthyroidism","Salles, Fernanda, Salles, Daniela","MedicalExpress; 1(5); 251-256","MedicalExpress","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292014000500251&lang=pt" 
"S0037-86822014000500632-scl","Causes of hospital admission of AIDS patients in southern Brazil, 2007 to 2012","Guerro, Anna Caroline, Andretta, Iliana Barbosa, Bello, Soraya Lamin, Trevisol, Daisson José, Schuelter-Trevisol, Fabiana","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 632-636","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500632&lang=pt" 
"S0037-86822014000500583-scl","Ecological competition and the incidence of Acinetobacter baumannii bloodstream infections in a teaching hospital in Southeastern Brazil","Lastoria, Letícia Chamma, Caldeira, Sílvia Maria, Moreira, Rayana Gonçalves, Akazawa, Renata Tamie, Maion, Júlia Coutinho, Fortaleza, Carlos Magno Castelo Branco","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 583-588","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500583&lang=pt" 
"S0037-86822014000500624-scl","Description of microsporidia in simulids: molecular and morphological characterization of microsporidia in the larvae of Simulium pertinax Kollar (Diptera: Simuliidae)","Carvalho, Isabel Maria Vicente Guedes de, Queiroz, Artur Trancoso Lopo de, Moraes, Rosiane Brito de, Gil, Helio Benites, Alves, Rafael, Viviani, Andréa de Barros Pinto, Becnel, James John, Araujo-Coutinho, Carlos José Pereira da Cunha de","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 624-631","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500624&lang=pt" 
"S0037-86822014000500564-scl","Sexual dysfunction and dissatisfaction in chronic hepatitis C patients","Fábregas, Bruno Cópio, Moura, Alexandre Sampaio, Ávila, Renata Eliane de, Faria, Marjore Novaes, Carmo, Ricardo Andrade, Teixeira, Antônio Lúcio","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 564-572","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500564&lang=pt" 
"S0037-86822014000500552-scl","The prevalence of hepatitis B virus infection markers and socio-demographic risk factors in HIV-infected patients in Southern Brazil","Martins, Saulo, Livramento, Andréa do, Andrigueti, Michelle, Kretzer, Iara Fabricia, Machado, Marcos José, Spada, Celso, Treitinger, Aricio","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 552-558","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500552&lang=pt" 
"S0037-86822014000500618-scl","Pimenta pseudocaryophyllus inhibits virulence factors and promotes metabolic changes in Candidayeast","Assal, Flávio Ezeddinne El, Paula, Joelma Abadia Marciano, Capeletti, Leonardo Silva, Abrão, Fernando Yano, Ataídes, Fábio Silvestre, Sá, Fabyola Amaral da Silva, Costa, Carolina Rodrigues, Fernandes, Orionalda de Fátima Lisboa, Souza, Lúcia Kioko Hasimoto, Silva, Maria do Rosario Rodrigues","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 618-623","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500618&lang=pt" 
"S0037-86822014000500613-scl","Interaction of an opportunistic fungus Purpureocillium lilacinum with human macrophages and dendritic cells","Peixoto, Mariana Lima Perazzini, Santos, Dilvani Oliveira, Souza, Ivy de Castro Campos de, Neri, Eloah Christina Lyrio, Sequeira, Danielly Correa Moreira de, Luca, Paula Mello De, Borba, Cíntia de Moraes","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 613-617","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500613&lang=pt" 
"S0037-86822014000500646-scl","Larvicidal activity of the methanol extract and fractions of the green fruits of Solanum lycocarpum(Solanaceae) against the vector Culex quinquefasciatus (Diptera: Culicidae)","Pereira, Thamer Matias, Silva, Viviane de Cássia Bicalho, Ribeiro Neto, José Antônio, Alves, Stênio Nunes, Lima, Luciana Alves Rodrigues dos Santos","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 646-648","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500646&lang=pt" 
"S0037-86822014000500637-scl","Description and characterization of the melanic morphotype of Rhodnius nasutus Stål, 1859 (Hemiptera: Reduviidae: Triatominae)","Dias, Fernando Braga Stehling, Jaramillo-O, Nicolás, Diotaiuti, Liléia","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 637-641","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500637&lang=pt" 
"S0037-86822014000500599-scl","The existence of only one haplotype of Leishmania major in the main and potential reservoir hosts of zoonotic cutaneous leishmaniasis using different molecular markers in a focal area in Iran","Najafzadeh, Narmin, Sedaghat, Mohammad Mehdi, Sultan, Syed Shuja, Spotin, Adel, Zamani, Alireza, Taslimian, Roozbeh, Yaghoubinezhad, Amir, Parvizi, Parviz","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 599-606","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500599&lang=pt" 
"S0037-86822014000500593-scl","Genes that encodes NAGT, MIF1 and MIF2 are not virulence factors for kala-azar caused by Leishmania infantum","Aguiar, Bruno Guedes Alcoforado, Coelho, Daniela Lemos, Costa, Dorcas Lamounier, Drumond, Betânia Paiva, Coelho, Luiz Felipe Leomil, Figueiredo, Lívio Carvalho, Zacarias, Danielle Alves, Silva, Jailthon Carlos da, Alonso, Diego Peres, Ribolla, Paulo Eduardo Martins, Ishikawa, Edna Aoba Yassui, Gaído, Samara Belchior, Costa, Carlos Henrique Nery","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 593-598","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500593&lang=pt" 
"S0037-86822014000500589-scl","Evaluation of constitutive and inducible resistance to clindamycin in clinical samples of Staphylococcus aureus from a tertiary hospital","Bottega, Angelita, Rodrigues, Mônica de Abreu, Carvalho, Fernanda Aguirre, Wagner, Tatiana Feyh, Leal, Isabel Agne Souza, Santos, Silvana Oliveira dos, Rampelotto, Roberta Filipini, Hörner, Rosmari","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 589-592","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500589&lang=pt" 
"S0037-86822014000500579-scl","Effects of piperonyl butoxide on the toxicity of the organophosphate temephos and the role of esterases in the insecticide resistance of Aedes aegypti","Pereira, Boscolli Barbosa, Limongi, Jean Ezequiel, Campos Júnior, Edimar Olegário de, Luiz, Denis Prudencio, Kerr, Warwick Estevam","Revista da Sociedade Brasileira de Medicina Tropical; 47(5); 579-582","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000500579&lang=pt" 
