"S1885-642X2013000100005-esp","Prevalence and control of hypertension in a Niger Delta semi urban community, Nigeria","Suleiman, Ismail A., Amogu, Ebubechukwu O., Ganiyu, Kehinde A.","Pharmacy Practice (Granada); 11(1); 24-29","Pharmacy Practice (Granada)","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2013000100005&lang=pt" 
"S1415-65552013000100008-scl","Franquias Brasileiras: estratégia, empreendedorismo, inovação e internacionalização","Coelho, Diego Bonaldo","Revista de Administração Contemporânea; 17(1); 126-130","Revista de Administração Contemporânea","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000100008&lang=pt" 
"S1415-65552013000100009-scl","Clínicas do Trabalho: novas perspectivas para compreensão do Trabalho na Atualidade","Holz, Edvalter Becker","Revista de Administração Contemporânea; 17(1); 126-130","Revista de Administração Contemporânea","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000100009&lang=pt" 
"S1415-65552013000100010-scl","Trabalho e desgaste mental: o Direito de ser Dono de Si Mesmo","","Revista de Administração Contemporânea; 17(1); 131-131","Revista de Administração Contemporânea","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000100010&lang=pt" 
"S0120-56332013000100008-col","Elevación diafragmática con colapso de la aurícula derecha y síntomas de falla cardíaca: reporte de un caso","Díaz, Juan C, Duque, Mauricio, Aristizábal, Julián M, Velásquez, Jorge E, Duque, Laura, Marín, Jorge E, Medina, Eduardo, Uribe, William","Revista Colombiana de Cardiología; 20(1); 40-42","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100008&lang=pt" 
"S0120-56332013000100009-col","Aneurisma verdadero de la arteria femoral: Reporte de caso","Moreno, Julián, Corso, Claudia","Revista Colombiana de Cardiología; 20(1); 43-47","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100009&lang=pt" 
"S0120-56332013000100004-col","Asociación entre enfermedad periodontal y disfunción endotelial valorada por vasodilatación mediada por flujo en la arteria braquial: Estudio piloto","Ruiz, Álvaro J, Latorre, Catalina, Escobar, Francina M, Velosa, Juliana, Ferro, María B, Uriza, Felipe, Corro, Marta M, Mejía, Elisa G, Vargas, Ana C","Revista Colombiana de Cardiología; 20(1); 12-20","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100004&lang=pt" 
"S0120-56332013000100005-col","Enfermedad periodontal y disfunción endotelial","Lahera, Vicente","Revista Colombiana de Cardiología; 20(1); 21-22","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100005&lang=pt" 
"S0120-56332013000100006-col","Programación fetal de la hipertensión arterial del adulto: mecanismos celulares y moleculares","Ramírez, Robinson","Revista Colombiana de Cardiología; 20(1); 21-22","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100006&lang=pt" 
"S0120-56332013000100007-col","Canakinumab: un anticuerpo monoclonal prometedor en el tratamiento de enfermedades cardiovasculares","Manzur, Fernando, Moneriz, Carlos","Revista Colombiana de Cardiología; 20(1); 33-39","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100007&lang=pt" 
"S0120-56332013000100001-col","Actualidad y proyección del estudio genético de las enfermedades cardiovasculares en Colombia","Cabrera, Rodrigo, Muñoz, Astrid","Revista Colombiana de Cardiología; 20(1); 1-4","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100001&lang=pt" 
"S0120-56332013000100002-col","","Ortiz, Juan C, Echeverri, Diego, Gómez, Juan F, Tenorio, Carlos A, Eusse, Carlos A, Uribe, Carlos E","Revista Colombiana de Cardiología; 20(1); 5-9","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100002&lang=pt" 
"S0120-56332013000100003-col","Tratamiento endovascular en pacientes de alto riesgo quirúrgico","Camacho M, Jaime","Revista Colombiana de Cardiología; 20(1); 10-11","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100003&lang=pt" 
"S0120-56332013000100010-col","El rol de la universidad en los programas de especialización en cardiología","Matiz, Hernando","Revista Colombiana de Cardiología; 20(1); 48-54","Revista Colombiana de Cardiología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332013000100010&lang=pt" 
"S0021-75572013000100001-scl","Uso de antipiréticos em crianças: mais do que apenas temperatura","Purssell, Edward","Jornal de Pediatria; 89(1); 1-3","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100001&lang=pt" 
"S0021-75572013000100002-scl","Ibuprofeno via oral e a persistência do canal arterial: uma nova abordagem para um problema antigo","Kluckow, Martin","Jornal de Pediatria; 89(1); 4-5","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100002&lang=pt" 
"S0021-75572013000100005-scl","Condutas terapêuticas e uso alternado de antipiréticos no manejo da febre em crianças","Pereira, Gracian Li, Tavares, Noemia U.L., Mengue, Sotero S., Dal Pizzol, Tatiane da S.","Jornal de Pediatria; 89(1); 25-32","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100005&lang=pt" 
"S0021-75572013000100006-scl","Comparação de ibuprofeno via oral e indometacina intravenosa no tratamento da persistência do canal arterial em neonatos com extremo baixo peso ao nascer","Yang, Eun Mi, Song, Eun Song, Choi, Young Youn","Jornal de Pediatria; 89(1); 33-39","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100006&lang=pt" 
"S0021-75572013000100008-scl","Ventilação oscilatória de alta frequência em crianças: uma experiência de 10 anos","Moniz, Marta, Silvestre, Catarina, Nunes, Pedro, Abadesso, Clara, Matias, Ester, Loureiro, Helena, Almeida, Helena","Jornal de Pediatria; 89(1); 48-55","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100008&lang=pt" 
"S0021-75572013000100003-scl","Recomendações para oxigenoterapia domiciliar prolongada em crianças e adolescentes","Adde, Fabíola V., Alvarez, Alfonso E., Barbisan, Beatriz N., Guimarães, Bianca R.","Jornal de Pediatria; 89(1); 06-17","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100003&lang=pt" 
"S0021-75572013000100007-scl","O impacto da fibrose cística no perfil imunológico de pacientes pediátricos","Bernardi, Daniela M., Ribeiro, Antonio F., Mazzola, Tais N., Vilela, Maria M.S., Sgarbieri, Valdemiro C.","Jornal de Pediatria; 89(1); 40-47","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100007&lang=pt" 
"S0021-75572013000100009-scl","Fenótipo cintura hipertrigliceridêmica: associação com alterações metabólicas em adolescentes","Conceição-Machado, Maria Ester P. da, Silva, Luciana R., Santana, Mônica Leila P., Pinto, Elizabete J., Silva, Rita de Cássia R., Moraes, Lia Terezinha L.P., Couto, Ricardo D., Assis, Ana Marlúcia O.","Jornal de Pediatria; 89(1); 56-63","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100009&lang=pt" 
"S0021-75572013000100010-scl","Leucemia linfoblástica aguda em lactentes: 20 anos de experiência","Ibagy, Amanda, Silva, Denise B., Seiben, Jackline, Winneshoffer, Ana P.F.F., Costa, Tatiana E.J.B., Dacoregio, Juliana S., Costa, Imaruí, Faraco, Daniel","Jornal de Pediatria; 89(1); 64-69","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100010&lang=pt" 
"S0021-75572013000100011-scl","Rastreio de disgrafia motora em escolares da rede pública de ensino","Martins, Marielza Regina Ismael, Bastos, José Alexandre, Cecato, Angela Traldi, Araujo, Maria de Lourdes Souza, Magro, Rafael Ribeiro, Alaminos, Vinicios","Jornal de Pediatria; 89(1); 70-74","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100011&lang=pt" 
"S0021-75572013000100012-scl","Características e fatores associados à assistência à saúde de crianças menores de um ano com muito baixo peso ao nascer","Melo, Ana M.C., Kassar, Samir B., Lira, Pedro I.C., Coutinho, Sônia B., Eickmann, Sophie H., Lima, Marilia C.","Jornal de Pediatria; 89(1); 75-82","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100012&lang=pt" 
"S0021-75572013000100013-scl","Fatores associados à agressão física em gestantes e os desfechos negativos no recém-nascido","Viellas, Elaine Fernandes, Gama, Silvana Granado Nogueira da, Carvalho, Márcia Lazaro de, Pinto, Liana Wernersbach","Jornal de Pediatria; 89(1); 83-90","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100013&lang=pt" 
"S0021-75572013000100014-scl","Massa óssea em crianças e adolescentes que vivem com vírus da imunodeficiência humana","Lima, Luiz R. A. de, Silva, Rosane C.R. da, Giuliano, Isabela de C.B., Sakuno, Telma, Brincas, Sérgio M., Carvalho, Aroldo P. de","Jornal de Pediatria; 89(1); 91-99","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100014&lang=pt" 
"S0021-75572013000100015-scl","Consumo de álcool e violência entre adolescentes argentinos","Pierobon, Mariaelena, Barak, Mariam, Hazrati, Sahel, Jacobsen, Kathryn H.","Jornal de Pediatria; 89(1); 100-107","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100015&lang=pt" 
"S0021-75572013000100004-scl","Eficácia dos probióticos na profilaxia de enterocolite necrosante em recém-nascidos prematuros: revisão sistemática e meta-análise","Bernardo, Wanderley Marques, Aires, Felipe Toyama, Carneiro, Renata Mota, Sá, Fernando Pereira de, Rullo, Vera Esteves Vagnozzi, Burns, Dennis Alexander","Jornal de Pediatria; 89(1); 18-24","Jornal de Pediatria","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572013000100004&lang=pt" 
"S0100-69912013000100013-scl","Diverticulopexia no tratamento do divertículo de Zenker","Lupinacci, Renato Micelli, Lima, Antonio Carlos Pereira, Lupinacci, Renato Arioni","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 72-75","Revista do Colégio Brasileiro de Cirurgiões","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100013&lang=pt" 
"S0100-69912013000100015-scl","Síndrome de Plummer-Vinson: relato de caso","Dias, Iana Silva, Costa, Francisco Assis, Borges, Alana Costa, Correia, Edenilce Evangelista, Macedo, Márcio Falcão","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 81-82","Revista do Colégio Brasileiro de Cirurgiões","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100015&lang=pt" 
"S0100-69912013000100014-scl","Análise de peças anatômicas preservadas com resina de poliester para estudo em anatomia humana","Oliveira, Ítalo Martins de, Mindêllo, Marcela Maria Aguiar, Martins, Yasmin de Oliveira, Silva Filho, Antônio Ribeiro da","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 76-80","Revista do Colégio Brasileiro de Cirurgiões","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100014&lang=pt" 
"S1415-43662013000200008-scl","Estimativa da produtividade do milho em função da disponibilidade hídrica em Guarapuava, PR, Brasil","Wagner, Marcus V., Jadoski, Sidnei O., Maggi, Marcio F., Saito, Larissa R., Lima, Adenilson dos S.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 170-179","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200008&lang=pt" 
"S1415-43662013000200009-scl","Risco climático da cana-de-açúcar cultivada na região nordeste do Brasil","Silva, Vicente de P. R. da, Oliveira, Sonaly D. de, Santos, Carlos A. C. dos, Silva, Madson T.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 180-189","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200009&lang=pt" 
"S1415-43662013000200010-scl","Leaf development of cultivated rice and weedy red rice under elevated temperature scenarios","Streck, Nereu A., Uhlmann, Lilian O., Gabriel, Luana F.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 190-199","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200010&lang=pt" 
"S1415-43662013000200011-scl","Duração do período de molhamento foliar: medição e estimativa em feijão sob diferentes tratamentos hídricos","Durigon, Angelica, Lier, Quirijn de J. van","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 200-207","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200011&lang=pt" 
"S1415-43662013000200012-scl","Aplicação da lógica fuzzy na análise sensorial de pão de forma enriquecido","Cavalcanti, Mônica T., Silva, Flávio L. H. da, Cavalcanti, José H. F., Florentino, Eliane R., Florêncio, Isanna M., Moreira, Ricardo T.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 208-215","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200012&lang=pt" 
"S1415-43662013000200013-scl","Isotermas de dessorção das sementes de nabo forrageiro obtidas pelos métodos dinâmico e estático","Sousa, Kelly A. de, Resende, Osvaldo, Costa, Lílian M.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 216-222","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200013&lang=pt" 
"S1415-43662013000200014-scl","Cinética de secagem de farinha de grãos residuais de urucum","Santos, Dyego da C., Queiroz, Alexandre J. de M., Figueirêdo, Rossana M. F. de, Oliveira, Emanuel N. A. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 223-231","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200014&lang=pt" 
"S1415-43662013000200001-scl","Métodos de amostragem de solos em áreas sob plantio direto no Sudoeste Goiano","Acqua, Nelson H. D., Silva, Gilson P., Benites, Vinicius M., Assis, Renato L. de, Simon, Gustavo A.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 117-122","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200001&lang=pt" 
"S1415-43662013000200002-scl","Crescimento de cultivares de girassol ornamental influenciado por doses de silício no solo","Oliveira, João T. L., Campos, Vinícius B., Chaves, Lúcia H. G., Guedes Filho, Doroteu H.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 123-128","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200002&lang=pt" 
"S1415-43662013000200003-scl","Curvas de compactação de um Latossolo Vermelho-Amarelo: com e sem reúso de amostras","Ramos, Fabricio T., Ramos, Denis T., Maia, João C. de S., Serafim, Milson E., Azevedo, Emilio C. de, Roque, Márcio W.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 129-137","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200003&lang=pt" 
"S1415-43662013000200005-scl","Comportamento morfofisiológico da mamoneira BRS Energia submetida à irrigação com água salina","Santos, João B. dos, Santos, Delfran B. dos, Azevedo, Carlos A. V. de, Rebequi, Alex M., Cavalcante, Lourival F., Cavalcante, Ítalo H. L.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 145-152","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200005&lang=pt" 
"S1415-43662013000200006-scl","Parâmetros físicos do solo relacionados com o avanço da frente de molhamento","Souza Filho, Paulo da S. e, Heldwein, Arno B., Zamberlan, João F., Corrêa, Henrique C.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 153-161","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200006&lang=pt" 
"S1415-43662013000200007-scl","Escoamento superficial em Latossolo Amarelo distrófico típico sob diferentes agroecossistemas no nordeste paraense","Costa, Cristiane F. G. da, Figueiredo, Ricardo de O., Oliveira, Francisco de A., Santos, Izabela P. de O.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 162-169","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200007&lang=pt" 
"S0100-69912013000100003-scl","O efeito em curto prazo do bypass gástrico sobre pacientes obesos diabéticos","Stoll, Aluisio, Silva, Jean Carl, Von Bahten, Luiz Carlos, Gugelmin, Giovana, Vedan, André Berton, Souza, Bárbara Vicente de","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 11-15","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100003&lang=pt" 
"S0100-69912013000100004-scl","Impacto do volume de gordura aspirado na resistência insulínica após lipoaspiração","Oliveira, Sérgio de Souza, Cibantos, Jubert Sanches, Ripari, Wagner Targa, Aguilar-Nascimento, José Eduardo de","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 17-22","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100004&lang=pt" 
"S0100-69912013000100005-scl","Lipólisis láser y liposucción en ginecomastia: retracción cutánea eficaz y segura","Trelles, Mario, Bonanad, Enrique, Moreno-Moraga, Javier, Alcolea, Justo, Mordon, Serge, Leclère, Franck Marie","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 23-31","Revista do Colégio Brasileiro de Cirurgiões","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100005&lang=pt" 
"S0100-69912013000100006-scl","Herniorrafia inguinal laparoscópica totalmente extraperitoneal: vinte e sete complicações graves após 4565 operações consecutivas","Meyer, Alberto, Blanc, Pierre, Balique, Jean Gabriel, Kitamura, Masaya, Juan, Ramon Trullenque, Delacoste, Franck, Atger, Jérôme","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 32-36","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100006&lang=pt" 
"S0100-69912013000100007-scl","Complicações locais após a injeção de silicone líquido industrial: série de casos","Mello, Daniel Francisco, Gonçalves, Karen Chicol, Fraga, Murilo F., Perin, Luis Fernando, Helene Jr, Américo","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 37-43","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100007&lang=pt" 
"S0100-69912013000100008-scl","Análises macro e microscópicas de enxertos cutâneos por semeadura após laserterapia de baixa intensidade","Silva, Elisângela Barboza da, Maniscalco, Cintia Lúcia, Ésper, Greyson Victor Zanatta, Guerra, Ricardo Romão, Kerppers, Ivo I.","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 44-48","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100008&lang=pt" 
"S0100-69912013000100010-scl","Pré-condicionamento isquêmico em diferentes tempos e seu efeito na translocação bacteriana induzida por isquemia e reperfusão intestinal em ratos","Medeiros, Aldo da Cunha, Araújo-Filho, Irami, Tôrres, Mariana Lima, Sá, Caroline de Vasconcelos, Jácome, Daniel Tôrres, Rêgo, Amália Cinthia Meneses","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 55-59","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100010&lang=pt" 
"S0100-69912013000100011-scl","Verificação da viabilidade do transplante autógeno de testículo no omento e na parede abdominal em ratos","Nunes, Sergio Ibañez, Fernandes, Carolaine Bitencourt Ferreira, Rezende, Dilermando Fazito de, Bernardes, Jonatas Barros de Guimarães, Silva, Marcus Vinicius de Paula da","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 60-65","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100011&lang=pt" 
"S0100-69912013000100012-scl","Agentes hemostáticos locais e adesivos teciduais","Carvalho, Marcus Vinicius H. de, Marchi, Evaldo, Pantoroto, Mario, Rossini, Mauricio, Silva, Daniel Marcus San da, Teodoro, Luiz Felipe Franco, Pantaroto, André","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 66-71","Revista do Colégio Brasileiro de Cirurgiões","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100012&lang=pt" 
"S0100-69912013000100017-scl","Fechamento sequencial da parede abdominal com tração fascial contínua (mediada por tela ou sutura) e terapia a vácuo","Ferreira, Fernando, Barbosa, Eva, Guerreiro, Emanuel, Fraga, Gustavo Pereira, Nascimento Jr, Bartolomeu, Rizoli, Sandro","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 85-89","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100017&lang=pt" 
"S0100-69912013000100009-scl","Ação da l-arginina na evolução de retalhos cutâneos de ratos sob exposição à nicotina","Guimarães, Marcus Vinicius Thomé Nora, Moreira, Guilherme Henrique Gonçalves, Rocha, Luana Parminondi, Nicoluzzi, João Eduardo Leal, Souza, Carlos José Franco de, Repka, João Carlos Domingues","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 49-54","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100009&lang=pt" 
"S1413-35552013000100004-scl","Effect of treadmill gait training on static and functional balance in children with cerebral palsy: a randomized controlled trial","Grecco, Luanda A. C., Tomita, Sandra M., Christovão, Thaluanna C. L., Pasini, Hugo, Sampaio, Luciana M. M., Oliveira, Claudia S.","Brazilian Journal of Physical Therapy; 17(1); 17-23","Brazilian Journal of Physical Therapy","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552013000100004&lang=pt" 
"S1413-35552013000100013-scl","Strength deficit of knee flexors is dependent on hip position in adults with chronic hemiparesis","Michaelsen, Stella M., Ovando, Angélica C., Bortolotti, Adriano, Bandini, Bruno","Brazilian Journal of Physical Therapy; 17(1); 86-91","Brazilian Journal of Physical Therapy","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552013000100013&lang=pt" 
"S1413-35552013000100005-scl","Intra and inter-rater reliability of infrared image analysis of masticatory and upper trapezius muscles in women with and without temporomandibular disorder","Costa, Ana C. S, Dibai Filho, Almir V, Packer, Amanda C, Rodrigues-Bigaton, Delaine","Brazilian Journal of Physical Therapy; 17(1); 24-31","Brazilian Journal of Physical Therapy","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552013000100005&lang=pt" 
"S1413-35552013000100012-scl","Profile of the elderly in physical therapy and its relation to functional disability","Rossi, Ana L. S., Pereira, Vanessa S., Driusso, Patrícia, Rebelatto, José R., Ricci, Natalia A.","Brazilian Journal of Physical Therapy; 17(1); 77-85","Brazilian Journal of Physical Therapy","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552013000100012&lang=pt" 
"S1413-35552013000100002-scl","Thoracic cirtometry in children with Duchenne muscular dystrophy: expansion of the method","Garcia Júnior, Agenor, Caromano, Fátima A., Contesini, Adriana M., Escorcio, Renata, Fernandes, Lilian A. Y., João, Sílvia M. A.","Brazilian Journal of Physical Therapy; 17(1); 01-08","Brazilian Journal of Physical Therapy","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552013000100002&lang=pt" 
"S1413-35552013000100003-scl","Relationship between frailty and respiratory function in the community-dwelling elderly","Pegorari, Maycon S., Ruas, Gualberto, Patrizzi, Lislei J.","Brazilian Journal of Physical Therapy; 17(1); 09-16","Brazilian Journal of Physical Therapy","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552013000100003&lang=pt" 
"S1413-35552013000100006-scl","Wrist electrogoniometry: are current mathematical correction procedures effective in reducing crosstalk in functional assessment?","Foltran, Fabiana A., Silva, Luciana C. C. B., Sato, Tatiana O., Coury, Helenice J. C. G.","Brazilian Journal of Physical Therapy; 17(1); 32-40","Brazilian Journal of Physical Therapy","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552013000100006&lang=pt" 
"S1415-43662013000200015-scl","Mudanças climáticas e a cana-de-açúcar no Brasil: Fisiologia, conjuntura e cenário futuro","Marin, Fabio, Nassif, Daniel S. P.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 232-239","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200015&lang=pt" 
"S1415-43662013000200004-scl","Meteorological and hydrological variables on occurrence of riverbank erosion along lower São Francisco river","Rocha, Igor P. da, Holanda, Francisco S. R., Araújo Filho, Renisson N., Casado, Ana P. B., Bandeira, Arilmara A.","Revista Brasileira de Engenharia Agrícola e Ambiental; 17(2); 137-144","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662013000200004&lang=pt" 
"S0100-69912013000100001-scl","O tempo de sonhos não acabou","Rohde, Luiz","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 1-2","Revista do Colégio Brasileiro de Cirurgiões","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100001&lang=pt" 
"S0100-69912013000100016-scl","Síndrome de Boerhaave: relato de caso","Passos Filho, Oswaldo, Cangussu, Heron Crusoé, Lopes, Roberto Heleno, Oliveira, Antonio Talvane Torres de, Vazquez, Vinícius de Lima, Galvão, Cristine Norwig","Revista do Colégio Brasileiro de Cirurgiões; 40(1); 83-84","Revista do Colégio Brasileiro de Cirurgiões","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912013000100016&lang=pt" 
