"S0038-23532009000200010-sza","A review of soybean rust from a South African perspective","Jarvie, J. Antony","South African Journal of Science; 105(3-4); 103-108","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000200010&lang=pt" 
"S0004-27302009000300006-scl","Fatores associados à resistência à insulina em populações rurais","Mendes, Larissa Loures, Gazzinelli, Andréa, Velásquez-Meléndez, Gustavo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 332-339","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300006&lang=pt" 
"S0004-27302009000300004-scl","Radioiodoterapia do carcinoma diferenciado da tireoide: impacto radiológico da liberação hospitalar de pacientes com atividades entre 100 e 150 mCi de iodo-131","Sapienza, Marcelo Tatit, Willegaignon, José, Ono, Carla Rachel, Watanabe, Tomoco, Guimarães, Maria Inês Calil Cury, Gutterres, Ricardo Fraga, Maréchal, Maria Helena da Hora, Buchpiguel, Carlos Alberto","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 318-325","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300004&lang=pt" 
"S0004-27302009000300005-scl","Analysis of glucose-dependent insulinotropic peptide receptor (GIPR) and luteinizing hormone receptor (LHCGR) expression in human adrenocortical hyperplasia","Costa, Marcia Helena Soares, Domenice, Sorahia, Latronico, Ana Claudia, Martin, Regina Matsunaga, Nishi, Mirian Yumie, Lucon, Antonio Marmo, Mendonca, Berenice Bilharinho, Fragoso, Maria Candida Barisson Villares","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 326-331","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300005&lang=pt" 
"S0004-27302009000300008-scl","Avaliação da glicemia capilar na ponta de dedo versus locais alternativos: valores resultantes e preferência dos pacientes","Laguna Neto, Daniel, Robles, Fernando César, Dias, Fábio Guirado, Pires, Antônio Carlos","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 344-347","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300008&lang=pt" 
"S0004-27302009000300007-scl","Impact of abdominal fat and insulin resistance on arterial hypertension in non-obese women","Silva, Eliana A., Flexa, Fernando, Zanella, Maria Teresa","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 340-343","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300007&lang=pt" 
"S0004-27302009000300013-scl","Vasculite necrotizante como manifestação de hipersensibilidade ao propiltiouracil","Dinato, Sandra Lopes Mattos e, Dinato, Mauro Cesar, Dinato, Marcelo Mattos e, Ribeiro, Marcela Castro M., Yamashiro, Cintia Yukimi, Romiti, Ney","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 374-377","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300013&lang=pt" 
"S0004-27302009000300010-scl","Curso de imersão em diabetes como técnica educativa para profissionais médicos","Zanoni, Patrícia H., Parisi, Maria Cândida Ribeiro, Admoni, Sharon N., Queiroz, Márcia S., Nery, Marcia","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 355-359","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300010&lang=pt" 
"S0004-27302009000300014-scl","Tumor-induced osteomalacia: a case report","Romualdo-Silva, Daniel Dutra, Silva, Bárbara Campolina Carvalho, Caetano, Cristiane Vasconcelos, Tibúrcio, Angélica Maria França Paiva, Nunes, Maurício Buzelin, Chagas, Sérgio Almeida Pinheiro, Polito, Elizandra Tomazela Laurenti, Ferreira, Antônio Rodrigues, Purisch, Saulo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 378-382","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300014&lang=pt" 
"S0004-27302009000300012-scl","Type 1 diabetes susceptibility determined by HLA alleles and CTLA-4 and insulin genes polymorphisms in Brazilians","Ferreira, Alessandro Clayton Souza, Gomes, Karina Braga, Sampaio, Ivan Barbosa Machado, Oliveira, Vanessa Cristina de, Pardini, Victor Cavalcanti, Godard, Ana Lucia Brunialti","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 368-373","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300012&lang=pt" 
"S1413-99362009000100001-scl","Editorial","","Perspectivas em Ciência da Informação; 14(1); 1-1","Perspectivas em Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362009000100001&lang=pt" 
"S1413-99362009000100017-scl","Teses e Dissertações","","Perspectivas em Ciência da Informação; 14(1); 251-272","Perspectivas em Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362009000100017&lang=pt" 
"S1413-99362009000100016-scl","Dicionário de Biblioteconomia e Arquivologia","Caldeira, Paulo da Terra","Perspectivas em Ciência da Informação; 14(1); 247-250","Perspectivas em Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362009000100016&lang=pt" 
"S0037-86822009000200021-scl","Evolução fatal da co-infecção doença de Chagas/Aids: dificuldades diagnósticas entre a reagudização da miocardite e a miocardiopatia chagásica crônica","Almeida, Eros Antonio de, Silva, Eliane Lages, Guariento, Maria Elena, Souza, Milton Lopes de, Aoki, Francisco Hideo, Pedro, Rogério de Jesus","Revista da Sociedade Brasileira de Medicina Tropical; 42(2); 199-202","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000200021&lang=pt" 
"S0100-69912009000200003-scl","Expressão citofotométrica do fator de proliferação celular ki-67 no bócio colóide e no carcinoma papilífero da tireóide","Souza, Gleim Dias de, Czeczko, Nicolau Gregori, Moreira, Hamilton, Ribas Filho, Jurandir Marcondes, Mafafaia, Osvaldo, Czeczko, Leticia Elizabeth Augustin, Thiele, Edilson Schwansee, Aguiar, Luiz Roberto Farion de","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 105-109","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200003&lang=pt" 
"S0100-69912009000200004-scl","Termocoagulação endoscópica do esôfago de Barrett com plasma de argônio sob diferentes potências: análise histopatológica e de sintomas pós-procedimento","Dotti, Vanessa Puccinelli, Baretta, Giorgio Alfredo Pedroso, Yoshii, Sérgio Ossamu, Ivano, Flávio Heuta, Ribeiro, Hugo Daniel Welter, Matias, Jorge Eduardo Fouto","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 110-117","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200004&lang=pt" 
"S0100-69912009000200002-scl","Colégio Brasileiro de Cirurgiões: 80 anos","Paulino Netto, Augusto","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 103-104","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200002&lang=pt" 
"S0100-69912009000200001-scl","Uma visão ética sobre novos procedimentos cirúrgicos","Jorge Filho, Isac","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 101-102","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200001&lang=pt" 
"S0100-69912009000200007-scl","Immunohistochemical expression of HER-2/NEU-CERBB-2 in patients with adenocarcinoma of the stomach","Cirne-Lima, Fernando K, Rosa, Aline de Souza, Kulczynski, Jane M U, Mattana, Diego S, Corezolla, Kizzy, Moreira, Luis F","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 131-134","Revista do Colégio Brasileiro de Cirurgiões","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200007&lang=pt" 
"S0100-69912009000200010-scl","Colectomia laparoscópica: revisão retrospectiva de 120 casos","Coelho, Júlio Cezar Uili, Pinho, Renato Valmassoni, Macedo, Júlio Japiassú Marinho de, Andriguetto, Paulo César, Campos, Antônio Carlos Ligocki","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 144-147","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200010&lang=pt" 
"S0100-69912009000200013-scl","Caracterização físico-química de ossos liofilizados de origem bovina e humana","Galia, Carlos Roberto, Macedo, Carlos Alberto de Souza, Rosito, Ricardo, Mello, Tielle Muller de, Diesel, Cristiano, Moreira, Luis Fernando","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 157-160","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200013&lang=pt" 
"S0100-69912009000200019-scl","Hérnia de Littré causando obstrução intestinal","Souza, Heitor Soares de, Felício, Ana Carla, Berthier, Guilherme","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 183-184","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200019&lang=pt" 
"S0100-69912009000200016-scl","Treinamento para a colecistectomia videolaparoscópica em manequins plásticos","Mota, Aline Moreira do Vale, Benevides, Ana Maria Luna Néri, Rebouças, Nathália Fernandes, Melo, Suelen Rios de, Pôrto, Victor Camarão, Silva Filho, Antônio Ribeiro da","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 173-176","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200016&lang=pt" 
"S0100-69912009000200018-scl","Mucocele de apêndice","Costa, Roberto Gibson Ferreira","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 180-182","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200018&lang=pt" 
"S0100-69912009000200017-scl","Colecistectomia videolaparoscópica por trocarte único (SITRACC®): uma nova opção","Martins, Marcus Vinicius Dantas de Campos, Skinovsky, James, Coelho, Djalma Ernesto","Revista do Colégio Brasileiro de Cirurgiões; 36(2); 177-179","Revista do Colégio Brasileiro de Cirurgiões","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912009000200017&lang=pt" 
"S1413-99362009000100014-scl","Proposta de uma metodologia para mensurar o nível de dependência do tomador de decisão em relação às fontes de informações: o caso dos pequenos varejos da região do Barro Preto em Belo Horizonte","Oliveira, Paulo Henrique de","Perspectivas em Ciência da Informação; 14(1); 209-226","Perspectivas em Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362009000100014&lang=pt" 
"S0004-27302009000300002-scl","Marcadores de função endotelial no hipotireoidismo","Cabral, Mônica Dias, Teixeira, Patrícia de Fátima Santos, Leite, Sandra Pereira, Vaisman, Mário","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 303-309","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300002&lang=pt" 
"S0004-27302009000300003-scl","Regulação da massa corpórea pelo estrogênio e pela atividade física","Ignacio, Daniele L., Frankenfeld, Tamar G. P., Fortunato, Rodrigo S., Vaisman, Mário, Werneck-de-Castro, João Pedro Saar, Carvalho, Denise P.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 310-317","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300003&lang=pt" 
"S0004-27302009000300011-scl","Confiabilidade da classificação do estado nutricional obtida através do IMC e três diferentes métodos de percentual de gordura corporal em pacientes com diabetes melito tipo 1","Nunes, Raquel Ramalho, Clemente, Eliete Leão da Silva, Pandini, Juliana Almeida, Cobas, Roberta Arnoldi, Dias, Viviane Monteiro, Sperandei, Sandro, Gomes, Marília de Brito","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 360-367","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300011&lang=pt" 
"S0100-06832009000200024-scl","Indução da fitoextração de chumbo por ácido cítrico em solo contaminado por baterias automotivas","Freitas, Eriberto Vagner de Souza, Nascimento, Clístenes Williams Araújo do, Silva, Airon José, Duda, Gustavo Pereira","Revista Brasileira de Ciência do Solo; 33(2); 467-473","Revista Brasileira de Ciência do Solo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200024&lang=pt" 
"S1415-52732009000200005-scl","Translocation of Klebsiella sp. in mice fed an enteral diet containing prebiotics","Silva, Daniele Ferreira da, Mezêncio, José Mário da Silveira, Vanetti, Maria Cristina Dantas, Cecon, Paulo Roberto, Santos, Matheus Loureiro dos","Revista de Nutrição; 22(2); 229-235","Revista de Nutrição","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732009000200005&lang=pt" 
"S1415-52732009000200009-scl","Desnutrição, maturação do sistema nervoso central e doenças neuropsiquiátricas","Schweigert, Ingrid Dalira, Souza, Diogo Onofre Gomes de, Perry, Marcos Luiz Santos","Revista de Nutrição; 22(2); 271-281","Revista de Nutrição","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732009000200009&lang=pt" 
"S1415-52732009000200010-scl","Formação de toxinas durante o processamento de alimentos e as possíveis conseqüências para o organismo humano","Marques, Anne y Castro, Valente, Tessa Bitencourt, Rosa, Cláudia Severo da","Revista de Nutrição; 22(2); 283-293","Revista de Nutrição","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732009000200010&lang=pt" 
"S0100-06832009000200010-scl","Carbon dioxide efflux in a rhodic hapludox as affected by tillage systems in southern Brazil","Chavez, Luis Fernando, Amado, Telmo Jorge Carneiro, Bayer, Cimélio, La Scala, Newton Junior, Escobar, Luisa Fernanda, Fiorin, Jackson Ernani, Campos, Ben-Hur Costa de","Revista Brasileira de Ciência do Solo; 33(2); 325-334","Revista Brasileira de Ciência do Solo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200010&lang=pt" 
"S1415-52732009000200008-scl","Aspectos funcionais das catequinas do chá verde no metabolismo celular e sua relação com a redução da gordura corporal","Lamarão, Renata da Costa, Fialho, Eliane","Revista de Nutrição; 22(2); 257-269","Revista de Nutrição","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732009000200008&lang=pt" 
"S1699-65852009000100002-esp","Reconstrucción preimplante con hueso autólogo de procedencia sinfisaria en la rehabilitación de defectos óseos transversales de los maxilares: protocolo a realizar en la consulta","Carini, F., Porcaro, G., Ciaravino, M., Monai, D., Francesconi, M., Baldoni, M.","Avances en Periodoncia e Implantología Oral; 21(1); 11-19","Avances en Periodoncia e Implantología Oral","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-65852009000100002&lang=pt" 
"S1699-65852009000100006-esp","Injertos sustitutos no óseos: Aportaciones del ácido poliláctico y poliglicólico","Marín Ruiz, M., San Hipólito Marín, L., Belarra Arenas, C., Martín Gómez, F., Martínez-González, J.M.","Avances en Periodoncia e Implantología Oral; 21(1); 45-52","Avances en Periodoncia e Implantología Oral","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-65852009000100006&lang=pt" 
"S0100-06832009000200015-scl","Estabelecimento do arroz irrigado e absorção de cátions em função do manejo da adubação potássica e do nível de salinidade no solo","Carmona, Felipe de Campos, Anghinoni, Ibanor, Meurer, Egon José, Holzschuh, Marquel Jonas, Fraga, Thiago Isquierdo","Revista Brasileira de Ciência do Solo; 33(2); 371-383","Revista Brasileira de Ciência do Solo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200015&lang=pt" 
"S0100-06832009000200016-scl","Mineralização potencial e líquida de nitrogênio em solos","Yagi, Renato, Ferreira, Manoel Evaristo, Cruz, Mara Cristina Pessôa da, Barbosa, José Carlos","Revista Brasileira de Ciência do Solo; 33(2); 385-394","Revista Brasileira de Ciência do Solo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200016&lang=pt" 
"S0100-06832009000200017-scl","Changes in anatomy and root cell ultrastructure of soybean genotypes under manganese stress","Lavres Junior, José, Malavolta, Eurípedes, Nogueira, Neusa de Lima, Moraes, Milton Ferreira, Reis, André Rodrigues, Rossi, Mônica Lanzoni, Cabral, Cleusa Pereira","Revista Brasileira de Ciência do Solo; 33(2); 395-403","Revista Brasileira de Ciência do Solo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200017&lang=pt" 
"S0100-06832009000200018-scl","Genesis of the sombric horizon in ultisols (red argisols) in southern Santa Catarina, Brazil","Almeida, Jaime Antonio de, Cararo, Denis Cesar, Uberti, Antônio Ayrton Auzani","Revista Brasileira de Ciência do Solo; 33(2); 405-416","Revista Brasileira de Ciência do Solo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200018&lang=pt" 
"S0100-06832009000200019-scl","Crop sequences in no-tillage system: effects on soil fertility and soybean, maize and rice yield","Marcelo, Adolfo Valente, Corá, José Eduardo, Fernandes, Carolina, Martins, Márcio dos Reis, Jorge, Ricardo Falqueto","Revista Brasileira de Ciência do Solo; 33(2); 417-428","Revista Brasileira de Ciência do Solo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200019&lang=pt" 
"S0100-06832009000200021-scl","Teor de nitrogênio solúvel na água de erosão hídrica em cultura de aveia e ervilhaca em três formas de semeadura","Barbosa, Fabrício Tondello, Bertol, Ildegardis, Luciano, Rodrigo Vieira, González, Antonio Paz, Vázquez, Eva Vidal","Revista Brasileira de Ciência do Solo; 33(2); 439-446","Revista Brasileira de Ciência do Solo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200021&lang=pt" 
"S0100-06832009000200023-scl","Potencial de quatro espécies herbáceas forrageiras para fitorremediação de solo contaminado por arsênio","Melo, Roseli Freire de, Dias, Luiz Eduardo, Mello, Jaime Wilson Vargas de, Oliveira, Juraci Alves de","Revista Brasileira de Ciência do Solo; 33(2); 455-465","Revista Brasileira de Ciência do Solo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200023&lang=pt" 
"S0327-95452009000100001-arg","Studies on the reproductive and developmental biology of Cichlasoma dimerus (Percifomes, Cichlidae)","Pandolfi, Matías, Cánepa, Maximiliano M., Meijide, Fernando J., Alonso, Felipe, Rey Vázquez, Graciela, Maggese, M. Cristina, Vissio, Paula G.","Biocell; 33(1); 1-18","Biocell","Inglês","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-95452009000100001&lang=pt" 
"S0327-95452009000100002-arg","Germinating seeds of the mung bean, Vigna radiata (Fabaceae), as a model for the preliminary evaluation of cytotoxic effects of drugs","Kumar, Vijay L., Singhal, Abhishek","Biocell; 33(1); 19-24","Biocell","Inglês","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-95452009000100002&lang=pt" 
"S0327-95452009000100003-arg","Cytogenetical and ultrastructural effects of copper on root meristem cells of Allium sativum L.","Liu, Donghua, Jiang, Wusheng, Meng, Qingmin, Zou, Jin, Gu, Jiegang, Zeng, Muai","Biocell; 33(1); 25-32","Biocell","Inglês","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-95452009000100003&lang=pt" 
"S0327-95452009000100004-arg","Isolation of stem cells from adult rat kidneys","Gheisari, Yousof, Soleimani, Masoud, Zeinali, Sirous, Arefian, Ehsan, Atashi, Amir, Nikougoftar Zarif, Mahin","Biocell; 33(1); 33-38","Biocell","Inglês","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-95452009000100004&lang=pt" 
"S0327-95452009000100005-arg","Influence of the microenvironment on gene and protein expression of odontogenic-like and osteogenic-like cells","R odriguez, Andrea P., Tsujigiwa, Hidetsugu, Gunduz, Mehmet, Cengiz, Beyhan, Nagai, Noriyuki, Tamamura, Ryo, Borkosky, Silvia S., Takagi, Tohru, Inoue, Miho, Nagatsuka, Hitoshi","Biocell; 33(1); 39-47","Biocell","Inglês","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-95452009000100005&lang=pt" 
"S0327-95452009000100006-arg","Development beyond the gastrula stage and digestive organogenesis in the apple-snail Pomacea canaliculata (Architaenioglossa, Ampullariidae)","Koch, E., Winik, B.C., Castro-Vazquez, A.","Biocell; 33(1); 49-65","Biocell","Inglês","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-95452009000100006&lang=pt" 
"S0327-95452009000100007-arg","Influence of 2-methoxyestradiol on MCF-7 cells: An improved differential interference contrasting technique and Bcl-2 and Bax protein expression levels","Joubert, Annie, Marais, Sumari, Maritz, Christine","Biocell; 33(1); 67-70","Biocell","Inglês","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-95452009000100007&lang=pt" 
"S1665-58262009000100001-mex","Editorial","","Educación matemática; 21(1); 2-3","Educación matemática","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-58262009000100001&lang=pt" 
"S1665-58262009000100002-mex","La geometría dinámica como una herramienta de mediación entre el conocimiento perceptivo y el geométrico","Sandoval Cáceres, Ivonne Twiggy","Educación matemática; 21(1); 5-27","Educación matemática","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-58262009000100002&lang=pt" 
"S1665-58262009000100003-mex","Enseñanza experimental de las fracciones en cuarto grado","Perera Dzul, Paula B., Valdemoros Álvarez, Marta E.","Educación matemática; 21(1); 29-61","Educación matemática","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-58262009000100003&lang=pt" 
"S1665-58262009000100004-mex","La razón y la fracción: un vínculo difícil en las matemáticas escolares","Ramírez, Margarita, Block, David","Educación matemática; 21(1); 63-90","Educación matemática","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-58262009000100004&lang=pt" 
"S1665-58262009000100005-mex","Conteo: una propuesta didáctica y su análisis","Salgado, Hilda, Trigueros, María","Educación matemática; 21(1); 91-117","Educación matemática","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-58262009000100005&lang=pt" 
"S1665-58262009000100006-mex","Construcción de significados sobre distribuciones muestrales y conceptos previos a la inferencia en un ambiente de simulación computacional","Inzunsa Cázares, Santiago","Educación matemática; 21(1); 119-149","Educación matemática","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-58262009000100006&lang=pt" 
"S1665-58262009000100007-mex","El monje matemático y el biólogo evolucionista","Sánchez Mora, María del Carmen","Educación matemática; 21(1); 151-158","Educación matemática","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-58262009000100007&lang=pt" 
"S1665-58262009000100008-mex","Descripción y caracterización del razonamiento inductivo utilizado por estudiantes de educación secundaria al resolver tareas relacionadas con sucesiones lineales y cuadráticas","Cañadas Santiago, María Consuelo","Educación matemática; 21(1); 159-164","Educación matemática","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-58262009000100008&lang=pt" 
"S1665-58262009000100009-mex","Argumentación y habilidades en el proceso educativo","Galicia Moyeda, Iris Xóchitl","Educación matemática; 21(1); 165-168","Educación matemática","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-58262009000100009&lang=pt" 
"S1518-76322009000100001-scl","Apresentação","Bonini, Adair","Linguagem em (Dis)curso; 9(1); -","Linguagem em (Dis)curso","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100001&lang=pt" 
"S1518-76322009000100006-scl","A tese da primazia da metáfora, defesa e problematização: um estudo a partir de Vico","Zir, Alessandro","Linguagem em (Dis)curso; 9(1); 107-130","Linguagem em (Dis)curso","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100006&lang=pt" 
"S1518-76322009000100010-scl","Resenha de &quot;Introdução às Ciências da Linguagem: Discurso e Textualidade&quot; [Orlandi, E.P.; Lagazzi-Rodrigues, S. (Orgs.) - Campinas, SP: Pontes Editores, 2006]","Dela-Silva, Silmara Cristina","Linguagem em (Dis)curso; 9(1); 187-191","Linguagem em (Dis)curso","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100010&lang=pt" 
"S1518-76322009000100009-scl","Resenha de &quot;discurso político&quot; [CHARAUDEAU, P. - São Paulo: Contexto, 2006]","Ribeiro, Jaçanã","Linguagem em (Dis)curso; 9(1); 181-185","Linguagem em (Dis)curso","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100009&lang=pt" 
"S1518-76322009000100002-scl","Sujeito, discurso e vida urbana: um estudo contrastivo de discursos sobre a exclusão social no Brasil e na Espanha","Balocco, Anna Elizabeth, Postigo, Maria Labarta","Linguagem em (Dis)curso; 9(1); 11-34","Linguagem em (Dis)curso","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100002&lang=pt" 
"S1518-76322009000100003-scl","Educação profissional e interação verbal: a função do verbo modal &quot;poder&quot; no diálogo professor-aluno","Lima, Anselmo Pereira de","Linguagem em (Dis)curso; 9(1); 35-60","Linguagem em (Dis)curso","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100003&lang=pt" 
"S1518-76322009000100004-scl","&quot;Baseada em evidências&quot;: uma análise do discurso de prevenção às doenças","Schröder, Luciane Thomé, Cattelan, João Carlos","Linguagem em (Dis)curso; 9(1); 61-79","Linguagem em (Dis)curso","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100004&lang=pt" 
"S1518-76322009000100005-scl","Making sense of classroom interaction via a multiple-method design: social, experiential and epistemological dimensions","Kupferberg, Irit, Shimoni, Sarah, Vardi-Rath, Esther","Linguagem em (Dis)curso; 9(1); 81-106","Linguagem em (Dis)curso","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100005&lang=pt" 
"S1518-76322009000100007-scl","A tatuagem como gênero: uma visão discursiva","Braga, Sandro","Linguagem em (Dis)curso; 9(1); 131-155","Linguagem em (Dis)curso","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100007&lang=pt" 
"S1518-76322009000100008-scl","Linguagem e ideologia: embates teóricos","Silva, Renata","Linguagem em (Dis)curso; 9(1); 157-180","Linguagem em (Dis)curso","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322009000100008&lang=pt" 
