"S0034-70942015000500414-scl","Anaesthesia for infant with Jarcho Levin syndrome: case report","Geze, Sukran, Arslan, Ufuk, Tusat, Mustafa","Revista Brasileira de Anestesiologia; 65(5); 414-416","Revista Brasileira de Anestesiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000500414&lang=pt" 
"S0102-36162015000500550-scl","Tendinopatia patelar: resultados tardios do tratamento cirúrgico","Cenni, Marcos Henrique Frauendorf, Silva, Thiago Daniel Macedo, Nascimento, Bruno Fajardo do, Andrade, Rodrigo Cristiano de, Pinheiro Júnior, Lúcio Flávio Biondi, Nicolai, Oscar Pinheiro","Revista Brasileira de Ortopedia; 50(5); 550-555","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500550&lang=pt" 
"S1816-79502015000500017-sza","The history of South African inland fisheries policy with governance recommendations for the democratic era","Britz, Peter","Water SA; 41(5); 624-632","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500017&lang=pt" 
"S0102-36162015000500501-scl","Concordância intra e interobservadores do sistema de classificação AO para fraturas dos ossos longos na população pediátrica","Utino, Artur Yudi, Alencar, Douglas Rene de, Maringolo, Leonardo Fernadez, Negrão, Julia Machado, Blumetti, Francesco Camara, Dobashi, Eiffel Tsuyoshi","Revista Brasileira de Ortopedia; 50(5); 501-508","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500501&lang=pt" 
"S1816-79502015000500006-sza","A reduction in mining and industrial effluents in the Blesbokspruit Ramsar wetland, South Africa: Has the quality of the surface water in the wetland improved?","Ambani, Annie-Estelle, Annegarn, Harold","Water SA; 41(5); 648-659","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500006&lang=pt" 
"S1816-79502015000500001-sza","A conceptual theoretical framework to integrally assess the possible impacts of climate change on domestic irrigation water use","Makwiza, Chikondi, Fuamba, Musandji, Houssa, Fadoua, Jacobs, Heinz Erasmus","Water SA; 41(5); 586-593","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500001&lang=pt" 
"S0102-36162015000500515-scl","Luxação acromioclavicular: tratamento e reabilitação. Perspectivas e tendências atuais do ortopedista brasileiro","Arliani, Gustavo Gonçalves, Utino, Artur Yudi, Nishimura, Eduardo Misao, Terra, Bernardo Barçellos, Astur, Paulo Santoro Belangero e Diego Costa","Revista Brasileira de Ortopedia; 50(5); 515-522","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500515&lang=pt" 
"S1816-79502015000500015-sza","Infrastructure for irrigation of grapevines with diluted winery wastewater in a field experiment","Myburgh, PA, Lategan, EL, Howell, CL","Water SA; 41(5); 643-647","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500015&lang=pt" 
"S0102-36162015000500578-scl","Artrodese ainda é uma boa indicação na artrose não inflamatória do punho?","Silva, Bruno de Araujo, Souza, Marcos Vinícius Marciano Campos de, Carrasco, Felipe Moura, Melo, Gustavo Adolfo Costa, Barreiros, Luiz Eduardo Luz, Labronici, Pedro José","Revista Brasileira de Ortopedia; 50(5); 578-585","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500578&lang=pt" 
"S0102-36162015000500562-scl","Análise do risco do escorregamento epifisário femoral proximal contralateral pelo escore de Oxford modificado","Soni, Jamil Faissal, Valenza, Weverley Rubele, Ueda, Wellington Keity, Schelle, Gisele Cristine, Costa, Anna Carolina Pavelec, Faria, Fernando Ferraz","Revista Brasileira de Ortopedia; 50(5); 562-566","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500562&lang=pt" 
"S1695-61412015000400005-esp","Atención prenatal: acciones esenciales desempeñadas por los enfermeros","Baptista, Rosilene Santos, Dutra, Michelinne Oliveira Machado, Coura, Alexsandro Silva, Stélio de Sousa, Francisco","Enfermería Global; 14(40); 96-111","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400005&lang=pt" 
"S0370-41062015000500007-chl","Trastornos del desarrollo en niños y adolescentes de la región de Los Ríos, Valdivia, Chile, 2006-2008","Guzmán C, Maria L, Guzmán C, Sergio F, Guzmán, Maria E, Marín, Fransisco, Remolcois, Elisabeth, Gallardo, Andrés, Rozas, Néstor, Urra, Edmundo, Rojas, Fabián","Revista chilena de pediatría; 86(5); 345-350","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500007&lang=pt" 
"S0102-36162015000500487-scl","A Sociedade Brasileira de Ortopedia e Traumatologia faz 80 anos","Camanho, Gilberto Luis","Revista Brasileira de Ortopedia; 50(5); 487-488","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500487&lang=pt" 
"S0370-41062015000500001-chl","Pediatría social","Castro, Daniela, Bedregal, Paula","Revista chilena de pediatría; 86(5); 307-308","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500001&lang=pt" 
"S0102-36162015000500613-scl","Errata em &quot;Lesões do canto posterolateral do joelho: uma revisão completa da anatomia ao tratamento cirúrgico&quot;","","Revista Brasileira de Ortopedia; 50(5); 613-613","Revista Brasileira de Ortopedia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500613&lang=pt" 
"S1816-79502015000500012-sza","The development of a classification system for inland aquatic ecosystems in South Africa","Ollis, DJ, Ewart-Smith, JL, Day, JA, Job, NM, Macfarlane, DM, Snaddon, CD, Sieben, EJJ, Dini, JA, Mbona, N","Water SA; 41(5); 727-745","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500012&lang=pt" 
"S1984-46702015000500360-scl","Evolution of erythrocyte morphology in amphibians (Amphibia: Anura)","Wei, Jie, Li, Yan-Yan, Wei, Li, Ding, Guo-Hua, Fan, Xiao-Li, Lin, Zhi-Hua","Zoologia (Curitiba); 32(5); 360-370","Zoologia (Curitiba)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702015000500360&lang=pt" 
"S1984-46702015000500380-scl","Histology, histochemistry and fine structure of the Harderian gland, lacrimal gland and superficial gland of the third eyelid of the European bison, Bison bonasus bonasus (Artiodactyla: Bovidae)","Klećkowska-Nawrot, Joanna, Nowaczyk, Renata, Gozdźiewska-Harłajczuk, Karolina, Szara, Tomasz, Olbrych, Katarzyna","Zoologia (Curitiba); 32(5); 380-394","Zoologia (Curitiba)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702015000500380&lang=pt" 
"S0718-27242015000300012-chl","Evaluation of Technological Trends and Demands of the Manufacturing Industry to a Center of R &amp; D &amp; I","Correia da Silva Andrade, Leone Peter, Will, Markus, Breda Mascarenhas, Luis Alberto, Campos da Silva, Rafaela, de Oliveira Gomes, Jefferson","Journal of technology management &amp; innovation; 10(3); 104-119","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300012&lang=pt" 
"S0718-27242015000300006-chl","Socio-Technological Characterization of Goat Industry at Tamarugal Province in Atacama Desert","Diez-de-Medina R, Sergio, Cabello, Pamela, Rios, Juan Carlos, Figueroa, Pablo, Balic, Iván, Hardy, Damien, Vrsalovic, Viviana","Journal of technology management &amp; innovation; 10(3); 53-59","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300006&lang=pt" 
"S0718-27242015000300010-chl","Regulation and Technology Innovation: A Comparison of Stated and Formal Regulatory Barriers throughout the Technology Innovation Process","Engberg, Robert, Altmann, Peter","Journal of technology management &amp; innovation; 10(3); 85-91","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300010&lang=pt" 
"S0718-27242015000300007-chl","Gestión de una Cultura de Innovación Basada en las Personas","Souto, Jaime E","Journal of technology management &amp; innovation; 10(3); 60-65","Journal of technology management &amp; innovation","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300007&lang=pt" 
"S0718-27242015000300008-chl","Fuentes de Conocimiento en Empresas Biotecnológicas","Núñez López, Viridiana","Journal of technology management &amp; innovation; 10(3); 66-74","Journal of technology management &amp; innovation","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300008&lang=pt" 
"S0718-27242015000300005-chl","Sources of Innovation: The Case of Portuguese Consultancy Sector","Cesário, Marisa, Fernandes, Silvia, Jesus, Bruno, Monteiro Barata, José","Journal of technology management &amp; innovation; 10(3); 44-52","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300005&lang=pt" 
"S0718-27242015000300013-chl","Application of Lean Manufacturing Tools in the Food and Beverage Industries","Borges Lopes, Rui, Freitas, Filipa, Sousa, Inês","Journal of technology management &amp; innovation; 10(3); 120-130","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300013&lang=pt" 
"S0718-27242015000300011-chl","Multidimensional Balanced Efficiency Decision Model","De Felice, Fabio, Petrillo, Antonella","Journal of technology management &amp; innovation; 10(3); 92-103","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300011&lang=pt" 
"S0718-27242015000300014-chl","Corporate Social Responsibility: A Case Study in Subsidiaries from Brazil and China","Prates, Caroline, Pedrozo, Eugênio, Silva, Tania","Journal of technology management &amp; innovation; 10(3); 131-142","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300014&lang=pt" 
"S0718-27242015000300002-chl","Wheat Industry: Which Factors Influence Innovation?","Dalla Corte, Vitor Francisco, Dabdab Waquil, Paulo, Stiegert, Kyle","Journal of technology management &amp; innovation; 10(3); 11-17","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300002&lang=pt" 
"S0718-27242015000300003-chl","Perceptual Factors Affecting the Tendency to Collaboration in SMEs: Perceived Importance of Collaboration Modes and Partners","Noh, Heeyong, Lee, Sungjoo","Journal of technology management &amp; innovation; 10(3); 18-31","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300003&lang=pt" 
"S0718-27242015000300004-chl","Brazilian Incubators and Science Parks&#039; Resources and R &amp; D Collaboration","Schmidt, Serje, Balestrin, Alsones","Journal of technology management &amp; innovation; 10(3); 32-43","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300004&lang=pt" 
"S0718-27242015000300001-chl","Entrepreneurship and Academic Employment-More Alike than You&#039;d Think","Sinell, Anna, Heidingsfelder, Marie, Schraudner, Martina","Journal of technology management &amp; innovation; 10(3); 1-10","Journal of technology management &amp; innovation","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300001&lang=pt" 
"S0718-27242015000300009-chl","La Imagen de un Producto Turístico Rural a través del Acceso al Contenido Generado por otros Usuarios en Internet: Diferencias por Género","Hidalgo-Alcázar, Carmen, Sicilia, María, Ruiz De Maya, Salvador","Journal of technology management &amp; innovation; 10(3); 75-84","Journal of technology management &amp; innovation","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300009&lang=pt" 
"S0718-27242015000300015-chl","Emprendimiento en la Tercera Edad: Una Revisión de la Situación Actual","Oelckers, Felipe","Journal of technology management &amp; innovation; 10(3); 143-153","Journal of technology management &amp; innovation","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242015000300015&lang=pt" 
"S1808-86942015000500466-scl","Effect of contralateral stimulation on acoustic reflectance measurements","Pichelli, Tathiany Silva, Soares, Jordana Costa, Cibin, Bruna Carla, Carvallo, Renata Mota Mamede","Brazilian Journal of Otorhinolaryngology; 81(5); 466-472","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500466&lang=pt" 
"S1808-86942015000500473-scl","Accuracy of peripheral arterial tonometry in the diagnosis of obstructive sleep apnea","Pinto, José Antonio, Godoy, Luciana Balester Mello de, Ribeiro, Renata Coutinho, Mizoguchi, Elcio Izumi, Hirsch, Lina Ana Medeiros, Gomes, Leonardo Marques","Brazilian Journal of Otorhinolaryngology; 81(5); 473-478","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500473&lang=pt" 
"S1808-86942015000500514-scl","Association between maternal smoking, gender, and cleft lip and palate","Martelli, Daniella Reis Barbosa, Coletta, Ricardo D., Oliveira, Eduardo A., Swerts, Mário Sérgio Oliveira, Rodrigues, Laíse A. Mendes, Oliveira, Maria Christina, Martelli Júnior, Hercílio","Brazilian Journal of Otorhinolaryngology; 81(5); 514-519","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500514&lang=pt" 
"S1808-86942015000500533-scl","Correlation between presence of Leishmania RNA virus 1 and clinical characteristics of nasal mucosal leishmaniosis","Ito, Marcos Massayuki, Catanhêde, Lilian Motta, Katsuragawa, Tony Hiroshi, Silva Junior, Cipriano Ferreira da, Camargo, Luis Marcelo Aranha, Mattos, Ricardo de Godoi, Vilallobos-Salcedo, Juan Miguel","Brazilian Journal of Otorhinolaryngology; 81(5); 533-540","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500533&lang=pt" 
"S1808-86942015000500498-scl","Complete pathologic response as a prognostic factor for squamous cell carcinoma of the oropharynx post-chemoradiotherapy","Trufelli, Damila Cristina, Matos, Leandro Luongo de, Santana, Thaiana Aragão, Capelli, Fábio de Aquino, Kanda, Jossi Ledo, Giglio, Auro Del, Castro Junior, Gilberto de","Brazilian Journal of Otorhinolaryngology; 81(5); 498-504","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500498&lang=pt" 
"S1808-86942015000500541-scl","Analysis of pattern of occurrence of thyroid carcinoma between 2001 and 2010","Girardi, Fábio Muradás, Barra, Marinez Bizarro, Zettler, Cláudio Galleano","Brazilian Journal of Otorhinolaryngology; 81(5); 541-548","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500541&lang=pt" 
"S1808-86942015000500527-scl","Aspergillus in endodontic infection near the maxillary sinus","Gomes, Cinthya Cristina, Pinto, Larissa Christina Costa, Victor, Fernanda Loretti, Silva, Erlange Andrade Borges da, Ribeiro, Apoena de Aguiar, Sarquis, Maria Inês de Moura, Camões, Isabel Coelho Gomes","Brazilian Journal of Otorhinolaryngology; 81(5); 527-532","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500527&lang=pt" 
"S1808-86942015000500520-scl","Variables with prognostic value in the onset of idiopathic sudden sensorineural hearing loss","Bogaz, Eduardo Amaro, Maranhão, André Souza de Albuquerque, Inoue, Daniel Paganini, Suzuki, Flavia Alencar de Barros, Penido, Norma de Oliveira","Brazilian Journal of Otorhinolaryngology; 81(5); 520-526","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500520&lang=pt" 
"S1808-86942015000500549-scl","Chemical and cytological analysis of cerebral spinal fluid after intrathecal injection of hypodense fluorescein","Guimarães, Roberto Eustáquio Santos, Stamm, Aldo Eden Cassol, Giannetti, Alexandre Varella, Crosara, Paulo Fernando Tormin Borges, Becker, Celso Gonçalves, Becker, Helena Maria Gonçalves","Brazilian Journal of Otorhinolaryngology; 81(5); 549-553","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500549&lang=pt" 
"S1808-86942015000500491-scl","Efferent inhibition of otoacoustic emissions in preterm neonates","Carvallo, Renata Mota Mamede, Sanches, Seisse Gabriela Gandolfi, Ibidi, Silvia Maria, Soares, Jordana Costa, Durante, Alessandra Spada","Brazilian Journal of Otorhinolaryngology; 81(5); 491-497","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500491&lang=pt" 
"S1808-86942015000500577-scl","Erratum to &quot;Rhinosinusitis: evidence and experience. A summary&quot; [Braz J Otorhinolaryngol. 81 (1) (2015) 8-18]","","Brazilian Journal of Otorhinolaryngology; 81(5); 577-578","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500577&lang=pt" 
"S1808-86942015000500455-scl","The physician and the world of technology","Cruz, Oswaldo Laércio Mendonça","Brazilian Journal of Otorhinolaryngology; 81(5); 455-456","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500455&lang=pt" 
"S1808-86942015000500459-scl","Benchmarks for the Dichotic Sentence Identification test in Brazilian Portuguese for ear and age","Andrade, Adriana Neves de, Gil, Daniela, Iorio, Maria Cecilia Martinelli","Brazilian Journal of Otorhinolaryngology; 81(5); 459-465","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500459&lang=pt" 
"S1808-86942015000500568-scl","Lemierre syndrome: a rare complication of pharyngotonsillitis","Noh, Hyun Jin, Freitas, Claudia Antunha de, Souza, Rafael de Paula e Silva Felici de, Simões, Juliana Caminha, Kosugi, Eduardo Macoto","Brazilian Journal of Otorhinolaryngology; 81(5); 568-570","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500568&lang=pt" 
"S1808-86942015000500457-scl","Nasal saline irrigation: therapeutic or homeopathic","Barham, Henry P., Harvey, Richard J.","Brazilian Journal of Otorhinolaryngology; 81(5); 457-458","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500457&lang=pt" 
"S1808-86942015000500576-scl","Addendum to the history of cochlear implants in Brazil","Bento, Ricardo Ferreira","Brazilian Journal of Otorhinolaryngology; 81(5); 576-576","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500576&lang=pt" 
"S1808-86942015000500479-scl","Assessment of the light intensity of otoscopes utilized in teaching hospitals","Fonseca, Vinicius Ribas, Basso, Giovana Bittencourt, Cavalheiro, Mariana Nagata","Brazilian Journal of Otorhinolaryngology; 81(5); 479-484","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500479&lang=pt" 
"S1808-86942015000500571-scl","Waldenström&#039;s macroglobulinemia presenting with bilateral vestibular loss: a case report","Castellucci, Andrea, Piras, Gianluca, Brandolini, Cristina, Modugno, Giovanni Carlo, Ferri, Gian Gaetano","Brazilian Journal of Otorhinolaryngology; 81(5); 571-575","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500571&lang=pt" 
"S1984-46702015000500395-scl","Histological and immunohistochemical study of the ovaries and oviducts of the juvenile female of Caiman latirostris (Crocodilia: Alligatoridae)","Machado-Santos, Clarice, Santana, Lailah N. de S., Vargas, Rosilene F., Abidu-Figueiredo, Marcelo, Brito-Gitirana, Lycia de, Chagas, Maurício A.","Zoologia (Curitiba); 32(5); 395-402","Zoologia (Curitiba)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702015000500395&lang=pt" 
"S0104-42302015000500474-scl","Somatic mutations in breast and serous ovarian cancer young patients: a systematic review and meta-analysis","Encinas, Giselly, Maistro, Simone, Pasini, Fátima Solange, Katayama, Maria Lucia Hirata, Brentani, Maria Mitzi, Bock, Geertruida Hendrika de, Folgueira, Maria Aparecida Azevedo Koike","Revista da Associação Médica Brasileira; 61(5); 474-483","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000500474&lang=pt" 
"S1679-78252015001001824-scl","Concrete road barriers subjected to impact loads: An overview","Zain, Muhammad Fauzi Bin Mohd., Mohammed, Hasan Jasim","Latin American Journal of Solids and Structures; 12(10); 1824-1858","Latin American Journal of Solids and Structures","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252015001001824&lang=pt" 
"S1984-46702015000500371-scl","Cytogenetics and DNA barcoding of the Round-eared bats, Tonatia (Chiroptera: Phyllostomidae): a new karyotype for Tonatia bidens","Tavares, Jaqueline R., Sousa, Tatiane P. de, Silva, Joaquim M. da, Venere, Paulo C., Faria, Karina de C.","Zoologia (Curitiba); 32(5); 371-379","Zoologia (Curitiba)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702015000500371&lang=pt" 
"S1808-86942015000500485-scl","Vestibular migraine: comparative analysis between diagnostic criteria","Salmito, Márcio Cavalcante, Morganti, Lígia Oliveira Gonçalves, Nakao, Bruno Higa, Simões, Juliana Caminha, Duarte, Juliana Antoniolli, Ganança, Fernando Freitas","Brazilian Journal of Otorhinolaryngology; 81(5); 485-490","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942015000500485&lang=pt" 
"S0034-71672015000500961-scl","CARTA DE FORTALEZA PARA A ENFERMAGEM BRASILEIRA","","Revista Brasileira de Enfermagem; 68(5); 961-962","Revista Brasileira de Enfermagem","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000500961&lang=pt" 
"S1516-14392015000500908-scl","Formation of Microphases and Constituents from Remaining Austenite Decomposition in API X80 Steel Under Different Processing Conditions","Silva, Rafael de Araujo, Souza, Luís Felipe Guimarães de, Morales, Eduardo Valencia, Rios, Paulo Rangel, Bott, Ivani de Souza","Materials Research; 18(5); 908-917","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000500908&lang=pt" 
"S1516-14392015000500931-scl","Radiation Induced Synthesis of In2O3Nanoparticles - Part II: Synthesis of In2O3 Nanoparticles by Thermal Decomposition of Un-irradiated and γ-irradiated Indium Acetylacetonate","Al-Resheedi, Ajayb Saud, Alhokbany, Norah Saad, Mahfouz, Refaat Mohammed","Materials Research; 18(5); 931-938","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000500931&lang=pt" 
"S1516-14392015000500939-scl","One-step Synthesis of Ag3PO4/Ag Photocatalyst with Visible-light Photocatalytic Activity","Huang, Kai, Lv, Yaohui, Zhang, Wei, Sun, Shanyun, Yang, Bin, Chi, Fangli, Ran, Songlin, Liu, Xianguo","Materials Research; 18(5); 939-945","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000500939&lang=pt" 
"S1516-14392015000501038-scl","Effect of the Fuels Glycine, Urea and Citric Acid on Synthesis of the Ceramic Pigment ZnCr2O4 by Solution Combustion","Miranda, Edgar Andrés Chavarriaga, Carvajal, Juan Fernando Montoya, Baena, Oscar Jaime Restrepo","Materials Research; 18(5); 1038-1043","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000501038&lang=pt" 
"S1516-14392015000500925-scl","Influence of Boriding Process in Adhesion of CVD Diamond Films on Tungsten Carbide Substrates","Campos, Raonei Alves, Contin, Andre, Trava-Airoldi, Vladimir Jesus, Barquete, Danilo Maciel, Moro, João Roberto, Corat, Evaldo José","Materials Research; 18(5); 925-930","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000500925&lang=pt" 
"S1516-14392015000501023-scl","The Influence of a Translucent Fiberglass Post on the Polymerization of Dual Cure Resin Cement Analyzed by Electron Paramagnetic Resonance","Salomão, Fabio Martins, Vicentin, Bruno Luiz Santana, Contreras, Edwin Fernando Ruiz, Hoeppner, Márcio Grama, Di Mauro, Eduardo","Materials Research; 18(5); 1023-1028","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000501023&lang=pt" 
"S1516-14392015000501029-scl","Mechanical Properties Evaluation of the Carbon Fibre Reinforced Aluminium Sandwich Composites","Tamilarasan, Uthirapathy, Karunamoorthy, Loganathan, Palanikumar, Kayaroganam","Materials Research; 18(5); 1029-1037","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000501029&lang=pt" 
"S1516-14392015000501015-scl","Polymeric Materials for Membrane Contactor Devices Applied to Water Treatment by Ozonation","Santos, Felipe Rodrigues Alves dos, Borges, Cristiano Piacsek, Fonseca, Fabiana Valéria da","Materials Research; 18(5); 1015-1022","Materials Research","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392015000501015&lang=pt" 
"S0104-11692015000500910-scl","Epidemiological characteristics of cases of death from tuberculosis and vulnerable territories","Yamamura, Mellina, Santos-Neto, Marcelino, Santos, Rebeca Augusto Neman dos, Garcia, Maria Concebida da Cunha, Nogueira, Jordana de Almeida, Arcêncio, Ricardo Alexandre","Revista Latino-Americana de Enfermagem; 23(5); 910-918","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692015000500910&lang=pt" 
"S0104-11692015000500919-scl","Prevalence of Brucella spp in humans","Soares, Catharina de Paula Oliveira Cavalcanti, Teles, José Andreey Almeida, Santos, Aldenir Feitosa dos, Silva, Stemberg Oliveira Firmino, Cruz, Maria Vilma Rocha Andrade, Silva-Júnior, Francisco Feliciano da","Revista Latino-Americana de Enfermagem; 23(5); 919-926","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692015000500919&lang=pt" 
"S0104-11692015000500855-scl","Intimate partner violence and anxiety disorders in pregnancy: the importance of vocational training of the nursing staff in facing them","Fonseca-Machado, Mariana de Oliveira, Monteiro, Juliana Cristina dos Santos, Haas, Vanderlei José, Abrão, Ana Cristina Freitas de Vilhena, Gomes-Sponholz, Flávia","Revista Latino-Americana de Enfermagem; 23(5); 855-864","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692015000500855&lang=pt" 
