"S0100-29452008000100024-scl","A comercialização de uvas finas na região de Jales - SP","Costa, Sílvia Maria Almeida Lima, Gomes, Marcos Roberto Lacerda, Tarsitano, Maria Aparecida Anselmo","Revista Brasileira de Fruticultura; 30(1); 127-132","Revista Brasileira de Fruticultura","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452008000100024&lang=pt" 
"S0102-33062008000100024-scl","Caracterização florística de comunidades vegetais de restinga em Bertioga, SP, Brasil","Martins, Suzana Ehlin, Rossi, Lucia, Sampaio, Paulo de Salles Penteado, Magenta, Mara Angelina Galvão","Acta Botanica Brasilica; 22(1); 249-274","Acta Botanica Brasilica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062008000100024&lang=pt" 
"S0102-33062008000100025-scl","Biologia reprodutiva de Psychotria spectabilis Steyrm. e Palicourea cf. virens (Poepp &amp; Endl.) Standl. (Rubiaceae) em uma floresta tropical úmida na região de Manaus, AM, Brasil","Santos, Otilene dos Anjos, Webber, Antonio Carlos, Costa, Flávia Regina Capellotto","Acta Botanica Brasilica; 22(1); 275-285","Acta Botanica Brasilica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062008000100025&lang=pt" 
"S0102-33062008000100026-scl","Agaricaceae Fr. (Agaricales, Basidiomycota) from areas of Atlantic Forest in Pernambuco, Brazil","Wartchow, Felipe, Putzke, Jair, Cavalcanti, Maria Auxiliadora de Queiroz","Acta Botanica Brasilica; 22(1); 287-299","Acta Botanica Brasilica","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062008000100026&lang=pt" 
"S1413-41522008000100005-scl","Metodologia para estimação de externalidades agropecuárias decorrentes da construção de reservatórios","Ferreira, Vinícius Verna M., Martinez, Carlos Barreira, Versiani, Bruno Rabelo","Engenharia Sanitaria e Ambiental; 13(1); 29-37","Engenharia Sanitaria e Ambiental","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522008000100005&lang=pt" 
"S1413-41522008000100006-scl","Avaliação da biodegradabilidade anaeróbia de lixiviados de aterro sanitários","Amaral, Míriam Cristina Santos, Ferreira, Cynthia Fantoni Alves, Lange, Liséte Celina, Aquino, Sérgio Francisco de","Engenharia Sanitaria e Ambiental; 13(1); 38-45","Engenharia Sanitaria e Ambiental","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522008000100006&lang=pt" 
"S1413-41522008000100007-scl","O saneamento na ótica de profissionais de saneamento-saúde-ambiente: promoção da saúde ou prevenção de doenças?","Souza, Cezarina Maria Nobre, Freitas, Carlos Machado de","Engenharia Sanitaria e Ambiental; 13(1); 46-53","Engenharia Sanitaria e Ambiental","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522008000100007&lang=pt" 
"S1413-41522008000100009-scl","Saneamento e saúde indígena: uma avaliação na população Xakriabá, Minas Gerais","Pena, João Luiz, Heller, Léo","Engenharia Sanitaria e Ambiental; 13(1); 63-72","Engenharia Sanitaria e Ambiental","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522008000100009&lang=pt" 
"S1413-41522008000100013-scl","Tratabilidade de solos tropicais contaminados por resíduos da indústria de revestimentos cerâmicos","Oliveira, Luciana Pena de, Morita, Dione Mari","Engenharia Sanitaria e Ambiental; 13(1); 97-108","Engenharia Sanitaria e Ambiental","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522008000100013&lang=pt" 
"S0370-44672008000100001-scl","Carta do Editor","Coelho, Jório","Rem: Revista Escola de Minas; 61(1); 3-3","Rem: Revista Escola de Minas","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672008000100001&lang=pt" 
"S0370-44672008000100011-scl","Análise sedimentológica e de proveniência de sedimentos fluviais nas cabeceiras do rio das Velhas, município de Ouro Preto, MG","Lana, Cláudio Eduardo, Castro, Paulo de Tarso Amorim","Rem: Revista Escola de Minas; 61(1); 63-68","Rem: Revista Escola de Minas","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672008000100011&lang=pt" 
"S0370-44672008000100014-scl","A note on robust and non-robust variogram estimators","Mingoti, Sueli Aparecida, Rosa, Gilmar","Rem: Revista Escola de Minas; 61(1); 87-95","Rem: Revista Escola de Minas","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672008000100014&lang=pt" 
"S0370-44672008000100007-scl","Aplicação de emulsões na flotação do minério de zinco","Silva, Tiago Alvarenga Vitorino da, Carvalho, Marly Ávila de, Sigueira, Marcel Guimarães, Teixeira, Thiago Nantes, Pereira, Carlos Alberto","Rem: Revista Escola de Minas; 61(1); 35-38","Rem: Revista Escola de Minas","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672008000100007&lang=pt" 
"S0034-75072008000100001-cub","Tratamiento de la fisura labial congénita en la República Federal Democrática de Etiopía","Fernández Pérez, Felipe Segundo, Clayman, Lewis","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100001&lang=pt" 
"S0034-75072008000100002-cub","Correlación de peso y estatura con erupción dental","Vaillard Jiménez, Esther, Castro Bernal, Concepción, Carrasco Gutiérrez, Rosendo, Espinosa De Santillana, Irene, Lezama Flores, Gloria, Meléndez Ocampo, Argelia","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100002&lang=pt" 
"S0034-75072008000100003-cub","La decadencia de un sistema sanitario y las consecuencias en la salud de sus habitantes","Fernández Pérez, Felipe Segundo","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100003&lang=pt" 
"S0034-75072008000100005-cub","Algunas consideraciones farmacológicas y medicolegales relativas al consumo de Catha edulis Forsk (Khat)","Fernández Pérez, Felipe Segundo, Lorié González, Alfredo F., Arias Gallardo, Ana Isis","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100005&lang=pt" 
"S0034-75072008000100006-cub","La enfermedad periodontal como riesgo de enfermedades sistémicas","Peña Sisto, Maritza, Peña Sisto, Liliana, Díaz Felizola, Ángela, Torres Keiruz, Deysi, Lao Salas, Niurka","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100006&lang=pt" 
"S0034-75072008000100007-cub","Remplazo total de mandíbula con alambre Kirschner","Fernández Pérez, Felipe Segundo","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100007&lang=pt" 
"S0034-75072008000100008-cub","Desplazamiento accidental hacia el espacio parafaríngeo de un fragmento de un tercer molar inferior retenido","Algozaín Acosta, Yudit, Viñas García, Mileydis","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100008&lang=pt" 
"S0034-75072008000100009-cub","Síndrome Rosai-Dorfman de glándulas salivales","Fernández Pérez, Felipe Segundo, Clayman, Lewis","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100009&lang=pt" 
"S0034-75072008000100010-cub","Capacidad de corte de la lima Flexofile en canales simulados","Ferreira de Medeiros, João Marcelo, Zöllner, Nivaldo André, de Carvalho, Pedro Luiz, Rosifini Alves, Ana Paula, Pires Clemente, Rosana Giovanni","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100010&lang=pt" 
"S0034-75072008000100004-cub","La caries dental: Algunos de los factores relacionados con su formación en niños","Hidalgo Gato- Fuentes, Iliana, Duque de Estrada Riverón, Johany, Pérez Quiñones, José Alberto","Revista Cubana de Estomatología; 45(1); -","Revista Cubana de Estomatología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072008000100004&lang=pt" 
"S0864-03002008000100001-cub","Aplicaciones de las técnicas nucleares en la medicina: Examen de respiración del carbono 13 o 14 (13o14C)","Rivero Santamaría, Alejandro","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100001&lang=pt" 
"S0864-03002008000100002-cub","Marcadores de estres oxidativo en pacientes hipertensos de una población rural en provincia Habana","Céspedes, Ela, Ponte González, Giovanny, Riverón Forment, Gretel, Castillo Herrera, José A.","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100002&lang=pt" 
"S0864-03002008000100003-cub","Respuesta cardiovascular durante el ejercicio físico en normotensos y prehipertensos","Cabrera Rojo, Iliana, Izaguirre Rodríguez, Guillermo","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100003&lang=pt" 
"S0864-03002008000100004-cub","Efecto de la edad sobre la variabilidad de la frecuencia cardíaca en individuos sanos","Díaz García, Carlos Manlio, Coro Antich, Frank, Plain Reyes, Allein, Machado García, Andrés, Rodríguez, Evelyn","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100004&lang=pt" 
"S0864-03002008000100005-cub","Factores asociados a Mortalidad Intrahospitalaria en el Infarto Agudo del Miocardio con supradesnivel del ST","Cabrera Rego, Julio Oscar, Palacio Pérez, Héctor","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100005&lang=pt" 
"S0864-03002008000100006-cub","El tratamiento invasivo del infarto agudo del miocardio en el Instituto de Cardiología y Cirugía Cardiovascular desde el año 2003 al 2005","Ponte González, Giovanny, López Ferrero, Leonardo, Noa Fernández, Lianet, Villanueva Ponte, Luis Hilario","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100006&lang=pt" 
"S0864-03002008000100007-cub","Evolución electrofisiológica de un grupo de pacientes con Polineuropatía Desmielinizante Inflamatoria Crónica primaria y secundaria","Hernández Hernández, Aymeé","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100007&lang=pt" 
"S0864-03002008000100008-cub","Respuesta inmune ante la vacuna Heberbiovac-HB en crías de rata con crecimiento intrauterino retardado","Selva Silva, Selma Susel, Tomé López, Orlando, Cruz Alvarez, Yainé","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100008&lang=pt" 
"S0864-03002008000100009-cub","Evaluación toxicológica de la L-Glutamina","Alonso Geli, Yamirka, Alonso Moreno, Yamisleydi, del Toro García, Grisel, Falcón Dieguez, José E., Trapero Quintana, Yoagne, Guerra Sardiñas, Isbel","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100009&lang=pt" 
"S0864-03002008000100010-cub","Evaluación cualitativa de la morfología de la señal fotopletismográfica en el diagnóstico de la insuficiencia arterial","Aldama Figueroa, Alfredo, Álvarez Duarte, Héctor, Rodríguez, Alicia, Reyes, Bárbara","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100010&lang=pt" 
"S0864-03002008000100011-cub","Aplicación de la técnica de aclaramiento del carbón coloidal en sangre periférica en la evaluación de la actividad inmunomoduladora de dos productos naturales","Morris Quevedo, Humberto J., Lebeque Pérez, Yamila, LLauradó Maury, Gabriel, Fontaine Alvarez, Roberto, Rodríguez Gámez, Odalys","Revista Cubana de Investigaciones Biomédicas; 27(1); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002008000100011&lang=pt" 
"S0034-75232008000100001-cub","La prehipertensión","Pérez Caballero, Manuel Delfín","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100001&lang=pt" 
"S0034-75232008000100003-cub","Frecuencia de insulinorresistencia y/o déficit secretor de insulina y su relación con factores de riesgo para la hiperglucemia en pacientes con trasplantes renales","Borroto Díaz, Gerardo, Barceló Acosta, Malicela, Guerrero DíazI, Carlos, González Álvarez, Martha Verónica, Infante Suárez, Asela","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100003&lang=pt" 
"S0034-75232008000100004-cub","Enteroscopia de doble balón: estudio descriptivo de las primeras 14 exploraciones realizadas en el Instituto de Gastroenterología de Cuba","Hernández Garcés, Héctor Rubén, Ruenes Domech, Caridad, Hano García, Olga Marina, Sáenz Baños, Milagros, Villa Jiménez, Oscar Manuel, García, Alí Abdel Yassells, Andraín Sierra, Yudith","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100004&lang=pt" 
"S0034-75232008000100005-cub","Estudio descriptivo de respuesta a quimioterapia en pacientes con carcinoma de células no pequeñas de pulmón inoperable","Nenínger Vinageras, Elia, del Castillo Carrillo, Concepción, Barbán Suárez, Rebeca, Viada, Carmen, Febles Cabrera, Reimer, González González, Joaquín, Lima Pérez, Mayté, Soriano García, Jorge Luis","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100005&lang=pt" 
"S0034-75232008000100006-cub","Prevalencia de anticuerpos anti-VHC y del antígeno de superficie de la hepatitis B en pacientes tratados con hemodiálisis","Martínez Córdova, Zuzet, Peña Fresneda, Natacha","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100006&lang=pt" 
"S0034-75232008000100007-cub","Eficacia del reúso en hemodiálisis con dializadores de bajo y alto flujo","Barrios Camba, Joanchín, Magrans Buch, Charles, Martínez Soto, Orquídea, Borrego Piñero, Julio","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100007&lang=pt" 
"S0034-75232008000100009-cub","Anemia hemolítica como expresión inicial de recidiva tumoral de neoplasia de mama","Leiva Suero, Lizette Elena, del Pozo Jerez, Haydeé, Borrajero Martínez, Israel, Chong López, Agustín","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100009&lang=pt" 
"S0034-75232008000100010-cub","Colangitis esclerosante primaria en paciente con panhipopituitarismo autoinmune: Presentación de 1 caso","Rodríguez Fernández, Rolando, Buchaca Faxas, Emilio, Roselló Silva, Nelson, Rodríguez Amador, Lays, Yánez, Miguel Ángel, Domínguez Álvarez, Carlos","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100010&lang=pt" 
"S0034-75232008000100008-cub","Debería ser considerado el síndrome antifosfolípido un nuevo factor de riesgo cardiovascular","Gómez Padrón, María Virginia, Torres, Wilfredo, Gómez Padracuten, Enrique Ivo, Mérida Álvarez, Oyantay","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100008&lang=pt" 
"S0034-75232008000100011-cub","Púrpura de Henoch-Schönlein en mujer de 53 años","Senra Armas, Luis A, Chong López, Agustín, Salazar Sedano, Manuel","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100011&lang=pt" 
"S0034-75232008000100002-cub","Factores de riesgo vascular y función cognoscitiva en ancianos institucionalizados y de la comunidad","Fernández Guerra, Natalia, González Escudero, Hilda","Revista Cubana de Medicina; 47(1); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000100002&lang=pt" 
"S0101-33002008000100014-scl","Em defesa do espaço lírico","Paixão, Fernando","Novos Estudos - CEBRAP; (80); 205-217","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100014&lang=pt" 
"S0101-33002008000100001-scl","Apresentação","Miraglia, Paula","Novos Estudos - CEBRAP; (80); 5-7","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100001&lang=pt" 
"S0101-33002008000100005-scl","A produção da opacidade: estatísticas criminais e segurança pública no Brasil","Lima, Renato Sérgio de","Novos Estudos - CEBRAP; (80); 65-69","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100005&lang=pt" 
"S0101-33002008000100013-scl","O realismo de Franz Kafka","Carone, Modesto","Novos Estudos - CEBRAP; (80); 197-203","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100013&lang=pt" 
"S0101-33002008000100011-scl","Tropical, de Anita Malfatti: reorientando uma velha questão","Chiarelli, Tadeu","Novos Estudos - CEBRAP; (80); 163-172","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100011&lang=pt" 
"S0101-33002008000100007-scl","O mercado de trabalho antes de 1930: emprego e &quot;desemprego&quot; na cidade de São Paulo","Barbosa, Alexandre de Freitas","Novos Estudos - CEBRAP; (80); 91-106","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100007&lang=pt" 
"S0101-33002008000100015-scl","Sofrimento de indeterminação","Giannotti, José Arthur","Novos Estudos - CEBRAP; (80); 219-221","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100015&lang=pt" 
"S0101-33002008000100016-scl","A dignidade da ciência política e as interações do Brasil","Soares, Luiz Eduardo","Novos Estudos - CEBRAP; (80); 223-228","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100016&lang=pt" 
"S1516-635X2008000100002-scl","Feeding programs to induce molting in Japanese quails (Coturnix japonica)","Faitarone, ABG, Garcia, EA, Pizzolante, CC, Molino, AB, Pelícia, K, Berto, DA","Revista Brasileira de Ciência Avícola; 10(1); 11-15","Revista Brasileira de Ciência Avícola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2008000100002&lang=pt" 
"S1516-635X2008000100004-scl","Influence of egg pre-storage heating period and storage length on the digestive tract of newly-hatched broiler chicks","Silva, FHA, Faria, DE, Torres, KAA, Faria Filho, DE, Coelho, AAD, Savino, VJM","Revista Brasileira de Ciência Avícola; 10(1); 23-28","Revista Brasileira de Ciência Avícola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2008000100004&lang=pt" 
"S1516-635X2008000100010-scl","Studies with sanguinarine like alkaloids as feed additive in broiler diets","Vieira, SL, Berres, J, Reis, RN, Oyarzabal, OA, Coneglian, JLB, Freitas, DM, Peña, JEM, Torres, CA","Revista Brasileira de Ciência Avícola; 10(1); 67-71","Revista Brasileira de Ciência Avícola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2008000100010&lang=pt" 
"S0101-33002008000100002-scl","O lugar da prisão na nova administração da pobreza","Wacquant, Loïc","Novos Estudos - CEBRAP; (80); 9-19","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100002&lang=pt" 
"S0101-33002008000100003-scl","O PCC e a gestão dos presídios em São Paulo","Furukawa, Nagashi","Novos Estudos - CEBRAP; (80); 21-41","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100003&lang=pt" 
"S0101-33002008000100004-scl","As facções cariocas em perspectiva comparativa","Lessing, Benjamin","Novos Estudos - CEBRAP; (80); 43-62","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100004&lang=pt" 
"S0101-33002008000100006-scl","Escravidão e sociabilidade capitalista: um ensaio sobre inércia social","Cardoso, Adalberto","Novos Estudos - CEBRAP; (80); 71-88","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100006&lang=pt" 
"S0101-33002008000100009-scl","A técnica como capital e o capital humano genético","López-Ruiz, Osvaldo","Novos Estudos - CEBRAP; (80); 127-139","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100009&lang=pt" 
"S0101-33002008000100012-scl","O grau zero da arquitetura na era financeira","Arantes, Pedro Fiori","Novos Estudos - CEBRAP; (80); 175-195","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100012&lang=pt" 
"S1516-635X2008000100003-scl","Influence of egg pre-storage heating period and storage length on incubation results","Silva, FHA, Faria, DE, Torres, KAA, Faria Filho, DE, Coelho, AAD, Savino, VJM","Revista Brasileira de Ciência Avícola; 10(1); 17-22","Revista Brasileira de Ciência Avícola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2008000100003&lang=pt" 
"S1516-635X2008000100006-scl","Fatty acid profile of eggs of semi-heavy layers fed feeds containing linseed oil","Souza, JG, Costa, FGP, Queiroga, RCRE, Silva, JHV, Schuler, ARP, Goulart, CC","Revista Brasileira de Ciência Avícola; 10(1); 37-44","Revista Brasileira de Ciência Avícola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2008000100006&lang=pt" 
"S1516-635X2008000100009-scl","Effects of organic mineral dietary supplementation on production performance and egg quality of white layers","Fernandes, JIM, Murakami, AE, Sakamoto, MI, Souza, LMG, Malaguido, A, Martins, EN","Revista Brasileira de Ciência Avícola; 10(1); 59-65","Revista Brasileira de Ciência Avícola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2008000100009&lang=pt" 
"S1516-635X2008000100007-scl","Poultry offal meal traceability in meat quail tissues using the technique of stable carbon (13C/12C) and nitrogen (15N/14N) isotopes","Móri, C, Garcia, EA, Ducatti, C, Denadai, JC, Gottmann, R, Mituo, MAO","Revista Brasileira de Ciência Avícola; 10(1); 45-52","Revista Brasileira de Ciência Avícola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2008000100007&lang=pt" 
"S0101-33002008000100008-scl","Poder, redes e ideologia no campo do desenvolvimento","Ribeiro, Gustavo Lins","Novos Estudos - CEBRAP; (80); 109-125","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100008&lang=pt" 
"S0101-33002008000100010-scl","A miragem da miscigenação","Gomes, Flávio, Ferreira, Roquinaldo","Novos Estudos - CEBRAP; (80); 141-160","Novos Estudos - CEBRAP","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002008000100010&lang=pt" 
"S0034-74932008000100002-cub","Diagnóstico y tratamiento quirúrgico del cáncer de tiroides en el Centro de Investigaciones Medicoquirúrgicas (CIMEQ)","Díaz Mesa, C. Julio, Taquechel Barreto, Fidel, Queral Gómez-Quintero, Rocío, Domínguez Cordovés, Janet","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100002&lang=pt" 
"S0034-74932008000100003-cub","Experiencia preliminar del tratamiento quirúrgico de la fibrilación auricular con ablación por radiofrecuencia","Villar Inclán, Alejandro, González Jiménez, Noel, Roca Sierra, Juan, Calderón, Luis E, Chil Díaz, Rigoberto","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100003&lang=pt" 
"S0034-74932008000100004-cub","Cirugía de control de daños en las lesiones traumáticas de los vasos subclavios","Camilo Ramírez, Andrés Félix, M. Lourdes, Hernández Echeverría, Borges Sandrino, René, Díaz Ramos, Carlos","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100004&lang=pt" 
"S0034-74932008000100005-cub","Causas y tratamiento del neumotórax persistente y recidivante","Mederos Curbelo, Orestes Noel, Barrera Ortega, Juan Carlos, Romero Díaz, Carlos, Cantero Ronquillo, Alexis, Oliva Anaya, Carlos","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100005&lang=pt" 
"S0034-74932008000100006-cub","Tubo gástrico con conservación anatómica y funcional del píloro","Ferrá Betancourt, Albio, Corona Mancebo, Sixto","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100006&lang=pt" 
"S0034-74932008000100007-cub","Derivación portocava transitoria en el trasplante hepático con preservación de la cava","Gala López, Boris L, Cordoví de Armas, Lucas, Copo Jorge, José A, González Castillo, Fernando, Clausell Wong, Orlando, Sarría Duvergel, Reginaldo","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100007&lang=pt" 
