"S0718-27242013000200004-chl","Building a Sustainable Competitive Advantage","Srivastava, Mukesh, Franklin, Andy, Martinette, Louis","Journal of technology management &amp; innovation; 8(2); 47-60","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000200004&lang=pt" 
"S0034-98872013000500004-chl","Aumento de interleuquinas proinflamatorias y de cortisol plasmático en bronquiolitis por virus respiratorio sincicial: relación con la gravedad de la infección","Díaz, Patricia V, Gaggero, Aldo A, Pinto, Ricardo A, Mamani, Rossana, Uasapud, Paola A, Bono, María Rosa","Revista médica de Chile; 141(5); 574-581","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500004&lang=pt" 
"S0034-98872013000500005-chl","Necesidades educativas de un grupo de personas viviendo con VIH: diagnóstico basado en la perspectiva de los usuarios y de los profesionales que los atienden","Araya G, Alejandra, Carrasco A, Paola, Loayza G, Carla, Fernández S, Ana María, Pérez C, Carlos, Lasso B, Martín","Revista médica de Chile; 141(5); 582-588","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500005&lang=pt" 
"S0034-98872013000500007-chl","Estudio temporal de diabetes mellitus tipo 1 en Chile: asociación con factores ambientales durante el período 2000-2007","González R, Nelly, Torres-Avilés, Francisco, Carrasco P, Elena, Salas P, Francisca, Pérez B, Francisco","Revista médica de Chile; 141(5); 595-601","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500007&lang=pt" 
"S0034-98872013000500008-chl","Un índice neutrófilo/linfocito elevado se asocia a peor pronóstico en cáncer de colon etapa II resecado","Urrejola, Gonzalo I, Bambs, Claudia E, Espinoza, Manuel A, Gellona, José, Zúñiga, Álvaro M, Molina, María Elena, Bellolio, Felipe, Miguieles, Rodrigo, Campbell, James M, Pinedo, George A","Revista médica de Chile; 141(5); 602-608","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500008&lang=pt" 
"S0034-98872013000500010-chl","Enfoque práctico para el diagnóstico y tratamiento de los estados poliúricos en pacientes con injuria cerebral aguda","Godoy, Daniel Agustín, Álvarez, Erica, Campi, Verónica, Soler, Caridad, Masotti, Luca, Di Napoli, Mario","Revista médica de Chile; 141(5); 616-625","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500010&lang=pt" 
"S0034-98872013000500012-chl","Paleopatología osteoarticular en Chinchorro: Revisión de un caso y discusión sobre el autocuidado en la prehistoria de Arica, norte de Chile","Silva-Pinto, Verónica, Valenzuela, Daniela, Sepúlveda, Marcela","Revista médica de Chile; 141(5); 637-643","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500012&lang=pt" 
"S0034-98872013000500014-chl","Certificación y recertificación de especialistas en Medicina Interna: Una mirada desde CONACEM","López M, José M","Revista médica de Chile; 141(5); 652-658","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500014&lang=pt" 
"S0034-98872013000500017-chl","Potencial herramienta en la personalización del tratamiento oncológico: Casos clínicos","Ibáñez C, Carolina, Garrido S, Marcelo, Medina, Lidia, Kato, Sumie, Bravo, María Loreto, González, Pamela, Oliva, Barbara, Pizarro, Javier, Bustamante, Eva, Brañes, Jorge, Cuello, Mauricio, Owen, Gareth I","Revista médica de Chile; 141(5); 669-673","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500017&lang=pt" 
"S0034-98872013000500018-chl","Los congresos médicos de especialidades: algunas reflexiones","Lama T, Alexis","Revista médica de Chile; 141(5); 674-675","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500018&lang=pt" 
"S0034-98872013000500019-chl","Los congresos médicos de especialidades: algunas reflexiones. Réplica del Editor","Reyes B, Humberto","Revista médica de Chile; 141(5); 676-677","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500019&lang=pt" 
"S0034-98872013000500020-chl","Síndrome de Tonegawa","Young, Pablo","Revista médica de Chile; 141(5); 676-677","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500020&lang=pt" 
"S0719-04332013000100001-chl","ACCESS TO FINANCE AND FUNDING COMPOSITION DURING THE CRISIS: A FIRM-LEVEL ANALYSIS OF LATIN AMERICAN COUNTRIES","LEITNER, SANDRA M, STEHRER, ROBERT","Latin american journal of economics; 50(1); 1-47","Latin american journal of economics","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-04332013000100001&lang=pt" 
"S0719-04332013000100002-chl","CHANGES IN PENSION INEQUALITY: A DECOMPOSITION ANALYSIS OF ARGENTINA, 1995-2009","D&#039;ELIA, VANESA VALERIA","Latin american journal of economics; 50(1); 49-81","Latin american journal of economics","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-04332013000100002&lang=pt" 
"S0719-04332013000100003-chl","THE COMPOSITION OF GOVERNMENT EXPENDITURES AND ECONOMIC GROWTH IN BOLIVIA","BOJANIC, ANTONIO N","Latin american journal of economics; 50(1); 83-105","Latin american journal of economics","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-04332013000100003&lang=pt" 
"S0719-04332013000100004-chl","GOVERNANCE AND FOREIGN DIRECT INVESTMENT IN LATIN AMERICA: A PANEL GRAVITY MODEL APPROACH","SUBASAT, TURAN, BELLOS, SOTIRIOS","Latin american journal of economics; 50(1); 107-131","Latin american journal of economics","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-04332013000100004&lang=pt" 
"S0719-04332013000100005-chl","HOW INFORMATIVE ARE IN-SAMPLE INFORMATION CRITERIA TO FORECASTING?: THE CASE OF CHILEAN GDP","MEDEL, CARLOS A","Latin american journal of economics; 50(1); 133-161","Latin american journal of economics","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-04332013000100005&lang=pt" 
"S0034-98872013000500016-chl","Neumonía en organización por radiación en el paciente con cáncer de mama: Caso clínico","Morales Soto, Arturo, Calvo De La Barra, Carlos, Pinheiro De Carvalho, Graça, González Bombardiere, Sergio, Saldías Peñafiel, Fernando","Revista médica de Chile; 141(5); 664-668","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500016&lang=pt" 
"S0034-98872013000500003-chl","El tratamiento del plan AUGE (GES) de la anemia en diálisis crónica no ha sido eficaz y, probablemente, no se han aprovechado los recursos económicos destinados para ello","González F, Fernando","Revista médica de Chile; 141(5); 568-573","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500003&lang=pt" 
"S2182-51732013000300001-prt","A relação terapêutica","Braga, Raquel","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 146-147","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300001&lang=pt" 
"S2182-51732013000300002-prt","Computers and doctor-patient communication","Yaphe, John","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 148-149","Revista Portuguesa de Medicina Geral e Familiar","Inglês","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300002&lang=pt" 
"S2182-51732013000300003-prt","Fatores associados e indicações para a prática de cesariana: um estudo caso-controlo","Oliveira, Ana Rita","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 151-159","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300003&lang=pt" 
"S2182-51732013000300004-prt","Determinantes de incapacidade temporária para o trabalho de longa duração: Estudo InCIT","Gomes, Joana Costa, Sousa, Alexandra, Ribeiro, Ana Isabel, Silva, Filipa, Galhardo, Mara, Esquível, Sofia, Fernandes, Teresa Maia","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 162-170","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300004&lang=pt" 
"S2182-51732013000300005-prt","Eficácia dos cerumenolíticos: uma revisão baseada na evidência para Cuidados Primários","Pereira, Ana Cristina, Teles, Maria João","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 172-178","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300005&lang=pt" 
"S2182-51732013000300006-prt","Tuberculose Infantil: a importância do rastreio","Silva, Sílvia Ferreira, Costa, Nélia, Lança, Isabel Brito, Seves, Graça, Cavaco, Anicete, Gaspar, Maurílio","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 180-184","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300006&lang=pt" 
"S2182-51732013000300007-prt","Um caso típico de Síndrome de Sweet","Ramos, Maria Lúcia, Santiago, Luiz Miguel, Tomé, Teresa","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 186-190","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300007&lang=pt" 
"S2182-51732013000300008-prt","Atestados para carta de condução: visão crítica do Decreto-Lei n.º 138/2012","Granja, Mónica","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 191-199","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300008&lang=pt" 
"S2182-51732013000300009-prt","Prevalência da cárie Dentária nas crianças observadas nas consultas de Exame global de saúde dos 5/6 anos e fatores associados: Estudo DENTEX","Dias, Inês, Gonçalves, Ana Raquel, Caldeira, Luís, Fernandes, Daniel Almeida, Ribeiro, João Portela","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 200-201","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300009&lang=pt" 
"S2182-51732013000300010-prt","A Interacção do Utente com a Plataforma de Dados em Saúde","Crespo, Jorge","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 202-202","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300010&lang=pt" 
"S2182-51732013000300011-prt","Tabaco nas crianças e jovens: qual o papel dos cuidados primários?","Gomes, Joana Costa","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 203-204","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300011&lang=pt" 
"S2182-51732013000300012-prt","Estatinas: de herói a vilão na diabetes?","Neves, Camila Mota, Ferreira, Maria Cortês","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 205-207","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300012&lang=pt" 
"S2182-51732013000300013-prt","Associação entre cessação tabágica e alteração de peso com a doença cardiovascular nos adultos com e sem diabetes","Gomes, Fernanda, Godinho, Jorge","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 208-210","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300013&lang=pt" 
"S2182-51732013000300014-prt","Alergia aos antibióticos beta-lactâmicos nas crianças: Mito ou realidade?","Correia, Miguel, Tomaz, Diana","Revista Portuguesa de Medicina Geral e Familiar; 29(3); 211-212","Revista Portuguesa de Medicina Geral e Familiar","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732013000300014&lang=pt" 
"S1999-76712013000200001-sza","Adverse individual outcomes of healthcare","Wittenberg, D F","South African Journal of Child Health; 7(2); 42-42","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200001&lang=pt" 
"S1999-76712013000200002-sza","Paediatric triage in South Africa","Cheema, B, Stephen, C, Westwood, A","South African Journal of Child Health; 7(2); 43-45","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200002&lang=pt" 
"S1999-76712013000200003-sza","Characteristics of children presenting with newly diagnosed type 1 diabetes","Reddy, Y, Ganie, Y, Pillay, K","South African Journal of Child Health; 7(2); 46-48","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200003&lang=pt" 
"S1999-76712013000200004-sza","Normal anterior fontanelle sizes in newborn Igbo babies in south-eastern Nigeria","Uzukwu-Edeani, C V, Ibeziako, S N, Ikefuna, A N, Uchendu, U O","South African Journal of Child Health; 7(2); 50-53","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200004&lang=pt" 
"S1999-76712013000200005-sza","A study to evaluate the performance of black South African urban infants on the Bayley Scales of Infant Development III","Rademeyer, V, Jacklin, L","South African Journal of Child Health; 7(2); 54-59","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200005&lang=pt" 
"S1999-76712013000200006-sza","An audit of paediatric intussusception radiological reduction at the Bloemfontein Academic Hospital Complex, Free State, South Africa","Venter, J A, le Grange, S M, Otto, S F, Joubert, G","South African Journal of Child Health; 7(2); 60-64","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200006&lang=pt" 
"S1999-76712013000200007-sza","Langerhans cell histiocytosis: A case presentation and literature review","Rautenbach, K, Stones, D K","South African Journal of Child Health; 7(2); 65-67","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200007&lang=pt" 
"S1999-76712013000200008-sza","Mythological ears, a real deformity: A case of bilateral Stahl&#039;s ears in a South African girl","Potgieter, M D, Giaquinto-Cilliers, M G C","South African Journal of Child Health; 7(2); 68-69","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200008&lang=pt" 
"S1999-76712013000200009-sza","Compound heterozygous sickle cell disease and β0-thalassaemia: An interesting case","von Fintel, R, Schwyzer, R, Poole, J, Alli, N A","South African Journal of Child Health; 7(2); 70-73","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200009&lang=pt" 
"S1999-76712013000200010-sza","Fetal valproate syndrome in a 14-month-old child: A case report","Abbas, A, Firdaus, U","South African Journal of Child Health; 7(2); 74-76","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200010&lang=pt" 
"S1999-76712013000200011-sza","Tubercular cold abscess at an unusual site mimicking a pyogenic abscess","Abqari, S, Anjum, A, Khan, D I, Nawab, T, Sardha, M","South African Journal of Child Health; 7(2); 77-78","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200011&lang=pt" 
"S1999-76712013000200012-sza","Abdominal Burkitt&#039;s lymphoma with renal involvement","Moodley, H, Mahomed, N, Andronikou, S","South African Journal of Child Health; 7(2); 79-79","South African Journal of Child Health","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712013000200012&lang=pt" 
"S1405-31952013000300001-mex","Comparación entre un modelo hidrodinámico completo y un modelo hidrológico en riego por melgas","Castanedo, Vladimir, Saucedo, Heber, Fuentes, Carlos","Agrociencia; 47(3); 209-222","Agrociencia","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952013000300001&lang=pt" 
"S1405-31952013000300002-mex","Avenanthramides and nutritional components of four mexican oat (Avena sativa L.) varieties","Ortiz-Robledo, Faviola, Villanueva-Fierro, Ignacio, Oomah, B. Dave, Lares-Asef, Ismael, Proal-Nájera, J. Bernardo, Návar-Chaidez, J. Jesús","Agrociencia; 47(3); 225-232","Agrociencia","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952013000300002&lang=pt" 
"S1405-31952013000300003-mex","Análisis comparativo entre jarabe de agave azul (Agave tequilana Weber var. azul) y otros jarabes naturales","Mellado-Mojica, Erika, López-Pérez, Mercedes Gpe.","Agrociencia; 47(3); 233-244","Agrociencia","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952013000300003&lang=pt" 
"S1405-31952013000300004-mex","El tipo de boquilla no altera la efectividad de los herbicidas prosulfuron, bromoxinil y 2,4,-D","Rosales-Robles, Enrique, Sánchez-de la Cruz, Ricardo, Rodríguez-del Bosque, L. Ángel","Agrociencia; 47(3); 245-253","Agrociencia","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952013000300004&lang=pt" 
"S1405-31952013000300005-mex","Evaluación de aislados nativos mexicanos de Beauveria bassiana (Bals.) Vuill. (Hypocreales: Cordycipitaceae) provenientes de zonas citrícolas para su producción masiva en cultivo sumergido y bifásico","Gandarilla-Pacheco, F. Lizeth, Galán-Wong, Luis J., Arévalo-Niño, Katiushka, Elías-Santos, Myriam, Quintero-Zapata, Isela","Agrociencia; 47(3); 255-266","Agrociencia","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952013000300005&lang=pt" 
"S1405-31952013000300006-mex","Series temporales de vegetación para un modelo forestal destruido: El caso de Tadla Azilal (Marruecos)","Nemmaoui, Abderrahim, García-Lorca, Andrés M, Aguilar, Fernando J., Aguilar, Manuel A.","Agrociencia; 47(3); 267-280","Agrociencia","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952013000300006&lang=pt" 
"S1405-31952013000300007-mex","La bioeconomía, las biorefinerías y las opciones reales: el caso del bioetanol y el azúcar","Brambila-Paz, José de J., Martínez-Damián, Miguel Á., Rojas-Rojas, María M., Pérez-Cerecedo, Verónica","Agrociencia; 47(3); 281-292","Agrociencia","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952013000300007&lang=pt" 
"S1405-31952013000300008-mex","Respuesta de la demanda de agua a cambios en el precio: un estudio por tipo de consumidor en el norte de Sinaloa, México","Torres-Sombra, Jesús, García-Salazar, José A., García-Mata, Roberto, Matus-Gardea, Jaime, González-Estrada, Elizabeth, Pérez-Zamorano, Abel","Agrociencia; 47(3); 293-307","Agrociencia","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952013000300008&lang=pt" 
"S0123-885X2013000200008-col","Solidaridad de intereses:: la transformación del derecho social como dominación en Lorenz von Stein","Carvajalino Guerrero, Jinú","Revista de Estudios Sociales; (46); 74-85","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200008&lang=pt" 
"S0123-885X2013000200009-col","Solidaridad e insolidaridad en el constitucionalismo contemporáneo:: elementos para una aproximación","Pisarello, Gerardo","Revista de Estudios Sociales; (46); 86-97","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200009&lang=pt" 
"S0123-885X2013000200006-col","Democratic Solidarity:: Why Do Democracies Owe Support to Democracy Movements?","Niederberger, Andreas","Revista de Estudios Sociales; (46); 54-62","Revista de Estudios Sociales","Inglês","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200006&lang=pt" 
"S0123-885X2013000200007-col","El concepto de solidaridad y sus problemas político-constitucionales.: Una perspectiva iusfilosófica","Herrera, Carlos Miguel","Revista de Estudios Sociales; (46); 63-73","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200007&lang=pt" 
"S0123-885X2013000200004-col","Hacia una visión no fundacionalista del concepto de solidaridad:: liberalismo y solidaridad en Richard Rorty","De Zubiría, Santiago","Revista de Estudios Sociales; (46); 31-42","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200004&lang=pt" 
"S0123-885X2013000200005-col","Solidaridad, democracia y derechos","Arango, Rodolfo","Revista de Estudios Sociales; (46); 43-53","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200005&lang=pt" 
"S0123-885X2013000200002-col","La metáfora de la fraternidad republicano-democrática revolucionaria y su legado al socialismo contemporáneo","Domènech, Antoni","Revista de Estudios Sociales; (46); 14-23","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200002&lang=pt" 
"S0123-885X2013000200003-col","Cooperación, solidaridad y egoísmo racional.: Acerca de la relación entre moralidad y racionalidad","Hoyos, Luis Eduardo","Revista de Estudios Sociales; (46); 24-30","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200003&lang=pt" 
"S0123-885X2013000200001-col","Presentación","Arango, Rodolfo","Revista de Estudios Sociales; (46); 9-12","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200001&lang=pt" 
"S0123-885X2013000200011-col","La posibilidad de la justicia global.: Sobre los límites de la concepción estadocéntrica y las probabilidades de un cosmopolitismo débil","Cortés Rodas, Francisco","Revista de Estudios Sociales; (46); 109-118","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200011&lang=pt" 
"S0123-885X2013000200010-col","Solidaridad e integración regional.: La forma ciudadana de la solidaridad en la comunidad política supranacional","Sierra, Rosa","Revista de Estudios Sociales; (46); 98-108","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200010&lang=pt" 
"S0123-885X2013000200013-col","La melancolía y el estado.: Reflexiones desde el psicoanálisis aplicado","Buchely Ibarra, Lina Fernanda","Revista de Estudios Sociales; (46); 134-144","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200013&lang=pt" 
"S0123-885X2013000200012-col","Entre ciudades y presas.: Oposición campesina al trasvase de agua y la defensa del río Temascaltepec, México","Campos Cabral, Valentina, Ávila-García, Patricia","Revista de Estudios Sociales; (46); 120-133","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200012&lang=pt" 
"S0123-885X2013000200015-col","Gasto social y consolidación de la sobrepoblación relativa en Venezuela durante el chavismo (1998-2010)","De Luca, Romina, Seiffer, Tamara, Kornblihtt, Juan","Revista de Estudios Sociales; (46); 158-176","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200015&lang=pt" 
"S0123-885X2013000200014-col","Del Estado-nación al Estado-marca.: El rol de la diplomacia pública y la marca de país en el nuevo escenario de las relaciones internacionales","de San Eugenio Vela, Jordi","Revista de Estudios Sociales; (46); 145-157","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200014&lang=pt" 
"S0123-885X2013000200017-col","Solidaridad en la historia de Occidente","Arango, Rodolfo","Revista de Estudios Sociales; (46); 185-188","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200017&lang=pt" 
"S0123-885X2013000200016-col","Responsabilidad cosmopolita:: sobre la ética y el derecho en un mundo global","Lutz-Bachmann, Matthias","Revista de Estudios Sociales; (46); 178-183","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200016&lang=pt" 
"S0123-885X2013000200019-col","El concepto de solidaridad","Duque, María Paula","Revista de Estudios Sociales; (46); 192-194","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200019&lang=pt" 
"S0123-885X2013000200018-col","Libertad y solidaridad","Ramírez Díaz, Juan Sebastián","Revista de Estudios Sociales; (46); 190-191","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200018&lang=pt" 
"S0123-885X2013000200020-col","Responsabilidad por la injusticia estructural","Briceño Mutis, Sebastián","Revista de Estudios Sociales; (46); 195-197","Revista de Estudios Sociales","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2013000200020&lang=pt" 
"S0121-16172013000200008-col","(Des)encuentros en las experiencias de formación político-sindical en los años sesenta en Argentina","Scodeller, Gabriela","Historia Crítica; (50); 157-181","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000200008&lang=pt" 
"S0121-16172013000200009-col","En las canteras de Glío y Mnemosine: apuntes historiográficos sobre el Grupo Memoria Histórica","Herrera, Martha Cecilia, Cristancho Altuzarra, José Gabriel","Historia Crítica; (50); 183-210","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000200009&lang=pt" 
"S0121-16172013000200006-col","Oír la radio en España. Aproximación a las audiencias radiofónicas durante el primer franquismo (1939-1959)","Gómez García, Salvador, Cabeza, José","Historia Crítica; (50); 104-131","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000200006&lang=pt" 
"S0121-16172013000200007-col","Escritura de la historia en televisión: la representación del Partido Comunista de España (1975-2011)","Rueda Laffond, José Carlos","Historia Crítica; (50); 132-156","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000200007&lang=pt" 
"S0121-16172013000200004-col","El desabastecimiento de géneros agrícolas en la Provincia de Cartagena de Indias a fines del período colonial","O&#039;Byrne H., Alexander","Historia Crítica; (50); 59-78","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000200004&lang=pt" 
"S0121-16172013000200005-col","Inserción y participación en las redes globales de producción de conocimiento: el caso del Ecuador del siglo XIX","Sevilla, Elisa, ;Sevilla, Ana","Historia Crítica; (50); 79-103","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000200005&lang=pt" 
"S0121-16172013000200002-col","El jesuíta como traductor. Organización, circulación y dinámicas de la Compañía de Jesús en Santiago de Chile, 1593-1598","Gaune, Rafael","Historia Crítica; (50); 13-36","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000200002&lang=pt" 
