"S1692-88572014000100009-col","Mimesis en Platón y Adorno","Escobar Moncada, Jairo","Eidos; (20); 173-220","Eidos","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572014000100009&lang=pt" 
"S1029-30192014000100005-cub","Tratamiento con trióxido de arsénico en pacientes con leucemia promielocítica aguda","Suárez Beyríes, Lidia Clara, Noa Tamayo, Yadirka, Rodríguez Reyes, Inocente, Hernández Galano, Geldris, de la Uz Ruesga, Beatriz O.","MEDISAN; 18(1); 25-33","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100005&lang=pt" 
"S1029-30192014000100004-cub","Terapia de alta frecuencia en pacientes con afecciones del sistema estomatognático","Flanders Alvarez, Mirtha, Milán Armero, Viurnis, Algozaín Acosta, Yudit, Fong Estrada, Juana Adela, Castillo Miranda, Yunaika","MEDISAN; 18(1); 17-24","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100004&lang=pt" 
"S1029-30192014000100007-cub","Cultura investigativa en tecnólogos de la salud","Piña Fonseca, Regis, León Robaina, Rosario","MEDISAN; 18(1); 45-51","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100007&lang=pt" 
"S1029-30192014000100006-cub","Caracterización de la formación y el desarrollo de los terceros molares","González Espangler, Liuba, Mok Barceló, Paula, de la Tejera Chillón, Alexis, George Valles, Yaimel, Leyva Lara, Marvis Lisy","MEDISAN; 18(1); 34-44","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100006&lang=pt" 
"S1029-30192014000100001-cub","MEDISAN: ¿fortalezas o debilidades de la revista?","Santana Fernández, Kadir Argelio, Chang Pascual, Noelia","MEDISAN; 18(1); 1-2","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100001&lang=pt" 
"S1029-30192014000100003-cub","Algunos factores de riesgo asociados al bajo peso al nacer en el Hospital General &quot;Orlando Pantoja Tamayo&quot;","Periquet Meriño, Magda, Pascao Gamboa, Adriana, Labaut Ginarte, Onidia, Vargas de la Paz, Liudmila, Mora Nieto, Juana","MEDISAN; 18(1); 11-16","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100003&lang=pt" 
"S1029-30192014000100002-cub","Publicación científica: una mirada crítica al quehacer de la red de bibliotecas médicas de Santiago de Cuba","Duperet Cabrera, Elaine, Plasencia Asorey, Carolina, Cedeño Rodríguez, Mirtha Iris, de la Torre Vega, Gertrudis, Peña Fernández, Maricela","MEDISAN; 18(1); 3-10","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100002&lang=pt" 
"S1029-30192014000100020-cub","Anuario estadístico de las bibliotecas médicas de Santiago de Cuba (2006-2012)","de la Torre Vega, Gertrudis, Vistel Columbié, Marisela Danila, Barrera Yero, Lucia Graciela, Rivera Salas, Abel, de Dios Lorente, José Arturo","MEDISAN; 18(1); 144-148","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100020&lang=pt" 
"S1029-30192014000100018-cub","Nesidioblastosis: hipoglucemia hiperinsulinémica persistente en la infancia","Granela Cortiñas, Kesia, Gutierrez Macias, Antonio, Montesinos Estevez, Teresa, Perón Rodríguez, Dimas, Campos Plas, Amado","MEDISAN; 18(1); 127-133","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100018&lang=pt" 
"S1029-30192014000100019-cub","Juan Bruno Zayas Alfonso: médico y general de brigada en la guerra necesaria","Hodelín Tablada, Ricardo, Fuentes Pelier, Damaris","MEDISAN; 18(1); 134-143","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100019&lang=pt" 
"S1029-30192014000100016-cub","Enfermedad de Dupuytren en un anciano","Junco Gelpi, David Alexander, Montoya Cardero, Luis Enrique, Rodríguez Cervantes, Maylin, Mustelier Medina, Kenia, Neyra Bonne, Gustavo","MEDISAN; 18(1); 115-119","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100016&lang=pt" 
"S1029-30192014000100017-cub","Dermatitis atópica en un infante","Álvarez González, Katerinne, Delgado Cruz, Amarily, Naranjo Ferregut, Jorge Augusto, Pérez Martín, Martha María, Valdés del Pino, Ana Margarita","MEDISAN; 18(1); 120-126","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100017&lang=pt" 
"S1029-30192014000100014-cub","Sexualidad en gerontes de la Universidad del Adulto Mayor en el municipio de III Frente","Cedeño Suárez, Lissette, Atiñol Torres, Esmeris, Suárez Ramos, Mirna, León Garbey, Jorge Luís, Cedeño Casamayor, Bladimir Yuris","MEDISAN; 18(1); 100-105","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100014&lang=pt" 
"S1029-30192014000100015-cub","Medicina tradicional y natural y la teoría de las complejidades","Fariñas Salas, Andrea Olimpia, Cutiño Clavel, Ileana, Pichin Quesada, Mauricio, Malberti Giro, Judith, León Betancourt, Esperanza","MEDISAN; 18(1); 106-114","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100015&lang=pt" 
"S1029-30192014000100012-cub","Epidemiología de la infección vaginal en gestantes diabéticas","Álvarez Rodríguez, José Manuel, Méndez Hernández, Aníbal, García Verdecia, Osmaida, Rodríguez Fernández, Iraida, Ramos Mustelier, Frank","MEDISAN; 18(1); 84-89","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100012&lang=pt" 
"S1029-30192014000100013-cub","Actividades de la brigada de control de focos del Aedes aegypti: evaluación de su calidad en un área de salud","Zayas Vinent, Meinardo, Torres Sarmiento, Anuvis, Cabrera Junco, Pedro Miguel, Krematy Martínez, Servio Alexis","MEDISAN; 18(1); 90-99","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100013&lang=pt" 
"S1029-30192014000100010-cub","Factores pronósticos del éxito de la ventilación mecánica no invasiva en la insuficiencia respiratoria aguda","Navarro Rodríguez, Zadis, Pacheco Quiñones, Mario, Rodríguez Fernández, Aurelio, Cohello Acosta, Rogelio, Torres Maceo, José Manuel","MEDISAN; 18(1); 68-77","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100010&lang=pt" 
"S1029-30192014000100011-cub","La sugestión como parte de un sistema terapéutico integrado en un grupo de adolescentes fumadores y consumidores de alcohol","Eiranova González-Elías, Irina, Hernández Trujillo, Ariane","MEDISAN; 18(1); 78-83","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100011&lang=pt" 
"S1413-86702014000100077-scl","Immune responses to Leptospira infection: roles as biomarkers for disease severity","Chirathaworn, Chintana, Kongpan, Sutthikarn","Brazilian Journal of Infectious Diseases; 18(1); 77-81","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100077&lang=pt" 
"S1413-86702014000100095-scl","Secondary syphilis with oral manifestation","Safe, Izabella Picinin, Maia, Daniela Cristina Caetano","Brazilian Journal of Infectious Diseases; 18(1); 95-95","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100095&lang=pt" 
"S1413-86702014000100082-scl","The association of HLA-DRB1 alleles and drug use with HIV infection in a Chinese Han Cohort","Diao, Bo, Du, Juan, Liu, Ying, Luo, Fan, Hou, Wei","Brazilian Journal of Infectious Diseases; 18(1); 82-87","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100082&lang=pt" 
"S1413-86702014000100088-scl","Clinical and laboratory characteristics of severe fever with thrombocytopenia syndrome in Chinese patients","Weng, Yali, Chen, Nian, Han, Yaping, Xing, Yiping, Li, Jun","Brazilian Journal of Infectious Diseases; 18(1); 88-91","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100088&lang=pt" 
"S1413-86702014000100008-scl","Leprosy and hepatitis B coinfection in southern Brazil","Leitao, Cleverson, Ueda, Denis, Braga, Anna Carolina de Moraes, Boldt, Angelica B.W., Messias-Reason, Iara J.T.","Brazilian Journal of Infectious Diseases; 18(1); 8-12","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100008&lang=pt" 
"S1413-86702014000100001-scl","Virologic and immunologic effectiveness of darunavir-based salvage therapy in HIV-1-infected adults in a Brazilian clinical practice setting: results of a multicenter and retrospective cohort study","Ribeiro, Karina Mota, Biscione, Fernando Martin, Westin, Mateus Rodrigues, Machado, Danielle Pessoa, Greco, Dirceu Bartolomeu, Tupinambas, Unai","Brazilian Journal of Infectious Diseases; 18(1); 1-7","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100001&lang=pt" 
"S1413-86702014000100071-scl","HPV infection, risk factors and viral load among Mexican male college students","Vera-Uehara, Carmina, Sanchez-Aleman, Miguel Angel, Uribe-Salas, Felipe Javier, Ramos-Castaneda, Jose, Olamendi-Portugal, Ma. Leonidez, Conde-Glez, Carlos Jesus","Brazilian Journal of Infectious Diseases; 18(1); 71-76","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100071&lang=pt" 
"S1413-86702014000100096-scl","Bilateral geographical ulcer in a neonate","Arora, Priyanka, Ganesh, Suma, Arora, Kamaldeep, Das, Rashmi Ranjan","Brazilian Journal of Infectious Diseases; 18(1); 96-97","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100096&lang=pt" 
"S1413-86702014000100092-scl","Is nosocomial Escherichia coli bacteremia a predictive risk factor for mortality?","Tuon, Felipe F., Rocha, Jaime L., Guadagnin, Fernanda A., Alves, Marcia S.","Brazilian Journal of Infectious Diseases; 18(1); 92-94","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100092&lang=pt" 
"S1413-86702014000100098-scl","Coronaviruses in children with febrile neutropenia","Alvares, Paula A., Berezin, Eitan N., Botelho, Andrea C., Tiemi, Denise, Spinardi, Julia R., Maruyama, Claudia, Bruniera, Paula, Passos, Saulo D., Mimica, Marcelo J.","Brazilian Journal of Infectious Diseases; 18(1); 98-99","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100098&lang=pt" 
"S1413-86702014000100013-scl","Sexually transmitted diseases among psychiatric patients in Brazil","Dutra, Maria Rita Teixeira, Campos, Lorenza Nogueira, Guimaraes, Mark Drew Crosland","Brazilian Journal of Infectious Diseases; 18(1); 13-20","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100013&lang=pt" 
"S1413-86702014000100110-scl","Dilated cardiomyopathy and hypothyroidism associated with pegylated interferon and ribavirin treatment for chronic hepatitis C: case report and literature review","Zhao, Wenxue, Ji, Fanpu, Yu, Shanshan, Li, Zongfang, Deng, Hong","Brazilian Journal of Infectious Diseases; 18(1); 110-113","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100110&lang=pt" 
"S1413-86702014000100106-scl","Cervical spondylitis and spinal abscess due to Actinomyces meyeri","Duvignaud, Alexandre, Ribeiro, Emmanuel, Moynet, Daniel, Longy-Boursier, Maite, Malvy, Denis","Brazilian Journal of Infectious Diseases; 18(1); 106-109","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100106&lang=pt" 
"S1413-86702014000100104-scl","Mortality of children following a diagnosis of HIV infection in northeastern Brazil","Lemos, Ligia Mara Dolce de, Anglemyer, Andrew, Lippi, Joseph David, Rutherford, George Willams, Santos, Victor Santana, Rocha, Thaisa Fonseca Siqueira, Conceicao, Marcus Vinicius da, Gurgel, Ricardo Queiroz","Brazilian Journal of Infectious Diseases; 18(1); 104-105","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100104&lang=pt" 
"S1413-86702014000100042-scl","Methicillin-resistant Staphylococcus aureus nasal carriage in neonates and children attending a pediatric outpatient clinics in Brazil","Vieira, Maria Aparecida, Minamisava, Ruth, Pessoa-Junior, Vicente, Lamaro-Cardoso, Juliana, Ternes, Yves Mauro, Andre, Maria Claudia Porfirio, Sgambatti, Sabrina, Kipnis, Andre, Andrade, Ana Lucia","Brazilian Journal of Infectious Diseases; 18(1); 42-47","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100042&lang=pt" 
"S1413-86702014000100048-scl","Peginterferon plus ribavirin and sustained virological response rate in HCV-related advanced fibrosis: a real life study","Silva, Giovanni Faria, Villela-Nogueira, Cristiane A., Mello, Carlos Eduardo Brandao, Soares, Elza Cotrim, Coelho, Henrique Sergio M., Ferreira, Paulo Roberto Abrao, Ruiz, Fernando Jose Goes","Brazilian Journal of Infectious Diseases; 18(1); 48-52","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100048&lang=pt" 
"S1413-86702014000100021-scl","Promotion of hand hygiene strengthening initiative in a Nigerian teaching hospital: implication for improved patient safety in low-income health facilities","Uneke, Chigozie Jesse, Ndukwe, Chinwendu Daniel, Oyibo, Patrick Gold, Nwakpu, Kingsley Onuoha, Nnabu, Richard Chukwuka, Prasopa-Plaizier, Nittita","Brazilian Journal of Infectious Diseases; 18(1); 21-27","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100021&lang=pt" 
"S1413-86702014000100028-scl","Epidemiology of septic arthritis of the knee at Hospital das Clinicas, Universidade de Sao Paulo","Helito, Camilo Partezani, Noffs, Guilherme Guelfi, Pecora, Jose Ricardo, Gobbi, Riccardo Gomes, Tirico, Luis Eduardo Passarelli, Lima, Ana Lucia Munhoz, Oliveira, Priscila Rosalba de, Camanho, Gilberto Luis","Brazilian Journal of Infectious Diseases; 18(1); 28-33","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100028&lang=pt" 
"S1413-86702014000100102-scl","Rifampin induced angioedema: a rare but serious side effect","Mirsaeidi, Mehdi, Schraufnagel, Dean","Brazilian Journal of Infectious Diseases; 18(1); 102-103","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100102&lang=pt" 
"S1413-86702014000100100-scl","Carbapenemase KPC-2 in ESBL-producing Enterobacteriaceae from two clinics from Villavicencio, Colombia","Martinez, Pedro, Sanchez, Liliana, Mattar, Salim","Brazilian Journal of Infectious Diseases; 18(1); 100-101","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100100&lang=pt" 
"S1413-86702014000100034-scl","Incidence rate of modifying or discontinuing first combined antiretroviral therapy regimen due to toxicity during the first year of treatment stratified by age","Torres, Thiago Silva, Cardoso, Sandra Wagner, Velasque, Luciane S., Veloso, Valdilea G., Grinsztejn, Beatriz","Brazilian Journal of Infectious Diseases; 18(1); 34-41","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100034&lang=pt" 
"S1413-86702014000100053-scl","Rotavirus in adults, Brazil, 2004-2011: G2P[4] dominance and potential impact on vaccination","Luchs, Adriana, Cilli, Audrey, Morillo, Simone Guadagnucci, Carmona, Rita de Cassia Compagnoli, Timenetsky, Maria do Carmo Sampaio Tavares","Brazilian Journal of Infectious Diseases; 18(1); 53-59","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100053&lang=pt" 
"S1413-86702014000100065-scl","Interleukin-12 gene adjuvant increases the immunogenicity of virus-like particles of human papillomavirus type 16 regional variant strain","Wei, Lanlan, Chu, Ming, Zhang, Qingmeng, Wang, Yan, Shang, Qinglong, Zhang, Yunyan, Zhang, Guangmei","Brazilian Journal of Infectious Diseases; 18(1); 65-70","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100065&lang=pt" 
"S1413-86702014000100060-scl","Tuberculin skin testing in inflammatory bowel disease patients from an endemic area of Brazil","Cardoso, Ingrid Puig, de Almeida, Neogelia Pereira, Gotardo, Daniela Rosa, Cardeal, Mauricio, Santana, Genoile Oliveira","Brazilian Journal of Infectious Diseases; 18(1); 60-64","Brazilian Journal of Infectious Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702014000100060&lang=pt" 
"S0365-05962014000100169-scl","Case for diagnosis","Kondo, Rogerio Nabor, Pontello Junior, Rubens, Pontello, Ricardo, Crespigio, Jefferson","Anais Brasileiros de Dermatologia; 89(1); 169-170","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100169&lang=pt" 
"S0365-05962014000100180-scl","Dermatoscopic aspects of the Microphthalmia with Linear Skin Defects (MLS) Syndrome","Almeida Jr., Hiram Larangeira de, Rossi, Gabriela, Abreu, Luciana Boff de, Bergamaschi, Cristina, Silva, Alessandra Banaszeski da, Kutsche, Kerstin","Anais Brasileiros de Dermatologia; 89(1); 180-181","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100180&lang=pt" 
"S0365-05962014000100118-scl","Lupus erythematosus: considerations about clinical, cutaneous and therapeutic aspects","Moura Filho, Jucelio Pereira, Peixoto, Raiza Luna, Martins, Livia Gomes, Melo, Sillas Duarte de, Carvalho, Ligiana Leite de, Pereira, Ana Karine F. da Trindade C., Freire, Eutilia Andrade Medeiros","Anais Brasileiros de Dermatologia; 89(1); 118-125","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100118&lang=pt" 
"S0365-05962014000100150-scl","Extra-pulmonary manifestations of paracoccidioidomycosis associated with acquired immunodeficiency syndrome: a case report","Safe, Izabella Picinin, Valle, Fabio Francesconi do, Maia, Daniela Cristina Caetano, Agonio, Barbara, Monte, Rossicleia Lins, Araujo, Jose de Ribamar, Cordeiro-Santos, Marcelo","Anais Brasileiros de Dermatologia; 89(1); 150-153","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100150&lang=pt" 
"S0365-05962014000100154-scl","Segmental vitiligo after infliximab use for rheumatoid arthritis - A case report","Carvalho, Clarissa Luiza Dalla Bernardina, Ortigosa, Luciena Cegatto Martins","Anais Brasileiros de Dermatologia; 89(1); 154-156","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100154&lang=pt" 
"S0365-05962014000100157-scl","Melanoma developed during pregnancy - A case report","Mestnik, Natalia Cammarosano, Afonso, Joao Paulo Junqueira Magalhaes, Enokihara, Milvia Maria Simoes e Silva, Enokihara, Mauro Yoshiaki, Porro, Adriana Maria, Hirata, Sergio Henrique","Anais Brasileiros de Dermatologia; 89(1); 157-159","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100157&lang=pt" 
"S0365-05962014000100190-scl","ERRATA","","Anais Brasileiros de Dermatologia; 89(1); 190-190","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100190&lang=pt" 
"S0365-05962014000100091-scl","Keratosis pilaris and prevalence of acne vulgaris: a cross-sectional study","Schmitt, Juliano Vilaverde, Lima, Brunno Zeni de, Souza, Monique Carolina Meira do Rosario de, Miot, Helio Amante","Anais Brasileiros de Dermatologia; 89(1); 91-95","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100091&lang=pt" 
"S0365-05962014000100052-scl","American tegumentary leishmaniasis: correlations among immunological, histopathological and clinical parameters","Martins, Ana Luiza Grizzo Peres, Barreto, Jaison Antonio, Lauris, Jose Roberto Pereira, Martins, Ana Claudia Grizzo Peres","Anais Brasileiros de Dermatologia; 89(1); 52-58","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100052&lang=pt" 
"S0365-05962014000100059-scl","Adult mastocytosis: a review of the Santo António Hospital &#039;s experience and an evaluation of World Health Organization criteria for the diagnosis of systemic disease","Fernandes, Iolanda Conde, Teixeira, Maria dos Anjos, Freitas, Ines, Selores, Manuela, Alves, Rosario, Lima, Margarida","Anais Brasileiros de Dermatologia; 89(1); 59-66","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100059&lang=pt" 
"S0365-05962014000100141-scl","Fabry disease: clinical and genotypic aspects of three cases in first degree relatives","Silva, Leticia Bueno Nunes da, Badiz, Thais Cardoso de Mello Tucunduva, Enokihara, Milvia Maria Simoes e Silva, Porro, Adriana Maria","Anais Brasileiros de Dermatologia; 89(1); 141-143","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100141&lang=pt" 
"S0365-05962014000100147-scl","Superficial Acral Fibromyxoma involving the nail&#039;s apparatus. Case report and literature review","Garcia, Ana Marquez, Mendonca, Francisco Manuel Ildefonso, Cejudo, Manuel Perea, Martinez, Francisco M. Camacho, Martin, Juan Jose Rios","Anais Brasileiros de Dermatologia; 89(1); 147-149","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100147&lang=pt" 
"S0365-05962014000100144-scl","Acquired epidermodysplasia verruciformis in a renal transplant recipient - Case report","Mendes, Alena Darwich, Bittencourt, Maraya de Jesus Semblano, Moure, Emanuella Rosyane Duarte, D&#039;Macedo, Camila Maria, Yamaki, Igor Nagai, Araujo, Dyandra Moreira de","Anais Brasileiros de Dermatologia; 89(1); 144-146","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100144&lang=pt" 
"S1516-84842014000100025-scl","Reticulocyte maturity indices in iron deficiency anemia","Wollmann, Muriel, Gerzson, Branca Maria Cerezer, Schwert, Vanessa, Figuera, Rafael Weber, Ritzel, Guilherme de Oliveira","Revista Brasileira de Hematologia e Hemoterapia; 36(1); 25-28","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842014000100025&lang=pt" 
"S1516-84842014000100029-scl","Mannose-binding lectin 2 (MBL2) gene polymorphisms do not influence frequency of infections in chronic lymphocytic leukemia patients","Holanda, Katarina, Lucena-Araujo, Antonio Roberto, Quintas, Adonis, Mendonca, Taciana, Lima, Aleide, Vasconcelos, Luydson Richardson, Moura, Patricia, Cavalcanti, Maria, Machado, Cintia, Araujo, Aderson Silva, Bezerra, Marcos Andre","Revista Brasileira de Hematologia e Hemoterapia; 36(1); 29-34","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842014000100029&lang=pt" 
"S0365-05962014000100184-scl","Distal and lateral toenail onychomycosis caused by Trichophyton rubrum: treatment with photodynamic therapy based on methylene blue dye","Souza, Linton Wallis Figueiredo, Souza, Simone Vilas Trancoso, Botelho, Ana Cristina de Carvalho","Anais Brasileiros de Dermatologia; 89(1); 184-186","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100184&lang=pt" 
"S0365-05962014000100182-scl","Women in medicine and dermatology: history and advances","Franca, Katlein, Ledon, Jennifer, Savas, Jessica, Nouri, Keyvan","Anais Brasileiros de Dermatologia; 89(1); 182-183","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100182&lang=pt" 
"S0365-05962014000100189-scl","Clear cell acanthoma of the nipple: another report from Italy","Nazzaro, Gianluca","Anais Brasileiros de Dermatologia; 89(1); 189-189","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100189&lang=pt" 
"S0365-05962014000100187-scl","Z-Plasty: useful uses in dermatologic surgery","Barreiros, Hugo, Goulao, Joao","Anais Brasileiros de Dermatologia; 89(1); 187-188","Anais Brasileiros de Dermatologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962014000100187&lang=pt" 
"S1516-84842014000100065-scl","Oral cancer after prolonged immunosuppression for multiorgan chronic graft-versus-host disease","Araujo, Renata Lins Fuentes de, Lyko, Karine de Fatima, Funke, Vaneuza Araujo Moreira, Torres-Pereira, Cassius Carvalho","Revista Brasileira de Hematologia e Hemoterapia; 36(1); 65-68","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842014000100065&lang=pt" 
"S1516-84842014000100069-scl","Histopathological evaluation of the bone marrow in refractory anemia with ring sideroblasts and thrombocytosis associated to the JAK2-V617F mutation","Duarte, Fernando Barroso, Rocha Filho, Francisco Dario, Goncalves, Romelia Pinheiro","Revista Brasileira de Hematologia e Hemoterapia; 36(1); 69-70","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842014000100069&lang=pt" 
"S1516-84842014000100060-scl","Involvement of memory T-cells in the pathophysiology of chronic lymphocytic leukemia","Correia, Rodolfo Patussi, Silva, Flavia Amoroso Matos e, Bacal, Nydia Strachman, Campregher, Paulo Vidal, Hamerschlak, Nelson, Amarante-Mendes, Gustavo P.","Revista Brasileira de Hematologia e Hemoterapia; 36(1); 60-64","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842014000100060&lang=pt" 
