"S0104-66322001000100011-scl","Single - and multi-component liquid phase adsorption measurements by headspace chromatography","Torres, A.E.B., Neves, S.B., Abreu, J.C.N., Cavalcante Jr., C.L., Ruthven, D.M.","Brazilian Journal of Chemical Engineering; 18(1); 121-125","Brazilian Journal of Chemical Engineering","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322001000100011&lang=pt" 
"S0212-71992001000300017-esp","Broncoespasmo en relación con heroína inhalada","Izquierdo Patrón, M., Martínez-Moratalla, J., González Valladeres, G.","Anales de Medicina Interna; 18(3); 61-61","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300017&lang=pt" 
"S0212-71992001000300021-esp","Dolor abdominal agudo en el anciano","Gómez Antúnez, M., Zaera Olombrada, A., Viña, V., Pascual, T., Marco Mur, A","Anales de Medicina Interna; 18(3); 64-66","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300021&lang=pt" 
"S0212-71992001000300001-esp","Gradiente alveolo-arterial de oxígeno en los enfermos con EPOC","Santamaría Herrero, S. A.","Anales de Medicina Interna; 18(3); 5-6","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300001&lang=pt" 
"S0212-71992001000300014-esp","Osteolisis maxilar, angiomatosis bacilar en infección por VIH","Metola Sacristán, L., Acha Arrieta, V., Merino Rubio, C., García de Lucas, M. D., Casas Fernández de Tejerina, J. M.","Anales de Medicina Interna; 18(3); 58-59","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300014&lang=pt" 
"S0212-71992001000300022-esp","Respuesta paradójica sistémica a tratamiento tuberculostático, a propósito de un caso","Gutiérrez del Río, C., García Alonso, Y., Nuño Mateo, J., Pascual Pascual, T., Gª-Alcalde Fernández, M. L., Morís de la Tassa, J.","Anales de Medicina Interna; 18(3); 66-67","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300022&lang=pt" 
"S0212-71992001000300015-esp","Metástasis intramedular de un carcinoma no microcítico de pulmón","Barón Saura, J. M., Yagüe Águeda, R., Hernández, S.","Anales de Medicina Interna; 18(3); 59-60","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300015&lang=pt" 
"S0212-71992001000300018-esp","La Unidad de Corta Estancia Médica (UCEM) de A Coruña: cumplimos cinco años","Iglesia Martínez, F. de la, Ramos Polledo, V., Pellicer Vázquez, C., Nicolás Miguel, R., Diz-Lois Martínez, F.","Anales de Medicina Interna; 18(3); 62-62","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300018&lang=pt" 
"S0212-71992001000300020-esp","Síndrome de Turner con isocromosoma X: diagnóstico tardío","Gil del Álamo, P., Cano Rodríguez, I.","Anales de Medicina Interna; 18(3); 63-64","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300020&lang=pt" 
"S0212-71992001000300003-esp","Osteoporosis en pacientes ingresados en un servicio de medicina interna de un hospital de tercer nivel","López-Herce Cid, J.A., Castillo Rueda, A. del, Teigell García, L., Garrido Cantarero, G., Portugal Álvarez, J. de","Anales de Medicina Interna; 18(3); 17-19","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300003&lang=pt" 
"S0212-71992001000300012-esp","Leptina: implicaciones fisiológicas y clínicas","Botella Carretero, J.I., Lledín Barbancho, M.D., Valero González, M. a., Varela DaCosta, C.","Anales de Medicina Interna; 18(3); 48-56","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300012&lang=pt" 
"S0066-782X2001000300010-scl","Correlação clínico-radiográfica","Atik, Edmar","Arquivos Brasileiros de Cardiologia; 76(3); 261-261","Arquivos Brasileiros de Cardiologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300010&lang=pt" 
"S0066-782X2001000300009-scl","Calcified aneurysms in coronary arteries of a 48-year-old patient","Momolli, Marcelo Kuhn, Pretto, José Luis de Castro e Silva, Sato, Daniel, Seibel, Cristiane Pereira, Duda, Norberto, Falleiro, Roque Paulo, Fragomeni, Luis Sérgio de Moura","Arquivos Brasileiros de Cardiologia; 76(3); 258-260","Arquivos Brasileiros de Cardiologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300009&lang=pt" 
"S0066-782X2001000300008-scl","Postoperative necrotizing fasciitis of the thorax in cardiac surgery","Frota Filho, José Dario, Drews, Carlos, Leães, Paulo, Blacher, Celso, Tostes, Francisco, Delatorre, Nilton, Vieira, Mariana, Lúcio, Eraldo, Pereira, Wagner, Sales, Marcela, Lobo, Roberto, Stuermer, Ralf, Tanaka, Nicasio, Portugal, Luis, Lucchese, Fernando","Arquivos Brasileiros de Cardiologia; 76(3); 250-254","Arquivos Brasileiros de Cardiologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300008&lang=pt" 
"S0066-782X2001000300001-scl","Changes in the profile of lipoprotein subfractions associated with hormone replacement therapy","Vieira, José Luiz da Costa, Gomes, Marcos Emanuel W., Almeida, Áurea Beltrão de, Moriguchi, Emílio H.","Arquivos Brasileiros de Cardiologia; 76(3); 183-188","Arquivos Brasileiros de Cardiologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300001&lang=pt" 
"S0066-782X2001000300002-scl","Contribution of Doppler echocardiography to the evaluation of systolic and diastolic function of obese women versus a control group","Herszkowicz, Nathan, Barbato, Alfonso, Salvi, Waldir, Pinheiro, Daniel, Pantaleão, Denise, Halpern, Alfredo, Cerri, Giovani G.","Arquivos Brasileiros de Cardiologia; 76(3); 193-196","Arquivos Brasileiros de Cardiologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300002&lang=pt" 
"S0066-782X2001000300003-scl","Hypertension in a female nursing staff-pattern of occurrence, diagnosis, and treatment","Aquino, Estela Maria Motta Lima Leão de, Magalhães, Lucélia Batista Neves Cunha, Araújo, Maria Jenny, Almeida, Maria da Conceição Chagas de, Leto, Jackline Pereira","Arquivos Brasileiros de Cardiologia; 76(3); 203-208","Arquivos Brasileiros de Cardiologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300003&lang=pt" 
"S0066-782X2001000300006-scl","Primary neoplasms of the heart. Clinical and histological presentation of 50 cases","Fernandes, Fábio, Soufen, Helena N., Ianni, Barbara M., Arteaga, Edmundo, Ramires, Félix J. A., Mady, Charles","Arquivos Brasileiros de Cardiologia; 76(3); 235-237","Arquivos Brasileiros de Cardiologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300006&lang=pt" 
"S0066-782X2001000300005-scl","Oxygen therapy, continuous positive airway pressure, or noninvasive bilevel positive pressure ventilation in the treatment of acute cardiogenic pulmonary edema","Park, Marcelo, Lorenzi-Filho, Geraldo, Feltrim, Maria Inês, Viecili, Paulo Ricardo Nazário, Sangean, Márcia Cristina, Volpe, Márcia, Leite, Paulo Ferreira, Mansur, Alfredo José","Arquivos Brasileiros de Cardiologia; 76(3); 226-230","Arquivos Brasileiros de Cardiologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300005&lang=pt" 
"S0066-782X2001000300007-scl","Remission of heart failure through endoluminal repair of femoral arteriovenous fistula with the use of a covered stent","Portela, Antenor, Bastos, Raldir, Pessoa, Benjamim, Duarte, Renato, Medeiros, Marcos, Paiva, Jayro","Arquivos Brasileiros de Cardiologia; 76(3); 242-244","Arquivos Brasileiros de Cardiologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300007&lang=pt" 
"S0066-782X2001000300004-scl","Unsupported valvuloplasty in children with congenital mitral valve anomalies. Late clinical results","Lorier, Gabriel, Kalil, Renato A.K., Hoppen, Gustavo R., Barcellos, Christiano, Teleo, Nicolas, Homsi Netto, Abud, Gonzalez, Javier, Prates, Paulo R. L., Prates, Paulo R., Sant&#039;Anna, João R. M., Nesralla, Ivo A.","Arquivos Brasileiros de Cardiologia; 76(3); 215-220","Arquivos Brasileiros de Cardiologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2001000300004&lang=pt" 
"S0104-42302001000100024-scl","Correspondências","","Revista da Associação Médica Brasileira; 47(1); 21-22","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100024&lang=pt" 
"S0104-42302001000100023-scl","Terapêutica de reposição hormonal nas mulheres com problemas clínicos","Fonseca, Angela Maggio da, Aldrighi, José Mendes","Revista da Associação Médica Brasileira; 47(1); 20-20","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100023&lang=pt" 
"S0104-42302001000100022-scl","Por que avaliação econômica em saúde?","Couttolenc, Bernard F.","Revista da Associação Médica Brasileira; 47(1); 18-19","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100022&lang=pt" 
"S0104-42302001000100021-scl","Aumento da incidência de Diabetes Melito tipo 1 em crianças menores de 5 anos de idade","Damiani, Durval","Revista da Associação Médica Brasileira; 47(1); 18-18","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100021&lang=pt" 
"S0104-42302001000100020-scl","Aspectos éticos da ressuscitação cardiopulmonar","Oselka, Gabriel, Troster, Eduardo Juan","Revista da Associação Médica Brasileira; 47(1); 17-18","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100020&lang=pt" 
"S0104-42302001000100019-scl","Prevenção da infecção no sítio cirúrgico","Birolini, Dário","Revista da Associação Médica Brasileira; 47(1); 16-17","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100019&lang=pt" 
"S0104-42302001000100018-scl","O que fazer para evitar a prematuridade?","Bittar, Roberto Eduardo","Revista da Associação Médica Brasileira; 47(1); 15-16","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100018&lang=pt" 
"S0104-42302001000100017-scl","Consenso da Sociedade Brasileira de Diabetes sobre o diagnóstico e classificação do Diabetes Melito e tratamento do diabetes tipo 2","Chacra, Antonio Roberto","Revista da Associação Médica Brasileira; 47(1); 14-15","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100017&lang=pt" 
"S0104-42302001000100016-scl","Osteoporose: diretrizes futuras","Junqueira, Paulo Augusto de Almeida, Fonseca, Angela Maggio da, Aldrighi, José Mendes","Revista da Associação Médica Brasileira; 47(1); 14-14","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100016&lang=pt" 
"S0104-42302001000100015-scl","Quais os procedimentos cirúrgicos a serem adotados no tratamento da broncopneumonia com derrame pleural na criança?","Tannuri, Uenis","Revista da Associação Médica Brasileira; 47(1); 13-13","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100015&lang=pt" 
"S0104-42302001000100014-scl","O médico pode se recusar a dar alta solicitada por seu paciente?","Gobbetti, Gisele Joana, Cohen, Claudio","Revista da Associação Médica Brasileira; 47(1); 12-13","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100014&lang=pt" 
"S0104-42302001000100013-scl","Por que meu paciente asmático não consegue ficar estável apesar da medicação aparentemente adequada?","Magaldi, Ricardo Borges","Revista da Associação Médica Brasileira; 47(1); 11-12","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100013&lang=pt" 
"S0104-42302001000100012-scl","Calcificações mamárias: quando biopsiar?","Alecrin, Israel Nunes, Taniguchi, Celso Kazuto, Calvoso Jr., Roberto, Viscomi, Francesco, Aldrighi, José Mendes","Revista da Associação Médica Brasileira; 47(1); 10-11","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100012&lang=pt" 
"S0104-42302001000100011-scl","Pode a hérnia inguinal transformar-se em um dilema?","Rahal, Fares, Birolini, Dário","Revista da Associação Médica Brasileira; 47(1); 10-10","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100011&lang=pt" 
"S0104-42302001000100010-scl","Resultados pouco animadores com os bloqueadores dos canais de cálcio no tratamento da hipertensão arterial","Rassi Junior, Anis","Revista da Associação Médica Brasileira; 47(1); 8-9","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100010&lang=pt" 
"S0104-42302001000100009-scl","Desigualdades socioeconômicas nas taxas de mortalidade infantil","Montoya Diaz, Maria Dolores","Revista da Associação Médica Brasileira; 47(1); 8-8","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100009&lang=pt" 
"S0104-42302001000100008-scl","O estudo Miracl e o uso de estatinas na fase aguda da doença isquêmica do coração","Caramelli, Bruno","Revista da Associação Médica Brasileira; 47(1); 7-8","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100008&lang=pt" 
"S0104-42302001000100007-scl","Desigualdade em saúde e diferenças entre grupos sociais: o que devemos medir?","Laurenti, Ruy","Revista da Associação Médica Brasileira; 47(1); 7-7","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100007&lang=pt" 
"S0104-42302001000100006-scl","Embolização - um novo tratamento para os miomas sintomáticos","Barrozo, Paulo Roberto Mussel","Revista da Associação Médica Brasileira; 47(1); 6-6","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100006&lang=pt" 
"S0104-42302001000100005-scl","Transmissão vertical do HIV em gestantes com rotura das membranas ovulares","Rezzaghi, Alessandra","Revista da Associação Médica Brasileira; 47(1); 5-6","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100005&lang=pt" 
"S0104-42302001000100004-scl","Quebra não-intencional do sigilo profissional","Abdulkader, Regina C.R.M.","Revista da Associação Médica Brasileira; 47(1); 4-5","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100004&lang=pt" 
"S0104-42302001000100003-scl","Estrógenos: conseqüências e implicações das mutações humanas na síntese e ação","Setian, Nuvarti","Revista da Associação Médica Brasileira; 47(1); 3-4","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100003&lang=pt" 
"S0104-42302001000100002-scl","Como anda a epidemia de trauma?","Birolini, Dário","Revista da Associação Médica Brasileira; 47(1); 3-3","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100002&lang=pt" 
"S0104-42302001000100001-scl","Obesidade: podemos melhorar?","","Revista da Associação Médica Brasileira; 47(1); 1-2","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100001&lang=pt" 
"S0104-42302001000100025-scl","Imagem em Medicina","Rahal, Fares, Malheiros, Carlos Alberto, Rodrigues, Francisco César Martins","Revista da Associação Médica Brasileira; 47(1); 23-23","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100025&lang=pt" 
"S0104-42302001000100027-scl","Diástole zero ou reversa à dopplervelocimetria das artérias umbilicais","Francisco, R.P.V., Nomura, R.M.Y., Miyadahira, S., Zugaib, M.","Revista da Associação Médica Brasileira; 47(1); 30-36","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100027&lang=pt" 
"S0104-42302001000100032-scl","Emprego do questionário CAGE para detecção de transtornos de uso de álcool em pronto-socorro","Paz Filho, G.J. da, Sato, L.J., Tuleski, M.J., Takata, S.Y., Ranzi, C.C.C., Saruhashi, S.Y., Spadoni, B.","Revista da Associação Médica Brasileira; 47(1); 65-69","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100032&lang=pt" 
"S0104-42302001000100026-scl","Ofidismo","Pinho, F.M.O., Pereira, I.D.","Revista da Associação Médica Brasileira; 47(1); 24-29","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100026&lang=pt" 
"S0104-42302001000100030-scl","Avaliação do comportamento auditivo e neuropsicomotor em lactentes de baixo peso ao nascimento","Lichtig, I., Monteiro, S.R.G., Couto, M.I.V., Haro, F.M.B. de, Campos, M.S.C. de, Vaz, F.A.C., Okay, Y.","Revista da Associação Médica Brasileira; 47(1); 52-58","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100030&lang=pt" 
"S0104-42302001000100031-scl","Uso do Doppler transcraniano para monitorização do vasoespasmo cerebral secundário à hemorragia subaracnóide","Radanovic, M., Scaff, M.","Revista da Associação Médica Brasileira; 47(1); 59-64","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100031&lang=pt" 
"S0104-42302001000100033-scl","Estudos dos fatores de risco pré-operatórios para bacteriobilia em doentes portadores de colecistite aguda calculosa","Linhares, M.M., Paiva, V., Castelo Filho, A., Granero, L.C.S., Pereira, C.A., Machado, A.M.O., Goldenberg, A., Matos, D.","Revista da Associação Médica Brasileira; 47(1); 70-77","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100033&lang=pt" 
"S0104-42302001000100034-scl","Associação entre raça e incidência de doença renal terminal secundária a glomerulonefrite: influência do tipo histológico e da presença de hipertensão arterial","Lopes, A.A., Silveira, M.A., Martinelli, R.P., Rocha, H.","Revista da Associação Médica Brasileira; 47(1); 78-84","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100034&lang=pt" 
"S0104-42302001000100028-scl","Endometriose vesical: aspectos diagnósticos e terapêuticos","Tobias-Machado, M., Di Giuseppe, R., Barbosa, C.P., Borrelli, M., Wroclawski, E.R.","Revista da Associação Médica Brasileira; 47(1); 37-40","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100028&lang=pt" 
"S0104-42302001000100029-scl","Sistema complemento: ativação, regulação e deficiências congênitas e adquiridas","Iturry-Yamamoto, G.R., Portinho, C.P.","Revista da Associação Médica Brasileira; 47(1); 41-51","Revista da Associação Médica Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302001000100029&lang=pt" 
"S0104-14282001000100002-scl","Mensagem do presidente","Manrich, Silvio","Polímeros; 11(1); E6-E6","Polímeros","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282001000100002&lang=pt" 
"S0104-14282001000100001-scl","Editorial","","Polímeros; 11(1); E5-E5","Polímeros","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282001000100001&lang=pt" 
"S0104-14282001000100006-scl","Avaliação do processo de cura da borracha nitrílica (NBR) pela resina fenólica através do cálculo da constante de cura","Furtado, Ana Maria, Peres, Augusto C. C., Nunes, Regina C. R., Visconte, Leila L. Y., Furtado, Cristina R. G.","Polímeros; 11(1); 9-15","Polímeros","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282001000100006&lang=pt" 
"S0104-14282001000100003-scl","E-commerce: experiência de algumas empresas de polímeros","Cordebello, Fátima S.","Polímeros; 11(1); E7-E10","Polímeros","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282001000100003&lang=pt" 
"S0104-14282001000100005-scl","Estudo da preparação do catalisador Cp2ZrCl2 suportado em sílica utilizando um planejamento de experimentos","Conte, Anunciata, Marques, Maria de Fátima V.","Polímeros; 11(1); 1-8","Polímeros","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282001000100005&lang=pt" 
"S1516-89132001000100015-scl","Optimization of extraction parameters for recovery of alpha-amylase from the fermented bran of Bacillus circulans GRS313","Palit, Soumen, Banerjee, Rintu","Brazilian Archives of Biology and Technology; 44(1); 107-111","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100015&lang=pt" 
"S1516-89132001000100013-scl","Studies on probiotics properties of two lactobacillus strains","Brizuela, María Antonieta, Serrano, Paulina, Pérez, Yovanka","Brazilian Archives of Biology and Technology; 44(1); 95-99","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100013&lang=pt" 
"S1516-89132001000100012-scl","Macroinvertebrate fauna associated to the bromeliad Vriesea inflata of the Atlantic Forest (Paraná State, southern Brazil)","Mestre, Luiz Augusto M., Aranha, José Marcelo R., Esper, Maria de Lourdes P.","Brazilian Archives of Biology and Technology; 44(1); 89-94","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100012&lang=pt" 
"S1516-89132001000100011-scl","Studies on production of single cell protein by Aspergillus niger in solid state fermentation of rice bran","Anupama, , Ravindra, Pogaku","Brazilian Archives of Biology and Technology; 44(1); 79-88","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100011&lang=pt" 
"S1516-89132001000100008-scl","Changes in amylase activity starch and sugars contents in mango fruits pulp cv. Tommy Atkins with spongy tissue","Lima, Luiz Carlos de Oliveira, Chitarra, Adimilson Bosco, Chitarra, Maria Isabel F.","Brazilian Archives of Biology and Technology; 44(1); 59-62","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100008&lang=pt" 
"S1516-89132001000100001-scl","Activity determination of Na+ K+ - ATPase and Mg++ - ATPase enzymes in the gill of Poecilia vivipara (Osteichthyes, Cyprinodontiformes) in different salinities","Amaral, Marcelo da Cunha, Bonecker, Ana Cristina Teixeira, Ortiz, Cláudio H. D.","Brazilian Archives of Biology and Technology; 44(1); 01-06","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100001&lang=pt" 
"S1516-89132001000100007-scl","Morphology and anatomy of the vegetative organs and scapes from Aphorocaulon (Paepalanthus, Eriocaulaceae)","Scatena, Vera Lúcia, Rosa, Michele Marcelino","Brazilian Archives of Biology and Technology; 44(1); 49-58","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100007&lang=pt" 
"S1516-89132001000100006-scl","Compression induced intercellular shaping for some geometric cellular lattices","Calbo, Adonai Gimenez, Nery, Amauri Alves","Brazilian Archives of Biology and Technology; 44(1); 41-48","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100006&lang=pt" 
"S1516-89132001000100009-scl","Anticholinesterase effect of eserine (physostigmine) in fish and crustacean species","Monserrat, José M., Bianchini, Adalto","Brazilian Archives of Biology and Technology; 44(1); 63-68","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100009&lang=pt" 
"S1516-89132001000100010-scl","Characterization of chestnut (Castanea sativa, mill) starch for industrial utilization","Demiate, Ivo Mottin, Oetterer, Marília, Wosiacki, Gilvan","Brazilian Archives of Biology and Technology; 44(1); 69-78","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100010&lang=pt" 
"S1516-89132001000100002-scl","Monitoring and spatial distribution of heterotrophic bacteria and fecal coliforms in the Rodrigo de Freitas Lagoon, Rio de Janeiro, Brazil","Lutterbach, Márcia T. S., Vazquez, Joselito Cabral, Pinet, Jorge A., Andreata, José V., Silva, Alexandre Carlos da","Brazilian Archives of Biology and Technology; 44(1); 07-13","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100002&lang=pt" 
"S1516-89132001000100004-scl","Relationships among oil content, protein content and seed size in soybeans","Marega Filho, Mario, Destro, Deonisio, Miranda, Lilian Azevedo, Spinosa, Wilma Aparecida, Carrão-Panizzi, Mercedes Concórdia, Montalván, Ricardo","Brazilian Archives of Biology and Technology; 44(1); 23-32","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100004&lang=pt" 
"S1516-89132001000100005-scl","Purification and characterisation of trypsin-like enzyme from the pyloric caeca of cod (Gadus morhua) II","Beirão, Luiz Henrique, Mackie, Ian Mckintoch, Teixeira, Evanilda, Damian, César","Brazilian Archives of Biology and Technology; 44(1); 33-40","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100005&lang=pt" 
"S1516-89132001000100003-scl","Biochemical taxonomy of Crenicichla (Pisces: Perciformes: Cichlidae) of the Iguaçu River, Brazil","Renesto, Erasmo, Zawadzki, Cláudio Henrique, Revaldaves, Eloísa","Brazilian Archives of Biology and Technology; 44(1); 15-22","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100003&lang=pt" 
"S1516-89132001000100014-scl","Diet of Iheringichthys labrosus (Pimelodidae, Siluriformes) in the Itaipu Reservoir, Paraná River, Brazil-Paraguay","Abes, Sara da Silva, Agostinho, Angelo Antonio, Okada, Edson Kiyoshi, Gomes, Luiz Carlos","Brazilian Archives of Biology and Technology; 44(1); 101-105","Brazilian Archives of Biology and Technology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132001000100014&lang=pt" 
"S1517-83822001000100007-scl","Detection of different Staphylococcus aureus strains in bovine milk from subclinical mastitis using PCR and routine techniques","Vieira-da-Motta, Olney, Folly, Márcio Manhães, Sakyiama, Cássia Camargo Hagen","Brazilian Journal of Microbiology; 32(1); 27-31","Brazilian Journal of Microbiology","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822001000100007&lang=pt" 
