"S0365-94021999000300012-chl","Estandarización de la ELISA IgM e IgA para el inmunodiagnóstico de la triquinosis humana","Contreras, María del C., Acevedo, Elsa, Aguilera, Susana, Sandoval, Lea, Salinas, Patricia","Boletín chileno de parasitología; 54(3-4); 104-109","Boletín chileno de parasitología","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-94021999000300012&lang=pt" 
"S0103-90161999000300023-scl","Produção da tilápia vermelha da Flórida em tanques-rede","Carneiro, Paulo Cesar Falanghe, Cyrino, Jóse Eurico Possebon, Castagnolli, Newton","Scientia Agricola; 56(3); 673-679","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300023&lang=pt" 
"S0103-90161999000300025-scl","Produção e perfilhamento de Brachiaria decumbens Stapf. em função de doses de enxofre","Santos, Anacleto Ranulfo dos, Monteiro, Francisco Antonio","Scientia Agricola; 56(3); 689-692","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300025&lang=pt" 
"S0103-90161999000300027-scl","Resposta de cultivares de algodão ao boro em solução nutritiva","Rosolem, Ciro Antonio, Esteves, José A.F., Ferelli, Laudo","Scientia Agricola; 56(3); 705-711","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300027&lang=pt" 
"S0103-90161999000300033-scl","Amadurecimento de mangas &#039;Tommy Atkins&#039; tratadas com Ca em pré-colheita","Kluge, Ricardo Alfredo, Scarpare Filho, João Alexio, Sampaio, Vladimir Rodrigues","Scientia Agricola; 56(3); 749-752","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300033&lang=pt" 
"S0716-07201999000300001-chl","Hemolytic activity of fresh isolates and clones of Trichomonas gallinae","TASCA, TIANA, DE CARLI, GERALDO A","Parasitología al día; 23(3-4); 69-73","Parasitología al día","Inglês","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300001&lang=pt" 
"S0716-07201999000300002-chl","The distribution of Ascaris lumbricoides infection in humans from a rural community in Venezuela","MORALES, GUSTAVO, LOAIZA, LISBETH, PINO, LUZ","Parasitología al día; 23(3-4); 74-81","Parasitología al día","Inglês","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300002&lang=pt" 
"S0716-07201999000300003-chl","Ação dos fungos Beauveria bassiana (Balsamo) Vuillemin, 1912 e Metarhizium anisopliae (Metschnikoff, 1879) Sorokin, 1883 sobre larvas do carrapato Anocentor nitens (Acari: Ixodidae)","BITTENCOURT, VANIAR.E.P, CASTRO RODRIGUES DE MENEZES, GABRIELE, MASCARENHAS, ANDRÉA G., MONTEIRO, E SILVIA G.","Parasitología al día; 23(3-4); 82-86","Parasitología al día","Português","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300003&lang=pt" 
"S0716-07201999000300004-chl","Esquizogonia exoeritrocítica plasmática en Plasmodium (Novyella) juxtanucleare (Apicomplexa: plasmodiidae)","SOARES, CLEBER O, MASSARD, CARLOS L, FONSECA, ADIVALDO H, SOUZA, PAULO C A","Parasitología al día; 23(3-4); 87-90","Parasitología al día","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300004&lang=pt" 
"S0716-07201999000300005-chl","Strongyloides stercoralis en pacientes alcohólicos","AVENDAÑO, LETICIA, HERNANDEZ, FRANCISCO, JIMENEZ, FRANKLIN, AVILA, ALEJANDRA, CASTRO, DENIS","Parasitología al día; 23(3-4); 91-94","Parasitología al día","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300005&lang=pt" 
"S0716-07201999000300006-chl","Fauna parasitológica de la rata de milpa, Sigmodon  hispidus, en un área urbano-industrial de Alajuela, Costa Rica","RODRIGUEZ, BEATRIZ, GONZALEZ, RICARDO, CHINCHILLA, MISAEL","Parasitología al día; 23(3-4); 95-99","Parasitología al día","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300006&lang=pt" 
"S0716-07201999000300007-chl","Tratamiento de la enfermedad de Chagas","Apt, Werner","Parasitología al día; 23(3-4); 100-112","Parasitología al día","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300007&lang=pt" 
"S0716-07201999000300008-chl","Toxocarosis en Chile: Serie clínica en un centro de pediatría ambulatoria","TRIVIÑO, XIMENA, BEDREGAL, PAULA, TORRES, MARISA, CANALES, MARILENA, ALVARADO, CRISTIAN, HERNANDEZ, ROSARIO","Parasitología al día; 23(3-4); 113-117","Parasitología al día","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300008&lang=pt" 
"S0716-07201999000300009-chl","","ABIDU, MARCELO, REINECKE, RICHARD K., MAIO, FABIO G., GRISI, LAERTE, SCHIAVO, PAULA A.","Parasitología al día; 23(3-4); 118-120","Parasitología al día","Português","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300009&lang=pt" 
"S0716-07201999000300010-chl","Modification and adaptation in semi-defined media for cultivation of flagellate Tetratrichomonas didelphidis (Trichomonadidae trichomonadinae)  from the Didelphis marsupialis","TASCA, TIANA, DE CARLI, GERALDO A, STEINDEL, MARIO, MATTIA, ROSSANA, ROSSET, IVELI","Parasitología al día; 23(3-4); 121-122","Parasitología al día","Inglês","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300010&lang=pt" 
"S0716-07201999000300011-chl","Ocurrencia de fasciolosis bovina en Itaguaí, Río de Janeiro, Brasil","PILE, EDWIN, LESSA, CLAUDIA S. S., SCHERER, PAULO O., ALBUQUERQUE DOS SANTOS, JOSE A., CARVALHO DE VASCONCELLOS, MAURICIO","Parasitología al día; 23(3-4); 123-124","Parasitología al día","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300011&lang=pt" 
"S0716-07201999000300012-chl","Utilidad de una encuesta para identificar donantes de sangre de zonas no endémicas, potencialmente infectados con Trypanosoma cruzi","VASQUEZ, MARCELA, VIDAL, SYLVIA, ESPINOZA, CLAUDIA, PALOMO, IVAN, TORRES, MARISA, ALVARADO, CHRISTIAN, CANALES, MARINELA, SALINAS, ANA MARIA, PEREIRA, JAIME, JEREZ, GUILLERMO","Parasitología al día; 23(3-4); 125-129","Parasitología al día","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300012&lang=pt" 
"S0716-07201999000300013-chl","NOTICIAS","","Parasitología al día; 23(3-4); nd-nd","Parasitología al día","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07201999000300013&lang=pt" 
"S1516-31801999000400003-scl","Prospective assessment of the risk of postoperative pulmonary complications in patients submitted to upper abdominal surgery","Pereira, Eanes Delgado Barros, Fernandes, Ana Luisa Godoy, Anção, Meide da Silva, Peres, Clóvis de Araújo, Atallah, Álvaro Nagib, Faresin, Sonia Maria","Sao Paulo Medical Journal; 117(4); 151-160","Sao Paulo Medical Journal","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31801999000400003&lang=pt" 
"S1516-31801999000400002-scl","Soluble transferrin receptor in sickle cell diseases: correlation with spleen function","Grotto, Helena Zerlotti Wolf, Kimura, Elza Miyuki, Carneiro, Márcia Victor","Sao Paulo Medical Journal; 117(4); 145-150","Sao Paulo Medical Journal","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31801999000400002&lang=pt" 
"S0102-76381999000300005-scl","&quot;Stent&quot; auto-expansível nas dissecções da aorta tipo B","PEREIRA, Wagner Michael, FROTA FILHO, José Dario, SALES, Marcela, DELATORRE, Nilton, LEÃES, Paulo E., BLACHER, Celso, LÚCIO, Eraldo, PEREIRA, Patrícia Q., SILVEIRA, Pierre G., BONAMIGO, Telmo P., LUCCHESE, Fernando A.","Brazilian Journal of Cardiovascular Surgery; 14(3); 207-214","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300005&lang=pt" 
"S0102-76381999000300006-scl","Aortoscopia no tratamento das dissecções agudas da aorta","SOUTO, Gladyston, TINOCO, Luiz Antônio, CAETANO, Celmi da Silva, SOUZA, José Bruno, PAULA, Ari Getúlio de, TEIXEIRA, Marco Antônio, CARVALHO, Márcio Roberto, BOTELHO, Antônio Carlos, REIS, Elisangela S. V., PAULA, João Batista de","Brazilian Journal of Cardiovascular Surgery; 14(3); 215-220","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300006&lang=pt" 
"S0102-76381999000300004-scl","Onze anos de experiência com emprego do anel intraluminal para tratamento das doenças da aorta","BERNARDES, Rodrigo de Castro, REIS FILHO, Fernando Antônio Roquette, LIMA, Luiz Cláudio Moreira, MONTEIRO, Ernesto Lentz da Silveira, MELO, José Marcelo Coutinho de, MARTINS, Sandro Adauto, PENA, Geraldo de Rezende, FARIA, Pedro Evandro Alvim de, GUIMARÃES, Rodrigo Gil, BARROS NETO, Wanderbilt Duarte de, OLIVEIRA, Jefferson Francisco de","Brazilian Journal of Cardiovascular Surgery; 14(3); 200-206","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300004&lang=pt" 
"S0102-76381999000300009-scl","Avaliação imediata da troponina I cardíaca em pacientes submetidos à revascularização do miocárdio","LEAL, João Carlos F., BRAILE, Domingo M., GODOY, Moacir F., PURINI NETO, José, PAULA NETO, Alfredo de, RAMIN, Serginando L., ZAIANTCHICK, Marcos","Brazilian Journal of Cardiovascular Surgery; 14(3); 247-253","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300009&lang=pt" 
"S0102-76381999000300003-scl","Análise comparativa dos resultados da cirurgia do labirinto (Cox-maze) para fibrilação atrial crônica em pacientes com doença valvar mitral reumática ou degenerativa","KALIL, Renato A. K., CUNHA, Bartira, ALBRECHT, Álvaro S., MORENO, Paulo, ABRAHÃO, Rogério, PRATES, Paulo R., SANT&#039;ANNA, João R. M., NESRALLA, Ivo A.","Brazilian Journal of Cardiovascular Surgery; 14(3); 191-199","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300003&lang=pt" 
"S0102-76381999000300001-scl","Pequena história da cirurgia cardíaca: e tudo aconteceu diante de nossos olhos...","PRATES, Paulo R.","Brazilian Journal of Cardiovascular Surgery; 14(3); 177-184","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300001&lang=pt" 
"S0102-76381999000300002-scl","Plástica da valva mitral: resultados aos 17 anos de experiência","POMERANTZEFF, Pablo M. A., BRANDÃO, Carlos M. A., FABER, Cristiano N., FONSECA, Marcelo H., PUIG, Luiz B., GRINBERG, Max, CARDOSO, Luís F., TARASOUTCHI, Flávio, STOLF, Noedir A. G., VERGINELLI, Geraldo, JATENE, Adib D.","Brazilian Journal of Cardiovascular Surgery; 14(3); 185-190","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300002&lang=pt" 
"S0102-76381999000300007-scl","Estudo comparativo da ultrafiltração convencional e associação de ultrafiltração convencional e modificada na correção de cardiopatias congênitas com alto risco cirúrgico","MALUF, Miguel Angel, MANGIA, Cristina, BERTUCCEZ, João, SILVA, Célia, CATANI, Roberto, CARVALHO, Werther, CARVALHO, Antônio, BUFFOLO, Ênio","Brazilian Journal of Cardiovascular Surgery; 14(3); 221-236","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300007&lang=pt" 
"S0102-76381999000300008-scl","Avaliação do desempenho hemodinâmico do dispositivo de assistência ventricular InCor como substituto do coração esquerdo","BENÍCIO, Anderson, MOREIRA, Luiz Felipe P., HAYASHIDA, Sérgio, CESTARI, Idagene A., LEIRNER, Adolfo A., STOLF, Noedir A. G., JATENE, Adib D.","Brazilian Journal of Cardiovascular Surgery; 14(3); 237-246","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300008&lang=pt" 
"S0102-76381999000300010-scl","Uso de corticóide como inibidor da resposta inflamatória sistêmica induzida pela circulação extracorpórea","BRASIL, Luiz Antonio, GOMES, Walter José, SALOMÃO, Reinaldo, FONSECA, José Honório Palma, BRANCO, João Nelson Rodrigues, BUFFOLO, Enio","Brazilian Journal of Cardiovascular Surgery; 14(3); 254-268","Brazilian Journal of Cardiovascular Surgery","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76381999000300010&lang=pt" 
"S0036-46651999000400008-scl","Protection of C57BL/10 mice by vaccination with association of purified proteins from Leishmania (Leishmania) amazonensis","MORA, Ana Mariela, MAYRINK, Wilson, COSTA, Roberto Teodoro da, COSTA, Carlos Alberto da, GENARO, Odair, NASCIMENTO, Evaldo","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 243-248","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400008&lang=pt" 
"S0036-46651999000400012-scl","Peritonitis by Scedosporium apiospermum in a patient undergoing continuous ambulatory peritoneal dialysis","SEVERO, Luiz Carlos, OLIVEIRA, Flávio de Mattos, GARCIA, Clotilde Druck, UHLMANN, Anelise, LONDERO, Alberto Thomaz","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 263-264","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400012&lang=pt" 
"S1516-31801999000400006-scl","Histopathologic features and management of ameloblastoma: study of 20 cases","Martins, Rui Henriques, Andrade Sobrinho, Josias de, Rapoport, Abrão, Rosa, Marilene Paladino","Sao Paulo Medical Journal; 117(4); 171-174","Sao Paulo Medical Journal","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31801999000400006&lang=pt" 
"S1516-31801999000400005-scl","Pseudoaneurysms of large arteries associated with AIDS","Piccinato, Carlos Eli, Cherri, Jesualdo, Moriya, Takachi, Souza, Antônio Carlos","Sao Paulo Medical Journal; 117(4); 165-170","Sao Paulo Medical Journal","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31801999000400005&lang=pt" 
"S0036-46651999000400002-scl","Increased natural killer activity does not prevent progression of experimental Kala-azar","SARTORI, Alexandrina, KANENO, Ramon, BARUZZI, Nelson, PERAÇOLI, Maria Terezinha Serrão","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 215-219","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400002&lang=pt" 
"S0036-46651999000400003-scl","Toxoplasma gondii infection in Brazilian domestic outpatient cats","LUCAS, Sílvia Regina Ricci, HAGIWARA, Mitika Kuribayashi, LOUREIRO, Valéria de Souza, IKESAKI, Júlia Yuzuki Habu, BIRGEL, Eduardo Harry","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 221-224","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400003&lang=pt" 
"S0036-46651999000400005-scl","Prevalence of Trypanosoma cruzi and Leishmania chagasi infection and risk factors in a Colombian indigenous population","CORREDOR ARJONA, Augusto, ALVAREZ MORENO, Carlos Arturo, AGUDELO, Carlos Alberto, BUENO, Martha, LÓPEZ, Myriam Consuelo, CÁCERES, Elvia, REYES, Patricia, DUQUE BELTRAN, Sofia, GÜALDRON, Luis Eduardo, SANTACRUZ, Maria Mercedes","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 229-234","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400005&lang=pt" 
"S0036-46651999000400010-scl","Hepatic regeneration after partial hepatectomy in mice infected with Schistosoma mansoni, at the acute and chronic phases of the disease","COSTA, G., CUNHA-MELO, J.R., AGUIAR, B.G., GONÇALVES, S.C., TOPPA, N.H., COELHO, P.M.Z.","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 255-258","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400010&lang=pt" 
"S0036-46651999000400007-scl","Anti-phenolic glycolipid-I (PGL-I) determination using blood collection on filter paper in leprosy patients","TOMIMORI-YAMASHITA, Jane, NGUYEN, Thu H., MAEDA, Solange M., FLAGEUL, Beatrice, ROTTA, Osmar, CRUAUD, Philippe","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 239-242","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400007&lang=pt" 
"S0036-46651999000400001-scl","Etiological  treatment for infection by Trypanosoma cruzi","AMATO NETO, Vicente","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 211-213","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400001&lang=pt" 
"S0036-46651999000400006-scl","&quot;In vivo&quot; and &quot;in vitro&quot; demonstration of hemoglobin C crystals in non-splenectomized patients","ARAÚJO, J.T. de, BATISSOCO, A.C., BODEMEIER, L.","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 235-238","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400006&lang=pt" 
"S0036-46651999000400011-scl","Treatment of human scabies with oral ivermectin","CONTI DÍAZ, Ismael A., AMARO, Jorge","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 259-261","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400011&lang=pt" 
"S0036-46651999000400009-scl","In vitro evaluation of erythromycin in chloroquine resistant brazilian P. falciparum freshly isolates: modulating effect and antimalarial activity evidence","MENEZES, Carla M. S., KIRCHGATTER, Karin, DI SANTI, Sílvia M. F., SAVALLI, Carine, MONTEIRO, Fabíola G., PAULA, Gilberto A., FERREIRA, Elizabeth I.","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 249-253","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400009&lang=pt" 
"S0036-46651999000400014-scl","","","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); -","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400014&lang=pt" 
"S0036-46651999000400004-scl","The effect of temperature on mobility of Angiostrongylus costaricensis third stage larvae","RICHINITTI, Lúcia M.Z., FONSECA, Nivaldo A., GRAEFF-TEIXEIRA, Carlos","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 225-228","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400004&lang=pt" 
"S0036-46651999000400013-scl","Evaluation of oral mucosal transudate for immunodiagnosis of Chagas´ disease","BARROS, Maria das Neves D. S., DUARTE NETO, Amaro N., PEREIRA, Valéria Rêgo A., NAKAZAWA, Mineo, SOUZA, Wayner V., GOMES, Yara M., MARTINEZ, Roberto","Revista do Instituto de Medicina Tropical de São Paulo; 41(4); 265-266","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46651999000400013&lang=pt" 
"S0103-06631999000300014-scl","Morfologia do preparo de canais radiculares com limas nitiflex e flexofile","PESCE, Hildeberto Francisco, MEDEIROS, João Marcelo Ferreira de, CARRASCOZA, Admilson, SIMI JUNIOR, Jacy","Revista de Odontologia da Universidade de São Paulo; 13(3); 289-293","Revista de Odontologia da Universidade de São Paulo","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300014&lang=pt" 
"S0103-06631999000300011-scl","Resistência de união entre cimentos e liga de níquel-cromo, em função da ciclagem térmica e variações no procedimento de união","MARTUCI, Ricardo Ruiz, MUENCH, Antonio, BIANCHI, Joel, RODRIGUES FILHO, Leonardo Eloy","Revista de Odontologia da Universidade de São Paulo; 13(3); 269-273","Revista de Odontologia da Universidade de São Paulo","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300011&lang=pt" 
"S0103-06631999000300001-scl","Editorial","RODE, Sigmar de Mello","Revista de Odontologia da Universidade de São Paulo; 13(3); -","Revista de Odontologia da Universidade de São Paulo","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300001&lang=pt" 
"S0103-06631999000300002-scl","IgA anti-Streptococcus mutans em crianças com e sem cárie dentária","YAZAKI, Suzete Cristina, KOGA-ITO, Cristiane Yumi, JORGE, Antônio Olavo Cardoso, UNTERKIRCHER, Carmelinda Schmidt","Revista de Odontologia da Universidade de São Paulo; 13(3); 211-217","Revista de Odontologia da Universidade de São Paulo","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300002&lang=pt" 
"S0103-06631999000300013-scl","Alteração da temperatura radicular externa durante o preparo para contenção intra-radicular","FERREIRA, Cláudio Maníglia, ORSI, Iara Augusta, FRÖNER, Izabel Cristina","Revista de Odontologia da Universidade de São Paulo; 13(3); 283-287","Revista de Odontologia da Universidade de São Paulo","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300013&lang=pt" 
"S0103-06631999000300015-scl","Avaliação do tratamento endodôntico em radiografias periapicais e panorâmicas","SEWELL, Cristina Maria Dumit, FENYO-PEREIRA, Marlene, MARQUES, José Luiz Lage, PANELLA, Jurandyr","Revista de Odontologia da Universidade de São Paulo; 13(3); 295-302","Revista de Odontologia da Universidade de São Paulo","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300015&lang=pt" 
"S0103-06631999000300003-scl","Antifungal susceptibility of Candida albicans isolated from oral mucosa of patients with cancer","COSTA, Lino João da, BIRMAN, Esther Goldenberg, ALVES, Sidney Hartz, CURY, Arlete Emily","Revista de Odontologia da Universidade de São Paulo; 13(3); 219-223","Revista de Odontologia da Universidade de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300003&lang=pt" 
"S0103-06631999000300007-scl","Avaliação in situ de um dentifrício contendo MFP/DCPD na incorporação de flúor e remineralização do esmalte dental humano","KOO, Hyun, CURY, Jaime Aparecido","Revista de Odontologia da Universidade de São Paulo; 13(3); 245-249","Revista de Odontologia da Universidade de São Paulo","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300007&lang=pt" 
"S0103-06631999000300005-scl","Macrophage phagocytosis of Candida albicans. An in vitro study","WEINFELD, Ilan, BIRMAN, Esther Goldenberg, PAULA, Claudete Rodrigues","Revista de Odontologia da Universidade de São Paulo; 13(3); 233-238","Revista de Odontologia da Universidade de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300005&lang=pt" 
"S0103-06631999000300006-scl","In vivo and in vitro studies of a cetylamine fluoride mouthrinse: evaluation of a device used for in vitro experiments","CARVALHO, Sílvia Magaly Sasso, POLIZELLO, Ana Cristina M., LEITÃO, Denise Pimenta da Silva, SPADARO, Augusto César Cropanese","Revista de Odontologia da Universidade de São Paulo; 13(3); 239-244","Revista de Odontologia da Universidade de São Paulo","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-06631999000300006&lang=pt" 
"S0366-69131999000400006-scl","A formação e o estágio atual do grupo de materiais cerâmicos (GPMC) da UEPG","Pianaro, S. A., Antunes, S. R. M., Zara, A. J., Antunes, A. C.","Cerâmica; 45(294); 27-30","Cerâmica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69131999000400006&lang=pt" 
"S0366-69131999000400005-scl","Cerâmicas eletrônicas do Departamento Engenharia de Materiais - UFSCar","Souza, D. P. F. de, Paulin F°, P. I., Morelli, M. R., Kiminami, R. H. G. A, Rodrigues, A. C. M.","Cerâmica; 45(294); 20-26","Cerâmica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69131999000400005&lang=pt" 
"S0366-69131999000400004-scl","Pesquisa e desenvolvimento em cerâmicas eletro-eletrônicas no IPEN","Muccillo, R., Muccillo, E. N. S.","Cerâmica; 45(294); 13-19","Cerâmica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69131999000400004&lang=pt" 
"S0366-69131999000400002-scl","Cerâmica Eletrônica: Grupo LIEC - UFSCar","Longo, E., Leite, E. R., Paskocimas, C. A., Varela, J. A., Zaghete, M. A., Cilense, M.","Cerâmica; 45(294); 04-08","Cerâmica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69131999000400002&lang=pt" 
"S0366-69131999000400001-scl","Editorial","","Cerâmica; 45(294); 03-03","Cerâmica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69131999000400001&lang=pt" 
"S0366-69131999000400003-scl","Obtenção e caracterização de filmes finos ferroelétricos: Grupo LIEC - UFSCar","Longo, E., Leite, E. R., Varela, J. A., Cilense, M., Varela, J. A., Cilense, M.","Cerâmica; 45(294); 09-12","Cerâmica","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69131999000400003&lang=pt" 
"S0370-41061999000400001-chl","Educación universitaria en Chile:  una visión desde la Medicina","Velasco, Nicolás","Revista chilena de pediatría; 70(4); 267-269","Revista chilena de pediatría","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41061999000400001&lang=pt" 
"S0370-41061999000400002-chl","Reflujo gastroesofágico:  un intento de clarificar conceptos","Larraín B, Francisco, Guiraldes C, Ernesto","Revista chilena de pediatría; 70(4); 270-280","Revista chilena de pediatría","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41061999000400002&lang=pt" 
"S0370-41061999000400003-chl","Comparación entre dos métodos  de determinación del test del sudor  en el diagnóstico de la fibrosis quística","Sánchez D., Ignacio, Perret P., Cecilia, Kolbach R., Marianne, Schwerter M., María Teresa, Quiroga G., Teresa","Revista chilena de pediatría; 70(4); 281-287","Revista chilena de pediatría","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41061999000400003&lang=pt" 
"S0370-41061999000400004-chl","Leucemia linfoblástica aguda.  Características al diagnóstico en 100 niños","Campbell B, Myriam, Ferreiro C., Myriam, Tordecilla C., Juan, Joannon S., Pilar, Rizzardini L., Carlos, Rodríguez Z., Natalie","Revista chilena de pediatría; 70(4); 288-293","Revista chilena de pediatría","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41061999000400004&lang=pt" 
