"S0188-252X2014000100015-mex","¿A dónde hemos llegado? Un siglo de vanguardias artísticas en Occidente","Cortazar Rodríguez, Francisco Javier","Comunicación y sociedad; (21); 319-323","Comunicación y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-252X2014000100015&lang=pt" 
"S1809-68912014000200004-scl","Divergência genética entre touros da raça Gir","Muniz, Noely Francisca Matos, Ferraz Filho, Paulo Bahiense, Silva, Luiz Otávio Campos da, Bello, Aline Barbosa da Silveira, Souza, Júlio César de","Ciência Animal Brasileira; 15(2); 145-151","Ciência Animal Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-68912014000200004&lang=pt" 
"S1809-68912014000200005-scl","Factors affecting heat tolerance in crossbred cattle in central Brazil","Mcmanus, Concepta Margaret, Louvandini, Helder, Paim, Tiago Prado, Silva, Flávia Cristina Paula e, Bernal, Francisco Ernesto Moreno","Ciência Animal Brasileira; 15(2); 152-158","Ciência Animal Brasileira","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-68912014000200005&lang=pt" 
"S1806-37132014000300322-scl","Unilateral pulmonary agenesis","Jentzsch, Nulma Souto","Jornal Brasileiro de Pneumologia; 40(3); 322-324","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300322&lang=pt" 
"S1983-68212014000100008-scl","Aprendizagem da dissimulação no conto machadiano&quot; Ponto de vista (Quem desdenha)&quot;","Teles, Ana Carolina Sá","Machado de Assis em Linha; 7(13); 100-113","Machado de Assis em Linha","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100008&lang=pt" 
"S1983-68212014000100003-scl","Machado de Assis, moral imagination and the novel","Passos, José Luiz","Machado de Assis em Linha; 7(13); 05-18","Machado de Assis em Linha","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100003&lang=pt" 
"S1983-68212014000100006-scl","A tradição da sátira menipeia nos romances crepusculares de Machado de Assis","Madeira, Wagner Martins","Machado de Assis em Linha; 7(13); 63-77","Machado de Assis em Linha","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100006&lang=pt" 
"S1983-68212014000100002-scl","Sir Thomas Browne, Lamb e Machado de Assis","Woodbridge, Jr., Benjamin","Machado de Assis em Linha; 7(13); 01-04","Machado de Assis em Linha","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100002&lang=pt" 
"S1983-68212014000100009-scl","Resenha de Machado de Assis: crítica literária e textos diversos","Vieira, Anco Márcio Tenório","Machado de Assis em Linha; 7(13); 114-118","Machado de Assis em Linha","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100009&lang=pt" 
"S0104-530X2014000200003-scl","Análise de robustez com o método Electre III: o caso da região de Campo das Vertentes em Minas Gerais","Infante, Carlos Eduardo Durange de Carvalho, Mendonça, Fabricio Molica de, Valle, Rogerio de Aragão Bastos do","Gestão &amp; Produção; 21(2); 245-255","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200003&lang=pt" 
"S0104-530X2014000200002-scl","O papel do APQP - Advanced Planning for Product Quality no desenvolvimento de produtos: análise de casos na relação montadora-autopeças","Rocha, Juliana Rossi Pereira, Salerno, Mario Sergio","Gestão &amp; Produção; 21(2); 231-243","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200002&lang=pt" 
"S0104-530X2014000200006-scl","Desenvolvimento e validação da versão brasileira do Diagnóstico do Trabalho (Job Diagnostic Survey) de Hackman e Oldham","Pedroso, Bruno, Kovaleski, Aurélio, Ferreira, Camila Lopes, Pilatti, Luiz Alberto, Gutierrez, Gustavo Luis, Picinin, Claudia Tania","Gestão &amp; Produção; 21(2); 285-301","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200006&lang=pt" 
"S0104-530X2014000200005-scl","Otimização na alocação dinâmica de veículos no transporte rodoviário de cargas completas entre terminais","Vasco, Rejane Arinos, Morabito, Reinaldo","Gestão &amp; Produção; 21(2); 271-284","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200005&lang=pt" 
"S0104-530X2014000200001-scl","Editorial","Paulillo, Luiz Fernando","Gestão &amp; Produção; 21(2); 229-230","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200001&lang=pt" 
"S0104-530X2014000200004-scl","Identificação de pontos de controle no ciclo de desenvolvimento de produto por meio de modelagem conceitual e mapeamento da informação","Gomes, Leonardo Geraldo de Oliveira, Pereira, Andrea Franco","Gestão &amp; Produção; 21(2); 257-269","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200004&lang=pt" 
"S0104-530X2014000200009-scl","Qualidade e segurança de vegetais minimamente processados: proposta de estruturas de governança entre os agentes da cadeia e os sinais da qualidade","Alvarenga, André Luis Bonnet, Toledo, José Carlos de, Paulillo, Luiz Fernando de Oriani e","Gestão &amp; Produção; 21(2); 341-354","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200009&lang=pt" 
"S1983-68212014000100010-scl","Review of The Alienist and other stories of nineteenth-century Brazil, by John Chasteen","Goméz, Isabel C.","Machado de Assis em Linha; 7(13); 119-128","Machado de Assis em Linha","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100010&lang=pt" 
"S0104-530X2014000200016-scl","A geração de resíduos sólidos em um processo produtivo de uma indústria automobilística: uma contribuição para a redução","Orth, Cíntia Madureira, Baldin, Nelma, Zanotelli, Cladir Teresinha","Gestão &amp; Produção; 21(2); 447-460","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200016&lang=pt" 
"S1806-37132014000300222-scl","Oxygen desaturation during the six-minute walk test in COPD patients","Moreira, Maria Ângela Fontoura, Medeiros, Gabriel Arriola de, Boeno, Francesco Pinto, Sanches, Paulo Roberto Stefani, Silva Júnior, Danton Pereira da, Müller, André Frotta","Jornal Brasileiro de Pneumologia; 40(3); 222-228","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300222&lang=pt" 
"S0104-530X2014000200014-scl","Aplicação de procedimentos do planejamento estratégico situacional (PES) para estruturação de problemas no âmbito empresarial: estudos de casos múltiplos","Rieg, Denise Luciana, Scramim, Fernando Cezar Leandro, Raimundo, Danilo de Oliveira, Zau, Viviane Cavalcante, Calazans, Wilson Roberto","Gestão &amp; Produção; 21(2); 417-431","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200014&lang=pt" 
"S0104-530X2014000200015-scl","Métodos de cotação e negociação na cadeia de suprimentos de autopeças brasileira e os custos de transação","Genaro, Edélcio, Hilsdorf, Wilson de Castro, Sampaio, Mauro","Gestão &amp; Produção; 21(2); 433-445","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200015&lang=pt" 
"S1806-37132014000300211-scl","Translating patient-reported outcome measures: a multi-step process is essential","Acquadro, Catherine, Bayles, Ana, Juniper, Elizabeth","Jornal Brasileiro de Pneumologia; 40(3); 211-212","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300211&lang=pt" 
"S1983-68212014000100001-scl","Editorial","Guimarães, Hélio de Seixas, Senna, Marta de, Passos, José Luiz","Machado de Assis em Linha; 7(13); -","Machado de Assis em Linha","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100001&lang=pt" 
"S1806-37132014000300207-scl","Fighting respiratory diseases: divided efforts lead to weakness","Pérez-Padilla, Rogelio, Stelmach, Rafael, Soto-Quiroz, Manuel, Cruz, Álvaro Augusto","Jornal Brasileiro de Pneumologia; 40(3); 207-210","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300207&lang=pt" 
"S1806-37132014000300250-scl","Reliability of a rapid hematology stain for sputum cytology","Gonçalves, Jéssica, Pizzichini, Emilio, Pizzichini, Marcia Margaret Menezes, Steidle, Leila John Marques, Rocha, Cristiane Cinara, Ferreira, Samira Cardoso, Zimmermann, Célia Tânia","Jornal Brasileiro de Pneumologia; 40(3); 250-258","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300250&lang=pt" 
"S1806-37132014000300259-scl","Indoor air quality and health in schools","Ferreira, Ana Maria da Conceição, Cardoso, Massano","Jornal Brasileiro de Pneumologia; 40(3); 259-268","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300259&lang=pt" 
"S1809-68912014000200009-scl","Efeitos da lactulose na saúde gastrointestinal de frangos de corte experimentalmente inoculados com Salmonella entérica sorovar Typhimurium","Santana, Eliete Souza, Andrade, Maria Auxiliadora, Café, Marcos Barcelos, Stringhini, José Henrique, Rocha, Tatiane Martins, Jaime, Valéria de Sá","Ciência Animal Brasileira; 15(2); 187-194","Ciência Animal Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-68912014000200009&lang=pt" 
"S1809-68912014000200007-scl","Efeito do fotoperíodo sobre a composição do filé de juvenis de tilápia do Nilo","Veras, Galileu Crovatto, Murgas, Luis David Solis, Zangeronimo, Marcio Gilberto, Rosa, Priscila Vieira, Miranda, José Rafael, Brabo, Marcos Ferreira","Ciência Animal Brasileira; 15(2); 168-173","Ciência Animal Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-68912014000200007&lang=pt" 
"S1809-68912014000200006-scl","Effluents quality during the grow-out phase of the amazon shrimp macrobrachium amazonicum","Nogueira, Mayra, Pinto, Fernanda de Rezende, Nunes, Ana Paula, Guariz, Cintia Sobue Lorenzon, Amaral, Luiz Augusto do","Ciência Animal Brasileira; 15(2); 159-167","Ciência Animal Brasileira","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-68912014000200006&lang=pt" 
"S1809-68912014000200001-scl","Eficiência da fertilização fosfatada e nitrogenada em cultivares de milheto","Silva, Alzira Gabriela da, França, Aldi Fernandes de Souza, Miyagi, Eliane Sayuri, Dambros, Carlos Eduardo, Lopes, Fernando Brito","Ciência Animal Brasileira; 15(2); 119-127","Ciência Animal Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-68912014000200001&lang=pt" 
"S1806-37132014000300244-scl","Pulmonary function in advanced uncomplicated singleton and twin pregnancy","Siddiqui, Anwar Hasan, Tauheed, Nazia, Ahmad, Aquil, Mohsin, Zehra","Jornal Brasileiro de Pneumologia; 40(3); 244-249","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300244&lang=pt" 
"S1983-68212014000100007-scl","Experience at home and innocence abroad: social and cultural capital in Machado de Assis&#039;s Esaú e Jacó and Henry James&#039;s the ambassadors","Beyer, Bethany","Machado de Assis em Linha; 7(13); 78-99","Machado de Assis em Linha","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100007&lang=pt" 
"S1983-68212014000100004-scl","Rereading Dom Casmurro - aesthetic hybridity in Capitu","Carter, Eli","Machado de Assis em Linha; 7(13); 19-43","Machado de Assis em Linha","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100004&lang=pt" 
"S1983-68212014000100005-scl","Objetividade e aventura: Machado de Assis a partir do casmurro Sílvio Romero","Aguiar, Maurício Maia","Machado de Assis em Linha; 7(13); 44-62","Machado de Assis em Linha","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-68212014000100005&lang=pt" 
"S1806-37132014000300238-scl","Effects of acute and chronic administration of methylprednisolone on oxidative stress in rat lungs","Torres, Ronaldo Lopes, Torres, Iraci Lucena da Silva, Laste, Gabriela, Ferreira, Maria Beatriz Cardoso, Cardoso, Paulo Francisco Guerreiro, Belló-Klein, Adriane","Jornal Brasileiro de Pneumologia; 40(3); 238-243","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300238&lang=pt" 
"S0104-530X2014000200008-scl","Análise das práticas de sustentabilidade utilizadas na gestão da cadeia de suprimentos: pesquisa de campo no setor automotivo brasileiro","Vanalle, Rosangela Maria, Santos, Leandro Blanco dos","Gestão &amp; Produção; 21(2); 323-339","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200008&lang=pt" 
"S1806-37132014000300294-scl","Performance of ICU ventilators during noninvasive ventilation with large leaks in a total face mask: a bench study","Nakamura, Maria Aparecida Miyuki, Costa, Eduardo Leite Vieira, Carvalho, Carlos Roberto Ribeiro, Tucci, Mauro Roberto","Jornal Brasileiro de Pneumologia; 40(3); 294-303","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300294&lang=pt" 
"S1806-37132014000300229-scl","Hospitalized patients with COPD: analysis of prior treatment","Giacomelli, Irai Luis, Steidle, Leila John Marques, Moreira, Frederico Fernandes, Meyer, Igor Varela, Souza, Ricardo Goetten, Pincelli, Mariângela Pimentel","Jornal Brasileiro de Pneumologia; 40(3); 229-237","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300229&lang=pt" 
"S0104-530X2014000200013-scl","Teoria da Atividade: contribuições conceituais e metodológicas para o estudo da aprendizagem organizacional","Querol, Marco Antonio Pereira, Cassandre, Marcio Pascoal, Bulgacov, Yára Lúcia Mazziotti","Gestão &amp; Produção; 21(2); 405-416","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200013&lang=pt" 
"S0104-530X2014000200011-scl","Modelagem do projeto da cadeia de suprimentos global: considerações teóricas e perspectivas futuras","Visentini, Monize Sâmara, Borenstein, Denis","Gestão &amp; Produção; 21(2); 369-388","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200011&lang=pt" 
"S1806-37132014000300286-scl","Nicotine dependence and smoking habits in patients with head and neck cancer","Almeida, Adriana Ávila de, Bandeira, Celso Muller, Gonçalves, Antonio José, Araújo, Alberto José","Jornal Brasileiro de Pneumologia; 40(3); 286-293","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300286&lang=pt" 
"S1806-37132014000300213-scl","Leicester Cough Questionnaire: translation to Portuguese and cross-cultural adaptation for use in Brazil","Felisbino, Manuela Brisot, Steidle, Leila John Marques, Gonçalves-Tavares, Michelle, Pizzichini, Marcia Margaret Menezes, Pizzichini, Emilio","Jornal Brasileiro de Pneumologia; 40(3); 213-221","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300213&lang=pt" 
"S1806-37132014000300279-scl","Tuberculosis in hospitalized patients: clinical characteristics of patients receiving treatment within the first 24 h after admission","Silva, Denise Rossato, Silva, Larissa Pozzebon da, Dalcin, Paulo de Tarso Roth","Jornal Brasileiro de Pneumologia; 40(3); 279-285","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300279&lang=pt" 
"S1806-37132014000300269-scl","Association between serum selenium level and conversion of bacteriological tests during antituberculosis treatment","Moraes, Milena Lima de, Ramalho, Daniela Maria de Paula, Delogo, Karina Neves, Miranda, Pryscila Fernandes Campino, Mesquita, Eliene Denites Duarte, Oliveira, Hedi Marinho de Melo Guedes de, Ruffino-Netto, Antônio, Almeida, Paulo César de, Hauser-Davis, Rachel Ann, Campos, Reinaldo Calixto, Kritski, Afrânio Lineu, Oliveira, Martha Maria de","Jornal Brasileiro de Pneumologia; 40(3); 269-278","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300269&lang=pt" 
"S1806-37132014000300304-scl","Combined pulmonary fibrosis and emphysema: an increasingly recognized condition","Dias, Olívia Meira, Baldi, Bruno Guedes, Costa, André Nathan, Carvalho, Carlos Roberto Ribeiro","Jornal Brasileiro de Pneumologia; 40(3); 304-312","Jornal Brasileiro de Pneumologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132014000300304&lang=pt" 
"S0104-530X2014000200012-scl","Avaliação da qualidade de serviço terceirizado de manutenção em edifício comercial: o caso de uma organização pública","Pinto, Ricardo Lopes, Gouvêa, Maria Aparecida, Oliveira, Braulio","Gestão &amp; Produção; 21(2); 389-403","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200012&lang=pt" 
"S0104-530X2014000200007-scl","Variáveis contextuais como moderadoras da relação grh-desempenho organizacional: uma metanálise","Oliveira, Agostinha Mafalda Barra de, González, Luis Fernández, Oliveira, Alexandre José de","Gestão &amp; Produção; 21(2); 303-321","Gestão &amp; Produção","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2014000200007&lang=pt" 
"S0213-61632014000200006-esp","Whose &quot;successful ageing&quot;?: lay- and researcher-driven conceptualisations of ageing well","Cosco, Theodore D, Matthew Prina, A., Perales, Jaime, Stephan, Blossom CM, Brayne, Carol","The European Journal of Psychiatry; 28(2); 124-130","The European Journal of Psychiatry","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632014000200006&lang=pt" 
"S0213-61632014000200001-esp","Mental Health of Chinese Peacekeepers in Liberia","Sun, Xin-yang, Zhao, Lin, Chen, Chun-xia, Cui, Xue-lian, Guo, Jian, Zhang, Li-yi","The European Journal of Psychiatry; 28(2); 77-85","The European Journal of Psychiatry","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632014000200001&lang=pt" 
"S0213-61632014000200005-esp","Deficit of perineuronal oligodendrocytes in the inferior parietal lobule is associated with lack of insight in schizophrenia","Vostrikov, Victor M., Kolomeets, Natalya S., Uranova, Natalya A.","The European Journal of Psychiatry; 28(2); 114-123","The European Journal of Psychiatry","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632014000200005&lang=pt" 
"S0213-61632014000200002-esp","Delirium and functionality: the impact of delirium on the level of functioning","Boettger, Susanne, Breitbart, William, Jenewein, Josef, Boettger, Soenke","The European Journal of Psychiatry; 28(2); 86-95","The European Journal of Psychiatry","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632014000200002&lang=pt" 
"S0213-61632014000200003-esp","Antibiomania after triple therapy for Helicobacter Pylori: Two case reports and a review of physiopathology","Miñambres, Aitor, Cuevas-Esteban, Jorge, Pardo, Marta, Baladó, Luisa, Planella, Marc","The European Journal of Psychiatry; 28(2); 96-103","The European Journal of Psychiatry","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632014000200003&lang=pt" 
"S0101-90742014000100017-scl","Imagem e reflexo: religiosidade e Monarquia no Reino Visigodo de Toledo (séculos VI-VIII)","Esteves, Germano Miguel Favaro","História (São Paulo); 33(1); 365-368","História (São Paulo)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-90742014000100017&lang=pt" 
"S1516-635X2014000200004-scl","Identification of the capsule type of Pasteurella multocida isolates from cases of fowl cholera by multiplex PCR and comparison with phenotypic methods","Furian, TQ, Borges, KA, Pilatti, RM, Almeida, C, Nascimento, VP do, Salle, CTP, Moraes, HL de S","Revista Brasileira de Ciência Avícola; 16(2); 31-36","Revista Brasileira de Ciência Avícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2014000200004&lang=pt" 
"S0188-45572014000100011-mex","El impacto del Comercio Justo en el desarrollo de los productores de café","Garza Treviño, Alejandro","Estudios sociales (Hermosillo, Son.); 22(43); 271-293","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100011&lang=pt" 
"S0188-45572014000100010-mex","Multiculturalismo, interculturalismo y autonomía","Cruz Rodríguez, Edwin","Estudios sociales (Hermosillo, Son.); 22(43); 241-269","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100010&lang=pt" 
"S0188-45572014000100013-mex","La historia oral y la interdisciplinariedad: Retos y perspectivas","Román Pérez, Rosario","Estudios sociales (Hermosillo, Son.); 22(43); 303-308","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100013&lang=pt" 
"S0188-45572014000100012-mex","Las víctimas olvidadas en el estudio de la violencia de pareja","Rojas-Solís, José Luis","Estudios sociales (Hermosillo, Son.); 22(43); 295-301","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100012&lang=pt" 
"S0187-73722014000100010-mex","Género y trabajo en las maquiladoras de México: Nuevos actores en nuevos contextos","Solís, Marlene","Frontera norte; 26(51); 197-200","Frontera norte","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100010&lang=pt" 
"S1984-46702014000300011-scl","A new species of Arapona from Peru (Hemiptera: Cicadellidae: Iassinae: Gyponini)","Domahovski, Alexandre Cruz, Cavichioli, Rodney Ramiro","Zoologia (Curitiba); 31(3); 281-284","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300011&lang=pt" 
"S1984-46702014000300010-scl","Redescription of Dubiaranea argenteovittata (Araneae: Linyphiidae), type species of the genus, and description of the male","Rodrigues, Everton Nei Lopes, Ott, Ricardo, Brescovit, Antonio Domingos","Zoologia (Curitiba); 31(3); 275-280","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300010&lang=pt" 
"S0188-45572014000100002-mex","Un modelo econométrico de la demanda de tortilla de maíz en México, 1996-2008","Retes Mantilla, Rogel Fernando, Torres Sanabria, Guillermo, Garrido Roldán, Samuel","Estudios sociales (Hermosillo, Son.); 22(43); 37-59","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100002&lang=pt" 
"S0187-73722014000100009-mex","Espacio público y género en Ciudad Juárez, Chihuahua: Accesibilidad, sociabilidad, participación y seguridad","Zamorano Villareal, Claudia Carolina","Frontera norte; 26(51); 191-195","Frontera norte","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100009&lang=pt" 
"S0187-73722014000100008-mex","En busca de una cultura de paz frente a la violencia: El caso de la trata de personas","García González, Dora Elvira","Frontera norte; 26(51); 181-190","Frontera norte","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100008&lang=pt" 
"S0187-73722014000100001-mex","Indigenous People and Nation-State Building, 1840-1870","Trejo Contreras, Zulema","Frontera norte; 26(51); 5-24","Frontera norte","Inglês","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100001&lang=pt" 
"S0187-73722014000100003-mex","Actitud, norma subjetiva y control conductual como predictores del consumo de drogas en jóvenes de zona marginal del norte de México","Guzmán Facundo, Francisco Rafael, García Salas, Belén Astrid, Rodríguez Aguilar, Lucio, Alonso Castillo, María Magdalena","Frontera norte; 26(51); 53-74","Frontera norte","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100003&lang=pt" 
"S0187-73722014000100002-mex","La juventud mixteca en Tijuana: Educación, desarrollo, discriminación y neo-indianidad","Alonso Meneses, Guillermo, Ángeles Salinas, Cristian Arnulfo","Frontera norte; 26(51); 25-52","Frontera norte","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100002&lang=pt" 
"S0187-73722014000100005-mex","Boundaries in Time and Space: Spanish &quot;Minor Sovereign Territories&quot;","Calderón Vázquez, Francisco José","Frontera norte; 26(51); 113-136","Frontera norte","Inglês","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100005&lang=pt" 
"S0187-73722014000100004-mex","Criminalidad y crecimiento económico regional en México","González Andrade, Salvador","Frontera norte; 26(51); 75-111","Frontera norte","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100004&lang=pt" 
"S0187-73722014000100007-mex","Similitudes y diferencias en el perfil de los rectores de dos universidades estatales de la frontera norte","Piñera Ramírez, David, Hernández Orozco, Guillermo","Frontera norte; 26(51); 157-180","Frontera norte","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100007&lang=pt" 
"S0187-73722014000100006-mex","Systemic Violence, Subjectivity of Risk, and Protective Sociality in the Context of a Border City: Ciudad Juarez, Mexico","Salazar Gutiérrez, Salvador","Frontera norte; 26(51); 137-156","Frontera norte","Inglês","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73722014000100006&lang=pt" 
"S1516-14982014000100010-scl","&quot;AGISTE CONFORME O TEU DESEJO?&quot;: antígona e a ética trágica da psicanálise, de Ingrid Vorsatz.","Fuks, Betty B.","Ágora: Estudos em Teoria Psicanalítica; 17(1); 155-157","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100010&lang=pt" 
"S1984-46702014000300009-scl","A new species of Neoseiulus (Acari: Mesostigmata: Phytoseiidae) with a key for the Brazilian species of the genus","Rocha, Matheus dos Santos, Silva, Guilherme Liberato da, Ferla, Noeli Juarez","Zoologia (Curitiba); 31(3); 271-274","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300009&lang=pt" 
"S1984-46702014000300003-scl","Habitat use and movements of Glossophaga soricina and Lonchophylla dekeyseri (Chiroptera: Phyllostomidae) in a Neotropical savannah","Aguiar, Ludmilla M.S., Bernard, Enrico, Machado, Ricardo B.","Zoologia (Curitiba); 31(3); 223-229","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300003&lang=pt" 
