"S0100-39842001000500019-scl","Carcinoma bronquíolo-alveolar: aspectos na tomografia computadorizada de alta resolução","Moreira, Luiza Beatriz Melo","Radiologia Brasileira; 34(5); 298-298","Radiologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842001000500019&lang=pt" 
"S0100-879X2001001000016-scl","Effect of L-arginine, dimercaptosuccinic acid (DMSA) and the association of L-arginine and DMSA on tissue lead mobilization and blood pressure level in plumbism","Malvezzi, C.K., Moreira, E.G., Vassilieff, I., Vassilieff, V.S., Cordellini, S.","Brazilian Journal of Medical and Biological Research; 34(10); 1341-1346","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000016&lang=pt" 
"S0100-879X2001001000009-scl","The cognitive subscale of the &quot;Alzheimer&#039;s Disease Assessment Scale&quot; in a Brazilian sample","Schultz, R.R., Siviero, M.O., Bertolucci, P.H.F.","Brazilian Journal of Medical and Biological Research; 34(10); 1295-1302","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000009&lang=pt" 
"S0100-879X2001001000007-scl","Obese women on a low energy rice and bean diet: effects of leucine, arginine or glycine supplementation on protein turnover","Marchini, J.S., Lambertini, C.R., Ferriolli, E., Dutra de Oliveira, J.E.","Brazilian Journal of Medical and Biological Research; 34(10); 1277-1283","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000007&lang=pt" 
"S0100-879X2001001000012-scl","Development according to pubertal stage in Brazilian children and adolescents with short-term diabetes","Fernandes, V.T., Verreschi, I.T.N., Dib, S.A.","Brazilian Journal of Medical and Biological Research; 34(10); 1315-1323","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000012&lang=pt" 
"S0100-879X2001001000004-scl","In vitro cytotoxicity of the LDE: daunorubicin complex in acute myelogenous leukemia blast cells","Dorlhiac-Llacer, P.E., Marquezini, M.V., Toffoletto, O., Carneiro, R.C.G., Maranhão, R.C., Chamone, D.A.F.","Brazilian Journal of Medical and Biological Research; 34(10); 1257-1263","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000004&lang=pt" 
"S0004-28032001000400001-scl","Transplante de fígado no carcinoma hepatocelular: a escassez de órgãos e resultados bem estabelecidos justificariam ampliação das indicações ou de novas modalidades técnicas?","D&#039;ALBUQUERQUE, Luiz Augusto Carneiro, OLIVEIRA e SILVA, Adávio de, GARCIA, Christian Evangelista","Arquivos de Gastroenterologia; 38(4); 213-215","Arquivos de Gastroenterologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400001&lang=pt" 
"S0004-28032001000400002-scl","Resultados do transplante hepático em portadores de hepatocarcinoma","PAROLIN, Mônica Beatriz, COELHO, Júlio Cézar Uili, MATIAS, Jorge E. Fouto, PUCCINELLI, Vanessa, JARABIZA, Rossano, IOSHII, Sérgio O.","Arquivos de Gastroenterologia; 38(4); 216-220","Arquivos de Gastroenterologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400002&lang=pt" 
"S0004-28032001000400004-scl","Gastric stump mucosa: is there a risk for carcinoma?","SAFATLE-RIBEIRO, Adriana Vaz, RIBEIRO Jr., Ulysses, SAKAI, Paulo, IRIYA, Kyoshi, ISHIOKA, Shinichi, GAMA-RODRIGUES, Joaquim","Arquivos de Gastroenterologia; 38(4); 227-231","Arquivos de Gastroenterologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400004&lang=pt" 
"S0004-28032001000400006-scl","Detection of Helicobacter pylori in gastric cancer","PEREIRA, Luana Paredes Leite de Barros, WAISBERG, Jaques, ANDRÉ, Eduardo Antonio, ZANOTO, Arnaldo, MENDES Jr., João Paulo, SOARES, Heloísa Prado","Arquivos de Gastroenterologia; 38(4); 240-246","Arquivos de Gastroenterologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400006&lang=pt" 
"S0004-28032001000400007-scl","Recurrent and de novo non-alcoholic steatohepatitis following orthotopic liver transplantation","GARCIA, Raquel F. Liermann, MORALES, Eugenia, GARCIA, Christian Evangelista, SAKSENA, Sushma, HÜBSCHER, Stefan G., ELIAS, Elwin","Arquivos de Gastroenterologia; 38(4); 247-253","Arquivos de Gastroenterologia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400007&lang=pt" 
"S0004-28032001000400008-scl","Teste da função tiroidiana na hepatite crônica viral","NOVIS, Mônica, VAISMAN, Mario, COELHO, Henrique Sérgio Moraes","Arquivos de Gastroenterologia; 38(4); 254-260","Arquivos de Gastroenterologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400008&lang=pt" 
"S0004-28032001000400011-scl","Causas da desnutrição pós-gastrectomia","PAPINI-BERTO, Sílvia Justina, BURINI, Roberto Carlos","Arquivos de Gastroenterologia; 38(4); 272-275","Arquivos de Gastroenterologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400011&lang=pt" 
"S0004-28032001000400010-scl","Novos conceitos em nutrição: reflexões a respeito do elo dieta e saúde","ANGELIS, Rebeca Carlota de","Arquivos de Gastroenterologia; 38(4); 269-271","Arquivos de Gastroenterologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400010&lang=pt" 
"S0004-28032001000400012-scl","Manometria esofágica: limpeza e desinfecção do equipamento com glutaraldeído. Protocolo do Hospital de Clínicas de Porto Alegre, RS","MÜLLER, Suzana, GRUBER, Antônio Carlos, HOEFEL, Heloísa H. K., BARROS, Sérgio Gabriel Silva de","Arquivos de Gastroenterologia; 38(4); 276-280","Arquivos de Gastroenterologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400012&lang=pt" 
"S0004-28032001000400003-scl","Veia paraumbilical pérvia: importância hemodinâmica na hipertensão portal por esquistossomose mansônica hepatoesplênica. (Estudo com ultra-sonografia Doppler)","WIDMAN, Azzo, OLIVEIRA, Ilka Regina Souza de, SPERANZINI, Manlio Basílio, CERRI, Giovanni Guido, SAAD, William Abrão, GAMA-RODRIGUES, Joaquim","Arquivos de Gastroenterologia; 38(4); 221-226","Arquivos de Gastroenterologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400003&lang=pt" 
"S0004-28032001000400005-scl","Doença celíaca: avaliação da obediência à dieta isenta de glúten e do conhecimento da doença pelos pacientes cadastrados na Associação dos Celíacos do Brasil (ACELBRA)","SDEPANIAN, Vera Lucia, MORAIS, Mauro Batista de, FAGUNDES-NETO, Ulysses","Arquivos de Gastroenterologia; 38(4); 232-239","Arquivos de Gastroenterologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400005&lang=pt" 
"S0004-28032001000400009-scl","Absorção intestinal de D-xilose em crianças infectadas pelo vírus da imunodeficiência humana","PERIN, Nilza Medeiros, PIRES, Maria Marlene de Souza, NASSAR, Sílvia Modesto","Arquivos de Gastroenterologia; 38(4); 261-268","Arquivos de Gastroenterologia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032001000400009&lang=pt" 
"S0102-311X2001000500001-spa","","Carvalho, Marilia Sá, Nobre, Flavio Fonseca","Cadernos de Saúde Pública; 17(5); 1056-1057","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500001&lang=pt" 
"S0102-311X2001000500001-scl","","Carvalho, Marilia Sá, Nobre, Flavio Fonseca","Cadernos de Saúde Pública; 17(5); 1056-1057","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500001&lang=pt" 
"S0102-311X2001000500013-scl","Mercados hospitalares em área urbana: uma abordagem metodológica","Pinheiro, Rejane Sobrino, Travassos, Cláudia, Gamerman, Dani, Carvalho, Marília Sá","Cadernos de Saúde Pública; 17(5); 1111-1121","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500013&lang=pt" 
"S0102-311X2001000500026-scl","Utilização de ferramentas de análise espacial na vigilância epidemiológica de leishmaniose visceral americana - Araçatuba, São Paulo, Brasil, 1998-1999","Camargo-Neves, Vera Lucia Fonseca de, Katz, Gizelda, Rodas, Lilian Aparecida Colebrusco, Poletto, Daniela Witacker, Lage, Lisete Cruz, Spínola, Roberta Maria Fernandes, Cruz, Oswaldo Gonçalves","Cadernos de Saúde Pública; 17(5); 1263-1267","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500026&lang=pt" 
"S0102-311X2001000500026-spa","Utilização de ferramentas de análise espacial na vigilância epidemiológica de leishmaniose visceral americana - Araçatuba, São Paulo, Brasil, 1998-1999","Camargo-Neves, Vera Lucia Fonseca de, Katz, Gizelda, Rodas, Lilian Aparecida Colebrusco, Poletto, Daniela Witacker, Lage, Lisete Cruz, Spínola, Roberta Maria Fernandes, Cruz, Oswaldo Gonçalves","Cadernos de Saúde Pública; 17(5); 1263-1267","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500026&lang=pt" 
"S0102-311X2001000500025-spa","Distribuição espacial do risco: modelagem da mortalidade infantil em Porto Alegre, Rio Grande do Sul, Brasil","Shimakura, Silvia E., Carvalho, Marilia Sá, Aerts, Denise R. G. C., Flores, Rui","Cadernos de Saúde Pública; 17(5); 1251-1261","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500025&lang=pt" 
"S0102-311X2001000500024-spa","Diferenças no padrão de ocorrência da mortalidade neonatal e pós-neonatal no Município de Goiânia, Brasil, 1992-1996: análise espacial para identificação das áreas de risco","Morais Neto, Otaliba Libânio de, Barros, Marilisa Berti de Azevedo, Martelli, Celina Maria Turchi, Silva, Simonne Almeida e, Cavenaghi, Suzana Marta, Siqueira Jr., João Bosco","Cadernos de Saúde Pública; 17(5); 1241-1250","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500024&lang=pt" 
"S0102-311X2001000500023-spa","Spatial distribution of human and canine visceral leishmaniasis in Belo Horizonte, Minas Gerais State, Brasil, 1994-1997","Oliveira, Cláudia Di Lorenzo, Assunção, Renato Martins, Reis, Ilka Afonso, Proietti, Fernando Augusto","Cadernos de Saúde Pública; 17(5); 1231-1239","Cadernos de Saúde Pública","Inglês","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500023&lang=pt" 
"S0102-311X2001000500022-spa","Spatial distribution of the Human T-Lymphotropic Virus types I and II (HTLV-I/II) infection among blood donors of Hemominas Foundation, Belo Horizonte, Minas Gerais State, Brazil, 1994-1996","Monteiro-de-Castro, Mônica Silva, Assunção, Renato Martins, Proietti, Fernando Augusto","Cadernos de Saúde Pública; 17(5); 1219-1230","Cadernos de Saúde Pública","Inglês","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500022&lang=pt" 
"S0102-311X2001000500021-spa","Avaliação de indicador sócio-ambiental utilizado no rastreamento de áreas de transmissão de filariose linfática em espaços urbanos","Braga, Cynthia, Ximenes, Ricardo A. de A., Albuquerque, Maria de Fátima P. Militão de, Souza, Wayner V. de, Miranda, Janaína, Brayner, Fábio, Alves, Luis, Silva, Lânia da, Dourado, Inês","Cadernos de Saúde Pública; 17(5); 1211-1218","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500021&lang=pt" 
"S0102-311X2001000500020-spa","Análise espacial da mortalidade neonatal precoce no Município do Rio de Janeiro, 1995-1996","Andrade, Carla Lourenço Tavares de, Szwarcwald, Célia Landmann","Cadernos de Saúde Pública; 17(5); 1199-1210","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500020&lang=pt" 
"S0102-311X2001000500019-spa","A mortalidade infantil em Belo Horizonte, Minas Gerais, Brasil, por área de abrangência dos Centros de Saúde (1994-1996)","Malta, Deborah Carvalho, Almeida, Maria Cristina de Mattos, Dias, Maria Angélica de Salles, Merhy, Emerson Elias","Cadernos de Saúde Pública; 17(5); 1189-1198","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500019&lang=pt" 
"S0102-311X2001000500018-spa","Análise dos padrões de difusão espacial dos casos de AIDS por estados brasileiros","Dias, Paulo Roberto Telles Pires, Nobre, Flavio Fonseca","Cadernos de Saúde Pública; 17(5); 1173-1187","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500018&lang=pt" 
"S0102-311X2001000500017-spa","Conglomerados de homicídios e o tráfico de drogas em Belo Horizonte, Minas Gerais, Brasil, de 1995 a 1999","Beato Filho, Cláudio Chaves, Assunção, Renato Martins, Silva, Bráulio Figueiredo Alves da, Marinho, Frederico Couto, Reis, Ilka Afonso, Almeida, Maria Cristina de Mattos","Cadernos de Saúde Pública; 17(5); 1163-1171","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500017&lang=pt" 
"S0102-311X2001000500016-spa","Vigilância da hanseníase em Olinda, Brasil, utilizando técnicas de análise espacial","Lapa, Tiago, Ximenes, Ricardo, Silva, Nilza Nunes, Souza, Wayner, Albuquerque, Maria de Fátima Militão, Campozana, Gisele","Cadernos de Saúde Pública; 17(5); 1153-1162","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500016&lang=pt" 
"S0102-311X2001000500015-spa","Detecção de aglomerados espaciais de óbitos por causas violentas em Porto Alegre, Rio Grande do Sul, Brasil, 1996","Santos, Simone M., Barcellos, Christovam, Carvalho, Marilia Sá, Flôres, Rui","Cadernos de Saúde Pública; 17(5); 1141-1151","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500015&lang=pt" 
"S0102-311X2001000500013-spa","Mercados hospitalares em área urbana: uma abordagem metodológica","Pinheiro, Rejane Sobrino, Travassos, Cláudia, Gamerman, Dani, Carvalho, Marília Sá","Cadernos de Saúde Pública; 17(5); 1111-1121","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500013&lang=pt" 
"S0102-311X2001000500012-spa","Padrões espaciais de mortalidade e diferenciais sócio-econômicos na cidade do Rio de Janeiro","Santos, Simone M., Noronha, Claudio P.","Cadernos de Saúde Pública; 17(5); 1099-1110","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500012&lang=pt" 
"S0102-311X2001000500002-spa","Geocomputation techniques for spatial analysis: are they relevant to health data?","Câmara, Gilberto, Monteiro, Antônio Miguel Vieira","Cadernos de Saúde Pública; 17(5); 1059-1071","Cadernos de Saúde Pública","Inglês","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500002&lang=pt" 
"S0102-311X2001000500002-scl","Geocomputation techniques for spatial analysis: are they relevant to health data?","Câmara, Gilberto, Monteiro, Antônio Miguel Vieira","Cadernos de Saúde Pública; 17(5); 1059-1071","Cadernos de Saúde Pública","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500002&lang=pt" 
"S0102-311X2001000500012-scl","Padrões espaciais de mortalidade e diferenciais sócio-econômicos na cidade do Rio de Janeiro","Santos, Simone M., Noronha, Claudio P.","Cadernos de Saúde Pública; 17(5); 1099-1110","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500012&lang=pt" 
"S0102-311X2001000500015-scl","Detecção de aglomerados espaciais de óbitos por causas violentas em Porto Alegre, Rio Grande do Sul, Brasil, 1996","Santos, Simone M., Barcellos, Christovam, Carvalho, Marilia Sá, Flôres, Rui","Cadernos de Saúde Pública; 17(5); 1141-1151","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500015&lang=pt" 
"S0102-311X2001000500016-scl","Vigilância da hanseníase em Olinda, Brasil, utilizando técnicas de análise espacial","Lapa, Tiago, Ximenes, Ricardo, Silva, Nilza Nunes, Souza, Wayner, Albuquerque, Maria de Fátima Militão, Campozana, Gisele","Cadernos de Saúde Pública; 17(5); 1153-1162","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500016&lang=pt" 
"S0102-311X2001000500017-scl","Conglomerados de homicídios e o tráfico de drogas em Belo Horizonte, Minas Gerais, Brasil, de 1995 a 1999","Beato Filho, Cláudio Chaves, Assunção, Renato Martins, Silva, Bráulio Figueiredo Alves da, Marinho, Frederico Couto, Reis, Ilka Afonso, Almeida, Maria Cristina de Mattos","Cadernos de Saúde Pública; 17(5); 1163-1171","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500017&lang=pt" 
"S0102-311X2001000500018-scl","Análise dos padrões de difusão espacial dos casos de AIDS por estados brasileiros","Dias, Paulo Roberto Telles Pires, Nobre, Flavio Fonseca","Cadernos de Saúde Pública; 17(5); 1173-1187","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500018&lang=pt" 
"S0102-311X2001000500019-scl","A mortalidade infantil em Belo Horizonte, Minas Gerais, Brasil, por área de abrangência dos Centros de Saúde (1994-1996)","Malta, Deborah Carvalho, Almeida, Maria Cristina de Mattos, Dias, Maria Angélica de Salles, Merhy, Emerson Elias","Cadernos de Saúde Pública; 17(5); 1189-1198","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500019&lang=pt" 
"S0102-311X2001000500020-scl","Análise espacial da mortalidade neonatal precoce no Município do Rio de Janeiro, 1995-1996","Andrade, Carla Lourenço Tavares de, Szwarcwald, Célia Landmann","Cadernos de Saúde Pública; 17(5); 1199-1210","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500020&lang=pt" 
"S0102-311X2001000500021-scl","Avaliação de indicador sócio-ambiental utilizado no rastreamento de áreas de transmissão de filariose linfática em espaços urbanos","Braga, Cynthia, Ximenes, Ricardo A. de A., Albuquerque, Maria de Fátima P. Militão de, Souza, Wayner V. de, Miranda, Janaína, Brayner, Fábio, Alves, Luis, Silva, Lânia da, Dourado, Inês","Cadernos de Saúde Pública; 17(5); 1211-1218","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500021&lang=pt" 
"S0102-311X2001000500022-scl","Spatial distribution of the Human T-Lymphotropic Virus types I and II (HTLV-I/II) infection among blood donors of Hemominas Foundation, Belo Horizonte, Minas Gerais State, Brazil, 1994-1996","Monteiro-de-Castro, Mônica Silva, Assunção, Renato Martins, Proietti, Fernando Augusto","Cadernos de Saúde Pública; 17(5); 1219-1230","Cadernos de Saúde Pública","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500022&lang=pt" 
"S0102-311X2001000500023-scl","Spatial distribution of human and canine visceral leishmaniasis in Belo Horizonte, Minas Gerais State, Brasil, 1994-1997","Oliveira, Cláudia Di Lorenzo, Assunção, Renato Martins, Reis, Ilka Afonso, Proietti, Fernando Augusto","Cadernos de Saúde Pública; 17(5); 1231-1239","Cadernos de Saúde Pública","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500023&lang=pt" 
"S0102-311X2001000500024-scl","Diferenças no padrão de ocorrência da mortalidade neonatal e pós-neonatal no Município de Goiânia, Brasil, 1992-1996: análise espacial para identificação das áreas de risco","Morais Neto, Otaliba Libânio de, Barros, Marilisa Berti de Azevedo, Martelli, Celina Maria Turchi, Silva, Simonne Almeida e, Cavenaghi, Suzana Marta, Siqueira Jr., João Bosco","Cadernos de Saúde Pública; 17(5); 1241-1250","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500024&lang=pt" 
"S0102-311X2001000500025-scl","Distribuição espacial do risco: modelagem da mortalidade infantil em Porto Alegre, Rio Grande do Sul, Brasil","Shimakura, Silvia E., Carvalho, Marilia Sá, Aerts, Denise R. G. C., Flores, Rui","Cadernos de Saúde Pública; 17(5); 1251-1261","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500025&lang=pt" 
"S0102-311X2001000500011-spa","Spatial statistical methods in health","Bailey, Trevor C.","Cadernos de Saúde Pública; 17(5); 1083-1098","Cadernos de Saúde Pública","Inglês","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500011&lang=pt" 
"S0102-311X2001000500014-spa","Dinâmica da epidemia de AIDS no Município do Rio de Janeiro, no período de 1988-1996: uma aplicação de análise estatística espaço-temporal","Szwarcwald, Célia Landmann, Bastos, Francisco Inácio, Barcellos, Christovam, Esteves, Maria Angela Pires, Castilho, Euclides Ayres de","Cadernos de Saúde Pública; 17(5); 1123-1140","Cadernos de Saúde Pública","Português","2001","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2001000500014&lang=pt" 
"S0102-311X2001000500014-scl","Dinâmica da epidemia de AIDS no Município do Rio de Janeiro, no período de 1988-1996: uma aplicação de análise estatística espaço-temporal","Szwarcwald, Célia Landmann, Bastos, Francisco Inácio, Barcellos, Christovam, Esteves, Maria Angela Pires, Castilho, Euclides Ayres de","Cadernos de Saúde Pública; 17(5); 1123-1140","Cadernos de Saúde Pública","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500014&lang=pt" 
"S0102-311X2001000500011-scl","Spatial statistical methods in health","Bailey, Trevor C.","Cadernos de Saúde Pública; 17(5); 1083-1098","Cadernos de Saúde Pública","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2001000500011&lang=pt" 
"S0102-09352001000500008-scl","Apoptose no tumor venéreo transmissível canino: características morfológicas e evidenciação bioquímica","Santos, F.G.A., Vasconcelos, A.C., Moro, L., Nunes, J.E.S., Paixão, T.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 557-562","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500008&lang=pt" 
"S0102-09352001000500007-scl","Prevalência de carrapatos em cães de áreas rurais da região norte do Estado do Paraná","Labruna, M.B., Souza, S.L.P., Guimarães Jr., J.S., Pacheco, R.C., Pinter, A., Gennari, S.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 553-556","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500007&lang=pt" 
"S0102-09352001000500002-scl","Production of monoclonal antibodies against conserved components of infectious bronchitis virus","Souza, C.M., Rocha, F.R.T., Martins, N.R.S., Resende, J.S., Jorge, M.A., Rampinelli, A.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 523-530","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500002&lang=pt" 
"S0102-09352001000500003-scl","Concentração mínima inibitória de dez antimicrobianos para amostras de Staphylococcus aureus isoladas de infecção intramamária bovina","Brito, M.A.V.P., Brito, J.R.F., Silva, M.A.S., Carmo, R.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 531-537","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500003&lang=pt" 
"S0102-09352001000500005-scl","Ação in vitro dos fungos Beauveria bassiana (Bals) Vuill e Metarhizium anisopliae (Metsch) Sorok sobre ninfas e adultos de Amblyomma cajennense (Fabricius, 1787) (Acari: Ixodidae)","Reis, R.C.S., Melo, D.R., Souza, E.J., Bittencourt, V.R.E.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 544-547","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500005&lang=pt" 
"S0102-09352001000500009-scl","Alterações no líquido sinovial do joelho de cães com osteoartrite induzida pelo modelo Pond e Nuki","De Biasi, F., Rahal, S.C., Lopes, R.S., Volpi, R.S., Bergamo, F.M.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 563-567","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500009&lang=pt" 
"S0102-09352001000500011-scl","Tratamento da papilomatose canina com Propionibacterium acnes","Megid, J., Dias Junior, J.G., Aguiar, D.M., Nardi Júnior, G., Silva, W.B., Ribeiro, M.G.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 574-576","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500011&lang=pt" 
"S0102-09352001000500013-scl","Ceratectomia superficial em carcinoma de células escamosas ocular em bovino Simental: Relato de caso","Galera, P.D., Martins, E.A.N.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 585-588","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500013&lang=pt" 
"S0102-09352001000500015-scl","Dinâmica folicular ovariana em novilhas mestiças Holandês-Zebu","Borges, Á.M., Torres, C.A.A., Ruas, J.R.M., Rocha Júnior, V.R., Carvalho, G.R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 595-604","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500015&lang=pt" 
"S0102-09352001000500019-scl","Suplementação com cromo e desempenho reprodutivo de vacas zebu primíparas mantidas a pasto","Aragón, V.E.F., Graça, D.S., Norte, A.L, Santiago, G.S., Paula, O.J.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 53(5); 624-628","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352001000500019&lang=pt" 
